nombre,club_actual,temporada,liga,Posicion,nacido,partidos_jugados,titularidades,minutos_jugados,goles,asistencias,amarillas,rojas,carreras_progresivas,pases_progresivos,Pases_progresivos_recibidos,goles_esperados,asistencias_esperadas,goles_esperados_noPen,key_passes,xGChain,xGBuildup,entradas_1/3,entradas_2/3,entradas_3/3,duelos_ganados,entradas,entradas_ganadas,bloqueos,bloqueos_tiro,bloqueos_pase,altura,valor,xG_xA_por_90,eficiencia_gol,asistencias_esperadas_por_90
aaron escandell,laliga,2023-2024,laliga,GK,1995,2,1,153.0,0.0,0.0,0,1,0,0,0,,,,,,,0,0,0,,0,0,0,0,0,,,,,
abdelkabir abqar,laliga,2024-2025,laliga,,,,,,,,,,,,,0.8577928,0.23812325,0.8577928,8,2.933803543448448,2.713847666978836,,,,,,,,,,,,,,
abdessamad ezzalzouli,laliga,2024-2025,laliga,,,,,,,,,,,,,9.586015,2.4090977,8.842737,26,13.69968931004405,4.313502963632345,,,,,,,,,,,,,,
abdou harroui,serie-a,2023-2024,serie-a,"MF,FW",1998,18,13,1019.0,3.0,3.0,2,0,43,38,56,3.3975055,1.7014152,2.6362066,16,4.9546966245397925,1.350578375160694,11,11,1,50.0,23,11,19,3,16,,,0.45,0.8830007724117837,0.15
abdul fatawu issahaku,premier-league,2024-2025,premier-league,FW,2004,11,6,579.0,0.0,2.0,0,0,42,17,60,0.4660487,1.4724965,0.4660487,6,2.3615895370021462,1.3566849753260612,13,2,6,57.9,21,15,7,0,7,,,0.3,0.0,0.23
abner,laliga,2023-2024,laliga,DF,2000,23,15,1400.0,0.0,1.0,3,0,14,33,58,0.17782322,1.2607838,0.17782322,8,5.191712699830532,4.443651057779789,15,9,1,50.0,25,19,23,5,18,,,0.09,0.0,0.08
adam armstrong,premier-league,2022-2023,premier-league,"FW,MF",1997,30,14,1335.0,2.0,1.0,2,0,39,16,70,2.4375014,1.7304165,2.4375014,11,4.704243279993534,1.2918517235666511,6,5,3,30.0,14,9,15,3,12,,,0.28,0.8205123389734088,0.12
adam aznou,laliga,2024-2025,laliga,DF,2006,13,10,876.0,0.0,0.0,1,0,16,25,26,0.27008438,0.5333969,0.27008438,6,2.35653112642467,1.700465090572834,20,8,0,48.8,28,21,24,8,16,,,0.08,0.0,0.05
adam lallana,premier-league,2024-2025,premier-league,MF,1988,14,5,361.0,0.0,2.0,4,0,6,24,10,0.15231557,0.5534783,0.15231557,4,1.702550608664751,1.124756133183837,4,4,0,16.7,8,5,4,1,3,,,0.18,0.0,0.14
adria alti,laliga,2024-2025,laliga,,,,,,,,,,,,,0.2496104,0.58576715,0.2496104,11,2.443735755048692,2.062911454588175,,,,,,,,,,,,,,
adrian,laliga,2024-2025,laliga,GK,1987,19,19,1710.0,0.0,0.0,3,0,0,0,0,0.0,0.0,0.0,0,2.354312153533101,2.354312153533101,0,0,0,0.0,0,0,0,0,0,,,0.0,,0.0
adrian,laliga,2024-2025,laliga,GK,1987,19,19,1710.0,0.0,0.0,3,0,0,0,0,0.6004659,0.062414594,0.6004659,1,0.9397268313914536,0.9397268313914536,0,0,0,0.0,0,0,0,0,0,,,0.03,0.0,0.0
adrian,laliga,2024-2025,laliga,GK,1987,19,19,1710.0,0.0,0.0,3,0,0,0,0,0.48031953,0.0,0.48031953,0,0.4884312395006418,0.008111709728837,0,0,0,0.0,0,0,0,0,0,,,0.03,0.0,0.0
adrian baquerin,laliga,2024-2025,laliga,FW,2007,5,0,49.0,0.0,0.0,0,0,0,1,0,,,,,,,0,1,0,,1,1,0,0,0,,,,,
agustin martegani,serie-a,2023-2024,serie-a,MF,2000,18,6,731.0,1.0,0.0,1,0,14,28,22,0.71159446,0.34115237,0.71159446,6,1.9232338862493636,1.1300806105136871,7,3,3,33.3,13,7,4,1,3,,,0.13,1.4052948032151913,0.04
alassane plea,bundesliga,2023-2024,bundesliga,"FW,MF",1993,27,24,1913.0,7.0,4.0,1,0,56,115,157,6.8796296,3.6423655,6.121853,36,13.662751639261842,5.829366076737642,5,8,4,46.7,17,7,11,0,11,,,0.5,1.017496637874456,0.17
alberto grassi,serie-a,2022-2023,serie-a,MF,1995,25,14,1194.0,0.0,0.0,3,0,5,50,10,0.49593747,0.27171636,0.49593747,6,1.7717564776539805,1.3973325937986374,13,13,0,62.5,26,21,23,12,11,,,0.06,0.0,0.02
alberto grassi,serie-a,2023-2024,serie-a,MF,1995,27,22,1807.0,0.0,1.0,6,1,13,75,13,0.9090436,0.838819,0.9090436,6,4.838489793241024,4.473317813128233,13,13,4,38.5,30,18,26,11,15,,,0.09,0.0,0.04
alberto grassi,serie-a,2024-2025,serie-a,MF,1995,28,27,2203.0,1.0,0.0,8,0,18,74,24,1.1658169,0.72576517,1.1658169,7,6.6722745527513325,4.9939055615104735,16,18,5,63.6,39,21,22,12,10,,,0.08,0.8577676282859154,0.03
alberto grassi,serie-a,2024-2025,serie-a,MF,1995,28,27,2203.0,1.0,0.0,8,0,18,74,24,1.1658169,0.72576517,1.1658169,7,6.6722745527513325,4.9939055615104735,16,18,5,63.6,39,21,22,12,10,,,0.08,0.8577676282859154,0.03
alberto perea,laliga,2022-2023,laliga,MF,1990,1,1,45.0,0.0,0.0,0,0,0,2,2,0.0,0.0,0.0,0,0.0,0.0,2,0,0,,2,0,2,0,2,,,0.0,,0.0
alberto perea,laliga,2023-2024,laliga,"MF,FW",1990,2,0,2.0,0.0,0.0,0,0,0,2,1,0.0,0.06456033,0.0,1,0.0645603314042091,0.0645603314042091,0,0,0,0.0,0,0,0,0,0,,,2.91,,2.91
alessio cragno,serie-a,2022-2023,serie-a,GK,1994,1,1,90.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.1198339983820915,0.1198339983820915,0,0,0,0.0,0,0,0,0,0,,,0.0,,0.0
alex centelles,laliga,2022-2023,laliga,DF,1997,15,11,1123.0,1.0,2.0,0,1,17,35,48,0.80875534,1.1211064,0.80875534,13,4.475170537829399,3.4672376923263077,16,3,3,72.7,22,14,13,2,11,,,0.15,1.2364678819129047,0.09
alex grimaldo,bundesliga,2024-2025,bundesliga,,,,,,,,,,,,,3.139214,8.451545,3.139214,74,13.696474827826025,8.669026328250766,,,,,,,,,,,,,,
alex kral,bundesliga,2022-2023,bundesliga,MF,1998,29,26,2357.0,0.0,0.0,3,0,41,100,70,1.5625385,0.5070485,1.5625385,11,6.027862414717674,4.629865577444434,10,22,2,45.9,34,24,31,6,25,,,0.08,0.0,0.02
alex palmer,premier-league,2024-2025,premier-league,GK,1996,13,13,1170.0,0.0,0.0,2,0,0,1,0,0.0,0.021070318,0.0,1,2.139107011258602,2.139107011258602,0,0,0,,0,0,0,0,0,,,0.0,,0.0
alex suarez,laliga,2023-2024,laliga,DF,1993,32,30,2562.0,2.0,0.0,7,0,12,109,15,2.2428877,0.22742279,2.2428877,6,2.811455954797566,2.659366096369922,33,15,5,83.8,53,36,33,14,19,,,0.09,0.891707582356057,0.01
alexis blin,serie-a,2022-2023,serie-a,MF,1996,35,26,2376.0,1.0,0.0,8,0,13,101,32,2.9751177,0.9953342,2.9751177,15,6.872414098121226,4.275244216434658,27,33,9,52.1,69,39,55,15,40,,,0.15,0.33612115768597434,0.04
alfie doughty,premier-league,2023-2024,premier-league,DF,1999,37,34,2925.0,2.0,8.0,5,0,94,106,164,1.8317803,6.612265,1.8317803,70,11.054738521575928,7.9952765721827745,29,18,16,45.1,63,40,51,9,42,,,0.26,1.0918339848004244,0.2
alfred duncan,serie-a,2024-2025,serie-a,MF,1993,16,12,957.0,0.0,0.0,2,0,11,53,12,0.9684111,1.9832441,0.9684111,11,3.4534763414412737,1.5767809636890888,4,11,2,35.7,17,8,7,2,5,,,0.28,0.0,0.19
alfred duncan,serie-a,2024-2025,serie-a,MF,1993,16,12,957.0,0.0,0.0,2,0,11,53,12,0.9684111,1.9832441,0.9684111,11,3.4534763414412737,1.5767809636890888,4,11,2,35.7,17,8,7,2,5,,,0.28,0.0,0.19
aliou balde,bundesliga,2024-2025,bundesliga,,,,,,,,,,,,,0.15311386,0.4295373,0.15311386,2,0.5562718119472265,0.0278688725084066,,,,,,,,,,,,,,
almugera kabar,bundesliga,2024-2025,bundesliga,,,,,,,,,,,,,0.0,0.689489,0.0,3,0.7676253989338875,0.1263511329889297,,,,,,,,,,,,,,
alvaro aceves,laliga,2022-2023,laliga,GK,2003,1,0,13.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,,0,0,0,0,0,,,0.0,,0.0
alvaro aceves,laliga,2022-2023,laliga,GK,2003,1,0,13.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,,0,0,0,0,0,,,0.0,,0.0
alvaro carreras,laliga,2023-2024,laliga,"MF,FW",2003,13,5,475.0,0.0,0.0,1,0,13,14,31,,,,,,,8,4,1,45.5,13,8,5,1,4,,,,,
alvaro fernandez,laliga,2023-2024,laliga,,,,,,,,,,,,,0.48943913,0.7756723,0.48943913,7,2.2598436502739787,1.4647520780563354,,,,,,,,,,,,,,
alvaro gimenez,laliga,2022-2023,laliga,FW,1991,1,0,17.0,0.0,0.0,0,0,0,1,2,2.6335247,0.53910863,2.6335247,7,7.911925621330738,7.051249861717224,0,0,0,0.0,0,0,0,0,0,,,16.8,0.0,2.85
alvaro gimenez,laliga,2023-2024,laliga,,,,,,,,,,,,,0.3844417,0.054897934,0.3844417,1,4.855000216513872,4.800102312117815,,,,,,,,,,,,,,
alvaro lemos,laliga,2023-2024,laliga,DF,1993,4,3,251.0,0.0,0.0,1,0,6,17,8,0.01864992,0.0,0.01864992,0,0.3681476861238479,0.3494977504014969,1,3,0,0.0,4,1,3,1,2,,,0.01,0.0,0.0
alvaro morata,serie-a,2024-2025,serie-a,"FW,MF",1992,16,13,1099.0,5.0,0.0,5,0,18,26,63,4.8170886,0.9593267,4.8170886,7,7.887570891529322,3.076422202400863,5,8,3,62.5,16,10,7,2,5,,,0.47,1.0379713580264511,0.08
alvaro morata,serie-a,2024-2025,serie-a,"FW,MF",1992,16,13,1099.0,5.0,0.0,5,0,18,26,63,4.8170886,0.9593267,4.8170886,7,7.887570891529322,3.076422202400863,5,8,3,62.5,16,10,7,2,5,,,0.47,1.0379713580264511,0.08
alvaro negredo,laliga,2022-2023,laliga,FW,1985,21,9,757.0,1.0,2.0,0,0,4,17,22,2.0394542,2.3981075,2.0394542,10,4.833618828095496,1.0559767689555883,1,2,2,100.0,5,4,4,1,3,,,0.53,0.49032725978715913,0.29
alvaro valles,laliga,2023-2024,laliga,GK,1997,37,37,3263.0,0.0,0.0,2,1,0,5,0,0.0,0.0,0.0,0,3.4357246309518814,3.4357246309518814,3,0,0,37.5,3,2,0,0,0,,,0.0,,0.0
anastasios douvikas,laliga,2023-2024,laliga,FW,1999,32,7,905.0,7.0,1.0,2,0,10,13,53,,,,,,,2,6,7,37.5,15,7,6,3,3,,,,,
andre,bundesliga,2024-2025,bundesliga,,,,,,,,,,,,,5.666821,0.342087,4.9090443,6,4.31884459964931,0.4574203137308359,,,,,,,,,,1.86,,,,
andre,bundesliga,2024-2025,bundesliga,,,,,,,,,,,,,0.86448675,2.5118117,0.86448675,18,3.366842344403267,1.5164300370961428,,,,,,,,,,1.86,,,,
andre,bundesliga,2024-2025,bundesliga,,,,,,,,,,,,,0.69538844,0.062755935,0.69538844,2,0.7405319102108479,0.0,,,,,,,,,,1.86,,,,
andre ferreira,laliga,2023-2024,laliga,GK,1996,15,14,1340.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,0,2.289650324732065,2.289650324732065,0,0,0,0.0,0,0,0,0,0,,,0.0,,0.0
andrea carboni,serie-a,2022-2023,serie-a,DF,2001,4,1,167.0,0.0,0.0,0,0,4,9,2,0.0696823,0.317846,0.0696823,1,0.3539299005642533,0.0360839003697037,2,0,1,40.0,3,2,3,2,1,,,0.21,0.0,0.17
andrea ferraris,serie-a,2023-2024,serie-a,MF,2003,1,0,10.0,0.0,0.0,0,0,0,1,0,0.0,0.0,0.0,0,0.0,0.0,1,0,0,,1,1,0,0,0,,,0.0,,0.0
andrea mazza,serie-a,2024-2025,serie-a,GK,2004,1,0,8.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,,0,0,0,0,0,,,0.0,,0.0
andrea mazza,serie-a,2024-2025,serie-a,GK,2004,1,0,8.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,,0,0,0,0,0,,,0.0,,0.0
andreas ivan,bundesliga,2022-2023,bundesliga,MF,1995,1,0,46.0,0.0,0.0,0,0,0,2,1,0.0452778,0.0,0.0452778,0,0.0572442002594471,0.0572442002594471,0,0,0,0.0,0,0,0,0,0,,,0.09,0.0,0.0
andreas luthe,bundesliga,2023-2024,bundesliga,GK,1987,1,1,90.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0175025276839733,0.0175025276839733,0,0,0,,0,0,0,0,0,,,0.0,,0.0
andrefrank zambo anguissa,serie-a,2022-2023,serie-a,MF,1995,36,36,3050.0,3.0,5.0,3,0,58,181,140,,,,,,,16,29,8,25.0,53,32,50,4,46,,,,,
andrefrank zambo anguissa,serie-a,2023-2024,serie-a,MF,1995,34,32,2786.0,0.0,2.0,2,0,43,163,139,,,,,,,21,29,11,49.3,61,33,40,5,35,,,,,
andres sfait,serie-a,2023-2024,serie-a,"DF,MF",2004,2,0,23.0,0.0,0.0,0,0,1,1,2,0.0,0.06599324,0.0,1,0.0659932419657707,0.0659932419657707,1,0,0,50.0,1,1,0,0,0,,,0.26,,0.26
andrey lunyov,bundesliga,2022-2023,bundesliga,GK,1991,1,1,90.0,0.0,0.0,0,0,0,0,0,,,,,,,0,0,0,,0,0,0,0,0,,,,,
angel algobia,laliga,2022-2023,laliga,MF,1999,26,11,1138.0,0.0,0.0,3,0,10,42,11,0.2677507,0.41989818,0.2677507,5,2.4849816551432014,1.8904126640409231,14,13,0,45.8,27,13,15,5,10,,,0.05,0.0,0.03
angelino,laliga,2022-2023,laliga,,,,,,,,,,,,,2.3255816,0.0760789,2.3255816,3,2.656751925125718,0.4260027483105659,,,,,,,,,,,,,,
anis ben slimane,premier-league,2023-2024,premier-league,MF,2001,15,4,419.0,0.0,0.0,2,0,3,12,21,0.8026072,0.4848009,0.8026072,3,1.5446888133883476,0.4106670431792736,5,2,4,40.0,11,6,7,1,6,,,0.28,0.0,0.1
ansgar knauff,bundesliga,2024-2025,bundesliga,,,,,,,,,,,,,5.23838,5.4015093,5.23838,26,14.122421637177467,4.350837785750628,,,,,,,,,,,,,,
anthony losilla,bundesliga,2024-2025,bundesliga,,,,,,,,,,,,,0.102335,0.47948256,0.102335,7,3.181420609354973,2.7296648547053337,,,,,,,,,,,,,,
anthony lozano,laliga,2022-2023,laliga,FW,1993,28,14,1443.0,1.0,1.0,6,0,19,28,58,2.9382095,0.6034297,2.9382095,11,4.338254362344742,1.1017715614289043,1,4,1,14.3,6,4,12,1,11,,,0.22,0.34034332423653074,0.04
anthony lozano,laliga,2023-2024,laliga,"MF,FW",1993,6,0,92.0,0.0,0.0,1,0,0,1,6,4.7196584,0.9141269,4.7196584,9,4.992544200271368,0.7519851960241795,0,0,0,0.0,0,0,0,0,0,,,5.51,0.0,0.89
anthony lozano,laliga,2023-2024,laliga,"MF,FW",1993,6,0,92.0,0.0,0.0,1,0,0,1,6,4.7196584,0.9141269,4.7196584,9,4.992544200271368,0.7519851960241795,2,5,0,57.1,7,5,6,1,5,,,5.51,0.0,0.89
anthony lozano,laliga,2023-2024,laliga,FW,1993,13,10,772.0,3.0,0.0,1,0,12,16,24,4.7196584,0.9141269,4.7196584,9,4.992544200271368,0.7519851960241795,0,0,0,0.0,0,0,0,0,0,,,0.66,0.6356392267768294,0.11
anthony lozano,laliga,2023-2024,laliga,FW,1993,13,10,772.0,3.0,0.0,1,0,12,16,24,4.7196584,0.9141269,4.7196584,9,4.992544200271368,0.7519851960241795,2,5,0,57.1,7,5,6,1,5,,,0.66,0.6356392267768294,0.11
anthony oyono,serie-a,2023-2024,serie-a,DF,2001,16,14,1198.0,0.0,1.0,4,0,35,33,39,0.24245445,1.1169286,0.24245445,10,3.0323795918375254,2.335448293015361,21,14,2,67.6,37,26,17,3,14,,,0.1,0.0,0.08
antonio candela,laliga,2024-2025,laliga,DF,2000,12,12,906.0,0.0,0.0,1,0,16,22,29,0.049565766,0.3933627,0.049565766,6,1.2190991677343843,1.0097903609275818,6,2,1,36.4,9,6,11,6,5,,,0.04,0.0,0.04
antonio raimondo,serie-a,2024-2025,serie-a,"FW,DF",2004,9,0,94.0,0.0,0.0,0,0,2,2,7,0.5108164,0.10560135,0.5108164,1,0.6164177432656288,0.0,1,1,0,,2,1,0,0,0,,,0.59,0.0,0.1
antonio raimondo,serie-a,2024-2025,serie-a,"FW,DF",2004,9,0,94.0,0.0,0.0,0,0,2,2,7,0.5108164,0.10560135,0.5108164,1,0.6164177432656288,0.0,1,1,0,,2,1,0,0,0,,,0.59,0.0,0.1
anuar,laliga,2022-2023,laliga,"MF,FW",1995,3,3,210.0,1.0,0.0,1,0,6,3,4,0.464998,0.508823,0.464998,4,1.0036240220069883,0.0702511966228485,0,1,3,,4,4,5,2,3,,,0.42,2.150546852527991,0.22
anuar,laliga,2024-2025,laliga,"MF,FW",1995,26,21,1720.0,2.0,0.0,7,0,24,30,68,2.2580462,1.1850195,2.2580462,8,6.01671346463263,2.9845049623399973,21,12,5,53.6,38,27,24,8,16,,,0.18,0.885721489711889,0.06
ardian ismajli,serie-a,2022-2023,serie-a,DF,1996,25,22,2094.0,0.0,0.0,3,0,10,42,0,0.5891124,0.2324899,0.5891124,5,3.007446203380823,2.906486313790083,25,15,0,75.0,40,32,47,31,16,,,0.04,0.0,0.01
ardian ismajli,serie-a,2024-2025,serie-a,DF,1996,29,29,2508.0,0.0,0.0,3,0,3,38,1,0.5098619,0.030074948,0.5098619,2,2.167395389638841,2.15336153563112,21,9,0,80.0,30,23,35,24,11,,,0.02,0.0,0.0
ardian ismajli,serie-a,2024-2025,serie-a,DF,1996,29,29,2508.0,0.0,0.0,3,0,3,38,1,0.5098619,0.030074948,0.5098619,2,2.167395389638841,2.15336153563112,21,9,0,80.0,30,23,35,24,11,,,0.02,0.0,0.0
arijon ibrahimovic,serie-a,2023-2024,serie-a,"FW,DF",2005,16,5,474.0,1.0,1.0,1,0,10,22,54,0.77170503,1.1495994,0.77170503,8,2.624185614287853,1.3404285721480846,4,2,1,11.1,7,6,4,0,4,,,0.36,1.2958319037940809,0.22
aritz arambarri,laliga,2024-2025,laliga,DF,1998,2,2,177.0,0.0,0.0,0,0,0,2,0,0.0417447,0.0,0.0417447,0,0.2693354785442352,0.2693354785442352,1,0,0,100.0,1,1,2,2,0,,,0.02,0.0,0.0
arkadiusz reca,serie-a,2022-2023,serie-a,DF,1995,30,24,2173.0,1.0,1.0,5,0,82,79,94,0.9559125,2.0483038,0.9559125,23,4.22505446523428,2.1398162823170424,22,12,10,59.4,44,28,21,5,16,,,0.12,1.0461208850479031,0.08
armando izzo,serie-a,2023-2024,serie-a,DF,1992,23,20,1650.0,0.0,0.0,9,0,15,59,7,0.5234021,0.7562817,0.5234021,7,5.485083221457899,5.326382507570088,17,9,1,59.3,27,17,20,16,4,,,0.07,0.0,0.04
armando izzo,serie-a,2024-2025,serie-a,DF,1992,30,28,2435.0,1.0,1.0,12,0,12,72,12,0.48617598,1.016239,0.48617598,11,6.275955243036151,5.299630461260676,30,9,1,50.0,40,15,38,28,10,,,0.06,2.056868361690563,0.04
armando izzo,serie-a,2024-2025,serie-a,DF,1992,30,28,2435.0,1.0,1.0,12,0,12,72,12,0.48617598,1.016239,0.48617598,11,6.275955243036151,5.299630461260676,30,9,1,50.0,40,15,38,28,10,,,0.06,2.056868361690563,0.04
arnau puigmal,laliga,2022-2023,laliga,"MF,FW",2001,22,7,763.0,1.0,0.0,4,0,24,16,57,1.3081347,0.42253253,1.3081347,8,2.551046405918896,1.1344574484974146,10,7,5,70.6,22,14,7,0,7,,,0.2,0.7644472844358859,0.05
arthur,laliga,2024-2025,laliga,,,,,,,,,,,,,0.27020395,0.17825948,0.27020395,5,1.3802417162805796,1.2591113429516554,,,,,,,,,,,,,,
arvid brorsson,serie-a,2024-2025,serie-a,DF,1999,6,3,362.0,0.0,0.0,0,0,1,9,1,0.0,0.0,0.0,0,0.8185673002153635,0.8185673002153635,2,2,0,40.0,4,3,9,8,1,,,0.0,,0.0
arvid brorsson,serie-a,2024-2025,serie-a,DF,1999,6,3,362.0,0.0,0.0,0,0,1,9,1,0.0,0.0,0.0,0,0.8185673002153635,0.8185673002153635,2,2,0,40.0,4,3,9,8,1,,,0.0,,0.0
assan ceesay,serie-a,2022-2023,serie-a,FW,1994,34,20,1812.0,6.0,0.0,2,0,21,16,111,5.534617,0.7234046,4.773318,8,6.192364240065217,1.173143593594432,7,8,8,52.9,23,18,15,2,13,,,0.31,1.0840858648878218,0.04
assane diao,laliga,2023-2024,laliga,FW,2005,18,13,1048.0,2.0,0.0,4,0,33,20,101,3.3369424,0.57366,3.3369424,11,4.840794697403908,2.2125620525330305,5,9,6,35.3,20,12,22,4,18,,,0.34,0.5993510644462181,0.05
augusto batalla,laliga,2023-2024,laliga,GK,1996,17,17,1530.0,0.0,0.0,3,0,0,1,1,0.02722347,0.04717051,0.02722347,1,2.248191110789776,2.2010206058621407,0,0,0,0.0,0,0,0,0,0,,,0.0,0.0,0.0
aurele amenda,bundesliga,2024-2025,bundesliga,,,,,,,,,,,,,0.052617975,0.48182034,0.052617975,1,0.9811453819274902,0.9811453819274902,,,,,,,,,,,,,,
awer mabil,laliga,2022-2023,laliga,"MF,FW",1995,5,1,165.0,0.0,0.0,0,0,5,4,14,0.3261426,0.0138758,0.3261426,1,0.4220721013844013,0.3681685030460357,0,1,1,33.3,2,0,1,1,0,,,0.19,0.0,0.01
ayman azhil,bundesliga,2024-2025,bundesliga,,,,,,,,,,,,,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,
ayoze perez,laliga,2023-2024,laliga,FW,1993,31,29,2294.0,9.0,1.0,4,0,90,80,175,8.989579,4.2143607,8.989579,31,17.23151198029518,6.425478775054216,16,33,10,42.9,59,32,42,4,38,,,0.52,1.0011592087930554,0.17
babatunde akinsola,laliga,2022-2023,laliga,FW,2003,1,0,11.0,0.0,0.0,0,0,1,0,3,0.0,0.0,0.0,0,0.0,0.0,0,0,1,,1,1,0,0,0,,,0.0,,0.0
bambase conte,bundesliga,2023-2024,bundesliga,"MF,FW",2003,7,0,48.0,0.0,0.0,0,0,3,2,8,0.13509838,0.03412648,0.13509838,1,0.2126864716410637,0.0434615984559059,2,0,1,100.0,3,3,0,0,0,,,0.32,0.0,0.06
bartol franjic,bundesliga,2023-2024,bundesliga,MF,2000,20,14,1229.0,0.0,1.0,5,0,13,50,14,0.19604568,0.42259946,0.19604568,2,2.848531885072589,2.821240780875087,4,10,1,25.0,15,12,12,4,8,,,0.05,0.0,0.03
bartosz bereszynski,serie-a,2023-2024,serie-a,DF,1992,24,22,1762.0,0.0,1.0,3,0,15,69,18,0.042350113,0.3475749,0.042350113,8,2.979609194211662,2.724884663708508,25,13,3,60.0,41,25,22,10,12,,,0.02,0.0,0.02
ben brereton,premier-league,2023-2024,premier-league,"FW,MF",1999,14,14,1105.0,6.0,1.0,3,0,23,37,78,6.06054,1.6426486,5.2993712,8,7.229928359389305,1.5459889732301235,4,4,1,40.0,9,4,9,3,6,,,0.63,0.9900107585645617,0.13
ben brereton,premier-league,2024-2025,premier-league,FW,1999,10,4,449.0,0.0,0.0,1,0,12,9,42,1.3112603,0.15562077,1.3112603,3,2.001358740031719,0.5646974295377731,0,2,1,11.1,3,2,2,1,1,,,0.29,0.0,0.03
ben brereton,serie-a,2024-2025,serie-a,,,,,,,,,,,,,0.011788783,0.0,0.011788783,0,0.0908796191215515,0.0908796191215515,,,,,,,,,,,,,,
ben davies,premier-league,2024-2025,premier-league,DF,1993,17,14,1331.0,0.0,0.0,5,0,14,52,6,0.36144954,0.099182926,0.36144954,2,5.178717454895377,5.166538378223777,8,8,1,52.9,17,11,28,19,9,1.88,,0.03,0.0,0.01
ben doak,premier-league,2023-2024,premier-league,FW,2005,1,0,14.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,,0,0,0,0,0,1.7,,0.0,,0.0
ben johnson,premier-league,2024-2025,premier-league,"DF,FW",2000,23,14,1354.0,1.0,2.0,5,1,16,27,33,1.4644898,2.1658401,1.4644898,11,4.204577220603824,1.2919913660734892,23,12,3,48.8,38,22,22,5,17,,,0.24,0.6828316509742629,0.14
ben osborn,premier-league,2023-2024,premier-league,"DF,MF",1994,24,14,1367.0,0.0,2.0,3,0,16,55,44,0.17907935,1.0758814,0.17907935,13,3.0705280490219597,2.045230019837618,11,9,2,47.1,22,9,18,2,16,,,0.08,0.0,0.07
bennit broger,bundesliga,2023-2024,bundesliga,FW,2006,1,0,11.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,,0,0,0,0,0,1.81,,0.0,,0.0
bennit broger,laliga,2023-2024,laliga,,,,,,,,,,,,,2.6313202,3.4418652,2.6313202,12,5.959322208538652,1.5697756428271532,,,,,,,,,,,,,,
benoit costil,serie-a,2023-2024,serie-a,GK,1987,13,13,1170.0,0.0,0.0,0,0,0,0,0,0.0,0.0444706,0.0,1,0.8558120103552938,0.8113414095714688,1,1,0,66.7,2,1,0,0,0,,,0.0,,0.0
bjarki bjarkason,serie-a,2024-2025,serie-a,"DF,MF",2000,9,1,165.0,0.0,0.0,2,0,6,10,13,0.0,0.050539833,0.0,1,0.0682868808507919,0.0682868808507919,2,1,0,50.0,3,2,1,0,1,,,0.03,,0.03
bjarki bjarkason,serie-a,2024-2025,serie-a,"DF,MF",2000,9,1,165.0,0.0,0.0,2,0,6,10,13,0.0,0.050539833,0.0,1,0.0682868808507919,0.0682868808507919,2,1,0,50.0,3,2,1,0,1,,,0.03,,0.03
borja iglesias,laliga,2023-2024,laliga,FW,1993,11,4,408.0,0.0,1.0,2,0,5,12,32,0.7683117,1.1341155,0.7683117,11,2.835924595594406,1.062027856707573,0,0,0,0.0,0,0,0,0,0,,,0.42,0.0,0.25
borja vazquez,laliga,2023-2024,laliga,FW,2005,1,0,4.0,0.0,0.0,0,0,0,1,1,0.0,0.054107096,0.0,1,0.0541070960462093,0.0,1,0,0,100.0,1,0,0,0,0,,,1.22,,1.22
bote baku,bundesliga,2023-2024,bundesliga,,,,,,,,,,,,,2.036135,3.3480422,2.036135,28,9.370258934795856,5.987109617330134,,,,,,,,,,,,,,
boubakary soumare,premier-league,2024-2025,premier-league,MF,1999,31,25,2171.0,0.0,0.0,8,0,34,105,23,0.25613266,0.34783366,0.25613266,10,7.107237534597516,6.826774168759584,24,12,1,63.6,37,20,22,10,12,,,0.03,0.0,0.01
bruno langa,laliga,2023-2024,laliga,DF,1997,11,9,820.0,1.0,0.0,1,1,14,25,30,0.36036807,0.3441203,0.36036807,7,1.9400840550661087,1.3523537842556834,10,5,2,42.9,17,12,11,4,7,,,0.08,2.774940609228655,0.04
bruno mendez,laliga,2023-2024,laliga,DF,1999,17,15,1333.0,2.0,0.0,4,0,8,47,14,0.3977753,0.12481527,0.3977753,4,1.7927039675414562,1.6345273982733488,19,12,5,56.8,36,17,24,6,18,,,0.04,5.027964376445443,0.01
