Player,Squad,Touch_Def_3rd,Touch_Mid_3rd,Touch_Att_3rd,Touch_Att_Pen,drib_Att,drib_Succ%,PrgDist,Carries_Att_3rd,Carries_Att_Pen,fail_To_Gain_Control,Loss_Control_Tackle,Season,Competition
willy kambwala,Manchester Utd,142,88,2,0,2,0.0,377,1,0,3,1,2023-2024,premier-league
thomas kaminski,Luton Town,1553,30,1,0,2,100.0,2432,0,0,1,0,2023-2024,premier-league
loris karius,Newcastle Utd,41,0,0,0,0,,25,0,0,0,0,2023-2024,premier-league
michael keane,Everton,122,126,24,11,3,66.7,296,2,0,2,3,2023-2024,premier-league
thilo kehrer,West Ham,2,8,2,0,0,,5,0,0,0,0,2023-2024,premier-league
caoimhin kelleher,Liverpool,446,11,0,0,0,,1077,0,0,0,0,2023-2024,premier-league
lloyd kelly,Bournemouth,432,484,156,11,4,50.0,1451,10,2,20,6,2023-2024,premier-league
omari kellyman,Aston Villa,1,8,2,0,0,,9,1,0,2,0,2023-2024,premier-league
milos kerkez,Bournemouth,371,386,352,31,27,44.4,1617,28,8,29,10,2023-2024,premier-league
kaine keslerhayden,Aston Villa,0,0,0,0,0,,0,0,0,0,0,2023-2024,premier-league
max kilman,Wolves,1478,1110,133,30,16,62.5,4107,17,1,8,10,2023-2024,premier-league
jakub kiwior,Arsenal,189,367,167,15,3,66.7,681,8,1,8,2,2023-2024,premier-league
justin kluivert,Bournemouth,86,224,397,108,67,35.8,1644,37,35,50,30,2023-2024,premier-league
luca koleosho,Burnley,33,149,240,52,78,42.3,1383,37,29,22,14,2023-2024,premier-league
ibrahima konate,Liverpool,533,1018,80,16,10,60.0,3590,17,0,8,5,2023-2024,premier-league
ezri konsa,Aston Villa,971,1146,258,36,34,55.9,3700,20,3,26,17,2023-2024,premier-league
cheikhou kouyate,Nott'ham Forest,30,49,29,5,2,50.0,46,1,0,3,3,2023-2024,premier-league
mateo kovacic,Manchester City,226,1079,395,16,32,62.5,2733,51,1,16,24,2023-2024,premier-league
emil krafth,Newcastle Utd,279,241,145,10,6,50.0,720,9,1,8,3,2023-2024,premier-league
mohammed kudus,West Ham,193,582,590,102,221,56.1,3225,62,40,80,93,2023-2024,premier-league
dejan kulusevski,Tottenham,167,503,984,226,129,41.9,3856,61,82,86,65,2023-2024,premier-league
adam lallana,Brighton,80,268,229,44,13,23.1,483,12,4,14,18,2023-2024,premier-league
tariq lamptey,Brighton,130,221,197,21,19,31.6,1218,17,12,22,2,2023-2024,premier-league
aymeric laporte,Manchester City,7,6,1,1,0,,1,0,0,0,0,2023-2024,premier-league
yasser larouci,Sheffield Utd,101,112,56,7,17,58.8,741,13,4,1,5,2023-2024,premier-league
jamaal lascelles,Newcastle Utd,397,437,41,20,3,33.3,1461,6,0,2,4,2023-2024,premier-league
romeo lavia,Chelsea,2,26,2,0,0,,40,0,0,0,0,2023-2024,premier-league
mario lemina,Wolves,557,980,308,51,46,54.3,2281,31,3,33,22,2023-2024,premier-league
clement lenglet,Aston Villa,514,450,59,12,8,37.5,2832,18,0,3,3,2023-2024,premier-league
bernd leno,Fulham,1645,12,0,0,0,,2432,0,0,1,0,2023-2024,premier-league
jefferson lerma,Crystal Palace,413,822,290,40,20,55.0,1410,17,2,26,14,2023-2024,premier-league
rico lewis,Manchester City,119,287,220,30,9,44.4,964,20,5,2,12,2023-2024,premier-league
keane lewispotter,Brentford,107,173,330,84,58,36.2,1632,32,24,30,18,2023-2024,premier-league
victor lindelof,Manchester Utd,466,463,114,15,1,100.0,1621,14,0,5,3,2023-2024,premier-league
valentino livramento,Newcastle Utd,309,428,232,27,30,56.7,1463,17,8,17,18,2023-2024,premier-league
giovani lo celso,Tottenham,85,292,201,19,14,57.1,946,20,0,12,7,2023-2024,premier-league
tom lockyer,Luton Town,316,242,32,18,6,66.7,883,6,1,6,2,2023-2024,premier-league
sean longstaff,Newcastle Utd,338,780,422,90,23,47.8,1394,24,7,34,35,2023-2024,premier-league
max lowe,Sheffield Utd,78,64,63,6,5,40.0,105,2,1,6,0,2023-2024,premier-league
douglas luiz,Aston Villa,519,1256,598,38,47,51.1,3562,48,4,33,31,2023-2024,premier-league
sasa lukic,Fulham,167,361,109,23,8,62.5,776,12,1,11,10,2023-2024,premier-league
ian maatsen,Chelsea,49,56,75,8,4,0.0,315,5,2,8,7,2023-2024,premier-league
alexis mac allister,Liverpool,392,1382,560,32,34,52.9,3006,45,4,30,35,2023-2024,premier-league
james maddison,Tottenham,136,774,852,112,81,39.5,2589,60,31,35,34,2023-2024,premier-league
noni madueke,Chelsea,85,224,373,77,86,43.0,2191,36,38,25,14,2023-2024,premier-league
gabriel magalhaes,Arsenal,1049,1176,234,42,5,40.0,3455,37,1,12,3,2023-2024,premier-league
harry maguire,Manchester Utd,626,603,89,36,2,0.0,2771,13,2,9,2,2023-2024,premier-league
kobbie mainoo,Manchester Utd,302,568,236,30,58,53.4,1447,22,6,29,24,2023-2024,premier-league
orel mangala,Nott'ham Forest,245,471,116,9,30,43.3,961,11,1,17,18,2023-2024,premier-league
benson manuel,Burnley,9,25,48,3,12,33.3,225,7,0,5,4,2023-2024,premier-league
solly march,Brighton,71,123,145,18,18,44.4,491,7,3,8,10,2023-2024,premier-league
anthony martial,Manchester Utd,11,81,89,16,6,33.3,168,6,1,14,10,2023-2024,premier-league
gabriel martinelli,Arsenal,96,315,844,196,114,35.1,2981,49,82,54,41,2023-2024,premier-league
emiliano martinez,Aston Villa,1484,25,0,0,0,,2772,0,0,1,0,2023-2024,premier-league
lisandro martinez,Manchester Utd,234,259,18,2,4,50.0,1062,3,0,1,3,2023-2024,premier-league
hannoah massengo,Burnley,5,6,5,0,0,,16,1,0,1,0,2023-2024,premier-league
pape matar sarr,Tottenham,283,830,486,44,38,50.0,2263,58,3,37,15,2023-2024,premier-league
jeanphilippe mateta,Crystal Palace,66,303,373,102,65,38.5,740,15,14,89,78,2023-2024,premier-league
joel matip,Liverpool,303,327,37,12,2,0.0,1406,13,0,3,4,2023-2024,premier-league
alex matos,Chelsea,0,0,0,0,0,,0,0,0,0,1,2023-2024,premier-league
remi matthews,Crystal Palace,6,0,0,0,0,,0,0,0,0,0,2023-2024,premier-league
neal maupay,Brentford,59,221,262,71,33,27.3,571,23,12,28,24,2023-2024,premier-league
neal maupay,Everton,1,21,19,8,0,,34,1,1,6,3,2023-2024,premier-league
konstantinos mavropanos,West Ham,421,372,34,19,6,33.3,1349,1,1,7,0,2023-2024,premier-league
bryan mbeumo,Brentford,108,350,599,111,78,33.3,2115,52,38,67,39,2023-2024,premier-league
james mcatee,Sheffield Utd,119,315,366,68,92,35.9,1450,33,18,49,40,2023-2024,premier-league
james mcatee,Manchester City,0,0,1,0,0,,0,0,0,0,0,2023-2024,premier-league
oliver mcburnie,Sheffield Utd,68,288,230,74,17,35.3,305,11,4,25,18,2023-2024,premier-league
james mcconnell,Liverpool,1,7,2,0,1,0.0,11,1,0,1,0,2023-2024,premier-league
john mcginn,Aston Villa,257,809,499,58,96,56.3,2385,45,10,55,61,2023-2024,premier-league
scott mckenna,Nott'ham Forest,142,92,11,5,0,,177,0,0,3,0,2023-2024,premier-league
dwight mcneil,Everton,247,683,724,72,66,45.5,2583,62,14,67,60,2023-2024,premier-league
scott mctominay,Manchester Utd,235,478,225,53,21,38.1,1032,22,4,29,23,2023-2024,premier-league
ben mee,Brentford,388,364,79,25,6,50.0,1150,4,1,9,7,2023-2024,premier-league
hannibal mejbri,Manchester Utd,12,30,19,3,5,40.0,74,0,0,7,4,2023-2024,premier-league
teden mengi,Luton Town,673,554,70,24,11,63.6,1660,8,2,22,5,2023-2024,premier-league
chris mepham,Bournemouth,182,227,25,6,0,,736,4,0,2,2,2023-2024,premier-league
lewis miley,Newcastle Utd,164,305,212,35,17,47.1,654,7,6,16,10,2023-2024,premier-league
james milner,Brighton,135,300,245,17,8,37.5,562,6,4,11,6,2023-2024,premier-league
tyrone mings,Aston Villa,5,2,1,1,0,,3,0,0,1,0,2023-2024,premier-league
tyrick mitchell,Crystal Palace,739,762,555,54,37,48.6,1564,23,9,46,28,2023-2024,premier-league
kaoru mitoma,Brighton,79,270,514,136,94,41.5,3147,54,62,38,15,2023-2024,premier-league
aleksandar mitrovic,Fulham,1,6,6,4,3,100.0,15,0,0,0,0,2023-2024,premier-league
jakub moder,Brighton,106,180,106,14,12,50.0,423,8,2,11,6,2023-2024,premier-league
gonzalo montiel,Nott'ham Forest,175,186,117,13,1,100.0,566,10,0,7,3,2023-2024,premier-league
kieffer moore,Bournemouth,2,21,30,12,3,33.3,34,0,0,3,1,2023-2024,premier-league
mikey moore,Tottenham,1,3,4,0,1,0.0,41,1,0,1,0,2023-2024,premier-league
alex moreno,Aston Villa,246,235,213,29,35,42.9,1106,20,10,14,6,2023-2024,premier-league
carlton morris,Luton Town,123,501,457,136,55,56.4,1152,32,18,54,53,2023-2024,premier-league
mason mount,Manchester Utd,44,125,125,17,12,33.3,321,5,2,11,6,2023-2024,premier-league
divin mubama,West Ham,3,20,9,1,0,,12,1,0,6,0,2023-2024,premier-league
mykhailo mudryk,Chelsea,116,255,420,78,81,48.1,2418,56,36,54,22,2023-2024,premier-league
rodrigo muniz,Fulham,45,201,220,118,20,25.0,258,4,4,54,34,2023-2024,premier-league
daniel munoz,Crystal Palace,262,411,284,42,28,46.4,873,17,5,21,7,2023-2024,premier-league
finley munroe,Aston Villa,1,0,0,0,0,,0,0,0,0,0,2023-2024,premier-league
arijanet muric,Burnley,573,62,0,0,0,,1453,0,0,0,0,2023-2024,premier-league
murillo,Nott'ham Forest,1043,731,94,30,35,57.1,3398,15,3,20,15,2023-2024,premier-league
alex murphy,Newcastle Utd,4,15,2,0,0,,37,0,0,1,0,2023-2024,premier-league
jacob murphy,Newcastle Utd,111,229,339,53,27,48.1,981,27,15,19,14,2023-2024,premier-league
vitaliy mykolenko,Everton,531,611,374,30,31,58.1,1028,22,0,39,11,2023-2024,premier-league
marvelous nakamba,Luton Town,133,320,101,3,10,30.0,344,8,0,10,4,2023-2024,premier-league
michael ndiweni,Newcastle Utd,0,2,0,0,0,,0,0,0,0,0,2023-2024,premier-league
reiss nelson,Arsenal,30,67,96,13,7,14.3,281,5,4,11,4,2023-2024,premier-league
zack nelson,Luton Town,3,3,0,0,0,,2,0,0,1,0,2023-2024,premier-league
neto,Bournemouth,1129,9,0,0,2,100.0,2495,0,0,0,0,2023-2024,premier-league
pedro neto,Wolves,63,358,505,83,88,42.0,2615,65,42,44,20,2023-2024,premier-league
moussa niakhate,Nott'ham Forest,465,368,104,7,3,100.0,1183,12,1,4,3,2023-2024,premier-league
eddie nketiah,Arsenal,18,148,207,75,30,26.7,497,12,11,38,18,2023-2024,premier-league
christopher nkunku,Chelsea,25,95,128,27,8,25.0,298,6,2,17,8,2023-2024,premier-league
rhys norringtondavies,Sheffield Utd,26,38,14,1,1,100.0,119,1,0,2,2,2023-2024,premier-league
oliver norwood,Sheffield Utd,327,575,170,6,3,33.3,666,5,0,9,4,2023-2024,premier-league
matheus nunes,Wolves,30,66,40,6,17,64.7,336,6,3,3,4,2023-2024,premier-league
matheus nunes,Manchester City,59,234,243,36,23,39.1,964,22,10,19,12,2023-2024,premier-league
darwin nunez,Liverpool,41,224,526,192,44,34.1,1279,35,36,53,29,2023-2024,premier-league
ethan nwaneri,Arsenal,0,9,11,2,1,0.0,66,2,0,0,0,2023-2024,premier-league
christian nrgaard,Brentford,522,944,388,57,11,54.5,1633,27,3,21,15,2023-2024,premier-league
mark omahony,Brighton,6,15,6,2,0,,10,0,0,4,0,2023-2024,premier-league
dara oshea,Burnley,969,992,142,49,2,50.0,3525,14,1,11,1,2023-2024,premier-league
michael obafemi,Burnley,0,3,6,4,3,100.0,11,0,0,0,1,2023-2024,premier-league
wilson odobert,Burnley,144,305,416,98,110,48.2,2919,56,48,48,30,2023-2024,premier-league
odeluga offiah,Brighton,31,27,31,2,6,66.7,268,5,1,1,0,2023-2024,premier-league
chiedozie ogbene,Luton Town,201,385,512,88,121,50.4,3710,74,45,59,21,2023-2024,premier-league
angelo ogbonna,West Ham,184,82,6,4,1,100.0,263,0,1,0,0,2023-2024,premier-league
michael olakigbe,Brentford,11,21,38,10,11,27.3,229,5,3,4,1,2023-2024,premier-league
michael olise,Crystal Palace,102,396,483,80,83,48.2,2210,50,27,41,33,2023-2024,premier-league
robin olsen,Aston Villa,215,1,0,0,0,,303,0,0,0,0,2023-2024,premier-league
andrew omobamidele,Nott'ham Forest,222,164,14,5,0,,429,0,0,3,0,2023-2024,premier-league
amadou onana,Everton,280,724,297,29,27,44.4,1376,30,5,20,10,2023-2024,premier-league
andre onana,Manchester Utd,1592,37,0,0,1,100.0,3825,0,0,1,0,2023-2024,premier-league
ryan one,Sheffield Utd,1,1,1,0,0,,11,1,0,0,0,2023-2024,premier-league
tyler onyango,Everton,0,0,0,0,0,,0,0,0,0,0,2023-2024,premier-league
fred onyedinma,Luton Town,55,69,76,16,11,18.2,219,6,4,12,10,2023-2024,premier-league
frank onyeka,Brentford,128,290,177,28,29,37.9,593,15,4,33,12,2023-2024,premier-league
divock origi,Nott'ham Forest,23,103,105,26,24,37.5,409,9,9,16,10,2023-2024,premier-league
stefan ortega,Manchester City,279,3,0,0,0,,480,0,0,0,0,2023-2024,premier-league
ben osborn,Sheffield Utd,210,315,216,9,14,50.0,750,11,1,14,10,2023-2024,premier-league
gabriel osho,Luton Town,535,384,60,20,12,58.3,1100,9,1,12,10,2023-2024,premier-league
william osula,Sheffield Utd,24,78,104,28,17,17.6,224,8,3,32,15,2023-2024,premier-league
dango ouattara,Bournemouth,210,273,317,69,47,44.7,1409,24,18,23,12,2023-2024,premier-league
david ozoh,Crystal Palace,19,44,11,0,3,33.3,39,2,0,2,4,2023-2024,premier-league
joao palhinha,Fulham,569,967,243,41,22,50.0,1054,12,0,29,26,2023-2024,premier-league
cole palmer,Chelsea,183,742,852,126,104,50.0,3492,66,46,57,44,2023-2024,premier-league
cole palmer,Manchester City,0,4,2,0,0,,4,0,0,1,0,2023-2024,premier-league
emerson palmieri,West Ham,679,988,521,39,64,37.5,2790,47,9,36,17,2023-2024,premier-league
lucas paqueta,West Ham,319,1018,533,63,77,53.2,1771,40,12,72,81,2023-2024,premier-league
ben parkinson,Newcastle Utd,2,1,3,0,0,,0,0,0,0,0,2023-2024,premier-league
thomas partey,Arsenal,138,423,154,6,13,69.2,1129,18,1,8,8,2023-2024,premier-league
nathan patterson,Everton,199,275,209,9,18,38.9,642,14,4,19,6,2023-2024,premier-league
myles peartharris,Brentford,1,3,7,1,0,,37,1,0,0,2,2023-2024,premier-league
sydie peck,Sheffield Utd,0,1,0,0,0,,0,0,0,0,0,2023-2024,premier-league
facundo pellistri,Manchester Utd,23,37,58,13,11,45.5,185,7,4,4,4,2023-2024,premier-league
andreas pereira,Fulham,161,662,703,64,41,46.3,2016,51,13,49,41,2023-2024,premier-league
ivan perisic,Tottenham,24,20,49,10,7,57.1,277,5,6,2,0,2023-2024,premier-league
ore petrovic,Chelsea,852,3,0,0,0,,1103,0,0,1,0,2023-2024,premier-league
kalvin phillips,West Ham,43,153,21,1,5,20.0,240,1,0,4,3,2023-2024,premier-league
kalvin phillips,Manchester City,14,52,23,1,3,33.3,221,5,1,4,2,2023-2024,premier-league
jaden philogene bidace,Aston Villa,1,1,2,1,0,,39,1,1,0,0,2023-2024,premier-league
jordan pickford,Everton,1544,141,0,0,1,100.0,3889,0,0,0,0,2023-2024,premier-league
ethan pinnock,Brentford,1001,661,113,43,10,60.0,3160,5,1,11,4,2023-2024,premier-league
nick pope,Newcastle Utd,428,5,1,1,0,,633,0,0,0,0,2023-2024,premier-league
pedro porro,Tottenham,783,1098,929,69,57,45.6,2925,46,10,37,15,2023-2024,premier-league
jarell quansah,Liverpool,521,724,46,8,7,57.1,2497,10,0,3,2,2023-2024,premier-league
ionut radu,Bournemouth,70,0,0,0,0,,101,0,0,0,0,2023-2024,premier-league
jesurun rak sakyi,Crystal Palace,10,19,48,13,10,40.0,145,3,5,4,3,2023-2024,premier-league
aaron ramsdale,Arsenal,186,11,0,0,0,,399,0,0,1,0,2023-2024,premier-league
aaron ramsey,Burnley,63,102,65,9,10,30.0,168,5,4,11,10,2023-2024,premier-league
jacob ramsey,Aston Villa,69,178,195,47,20,40.0,843,19,11,18,21,2023-2024,premier-league
marcus rashford,Manchester Utd,124,345,571,130,109,44.0,2393,51,64,59,38,2023-2024,premier-league
david raya,Arsenal,1060,39,0,0,0,,1992,0,0,1,0,2023-2024,premier-league
tim ream,Fulham,585,600,30,7,7,85.7,2723,6,2,6,3,2023-2024,premier-league
nathan redmond,Burnley,10,31,50,9,6,66.7,291,5,1,1,2,2023-2024,premier-league
harrison reed,Fulham,214,488,182,10,10,50.0,590,10,1,19,13,2023-2024,premier-league
sergio reguilon,Manchester Utd,70,155,155,9,11,27.3,441,4,2,8,1,2023-2024,premier-league
sergio reguilon,Brentford,242,253,228,22,26,50.0,1160,25,2,22,5,2023-2024,premier-league
gio reyna,Nott'ham Forest,18,71,84,12,7,42.9,101,2,2,8,4,2023-2024,premier-league
rodrigo ribeiro,Nott'ham Forest,1,4,7,2,1,0.0,43,1,0,0,1,2023-2024,premier-league
declan rice,Arsenal,581,1398,696,67,46,45.7,5139,70,16,31,22,2023-2024,premier-league
chris richards,Crystal Palace,557,568,77,21,1,100.0,890,6,0,7,4,2023-2024,premier-league
richarlison,Tottenham,88,248,322,121,37,27.0,712,11,17,53,40,2023-2024,premier-league
jairo riedewald,Crystal Palace,23,79,37,6,3,33.3,79,0,2,4,2,2023-2024,premier-league
matt ritchie,Newcastle Utd,26,42,57,9,2,0.0,160,5,2,3,1,2023-2024,premier-league
connor roberts,Burnley,182,259,120,6,2,0.0,620,10,0,3,1,2023-2024,premier-league
andrew robertson,Liverpool,387,789,548,55,17,29.4,2638,40,6,18,6,2023-2024,premier-league
antonee robinson,Fulham,930,977,660,63,81,45.7,4004,70,9,47,16,2023-2024,premier-league
jack robinson,Sheffield Utd,793,606,177,31,11,45.5,1441,6,2,18,5,2023-2024,premier-league
rodri,Manchester City,664,2337,1013,80,64,65.6,6408,88,12,23,32,2023-2024,premier-league
jay rodriguez,Burnley,48,165,101,24,9,66.7,137,3,1,20,5,2023-2024,premier-league
mads roerslev,Brentford,362,342,268,23,28,39.3,864,12,6,23,15,2023-2024,premier-league
morgan rogers,Aston Villa,66,131,98,23,33,51.5,563,11,6,17,11,2023-2024,premier-league
cristian romero,Tottenham,1254,1494,198,33,8,62.5,6026,42,0,12,4,2023-2024,premier-league
joe rothwell,Bournemouth,49,147,56,1,13,53.8,437,4,0,5,2,2023-2024,premier-league
pelly ruddock mpanzu,Luton Town,114,240,130,15,16,56.3,378,7,5,12,16,2023-2024,premier-league
jose sa,Wolves,1189,8,1,0,3,100.0,3131,1,1,1,1,2023-2024,premier-league
dominic sadi,Bournemouth,0,2,0,0,0,,0,0,0,0,0,2023-2024,premier-league
bukayo saka,Arsenal,182,474,1310,271,122,40.2,3728,68,72,56,53,2023-2024,premier-league
mohamed salah,Liverpool,47,460,866,241,77,35.1,2614,54,66,77,59,2023-2024,premier-league
william saliba,Arsenal,1239,1720,142,15,15,66.7,5201,22,1,22,13,2023-2024,premier-league
albert sambi lokonga,Luton Town,223,513,170,11,22,50.0,1706,19,2,12,11,2023-2024,premier-league
davinson sanchez,Tottenham,24,45,14,1,0,,80,2,0,1,0,2023-2024,premier-league
robert sanchez,Chelsea,644,5,0,0,0,,1130,0,0,1,0,2023-2024,premier-league
jadon sancho,Manchester Utd,12,18,26,6,7,42.9,192,5,5,0,2,2023-2024,premier-league
ibrahim sangare,Nott'ham Forest,176,289,92,12,12,50.0,532,4,0,10,8,2023-2024,premier-league
andrey santos,Nott'ham Forest,3,3,4,0,1,0.0,13,0,0,0,0,2023-2024,premier-league
pablo sarabia,Wolves,137,552,495,55,43,39.5,1501,52,9,41,23,2023-2024,premier-league
dane scarlett,Tottenham,0,5,6,2,3,0.0,2,0,1,5,0,2023-2024,premier-league
kevin schade,Brentford,17,59,73,19,14,14.3,283,3,5,14,6,2023-2024,premier-league
fabian schar,Newcastle Utd,1304,1060,140,40,22,59.1,4981,42,1,17,12,2023-2024,premier-league
jeffrey schlupp,Crystal Palace,110,249,185,27,41,41.5,626,10,6,41,23,2023-2024,premier-league
alex scott,Bournemouth,120,295,217,29,37,35.1,1129,21,10,17,11,2023-2024,premier-league
matz sels,Nott'ham Forest,404,5,0,0,0,,659,0,0,0,0,2023-2024,premier-league
nelson semedo,Wolves,743,993,528,37,90,56.7,4324,63,14,57,36,2023-2024,premier-league
antoine semenyo,Bournemouth,137,375,526,124,116,43.1,2477,51,42,58,53,2023-2024,premier-league
marcos senesi,Bournemouth,743,762,129,20,20,55.0,3098,34,3,19,11,2023-2024,premier-league
luke shaw,Manchester Utd,283,326,148,12,11,63.6,832,11,1,14,6,2023-2024,premier-league
james shea,Luton Town,11,0,0,0,0,,26,0,0,0,0,2023-2024,premier-league
bernardo silva,Manchester City,245,905,1055,146,61,62.3,4544,74,37,43,34,2023-2024,premier-league
fabio silva,Wolves,24,55,44,12,8,25.0,186,5,1,12,4,2023-2024,premier-league
thiago silva,Chelsea,1280,1198,79,24,4,50.0,3867,11,0,7,1,2023-2024,premier-league
luis sinisterra,Bournemouth,63,134,242,83,49,59.2,1195,20,35,24,10,2023-2024,premier-league
oliver skipp,Tottenham,90,257,102,13,3,66.7,399,4,1,9,6,2023-2024,premier-league
adam smith,Bournemouth,404,537,295,11,15,26.7,1022,22,3,14,7,2023-2024,premier-league
emile smith rowe,Arsenal,21,106,127,19,7,42.9,472,8,1,6,4,2023-2024,premier-league
cedric soares,Arsenal,10,47,12,0,0,,69,0,0,0,0,2023-2024,premier-league
dominic solanke,Bournemouth,113,426,547,216,106,36.8,1420,24,27,136,81,2023-2024,premier-league
manor solomon,Tottenham,14,29,83,20,17,58.8,404,8,9,5,2,2023-2024,premier-league
tomas soucek,West Ham,456,653,234,72,11,36.4,596,13,2,20,12,2023-2024,premier-league
vinicius souza,Sheffield Utd,489,706,200,35,30,56.7,988,6,5,33,25,2023-2024,premier-league
jason steele,Brighton,706,5,0,0,0,,977,0,0,0,0,2023-2024,premier-league
raheem sterling,Chelsea,77,324,638,167,132,34.1,3063,51,65,54,44,2023-2024,premier-league
john stones,Manchester City,239,484,189,10,6,16.7,1646,24,1,5,6,2023-2024,premier-league
thomas strakosha,Brentford,74,1,0,0,0,,88,0,0,0,0,2023-2024,premier-league
dominik szoboszlai,Liverpool,239,868,718,71,56,42.9,2880,67,22,27,27,2023-2024,premier-league
matt targett,Newcastle Utd,22,25,5,0,2,0.0,91,1,0,0,0,2023-2024,premier-league
james tarkowski,Everton,1000,848,179,84,20,80.0,3073,12,0,16,16,2023-2024,premier-league
jimi tauriainen,Chelsea,1,0,0,0,0,,0,0,0,0,0,2023-2024,premier-league
nuno tavares,Nott'ham Forest,118,123,109,6,9,66.7,564,12,2,10,4,2023-2024,premier-league
marcus tavernier,Bournemouth,182,404,686,94,106,41.5,2411,82,25,53,41,2023-2024,premier-league
charlie taylor,Burnley,503,679,370,18,17,52.9,1497,18,5,18,10,2023-2024,premier-league
kenny tete,Fulham,215,278,161,11,20,45.0,650,15,2,10,3,2023-2024,premier-league
luke thomas,Sheffield Utd,160,188,88,11,10,50.0,391,7,1,11,5,2023-2024,premier-league
youri tielemans,Aston Villa,215,589,299,27,29,51.7,1361,27,7,17,22,2023-2024,premier-league
jurrien timber,Arsenal,11,51,17,1,1,100.0,121,3,0,0,1,2023-2024,premier-league
harry toffolo,Nott'ham Forest,283,296,172,12,3,33.3,475,7,1,7,5,2023-2024,premier-league
takehiro tomiyasu,Arsenal,192,389,248,31,12,33.3,1064,14,3,13,3,2023-2024,premier-league
james tomkins,Crystal Palace,11,12,2,0,0,,12,0,0,0,0,2023-2024,premier-league
sandro tonali,Newcastle Utd,60,179,70,8,6,50.0,409,4,1,4,2,2023-2024,premier-league
ivan toney,Brentford,74,281,273,67,23,43.5,809,17,13,59,17,2023-2024,premier-league
pau torres,Aston Villa,989,873,141,22,28,60.7,5917,42,0,9,13,2023-2024,premier-league
andros townsend,Luton Town,89,223,280,21,34,47.1,1099,31,7,35,26,2023-2024,premier-league
james trafford,Burnley,1559,72,0,0,2,100.0,2156,0,0,1,0,2023-2024,premier-league
adama traore,Fulham,28,51,118,24,17,52.9,676,13,13,13,9,2023-2024,premier-league
benie traore,Sheffield Utd,19,49,48,9,22,22.7,174,5,3,10,7,2023-2024,premier-league
bertrand traore,Aston Villa,5,2,0,0,1,0.0,0,0,0,1,1,2023-2024,premier-league
boubacar traore,Wolves,128,346,89,3,15,66.7,567,14,1,13,17,2023-2024,premier-league
mark travers,Bournemouth,131,0,0,0,0,,180,0,0,0,0,2023-2024,premier-league
mike tresor,Burnley,48,76,121,6,22,50.0,437,7,3,9,6,2023-2024,premier-league
kieran trippier,Newcastle Utd,732,969,665,36,22,72.7,2049,37,5,20,9,2023-2024,premier-league
leandro trossard,Arsenal,105,318,502,121,47,53.2,1732,43,27,47,39,2023-2024,premier-league
auston trusty,Sheffield Utd,710,452,105,27,12,50.0,796,7,2,17,4,2023-2024,premier-league
kostas tsimikas,Liverpool,119,235,225,17,15,26.7,861,20,3,9,4,2023-2024,premier-league
matt turner,Nott'ham Forest,611,6,0,0,0,,1372,0,0,1,0,2023-2024,premier-league
destiny udogie,Tottenham,487,815,506,71,58,41.4,3320,65,19,49,26,2023-2024,premier-league
lesley ugochukwu,Chelsea,66,120,31,2,6,50.0,358,2,2,3,3,2023-2024,premier-league
enes unal,Bournemouth,14,60,74,28,11,18.2,120,2,1,15,10,2023-2024,premier-league
virgil van dijk,Liverpool,1339,1757,146,78,5,40.0,5235,19,0,7,4,2023-2024,premier-league
raphael varane,Manchester Utd,469,434,44,11,2,50.0,2161,11,0,6,2,2023-2024,premier-league
alejo veliz,Tottenham,1,6,11,4,2,50.0,9,0,0,2,2,2023-2024,premier-league
joel veltman,Brighton,378,517,213,17,11,9.1,1076,17,0,21,7,2023-2024,premier-league
micky van de ven,Tottenham,966,976,102,15,27,55.6,3058,16,2,15,12,2023-2024,premier-league
bart verbruggen,Brighton,897,9,0,0,1,100.0,1279,0,0,0,0,2023-2024,premier-league
guglielmo vicario,Tottenham,1664,17,0,0,0,,2573,0,0,0,0,2023-2024,premier-league
fabio vieira,Arsenal,14,76,97,20,9,22.2,298,3,6,7,5,2023-2024,premier-league
carlos vinicius,Fulham,11,49,45,15,8,25.0,91,4,2,11,7,2023-2024,premier-league
vitinho,Burnley,363,539,406,51,58,43.1,2038,38,18,34,26,2023-2024,premier-league
odysseas vlachodimos,Nott'ham Forest,179,2,0,0,0,,265,0,0,0,0,2023-2024,premier-league
kyle walker,Manchester City,526,1358,749,41,35,60.0,4015,67,7,24,13,2023-2024,premier-league
aaron wanbissaka,Manchester Utd,424,538,278,24,32,53.1,1429,27,4,20,9,2023-2024,premier-league
joel ward,Crystal Palace,437,551,187,10,12,66.7,1015,9,0,12,3,2023-2024,premier-league
james wardprowse,West Ham,375,1001,558,32,21,52.4,1606,26,6,15,11,2023-2024,premier-league
lewis warrington,Everton,1,2,0,0,0,,5,0,0,0,0,2023-2024,premier-league
deivid washington,Chelsea,1,3,1,1,1,0.0,0,0,0,0,1,2023-2024,premier-league
ollie watkins,Aston Villa,56,369,542,215,63,41.3,1465,37,41,78,57,2023-2024,premier-league
adam webster,Brighton,495,625,86,14,2,0.0,2357,16,0,5,2,2023-2024,premier-league
danny welbeck,Brighton,71,337,325,73,27,29.6,877,16,13,46,21,2023-2024,premier-league
timo werner,Tottenham,32,118,302,69,30,40.0,1517,27,36,11,5,2023-2024,premier-league
