Player,Squad,Touch_Def_3rd,Touch_Mid_3rd,Touch_Att_3rd,Touch_Att_Pen,drib_Att,drib_Succ%,PrgDist,Carries_Att_3rd,Carries_Att_Pen,fail_To_Gain_Control,Loss_Control_Tackle,Season,Competition
tom cairney,Fulham,123,347,223,18,13,38.5,1047,17,4,6,4,2024-2025,premier-league
jens cajuste,Ipswich Town,286,530,217,15,53,52.8,1329,23,3,23,17,2024-2025,premier-league
riccardo calafiori,Arsenal,164,264,229,30,13,69.2,889,15,3,12,5,2024-2025,premier-league
dominic calvertlewin,Everton,45,215,265,88,25,40.0,463,8,17,77,33,2024-2025,premier-league
diego carlos,Aston Villa,331,330,15,6,2,100.0,1162,3,0,1,2,2024-2025,premier-league
fabio carvalho,Brentford,44,91,113,22,14,14.3,356,3,0,13,8,2024-2025,premier-league
casemiro,Manchester Utd,374,633,251,43,6,50.0,934,10,0,12,10,2024-2025,premier-league
kaelan casey,West Ham,1,0,0,0,0,,0,0,0,0,0,2024-2025,premier-league
matty cash,Aston Villa,432,463,304,42,40,47.5,1864,38,4,20,10,2024-2025,premier-league
eiran cashin,Brighton,10,20,2,0,1,0.0,99,0,0,0,0,2024-2025,premier-league
timothy castagne,Fulham,449,462,259,32,12,41.7,1044,15,2,15,5,2024-2025,premier-league
trevoh chalobah,Crystal Palace,275,276,51,14,10,60.0,661,9,1,4,7,2024-2025,premier-league
trevoh chalobah,Chelsea,331,389,59,12,5,40.0,772,5,1,3,2,2024-2025,premier-league
conor chaplin,Ipswich Town,74,183,138,18,8,50.0,467,9,0,12,5,2024-2025,premier-league
youssef chermiti,Everton,0,6,9,3,1,100.0,2,0,0,0,1,2024-2025,premier-league
federico chiesa,Liverpool,10,15,21,4,2,0.0,58,1,1,3,4,2024-2025,premier-league
ben chilwell,Crystal Palace,63,76,42,3,6,33.3,243,2,1,4,2,2024-2025,premier-league
chiquinho,Wolves,0,1,2,1,0,,5,0,0,0,0,2024-2025,premier-league
hamza choudhury,Leicester City,19,61,20,3,4,75.0,130,2,2,1,0,2024-2025,premier-league
ryan christie,Bournemouth,256,773,372,46,48,47.9,1773,40,8,44,25,2024-2025,premier-league
harry clarke,Ipswich Town,100,122,47,2,2,50.0,222,7,0,4,2,2024-2025,premier-league
jack clarke,Ipswich Town,125,229,215,38,50,50.0,1217,21,12,25,22,2024-2025,premier-league
nathaniel clyne,Crystal Palace,111,125,37,3,1,0.0,314,2,3,5,2,2024-2025,premier-league
conor coady,Leicester City,689,503,20,8,2,50.0,1820,3,1,4,3,2024-2025,premier-league
seamus coleman,Everton,42,54,26,3,5,80.0,177,2,0,1,1,2024-2025,premier-league
nathan collins,Brentford,1275,1002,169,69,12,50.0,4130,12,1,20,8,2024-2025,premier-league
toby collyer,Manchester Utd,46,59,25,3,2,50.0,56,0,0,11,1,2024-2025,premier-league
levi colwill,Chelsea,1363,1417,140,36,12,50.0,4028,12,1,14,8,2024-2025,premier-league
lewis cook,Bournemouth,440,1010,470,20,20,65.0,2159,29,4,31,18,2024-2025,premier-league
maxwel cornet,Southampton,8,14,13,2,1,0.0,26,0,1,3,0,2024-2025,premier-league
vladimir coufal,West Ham,262,318,159,14,15,33.3,888,10,2,12,8,2024-2025,premier-league
woyo coulibaly,Leicester City,27,31,20,4,1,0.0,169,2,1,4,0,2024-2025,premier-league
aaron cresswell,West Ham,270,328,94,2,2,50.0,526,8,0,4,0,2024-2025,premier-league
marc cucurella,Chelsea,677,1045,532,75,15,26.7,2336,22,2,28,7,2024-2025,premier-league
jorge cuenca,Fulham,134,74,7,1,2,100.0,140,1,0,2,0,2024-2025,premier-league
matheus cunha,Wolves,181,695,733,133,137,44.5,3336,95,41,80,55,2024-2025,premier-league
patson daka,Leicester City,46,114,97,29,15,13.3,321,7,6,20,12,2024-2025,premier-league
diogo dalot,Manchester Utd,661,773,566,68,53,50.9,2699,37,16,38,21,2024-2025,premier-league
mikkel damsgaard,Brentford,331,863,713,76,97,51.5,3075,54,9,63,47,2024-2025,premier-league
danilo,Nott'ham Forest,54,85,13,0,6,50.0,61,0,0,6,0,2024-2025,premier-league
jayden danns,Liverpool,0,0,2,0,0,,1,0,0,0,1,2024-2025,premier-league
kevin danso,Tottenham,394,257,29,8,3,66.7,1195,5,1,8,3,2024-2025,premier-league
ben davies,Tottenham,643,495,48,13,1,100.0,1824,10,0,5,0,2024-2025,premier-league
leif davis,Ipswich Town,534,520,527,42,38,34.2,2073,31,11,37,16,2024-2025,premier-league
craig dawson,Wolves,396,249,28,14,5,20.0,938,1,0,2,0,2024-2025,premier-league
kevin de bruyne,Manchester City,75,455,850,79,34,38.2,2076,51,20,26,28,2024-2025,premier-league
bobby de cordovareid,Leicester City,49,114,109,16,10,0.0,389,5,6,11,10,2024-2025,premier-league
liam delap,Ipswich Town,78,291,335,92,86,46.5,1586,46,30,104,60,2024-2025,premier-league
sepp van den berg,Brentford,819,621,169,48,7,57.1,1974,10,1,15,7,2024-2025,premier-league
justin devenny,Crystal Palace,53,149,83,8,4,50.0,333,5,1,17,3,2024-2025,premier-league
kiernan dewsburyhall,Chelsea,30,96,58,6,4,50.0,221,1,0,1,3,2024-2025,premier-league
amad diallo,Manchester Utd,175,443,607,131,88,46.6,2750,53,66,42,35,2024-2025,premier-league
ruben dias,Manchester City,837,1361,307,26,3,66.7,6017,65,1,8,1,2024-2025,premier-league
luis diaz,Liverpool,90,409,706,167,116,45.7,2960,55,56,55,49,2024-2025,premier-league
tyler dibling,Southampton,129,390,369,41,110,40.9,2215,50,26,44,55,2024-2025,premier-league
lucas digne,Aston Villa,541,457,539,28,19,47.4,1346,14,4,17,16,2024-2025,premier-league
issa diop,Fulham,498,381,26,13,2,50.0,1216,2,0,9,2,2024-2025,premier-league
axel disasi,Aston Villa,130,178,29,6,15,60.0,621,8,2,3,2,2024-2025,premier-league
axel disasi,Chelsea,110,175,40,2,1,100.0,519,3,0,1,3,2024-2025,premier-league
roman dixon,Everton,19,14,4,0,3,0.0,48,0,0,2,0,2024-2025,premier-league
nasser djiga,Wolves,17,39,2,0,0,,37,1,0,1,2,2024-2025,premier-league
matt doherty,Wolves,614,748,190,26,21,52.4,2176,20,4,11,5,2024-2025,premier-league
jeremy doku,Manchester City,46,233,772,161,201,53.2,4865,95,109,59,59,2024-2025,premier-league
nicolas dominguez,Nott'ham Forest,303,630,295,33,9,33.3,924,14,2,23,12,2024-2025,premier-league
patrick dorgu,Manchester Utd,155,206,244,32,13,23.1,1209,17,7,12,10,2024-2025,premier-league
alfie dorrington,Tottenham,11,5,0,0,0,,26,0,0,0,0,2024-2025,premier-league
abdoulaye doucoure,Everton,225,538,413,65,45,53.3,1396,26,8,38,38,2024-2025,premier-league
cheick doucoure,Crystal Palace,56,165,45,4,5,40.0,280,7,1,4,7,2024-2025,premier-league
flynn downes,Southampton,403,719,227,21,20,40.0,1826,21,4,15,17,2024-2025,premier-league
tommy doyle,Wolves,128,258,80,4,9,55.6,578,3,0,9,4,2024-2025,premier-league
radu dragusin,Tottenham,510,430,30,12,2,0.0,1666,3,0,8,2,2024-2025,premier-league
martin dubravka,Newcastle Utd,337,14,0,0,0,,643,0,0,0,0,2024-2025,premier-league
lewis dunk,Brighton,993,1031,113,21,1,0.0,3345,19,0,9,3,2024-2025,premier-league
jader duran,Aston Villa,36,110,122,47,14,21.4,267,7,2,16,15,2024-2025,premier-league
claudio echeverri,Manchester City,0,2,1,0,0,,12,0,0,0,1,2024-2025,premier-league
ederson,Manchester City,962,13,0,0,0,,1981,0,0,1,0,2024-2025,premier-league
george edmundson,Ipswich Town,3,0,0,0,0,,0,0,0,0,0,2024-2025,premier-league
odsonne edouard,Crystal Palace,4,23,18,8,1,0.0,56,1,2,4,1,2024-2025,premier-league
odsonne edouard,Leicester City,2,7,11,6,2,50.0,2,0,1,7,2,2024-2025,premier-league
samuel edozie,Southampton,0,7,36,10,4,50.0,197,2,4,4,0,2024-2025,premier-league
ronnie edwards,Southampton,4,2,0,0,0,,0,0,0,0,0,2024-2025,premier-league
anthony elanga,Nott'ham Forest,136,319,679,110,83,30.1,2544,45,48,79,43,2024-2025,premier-league
harvey elliott,Liverpool,32,164,144,21,9,44.4,408,11,5,5,4,2024-2025,premier-league
yunus emre konak,Brentford,9,27,17,0,2,0.0,41,1,1,3,3,2024-2025,premier-league
julio enciso,Ipswich Town,52,202,167,23,66,45.5,793,25,9,24,30,2024-2025,premier-league
julio enciso,Brighton,17,72,116,20,21,47.6,386,10,4,7,9,2024-2025,premier-league
wataru endo,Liverpool,65,124,49,3,2,100.0,169,3,1,6,3,2024-2025,premier-league
christian eriksen,Manchester Utd,173,397,284,17,4,0.0,851,14,1,13,5,2024-2025,premier-league
romain esse,Crystal Palace,14,30,29,9,6,33.3,49,1,2,6,2,2024-2025,premier-league
pervis estupinan,Brighton,493,936,506,35,34,55.9,2689,61,9,34,27,2024-2025,premier-league
evanilson,Bournemouth,56,208,299,127,21,33.3,861,18,15,38,24,2024-2025,premier-league
jake evans,Leicester City,1,3,1,0,0,,0,0,0,0,1,2024-2025,premier-league
jonny evans,Manchester Utd,139,100,15,3,1,100.0,242,2,0,1,0,2024-2025,premier-league
eberechi eze,Crystal Palace,193,661,597,95,138,48.6,2380,48,22,55,45,2024-2025,premier-league
ukasz fabianski,West Ham,525,5,0,0,3,100.0,890,0,0,0,0,2024-2025,premier-league
wout faes,Leicester City,962,885,68,27,6,83.3,2928,13,2,17,6,2024-2025,premier-league
abdul fatawu issahaku,Leicester City,73,114,157,26,69,42.0,1055,24,15,18,12,2024-2025,premier-league
joao felix,Chelsea,26,128,125,30,31,32.3,712,13,5,6,4,2024-2025,premier-league
evan ferguson,West Ham,6,30,31,10,5,60.0,41,1,1,8,5,2024-2025,premier-league
evan ferguson,Brighton,13,50,26,9,2,50.0,56,1,2,5,6,2024-2025,premier-league
bruno fernandes,Manchester Utd,428,1263,983,80,67,41.8,3866,65,14,43,43,2024-2025,premier-league
mateus fernandes,Southampton,385,867,547,49,109,45.0,3143,70,9,58,36,2024-2025,premier-league
enzo fernandez,Chelsea,346,1129,751,81,55,47.3,2735,55,9,29,28,2024-2025,premier-league
mark flekken,Brentford,1777,52,0,0,1,100.0,3253,0,0,3,0,2024-2025,premier-league
phil foden,Manchester City,85,382,681,83,43,32.6,1782,30,17,36,31,2024-2025,premier-league
wesley fofana,Chelsea,370,523,55,10,15,53.3,1614,12,1,16,5,2024-2025,premier-league
carlos forbs,Wolves,23,39,60,13,12,58.3,321,3,8,7,4,2024-2025,premier-league
fraser forster,Tottenham,228,0,0,0,1,100.0,264,0,0,1,0,2024-2025,premier-league
matheus franca,Crystal Palace,5,11,17,7,0,,85,1,3,2,0,2024-2025,premier-league
ryan fraser,Southampton,45,50,37,3,3,66.7,252,5,2,4,2,2024-2025,premier-league
tyler fredricson,Manchester Utd,64,68,9,1,1,100.0,114,1,0,2,0,2024-2025,premier-league
niclas fullkrug,West Ham,27,142,110,40,8,12.5,215,4,2,18,7,2024-2025,premier-league
cody gakpo,Liverpool,91,258,557,110,61,50.8,2208,34,28,45,24,2024-2025,premier-league
idrissa gana gueye,Everton,432,1045,336,21,39,46.2,1752,27,4,32,38,2024-2025,premier-league
andres garcia,Aston Villa,38,108,112,2,18,27.8,673,13,2,10,6,2024-2025,premier-league
alejandro garnacho,Manchester Utd,130,364,683,176,89,29.2,3245,72,67,64,48,2024-2025,premier-league
james garner,Everton,226,511,248,15,19,36.8,842,19,2,16,9,2024-2025,premier-league
tyrique george,Chelsea,11,21,39,9,5,60.0,209,1,5,3,0,2024-2025,premier-league
morgan gibbswhite,Nott'ham Forest,185,830,636,92,77,40.3,2566,52,13,70,44,2024-2025,premier-league
billy gilmour,Brighton,14,46,13,0,2,50.0,117,0,0,0,0,2024-2025,premier-league
ben godfrey,Ipswich Town,26,33,9,1,0,,79,2,0,2,1,2024-2025,premier-league
martial godo,Fulham,1,7,17,7,4,25.0,87,0,2,0,0,2024-2025,premier-league
michael golding,Leicester City,0,0,0,0,0,,0,0,0,0,0,2024-2025,premier-league
joao gomes,Wolves,431,1105,491,45,65,46.2,2843,51,6,43,51,2024-2025,premier-league
rodrigo gomes,Wolves,101,141,182,29,15,33.3,805,18,7,21,9,2024-2025,premier-league
toti gomes,Wolves,942,1000,108,17,32,62.5,3203,20,0,20,15,2024-2025,premier-league
diego gomez,Brighton,87,212,109,10,12,50.0,365,4,0,10,9,2024-2025,premier-league
joe gomez,Liverpool,183,264,37,5,0,,947,2,1,1,2,2024-2025,premier-league
nicolas gonzalez,Manchester City,116,439,161,10,6,16.7,729,12,3,8,11,2024-2025,premier-league
anthony gordon,Newcastle Utd,125,475,687,128,103,36.9,3295,62,56,36,38,2024-2025,premier-league
ryan gravenberch,Liverpool,509,1354,512,26,81,45.7,3742,75,10,55,26,2024-2025,premier-league
archie gray,Tottenham,609,582,106,3,13,53.8,1678,5,0,12,11,2024-2025,premier-league
jack grealish,Manchester City,42,162,324,71,29,44.8,1714,23,46,10,16,2024-2025,premier-league
jacob greaves,Ipswich Town,746,568,95,22,6,66.7,1268,11,0,10,2,2024-2025,premier-league
brajan gruda,Brighton,38,120,192,46,30,43.3,662,19,13,14,21,2024-2025,premier-league
albert grnbaek,Southampton,9,14,15,2,4,0.0,15,0,1,5,4,2024-2025,premier-league
goncalo guedes,Wolves,49,199,250,40,28,32.1,1056,27,8,38,18,2024-2025,premier-league
marc guehi,Crystal Palace,1051,943,148,39,15,80.0,2935,17,1,16,18,2024-2025,premier-league
luis guilherme,West Ham,19,40,41,5,13,53.8,165,3,1,4,3,2024-2025,premier-league
bruno guimaraes,Newcastle Utd,445,1131,662,85,78,43.6,3483,46,15,56,76,2024-2025,premier-league
marc guiu,Chelsea,2,8,12,3,1,0.0,8,0,0,2,0,2024-2025,premier-league
ilkay gundogan,Manchester City,270,929,714,67,41,41.5,3000,57,11,29,25,2024-2025,premier-league
malo gusto,Chelsea,387,772,451,43,16,25.0,2248,36,8,18,17,2024-2025,premier-league
josko gvardiol,Manchester City,764,1549,815,98,43,58.1,6002,102,15,29,16,2024-2025,premier-league
erling haaland,Manchester City,40,222,384,190,36,36.1,577,15,23,45,27,2024-2025,premier-league
lewis hall,Newcastle Utd,623,804,414,47,21,52.4,2358,22,13,33,20,2024-2025,premier-league
ali al hamadi,Ipswich Town,6,20,30,9,7,57.1,111,3,4,7,4,2024-2025,premier-league
marcus harness,Ipswich Town,7,2,13,3,1,0.0,14,0,0,0,0,2024-2025,premier-league
jack harrison,Everton,157,336,463,69,75,32.0,1639,36,17,52,41,2024-2025,premier-league
taylor harwoodbellis,Southampton,1158,1145,182,42,3,100.0,3938,27,0,16,5,2024-2025,premier-league
kai havertz,Arsenal,92,287,411,107,38,23.7,954,23,18,44,23,2024-2025,premier-league
ayden heaven,Manchester Utd,68,60,10,2,4,50.0,259,1,0,3,1,2024-2025,premier-league
jan paul van hecke,Brighton,1094,1350,166,33,11,45.5,7191,46,0,12,7,2024-2025,premier-league
hwang heechan,Wolves,42,105,126,24,14,14.3,448,5,7,14,10,2024-2025,premier-league
dean henderson,Crystal Palace,1303,4,1,1,0,,2136,0,0,2,0,2024-2025,premier-league
rico henry,Brentford,22,29,16,1,3,0.0,60,1,0,3,2,2024-2025,premier-league
mads hermansen,Leicester City,1106,43,0,0,1,100.0,1904,0,0,1,0,2024-2025,premier-league
son heungmin,Tottenham,115,362,668,122,83,34.9,2613,49,44,25,32,2024-2025,premier-league
james hill,Bournemouth,99,167,54,8,2,50.0,295,6,0,2,0,2024-2025,premier-league
jack hinshelwood,Brighton,322,560,323,35,11,18.2,1189,20,2,18,3,2024-2025,premier-league
george hirst,Ipswich Town,28,61,101,28,6,33.3,211,2,7,21,16,2024-2025,premier-league
mason holgate,Everton,0,2,1,0,0,,0,0,0,1,0,2024-2025,premier-league
harry howell,Brighton,1,7,4,3,0,,8,0,1,0,0,2024-2025,premier-league
callum hudsonodoi,Nott'ham Forest,117,338,605,74,63,58.7,3401,61,47,45,23,2024-2025,premier-league
will hughes,Crystal Palace,295,615,308,17,16,31.3,1276,24,1,21,30,2024-2025,premier-league
dean huijsen,Bournemouth,915,971,145,30,5,40.0,4349,31,0,20,1,2024-2025,premier-league
omari hutchinson,Ipswich Town,200,516,567,92,137,37.2,2976,39,37,80,58,2024-2025,premier-league
rasmus hjlund,Manchester Utd,36,251,237,74,33,27.3,655,13,17,63,33,2024-2025,premier-league
igor,Brighton,385,381,54,1,6,83.3,1837,14,0,1,0,2024-2025,premier-league
danny ings,West Ham,15,51,73,27,7,57.1,118,0,2,6,6,2024-2025,premier-league
tim iroegbunam,Everton,89,127,60,12,20,40.0,379,10,2,11,18,2024-2025,premier-league
andy irving,West Ham,37,89,24,0,1,100.0,137,1,0,1,3,2024-2025,premier-league
alexander isak,Newcastle Utd,57,386,596,189,91,46.2,1861,42,43,66,55,2024-2025,premier-league
alex iwobi,Fulham,244,748,895,116,97,49.5,4367,105,37,62,40,2024-2025,premier-league
nicolas jackson,Chelsea,50,285,361,141,61,29.5,1316,25,32,71,41,2024-2025,premier-league
reece james,Chelsea,267,516,176,7,17,41.2,822,4,1,7,9,2024-2025,premier-league
vitaly janelt,Brentford,418,574,306,32,12,25.0,1278,18,3,16,10,2024-2025,premier-league
vitezslav jaros,Liverpool,8,0,0,0,0,,8,0,0,0,0,2024-2025,premier-league
daniel jebbison,Bournemouth,10,25,44,14,7,57.1,95,2,5,13,5,2024-2025,premier-league
mathias jensen,Brentford,126,243,207,9,17,52.9,598,12,0,9,7,2024-2025,premier-league
gabriel jesus,Arsenal,28,108,165,48,22,40.9,432,6,11,13,13,2024-2025,premier-league
raul jimenez,Fulham,120,431,464,165,50,42.0,1112,24,17,74,45,2024-2025,premier-league
kim jisoo,Brentford,15,12,3,0,0,,22,0,0,0,1,2024-2025,premier-league
joao pedro,Brighton,60,387,508,122,86,33.7,1821,39,30,72,38,2024-2025,premier-league
joelinton,Newcastle Utd,256,670,448,83,46,32.6,1786,26,9,39,53,2024-2025,premier-league
ben johnson,Ipswich Town,246,220,163,12,24,33.3,585,12,3,23,17,2024-2025,premier-league
brennan johnson,Tottenham,98,292,475,125,44,43.2,1460,23,35,26,17,2024-2025,premier-league
sam johnstone,Wolves,304,2,0,0,0,,756,0,0,0,0,2024-2025,premier-league
curtis jones,Liverpool,220,683,393,58,22,54.5,1892,23,8,26,36,2024-2025,premier-league
jorginho,Arsenal,93,304,131,3,4,25.0,874,13,0,12,9,2024-2025,premier-league
diogo jota,Liverpool,35,198,259,97,33,33.3,796,23,21,40,22,2024-2025,premier-league
james justin,Leicester City,692,881,387,38,30,30.0,1788,27,4,31,15,2024-2025,premier-league
filip jrgensen,Chelsea,201,1,0,0,0,,423,0,0,0,0,2024-2025,premier-league
ferdi kadioglu,Brighton,71,91,72,9,7,42.9,183,0,0,6,2,2024-2025,premier-league
daichi kamada,Crystal Palace,208,496,240,32,19,36.8,1121,19,6,16,20,2024-2025,premier-league
boubacar kamara,Aston Villa,344,637,141,12,27,33.3,1370,13,2,12,17,2024-2025,premier-league
joachim kayi sanda,Southampton,8,10,1,1,0,,35,0,0,1,0,2024-2025,premier-league
michael kayode,Brentford,101,121,97,13,18,50.0,500,7,3,13,3,2024-2025,premier-league
michael keane,Everton,295,198,22,17,1,0.0,290,1,0,2,2,2024-2025,premier-league
caoimhin kelleher,Liverpool,396,2,0,0,1,100.0,616,0,0,1,0,2024-2025,premier-league
lloyd kelly,Newcastle Utd,105,94,19,4,3,66.7,202,2,0,3,2,2024-2025,premier-league
milos kerkez,Bournemouth,552,900,731,69,48,45.8,3711,73,16,49,22,2024-2025,premier-league
bilal el khannouss,Leicester City,183,655,445,35,60,56.7,2038,45,12,38,38,2024-2025,premier-league
