Player,Squad,Born,MP,Starts,Min,Gls,Ast,YellowC,RedC,PrgC,PrgP,PrgR,Season,Competition
yoann salmier,Le Havre,1992,20,18,1568,1,1,3,0,8,48,8,2023-2024,ligue1
mama samba balde,Lyon,1995,20,4,551,2,3,1,0,23,11,73,2023-2024,ligue1
brice samba,Lens,1994,33,33,2970,0,0,3,0,0,4,0,2023-2024,ligue1
ibou sane,Metz,2005,9,0,128,1,0,1,0,6,7,8,2023-2024,ligue1
sadibou sane,Metz,2004,14,9,846,0,0,1,0,8,19,8,2023-2024,ligue1
arouna sangante,Le Havre,2002,30,30,2687,0,0,8,0,20,107,27,2023-2024,ligue1
morgan sanson,Nice,1994,29,24,1964,2,3,4,0,57,75,98,2023-2024,ligue1
baptiste santamaria,Rennes,1995,30,22,1926,0,1,3,0,13,134,36,2023-2024,ligue1
andrey santos,Strasbourg,2004,11,9,831,1,0,4,0,5,48,15,2023-2024,ligue1
tiago santos,Lille,2002,29,26,2365,1,2,6,0,89,105,137,2023-2024,ligue1
amin sarr,Lyon,2001,3,1,98,0,0,0,0,3,1,8,2023-2024,ligue1
ismaila sarr,Marseille,1998,23,15,1447,3,4,1,0,49,36,152,2023-2024,ligue1
mamadou sarr,Lyon,2005,1,0,8,0,0,0,0,0,0,0,2023-2024,ligue1
martin satriano,Brest,2001,33,21,1864,4,4,4,0,28,37,121,2023-2024,ligue1
teji savanier,Montpellier,1991,32,32,2765,9,6,8,1,39,224,108,2023-2024,ligue1
niklas schmidt,Toulouse,1998,22,15,1269,1,1,4,0,20,106,43,2023-2024,ligue1
jeremy sebas,Strasbourg,2003,14,2,399,2,0,0,0,13,6,39,2023-2024,ligue1
alidu seidu,Rennes,2000,11,7,593,0,0,3,0,14,23,24,2023-2024,ligue1
alidu seidu,Clermont Foot,2000,14,13,1131,0,1,5,1,16,33,3,2023-2024,ligue1
matz sels,Strasbourg,1992,19,19,1710,0,0,2,0,0,0,0,2023-2024,ligue1
marvin senaya,Strasbourg,2001,32,23,2138,1,1,5,1,48,74,81,2023-2024,ligue1
sofiane sidi ali,Marseille,1995,2,0,18,0,0,0,0,0,1,3,2023-2024,ligue1
vincent sierro,Toulouse,1995,30,25,2261,6,2,8,0,17,135,73,2023-2024,ligue1
caio henrique oliveira silva,Monaco,1997,9,7,623,0,5,0,0,16,33,54,2023-2024,ligue1
moses simon,Nantes,1995,22,21,1788,3,5,0,0,146,36,214,2023-2024,ligue1
wilfried singo,Monaco,2000,25,24,2187,1,1,8,1,38,145,31,2023-2024,ligue1
ayanda sishuba,Lens,2005,7,0,62,0,0,0,0,7,1,10,2023-2024,ligue1
ibrahima sissoko,Strasbourg,1997,27,18,1642,0,1,7,0,15,88,18,2023-2024,ligue1
moussa sissoko,Nantes,1989,26,21,1821,0,0,7,0,30,74,59,2023-2024,ligue1
milan skriniar,Paris S-G,1995,24,17,1629,0,0,1,0,5,61,1,2023-2024,ligue1
naatan skytta,Toulouse,2002,8,0,120,0,0,0,0,1,12,12,2023-2024,ligue1
eduard sobol,Strasbourg,1995,3,0,25,0,0,0,0,2,1,0,2023-2024,ligue1
emran soglo,Marseille,2005,3,1,109,1,1,1,0,1,3,8,2023-2024,ligue1
carlos soler,Paris S-G,1997,24,12,1090,2,2,1,0,15,74,59,2023-2024,ligue1
florian sotoca,Lens,1990,32,29,2598,7,6,4,1,56,156,253,2023-2024,ligue1
issa soumare,Le Havre,2000,7,3,237,0,0,0,0,4,4,18,2023-2024,ligue1
saidou sow,Strasbourg,2002,10,8,719,0,1,2,0,1,24,0,2023-2024,ligue1
stijn spierings,Toulouse,1996,22,16,1516,0,1,5,0,16,157,22,2023-2024,ligue1
stijn spierings,Lens,1996,4,1,118,0,0,2,0,0,9,4,2023-2024,ligue1
benjamin stambouli,Reims,1990,7,3,286,0,1,4,0,2,8,2,2023-2024,ligue1
gabriel suazo,Toulouse,1997,31,27,2357,0,4,5,0,44,114,166,2023-2024,ligue1
abakar sylla,Strasbourg,2002,22,19,1792,2,0,4,0,8,72,2,2023-2024,ligue1
dembo sylla,Lorient,2002,1,0,45,0,0,0,0,0,1,6,2023-2024,ligue1
issiaga sylla,Montpellier,1994,19,17,1455,1,2,3,0,29,43,51,2023-2024,ligue1
musa altaamari,Montpellier,1997,27,24,1928,5,2,0,0,81,54,168,2023-2024,ligue1
nicolas tagliafico,Lyon,1992,25,25,2123,3,1,7,1,32,105,119,2023-2024,ligue1
montassar talbi,Lorient,1998,25,25,2204,0,0,2,0,15,88,7,2023-2024,ligue1
oussama targhalline,Le Havre,2002,14,12,1025,0,0,4,1,27,70,15,2023-2024,ligue1
enzo tchato,Montpellier,2002,17,11,1125,0,0,2,0,26,46,57,2023-2024,ligue1
arnau tenas,Paris S-G,2001,6,5,529,0,1,0,0,0,0,0,2023-2024,ligue1
martin terrier,Rennes,1997,24,19,1527,7,3,2,1,28,58,112,2023-2024,ligue1
benjamin tetteh,Metz,1997,12,1,278,0,0,2,0,3,6,13,2023-2024,ligue1
teddy teuma,Reims,1993,28,25,2113,6,3,7,0,29,157,112,2023-2024,ligue1
arthur theate,Rennes,2000,28,27,2296,2,0,4,0,33,151,24,2023-2024,ligue1
adrien thomasson,Lens,1993,29,13,1193,1,2,2,1,20,68,121,2023-2024,ligue1
khephren thuram,Nice,2001,27,25,2108,1,1,7,0,67,104,57,2023-2024,ligue1
cheikh tidiane sabaly,Metz,1999,29,17,1379,3,1,4,0,37,36,75,2023-2024,ligue1
jeanclair todibo,Nice,1999,30,30,2651,0,2,2,1,32,150,11,2023-2024,ligue1
corentin tolisso,Lyon,1994,25,21,1741,2,1,5,0,30,153,67,2023-2024,ligue1
abdoulaye toure,Le Havre,1994,30,27,2284,2,0,4,0,22,148,25,2023-2024,ligue1
souleymane toure,Lorient,2003,24,23,2051,1,1,6,0,24,73,25,2023-2024,ligue1
benie traore,Nantes,2002,14,4,504,0,1,1,1,23,15,45,2023-2024,ligue1
daouda traore,Nice,2006,1,0,16,0,0,0,0,1,1,0,2023-2024,ligue1
ismael traore,Metz,1986,26,25,2220,2,0,2,0,1,32,1,2023-2024,ligue1
adrien truffert,Rennes,2001,30,24,2145,1,2,6,0,51,98,181,2023-2024,ligue1
matthieu udol,Metz,1996,30,30,2700,3,3,5,0,46,98,86,2023-2024,ligue1
manuel ugarte ribeiro,Paris S-G,2001,25,21,1932,0,2,5,0,16,87,24,2023-2024,ligue1
samuel umtiti,Lille,1993,6,2,185,0,0,0,0,0,8,0,2023-2024,ligue1
kevin van den kerkhof,Metz,1996,29,21,1913,1,2,2,0,65,28,145,2023-2024,ligue1
vanderson,Monaco,2001,20,20,1641,3,1,6,1,26,71,129,2023-2024,ligue1
jordan veretout,Marseille,1993,29,24,2183,1,2,4,0,53,194,81,2023-2024,ligue1
alan virginius,Lille,2003,2,1,71,0,0,0,0,1,2,4,2023-2024,ligue1
alan virginius,Clermont Foot,2003,14,12,934,0,2,0,0,22,21,64,2023-2024,ligue1
vitinha,Marseille,2000,18,10,923,3,2,1,0,15,23,84,2023-2024,ligue1
vitinha,Paris S-G,2000,28,23,2126,7,4,0,0,41,182,122,2023-2024,ligue1
elye wahi,Montpellier,2003,1,0,14,0,0,0,0,1,1,2,2023-2024,ligue1
elye wahi,Lens,2003,27,20,1692,9,3,10,1,52,15,171,2023-2024,ligue1
mateusz wieteska,Clermont Foot,1997,2,2,174,1,0,0,0,0,6,1,2023-2024,ligue1
josh wilsonesbrand,Reims,2002,11,5,461,1,1,1,0,11,19,20,2023-2024,ligue1
christopher wooh,Rennes,2001,18,15,1388,1,0,3,1,8,61,4,2023-2024,ligue1
yusuf yazc,Lille,1997,27,16,1312,5,2,5,0,31,48,90,2023-2024,ligue1
kelvin yeboah,Montpellier,2000,13,0,276,0,0,0,0,9,5,25,2023-2024,ligue1
bertug yldrm,Rennes,2002,21,2,469,0,1,3,0,9,11,29,2023-2024,ligue1
darlin yongwa,Lorient,2000,22,11,1159,1,1,3,0,39,43,81,2023-2024,ligue1
leny yoro,Lille,2005,32,30,2673,2,0,5,0,8,68,3,2023-2024,ligue1
etienne youte kinkoue,Le Havre,2002,22,22,1941,0,0,1,0,12,31,3,2023-2024,ligue1
yoram zague,Paris S-G,2006,5,4,373,1,0,1,0,2,13,4,2023-2024,ligue1
warren zaireemery,Paris S-G,2006,26,21,1962,2,3,4,0,54,116,90,2023-2024,ligue1
denis zakaria,Monaco,1996,25,24,2137,4,0,13,2,27,107,23,2023-2024,ligue1
mehdi zeffane,Clermont Foot,1992,23,15,1231,0,0,2,0,14,53,48,2023-2024,ligue1
nathan zeze,Nantes,2005,13,11,1022,0,0,1,0,1,30,2,2023-2024,ligue1
edon zhegrova,Lille,1999,33,25,2288,6,6,3,1,110,90,322,2023-2024,ligue1
luck zogbe,Brest,2005,1,0,11,0,0,0,0,0,0,0,2023-2024,ligue1
