Player,Squad,Born,MP,Starts,Min,Gls,Ast,YellowC,RedC,PrgC,PrgP,PrgR,Season,Competition
mitchel bakker,Leverkusen,2000,28,19,1659,3,2,6,1,28,57,65,2022-2023,bundesliga
ridle baku,Wolfsburg,1998,33,29,2580,5,3,6,0,50,126,157,2022-2023,bundesliga
aymen barkok,Mainz 05,1998,23,3,584,0,1,1,0,17,40,28,2022-2023,bundesliga
leandro barreiro martins,Mainz 05,2000,31,25,2141,4,3,5,0,17,54,49,2022-2023,bundesliga
gil bastiao dias,Stuttgart,1996,7,6,398,1,0,0,0,16,14,33,2022-2023,bundesliga
maximilian bauer,Augsburg,2000,27,20,1846,0,1,8,0,11,40,2,2022-2023,bundesliga
oliver baumann,Hoffenheim,1990,34,34,3060,0,0,2,0,0,1,0,2022-2023,bundesliga
timo baumgartl,Union Berlin,1996,8,6,562,0,1,2,0,4,28,2,2022-2023,bundesliga
julian baumgartlinger,Augsburg,1988,16,3,554,0,0,1,0,1,25,3,2022-2023,bundesliga
christoph baumgartner,Hoffenheim,1999,33,33,2567,7,3,7,0,76,100,145,2022-2023,bundesliga
noah joel sarenren bazee,Augsburg,1996,2,0,20,0,0,0,0,0,0,1,2022-2023,bundesliga
ihlas bebou,Hoffenheim,1994,19,17,1416,7,0,2,0,27,23,116,2022-2023,bundesliga
sheraldo becker,Union Berlin,1995,34,33,2554,11,7,4,0,105,44,240,2022-2023,bundesliga
kevin behrens,Union Berlin,1991,33,17,1535,8,1,6,0,11,71,92,2022-2023,bundesliga
stefan bell,Mainz 05,1991,30,26,2395,0,1,9,0,9,92,10,2022-2023,bundesliga
karim bellarabi,Leverkusen,1990,8,1,85,0,0,0,0,4,4,11,2022-2023,bundesliga
jude bellingham,Dortmund,2003,31,30,2691,8,4,8,0,97,252,139,2022-2023,bundesliga
ramy bensebaini,Gladbach,1995,28,28,2481,6,1,7,1,40,101,98,2022-2023,bundesliga
mergim berisha,Augsburg,1998,23,20,1679,9,4,9,1,20,28,99,2022-2023,bundesliga
ermin bicakcic,Hoffenheim,1990,9,0,265,0,0,0,0,0,7,3,2022-2023,bundesliga
tom bischof,Hoffenheim,2005,11,3,315,0,0,0,0,8,16,12,2022-2023,bundesliga
leonardo bittencourt,Werder Bremen,1993,25,22,1629,3,2,10,0,51,74,93,2022-2023,bundesliga
janis blaswich,RB Leipzig,1991,26,26,2340,0,0,0,0,0,1,0,2022-2023,bundesliga
daley blind,Bayern Munich,1990,4,1,134,0,0,0,0,0,10,0,2022-2023,bundesliga
kevinprince boateng,Hertha BSC,1987,16,5,467,0,0,3,0,2,24,20,2022-2023,bundesliga
jeanpaul boetius,Hertha BSC,1994,21,10,1050,0,0,3,0,4,61,23,2022-2023,bundesliga
yvandro borges sanches,Gladbach,2004,3,0,28,0,0,0,0,1,0,5,2022-2023,bundesliga
sebastiaan bornauw,Wolfsburg,1999,26,23,1928,1,0,8,0,6,85,6,2022-2023,bundesliga
rafael borre,Eint Frankfurt,1995,32,10,1078,2,2,5,0,26,34,102,2022-2023,bundesliga
julian brandt,Dortmund,1996,32,29,2397,9,8,2,0,67,119,218,2022-2023,bundesliga
fabian bredlow,Stuttgart,1995,15,15,1350,0,0,2,0,0,0,0,2022-2023,bundesliga
josip brekalo,Wolfsburg,1998,6,3,271,0,1,0,0,9,13,17,2022-2023,bundesliga
john brooks,Hoffenheim,1993,15,15,1350,0,0,4,0,2,40,1,2022-2023,bundesliga
moritz broschinski,Bochum,2000,11,0,213,2,0,1,0,7,3,17,2022-2023,bundesliga
cedric brunner,Schalke 04,1994,28,28,2315,0,0,5,0,32,77,27,2022-2023,bundesliga
jacob bruun larsen,Hoffenheim,1998,12,3,328,1,0,0,0,10,4,24,2022-2023,bundesliga
lee buchanan,Werder Bremen,2001,21,2,472,1,0,2,0,10,21,20,2022-2023,bundesliga
marius bulter,Schalke 04,1993,33,30,2598,11,1,5,0,78,86,199,2022-2023,bundesliga
delano burgzorg,Mainz 05,1998,13,0,244,0,1,2,0,4,4,24,2022-2023,bundesliga
jonathan burkardt,Mainz 05,2000,11,7,533,1,2,2,0,9,14,46,2022-2023,bundesliga
oliver burke,Werder Bremen,1997,15,1,268,2,0,0,0,11,7,36,2022-2023,bundesliga
aurelio buta,Eint Frankfurt,1997,18,15,1318,3,2,3,0,45,47,118,2022-2023,bundesliga
anthony caci,Mainz 05,1997,31,23,2033,2,1,4,0,20,90,41,2022-2023,bundesliga
kerim calhanoglu,Schalke 04,2002,3,0,63,0,0,0,0,3,3,3,2022-2023,bundesliga
daniel caligiuri,Augsburg,1988,13,2,290,1,0,1,0,7,16,8,2022-2023,bundesliga
emre can,Dortmund,1994,27,20,1900,2,1,8,0,34,99,12,2022-2023,bundesliga
joao cancelo,Bayern Munich,1994,15,11,1012,1,4,3,0,51,61,90,2022-2023,bundesliga
irvin cardona,Augsburg,1997,10,0,318,1,0,2,0,9,3,17,2022-2023,bundesliga
koen casteels,Wolfsburg,1992,34,34,3060,0,1,0,0,0,2,0,2022-2023,bundesliga
julian chabot,Köln,1998,21,21,1803,0,2,3,0,5,52,2,2022-2023,bundesliga
timothy chandler,Eint Frankfurt,1990,6,0,86,0,0,0,0,2,7,6,2022-2023,bundesliga
fabio chiarodia,Werder Bremen,2005,3,1,66,0,0,0,0,0,4,0,2022-2023,bundesliga
oliver christensen,Hertha BSC,1999,33,33,2970,0,0,2,0,0,2,0,2022-2023,bundesliga
darko churlinov,Stuttgart,2000,1,0,27,0,0,0,0,0,0,0,2022-2023,bundesliga
tolga cigerci,Hertha BSC,1992,11,10,672,0,1,2,0,3,32,2,2022-2023,bundesliga
david colina,Augsburg,2000,7,0,166,1,0,0,0,2,6,7,2022-2023,bundesliga
kingsley coman,Bayern Munich,1996,24,16,1409,8,5,2,1,98,70,296,2022-2023,bundesliga
danny da costa,Mainz 05,1993,23,14,1236,0,2,0,0,32,62,74,2022-2023,bundesliga
soumaila coulibaly,Dortmund,2003,1,0,45,0,0,0,0,0,6,0,2022-2023,bundesliga
tanguy coulibaly,Stuttgart,2001,14,0,326,4,0,3,0,14,12,38,2022-2023,bundesliga
nicolas cozza,Wolfsburg,1999,5,0,100,0,0,0,0,2,4,2,2022-2023,bundesliga
moanes dabbur,Hoffenheim,1992,21,8,933,6,2,3,1,10,33,61,2022-2023,bundesliga
finn dahmen,Mainz 05,1998,8,8,720,0,0,0,0,0,0,0,2022-2023,bundesliga
mahmoud dahoud,Dortmund,1996,9,4,337,0,0,1,0,5,25,4,2022-2023,bundesliga
muhammed damar,Hoffenheim,2004,6,1,159,0,0,0,0,2,9,7,2022-2023,bundesliga
marton dardai,Hertha BSC,2002,17,11,947,1,0,2,0,2,21,0,2022-2023,bundesliga
vladimir darida,Hertha BSC,1990,3,0,31,0,0,0,0,1,0,1,2022-2023,bundesliga
alphonso davies,Bayern Munich,2000,26,24,2042,1,4,0,0,117,133,158,2022-2023,bundesliga
thomas delaney,Hoffenheim,1991,6,4,298,0,0,0,0,0,14,3,2022-2023,bundesliga
kerem demirbay,Leverkusen,1993,25,17,1544,4,3,5,0,22,86,21,2022-2023,bundesliga
ermedin demirovic,Augsburg,1998,30,30,2366,8,4,7,1,26,48,120,2022-2023,bundesliga
sepp van den berg,Schalke 04,2001,9,8,696,1,0,2,0,1,12,3,2022-2023,bundesliga
moussa diaby,Leverkusen,1999,33,33,2699,9,8,4,0,125,104,258,2022-2023,bundesliga
abdou diallo,RB Leipzig,1996,8,5,478,1,0,2,0,11,24,3,2022-2023,bundesliga
justin diehl,Köln,2004,2,0,17,0,0,0,0,0,0,1,2022-2023,bundesliga
florian dietz,Köln,1998,11,4,395,1,0,1,0,8,5,22,2022-2023,bundesliga
junior dina ebimbe,Eint Frankfurt,2000,19,10,1063,3,1,4,0,38,45,42,2022-2023,bundesliga
eren dinkci,Werder Bremen,2001,17,0,231,0,0,0,0,5,6,24,2022-2023,bundesliga
ritsu doan,Freiburg,1998,33,30,2424,5,4,3,0,83,69,167,2022-2023,bundesliga
danilho doekhi,Union Berlin,1998,25,25,2216,5,1,0,0,15,73,21,2022-2023,bundesliga
kasper dolberg,Hoffenheim,1997,13,4,402,1,0,0,0,4,4,20,2022-2023,bundesliga
niklas dorsch,Augsburg,1998,11,5,483,0,0,1,0,2,14,0,2022-2023,bundesliga
dion drena beljo,Augsburg,2002,18,16,1128,3,2,2,0,14,15,42,2022-2023,bundesliga
dominick drexler,Schalke 04,1990,27,16,1366,4,3,3,1,17,52,69,2022-2023,bundesliga
marvin ducksch,Werder Bremen,1994,34,34,2852,12,6,4,0,31,58,215,2022-2023,bundesliga
ondrej duda,Köln,1994,13,9,689,0,0,4,0,12,40,33,2022-2023,bundesliga
julien duranville,Dortmund,2006,1,0,29,0,0,0,0,4,1,4,2022-2023,bundesliga
maximilian eggestein,Freiburg,1996,31,27,2451,1,2,6,0,20,93,46,2022-2023,bundesliga
lilian egloff,Stuttgart,2002,10,2,241,0,0,1,0,8,7,22,2022-2023,bundesliga
kingsley ehizibue,Köln,1995,1,1,61,0,0,0,0,1,2,3,2022-2023,bundesliga
julian eitschberger,Hertha BSC,2004,1,0,1,0,0,0,0,0,0,0,2022-2023,bundesliga
chidera ejuke,Hertha BSC,1998,20,9,890,0,3,0,0,38,39,67,2022-2023,bundesliga
nico elvedi,Gladbach,1996,32,32,2826,3,0,2,0,20,83,5,2022-2023,bundesliga
wataru endo,Stuttgart,1993,33,33,2922,5,4,3,0,32,171,67,2022-2023,bundesliga
arne engels,Augsburg,2003,18,18,1440,0,3,5,0,9,57,25,2022-2023,bundesliga
tjark ernst,Hertha BSC,2003,1,1,90,0,0,0,0,0,0,0,2022-2023,bundesliga
kimberly ezekwem,Freiburg,2001,1,0,8,0,0,0,0,0,0,2,2022-2023,bundesliga
ralf fahrmann,Schalke 04,1988,12,12,1025,0,0,0,0,0,0,0,2022-2023,bundesliga
ohis felix uduokhai,Augsburg,1997,19,16,1450,0,1,3,1,12,52,5,2022-2023,bundesliga
edimilson fernandes,Mainz 05,1996,32,28,2437,0,3,4,0,15,67,23,2022-2023,bundesliga
kilian fischer,Wolfsburg,2000,10,5,502,0,0,2,0,6,23,21,2022-2023,bundesliga
mark flekken,Freiburg,1993,34,34,3060,0,0,0,0,0,0,0,2022-2023,bundesliga
florian flick,Schalke 04,2000,8,5,512,0,0,1,0,2,12,2,2022-2023,bundesliga
emil forsberg,RB Leipzig,1991,30,16,1482,6,4,2,0,20,67,77,2022-2023,bundesliga
philipp forster,Bochum,1995,25,15,1309,3,7,4,0,19,63,47,2022-2023,bundesliga
timothy fosumensah,Leverkusen,1998,11,1,191,0,0,1,0,3,7,8,2022-2023,bundesliga
raphael framberger,Augsburg,1995,3,2,176,0,0,0,0,0,3,3,2022-2023,bundesliga
bartol franjic,Wolfsburg,2000,5,3,227,0,1,0,0,3,4,1,2022-2023,bundesliga
oscar fraulo,Gladbach,2003,2,0,8,0,0,0,0,0,0,0,2022-2023,bundesliga
michael frey,Schalke 04,1994,15,10,868,0,3,2,0,10,22,65,2022-2023,bundesliga
marco friedl,Werder Bremen,1998,30,30,2594,0,0,8,1,14,115,11,2022-2023,bundesliga
marvin friedrich,Gladbach,1995,23,13,1248,1,0,2,0,3,35,6,2022-2023,bundesliga
jeremie frimpong,Leverkusen,2000,34,32,2708,8,7,4,0,155,62,250,2022-2023,bundesliga
chris fuhrich,Stuttgart,1998,33,21,1884,5,2,2,0,93,83,142,2022-2023,bundesliga
angelo fulgini,Mainz 05,1996,16,5,525,0,1,1,0,3,29,43,2022-2023,bundesliga
niclas fullkrug,Werder Bremen,1993,28,28,2477,16,5,4,0,41,90,200,2022-2023,bundesliga
cristian gamboa,Bochum,1989,19,17,1477,0,0,2,0,10,56,21,2022-2023,bundesliga
silvere ganvoula mboussy,Bochum,1996,16,0,247,0,0,1,0,5,12,19,2022-2023,bundesliga
dario gebuhr,Eint Frankfurt,2003,1,0,21,0,0,0,0,0,0,0,2022-2023,bundesliga
dennis geiger,Hoffenheim,1998,27,27,1952,1,3,9,0,21,99,22,2022-2023,bundesliga
yannick gerhardt,Wolfsburg,1994,29,22,1866,6,4,3,0,12,82,88,2022-2023,bundesliga
niko gieelmann,Union Berlin,1991,26,14,1302,0,2,4,0,14,50,50,2022-2023,bundesliga
rafa gikiewicz,Augsburg,1987,23,23,2070,0,0,3,0,0,0,0,2022-2023,bundesliga
matthias ginter,Freiburg,1994,34,34,3060,4,1,3,0,23,122,11,2022-2023,bundesliga
jamie gittens,Dortmund,2004,15,4,533,3,1,1,0,24,9,38,2022-2023,bundesliga
serge gnabry,Bayern Munich,1995,34,22,1941,14,5,0,0,74,82,217,2022-2023,bundesliga
jacek goralski,Bochum,1992,4,2,146,0,0,0,0,1,3,0,2022-2023,bundesliga
leon goretzka,Bayern Munich,1995,27,22,1728,3,2,5,0,42,114,62,2022-2023,bundesliga
mario gotze,Eint Frankfurt,1992,32,32,2740,3,1,6,0,57,149,212,2022-2023,bundesliga
jeffrey gouweleeuw,Augsburg,1991,32,32,2795,0,1,12,0,18,80,10,2022-2023,bundesliga
ryan gravenberch,Bayern Munich,2002,24,3,576,0,0,1,0,11,44,31,2022-2023,bundesliga
michael gregoritsch,Freiburg,1994,30,27,2150,10,4,6,0,22,57,124,2022-2023,bundesliga
leo greiml,Schalke 04,2001,7,3,358,0,0,2,0,4,10,1,2022-2023,bundesliga
vincenzo grifo,Freiburg,1993,33,30,2408,15,5,2,0,65,128,124,2022-2023,bundesliga
lennart grill,Union Berlin,1999,5,5,450,0,0,0,0,0,0,0,2022-2023,bundesliga
christian gro,Werder Bremen,1989,26,23,1886,1,1,4,0,22,67,17,2022-2023,bundesliga
brajan gruda,Mainz 05,2004,2,0,4,0,0,0,0,0,0,0,2022-2023,bundesliga
ilia gruev,Werder Bremen,2000,31,18,1584,0,0,2,0,26,61,12,2022-2023,bundesliga
carlos gruezo,Augsburg,1995,13,12,961,0,0,5,0,2,29,5,2022-2023,bundesliga
raphael guerreiro,Dortmund,1993,27,26,2290,4,12,4,0,85,191,163,2022-2023,bundesliga
josuha guilavogui,Wolfsburg,1990,23,11,1180,1,0,4,0,4,64,6,2022-2023,bundesliga
serhou guirassy,Stuttgart,1996,22,20,1646,11,0,4,1,20,30,97,2022-2023,bundesliga
peter gulacsi,RB Leipzig,1990,6,6,540,0,0,0,0,0,0,0,2022-2023,bundesliga
manuel gulde,Freiburg,1991,15,8,643,1,0,2,0,6,23,5,2022-2023,bundesliga
robert gumny,Augsburg,1998,29,23,2015,1,2,5,1,23,56,59,2022-2023,bundesliga
christian gunter,Freiburg,1993,33,31,2748,1,4,5,0,43,77,128,2022-2023,bundesliga
josko gvardiol,RB Leipzig,2002,30,24,2170,1,0,2,0,27,116,4,2022-2023,bundesliga
janik haberer,Union Berlin,1994,32,30,2187,5,1,1,0,21,78,84,2022-2023,bundesliga
alexander hack,Mainz 05,1993,19,14,1132,0,0,2,1,1,52,0,2022-2023,bundesliga
andre hahn,Augsburg,1990,7,4,391,2,0,1,0,3,8,10,2022-2023,bundesliga
amadou haidara,RB Leipzig,1998,31,15,1430,2,1,7,0,10,85,8,2022-2023,bundesliga
sebastien haller,Dortmund,1994,19,15,1225,9,3,1,0,11,22,65,2022-2023,bundesliga
marcel halstenberg,RB Leipzig,1991,31,17,1557,1,1,2,0,22,59,66,2022-2023,bundesliga
andreas hancheolsen,Mainz 05,1997,17,17,1497,1,3,5,0,6,43,10,2022-2023,bundesliga
genki haraguchi,Stuttgart,1991,11,9,748,0,2,1,0,16,30,28,2022-2023,bundesliga
genki haraguchi,Union Berlin,1991,11,6,498,0,0,0,0,6,17,18,2022-2023,bundesliga
makoto hasebe,Eint Frankfurt,1984,18,15,1306,0,0,1,0,9,57,2,2022-2023,bundesliga
thorgan hazard,Dortmund,1993,14,2,464,0,0,1,0,21,28,50,2022-2023,bundesliga
jonas hector,Köln,1990,32,32,2824,0,2,3,0,54,129,122,2022-2023,bundesliga
dominique heintz,Bochum,1993,11,8,795,0,0,1,0,3,21,2,2022-2023,bundesliga
benjamin henrichs,RB Leipzig,1997,30,23,2188,2,2,8,0,48,109,149,2022-2023,bundesliga
lucas hernandez,Bayern Munich,1996,7,6,476,0,0,1,0,3,34,4,2022-2023,bundesliga
patrick herrmann,Gladbach,1991,21,0,164,1,0,2,0,7,6,19,2022-2023,bundesliga
piero hincapie,Leverkusen,2002,30,27,2457,1,1,13,3,46,83,42,2022-2023,bundesliga
adam hlozek,Leverkusen,2002,29,16,1286,5,3,2,0,22,32,70,2022-2023,bundesliga
nicolas hofler,Freiburg,1990,32,32,2816,0,1,9,1,12,110,10,2022-2023,bundesliga
jonas hofmann,Gladbach,1992,31,30,2680,12,9,2,0,73,119,197,2022-2023,bundesliga
philipp hofmann,Bochum,1993,34,31,2631,8,2,5,0,7,71,117,2022-2023,bundesliga
lucas holer,Freiburg,1994,26,16,1503,5,2,1,0,19,33,87,2022-2023,bundesliga
gerrit holtmann,Bochum,1995,23,8,945,1,1,0,0,37,8,83,2022-2023,bundesliga
jannes horn,Bochum,1997,2,1,59,0,0,1,0,0,0,0,2022-2023,bundesliga
lukas hradecky,Leverkusen,1989,33,33,2969,0,0,0,1,0,0,0,2022-2023,bundesliga
timo hubers,Köln,1996,29,28,2559,3,0,8,0,10,84,2,2022-2023,bundesliga
callum hudsonodoi,Leverkusen,2000,14,7,605,0,1,0,0,30,31,44,2022-2023,bundesliga
mats hummels,Dortmund,1988,30,24,2018,1,0,4,0,21,114,6,2022-2023,bundesliga
denis huseinbasic,Köln,2001,24,7,791,4,1,3,0,12,34,45,2022-2023,bundesliga
iago,Augsburg,1997,22,19,1600,0,2,6,1,27,53,49,2022-2023,bundesliga
arijon ibrahimovic,Bayern Munich,2005,1,0,14,0,0,0,0,0,0,2,2022-2023,bundesliga
marcus ingvartsen,Mainz 05,1996,28,16,1314,10,0,2,0,16,30,81,2022-2023,bundesliga
ko itakura,Gladbach,1997,24,22,1981,0,2,1,2,19,59,4,2022-2023,bundesliga
hiroki ito,Stuttgart,1999,30,29,2561,1,1,5,0,29,158,29,2022-2023,bundesliga
andreas ivan,Schalke 04,1995,1,0,46,0,0,0,0,0,2,1,2022-2023,bundesliga
lee jaesung,Mainz 05,1992,34,24,1894,7,5,2,0,29,69,103,2022-2023,bundesliga
paul jaeckel,Union Berlin,1998,16,13,1196,1,0,4,1,6,41,8,2022-2023,bundesliga
kristijan jakic,Eint Frankfurt,1997,24,17,1460,1,0,4,0,16,59,19,2022-2023,bundesliga
saidy janko,Bochum,1995,20,12,1134,0,0,1,0,23,29,27,2022-2023,bundesliga
tony jantschke,Gladbach,1990,8,1,99,0,0,0,0,0,2,1,2022-2023,bundesliga
fredrik jensen,Augsburg,1997,20,8,924,2,1,1,0,3,24,62,2022-2023,bundesliga
moritz jenz,Schalke 04,1999,11,11,945,0,0,5,0,6,18,1,2022-2023,bundesliga
stevan jovetic,Hertha BSC,1989,17,8,892,4,2,0,0,14,40,44,2022-2023,bundesliga
anthony jung,Werder Bremen,1991,34,32,2617,2,5,2,0,28,73,109,2022-2023,bundesliga
josip juranovic,Union Berlin,1995,12,10,935,2,1,0,0,11,27,33,2022-2023,bundesliga
ozan kabak,Hoffenheim,2000,30,28,2388,2,2,12,2,23,76,13,2022-2023,bundesliga
pavel kaderabek,Hoffenheim,1992,26,17,1665,1,1,1,0,30,61,114,2022-2023,bundesliga
florian kainz,Köln,1992,32,31,2344,6,10,6,1,64,159,147,2022-2023,bundesliga
sasa kalajdzic,Stuttgart,1997,3,3,233,0,3,1,0,0,4,13,2022-2023,bundesliga
daichi kamada,Eint Frankfurt,1996,32,25,2265,9,6,3,0,47,160,105,2022-2023,bundesliga
jakub kaminski,Wolfsburg,2002,31,25,2058,4,2,0,0,47,78,171,2022-2023,bundesliga
marcin kaminski,Schalke 04,1992,8,7,632,2,0,0,0,2,25,3,2022-2023,bundesliga
kevin kampl,RB Leipzig,1990,30,16,1372,2,2,8,0,23,80,15,2022-2023,bundesliga
wilfried kanga,Hertha BSC,1998,23,15,1417,2,0,3,0,11,12,72,2022-2023,bundesliga
kenan karaman,Schalke 04,1994,21,10,976,1,2,2,0,23,18,55,2022-2023,bundesliga
atakan karazor,Stuttgart,1996,29,22,1962,0,1,10,0,5,79,12,2022-2023,bundesliga
thomas kastanaras,Stuttgart,2003,4,1,72,0,0,0,0,1,2,6,2022-2023,bundesliga
silas katompa,Stuttgart,1998,30,23,1992,5,2,4,0,71,40,165,2022-2023,bundesliga
yannik keitel,Freiburg,2000,22,8,682,0,2,4,0,12,26,16,2022-2023,bundesliga
marcoliver kempf,Hertha BSC,1995,31,31,2709,1,0,5,0,11,81,1,2022-2023,bundesliga
jonjoe kenny,Hertha BSC,1997,29,25,2244,0,1,3,0,30,98,59,2022-2023,bundesliga
rani khedira,Union Berlin,1994,33,33,2882,2,0,8,0,14,69,26,2022-2023,bundesliga
luca kilian,Köln,1999,16,13,1123,1,0,5,2,14,53,4,2022-2023,bundesliga
joshua kimmich,Bayern Munich,1995,33,32,2809,5,6,6,1,42,315,56,2022-2023,bundesliga
pascal klemens,Hertha BSC,2005,1,1,90,0,0,0,0,0,1,0,2022-2023,bundesliga
lukas klostermann,RB Leipzig,1996,15,10,907,0,0,0,0,5,40,12,2022-2023,bundesliga
ansgar knauff,Eint Frankfurt,2002,24,14,1286,1,1,1,0,47,40,74,2022-2023,bundesliga
robin knoche,Union Berlin,1992,32,32,2873,2,3,4,0,12,98,6,2022-2023,bundesliga
gregor kobel,Dortmund,1997,27,27,2430,0,0,0,0,0,0,0,2022-2023,bundesliga
dominik kohr,Mainz 05,1994,30,27,2292,3,0,11,0,17,144,39,2022-2023,bundesliga
randal kolo muani,Eint Frankfurt,1998,32,31,2631,15,11,6,1,97,61,240,2022-2023,bundesliga
timothee kolodziejczak,Schalke 04,1991,1,0,25,0,0,0,0,0,0,0,2022-2023,bundesliga
manu kone,Gladbach,2001,30,30,2608,1,1,12,0,59,166,55,2022-2023,bundesliga
odilon kossounou,Leverkusen,2001,24,17,1523,0,1,3,0,26,77,16,2022-2023,bundesliga
filip kostic,Eint Frankfurt,1992,1,1,74,0,0,1,0,3,4,3,2022-2023,bundesliga
tomas koubek,Augsburg,1992,11,11,990,0,0,0,0,0,0,0,2022-2023,bundesliga
soichiro kozuki,Schalke 04,2000,5,5,379,1,0,1,0,15,10,37,2022-2023,bundesliga
alex kral,Schalke 04,1998,29,26,2357,0,0,3,0,41,100,70,2022-2023,bundesliga
andrej kramaric,Hoffenheim,1991,32,26,2386,12,4,3,0,49,100,191,2022-2023,bundesliga
christoph kramer,Gladbach,1991,29,27,2222,0,0,4,0,26,79,60,2022-2023,bundesliga
tom krau,Schalke 04,2001,32,31,2514,2,0,8,0,35,86,38,2022-2023,bundesliga
max kruse,Wolfsburg,1988,5,2,272,0,0,0,0,4,7,30,2022-2023,bundesliga
lukas kubler,Freiburg,1992,22,19,1639,2,1,1,0,11,57,50,2022-2023,bundesliga
pierre kunde,Bochum,1995,12,3,377,1,0,0,0,6,16,1,2022-2023,bundesliga
alou kuol,Stuttgart,2000,1,0,5,0,0,0,0,0,0,0,2022-2023,bundesliga
daniel kyereh,Freiburg,1996,12,7,559,2,0,2,0,5,11,24,2022-2023,bundesliga
maxence lacroix,Wolfsburg,2000,24,18,1627,1,0,1,0,15,83,4,2022-2023,bundesliga
aissa laidouni,Union Berlin,1996,14,11,871,2,0,4,0,10,40,25,2022-2023,bundesliga
konrad laimer,RB Leipzig,1997,21,17,1468,3,0,8,0,51,93,52,2022-2023,bundesliga
stefan lainer,Gladbach,1992,17,9,817,0,0,2,0,23,45,39,2022-2023,bundesliga
vassilis lambropoulos,Bochum,1990,15,7,627,0,0,2,0,1,26,0,2022-2023,bundesliga
jordan larsson,Schalke 04,1997,11,5,463,0,0,0,0,5,12,29,2022-2023,bundesliga
danny latza,Schalke 04,1989,20,8,853,0,1,2,0,11,33,15,2022-2023,bundesliga
diogo leite,Union Berlin,1999,28,26,2254,0,1,6,1,19,111,14,2022-2023,bundesliga
maxim leitsch,Mainz 05,1998,9,7,663,0,0,0,0,5,25,1,2022-2023,bundesliga
tim lemperle,Köln,2002,12,0,132,0,0,0,0,1,5,16,2022-2023,bundesliga
christopher lenz,Eint Frankfurt,1994,24,13,1290,0,2,1,0,30,63,67,2022-2023,bundesliga
jamie leweling,Union Berlin,2001,16,0,265,1,1,1,0,8,4,24,2022-2023,bundesliga
philipp lienhart,Freiburg,1996,29,27,2498,1,0,3,0,16,79,4,2022-2023,bundesliga
matthijs de ligt,Bayern Munich,1999,31,27,2403,3,1,4,0,17,143,14,2022-2023,bundesliga
dimitris limnios,Köln,1998,2,0,39,0,0,0,0,2,0,7,2022-2023,bundesliga
jesper lindstrm,Eint Frankfurt,2000,27,22,1679,7,2,2,0,65,33,136,2022-2023,bundesliga
dejan ljubicic,Köln,1997,27,20,1710,5,1,3,0,37,65,95,2022-2023,bundesliga
anthony losilla,Bochum,1986,31,31,2720,2,2,6,1,13,93,42,2022-2023,bundesliga
dodi lukebakio,Hertha BSC,1997,32,27,2397,11,3,8,0,96,42,178,2022-2023,bundesliga
