Player,Squad,Born,MP,Starts,Min,Gls,Ast,YellowC,RedC,PrgC,PrgP,PrgR,Season,Competition
cyle larin,Mallorca,1995.0,35,20,1823,3,2,8,0,20,13,103,2023-2024,laliga
juanmi latasa,Getafe,2001.0,32,15,1555,2,0,7,1,7,16,82,2023-2024,laliga
toni lato,Mallorca,1997.0,28,16,1544,0,1,3,0,30,39,110,2023-2024,laliga
lazaro,Almería,2002.0,14,2,285,0,0,0,0,5,6,34,2023-2024,laliga
robin le normand,Real Sociedad,1996.0,29,28,2469,2,0,13,0,21,106,1,2023-2024,laliga
jeremias ledesma,Cádiz,1993.0,34,34,3048,0,0,0,0,0,0,0,2023-2024,laliga
florian lejeune,Rayo Vallecano,1991.0,37,37,3327,3,1,5,0,15,114,4,2023-2024,laliga
stefan lekovic,Villarreal,2004.0,1,0,29,0,0,0,0,0,0,0,2023-2024,laliga
inigo lekue,Athletic Club,1993.0,27,22,2002,0,2,4,0,44,119,35,2023-2024,laliga
thomas lemar,Atlético Madrid,1995.0,3,3,164,0,0,0,0,5,13,9,2023-2024,laliga
alvaro lemos,Las Palmas,1993.0,4,3,251,0,0,1,0,6,17,8,2023-2024,laliga
ruben lendinez,Valencia,2003.0,1,0,11,0,0,0,0,0,0,3,2023-2024,laliga
robert lewandowski,Barcelona,1988.0,35,32,2750,19,8,5,0,43,64,168,2023-2024,laliga
samuel lino,Atlético Madrid,1999.0,34,25,2080,4,5,1,0,131,84,215,2023-2024,laliga
javier llabres,Mallorca,2002.0,16,1,247,1,0,1,0,9,5,30,2023-2024,laliga
marcos llorente,Atlético Madrid,1995.0,37,29,2565,6,4,5,0,71,106,179,2023-2024,laliga
enzo loiodice,Las Palmas,2000.0,34,19,1790,0,1,2,0,27,97,72,2023-2024,laliga
david lopez,Girona,1989.0,25,25,1965,3,0,4,0,15,54,1,2023-2024,laliga
diego lopez,Valencia,2002.0,36,30,2656,3,6,2,0,75,73,180,2023-2024,laliga
fermin lopez,Barcelona,2003.0,31,14,1446,8,0,2,0,42,76,93,2023-2024,laliga
javi lopez,Alavés,2002.0,32,25,2386,1,3,3,0,53,92,120,2023-2024,laliga
unai lopez,Rayo Vallecano,1995.0,35,28,2108,1,2,8,0,32,116,59,2023-2024,laliga
dion lopy,Almería,2002.0,30,23,1916,0,0,5,0,23,90,19,2023-2024,laliga
anthony lozano,Getafe,1993.0,6,0,92,0,0,1,0,0,1,6,2023-2024,laliga
anthony lozano,Almería,1993.0,13,10,772,3,0,1,0,12,16,24,2023-2024,laliga
lucas,Cádiz,2001.0,28,15,1539,1,0,6,0,30,47,65,2023-2024,laliga
jose luis gaya,Valencia,1995.0,24,22,1791,1,2,2,0,41,72,97,2023-2024,laliga
jose luis morales,Villarreal,1987.0,29,8,1048,7,0,0,0,29,17,79,2023-2024,laliga
dodi lukebakio,Sevilla,1997.0,23,12,1125,5,1,0,0,48,26,116,2023-2024,laliga
andriy lunin,Real Madrid,1999.0,21,21,1890,0,0,2,0,0,0,0,2023-2024,laliga
darwin machis,Cádiz,1993.0,21,10,785,4,0,0,1,20,15,54,2023-2024,laliga
pablo maffeo,Mallorca,1997.0,22,17,1454,1,2,3,1,38,41,68,2023-2024,laliga
jon magunazelaia,Real Sociedad,2001.0,5,1,121,0,0,0,0,2,2,10,2023-2024,laliga
nemanja maksimovic,Getafe,1995.0,37,37,3265,4,0,4,0,22,73,35,2023-2024,laliga
giorgi mamardashvili,Valencia,2000.0,37,37,3284,0,0,3,1,0,0,0,2023-2024,laliga
wilson manafa,Granada,1994.0,4,3,240,0,0,1,0,5,4,6,2023-2024,laliga
reinildo mandava,Atlético Madrid,1994.0,16,7,731,2,1,2,0,10,36,17,2023-2024,laliga
aissa mandi,Villarreal,1991.0,16,12,1113,1,0,3,0,6,55,4,2023-2024,laliga
javier manquillo,Celta Vigo,1994.0,12,10,744,0,1,3,0,5,25,16,2023-2024,laliga
faitout maouassa,Granada,1998.0,6,2,229,0,1,0,0,8,6,15,2023-2024,laliga
marcao,Sevilla,1996.0,7,3,355,0,0,2,0,3,12,0,2023-2024,laliga
oscar de marcos,Athletic Club,1989.0,28,26,2258,1,5,5,0,51,143,125,2023-2024,laliga
alberto mari,Valencia,2001.0,16,2,276,1,1,0,0,2,6,13,2023-2024,laliga
jose mari,Cádiz,1987.0,3,0,14,0,0,1,0,0,1,1,2023-2024,laliga
jose maria gimenez,Atlético Madrid,1995.0,22,14,1326,0,0,5,0,2,26,1,2023-2024,laliga
mariano,Sevilla,1993.0,9,2,244,0,0,1,0,3,6,17,2023-2024,laliga
rafa marin,Alavés,2002.0,33,27,2443,0,0,6,0,13,77,6,2023-2024,laliga
diego marino,Almería,1990.0,1,1,90,0,0,0,0,0,0,0,2023-2024,laliga
mika marmol,Las Palmas,2001.0,36,36,3178,0,1,6,1,36,142,13,2023-2024,laliga
unai marrero,Real Sociedad,2001.0,2,1,142,0,0,0,0,0,0,0,2023-2024,laliga
roger marti,Cádiz,1991.0,23,18,1359,2,3,3,0,7,19,64,2023-2024,laliga
ivan martin,Girona,1999.0,36,33,2729,5,4,5,0,84,143,109,2023-2024,laliga
jon martin,Real Sociedad,2006.0,1,0,24,0,0,0,0,0,0,0,2023-2024,laliga
mario martin,Real Madrid,2004.0,2,0,18,0,0,0,0,0,0,1,2023-2024,laliga
arnau martinez,Girona,2003.0,21,14,1241,0,2,5,0,29,68,16,2023-2024,laliga
inigo martinez,Barcelona,1991.0,20,13,1296,0,0,5,0,33,97,5,2023-2024,laliga
marc martinez,Granada,1990.0,3,3,270,0,0,0,0,0,0,0,2023-2024,laliga
marvin,Las Palmas,2000.0,31,17,1855,0,2,5,0,60,36,177,2023-2024,laliga
omar mascarell,Mallorca,1993.0,29,18,1571,0,0,8,1,12,67,11,2023-2024,laliga
jaime mata,Getafe,1988.0,35,22,1787,5,1,10,1,16,19,138,2023-2024,laliga
luis maximiano,Almería,1999.0,33,33,2970,0,0,1,0,0,0,0,2023-2024,laliga
borja mayoral,Getafe,1997.0,27,25,2153,15,1,2,0,27,67,100,2023-2024,laliga
mamadou mbaye,Cádiz,1998.0,4,2,288,0,0,2,0,0,4,0,2023-2024,laliga
hannibal mejbri,Sevilla,2003.0,6,1,104,0,0,2,0,1,5,6,2023-2024,laliga
oscar melendo,Granada,1997.0,26,15,1122,0,0,2,0,21,38,33,2023-2024,laliga
gonzalo melero,Almería,1994.0,28,10,1103,1,1,3,0,23,49,33,2023-2024,laliga
memphis,Atlético Madrid,1994.0,23,9,893,5,1,2,0,16,27,82,2023-2024,laliga
houboulang mendes,Almería,1998.0,7,4,396,0,0,0,0,5,9,6,2023-2024,laliga
tomas mendes,Alavés,2004.0,1,0,6,0,0,0,0,0,0,0,2023-2024,laliga
brais mendez,Real Sociedad,1997.0,32,27,2413,5,6,7,0,45,128,121,2023-2024,laliga
bruno mendez,Granada,1999.0,17,15,1333,2,0,4,0,8,47,14,2023-2024,laliga
diego mendez,Rayo Vallecano,2003.0,1,0,5,0,0,0,0,1,1,0,2023-2024,laliga
ferland mendy,Real Madrid,1995.0,23,21,1720,0,0,5,0,19,84,96,2023-2024,laliga
jorge mere,Cádiz,1997.0,10,8,673,0,0,0,0,2,15,0,2023-2024,laliga
mikel merino,Real Sociedad,1996.0,32,27,2482,5,3,10,0,26,163,99,2023-2024,laliga
omenuke mfulu,Las Palmas,1994.0,5,1,82,0,0,1,0,1,1,0,2023-2024,laliga
miguel,Alavés,1999.0,3,1,65,0,0,0,0,1,0,3,2023-2024,laliga
eder militao,Real Madrid,1998.0,10,6,496,0,0,0,0,7,15,2,2023-2024,laliga
luis milla,Getafe,1994.0,27,25,2115,0,1,6,0,31,121,35,2023-2024,laliga
marko milovanovic,Almería,2003.0,11,2,308,1,0,0,0,2,3,13,2023-2024,laliga
oscar mingueza,Celta Vigo,1999.0,38,33,2998,2,2,4,0,74,170,134,2023-2024,laliga
ignasi miquel,Granada,1992.0,34,33,2992,1,1,5,0,8,83,8,2023-2024,laliga
rafa mir,Sevilla,1997.0,15,3,391,2,0,1,0,3,2,16,2023-2024,laliga
juan miranda,Betis,2000.0,25,21,1858,1,1,8,0,35,103,95,2023-2024,laliga
stefan mitrovic,Getafe,1990.0,11,9,699,1,0,3,0,4,19,2,2023-2024,laliga
luka modric,Real Madrid,1985.0,32,18,1688,2,6,2,0,53,196,85,2023-2024,laliga
johan mojica,Osasuna,1992.0,30,22,2041,0,3,1,0,57,82,117,2023-2024,laliga
alberto moleiro,Las Palmas,2003.0,28,21,1803,3,3,1,0,86,87,184,2023-2024,laliga
nahuel molina,Atlético Madrid,1998.0,30,19,1852,2,3,4,1,47,68,170,2023-2024,laliga
jon moncayola,Osasuna,1998.0,33,21,1800,1,3,2,1,14,99,46,2023-2024,laliga
cesar montes,Almería,1997.0,21,21,1788,0,0,5,0,7,52,2,2023-2024,laliga
alvaro morata,Atlético Madrid,1992.0,32,21,1904,15,3,4,1,22,20,88,2023-2024,laliga
alberto moreno,Villarreal,1992.0,27,17,1484,2,2,5,2,26,55,79,2023-2024,laliga
gerard moreno,Villarreal,1992.0,30,28,2215,10,6,0,0,48,155,199,2023-2024,laliga
jorge moreno,Osasuna,2001.0,1,0,15,0,0,0,0,0,0,0,2023-2024,laliga
ilaix moriba,Getafe,2003.0,14,8,605,0,2,5,1,8,21,19,2023-2024,laliga
manu morlanes,Mallorca,1999.0,35,16,1615,0,2,2,0,29,104,31,2023-2024,laliga
cristhian mosquera,Valencia,2004.0,36,33,3075,0,0,2,0,14,77,4,2023-2024,laliga
yerson mosquera,Villarreal,2001.0,16,14,1229,2,1,4,0,8,36,12,2023-2024,laliga
abdul mumin,Rayo Vallecano,1998.0,20,19,1694,1,0,5,1,6,38,4,2023-2024,laliga
iker muniain,Athletic Club,1992.0,20,5,594,2,0,1,0,18,43,50,2023-2024,laliga
aihen munoz,Real Sociedad,1997.0,21,11,1127,0,2,2,0,24,39,23,2023-2024,laliga
iker munoz,Osasuna,2002.0,28,20,1854,4,0,5,0,17,80,23,2023-2024,laliga
javier munoz,Las Palmas,1995.0,37,30,2640,2,3,6,0,33,122,126,2023-2024,laliga
vedat muriqi,Mallorca,1994.0,29,25,2327,7,2,5,0,20,40,134,2023-2024,laliga
nacho,Real Madrid,1990.0,29,18,1746,0,1,4,2,13,55,9,2023-2024,laliga
matija nastasic,Mallorca,1993.0,26,25,2258,2,0,8,0,11,64,4,2023-2024,laliga
roberto navarro,Cádiz,2002.0,28,24,1888,1,1,0,1,81,70,119,2023-2024,laliga
jesus navas,Sevilla,1985.0,29,25,2003,0,2,6,1,54,103,141,2023-2024,laliga
alvaro negredo,Cádiz,1985.0,7,0,54,0,0,0,0,0,0,0,2023-2024,laliga
carlos neva,Granada,1996.0,36,36,3146,0,2,4,0,43,111,98,2023-2024,laliga
tanguy nianzou,Sevilla,2002.0,8,3,318,0,0,3,0,2,14,1,2023-2024,laliga
saul niguez,Atlético Madrid,1994.0,34,14,1374,1,4,10,1,21,34,43,2023-2024,laliga
peru nolaskoain,Athletic Club,1998.0,2,0,10,0,0,0,0,0,0,0,2023-2024,laliga
randy nteka,Rayo Vallecano,1997.0,16,3,572,1,1,3,0,12,15,35,2023-2024,laliga
unai nunez,Celta Vigo,1997.0,34,31,2801,1,0,4,0,10,106,2,2023-2024,laliga
rjan nyland,Sevilla,1990.0,24,24,2160,0,0,1,0,0,0,1,2023-2024,laliga
jan oblak,Atlético Madrid,1993.0,38,38,3420,0,0,1,0,0,0,0,2023-2024,laliga
brian ocampo,Cádiz,1999.0,13,1,248,1,0,2,0,18,9,25,2023-2024,laliga
lucas ocampos,Sevilla,1994.0,35,34,2871,4,3,8,0,117,124,265,2023-2024,laliga
alvaro odriozola,Real Sociedad,1995.0,9,6,393,0,0,0,0,14,8,12,2023-2024,laliga
aingeru olabarrieta,Athletic Club,2005.0,1,0,9,0,0,0,0,1,0,0,2023-2024,laliga
olasagasti,Real Sociedad,2000.0,14,2,360,0,0,3,0,8,13,12,2023-2024,laliga
samu omorodion,Alavés,2004.0,34,21,1918,8,1,6,0,30,18,100,2023-2024,laliga
samu omorodion,Granada,2004.0,1,1,80,1,0,0,0,0,0,3,2023-2024,laliga
aimar oroz,Osasuna,2001.0,33,26,2339,2,1,3,0,52,103,126,2023-2024,laliga
eneko ortiz,Alavés,2003.0,1,0,14,0,0,0,0,1,1,1,2023-2024,laliga
asier osambela,Osasuna,2004.0,1,0,9,0,0,0,0,0,0,1,2023-2024,laliga
milutin osmajic,Cádiz,1999.0,1,0,5,0,0,0,0,0,0,0,2023-2024,laliga
aiham ousou,Cádiz,2000.0,6,5,430,0,0,0,0,2,7,0,2023-2024,laliga
jesus owono,Alavés,2001.0,4,4,360,0,0,1,0,0,0,0,2023-2024,laliga
mikel oyarzabal,Real Sociedad,1997.0,33,23,2156,9,3,3,0,27,39,126,2023-2024,laliga
cenk ozkacar,Valencia,2000.0,23,18,1598,0,0,3,0,17,56,5,2023-2024,laliga
jon pacheco,Real Sociedad,2001.0,23,16,1526,1,1,8,0,9,53,1,2023-2024,laliga
isaac palazon camacho,Rayo Vallecano,1994.0,37,34,2791,4,1,8,0,40,128,152,2023-2024,laliga
joaquin panichelli,Alavés,2002.0,8,2,226,0,0,0,0,3,6,10,2023-2024,laliga
sokratis papastathopoulos,Betis,1988.0,15,12,1136,0,0,6,0,1,13,1,2023-2024,laliga
victor parada,Alavés,2002.0,2,0,3,0,0,0,0,0,0,0,2023-2024,laliga
aitor paredes,Athletic Club,2000.0,34,31,2704,1,0,9,1,6,107,1,2023-2024,laliga
daniel parejo,Villarreal,1989.0,33,29,2580,3,5,4,0,11,210,28,2023-2024,laliga
pascu,Villarreal,2003.0,1,0,14,0,0,0,0,0,2,1,2023-2024,laliga
gabriel paulista,Atlético Madrid,1990.0,5,5,405,0,0,1,0,1,7,0,2023-2024,laliga
gabriel paulista,Valencia,1990.0,18,16,1398,0,0,6,1,2,33,2,2023-2024,laliga
nicolas paz,Real Madrid,2004.0,4,0,23,0,0,0,0,3,6,2,2023-2024,laliga
alfonso pedraza,Villarreal,1996.0,19,14,1116,1,3,4,1,56,31,97,2023-2024,laliga
pedri,Barcelona,2002.0,24,16,1476,4,2,3,0,41,136,81,2023-2024,laliga
adria pedrosa,Sevilla,1998.0,31,15,1753,1,4,1,0,46,61,109,2023-2024,laliga
pejino,Las Palmas,1996.0,17,6,504,2,0,1,0,17,20,66,2023-2024,laliga
facundo pellistri,Granada,2001.0,15,14,1232,2,1,2,1,33,22,96,2023-2024,laliga
inaki pena,Barcelona,1999.0,10,10,900,0,0,0,0,0,0,0,2023-2024,laliga
marcos pena,Almería,2005.0,7,4,441,0,0,3,0,0,10,0,2023-2024,laliga
ruben pena,Osasuna,1991.0,29,26,2088,0,2,3,0,62,78,147,2023-2024,laliga
alberto perea,Granada,1990.0,2,0,2,0,0,0,0,0,2,1,2023-2024,laliga
ayoze perez,Betis,1993.0,31,29,2294,9,1,4,0,90,80,175,2023-2024,laliga
carles perez,Celta Vigo,1998.0,16,7,772,1,1,3,0,34,18,66,2023-2024,laliga
francisco perez,Valencia,2002.0,32,27,2049,1,4,4,0,59,41,145,2023-2024,laliga
kike perez,Rayo Vallecano,1997.0,24,9,835,1,0,7,0,17,47,42,2023-2024,laliga
maximo perrone,Las Palmas,2003.0,29,20,1623,0,0,6,0,12,78,22,2023-2024,laliga
njegos petrovic,Granada,1999.0,10,0,157,0,0,0,0,3,8,3,2023-2024,laliga
german pezzella,Betis,1991.0,32,32,2767,1,0,7,0,5,64,1,2023-2024,laliga
kamil piatkowski,Granada,2000.0,9,6,505,0,0,1,1,2,10,0,2023-2024,laliga
yeremi pino,Villarreal,2002.0,7,7,475,0,0,4,0,11,10,49,2023-2024,laliga
portu,Getafe,1992.0,3,0,97,0,0,1,0,3,3,3,2023-2024,laliga
portu,Girona,1992.0,33,11,1188,7,5,3,0,32,32,96,2023-2024,laliga
jose pozo,Rayo Vallecano,1996.0,2,0,19,0,0,0,0,0,1,2,2023-2024,laliga
alejandro pozo pozo,Almería,1999.0,21,9,976,0,0,3,0,22,44,62,2023-2024,laliga
benat prados,Athletic Club,2001.0,26,16,1449,0,0,1,0,23,87,30,2023-2024,laliga
abdon prats,Mallorca,1992.0,34,11,1270,6,1,4,0,9,26,49,2023-2024,laliga
marc pubill,Almería,2003.0,23,22,1883,1,3,2,0,59,36,85,2023-2024,laliga
antonio puertas,Granada,1992.0,27,6,730,0,2,3,1,18,22,46,2023-2024,laliga
arnau puigmal,Almería,2001.0,11,3,255,0,0,3,0,4,8,17,2023-2024,laliga
nemanja radonjic,Mallorca,1996.0,11,4,353,0,0,0,0,23,12,43,2023-2024,laliga
aleksandar radovanovic,Almería,1993.0,9,8,569,0,0,2,0,0,5,1,2023-2024,laliga
abdellah raihani,Atlético Madrid,2004.0,1,0,10,0,0,0,0,0,0,1,2023-2024,laliga
antonio raillo,Mallorca,1991.0,26,25,2195,3,2,6,1,24,80,4,2023-2024,laliga
predrag rajkovic,Mallorca,1995.0,36,36,3240,0,0,2,0,0,0,0,2023-2024,laliga
ivan rakitic,Sevilla,1988.0,18,16,1425,2,1,6,0,24,127,52,2023-2024,laliga
largie ramazani,Almería,2001.0,29,16,1555,3,5,11,2,59,42,104,2023-2024,laliga
benito ramirez,Las Palmas,1995.0,20,2,384,1,1,0,0,13,5,46,2023-2024,laliga
sandro ramirez,Las Palmas,1995.0,27,21,1808,1,3,3,0,61,54,209,2023-2024,laliga
chris ramos,Cádiz,1997.0,37,30,2612,5,1,5,0,31,28,102,2023-2024,laliga
sergio ramos,Sevilla,1986.0,28,28,2517,3,0,7,1,11,81,5,2023-2024,laliga
raphinha,Barcelona,1996.0,28,17,1368,6,9,4,1,49,57,164,2023-2024,laliga
andrei ratiu,Rayo Vallecano,1998.0,12,6,630,0,0,1,0,28,19,25,2023-2024,laliga
raul,Osasuna,2000.0,35,13,1355,6,1,4,0,16,22,68,2023-2024,laliga
abderrahman rebbach,Alavés,1998.0,23,6,722,1,0,1,0,34,14,78,2023-2024,laliga
pepe reina,Villarreal,1982.0,2,2,180,0,0,2,1,0,0,0,2023-2024,laliga
alex remiro,Real Sociedad,1995.0,37,37,3275,0,0,3,1,0,1,0,2023-2024,laliga
chadi riad,Betis,2003.0,26,24,2164,0,0,1,0,4,34,1,2023-2024,laliga
diego rico,Getafe,1993.0,32,28,2535,0,7,10,0,28,119,79,2023-2024,laliga
luis rioja,Alavés,1993.0,37,31,2498,5,4,4,0,70,77,173,2023-2024,laliga
rodrigo riquelme,Atlético Madrid,2000.0,34,17,1528,3,5,1,0,87,53,166,2023-2024,laliga
alberto risco,Getafe,2005.0,4,1,137,0,0,0,0,3,6,14,2023-2024,laliga
mihailo ristic,Celta Vigo,1995.0,12,9,808,0,0,2,0,24,30,42,2023-2024,laliga
gorka rivera alonso,Getafe,2004.0,1,0,3,0,0,0,0,0,0,0,2023-2024,laliga
sergi roberto,Barcelona,1992.0,14,10,860,3,2,4,0,13,50,33,2023-2024,laliga
lucas robertone,Almería,1997.0,33,29,2381,0,5,11,0,31,128,37,2023-2024,laliga
marc roca,Betis,1996.0,26,24,1980,2,2,5,0,24,126,20,2023-2024,laliga
sergio rodelas,Granada,2004.0,3,2,122,0,1,0,0,3,1,5,2023-2024,laliga
rodri,Betis,2000.0,29,9,1051,0,0,0,0,49,65,116,2023-2024,laliga
alvaro rodriguez,Real Madrid,2004.0,1,0,1,0,0,0,0,0,0,0,2023-2024,laliga
oscar rodriguez arnaiz,Getafe,1998.0,24,9,967,2,1,9,0,13,52,48,2023-2024,laliga
damian rodriguez,Celta Vigo,2003.0,5,3,258,0,2,1,0,2,9,4,2023-2024,laliga
dani rodriguez,Mallorca,1988.0,36,31,2615,2,4,9,0,54,118,110,2023-2024,laliga
guido rodriguez,Betis,1994.0,24,22,1846,2,0,6,0,8,65,18,2023-2024,laliga
kirian rodriguez,Las Palmas,1996.0,37,36,3211,6,2,8,0,46,296,78,2023-2024,laliga
miguel rodriguez,Celta Vigo,2003.0,15,2,300,0,0,2,0,14,8,35,2023-2024,laliga
rodrygo,Real Madrid,2001.0,34,28,2380,10,5,2,0,159,90,301,2023-2024,laliga
carlos romero,Villarreal,2001.0,7,2,262,0,0,1,0,6,6,21,2023-2024,laliga
isaac romero,Sevilla,2000.0,14,14,1039,4,4,2,0,31,16,64,2023-2024,laliga
luka romero,Almería,2004.0,13,5,438,3,0,2,0,11,14,20,2023-2024,laliga
oriol romeu,Barcelona,1991.0,28,11,936,0,1,4,0,12,66,4,2023-2024,laliga
unai ropero,Alavés,2001.0,1,0,5,0,0,0,0,0,0,0,2023-2024,laliga
vitor roque,Barcelona,2005.0,14,2,328,2,0,4,1,12,2,26,2023-2024,laliga
antonio rudiger,Real Madrid,1993.0,33,30,2709,1,0,7,0,17,88,1,2023-2024,laliga
javier rueda garcia,Celta Vigo,2002.0,1,0,20,0,0,0,0,0,1,2,2023-2024,laliga
aitor ruibal,Betis,1996.0,18,11,1017,2,1,5,0,22,54,50,2023-2024,laliga
sergio ruiz,Granada,1994.0,35,30,2494,0,4,9,0,34,113,23,2023-2024,laliga
youssouf sabaly,Betis,1993.0,12,12,1046,0,1,2,0,31,47,43,2023-2024,laliga
umar sadiq,Real Sociedad,1997.0,26,12,1077,3,1,4,0,18,13,74,2023-2024,laliga
pablo saenz,Granada,2001.0,1,0,19,0,0,0,0,0,2,0,2023-2024,laliga
kike salas,Sevilla,2002.0,23,19,1605,3,0,10,0,11,61,16,2023-2024,laliga
salvi,Rayo Vallecano,1991.0,1,0,28,0,0,0,0,2,0,2,2023-2024,laliga
diadie samassekou,Cádiz,1996.0,4,0,92,0,0,0,0,2,7,1,2023-2024,laliga
fede san emeterio,Cádiz,1997.0,4,3,152,1,0,1,1,0,4,0,2023-2024,laliga
oihan sancet,Athletic Club,2000.0,30,25,1975,4,5,5,2,76,121,157,2023-2024,laliga
ricard sanchez,Granada,2000.0,33,25,2295,3,0,8,0,49,84,103,2023-2024,laliga
antonio sanchez,Mallorca,1997.0,29,21,1452,3,1,3,0,35,57,61,2023-2024,laliga
juanlu sanchez,Sevilla,2003.0,26,11,1181,0,2,2,0,42,50,112,2023-2024,laliga
manu sanchez,Celta Vigo,2000.0,26,20,1775,0,5,3,0,41,74,67,2023-2024,laliga
jesus santiago,Getafe,2004.0,14,8,656,1,0,4,0,5,15,12,2023-2024,laliga
paco sanz,Almería,2004.0,1,0,24,0,0,0,0,0,0,0,2023-2024,laliga
stefan savic,Atlético Madrid,1991.0,23,19,1630,0,0,7,1,14,66,2,2023-2024,laliga
savio,Girona,2004.0,37,35,2976,9,10,5,0,181,93,372,2023-2024,laliga
aleksandar sedlar,Alavés,1991.0,11,11,946,1,0,2,0,6,26,1,2023-2024,laliga
andre silva,Real Sociedad,1995.0,19,9,729,3,0,1,0,5,7,44,2023-2024,laliga
rui silva,Betis,1994.0,28,28,2475,0,0,4,0,0,1,1,2023-2024,laliga
giuliano simeone,Alavés,2002.0,14,6,630,1,2,1,0,25,24,47,2023-2024,laliga
unai simon,Athletic Club,1997.0,36,36,3182,0,0,2,0,0,0,0,2023-2024,laliga
daley sinkgraven,Las Palmas,1995.0,10,6,374,0,0,0,1,3,17,8,2023-2024,laliga
jailson siqueira,Celta Vigo,1995.0,14,9,897,0,1,1,0,16,38,8,2023-2024,laliga
antonio sivera,Alavés,1996.0,34,34,3060,0,0,3,0,0,0,0,2023-2024,laliga
ruben sobrino,Cádiz,1992.0,32,18,1646,0,1,8,1,27,34,78,2023-2024,laliga
alex sola,Alavés,1999.0,29,14,1262,0,3,2,0,40,42,103,2023-2024,laliga
alex sola,Real Sociedad,1999.0,2,0,30,0,0,0,0,1,1,0,2023-2024,laliga
jhon solis,Girona,2004.0,18,2,384,0,0,0,0,9,22,13,2023-2024,laliga
david soria,Getafe,1993.0,38,38,3413,0,0,3,0,0,0,0,2023-2024,laliga
alberto soro,Granada,1999.0,1,0,8,0,0,0,0,0,0,0,2023-2024,laliga
hugo sotelo,Celta Vigo,2003.0,17,8,721,0,1,1,0,16,55,13,2023-2024,laliga
boubakary soumare,Sevilla,1999.0,28,26,2286,0,1,10,0,29,102,22,2023-2024,laliga
djibril sow,Sevilla,1997.0,24,18,1460,1,1,6,0,25,73,45,2023-2024,laliga
caglar soyuncu,Atlético Madrid,1996.0,6,1,114,0,0,0,1,2,6,0,2023-2024,laliga
carl starfelt,Celta Vigo,1995.0,27,26,2216,1,0,4,0,5,38,1,2023-2024,laliga
jrgen strand larsen,Celta Vigo,2000.0,37,36,2863,13,3,5,0,33,25,183,2023-2024,laliga
cristhian stuani,Girona,1986.0,31,5,804,9,3,6,0,3,5,24,2023-2024,laliga
alex suarez,Las Palmas,1993.0,32,30,2562,2,0,7,0,12,109,15,2023-2024,laliga
damian suarez,Getafe,1988.0,16,15,1299,0,2,7,1,20,58,47,2023-2024,laliga
denis suarez,Villarreal,1994.0,4,1,133,0,0,0,0,4,13,7,2023-2024,laliga
suso,Sevilla,1993.0,29,15,1517,1,4,5,1,41,110,109,2023-2024,laliga
max svensson,Osasuna,,1,0,3,0,0,0,0,0,0,0,2023-2024,laliga
williot swedberg,Celta Vigo,2004.0,15,4,439,5,0,1,0,7,6,26,2023-2024,laliga
mamadou sylla,Alavés,1994.0,2,0,18,0,0,0,0,0,1,1,2023-2024,laliga
alexander srloth,Villarreal,1995.0,34,30,2489,23,6,3,0,48,40,159,2023-2024,laliga
yassin tallal,Getafe,2005.0,1,0,3,0,0,0,0,1,0,1,2023-2024,laliga
renato tapia,Celta Vigo,1995.0,21,15,1337,0,0,5,1,9,61,14,2023-2024,laliga
cesar tarrega,Valencia,2002.0,1,0,8,0,0,0,0,0,0,0,2023-2024,laliga
marciano tchami,Almería,2004.0,6,0,43,0,0,0,0,1,1,3,2023-2024,laliga
aurelien tchouameni,Real Madrid,2000.0,27,22,1987,3,1,7,0,28,111,15,2023-2024,laliga
nahuel tenaglia,Alavés,1996.0,25,11,1141,1,0,5,0,17,45,24,2023-2024,laliga
marcandre ter stegen,Barcelona,1992.0,28,28,2520,0,0,3,0,0,1,0,2023-2024,laliga
ramon terrats,Villarreal,2000.0,19,6,785,0,2,4,0,19,38,54,2023-2024,laliga
kieran tierney,Real Sociedad,1997.0,20,14,1238,0,2,1,0,22,77,39,2023-2024,laliga
raul de tomas,Rayo Vallecano,1994.0,25,15,1272,1,2,5,0,11,23,73,2023-2024,laliga
pablo torre,Girona,2003.0,26,4,701,0,2,1,0,25,65,40,2023-2024,laliga
raul torrente,Granada,2001.0,17,14,1250,0,0,4,0,4,33,2,2023-2024,laliga
ferran torres,Barcelona,2000.0,29,12,1211,7,2,2,0,30,44,113,2023-2024,laliga
oliver torres,Sevilla,1994.0,27,18,1616,0,1,3,0,40,96,110,2023-2024,laliga
lucas torro,Osasuna,1994.0,28,21,1788,1,0,5,0,3,60,15,2023-2024,laliga
bertrand traore,Villarreal,1995.0,11,6,568,1,0,4,0,29,30,63,2023-2024,laliga
hamari traore,Real Sociedad,1992.0,31,27,2292,0,2,7,0,49,129,83,2023-2024,laliga
oscar trejo,Rayo Vallecano,1988.0,31,19,1380,0,0,4,1,28,124,81,2023-2024,laliga
manu trigueros,Villarreal,1991.0,14,2,309,0,0,0,0,7,20,13,2023-2024,laliga
viktor tsyhankov,Girona,1997.0,30,26,2052,8,7,0,0,65,89,226,2023-2024,laliga
benat turrientes,Real Sociedad,2002.0,29,19,1687,0,1,4,0,26,51,31,2023-2024,laliga
enes unal,Getafe,1997.0,3,1,140,0,1,0,0,2,1,7,2023-2024,laliga
myrto uzuni,Granada,1995.0,34,28,2448,11,1,3,0,21,18,90,2023-2024,laliga
