Player,Squad,Born,MP,Starts,Min,Gls,Ast,YellowC,RedC,PrgC,PrgP,PrgR,Season,Competition
eliesse ben seghir,Monaco,2005.0,33,19,1750,6,3,0,0,85,122,170,2024-2025,ligue1
ismael bennacer,Marseille,1997.0,12,8,646,0,2,2,0,14,72,8,2024-2025,ligue1
said benrahma,Lyon,1995.0,13,9,735,1,3,0,0,41,32,109,2024-2025,ligue1
nabil bentaleb,Lille,1994.0,10,3,329,1,0,0,0,2,23,5,2024-2025,ligue1
lucas beraldo,Paris S-G,2003.0,25,22,2011,1,0,6,0,9,131,0,2024-2025,ligue1
maxime bernauer,Saint-Étienne,1998.0,11,9,763,0,0,4,1,7,41,0,2024-2025,ligue1
dimitry bertaud,Montpellier,1998.0,4,4,360,0,0,0,0,0,0,0,2024-2025,ligue1
mika biereth,Monaco,2003.0,16,16,1228,13,2,0,0,14,24,110,2024-2025,ligue1
emmanuel biumla,Angers,2005.0,17,15,1336,1,0,2,0,3,16,0,2024-2025,ligue1
marco bizot,Brest,1991.0,32,32,2880,0,0,4,0,0,1,0,2024-2025,ligue1
ludovic blas,Rennes,1997.0,29,26,2293,6,8,6,0,83,116,184,2024-2025,ligue1
augustine boakye,Saint-Étienne,2000.0,17,8,733,3,0,5,0,25,35,60,2024-2025,ligue1
matheo bodmer,Le Havre,2004.0,1,0,6,0,0,0,0,0,0,0,2024-2025,ligue1
jeremie boga,Nice,1997.0,21,12,1054,1,2,0,0,64,39,75,2024-2025,ligue1
moise bombito,Nice,2000.0,27,25,2192,0,0,3,1,27,97,10,2024-2025,ligue1
saimon bouabre,Monaco,2006.0,3,1,97,0,0,0,0,3,2,5,2024-2025,ligue1
ayyoub bouaddi,Lille,2007.0,24,11,1151,0,1,2,0,11,37,26,2024-2025,ligue1
badredine bouanani,Nice,2004.0,26,11,1099,3,3,2,0,47,44,93,2024-2025,ligue1
benjamin bouchouari,Saint-Étienne,2001.0,25,20,1772,1,0,6,0,48,133,54,2024-2025,ligue1
hicham boudaoui,Nice,1999.0,29,27,2435,2,3,9,0,54,124,75,2024-2025,ligue1
justin bourgault,Brest,2005.0,2,2,122,1,0,0,0,2,4,12,2024-2025,ligue1
benjamin bourigeaud,Rennes,1994.0,1,1,80,1,0,0,0,0,4,4,2024-2025,ligue1
bilal brahimi,Nice,2000.0,2,1,76,0,0,0,0,3,4,10,2024-2025,ligue1
lilian brassier,Marseille,1999.0,12,9,779,0,0,3,0,11,40,8,2024-2025,ligue1
lilian brassier,Rennes,1999.0,14,14,1234,1,1,1,0,21,75,11,2024-2025,ligue1
anthony briancon,Saint-Étienne,1994.0,1,0,1,0,0,0,0,0,0,0,2024-2025,ligue1
aurelio buta,Reims,1997.0,27,24,1970,0,1,5,0,28,83,64,2024-2025,ligue1
marcin buka,Nice,1999.0,34,34,3060,0,0,0,0,0,2,0,2024-2025,ligue1
remy cabella,Lille,1990.0,23,12,1011,1,2,1,0,45,77,130,2024-2025,ligue1
mathieu cafaro,Saint-Étienne,1997.0,15,9,732,1,0,3,1,19,16,51,2024-2025,ligue1
duje caletacar,Lyon,1996.0,19,17,1584,1,0,8,0,4,46,0,2024-2025,ligue1
issiaga camara,Nice,2005.0,4,0,20,0,0,0,0,1,2,1,2024-2025,ligue1
lamine camara,Monaco,2004.0,29,25,2054,2,7,10,1,25,141,46,2024-2025,ligue1
mahdi camara,Brest,1998.0,34,31,2659,5,3,5,0,58,111,112,2024-2025,ligue1
ousmane camara,Angers,2003.0,3,3,252,0,0,1,0,0,3,0,2024-2025,ligue1
axel camblan,Brest,2003.0,2,0,26,0,0,0,0,2,2,1,2024-2025,ligue1
jaydee canvot,Toulouse,2006.0,18,12,1106,0,0,2,0,9,41,0,2024-2025,ligue1
pierrick capelle,Angers,1987.0,16,3,483,0,0,4,0,10,22,17,2024-2025,ligue1
gabin capuano,Lens,2006.0,1,0,11,0,0,0,0,0,0,1,2024-2025,ligue1
maxence caqueret,Lyon,2000.0,9,6,573,0,0,1,0,14,50,15,2024-2025,ligue1
simon cara,Montpellier,2005.0,2,0,9,0,0,0,0,0,0,1,2024-2025,ligue1
valentin carboni,Marseille,2005.0,4,1,103,0,0,1,0,4,4,8,2024-2025,ligue1
irvin cardona,Saint-Étienne,1997.0,15,13,1063,5,3,2,0,30,32,135,2024-2025,ligue1
patrik carlgren,Nantes,1992.0,5,4,417,0,0,0,0,0,0,0,2024-2025,ligue1
josue casimir,Le Havre,2001.0,27,23,1997,4,4,5,0,71,41,151,2024-2025,ligue1
cristian casseres jr,Toulouse,2000.0,32,31,2696,1,3,11,0,31,128,46,2024-2025,ligue1
jeancharles castelletto,Nantes,1995.0,30,30,2620,0,0,5,1,21,87,19,2024-2025,ligue1
enzo caumont,Angers,2004.0,2,0,34,0,0,1,0,0,1,0,2024-2025,ligue1
fabien centonze,Nantes,1996.0,7,3,265,0,0,0,0,10,15,31,2024-2025,ligue1
brendan chardonnet,Brest,1994.0,27,27,2416,1,0,6,0,7,51,5,2024-2025,ligue1
jhoanner chavez,Lens,2002.0,10,7,596,1,0,1,0,14,9,36,2024-2025,ligue1
theo chennahi,Montpellier,2005.0,4,2,181,0,0,2,0,1,0,3,2024-2025,ligue1
sidiki cherif,Angers,2006.0,7,3,324,0,0,0,0,8,3,16,2024-2025,ligue1
rayan cherki,Lyon,2003.0,30,22,2041,8,11,3,0,106,206,184,2024-2025,ligue1
lucas chevalier,Lille,2001.0,34,34,3060,0,0,0,0,0,1,0,2024-2025,ligue1
pedro chirivella,Nantes,1997.0,30,28,2348,0,2,6,0,16,170,25,2024-2025,ligue1
joris chotard,Montpellier,2001.0,26,23,1892,1,0,5,0,20,80,35,2024-2025,ligue1
djaoui cisse,Rennes,2004.0,14,14,1121,1,0,4,0,16,84,14,2024-2025,ligue1
yoann cisse,Auxerre,2004.0,2,0,5,0,0,0,0,0,0,2,2024-2025,ligue1
jonathan clauss,Nice,1992.0,28,27,2303,3,8,7,0,53,105,160,2024-2025,ligue1
marcus coco,Nantes,1996.0,20,10,951,0,1,3,2,12,34,40,2024-2025,ligue1
alois confais,Le Havre,1996.0,1,0,3,0,0,0,0,0,0,0,2024-2025,ligue1
francis coquelin,Nantes,1991.0,6,3,224,1,1,1,0,3,8,2,2024-2025,ligue1
derek cornelius,Marseille,1997.0,21,17,1420,0,0,9,2,10,68,11,2024-2025,ligue1
pierre cornud,Saint-Étienne,1996.0,11,7,576,0,0,2,0,11,19,17,2024-2025,ligue1
david costa,Lens,2001.0,11,3,352,0,0,0,1,14,24,20,2024-2025,ligue1
logan costa,Toulouse,2001.0,1,1,90,0,0,0,0,1,4,1,2024-2025,ligue1
gregoire coudert,Brest,1999.0,2,2,180,0,0,0,0,0,0,0,2024-2025,ligue1
lasso coulibaly,Auxerre,2002.0,3,0,45,1,0,0,0,0,0,4,2024-2025,ligue1
mamadou coulibaly,Monaco,2004.0,1,0,8,0,0,0,0,0,0,1,2024-2025,ligue1
soumaila coulibaly,Brest,2003.0,7,5,438,0,0,1,0,1,16,0,2024-2025,ligue1
tanguy coulibaly,Montpellier,2001.0,25,17,1485,3,0,4,2,48,20,97,2024-2025,ligue1
marius courcoul,Angers,2007.0,8,3,309,0,0,0,0,5,7,7,2024-2025,ligue1
nicolas cozza,Nantes,1999.0,27,23,2051,1,0,3,1,25,64,56,2024-2025,ligue1
charlie cresswell,Toulouse,2002.0,31,29,2592,3,1,5,0,8,69,13,2024-2025,ligue1
kevin danois,Auxerre,2004.0,22,16,1460,0,0,1,0,19,95,50,2024-2025,ligue1
kevin danso,Lens,1998.0,12,12,1080,0,0,3,0,9,52,1,2024-2025,ligue1
dante,Nice,1983.0,25,21,1964,0,0,5,1,18,96,8,2024-2025,ligue1
pape daouda diongue,Strasbourg,,9,1,78,1,0,0,0,2,2,3,2024-2025,ligue1
mohamed daramy,Reims,2002.0,2,0,16,0,0,0,0,3,0,2,2024-2025,ligue1
jonathan david,Lille,2000.0,32,28,2554,16,5,4,0,40,65,184,2024-2025,ligue1
zuriko davitashvili,Saint-Étienne,2001.0,33,32,2778,9,8,3,0,95,73,224,2024-2025,ligue1
theo de percin,Auxerre,2001.0,2,2,180,0,0,0,0,0,0,0,2024-2025,ligue1
thibault de smet,Reims,1998.0,5,2,192,0,0,0,0,1,9,2,2024-2025,ligue1
amar dedic,Marseille,2002.0,10,2,314,0,1,1,0,21,16,46,2024-2025,ligue1
romain del castillo,Brest,1996.0,26,14,1259,6,4,0,0,29,61,106,2024-2025,ligue1
thomas delaine,Strasbourg,1992.0,2,0,9,0,0,0,0,0,0,1,2024-2025,ligue1
andy delort,Montpellier,1991.0,9,8,607,0,0,1,0,4,6,20,2024-2025,ligue1
ousmane dembele,Paris S-G,1997.0,29,20,1730,21,6,1,0,127,137,252,2024-2025,ligue1
remy descamps,Lyon,1996.0,1,1,90,0,0,0,0,0,0,0,2024-2025,ligue1
arthur desmas,Le Havre,1994.0,18,18,1620,0,0,2,0,0,0,0,2024-2025,ligue1
mamadou diakhon,Reims,2005.0,28,5,858,2,1,2,0,61,17,77,2024-2025,ligue1
bafode diakite,Lille,2001.0,31,31,2766,4,1,8,1,15,90,3,2024-2025,ligue1
oumar diakite,Reims,2003.0,26,20,1628,4,1,6,0,24,44,93,2024-2025,ligue1
habib diarra,Strasbourg,2004.0,30,27,2352,4,5,6,0,61,116,114,2024-2025,ligue1
krepin diatta,Monaco,1999.0,19,3,508,0,0,3,0,17,21,41,2024-2025,ligue1
kandet diawara,Le Havre,2000.0,1,0,4,0,0,0,0,0,0,0,2024-2025,ligue1
mahamadou diawara,Le Havre,2005.0,15,6,582,0,1,0,0,9,16,6,2024-2025,ligue1
mahamadou diawara,Lyon,2005.0,2,0,16,0,0,0,0,1,1,0,2024-2025,ligue1
bamba dieng,Angers,2000.0,18,5,532,3,0,1,0,6,7,35,2024-2025,ligue1
kembo diliwidi,Lens,2006.0,1,0,4,0,0,0,0,0,1,0,2024-2025,ligue1
sinaly diomande,Auxerre,2001.0,23,22,1945,3,2,6,0,8,72,8,2024-2025,ligue1
lois diony,Angers,1992.0,1,0,21,0,0,0,0,0,0,2,2024-2025,ligue1
serigne diop,Brest,2005.0,2,0,4,0,0,0,0,0,0,0,2024-2025,ligue1
sofiane diop,Nice,2000.0,28,8,1064,6,4,3,0,26,64,70,2024-2025,ligue1
andy diouf,Lens,2003.0,34,27,2225,1,2,2,0,82,116,94,2024-2025,ligue1
yehvann diouf,Reims,1999.0,34,34,3060,0,0,1,0,0,1,0,2024-2025,ligue1
assane diousse,Auxerre,1997.0,17,7,663,0,0,1,0,1,33,6,2024-2025,ligue1
alex dominguez,Toulouse,1998.0,1,0,19,0,0,0,0,0,0,0,2024-2025,ligue1
gianluigi donnarumma,Paris S-G,1999.0,24,24,2091,0,0,2,0,0,0,0,2024-2025,ligue1
sekou doucoure,Nantes,2005.0,2,0,12,0,0,0,0,0,0,0,2024-2025,ligue1
desire doue,Paris S-G,2005.0,31,18,1730,6,6,1,0,97,139,232,2024-2025,ligue1
guela doue,Strasbourg,2002.0,32,30,2717,1,2,7,0,51,173,54,2024-2025,ligue1
douglas,Nantes,1997.0,28,28,2307,4,2,8,0,14,125,34,2024-2025,ligue1
ismael doukoure,Strasbourg,2003.0,31,31,2639,1,1,7,0,20,116,9,2024-2025,ligue1
kamory doumbia,Brest,2003.0,30,13,1322,3,2,1,0,17,72,54,2024-2025,ligue1
amidou doumbouya,Nice,2007.0,2,0,46,0,0,0,0,1,1,0,2024-2025,ligue1
jeankevin duverne,Nantes,1997.0,9,7,537,0,0,2,0,6,22,8,2024-2025,ligue1
stefan dzodic,Montpellier,2005.0,7,2,242,0,0,2,1,2,10,0,2024-2025,ligue1
aron dnnum,Toulouse,1998.0,32,31,2689,2,2,6,0,94,126,142,2024-2025,ligue1
noah edjouma,Toulouse,2005.0,10,1,171,2,0,0,1,8,7,17,2024-2025,ligue1
jacques ekomie,Angers,2003.0,18,7,697,0,0,1,0,13,20,24,2024-2025,ligue1
pierre ekwah elimby,Saint-Étienne,2002.0,29,29,2575,1,0,3,0,20,146,21,2024-2025,ligue1
meschak elia,Nantes,1997.0,8,1,170,1,0,0,0,9,5,22,2024-2025,ligue1
breel embolo,Monaco,1997.0,29,19,1841,6,4,5,0,22,55,140,2024-2025,ligue1
emanuel emegha,Strasbourg,2003.0,27,27,2293,14,3,5,0,37,14,104,2024-2025,ligue1
romain faivre,Brest,1998.0,20,10,899,3,2,2,0,24,44,49,2024-2025,ligue1
khalil fayad,Montpellier,2004.0,20,10,1028,0,0,5,0,25,50,42,2024-2025,ligue1
luiz felipe,Marseille,1997.0,4,2,122,0,0,1,0,0,4,0,2024-2025,ligue1
zinedine ferhat,Angers,1993.0,24,8,849,2,0,1,0,16,40,64,2024-2025,ligue1
edimilson fernandes,Brest,1996.0,19,12,1105,0,1,1,0,7,40,3,2024-2025,ligue1
matias fernandezpardo,Lille,2005.0,22,12,1065,4,2,4,0,46,26,85,2024-2025,ligue1
jordan ferri,Montpellier,1992.0,25,21,1773,0,2,6,1,19,137,42,2024-2025,ligue1
karol fila,Strasbourg,1998.0,1,0,5,0,0,1,0,0,0,0,2024-2025,ligue1
malick fofana,Lyon,2005.0,29,16,1589,5,4,2,0,112,45,205,2024-2025,ligue1
rayan fofana,Lens,2006.0,2,0,25,0,0,0,0,0,0,2,2024-2025,ligue1
seko fofana,Rennes,1995.0,16,9,844,1,1,3,0,32,72,38,2024-2025,ligue1
yahia fofana,Angers,2000.0,33,33,2970,0,0,4,0,0,0,0,2024-2025,ligue1
lamine fomba,Saint-Étienne,1998.0,7,3,217,0,0,2,0,5,18,5,2024-2025,ligue1
przemysaw frankowski,Lens,1995.0,18,16,1387,4,2,3,0,33,117,95,2024-2025,ligue1
angelo fulgini,Lens,1996.0,23,11,1045,1,1,3,0,29,69,113,2024-2025,ligue1
kyogo furuhashi,Rennes,1995.0,6,1,123,0,0,0,0,0,0,3,2024-2025,ligue1
gauthier gallon,Rennes,1993.0,1,0,45,0,0,0,0,0,0,0,2024-2025,ligue1
ignatius ganago,Nantes,1999.0,11,1,241,0,0,1,0,5,9,26,2024-2025,ligue1
ulisses garcia,Marseille,1996.0,20,10,930,2,2,2,0,23,53,87,2024-2025,ligue1
jeanphilippe gbamin,Nantes,1995.0,14,2,216,0,0,1,0,2,12,1,2024-2025,ligue1
mory gbane,Reims,2000.0,13,13,1125,0,1,2,0,3,35,9,2024-2025,ligue1
yann gboho,Toulouse,2001.0,31,27,2333,5,4,2,0,116,103,189,2024-2025,ligue1
denis genreau,Toulouse,1999.0,8,2,222,0,0,0,0,9,13,7,2024-2025,ligue1
aleksandr golovin,Monaco,1996.0,19,13,1153,3,0,1,0,39,112,72,2024-2025,ligue1
andre gomes,Lille,1993.0,20,16,1276,0,0,3,0,18,101,28,2024-2025,ligue1
angel gomes,Lille,2000.0,14,10,736,1,1,1,0,15,49,47,2024-2025,ligue1
carlos gomez,Rennes,2002.0,17,2,381,3,0,1,0,9,9,47,2024-2025,ligue1
mathieu gorgelin,Le Havre,1990.0,16,16,1440,0,0,2,0,0,0,0,2024-2025,ligue1
amine gouiri,Marseille,2000.0,14,12,1048,10,3,0,0,17,20,97,2024-2025,ligue1
amine gouiri,Rennes,2000.0,19,11,1037,3,2,2,0,22,46,63,2024-2025,ligue1
jonathan gradit,Lens,1992.0,25,24,2112,0,0,4,0,18,127,4,2024-2025,ligue1
samuel grandsir,Le Havre,1996.0,6,0,84,0,0,0,0,5,6,5,2024-2025,ligue1
mason greenwood,Marseille,2001.0,34,32,2804,21,5,3,0,126,157,295,2024-2025,ligue1
albert grnbaek,Rennes,2001.0,16,9,813,2,1,1,0,23,30,58,2024-2025,ligue1
gabriel gudmundsson,Lille,1999.0,30,20,1785,2,0,3,0,71,91,115,2024-2025,ligue1
axel gueguin,Montpellier,2005.0,1,0,23,0,0,0,0,0,1,1,2024-2025,ligue1
evann guessand,Nice,2001.0,33,30,2565,12,8,2,0,87,79,162,2024-2025,ligue1
bahereba guirassy,Nantes,2006.0,19,2,348,2,0,0,0,15,6,34,2024-2025,ligue1
massadio haidara,Brest,1992.0,22,20,1678,0,0,3,2,44,77,76,2024-2025,ligue1
achraf hakimi,Paris S-G,1998.0,25,24,2066,4,6,4,0,93,183,274,2024-2025,ligue1
florent hanin,Angers,1990.0,33,31,2672,1,2,2,0,48,99,108,2024-2025,ligue1
amine harit,Marseille,1997.0,13,8,519,2,4,1,1,13,35,34,2024-2025,ligue1
hans hateboer,Rennes,1994.0,26,18,1684,0,0,3,0,28,92,63,2024-2025,ligue1
kjetil haug,Toulouse,1998.0,6,5,498,0,0,0,0,0,0,0,2024-2025,ligue1
luis henrique,Marseille,2001.0,33,29,2613,7,7,0,0,84,143,280,2024-2025,ligue1
lucas hernandez,Paris S-G,1996.0,16,10,877,0,0,2,0,6,50,4,2024-2025,ligue1
kijana hoever,Auxerre,2002.0,30,26,2124,1,2,4,1,59,79,128,2024-2025,ligue1
cedric hountondji,Angers,1994.0,3,3,270,0,0,0,0,0,1,0,2024-2025,ligue1
ilyes housni,Le Havre,2005.0,12,3,230,0,0,0,0,8,4,24,2024-2025,ligue1
pierre hjbjerg,Marseille,1995.0,30,30,2664,2,4,5,0,36,263,43,2024-2025,ligue1
hafiz ibrahim,Reims,2005.0,11,2,391,0,1,2,1,6,2,16,2024-2025,ligue1
george ilenikhena,Monaco,2006.0,23,6,717,3,2,0,0,8,10,58,2024-2025,ligue1
rares ilie,Nice,2003.0,2,0,13,0,0,0,0,2,3,1,2024-2025,ligue1
ismaily,Lille,1990.0,16,10,904,0,1,4,0,15,54,51,2024-2025,ligue1
yanis issoufou,Montpellier,2006.0,4,1,77,0,0,0,0,3,2,2,2024-2025,ligue1
junya ito,Reims,1993.0,33,31,2690,4,3,1,0,100,133,256,2024-2025,ligue1
jeremy jacquet,Rennes,2005.0,11,11,927,0,1,0,0,8,40,4,2024-2025,ligue1
ismail jakobs,Monaco,1999.0,2,2,180,0,0,0,0,9,6,17,2024-2025,ligue1
jordan james,Rennes,2004.0,23,14,1178,0,1,4,0,21,67,15,2024-2025,ligue1
malcolm jeng,Reims,2005.0,3,2,107,0,0,0,0,0,3,0,2024-2025,ligue1
john joe,Reims,2003.0,13,5,545,0,0,0,0,6,14,9,2024-2025,ligue1
karljohan johnsson,Strasbourg,1990.0,3,3,270,0,0,0,0,0,0,0,2024-2025,ligue1
paul joly,Auxerre,2000.0,26,10,1009,0,1,3,1,28,51,61,2024-2025,ligue1
jota,Rennes,1999.0,9,3,334,1,0,0,0,13,16,35,2024-2025,ligue1
antoine joujou,Le Havre,2003.0,26,9,943,0,2,1,0,44,18,85,2024-2025,ligue1
jubal,Auxerre,1993.0,30,30,2640,6,0,7,0,1,33,3,2024-2025,ligue1
hamed junior traore,Auxerre,2000.0,26,26,2093,10,2,5,0,66,99,146,2024-2025,ligue1
yaya kader fofana,Reims,2004.0,12,8,634,1,1,4,0,19,22,29,2024-2025,ligue1
tino kadewere,Nantes,1996.0,12,6,512,1,2,1,0,5,19,27,2024-2025,ligue1
arnaud kalimuendo,Rennes,2002.0,33,31,2578,17,3,2,0,50,72,167,2024-2025,ligue1
justinnoel kalumba,Angers,2004.0,2,0,31,0,0,0,0,1,0,3,2024-2025,ligue1
warren kamanzi,Toulouse,2000.0,24,11,1022,1,1,3,0,29,33,62,2024-2025,ligue1
glen kamara,Rennes,1995.0,13,8,662,0,1,0,0,5,34,22,2024-2025,ligue1
noham kamara,Paris S-G,2007.0,2,0,76,0,0,0,0,2,5,0,2024-2025,ligue1
nordine kandil,Strasbourg,2001.0,1,0,10,0,0,0,0,1,0,0,2024-2025,ligue1
lee kangin,Paris S-G,2001.0,30,19,1663,6,6,1,0,50,143,138,2024-2025,ligue1
yassine kechta,Le Havre,2002.0,31,25,2096,2,0,4,0,44,97,85,2024-2025,ligue1
thilo kehrer,Monaco,1996.0,27,27,2383,4,0,1,0,16,139,2,2024-2025,ligue1
reda khadra,Reims,2001.0,4,0,78,0,0,0,0,4,4,7,2024-2025,ligue1
wahbi khazri,Montpellier,1991.0,30,10,1118,1,1,4,0,24,33,53,2024-2025,ligue1
abdukodir khusanov,Lens,2004.0,13,11,975,0,0,2,1,2,43,6,2024-2025,ligue1
presnel kimpembe,Paris S-G,1995.0,2,0,23,0,0,0,0,0,1,0,2024-2025,ligue1
joshua king,Toulouse,1992.0,28,21,1673,6,3,2,0,39,29,108,2024-2025,ligue1
cedric kipre,Reims,1996.0,28,26,2190,0,1,4,2,16,77,3,2024-2025,ligue1
herve koffi,Lens,1996.0,5,5,450,0,0,2,0,0,0,0,2024-2025,ligue1
philipp kohn,Monaco,1998.0,19,19,1710,0,0,1,0,0,0,0,2024-2025,ligue1
koka,Le Havre,1993.0,16,10,851,3,1,2,0,0,12,20,2024-2025,ligue1
randal kolo muani,Paris S-G,1998.0,10,2,358,2,1,0,0,8,5,35,2024-2025,ligue1
geoffrey kondogbia,Marseille,1993.0,25,22,2020,0,0,1,0,20,105,11,2024-2025,ligue1
abdoul kone,Reims,2005.0,4,1,133,0,0,0,0,0,3,1,2024-2025,ligue1
amadou kone,Reims,2005.0,24,17,1293,0,0,3,1,19,68,12,2024-2025,ligue1
ismael kone,Marseille,2002.0,8,3,360,0,0,0,0,2,10,10,2024-2025,ligue1
ismael kone,Rennes,2002.0,13,4,469,2,1,1,0,16,30,16,2024-2025,ligue1
