Player,Squad,Tack_Def_3rd,Tack_Mid_3rd,Tack_Att_3rd,Tkl%,Tkl,TklW,Int,Blocks,Block_Shots,Block_Pass,Clearences,Err,Season,Competition
ronaldo vieira,Torino,0,1,0,100.0,1,0,0,0,0,0,2,0,2022-2023,serie-a
ronaldo vieira,Sampdoria,4,12,2,76.9,10,10,13,15,5,10,10,2,2022-2023,serie-a
emanuel vignato,Bologna,2,2,0,50.0,2,4,3,2,0,2,0,0,2022-2023,serie-a
emanuel vignato,Empoli,2,0,0,,0,0,0,0,0,0,1,0,2022-2023,serie-a
samuele vignato,Monza,0,0,0,,0,0,0,1,0,1,0,0,2022-2023,serie-a
tonny vilhena,Salernitana,16,23,5,40.0,20,22,18,17,7,10,21,0,2022-2023,serie-a
gonzalo villar,Sampdoria,4,8,1,46.7,7,7,4,11,3,8,9,1,2022-2023,serie-a
matias vina,Roma,1,1,1,33.3,1,1,2,5,1,4,5,0,2022-2023,serie-a
dusan vlahovic,Juventus,0,7,4,40.0,4,6,3,10,3,7,8,1,2022-2023,serie-a
nikola vlasic,Torino,9,16,7,44.1,15,21,10,25,2,23,14,0,2022-2023,serie-a
joel voelkerling persson,Lecce,0,0,1,0.0,0,1,0,1,0,1,0,0,2022-2023,serie-a
mergim vojvoda,Torino,15,6,1,50.0,12,12,10,14,2,12,31,1,2022-2023,serie-a
cristian volpato,Roma,1,1,1,0.0,0,2,2,2,0,2,0,0,2022-2023,serie-a
lukas vorlicky,Atalanta,0,0,0,,0,0,1,0,0,0,0,0,2022-2023,serie-a
aster vranckx,Milan,0,2,1,28.6,2,2,2,3,1,2,1,0,2022-2023,serie-a
stefan de vrij,Inter,19,9,0,57.1,8,18,40,18,10,8,80,0,2022-2023,serie-a
walace,Udinese,42,31,9,45.6,41,39,51,47,12,35,51,1,2022-2023,serie-a
sebastian walukiewicz,Empoli,7,2,0,66.7,4,6,7,10,9,1,30,0,2022-2023,serie-a
georginio wijnaldum,Roma,1,3,0,0.0,0,3,2,7,1,6,3,0,2022-2023,serie-a
harry winks,Sampdoria,7,18,2,32.6,14,12,24,14,8,6,24,0,2022-2023,serie-a
przemysaw wisniewski,Spezia,7,6,0,33.3,6,6,11,16,8,8,66,0,2022-2023,serie-a
gerard yepes,Sampdoria,2,3,0,33.3,1,3,4,3,0,3,3,0,2022-2023,serie-a
mattia zaccagni,Lazio,16,18,8,36.8,14,28,21,37,3,34,10,1,2022-2023,serie-a
denis zakaria,Juventus,1,4,1,100.0,2,3,2,2,0,2,1,0,2022-2023,serie-a
nicola zalewski,Roma,25,15,5,31.0,22,26,31,27,1,26,23,0,2022-2023,serie-a
andrefrank zambo anguissa,Napoli,16,29,8,25.0,16,32,49,50,4,46,25,0,2022-2023,serie-a
luca zanimacchia,Cremonese,11,6,4,38.1,8,13,9,9,0,9,5,0,2022-2023,serie-a
nicolo zaniolo,Roma,2,4,1,28.6,2,5,2,11,0,11,0,0,2022-2023,serie-a
alessandro zanoli,Sampdoria,14,6,2,47.1,8,14,12,19,15,4,39,0,2022-2023,serie-a
alessandro zanoli,Napoli,0,1,0,,0,0,0,0,0,0,1,0,2022-2023,serie-a
mattia zanotti,Inter,0,0,0,0.0,0,0,0,2,0,2,0,0,2022-2023,serie-a
duvan zapata,Atalanta,1,3,4,60.0,3,4,4,6,2,4,17,1,2022-2023,serie-a
davide zappacosta,Atalanta,17,12,5,68.2,15,18,9,23,2,21,16,0,2022-2023,serie-a
karim zedadka,Napoli,0,0,0,,0,0,0,0,0,0,1,0,2022-2023,serie-a
deyovaisio zeefuik,Hellas Verona,0,1,0,,0,1,0,0,0,0,0,0,2022-2023,serie-a
marvin zeegelaar,Udinese,6,2,0,75.0,3,4,3,2,0,2,5,0,2022-2023,serie-a
alessio zerbin,Napoli,4,5,1,50.0,4,5,2,2,0,2,2,0,2022-2023,serie-a
piotr zielinski,Napoli,1,11,5,48.0,12,10,14,16,5,11,7,0,2022-2023,serie-a
david zima,Torino,5,4,0,75.0,3,5,9,7,2,5,11,2,2022-2023,serie-a
joshua zirkzee,Bologna,1,1,2,28.6,2,2,4,4,1,3,4,0,2022-2023,serie-a
jeroen zoet,Spezia,1,0,0,100.0,1,1,0,0,0,0,1,0,2022-2023,serie-a
nadir zortea,Atalanta,3,7,0,75.0,3,5,0,4,0,4,4,0,2022-2023,serie-a
nadir zortea,Sassuolo,12,2,1,64.3,9,8,4,10,4,6,21,0,2022-2023,serie-a
petar zovko,Spezia,1,0,0,100.0,1,0,0,0,0,0,0,0,2022-2023,serie-a
szymon zurkowski,Fiorentina,0,0,0,,0,0,0,0,0,0,0,0,2022-2023,serie-a
szymon zurkowski,Spezia,4,4,1,13.3,2,3,4,9,2,7,6,0,2022-2023,serie-a
milan uric,Hellas Verona,1,0,1,33.3,1,1,1,7,4,3,24,0,2022-2023,serie-a
filip uricic,Sampdoria,18,20,5,43.8,14,22,7,19,6,13,8,0,2022-2023,serie-a
