Player,Squad,Touch_Def_3rd,Touch_Mid_3rd,Touch_Att_3rd,Touch_Att_Pen,touch_Live,drib_Att,drib_Succ%,Tckl_Drib,Tckl_Drib%,PrgDist,Carries_Att_3rd,Carries_Att_Pen,fail_To_Gain_Control,Loss_Control_Tackle,Season,Competition
aurelio buta,Eint Frankfurt,334,620,355,47,1300,32,34.4,19,59.4,1452,29,17,22,20,2023-2024,bundesliga
anthony caci,Mainz 05,587,865,358,41,1791,39,59.0,13,33.3,2115,20,10,23,10,2023-2024,bundesliga
emre can,Dortmund,568,972,177,18,1700,29,51.7,11,37.9,2363,16,3,29,21,2023-2024,bundesliga
irvin cardona,Augsburg,2,4,18,5,24,1,0.0,1,100.0,61,2,2,2,0,2023-2024,bundesliga
rasmus carstensen,Köln,326,459,304,36,1072,30,43.3,12,40.0,1376,26,3,37,22,2023-2024,bundesliga
fabio carvalho,RB Leipzig,13,45,61,7,118,7,42.9,3,42.9,231,6,1,7,2,2023-2024,bundesliga
koen casteels,Wolfsburg,995,9,0,0,1004,0,,0,,1910,0,0,1,0,2023-2024,bundesliga
vaclav cerny,Wolfsburg,64,180,234,37,472,33,42.4,18,54.5,786,19,10,22,15,2023-2024,bundesliga
julian chabot,Köln,1213,731,65,40,1985,19,47.4,8,42.1,2914,14,2,18,2,2023-2024,bundesliga
el chadaille bitshiabu,RB Leipzig,26,30,11,1,67,0,,0,,75,1,1,0,0,2023-2024,bundesliga
fares chaibi,Eint Frankfurt,112,481,549,71,1127,20,35.0,13,65.0,1441,39,12,42,16,2023-2024,bundesliga
timothy chandler,Eint Frankfurt,1,7,22,2,30,0,,0,,20,1,0,0,1,2023-2024,bundesliga
fabio chiarodia,Gladbach,73,31,5,0,108,0,,0,,148,0,0,0,1,2023-2024,bundesliga
jacob christensen,Köln,40,68,14,1,121,2,50.0,1,50.0,160,1,0,5,0,2023-2024,bundesliga
nnamdi collins,Eint Frankfurt,20,54,12,1,86,2,50.0,1,50.0,89,0,1,0,1,2023-2024,bundesliga
kingsley coman,Bayern Munich,75,220,513,93,802,67,43.3,32,47.8,2204,35,35,26,22,2023-2024,bundesliga
bambase conte,Hoffenheim,6,15,18,5,39,6,33.3,3,50.0,79,2,2,1,2,2023-2024,bundesliga
danny da costa,Mainz 05,163,254,175,11,589,13,53.8,5,38.5,613,9,3,8,7,2023-2024,bundesliga
nicolas cozza,Wolfsburg,75,125,25,1,225,7,57.1,3,42.9,266,1,0,8,0,2023-2024,bundesliga
tomas cvancara,Gladbach,26,169,140,45,329,16,31.3,10,62.5,314,7,7,28,11,2023-2024,bundesliga
finn dahmen,Augsburg,1394,44,0,0,1437,0,,0,,3052,0,0,1,0,2023-2024,bundesliga
mahmoud dahoud,Stuttgart,48,157,57,6,261,2,0.0,2,100.0,241,5,0,6,3,2023-2024,bundesliga
lukas daschner,Bochum,23,97,136,24,251,22,54.5,8,36.4,318,11,3,15,8,2023-2024,bundesliga
david datro fofana,Union Berlin,21,98,176,42,288,49,38.8,26,53.1,523,16,13,31,26,2023-2024,bundesliga
alphonso davies,Bayern Munich,547,871,558,64,1934,122,57.4,47,38.5,4482,93,35,40,24,2023-2024,bundesliga
olivier deman,Werder Bremen,318,412,201,28,921,17,58.8,6,35.3,1023,11,6,24,6,2023-2024,bundesliga
ermedin demirovic,Augsburg,92,388,468,164,933,65,44.6,31,47.7,890,20,11,77,39,2023-2024,bundesliga
sepp van den berg,Mainz 05,964,845,74,34,1872,5,80.0,1,20.0,1384,4,0,11,4,2023-2024,bundesliga
samuele di benedetto,Stuttgart,3,8,2,1,13,1,0.0,0,0.0,28,0,0,0,1,2023-2024,bundesliga
justin diehl,Köln,11,31,54,10,96,15,53.3,6,40.0,204,2,5,9,1,2023-2024,bundesliga
eric dier,Bayern Munich,538,669,47,12,1249,1,100.0,0,0.0,2204,13,0,2,0,2023-2024,bundesliga
florian dietz,Köln,2,17,13,5,32,0,,0,,3,1,0,2,0,2023-2024,bundesliga
junior dina ebimbe,Eint Frankfurt,230,616,431,94,1256,90,46.7,44,48.9,1760,32,25,59,30,2023-2024,bundesliga
eren dinkci,Heidenheim,182,576,468,76,1187,95,43.2,46,48.4,2416,59,22,98,46,2023-2024,bundesliga
ritsu doan,Freiburg,183,455,417,64,1038,115,46.1,55,47.8,1706,41,9,47,36,2023-2024,bundesliga
danilho doekhi,Union Berlin,634,537,58,25,1225,4,50.0,0,0.0,1599,16,1,9,2,2023-2024,bundesliga
niklas dorsch,Augsburg,252,467,85,2,796,11,63.6,3,27.3,801,8,1,21,10,2023-2024,bundesliga
nikola dovedan,Heidenheim,46,163,109,24,311,23,34.8,13,56.5,453,11,4,25,15,2023-2024,bundesliga
damion downs,Köln,4,21,27,8,52,4,25.0,3,75.0,37,1,1,2,1,2023-2024,bundesliga
dion drena beljo,Augsburg,24,93,126,38,240,24,45.8,10,41.7,399,13,6,24,5,2023-2024,bundesliga
tim drexler,Hoffenheim,197,208,13,4,417,5,20.0,3,60.0,603,2,0,4,1,2023-2024,bundesliga
marvin ducksch,Werder Bremen,81,531,559,110,1160,28,42.9,16,57.1,834,20,7,53,17,2023-2024,bundesliga
julien duranville,Dortmund,1,6,7,1,14,5,60.0,2,40.0,26,1,1,3,4,2023-2024,bundesliga
maximilian eggestein,Freiburg,371,958,324,35,1635,37,54.1,14,37.8,2100,41,3,30,19,2023-2024,bundesliga
lilian egloff,Stuttgart,20,22,14,1,56,2,0.0,1,50.0,69,3,0,0,1,2023-2024,bundesliga
hugo ekitike,Eint Frankfurt,20,137,159,56,311,39,46.2,19,48.7,500,9,9,26,13,2023-2024,bundesliga
elif elmas,RB Leipzig,20,77,63,14,160,10,50.0,3,30.0,211,7,4,6,6,2023-2024,bundesliga
nico elvedi,Gladbach,1047,881,79,25,1999,9,66.7,1,11.1,3837,19,0,7,4,2023-2024,bundesliga
arne engels,Augsburg,142,337,249,18,724,11,54.5,5,45.5,786,18,4,15,7,2023-2024,bundesliga
ohis felix uduokhai,Augsburg,1027,916,103,53,2036,7,85.7,1,14.3,2608,11,1,17,7,2023-2024,bundesliga
edimilson fernandes,Mainz 05,403,418,138,4,951,8,75.0,2,25.0,1467,12,1,6,5,2023-2024,bundesliga
nacho ferri,Eint Frankfurt,5,21,19,6,45,1,0.0,1,100.0,19,0,0,6,2,2023-2024,bundesliga
max finkgrafe,Köln,333,510,308,24,1121,58,62.1,21,36.2,1845,35,11,37,24,2023-2024,bundesliga
kilian fischer,Wolfsburg,60,71,55,8,185,2,50.0,1,50.0,179,3,1,5,1,2023-2024,bundesliga
jonas fohrenbach,Heidenheim,642,733,355,21,1714,27,29.6,16,59.3,2496,32,2,22,11,2023-2024,bundesliga
emil forsberg,RB Leipzig,25,132,105,19,260,9,33.3,4,44.4,290,3,4,12,7,2023-2024,bundesliga
philipp forster,Bochum,24,114,114,9,250,4,25.0,1,25.0,276,10,1,9,7,2023-2024,bundesliga
bartol franjic,Darmstadt 98,214,410,72,7,689,13,53.8,6,46.2,841,8,1,13,8,2023-2024,bundesliga
marco friedl,Werder Bremen,824,541,34,4,1379,6,83.3,1,16.7,1801,6,0,13,5,2023-2024,bundesliga
marvin friedrich,Gladbach,670,375,47,17,1089,3,66.7,1,33.3,1267,7,1,10,1,2023-2024,bundesliga
jeremie frimpong,Leverkusen,158,406,784,205,1329,106,45.3,48,45.3,3756,62,73,51,37,2023-2024,bundesliga
chris fuhrich,Stuttgart,117,628,948,124,1666,153,47.7,68,44.4,4459,106,56,53,27,2023-2024,bundesliga
shio fukuda,Gladbach,2,4,9,5,15,1,100.0,0,0.0,4,0,0,1,3,2023-2024,bundesliga
niclas fullkrug,Werder Bremen,7,44,34,5,85,1,0.0,1,100.0,71,1,0,4,1,2023-2024,bundesliga
niclas fullkrug,Dortmund,71,353,360,105,779,20,25.0,10,50.0,560,16,11,50,23,2023-2024,bundesliga
cristian gamboa,Bochum,189,305,117,1,603,12,41.7,4,33.3,527,11,0,11,3,2023-2024,bundesliga
dennis geiger,Hoffenheim,8,6,3,1,17,0,,0,,19,0,0,1,0,2023-2024,bundesliga
yannick gerhardt,Wolfsburg,187,474,247,41,904,4,0.0,3,75.0,856,14,4,13,9,2023-2024,bundesliga
anwar el ghazi,Mainz 05,2,11,18,3,30,4,50.0,2,50.0,85,2,0,3,0,2023-2024,bundesliga
benedikt gimber,Heidenheim,712,353,42,26,1095,11,72.7,1,9.1,1456,1,0,13,4,2023-2024,bundesliga
matthias ginter,Freiburg,563,826,77,17,1458,5,40.0,3,60.0,3308,15,0,8,2,2023-2024,bundesliga
jamie gittens,Dortmund,68,213,308,67,574,99,42.4,42,42.4,1669,50,40,35,31,2023-2024,bundesliga
klaus gjasula,Darmstadt 98,379,465,78,12,921,5,60.0,2,40.0,1196,8,0,7,6,2023-2024,bundesliga
serge gnabry,Bayern Munich,33,108,135,34,272,12,50.0,6,50.0,577,9,12,11,3,2023-2024,bundesliga
leon goretzka,Bayern Munich,453,1148,435,61,2016,24,54.2,8,33.3,3520,56,1,14,14,2023-2024,bundesliga
robin gosens,Union Berlin,379,677,444,58,1496,14,35.7,7,50.0,1021,20,1,29,8,2023-2024,bundesliga
mario gotze,Eint Frankfurt,297,812,449,42,1537,39,46.2,19,48.7,1465,34,2,34,26,2023-2024,bundesliga
jeffrey gouweleeuw,Augsburg,814,836,138,35,1767,23,65.2,8,34.8,4109,24,2,11,7,2023-2024,bundesliga
jens grahl,Eint Frankfurt,100,0,0,0,100,0,,0,,146,0,0,0,0,2023-2024,bundesliga
ryan gravenberch,Bayern Munich,0,3,4,2,7,1,100.0,0,0.0,9,0,0,0,0,2023-2024,bundesliga
michael gregoritsch,Freiburg,97,263,309,101,661,18,27.8,11,61.1,458,18,4,36,13,2023-2024,bundesliga
vincenzo grifo,Freiburg,226,789,572,64,1568,59,39.0,28,47.5,2071,33,24,37,20,2023-2024,bundesliga
florian grillitsch,Hoffenheim,747,1137,184,8,2055,23,56.5,8,34.8,3813,17,3,12,12,2023-2024,bundesliga
alex grimaldo,Leverkusen,429,940,1112,106,2465,48,41.7,23,47.9,3113,56,15,50,18,2023-2024,bundesliga
christian gro,Werder Bremen,248,315,58,9,614,3,66.7,1,33.3,1245,6,2,10,4,2023-2024,bundesliga
brajan gruda,Mainz 05,72,362,541,93,937,148,46.6,63,42.6,2497,55,44,70,49,2023-2024,bundesliga
ilia gruev,Werder Bremen,0,3,0,0,3,0,,0,,0,0,0,2,0,2023-2024,bundesliga
raphael guerreiro,Bayern Munich,230,485,408,43,1118,19,68.4,6,31.6,1838,33,5,10,11,2023-2024,bundesliga
josuha guilavogui,Mainz 05,157,83,7,4,244,0,,0,,138,1,0,7,1,2023-2024,bundesliga
serhou guirassy,Stuttgart,62,555,453,156,1060,41,39.0,21,51.2,950,19,19,71,38,2023-2024,bundesliga
peter gulacsi,RB Leipzig,481,16,0,0,497,0,,0,,682,0,0,0,0,2023-2024,bundesliga
manuel gulde,Freiburg,634,626,50,17,1304,4,50.0,2,50.0,1606,13,0,13,2,2023-2024,bundesliga
robert gumny,Augsburg,68,121,74,8,260,13,38.5,4,30.8,213,9,1,14,1,2023-2024,bundesliga
christian gunter,Freiburg,147,246,197,14,588,9,44.4,4,44.4,579,20,5,11,7,2023-2024,bundesliga
janik haberer,Union Berlin,162,372,176,17,705,19,42.1,10,52.6,456,9,0,17,5,2023-2024,bundesliga
robin hack,Gladbach,116,337,311,65,753,60,43.3,31,51.7,1378,39,20,49,36,2023-2024,bundesliga
amadou haidara,RB Leipzig,219,632,161,12,1007,11,81.8,2,18.2,1007,10,2,12,9,2023-2024,bundesliga
sebastien haller,Dortmund,18,78,68,24,161,5,80.0,1,20.0,175,4,2,10,4,2023-2024,bundesliga
andreas hancheolsen,Mainz 05,303,226,14,5,539,0,,0,,485,1,0,4,2,2023-2024,bundesliga
isak hansenaaren,Werder Bremen,3,9,10,0,21,2,0.0,2,100.0,72,2,0,1,2,2023-2024,bundesliga
genki haraguchi,Stuttgart,5,14,2,1,21,0,,0,,30,0,0,0,0,2023-2024,bundesliga
makoto hasebe,Eint Frankfurt,73,125,12,0,209,0,,0,,432,1,0,1,1,2023-2024,bundesliga
thorgan hazard,Dortmund,1,6,2,0,9,0,,0,,3,0,0,0,0,2023-2024,bundesliga
dominique heintz,Köln,154,274,64,2,489,4,75.0,1,25.0,699,12,1,6,3,2023-2024,bundesliga
benjamin henrichs,RB Leipzig,508,850,620,68,1959,54,61.1,15,27.8,2958,51,7,32,20,2023-2024,bundesliga
patrick herrmann,Gladbach,5,22,32,9,58,1,0.0,0,0.0,92,4,1,1,1,2023-2024,bundesliga
piero hincapie,Leverkusen,472,895,237,25,1597,6,16.7,5,83.3,3063,32,1,11,4,2023-2024,bundesliga
adam hlozek,Leverkusen,21,99,105,29,222,14,28.6,9,64.3,386,9,5,10,13,2023-2024,bundesliga
nicolas hofler,Freiburg,417,805,175,20,1386,18,77.8,3,16.7,1249,11,0,19,20,2023-2024,bundesliga
jonas hofmann,Leverkusen,122,676,928,110,1718,35,51.4,17,48.6,2294,50,13,34,17,2023-2024,bundesliga
philipp hofmann,Bochum,45,282,257,84,581,15,60.0,6,40.0,208,6,2,43,14,2023-2024,bundesliga
lucas holer,Freiburg,159,457,399,97,1006,29,44.8,15,51.7,844,12,5,59,19,2023-2024,bundesliga
fabian holland,Darmstadt 98,291,619,209,18,1111,15,53.3,6,40.0,1313,12,1,22,9,2023-2024,bundesliga
benedict hollerbach,Union Berlin,70,289,316,77,659,74,40.5,41,55.4,1220,28,24,66,52,2023-2024,bundesliga
gerrit holtmann,Darmstadt 98,37,92,101,11,224,15,46.7,6,40.0,441,11,8,15,13,2023-2024,bundesliga
franck honorat,Gladbach,249,501,680,66,1413,54,38.9,27,50.0,2675,60,26,26,18,2023-2024,bundesliga
mathias honsak,Darmstadt 98,99,181,199,36,476,30,30.0,21,70.0,571,14,8,51,14,2023-2024,bundesliga
fraser hornby,Darmstadt 98,8,34,51,18,91,4,25.0,3,75.0,125,3,4,4,4,2023-2024,bundesliga
lukas hradecky,Leverkusen,925,14,0,0,939,0,,0,,1580,1,1,1,0,2023-2024,bundesliga
timo hubers,Köln,1200,897,65,31,2143,6,66.7,2,33.3,3442,14,1,11,7,2023-2024,bundesliga
mats hummels,Dortmund,698,888,76,20,1649,7,28.6,4,57.1,3224,13,1,7,6,2023-2024,bundesliga
denis huseinbasic,Köln,214,550,203,13,949,23,43.5,12,52.2,1553,30,3,19,19,2023-2024,bundesliga
iago,Augsburg,296,434,239,33,950,37,51.4,15,40.5,1197,20,4,24,10,2023-2024,bundesliga
borja iglesias,Leverkusen,2,28,66,19,96,1,0.0,1,100.0,74,2,3,5,6,2023-2024,bundesliga
joel imasuen,Werder Bremen,0,0,1,0,1,0,,0,,1,0,0,0,0,2023-2024,bundesliga
thomas isherwood,Darmstadt 98,208,127,11,2,345,1,100.0,0,0.0,587,6,0,3,0,2023-2024,bundesliga
ko itakura,Gladbach,522,523,74,29,1110,7,71.4,2,28.6,1766,11,1,7,5,2023-2024,bundesliga
hiroki ito,Stuttgart,873,1204,204,18,2274,11,63.6,3,27.3,2647,26,2,13,5,2023-2024,bundesliga
lee jaesung,Mainz 05,147,533,363,83,1036,38,39.5,17,44.7,920,17,4,42,22,2023-2024,bundesliga
paul jaeckel,Union Berlin,81,77,4,0,161,1,0.0,0,0.0,194,1,0,1,1,2023-2024,bundesliga
kristijan jakic,Augsburg,154,367,104,11,619,11,54.5,4,36.4,624,6,2,8,13,2023-2024,bundesliga
kristijan jakic,Eint Frankfurt,25,82,25,3,132,2,0.0,2,100.0,89,4,1,1,3,2023-2024,bundesliga
tony jantschke,Gladbach,15,7,0,0,22,0,,0,,4,0,0,0,0,2023-2024,bundesliga
nuha jatta,RB Leipzig,0,0,0,0,0,0,,0,,0,0,0,0,0,2023-2024,bundesliga
fredrik jensen,Augsburg,89,256,303,39,643,26,19.2,20,76.9,638,9,6,22,10,2023-2024,bundesliga
moritz jenz,Wolfsburg,682,578,20,7,1274,1,100.0,0,0.0,1863,3,0,6,2,2023-2024,bundesliga
anthony jung,Werder Bremen,1017,940,78,8,2031,6,83.3,0,0.0,2830,11,1,11,2,2023-2024,bundesliga
josip juranovic,Union Berlin,258,358,243,14,849,24,41.7,11,45.8,1039,12,3,12,6,2023-2024,bundesliga
david jurasek,Hoffenheim,132,102,102,5,334,13,23.1,9,69.2,425,7,2,7,1,2023-2024,bundesliga
julian justvan,Hoffenheim,11,19,28,3,57,0,,0,,222,4,1,1,1,2023-2024,bundesliga
julian justvan,Darmstadt 98,75,259,191,20,517,37,43.2,19,51.4,827,19,5,15,10,2023-2024,bundesliga
ozan kabak,Hoffenheim,659,895,116,28,1665,15,60.0,5,33.3,2383,21,2,13,5,2023-2024,bundesliga
pavel kaderabek,Hoffenheim,334,633,533,62,1494,15,20.0,11,73.3,1483,24,9,11,11,2023-2024,bundesliga
florian kainz,Köln,204,645,489,34,1316,42,54.8,17,40.5,1452,39,8,27,25,2023-2024,bundesliga
sasa kalajdzic,Eint Frankfurt,15,72,22,5,108,3,33.3,2,66.7,77,3,0,4,2,2023-2024,bundesliga
jakub kaminski,Wolfsburg,44,97,119,22,259,12,8.3,11,91.7,334,5,9,9,14,2023-2024,bundesliga
kevin kampl,RB Leipzig,183,763,200,11,1132,14,71.4,3,21.4,1978,27,1,15,14,2023-2024,bundesliga
harry kane,Bayern Munich,69,395,541,180,990,59,40.7,30,50.8,1287,25,14,45,45,2023-2024,bundesliga
atakan karazor,Stuttgart,378,1434,382,15,2181,27,18.5,14,51.9,1991,42,0,23,19,2023-2024,bundesliga
emir karic,Darmstadt 98,389,689,344,14,1407,29,62.1,10,34.5,2268,32,1,20,10,2023-2024,bundesliga
silas katompa,Stuttgart,29,163,248,67,424,76,50.0,31,40.8,1176,29,21,45,20,2023-2024,bundesliga
mikkel kaufmann,Union Berlin,21,102,92,26,215,10,30.0,7,70.0,129,1,4,27,10,2023-2024,bundesliga
naby keita,Werder Bremen,16,56,10,1,81,6,66.7,2,33.3,182,1,0,3,1,2023-2024,bundesliga
yannik keitel,Freiburg,308,341,34,10,677,6,50.0,3,50.0,1137,3,1,7,3,2023-2024,bundesliga
thomas keller,Heidenheim,2,7,0,0,8,0,,0,,3,0,0,1,0,2023-2024,bundesliga
aljoscha kemlein,Union Berlin,5,6,2,0,13,1,100.0,0,0.0,31,0,0,1,0,2023-2024,bundesliga
tobias kempe,Darmstadt 98,117,336,247,29,687,19,42.1,10,52.6,696,12,3,28,11,2023-2024,bundesliga
rani khedira,Union Berlin,198,337,70,6,600,8,50.0,3,37.5,296,5,0,12,9,2023-2024,bundesliga
luca kilian,Köln,221,152,24,4,395,1,0.0,1,100.0,582,3,0,5,0,2023-2024,bundesliga
joshua kimmich,Bayern Munich,422,1282,762,23,2453,25,40.0,12,48.0,3739,66,4,19,16,2023-2024,bundesliga
christoph klarer,Darmstadt 98,768,590,88,32,1440,7,85.7,1,14.3,1776,7,2,6,6,2023-2024,bundesliga
tim kleindienst,Heidenheim,130,632,577,142,1323,63,30.2,41,65.1,1096,37,16,110,56,2023-2024,bundesliga
lukas klostermann,RB Leipzig,456,778,74,7,1305,1,0.0,1,100.0,2038,9,0,4,0,2023-2024,bundesliga
