Player,Squad,Touch_Def_3rd,Touch_Mid_3rd,Touch_Att_3rd,Touch_Att_Pen,touch_Live,drib_Att,drib_Succ%,Tckl_Drib,Tckl_Drib%,PrgDist,Carries_Att_3rd,Carries_Att_Pen,fail_To_Gain_Control,Loss_Control_Tackle,Season,Competition
sergio asenjo,Valladolid,384,0,0,0,384,0,,0,,556,0,0,2,0,2022-2023,laliga
marco asensio,Real Madrid,66,375,517,71,950,33,69.7,7,21.2,1856,39,11,19,13,2022-2023,laliga
iago aspas,Celta Vigo,111,643,748,145,1484,56,39.3,25,44.6,2370,58,30,52,46,2022-2023,laliga
pierreemerick aubameyang,Barcelona,1,2,1,1,4,0,,0,,1,0,0,0,0,2022-2023,laliga
ludwig augustinsson,Mallorca,28,32,20,2,80,0,,0,,62,1,0,0,0,2022-2023,laliga
ezequiel avila,Osasuna,83,275,383,61,736,34,50.0,14,41.2,710,18,6,39,18,2022-2023,laliga
iddrisu baba,Mallorca,253,476,60,8,773,19,57.9,5,26.3,498,5,0,28,15,2022-2023,laliga
sran babic,Almería,976,633,43,16,1640,8,50.0,4,50.0,2792,13,1,10,3,2022-2023,laliga
loic bade,Sevilla,572,431,34,10,1030,9,66.7,2,22.2,1276,5,0,6,2,2022-2023,laliga
edgar badia,Elche,1188,2,0,0,1189,0,,0,,1937,0,0,2,0,2022-2023,laliga
alex baena,Villarreal,152,512,454,66,1103,62,43.5,25,40.3,1847,42,14,41,34,2022-2023,laliga
alejandro balde,Barcelona,419,874,672,78,1939,97,51.5,36,37.1,4093,69,34,41,24,2022-2023,laliga
mikel balenziaga,Athletic Club,14,39,25,0,77,1,100.0,0,0.0,50,2,0,0,1,2022-2023,laliga
ivan balliu,Rayo Vallecano,503,925,695,26,2116,31,35.5,12,38.7,2879,51,4,22,9,2022-2023,laliga
leo baptistao,Almería,158,391,262,61,789,36,38.9,16,44.4,1484,31,9,56,17,2022-2023,laliga
keidi bare,Espanyol,67,207,62,5,336,6,33.3,3,50.0,439,13,1,6,3,2022-2023,laliga
kike barja,Osasuna,65,199,413,55,674,89,43.8,44,49.4,1499,28,18,44,25,2022-2023,laliga
ander barrenetxea,Real Sociedad,110,213,232,41,544,63,54.0,25,39.7,994,15,17,36,18,2022-2023,laliga
pablo barrios,Atlético Madrid,106,314,140,12,554,30,50.0,12,40.0,690,10,3,15,10,2022-2023,laliga
rodrigo battaglia,Mallorca,114,170,27,6,310,3,0.0,1,33.3,268,4,0,5,6,2022-2023,laliga
bebe,Rayo Vallecano,1,19,36,0,52,8,37.5,4,50.0,154,8,0,6,3,2022-2023,laliga
hector bellerin,Barcelona,17,50,41,5,107,4,75.0,1,25.0,159,3,1,1,0,2022-2023,laliga
fran beltran,Celta Vigo,454,1253,366,11,2062,22,72.7,6,27.3,2685,45,4,26,17,2022-2023,laliga
iker benito,Osasuna,19,24,26,3,66,9,33.3,5,55.6,245,6,2,3,2,2022-2023,laliga
karim benzema,Real Madrid,56,457,776,175,1276,44,45.5,22,50.0,1900,43,31,32,28,2022-2023,laliga
yuri berchiche,Athletic Club,478,899,506,24,1865,30,40.0,15,50.0,2537,45,3,22,14,2022-2023,laliga
alex berenguer,Athletic Club,135,390,794,117,1298,85,43.5,44,51.8,2024,54,35,63,39,2022-2023,laliga
pedro bigas,Elche,681,569,63,19,1302,8,62.5,3,37.5,2273,13,0,13,4,2022-2023,laliga
el bilal toure,Almería,46,196,172,53,407,17,35.3,9,52.9,519,16,9,44,9,2022-2023,laliga
antonio blanco,Cádiz,20,46,16,0,82,1,0.0,1,100.0,57,1,0,2,3,2022-2023,laliga
lautaro blanco,Elche,127,163,209,6,494,23,43.5,13,56.5,890,20,1,12,3,2022-2023,laliga
theo bongonda,Cádiz,118,282,387,55,765,98,40.8,42,42.9,2088,47,20,57,26,2022-2023,laliga
yassine bounou,Sevilla,995,17,0,0,1011,1,100.0,0,0.0,1374,0,0,4,0,2022-2023,laliga
lucas boye,Elche,107,585,456,116,1120,130,60.0,48,36.9,1434,33,25,139,85,2022-2023,laliga
martin braithwaite,Espanyol,55,287,362,75,696,53,32.1,26,49.1,983,29,11,52,19,2022-2023,laliga
darko brasanac,Osasuna,79,245,171,28,489,10,40.0,3,30.0,668,14,0,20,10,2022-2023,laliga
claudio bravo,Betis,412,3,0,0,414,0,,0,,724,0,0,0,0,2022-2023,laliga
ante budimir,Osasuna,36,254,281,118,563,34,47.1,14,41.2,449,16,10,62,27,2022-2023,laliga
manu bueno,Sevilla,25,52,10,0,86,3,33.3,2,66.7,69,2,0,1,0,2022-2023,laliga
santiago bueno,Girona,1016,1038,54,17,2098,4,50.0,0,0.0,4721,13,0,6,1,2022-2023,laliga
sergio busquets,Barcelona,386,1427,373,14,2171,16,68.8,3,18.8,2593,32,1,19,12,2022-2023,laliga
leandro cabrera,Espanyol,723,802,125,40,1642,9,66.7,2,22.2,1406,9,1,9,5,2022-2023,laliga
cala,Cádiz,37,21,1,1,59,0,,0,,8,0,0,0,1,2022-2023,laliga
fernando calero,Espanyol,377,499,77,14,944,3,33.3,2,66.7,951,8,1,12,6,2022-2023,laliga
alexander callens,Girona,53,53,5,0,111,0,,0,,213,3,0,2,1,2022-2023,laliga
eduardo camavinga,Real Madrid,372,942,485,39,1770,71,53.5,25,35.2,3684,77,12,39,28,2022-2023,laliga
sergio camello,Rayo Vallecano,51,337,406,101,782,46,39.1,24,52.2,1053,36,17,71,35,2022-2023,laliga
sergio canales,Betis,180,745,781,54,1676,54,51.9,19,35.2,3161,69,5,55,41,2022-2023,laliga
ander capa,Athletic Club,24,50,37,2,110,3,66.7,1,33.3,193,9,1,3,2,2022-2023,laliga
etienne capoue,Villarreal,199,726,302,24,1212,62,50.0,22,35.5,2031,27,10,26,13,2022-2023,laliga
isaac carcelen,Cádiz,438,550,239,12,1212,21,66.7,6,28.6,1410,18,3,18,18,2022-2023,laliga
juan carlos,Girona,355,1,0,0,356,0,,0,,476,0,0,0,0,2022-2023,laliga
jose carlos lazo,Almería,1,2,5,1,8,1,100.0,0,0.0,9,0,0,2,0,2022-2023,laliga
jose carlos lazo,Espanyol,24,14,32,4,70,5,20.0,4,80.0,103,5,0,3,4,2022-2023,laliga
carmona,Elche,83,93,92,14,265,20,45.0,8,40.0,338,10,6,12,4,2022-2023,laliga
carmona,Sevilla,147,196,60,6,400,6,33.3,3,50.0,526,11,2,11,2,2022-2023,laliga
yannick carrasco,Atlético Madrid,230,456,745,160,1403,124,48.4,51,41.1,3577,58,71,52,34,2022-2023,laliga
dani carvajal,Real Madrid,412,580,526,39,1512,17,52.9,5,29.4,1547,30,3,23,7,2022-2023,laliga
william carvalho,Betis,303,1323,370,37,1979,52,55.8,17,32.7,2667,43,7,23,27,2022-2023,laliga
casemiro,Real Madrid,3,8,0,0,11,0,,0,,6,0,0,1,0,2022-2023,laliga
valentin castellanos,Girona,65,278,343,123,671,43,32.6,21,48.8,923,27,11,46,22,2022-2023,laliga
samu castillejo,Valencia,81,345,422,49,840,65,35.4,33,50.8,1701,41,11,43,28,2022-2023,laliga
catena,Rayo Vallecano,1160,930,41,24,2120,2,100.0,0,0.0,2913,5,0,11,6,2022-2023,laliga
edinson cavani,Valencia,54,217,208,54,473,10,40.0,5,50.0,316,7,3,30,9,2022-2023,laliga
dani ceballos,Real Madrid,258,986,465,34,1690,66,60.6,22,33.3,3318,52,7,19,26,2022-2023,laliga
alex centelles,Almería,269,244,180,7,686,14,42.9,7,50.0,854,11,1,11,6,2022-2023,laliga
franco cervi,Celta Vigo,219,496,437,50,1143,51,41.2,22,43.1,1526,38,8,30,16,2022-2023,laliga
pep chavarria,Rayo Vallecano,37,75,120,8,229,16,43.8,8,50.0,365,6,1,7,4,2022-2023,laliga
pape cheikh diop,Elche,7,13,0,0,20,1,0.0,1,100.0,26,0,0,0,1,2022-2023,laliga
andreas christensen,Barcelona,645,962,50,13,1652,2,0.0,2,100.0,3232,15,0,10,1,2022-2023,laliga
samuel chukwueze,Villarreal,131,437,696,143,1241,178,48.3,76,42.7,3639,63,71,66,29,2022-2023,laliga
chumi,Almería,519,363,93,8,970,16,43.8,9,56.3,1057,6,1,11,8,2022-2023,laliga
victor chust,Cádiz,291,237,13,6,533,3,33.3,2,66.7,718,2,1,2,1,2022-2023,laliga
pathe ciss,Rayo Vallecano,243,543,114,19,891,11,45.5,5,45.5,1032,16,1,14,13,2022-2023,laliga
carlos clerc,Elche,596,761,370,25,1714,56,46.4,23,41.1,2204,40,2,28,10,2022-2023,laliga
alex collado,Elche,58,202,189,19,442,31,48.4,15,48.4,943,23,6,16,9,2022-2023,laliga
diego collado,Villarreal,0,2,6,1,8,0,,0,,4,0,0,0,0,2022-2023,laliga
eray comert,Valencia,598,510,33,10,1129,2,100.0,0,0.0,2119,9,1,1,0,2022-2023,laliga
santi comesana,Rayo Vallecano,229,927,405,58,1544,58,60.3,18,31.0,2292,43,8,38,34,2022-2023,laliga
copete,Mallorca,575,538,67,17,1166,21,90.5,2,9.5,1444,13,1,10,6,2022-2023,laliga
francis coquelin,Villarreal,63,224,107,18,391,6,33.3,2,33.3,399,11,1,18,14,2022-2023,laliga
jesus corona,Sevilla,10,22,27,7,58,7,42.9,4,57.1,109,3,1,5,2,2022-2023,laliga
angel correa,Atlético Madrid,84,283,379,119,738,59,39.0,33,55.9,971,20,24,58,31,2022-2023,laliga
thierry correia,Valencia,491,687,456,23,1615,34,38.2,15,44.1,2539,46,9,36,11,2022-2023,laliga
jaume costa,Mallorca,360,603,415,37,1364,25,40.0,12,48.0,1980,38,10,23,8,2022-2023,laliga
samu costa,Almería,478,774,153,16,1395,22,40.9,12,54.5,1113,8,1,31,13,2022-2023,laliga
thibaut courtois,Real Madrid,1205,5,0,0,1209,2,100.0,0,0.0,2619,0,0,2,0,2022-2023,laliga
yan couto,Girona,184,295,266,20,734,60,46.7,27,45.0,1826,31,12,26,13,2022-2023,laliga
juan cruz armada,Osasuna,404,562,206,4,1163,15,40.0,5,33.3,1400,15,1,17,4,2022-2023,laliga
juan cruz,Betis,6,19,39,8,63,7,42.9,3,42.9,194,4,3,4,2,2022-2023,laliga
jorge cuenca,Villarreal,232,219,10,5,461,0,,0,,1030,1,0,2,0,2022-2023,laliga
braian cufre,Mallorca,28,54,28,2,110,3,66.7,0,0.0,142,2,0,2,1,2022-2023,laliga
matheus cunha,Atlético Madrid,17,61,58,22,131,7,85.7,1,14.3,221,7,4,9,5,2022-2023,laliga
curro,Almería,3,18,13,1,34,0,,0,,36,3,0,1,0,2022-2023,laliga
arnaut danjuma,Villarreal,11,39,86,23,134,8,37.5,4,50.0,260,3,8,11,6,2022-2023,laliga
sergi darder,Espanyol,276,1145,605,39,1980,135,50.4,54,40.0,4719,95,9,43,26,2022-2023,laliga
rodrigo de paul,Atlético Madrid,261,923,425,18,1598,32,50.0,11,34.4,2897,41,3,32,15,2022-2023,laliga
alberto del moral,Villarreal,0,1,0,0,1,0,,0,,1,0,0,0,0,2022-2023,laliga
thomas delaney,Sevilla,52,108,28,7,188,0,,0,,110,0,1,4,3,2022-2023,laliga
fran delgado,Betis,1,3,4,1,8,0,,0,,5,1,0,0,0,2022-2023,laliga
ousmane dembele,Barcelona,30,311,719,103,1041,114,45.6,50,43.9,3328,75,56,27,18,2022-2023,laliga
mouctar diakhaby,Valencia,711,659,90,52,1452,10,50.0,4,40.0,2149,14,1,14,3,2022-2023,laliga
mamady diarra,Cádiz,6,9,6,3,21,3,33.3,2,66.7,55,0,1,1,1,2022-2023,laliga
youba diarra,Cádiz,27,41,1,0,66,0,,0,,72,0,0,2,4,2022-2023,laliga
stole dimitrievski,Rayo Vallecano,1185,9,0,0,1194,0,,0,,2427,0,0,0,0,2022-2023,laliga
djene,Getafe,599,716,120,11,1418,28,64.3,3,10.7,1725,17,0,22,15,2022-2023,laliga
marko dmitrovic,Sevilla,539,1,0,0,540,0,,0,,792,1,0,1,0,2022-2023,laliga
matt doherty,Atlético Madrid,6,3,2,0,11,0,,0,,5,0,0,0,0,2022-2023,laliga
kasper dolberg,Sevilla,7,23,17,5,46,3,33.3,0,0.0,75,2,0,3,2,2022-2023,laliga
carlos dominguez,Celta Vigo,32,15,1,0,46,1,100.0,0,0.0,30,0,0,0,1,2022-2023,laliga
john donald,Elche,236,273,33,7,542,7,71.4,2,28.6,609,2,0,14,3,2022-2023,laliga
domingos duarte,Getafe,677,538,35,22,1246,6,83.3,1,16.7,1231,2,0,6,3,2022-2023,laliga
pablo duran,Celta Vigo,8,10,11,0,29,3,33.3,2,66.7,5,0,0,0,0,2022-2023,laliga
hugo duro,Valencia,29,187,217,73,430,13,15.4,8,61.5,357,6,6,31,19,2022-2023,laliga
inigo eguaras,Almería,174,369,75,3,614,5,80.0,1,20.0,706,8,0,7,4,2022-2023,laliga
aritz elustondo,Real Sociedad,360,488,107,14,952,8,62.5,3,37.5,1160,12,1,13,7,2022-2023,laliga
rodrigo ely,Almería,1164,646,54,30,1857,7,71.4,1,14.3,1958,8,1,16,2,2022-2023,laliga
adri embarba,Almería,125,324,435,42,864,116,40.5,56,48.3,1831,47,14,49,31,2022-2023,laliga
adri embarba,Espanyol,2,8,6,1,15,5,60.0,1,20.0,36,1,0,2,0,2022-2023,laliga
youssef ennesyri,Sevilla,44,186,211,103,439,23,17.4,16,69.6,369,5,14,46,9,2022-2023,laliga
gonzalo escalante,Cádiz,161,316,115,24,585,10,70.0,2,20.0,523,7,0,14,8,2022-2023,laliga
sergio escudero,Valladolid,320,371,255,16,937,17,41.2,9,52.9,814,16,3,13,8,2022-2023,laliga
alfonso espino,Cádiz,672,871,480,33,1994,52,48.1,23,44.2,2147,34,7,52,23,2022-2023,laliga
bernardo espinosa,Girona,530,496,29,17,1047,4,75.0,1,25.0,1885,3,1,4,4,2022-2023,laliga
edu exposito,Espanyol,124,329,242,20,689,23,47.8,7,30.4,901,15,2,25,13,2022-2023,laliga
nicolas ezequiel fernandez,Elche,61,123,134,13,314,12,25.0,7,58.3,690,10,4,10,11,2022-2023,laliga
abde ezzalzouli,Osasuna,73,287,473,66,813,117,50.4,42,35.9,2531,60,45,64,38,2022-2023,laliga
radamel falcao,Rayo Vallecano,21,106,146,38,270,16,12.5,13,81.3,122,5,2,29,9,2022-2023,laliga
fali,Cádiz,380,351,39,15,766,5,40.0,2,40.0,1337,3,0,8,1,2022-2023,laliga
mamadou fall,Villarreal,8,10,4,0,22,1,0.0,1,100.0,16,0,0,1,0,2022-2023,laliga
ansu fati,Barcelona,64,278,470,128,806,47,48.9,21,44.7,1399,28,31,35,30,2022-2023,laliga
zouhair feddal,Valladolid,162,85,3,2,249,0,,0,,278,0,0,0,1,2022-2023,laliga
nabil fekir,Betis,37,254,321,43,606,44,38.6,19,43.2,1072,27,13,34,22,2022-2023,laliga
felipe,Atlético Madrid,56,90,5,2,149,2,50.0,1,50.0,332,0,0,0,0,2022-2023,laliga
luiz felipe,Betis,601,507,23,7,1130,9,55.6,4,44.4,1212,1,0,9,0,2022-2023,laliga
joao felix,Atlético Madrid,23,158,142,21,322,24,25.0,14,58.3,554,16,2,20,12,2022-2023,laliga
kiko femenia,Villarreal,299,377,211,8,877,13,46.2,4,30.8,1461,27,1,8,9,2022-2023,laliga
aitor fernandez,Osasuna,835,11,0,0,846,0,,0,,1515,0,0,1,0,2022-2023,laliga
alex fernandez,Cádiz,174,482,198,25,849,11,45.5,4,36.4,983,21,3,18,24,2022-2023,laliga
alvaro fernandez,Espanyol,375,7,0,0,382,0,,0,,714,0,0,0,1,2022-2023,laliga
carlos fernandez,Real Sociedad,25,92,120,42,231,20,65.0,5,25.0,284,8,4,19,12,2022-2023,laliga
federico fernandez,Elche,24,5,1,0,30,0,,0,,6,0,0,1,0,2022-2023,laliga
joaquin fernandez,Valladolid,672,517,41,17,1228,2,50.0,1,50.0,1642,7,1,9,1,2022-2023,laliga
valery fernandez,Girona,86,179,199,28,461,27,48.1,10,37.0,637,7,9,18,10,2022-2023,laliga
fernando,Almería,1403,6,0,0,1409,1,100.0,0,0.0,2346,0,0,0,0,2022-2023,laliga
fernando,Sevilla,369,532,131,5,1025,5,60.0,1,20.0,1049,17,0,13,12,2022-2023,laliga
fidel,Elche,178,556,364,43,1077,76,42.1,35,46.1,2228,37,7,41,24,2022-2023,laliga
dimitri foulquier,Valencia,306,491,332,20,1116,42,45.2,22,52.4,2048,34,7,33,9,2022-2023,laliga
juan foyth,Villarreal,516,783,264,21,1545,48,56.3,18,37.5,2657,36,1,21,15,2022-2023,laliga
ivan fresneda,Valladolid,390,497,284,16,1163,42,35.7,19,45.2,1672,26,7,22,18,2022-2023,laliga
javi galan,Celta Vigo,712,1045,788,35,2506,154,46.8,61,39.6,5506,104,19,64,41,2022-2023,laliga
inigo ruiz de galarreta,Mallorca,330,885,247,5,1446,39,48.7,13,33.3,1294,13,0,16,15,2022-2023,laliga
aleix garcia,Girona,386,1003,490,23,1867,26,50.0,9,34.6,2266,35,7,19,12,2022-2023,laliga
alvaro garcia,Rayo Vallecano,208,346,809,118,1347,52,40.4,25,48.1,2237,28,45,52,17,2022-2023,laliga
borja garcia,Girona,70,186,92,10,348,14,42.9,5,35.7,394,9,0,6,11,2022-2023,laliga
carlos garcia,Cádiz,12,15,1,1,28,1,100.0,0,0.0,27,0,0,0,0,2022-2023,laliga
dani garcia,Athletic Club,183,560,130,5,868,2,100.0,0,0.0,514,6,0,6,4,2022-2023,laliga
david garcia,Osasuna,830,862,53,22,1742,4,100.0,0,0.0,2507,8,1,8,2,2022-2023,laliga
eric garcia,Barcelona,539,781,84,5,1398,4,50.0,2,50.0,2686,22,0,10,2,2022-2023,laliga
fran garcia,Rayo Vallecano,645,1109,728,26,2441,68,45.6,30,44.1,6294,142,12,47,11,2022-2023,laliga
joan garcia,Espanyol,30,1,0,0,31,0,,0,,41,0,0,0,0,2022-2023,laliga
raul garcia,Athletic Club,32,192,224,68,446,12,50.0,5,41.7,453,15,2,13,8,2022-2023,laliga
ruben garcia,Osasuna,100,277,339,26,711,16,37.5,9,56.3,657,13,3,27,10,2022-2023,laliga
unai garcia,Osasuna,456,479,32,8,957,8,62.5,2,25.0,1458,6,0,5,5,2022-2023,laliga
felix garreta,Betis,25,22,0,0,47,0,,0,,47,0,0,0,0,2022-2023,laliga
aleix garrido,Barcelona,4,0,3,1,7,1,0.0,1,100.0,18,0,0,0,0,2022-2023,laliga
sekou gassama,Valladolid,1,4,7,4,12,0,,0,,16,0,1,1,0,2022-2023,laliga
gavi,Barcelona,148,797,579,71,1510,63,42.9,26,41.3,2505,69,8,56,33,2022-2023,laliga
paulo gazzaniga,Girona,1133,7,0,0,1140,1,100.0,0,0.0,1663,0,0,3,2,2022-2023,laliga
bryan gil,Sevilla,81,188,254,25,515,45,42.2,17,37.8,743,21,4,31,18,2022-2023,laliga
david gil,Cádiz,144,0,0,0,144,0,,0,,235,0,0,0,0,2022-2023,laliga
oscar gil,Espanyol,406,570,371,27,1334,49,46.9,22,44.9,1283,24,5,52,14,2022-2023,laliga
alvaro gimenez,Cádiz,0,2,3,0,5,1,0.0,1,100.0,0,0,0,1,0,2022-2023,laliga
dani gomez,Espanyol,4,12,17,4,32,3,33.3,2,66.7,22,2,0,3,2,2022-2023,laliga
maxi gomez,Valencia,2,9,16,8,27,2,0.0,2,100.0,64,0,3,3,1,2022-2023,laliga
moi gomez,Osasuna,237,1013,489,23,1712,40,67.5,11,27.5,2740,48,7,33,18,2022-2023,laliga
papu gomez,Sevilla,69,313,264,27,637,36,41.7,14,38.9,1354,36,6,21,13,2022-2023,laliga
sergi gomez,Espanyol,736,620,33,19,1379,0,,0,,1464,2,0,5,0,2022-2023,laliga
antonio gomis,Atlético Madrid,3,0,0,0,3,0,,0,,7,0,0,0,0,2022-2023,laliga
diego gonzalez,Elche,321,151,17,8,487,3,33.3,2,66.7,689,0,0,2,3,2022-2023,laliga
edgar gonzalez,Betis,637,448,28,17,1106,5,40.0,0,0.0,1154,5,1,6,1,2022-2023,laliga
giovanni gonzalez,Mallorca,170,228,111,14,506,16,50.0,6,37.5,494,7,3,7,2,2022-2023,laliga
nicolas gonzalez,Valencia,164,555,209,19,921,39,71.8,6,15.4,1277,26,1,12,15,2022-2023,laliga
roberto gonzalez,Betis,0,21,14,1,35,2,0.0,1,50.0,31,1,1,1,0,2022-2023,laliga
andoni gorosabel,Real Sociedad,288,589,335,17,1205,19,47.4,6,31.6,1483,30,1,14,8,2022-2023,laliga
jose gragera,Espanyol,117,137,19,6,272,0,,0,,168,1,0,1,1,2022-2023,laliga
ivo grbic,Atlético Madrid,360,1,0,0,361,0,,0,,681,0,0,0,0,2022-2023,laliga
dominik greif,Mallorca,40,0,0,0,40,0,,0,,50,0,0,0,0,2022-2023,laliga
clement grenier,Mallorca,62,240,131,4,432,7,42.9,2,28.6,314,5,1,17,7,2022-2023,laliga
antoine griezmann,Atlético Madrid,247,933,818,153,1970,83,56.6,28,33.7,3089,66,25,41,35,2022-2023,laliga
andres guardado,Betis,277,610,151,6,1022,10,50.0,4,40.0,1360,16,0,18,6,2022-2023,laliga
sergi guardiola,Valladolid,27,91,74,17,191,7,0.0,6,85.7,144,6,2,18,4,2022-2023,laliga
sergi guardiola,Cádiz,34,174,208,41,413,24,50.0,10,41.7,344,10,5,27,24,2022-2023,laliga
nemanja gudelj,Sevilla,837,910,169,18,1911,5,60.0,2,40.0,3393,37,0,14,2,2022-2023,laliga
javier guerra,Valencia,57,186,103,15,340,28,50.0,13,46.4,717,10,5,8,20,2022-2023,laliga
ander guevara,Real Sociedad,28,127,49,0,200,4,75.0,1,25.0,311,4,0,1,1,2022-2023,laliga
pape gueye,Sevilla,144,422,141,21,699,23,60.9,6,26.1,818,13,2,19,11,2022-2023,laliga
hugo guillamon,Valencia,270,651,257,6,1167,5,20.0,3,60.0,1107,15,0,9,15,2022-2023,laliga
gerard gumbau,Elche,336,955,433,28,1709,20,35.0,9,45.0,1874,21,2,27,12,2022-2023,laliga
gorka guruzeta,Athletic Club,48,274,267,74,587,20,50.0,10,50.0,450,10,4,40,22,2022-2023,laliga
raul guti,Elche,120,283,123,18,521,13,38.5,8,61.5,445,13,2,14,18,2022-2023,laliga
miguel gutierrez,Girona,466,697,482,39,1628,75,46.7,32,42.7,2803,43,17,36,25,2022-2023,laliga
munir el haddadi,Getafe,66,253,299,48,614,34,35.3,16,47.1,562,13,7,45,25,2022-2023,laliga
dennis hadzikadunic,Mallorca,109,117,16,6,242,0,,0,,283,3,0,2,0,2022-2023,laliga
haissem hassan,Villarreal,6,10,11,1,25,4,50.0,1,25.0,60,1,1,2,0,2022-2023,laliga
eden hazard,Real Madrid,5,44,82,13,127,6,33.3,2,33.3,268,8,1,9,2,2022-2023,laliga
luiz henrique,Betis,160,369,375,60,880,125,44.8,50,40.0,1666,41,24,58,59,2022-2023,laliga
mario hermoso,Atlético Madrid,718,840,171,21,1718,22,63.6,7,31.8,1979,16,0,20,9,2022-2023,laliga
