Player,Squad,Sh,SoT,G/Sh,xG,npxG,npxG/Sh,G-xG,Season,Competition
mika biereth,Monaco,40,22,0.3,11.3,9.7,0.24,1.7,2024-2025,ligue1
emmanuel biumla,Angers,4,2,0.25,0.7,0.7,0.18,0.3,2024-2025,ligue1
marco bizot,Brest,0,0,,0.0,0.0,,0.0,2024-2025,ligue1
ludovic blas,Rennes,57,26,0.11,5.0,5.0,0.09,1.0,2024-2025,ligue1
augustine boakye,Saint-Étienne,24,9,0.13,1.8,1.8,0.08,1.2,2024-2025,ligue1
matheo bodmer,Le Havre,0,0,,0.0,0.0,,0.0,2024-2025,ligue1
jeremie boga,Nice,30,16,0.03,2.3,2.3,0.08,-1.3,2024-2025,ligue1
moise bombito,Nice,8,1,0.0,0.7,0.7,0.09,-0.7,2024-2025,ligue1
saimon bouabre,Monaco,0,0,,0.0,0.0,,0.0,2024-2025,ligue1
ayyoub bouaddi,Lille,3,1,0.0,0.1,0.1,0.04,-0.1,2024-2025,ligue1
badredine bouanani,Nice,30,14,0.07,2.7,1.9,0.06,0.3,2024-2025,ligue1
benjamin bouchouari,Saint-Étienne,16,3,0.06,0.6,0.6,0.04,0.4,2024-2025,ligue1
hicham boudaoui,Nice,39,18,0.05,2.7,2.7,0.07,-0.7,2024-2025,ligue1
justin bourgault,Brest,2,1,0.5,0.1,0.1,0.04,0.9,2024-2025,ligue1
benjamin bourigeaud,Rennes,2,1,0.5,0.2,0.2,0.08,0.8,2024-2025,ligue1
bilal brahimi,Nice,1,1,0.0,0.0,0.0,0.04,0.0,2024-2025,ligue1
lilian brassier,Marseille,5,1,0.0,0.2,0.2,0.05,-0.2,2024-2025,ligue1
lilian brassier,Rennes,14,1,0.07,1.5,1.5,0.11,-0.5,2024-2025,ligue1
anthony briancon,Saint-Étienne,0,0,,0.0,0.0,,0.0,2024-2025,ligue1
aurelio buta,Reims,8,1,0.0,0.3,0.3,0.03,-0.3,2024-2025,ligue1
marcin buka,Nice,0,0,,0.0,0.0,,0.0,2024-2025,ligue1
remy cabella,Lille,30,7,0.03,4.0,4.0,0.13,-3.0,2024-2025,ligue1
mathieu cafaro,Saint-Étienne,23,10,0.04,1.5,1.5,0.06,-0.5,2024-2025,ligue1
duje caletacar,Lyon,11,1,0.09,2.1,2.1,0.19,-1.1,2024-2025,ligue1
issiaga camara,Nice,0,0,,0.0,0.0,,0.0,2024-2025,ligue1
lamine camara,Monaco,26,9,0.08,2.3,2.3,0.09,-0.3,2024-2025,ligue1
mahdi camara,Brest,49,19,0.1,4.1,4.1,0.08,0.9,2024-2025,ligue1
ousmane camara,Angers,1,0,0.0,0.1,0.1,0.08,-0.1,2024-2025,ligue1
axel camblan,Brest,1,0,0.0,0.0,0.0,0.05,0.0,2024-2025,ligue1
jaydee canvot,Toulouse,5,1,0.0,0.2,0.2,0.04,-0.2,2024-2025,ligue1
pierrick capelle,Angers,6,0,0.0,0.2,0.2,0.04,-0.2,2024-2025,ligue1
gabin capuano,Lens,0,0,,0.0,0.0,,0.0,2024-2025,ligue1
maxence caqueret,Lyon,7,1,0.0,0.7,0.7,0.09,-0.7,2024-2025,ligue1
simon cara,Montpellier,0,0,,0.0,0.0,,0.0,2024-2025,ligue1
valentin carboni,Marseille,2,1,0.0,0.0,0.0,0.02,0.0,2024-2025,ligue1
irvin cardona,Saint-Étienne,23,10,0.22,4.5,3.7,0.18,0.5,2024-2025,ligue1
patrik carlgren,Nantes,0,0,,0.0,0.0,,0.0,2024-2025,ligue1
josue casimir,Le Havre,27,9,0.15,3.3,3.3,0.12,0.7,2024-2025,ligue1
cristian casseres jr,Toulouse,17,5,0.06,1.0,1.0,0.06,0.0,2024-2025,ligue1
jeancharles castelletto,Nantes,17,5,0.0,1.8,1.8,0.13,-1.8,2024-2025,ligue1
enzo caumont,Angers,0,0,,0.0,0.0,,0.0,2024-2025,ligue1
fabien centonze,Nantes,0,0,,0.0,0.0,,0.0,2024-2025,ligue1
brendan chardonnet,Brest,14,1,0.07,0.8,0.8,0.06,0.2,2024-2025,ligue1
jhoanner chavez,Lens,5,3,0.2,0.3,0.3,0.06,0.7,2024-2025,ligue1
theo chennahi,Montpellier,2,0,0.0,0.2,0.2,0.08,-0.2,2024-2025,ligue1
