Player,Squad,Fls,Off,Crosses,Recov,Aerialwon%,Season,Competition
muhammed cham,Clermont Foot,22,3,118,144,23.3,2023-2024,ligue1
brendan chardonnet,Brest,35,0,13,174,61.4,2023-2024,ligue1
jhoanner chavez,Lens,10,3,13,20,53.8,2023-2024,ligue1
rayan cherki,Lyon,10,2,71,98,11.1,2023-2024,ligue1
lucas chevalier,Lille,1,0,0,54,100.0,2023-2024,ligue1
pedro chirivella,Nantes,26,2,29,165,41.9,2023-2024,ligue1
joris chotard,Montpellier,30,0,33,207,52.1,2023-2024,ligue1
djaoui cisse,Rennes,0,0,0,0,,2023-2024,ligue1
ibrahim cissoko,Toulouse,1,2,20,16,0.0,2023-2024,ligue1
alexis claudemaurice,Nice,16,1,26,27,50.0,2023-2024,ligue1
jonathan clauss,Marseille,11,3,159,125,38.7,2023-2024,ligue1
marcus coco,Nantes,23,0,46,77,52.3,2023-2024,ligue1
maxime colin,Metz,11,0,34,83,62.2,2023-2024,ligue1
eray comert,Nantes,26,1,3,99,34.1,2023-2024,ligue1
alois confais,Le Havre,0,0,1,3,,2023-2024,ligue1
joaquin correa,Marseille,6,0,1,18,45.5,2023-2024,ligue1
oscar cortes,Lens,0,1,2,2,33.3,2023-2024,ligue1
david costa,Lens,12,0,77,75,40.0,2023-2024,ligue1
logan costa,Toulouse,38,1,12,158,63.4,2023-2024,ligue1
gregoire coudert,Brest,0,0,0,1,,2023-2024,ligue1
mamadou coulibaly,Monaco,3,0,1,3,100.0,2023-2024,ligue1
tanguy coulibaly,Montpellier,12,0,8,44,47.1,2023-2024,ligue1
nicolas cozza,Nantes,9,1,13,25,36.8,2023-2024,ligue1
trevis dago,Lille,2,0,1,1,50.0,2023-2024,ligue1
thijs dallinga,Toulouse,37,20,14,68,57.8,2023-2024,ligue1
kevin danso,Lens,23,2,3,216,67.1,2023-2024,ligue1
dante,Nice,42,0,10,219,64.0,2023-2024,ligue1
raimane daou,Marseille,2,0,0,2,,2023-2024,ligue1
mohamed daramy,Reims,7,9,15,71,31.3,2023-2024,ligue1
achraf dari,Brest,2,0,0,9,100.0,2023-2024,ligue1
jonathan david,Lille,29,13,2,83,23.9,2023-2024,ligue1
thibault de smet,Reims,38,2,31,87,44.7,2023-2024,ligue1
romain del castillo,Brest,21,3,251,137,42.3,2023-2024,ligue1
thomas delaine,Strasbourg,39,1,104,77,50.0,2023-2024,ligue1
sacha delaye,Montpellier,6,0,3,8,14.3,2023-2024,ligue1
karamoko dembele,Brest,0,0,1,0,,2023-2024,ligue1
ousmane dembele,Paris S-G,7,6,99,59,33.3,2023-2024,ligue1
jessy deminguet,Strasbourg,16,1,9,40,50.0,2023-2024,ligue1
remy descamps,Nantes,0,0,0,4,33.3,2023-2024,ligue1
mikkel desler,Toulouse,17,1,30,91,56.4,2023-2024,ligue1
arthur desmas,Le Havre,0,0,0,25,100.0,2023-2024,ligue1
lamine diack,Nantes,0,0,0,0,,2023-2024,ligue1
mamadou diakhon,Reims,4,0,4,15,33.3,2023-2024,ligue1
bafode diakite,Lille,16,2,3,83,62.7,2023-2024,ligue1
ibrahim diakite,Reims,5,0,9,12,60.0,2023-2024,ligue1
oumar diakite,Reims,35,32,3,57,26.7,2023-2024,ligue1
habib diarra,Strasbourg,40,1,22,112,35.9,2023-2024,ligue1
moussa diarra,Toulouse,22,0,16,63,56.8,2023-2024,ligue1
krepin diatta,Monaco,18,1,39,80,61.2,2023-2024,ligue1
mory diaw,Clermont Foot,0,0,0,41,91.7,2023-2024,ligue1
mahamadou diawara,Lyon,10,0,2,18,42.9,2023-2024,ligue1
bamba dieng,Lorient,7,6,5,12,47.2,2023-2024,ligue1
guillaume dietsch,Metz,0,0,0,0,,2023-2024,ligue1
sinaly diomande,Lyon,12,0,1,73,55.2,2023-2024,ligue1
edan diop,Monaco,7,0,2,11,60.0,2023-2024,ligue1
sofiane diop,Nice,9,8,13,28,20.0,2023-2024,ligue1
andy diouf,Lens,12,0,47,94,41.7,2023-2024,ligue1
yehvann diouf,Reims,0,0,0,57,85.7,2023-2024,ligue1
chaim el djebali,Lyon,1,0,1,0,0.0,2023-2024,ligue1
jeremy doku,Rennes,2,0,1,7,0.0,2023-2024,ligue1
gianluigi donnarumma,Paris S-G,2,0,0,28,66.7,2023-2024,ligue1
sirine doucoure,Lorient,10,2,1,8,41.5,2023-2024,ligue1
desire doue,Rennes,35,2,70,96,28.6,2023-2024,ligue1
guela doue,Rennes,29,0,43,78,48.6,2023-2024,ligue1
douglas,Nantes,48,0,20,126,28.6,2023-2024,ligue1
ismael doukoure,Strasbourg,19,0,0,100,45.2,2023-2024,ligue1
kamory doumbia,Brest,15,1,8,68,43.5,2023-2024,ligue1
jeankevin duverne,Nantes,29,0,13,80,50.0,2023-2024,ligue1
aron dnnum,Toulouse,31,4,28,76,31.6,2023-2024,ligue1
simon ebonog,Le Havre,0,0,0,1,100.0,2023-2024,ligue1
hugo ekitike,Paris S-G,1,0,0,0,,2023-2024,ligue1
simon elisor,Metz,17,4,4,20,42.7,2023-2024,ligue1
breel embolo,Monaco,3,3,1,3,11.1,2023-2024,ligue1
emanuel emegha,Strasbourg,26,12,1,41,33.3,2023-2024,ligue1
maxime esteve,Montpellier,11,0,2,52,58.1,2023-2024,ligue1
oscar estupinan,Metz,6,1,1,11,50.0,2023-2024,ligue1
romain faivre,Lorient,5,1,38,85,27.3,2023-2024,ligue1
ilhan fakili,Clermont Foot,1,0,1,3,0.0,2023-2024,ligue1
khalil fayad,Montpellier,22,1,13,54,46.2,2023-2024,ligue1
ichem ferrah,Lille,1,0,0,0,,2023-2024,ligue1
jordan ferri,Montpellier,48,0,38,174,33.3,2023-2024,ligue1
malick fofana,Lyon,3,0,20,18,0.0,2023-2024,ligue1
youssouf fofana,Monaco,37,1,14,230,51.5,2023-2024,ligue1
thomas foket,Reims,26,4,37,97,45.7,2023-2024,ligue1
tiago fonseca morais,Lille,1,0,1,3,,2023-2024,ligue1
przemysaw frankowski,Lens,33,0,118,96,39.5,2023-2024,ligue1
angelo fulgini,Lens,8,1,114,79,52.4,2023-2024,ligue1
kevin gameiro,Strasbourg,3,3,10,48,25.0,2023-2024,ligue1
ignatius ganago,Nantes,2,1,6,8,45.5,2023-2024,ligue1
ulisses garcia,Marseille,15,0,49,45,63.0,2023-2024,ligue1
johan gastien,Clermont Foot,31,1,39,165,51.5,2023-2024,ligue1
yann gboho,Toulouse,9,2,15,56,41.7,2023-2024,ligue1
gelabert,Toulouse,10,0,9,45,47.4,2023-2024,ligue1
denis genreau,Toulouse,9,0,7,41,50.0,2023-2024,ligue1
samuel gigot,Marseille,21,1,6,80,74.6,2023-2024,ligue1
aleksandr golovin,Monaco,25,3,110,133,40.0,2023-2024,ligue1
angel gomes,Lille,31,0,45,125,35.0,2023-2024,ligue1
maxime gonalons,Clermont Foot,28,0,1,97,62.5,2023-2024,ligue1
mathieu gorgelin,Le Havre,0,0,0,1,,2023-2024,ligue1
amine gouiri,Rennes,27,1,7,75,44.1,2023-2024,ligue1
jonathan gradit,Lens,31,0,17,118,51.9,2023-2024,ligue1
samuel grandsir,Le Havre,18,5,44,25,14.3,2023-2024,ligue1
adrian grbic,Lorient,0,0,1,0,66.7,2023-2024,ligue1
gabriel gudmundsson,Lille,21,4,36,65,39.1,2023-2024,ligue1
axel gueguin,Montpellier,0,0,2,10,50.0,2023-2024,ligue1
matteo guendouzi,Marseille,0,0,1,1,0.0,2023-2024,ligue1
evann guessand,Nice,32,5,11,56,48.0,2023-2024,ligue1
pape gueye,Marseille,20,1,9,52,62.5,2023-2024,ligue1
morgan guilavogui,Lens,14,7,5,21,59.3,2023-2024,ligue1
frederic guilbert,Strasbourg,35,2,85,136,35.9,2023-2024,ligue1
jaouen hadjam,Nantes,4,0,12,14,100.0,2023-2024,ligue1
massadio haidara,Lens,11,2,22,33,63.6,2023-2024,ligue1
oualid el hajjam,Le Havre,13,1,10,26,37.5,2023-2024,ligue1
achraf hakimi,Paris S-G,22,3,79,142,42.9,2023-2024,ligue1
amine harit,Marseille,19,1,39,121,20.0,2023-2024,ligue1
silvan hefti,Montpellier,5,0,19,39,27.3,2023-2024,ligue1
henrique,Lyon,7,0,17,24,50.0,2023-2024,ligue1
luis henrique,Marseille,1,6,27,58,,2023-2024,ligue1
christophe herelle,Metz,14,0,1,77,51.5,2023-2024,ligue1
lucas hernandez,Paris S-G,23,1,19,124,59.0,2023-2024,ligue1
andrej ilic,Lille,1,0,0,0,,2023-2024,ligue1
bonke innocent,Lorient,5,0,0,11,60.0,2023-2024,ligue1
ismaily,Lille,15,3,29,126,72.4,2023-2024,ligue1
yanis issoufou,Montpellier,1,0,1,2,0.0,2023-2024,ligue1
junya ito,Reims,18,19,201,115,34.6,2023-2024,ligue1
jeremy jacquet,Rennes,0,0,0,3,,2023-2024,ligue1
jeremy jacquet,Clermont Foot,1,1,1,9,60.0,2023-2024,ligue1
ismail jakobs,Monaco,25,3,76,75,55.9,2023-2024,ligue1
ablie jallow,Metz,8,0,23,49,21.7,2023-2024,ligue1
danley jeanjacques,Metz,48,2,20,126,33.8,2023-2024,ligue1
jeffinho,Lyon,4,1,2,15,57.1,2023-2024,ligue1
antoine joujou,Le Havre,17,0,18,42,29.4,2023-2024,ligue1
christopher jullien,Montpellier,13,0,1,47,64.3,2023-2024,ligue1
eli junior kroupi,Lorient,16,8,14,35,27.6,2023-2024,ligue1
abdoul kader bamba,Nantes,3,5,26,44,50.0,2023-2024,ligue1
yaya kader fofana,Reims,2,1,1,5,33.3,2023-2024,ligue1
tino kadewere,Lyon,6,2,2,23,47.6,2023-2024,ligue1
tino kadewere,Nantes,13,5,6,42,52.0,2023-2024,ligue1
arnaud kalimuendo,Rennes,28,6,11,45,9.0,2023-2024,ligue1
gedeon kalulu,Lorient,18,0,21,60,47.6,2023-2024,ligue1
warren kamanzi,Toulouse,12,0,20,47,30.0,2023-2024,ligue1
lee kangin,Paris S-G,17,1,97,61,26.7,2023-2024,ligue1
yann karamoh,Montpellier,7,2,5,17,13.3,2023-2024,ligue1
ayman kari,Lorient,10,0,1,50,22.2,2023-2024,ligue1
panos katseris,Lorient,19,2,45,58,42.3,2023-2024,ligue1
kevin keben biakolo,Toulouse,10,0,3,32,40.0,2023-2024,ligue1
yassine kechta,Le Havre,30,0,19,115,22.5,2023-2024,ligue1
thilo kehrer,Monaco,17,0,4,61,52.4,2023-2024,ligue1
habib keita,Clermont Foot,23,0,4,83,38.9,2023-2024,ligue1
reda khadra,Reims,13,1,46,66,11.1,2023-2024,ligue1
wahbi khazri,Montpellier,19,7,11,57,40.9,2023-2024,ligue1
abdukodir khusanov,Lens,9,0,2,41,54.5,2023-2024,ligue1
philipp kohn,Monaco,0,0,0,26,100.0,2023-2024,ligue1
randal kolo muani,Paris S-G,34,6,9,43,51.7,2023-2024,ligue1
cheick konate,Clermont Foot,17,0,43,55,36.8,2023-2024,ligue1
geoffrey kondogbia,Marseille,25,2,2,114,70.8,2023-2024,ligue1
abdoul kone,Reims,2,0,1,14,0.0,2023-2024,ligue1
amadou kone,Reims,7,0,1,42,50.0,2023-2024,ligue1
ibrahima kone,Lorient,0,0,0,1,75.0,2023-2024,ligue1
nguessan kouadio,Metz,10,0,1,8,100.0,2023-2024,ligue1
koffi kouao,Metz,16,1,16,52,68.4,2023-2024,ligue1
therence koudou,Reims,9,0,14,20,12.5,2023-2024,ligue1
boubakar kouyate,Montpellier,35,1,1,110,68.5,2023-2024,ligue1
sael kumbedi,Lyon,23,2,28,60,30.8,2023-2024,ligue1
layvin kurzawa,Paris S-G,0,0,0,0,,2023-2024,ligue1
daler kuzyaev,Le Havre,30,4,27,110,56.5,2023-2024,ligue1
grejohn kyei,Clermont Foot,29,8,2,20,49.1,2023-2024,ligue1
gaetan laborde,Nice,25,4,62,63,50.0,2023-2024,ligue1
alexandre lacazette,Lyon,50,13,10,60,40.3,2023-2024,ligue1
alban lafont,Nantes,1,0,0,37,91.7,2023-2024,ligue1
kenny lala,Brest,24,0,143,221,33.3,2023-2024,ligue1
mathis lambourde,Rennes,0,0,0,3,33.3,2023-2024,ligue1
mohamed lamine bayo,Le Havre,14,7,8,30,46.2,2023-2024,ligue1
didier lamkel ze,Metz,14,3,13,26,38.2,2023-2024,ligue1
julien laporte,Lorient,20,1,1,73,52.8,2023-2024,ligue1
theo le bris,Lorient,7,0,33,61,38.9,2023-2024,ligue1
julien le cardinal,Brest,7,0,5,20,55.0,2023-2024,ligue1
julien le cardinal,Lens,2,0,4,6,100.0,2023-2024,ligue1
jeremy le douaron,Brest,29,3,44,64,51.1,2023-2024,ligue1
enzo le fee,Rennes,24,0,24,127,47.8,2023-2024,ligue1
vincent le goff,Lorient,3,2,18,35,50.0,2023-2024,ligue1
adrien lebeau,Brest,1,0,3,5,0.0,2023-2024,ligue1
jeanlouis leca,Lens,0,0,0,3,,2023-2024,ligue1
benjamin lecomte,Montpellier,0,0,0,14,100.0,2023-2024,ligue1
pierre leesmelou,Brest,47,1,31,270,62.5,2023-2024,ligue1
johann lepenant,Lyon,6,0,2,22,33.3,2023-2024,ligue1
leo leroy,Montpellier,19,0,1,37,47.1,2023-2024,ligue1
gautier lloris,Le Havre,35,1,3,147,67.6,2023-2024,ligue1
abou lo,Metz,3,0,0,10,50.0,2023-2024,ligue1
bradley locko,Brest,26,1,94,213,54.5,2023-2024,ligue1
renan lodi,Marseille,27,1,70,68,38.9,2023-2024,ligue1
elysee logbo,Le Havre,12,1,1,11,30.8,2023-2024,ligue1
anthony lopes,Lyon,1,0,0,33,100.0,2023-2024,ligue1
pau lopez,Marseille,0,0,0,38,100.0,2023-2024,ligue1
jordan lotomba,Nice,12,0,20,72,58.3,2023-2024,ligue1
tom louchet,Nice,7,0,33,13,33.3,2023-2024,ligue1
imran louza,Lorient,16,0,53,57,52.9,2023-2024,ligue1
dejan lovren,Lyon,12,0,3,33,70.6,2023-2024,ligue1
joshua mbahia,Clermont Foot,1,0,0,1,100.0,2023-2024,ligue1
othmane maamma,Montpellier,0,0,4,9,0.0,2023-2024,ligue1
deiver machado,Lens,30,2,29,61,54.5,2023-2024,ligue1
soungoutou magassa,Monaco,31,1,3,112,58.5,2023-2024,ligue1
hugo magnetti,Brest,21,2,20,156,36.1,2023-2024,ligue1
yohann magnin,Clermont Foot,37,1,14,97,50.8,2023-2024,ligue1
frank magri,Toulouse,41,3,17,63,39.3,2023-2024,ligue1
adel mahamoud,Nantes,0,0,0,0,0.0,2023-2024,ligue1
habib maiga,Metz,4,0,1,17,66.7,2023-2024,ligue1
ainsley maitlandniles,Lyon,5,1,21,93,46.2,2023-2024,ligue1
radosaw majecki,Monaco,0,0,0,16,80.0,2023-2024,ligue1
lovro majer,Rennes,0,0,1,2,,2023-2024,ligue1
jeanvictor makengo,Lorient,7,0,5,29,50.0,2023-2024,ligue1
aaron malouda,Lille,0,0,0,0,,2023-2024,ligue1
hianga mananga mbock,Brest,0,0,0,0,0.0,2023-2024,ligue1
steve mandanda,Rennes,1,0,0,37,90.0,2023-2024,ligue1
orel mangala,Lyon,11,0,2,9,38.5,2023-2024,ligue1
vito mannone,Lille,0,0,0,6,,2023-2024,ligue1
faitout maouassa,Lens,2,0,3,1,66.7,2023-2024,ligue1
guillermo maripan,Monaco,21,1,0,81,55.3,2023-2024,ligue1
marquinhos,Nantes,7,1,5,14,28.6,2023-2024,ligue1
marquinhos,Paris S-G,3,2,0,96,52.2,2023-2024,ligue1
jonas martin,Brest,27,1,7,109,62.5,2023-2024,ligue1
clinton mata,Lyon,29,1,52,145,50.0,2023-2024,ligue1
eliot matazo,Monaco,5,0,1,12,80.0,2023-2024,ligue1
nemanja matic,Rennes,14,1,5,106,61.3,2023-2024,ligue1
nemanja matic,Lyon,8,0,4,103,66.7,2023-2024,ligue1
chrislain matsima,Clermont Foot,12,1,0,67,63.9,2023-2024,ligue1
chrislain matsima,Monaco,10,0,0,23,55.6,2023-2024,ligue1
azor matusiwa,Reims,16,0,0,117,62.5,2023-2024,ligue1
azor matusiwa,Rennes,8,0,1,38,61.9,2023-2024,ligue1
aiman maurer,Clermont Foot,0,0,4,2,0.0,2023-2024,ligue1
christian mawissa,Toulouse,13,0,4,76,41.3,2023-2024,ligue1
noam mayokatika,Marseille,1,0,0,0,,2023-2024,ligue1
senny mayulu,Paris S-G,8,1,13,21,,2023-2024,ligue1
youssef maziz,Metz,1,0,4,6,50.0,2023-2024,ligue1
ethan mbappe,Paris S-G,1,0,1,1,,2023-2024,ligue1
kylian mbappe,Paris S-G,19,20,23,47,0.0,2023-2024,ligue1
malick mbaye,Metz,5,0,13,7,12.5,2023-2024,ligue1
chancel mbemba,Marseille,21,2,15,102,55.6,2023-2024,ligue1
nolan mbemba,Le Havre,0,0,2,1,,2023-2024,ligue1
christ mbondi,Reims,0,0,0,0,,2023-2024,ligue1
facundo medina,Lens,51,2,20,229,62.7,2023-2024,ligue1
bamo meite,Marseille,10,0,4,37,71.0,2023-2024,ligue1
bamo meite,Lorient,0,0,0,6,33.3,2023-2024,ligue1
birger meling,Rennes,0,0,0,0,0.0,2023-2024,ligue1
nuno mendes,Paris S-G,6,0,7,14,75.0,2023-2024,ligue1
antoine mendy,Nice,4,0,4,22,36.8,2023-2024,ligue1
benjamin mendy,Lorient,12,4,96,31,36.4,2023-2024,ligue1
formose mendy,Lorient,16,0,13,90,74.1,2023-2024,ligue1
nampalys mendy,Lens,16,0,7,91,66.7,2023-2024,ligue1
quentin merlin,Marseille,10,0,40,38,16.7,2023-2024,ligue1
quentin merlin,Nantes,10,3,63,88,41.2,2023-2024,ligue1
bastien meupiyou,Nantes,1,0,0,1,,2023-2024,ligue1
lucas michal,Monaco,1,0,0,1,,2023-2024,ligue1
georges mikautadze,Metz,13,1,34,69,23.3,2023-2024,ligue1
takumi minamino,Monaco,30,5,32,115,31.6,2023-2024,ligue1
lucas mincarelli,Montpellier,4,0,26,50,43.5,2023-2024,ligue1
ignacio miramon,Lille,0,0,0,4,,2023-2024,ligue1
terem moffi,Nice,32,13,7,36,33.9,2023-2024,ligue1
mostafa mohamed,Nantes,34,11,14,54,52.2,2023-2024,ligue1
florent mollet,Nantes,32,4,142,112,36.4,2023-2024,ligue1
enzo mongo,Nantes,0,0,0,0,0.0,2023-2024,ligue1
diego moreira,Lyon,4,1,6,17,38.5,2023-2024,ligue1
lebo mothiba,Strasbourg,13,4,1,12,43.1,2023-2024,ligue1
steve mounie,Brest,43,8,11,43,59.3,2023-2024,ligue1
samuel moutoussamy,Nantes,21,1,2,74,33.3,2023-2024,ligue1
loris mouyokolo,Lorient,1,1,0,3,0.0,2023-2024,ligue1
francois mughe,Marseille,3,0,7,7,66.7,2023-2024,ligue1
nordi mukiele,Paris S-G,14,1,3,53,76.5,2023-2024,ligue1
marshall munetsi,Reims,45,3,18,110,56.0,2023-2024,ligue1
yvon mvogo,Lorient,0,0,0,28,83.3,2023-2024,ligue1
joel mvuka,Lorient,1,1,12,11,0.0,2023-2024,ligue1
junior mwanga,Strasbourg,22,1,4,78,57.1,2023-2024,ligue1
kevin ndoram,Metz,29,0,2,59,63.2,2023-2024,ligue1
bilal nadir,Marseille,4,0,0,7,0.0,2023-2024,ligue1
mahamadou nagida,Rennes,0,0,12,8,28.6,2023-2024,ligue1
keito nakamura,Reims,24,2,23,59,64.7,2023-2024,ligue1
keylor navas,Paris S-G,0,0,0,8,,2023-2024,ligue1
youssouf ndayishimiye,Nice,15,0,1,95,61.4,2023-2024,ligue1
bassirou ndiaye,Lorient,5,0,1,9,37.5,2023-2024,ligue1
iliman ndiaye,Marseille,22,4,18,106,38.9,2023-2024,ligue1
massamba ndiaye,Clermont Foot,0,0,0,5,66.7,2023-2024,ligue1
rassoul ndiaye,Le Havre,11,1,8,34,38.5,2023-2024,ligue1
cher ndour,Paris S-G,1,0,0,5,0.0,2023-2024,ligue1
joseph nduquidi,Metz,13,0,0,35,30.0,2023-2024,ligue1
loic nego,Le Havre,22,3,44,95,53.3,2023-2024,ligue1
steve ngoura,Le Havre,6,2,1,12,23.1,2023-2024,ligue1
