nombre,club_actual,temporada,liga
nicolai rapp,werder bremen,2022-2023,bundesliga
nicolas cozza,elche,2022-2023,laliga
nicolas cozza,wolfsburg,2023-2024,bundesliga
nicolas cozza,wolfsburg,2022-2023,bundesliga
nicolas cozza,wolfsburg,2024-2025,bundesliga
nicolas dominguez,nottham forest,2024-2025,premier-league
nicolas dominguez,bologna,2022-2023,serie-a
nicolas dominguez,nottham forest,2023-2024,premier-league
nicolas dominguez,bologna,2023-2024,serie-a
nicolas ezequiel fernandez,celta vigo,2024-2025,laliga
nicolas ezequiel fernandez,stuttgart,2022-2023,bundesliga
nicolas ezequiel fernandez,betis,2022-2023,laliga
nicolas ezequiel fernandez,barcelona,2024-2025,laliga
nicolas ezequiel fernandez,barcelona,2024-2025,laliga
nicolas ezequiel fernandez,parma,2024-2025,serie-a
nicolas gonzalez,juventus,2024-2025,serie-a
nicolas gonzalez,manchester city,2024-2025,premier-league
nicolas gonzalez,valencia,2022-2023,laliga
nicolas gonzalez,fiorentina,2022-2023,serie-a
nicolas gonzalez,fiorentina,2023-2024,serie-a
nicolas hofler,freiburg,2022-2023,bundesliga
nicolas hofler,freiburg,2024-2025,bundesliga
nicolas hofler,freiburg,2023-2024,bundesliga
nicolas jackson,chelsea,2023-2024,premier-league
nicolas jackson,villarreal,2022-2023,laliga
nicolas jackson,chelsea,2024-2025,premier-league
nicolas pepe,arsenal,2022-2023,premier-league
nicolas pepe,villarreal,2024-2025,laliga
nicolas seiwald,rb leipzig,2023-2024,bundesliga
nicolas seiwald,rb leipzig,2024-2025,bundesliga
nicolas serrano,athletic bilbao,2024-2025,laliga
nicolas valentini,fiorentina,2024-2025,serie-a
nicolas valentini,hellas verona,2024-2025,serie-a
nicolas viola,cagliari,2024-2025,serie-a
nicolas viola,cagliari,2023-2024,serie-a
nicolo barella,inter,2023-2024,serie-a
nicolo barella,inter,2024-2025,serie-a
nicolo barella,inter,2022-2023,serie-a
nicolo cambiaghi,bologna,2024-2025,serie-a
nicolo casale,lazio,2022-2023,serie-a
nicolo casale,bologna,2024-2025,serie-a
nicolo casale,lazio,2024-2025,serie-a
nicolo casale,lazio,2023-2024,serie-a
nicolo cocetta,udinese,2022-2023,serie-a
nicolo fagioli,juventus,2023-2024,serie-a
nicolo fagioli,fiorentina,2024-2025,serie-a
nicolo fagioli,juventus,2024-2025,serie-a
nicolo fagioli,juventus,2022-2023,serie-a
nicolo rovella,juventus,2022-2023,serie-a
nicolo rovella,lazio,2024-2025,serie-a
nicolo rovella,lazio,2023-2024,serie-a
nicolo savona,juventus,2024-2025,serie-a
nicolo zaniolo,aston villa,2023-2024,premier-league
nicolo zaniolo,fiorentina,2024-2025,serie-a
nicolo zaniolo,atalanta,2024-2025,serie-a
niels nkounkou,eintracht frankfurt,2023-2024,bundesliga
nikita contini baranovsky,napoli,2024-2025,serie-a
nikita contini baranovsky,napoli,2023-2024,serie-a
niklas dorsch,heidenheim,2024-2025,bundesliga
niklas dorsch,augsburg,2024-2025,bundesliga
niklas dorsch,augsburg,2023-2024,bundesliga
niklas dorsch,augsburg,2022-2023,bundesliga
niklas klinger,wolfsburg,2022-2023,bundesliga
niklas klinger,wolfsburg,2023-2024,bundesliga
niklas klinger,wolfsburg,2024-2025,bundesliga
niklas lomb,leverkusen,2024-2025,bundesliga
niklas lomb,leverkusen,2022-2023,bundesliga
niklas lomb,leverkusen,2023-2024,bundesliga
niklas pyyhtia,bologna,2022-2023,serie-a
niklas pyyhtia,bologna,2023-2024,serie-a
niklas schmidt,werder bremen,2022-2023,bundesliga
niklas stark,werder bremen,2023-2024,bundesliga
niklas stark,werder bremen,2022-2023,bundesliga
niklas stark,werder bremen,2024-2025,bundesliga
niklas sule,dortmund,2022-2023,bundesliga
niklas sule,dortmund,2023-2024,bundesliga
niklas swider,gladbach,2024-2025,bundesliga
niklas tauer,mainz,2022-2023,bundesliga
niklas tauer,freiburg,2023-2024,bundesliga
niko gieelmann,union berlin,2022-2023,bundesliga
nikola dovedan,heidenheim,2023-2024,bundesliga
nikola krstovic,lecce,2024-2025,serie-a
nikola krstovic,lecce,2023-2024,serie-a
nikola maras,alaves,2023-2024,laliga
nikola milenkovic,nottham forest,2024-2025,premier-league
nikola milenkovic,fiorentina,2022-2023,serie-a
nikola milenkovic,fiorentina,2023-2024,serie-a
nikola moro,bologna,2023-2024,serie-a
nikola moro,bologna,2024-2025,serie-a
nikola moro,bologna,2022-2023,serie-a
nikola sekulov,juventus,2022-2023,serie-a
nikola sekulov,juventus,2023-2024,serie-a
nikola soldo,koln,2022-2023,bundesliga
nikola vasilj,fc st pauli,2024-2025,bundesliga
nikola vlasic,torino,2023-2024,serie-a
nikola vlasic,torino,2022-2023,serie-a
nikola vlasic,torino,2024-2025,serie-a
nikola vlasic,west ham,2022-2023,premier-league
nikolaos botis,inter,2022-2023,serie-a
nikolas nartey,stuttgart,2022-2023,bundesliga
nikolas nartey,stuttgart,2024-2025,bundesliga
nikolas nartey,stuttgart,2023-2024,bundesliga
nikolas veratschnig,mainz,2024-2025,bundesliga
nils petersen,freiburg,2022-2023,bundesliga
nils ramming,eintracht frankfurt,2023-2024,bundesliga
nnamdi collins,eintracht frankfurt,2023-2024,bundesliga
noah atubolu,freiburg,2024-2025,bundesliga
noah atubolu,freiburg,2022-2023,bundesliga
noah atubolu,freiburg,2023-2024,bundesliga
noah joel sarenren bazee,hoffenheim,2024-2025,bundesliga
noah joel sarenren bazee,milan,2023-2024,serie-a
noah joel sarenren bazee,celta vigo,2022-2023,laliga
noah joel sarenren bazee,augsburg,2022-2023,bundesliga
noah joel sarenren bazee,udinese,2023-2024,serie-a
noah joel sarenren bazee,barcelona,2024-2025,laliga
noah joel sarenren bazee,koln,2023-2024,bundesliga
noah joel sarenren bazee,gladbach,2024-2025,bundesliga
noah mbamba,leverkusen,2022-2023,bundesliga
noah mbamba,leverkusen,2023-2024,bundesliga
noah okafor,napoli,2024-2025,serie-a
noah okafor,milan,2023-2024,serie-a
noah weihaupt,freiburg,2022-2023,bundesliga
noah weihaupt,fc st pauli,2024-2025,bundesliga
noah weihaupt,freiburg,2023-2024,bundesliga
noah weihaupt,freiburg,2024-2025,bundesliga
noahkai banks,augsburg,2024-2025,bundesliga
nobel mendy,betis,2024-2025,laliga
noel aseko,bayern munich,2023-2024,bundesliga
noel aseko,bayern munich,2024-2025,bundesliga
noel atom,brighton,2023-2024,premier-league
noel futkeu,eintracht frankfurt,2023-2024,bundesliga
noha lemina,wolverhampton wanderers,2023-2024,premier-league
noni madueke,chelsea,2024-2025,premier-league
noni madueke,chelsea,2022-2023,premier-league
noni madueke,chelsea,2023-2024,premier-league
nordi mukiele,leverkusen,2024-2025,bundesliga
norman theuerkauf,heidenheim,2023-2024,bundesliga
norman theuerkauf,heidenheim,2024-2025,bundesliga
noussair mazraoui,manchester utd,2024-2025,premier-league
noussair mazraoui,bayern munich,2023-2024,bundesliga
noussair mazraoui,bayern munich,2022-2023,bundesliga
nuha jatta,rb leipzig,2024-2025,bundesliga
nuha jatta,rb leipzig,2023-2024,bundesliga
nuno tavares,lazio,2024-2025,serie-a
nuno tavares,nottham forest,2023-2024,premier-league
nunzio lella,cagliari,2023-2024,serie-a
odeluga offiah,brighton,2023-2024,premier-league
odeluga offiah,brighton,2024-2025,premier-league
odeluga offiah,brighton,2022-2023,premier-league
odilon kossounou,leverkusen,2022-2023,bundesliga
odilon kossounou,leverkusen,2024-2025,bundesliga
odilon kossounou,leverkusen,2023-2024,bundesliga
odilon kossounou,atalanta,2024-2025,serie-a
odsonne edouard,crystal palace,2023-2024,premier-league
odsonne edouard,crystal palace,2022-2023,premier-league
odsonne edouard,crystal palace,2024-2025,premier-league
odysseas vlachodimos,nottham forest,2023-2024,premier-league
odysseas vlachodimos,newcastle utd,2024-2025,premier-league
ohis felix uduokhai,augsburg,2022-2023,bundesliga
ohis felix uduokhai,augsburg,2022-2023,bundesliga
ohis felix uduokhai,augsburg,2024-2025,bundesliga
ohis felix uduokhai,augsburg,2023-2024,bundesliga
ohis felix uduokhai,augsburg,2024-2025,bundesliga
ohis felix uduokhai,wolfsburg,2023-2024,bundesliga
oier gastesi,athletic bilbao,2024-2025,laliga
oier zarraga,udinese,2024-2025,serie-a
oier zarraga,athletic bilbao,2022-2023,laliga
oier zarraga,udinese,2023-2024,serie-a
oihan sancet,athletic bilbao,2024-2025,laliga
oihan sancet,athletic bilbao,2022-2023,laliga
oihan sancet,athletic bilbao,2023-2024,laliga
ola aina,nottham forest,2024-2025,premier-league
ola aina,nottham forest,2023-2024,premier-league
ola aina,torino,2022-2023,serie-a
ola solbakken,roma,2023-2024,serie-a
oladapo afolayan,fc st pauli,2024-2025,bundesliga
olasagasti,real sociedad,2023-2024,laliga
olasagasti,real sociedad,2024-2025,laliga
olasagasti,real sociedad,2022-2023,laliga
ole pohlmann,dortmund,2023-2024,bundesliga
oleksandr zinchenko,arsenal,2022-2023,premier-league
oleksandr zinchenko,arsenal,2023-2024,premier-league
oleksandr zinchenko,arsenal,2024-2025,premier-league
oliver abildgaard,como,2024-2025,serie-a
oliver abildgaard,hellas verona,2022-2023,serie-a
oliver baumann,hoffenheim,2024-2025,bundesliga
oliver baumann,hoffenheim,2022-2023,bundesliga
oliver burke,werder bremen,2023-2024,bundesliga
oliver burke,werder bremen,2022-2023,bundesliga
oliver burke,lazio,2024-2025,serie-a
oliver burke,werder bremen,2024-2025,bundesliga
oliver christensen,fiorentina,2023-2024,serie-a
oliver hammond,nottham forest,2022-2023,premier-league
oliver scarles,west ham,2024-2025,premier-league
oliver scarles,west ham,2022-2023,premier-league
oliver scarles,west ham,2023-2024,premier-league
oliver skipp,tottenham,2022-2023,premier-league
oliver skipp,tottenham,2023-2024,premier-league
oliver torres,sevilla,2022-2023,laliga
oliver torres,sevilla,2023-2024,laliga
olivier deman,werder bremen,2024-2025,bundesliga
olivier deman,werder bremen,2023-2024,bundesliga
olivier giroud,milan,2022-2023,serie-a
olivier giroud,milan,2023-2024,serie-a
oliwier zych,aston villa,2024-2025,premier-league
oliwier zych,aston villa,2023-2024,premier-league
oliwier zych,aston villa,2022-2023,premier-league
ollie harrison,chelsea,2023-2024,premier-league
ollie oneill,fulham,2022-2023,premier-league
ollie watkins,aston villa,2022-2023,premier-league
ollie watkins,aston villa,2023-2024,premier-league
ollie watkins,aston villa,2024-2025,premier-league
oluwaseun ogbemudia,union berlin,2024-2025,bundesliga
oluwaseun ogbemudia,union berlin,2023-2024,bundesliga
omar alderete,getafe,2024-2025,laliga
omar alderete,getafe,2023-2024,laliga
omar el hilali,barcelona,2024-2025,laliga
omar el hilali,barcelona,2022-2023,laliga
omar janneh,atletico madrid,2024-2025,laliga
omar marmoush,eintracht frankfurt,2023-2024,bundesliga
omar marmoush,wolfsburg,2022-2023,bundesliga
omar marmoush,manchester city,2024-2025,premier-league
omar mascarell,mallorca,2023-2024,laliga
omar mascarell,mallorca,2024-2025,laliga
omar mascarell,elche,2022-2023,laliga
omar richards,nottham forest,2022-2023,premier-league
omar sadik,barcelona,2024-2025,laliga
omar traore,heidenheim,2023-2024,bundesliga
omar traore,heidenheim,2024-2025,bundesliga
omari forson,manchester utd,2023-2024,premier-league
omari hutchinson,chelsea,2022-2023,premier-league
omari kellyman,aston villa,2023-2024,premier-league
omer beyaz,stuttgart,2022-2023,bundesliga
ondrej duda,hellas verona,2023-2024,serie-a
ondrej duda,hellas verona,2022-2023,serie-a
ondrej duda,hellas verona,2024-2025,serie-a
ondrej duda,koln,2022-2023,bundesliga
ore petrovic,chelsea,2023-2024,premier-league
orel mangala,everton,2024-2025,premier-league
orel mangala,nottham forest,2023-2024,premier-league
orel mangala,nottham forest,2022-2023,premier-league
oriol comas,girona,2024-2025,laliga
oriol romeu,barcelona,2023-2024,laliga
oriol romeu,girona,2024-2025,laliga
oriol romeu,girona,2022-2023,laliga
orir johann helgason,lecce,2024-2025,serie-a
orir johann helgason,lecce,2023-2024,serie-a
orji okwonkwo,bologna,2022-2023,serie-a
orri steinn oskarsson,real sociedad,2024-2025,laliga
oscar bobb,manchester city,2023-2024,premier-league
oscar bobb,manchester city,2024-2025,premier-league
oscar de marcos,athletic bilbao,2022-2023,laliga
oscar de marcos,athletic bilbao,2023-2024,laliga
oscar de marcos,athletic bilbao,2024-2025,laliga
oscar fraulo,gladbach,2022-2023,bundesliga
oscar gil,barcelona,2022-2023,laliga
oscar mingueza,celta vigo,2022-2023,laliga
oscar mingueza,celta vigo,2024-2025,laliga
oscar rodriguez arnaiz,celta vigo,2022-2023,laliga
oscar rodriguez arnaiz,getafe,2023-2024,laliga
oscar trejo,rayo vallecano,2024-2025,laliga
oscar trejo,rayo vallecano,2022-2023,laliga
oscar trejo,rayo vallecano,2023-2024,laliga
oscar urena,girona,2022-2023,laliga
oscar valentin,rayo vallecano,2024-2025,laliga
oscar valentin,rayo vallecano,2022-2023,laliga
oscar valentin,rayo vallecano,2023-2024,laliga
oskar preil,rb leipzig,2022-2023,bundesliga
othniel raterink,leverkusen,2024-2025,bundesliga
oumar solet,udinese,2024-2025,serie-a
ousmane dembele,barcelona,2022-2023,laliga
oussama el azzouzi,bologna,2023-2024,serie-a
oussama el azzouzi,bologna,2024-2025,serie-a
owen barker,everton,2024-2025,premier-league
owen beck,liverpool,2023-2024,premier-league
owen bevan,bournemouth,2022-2023,premier-league
owen goodman,crystal palace,2022-2023,premier-league
owen hesketh,wolverhampton wanderers,2023-2024,premier-league
ozan kabak,hoffenheim,2022-2023,bundesliga
ozan kabak,hoffenheim,2024-2025,bundesliga
pablo barrios,atletico madrid,2022-2023,laliga
pablo barrios,atletico madrid,2024-2025,laliga
pablo barrios,atletico madrid,2023-2024,laliga
pablo busto,betis,2024-2025,laliga
pablo duran,celta vigo,2022-2023,laliga
pablo duran,celta vigo,2024-2025,laliga
pablo fornals,west ham,2022-2023,premier-league
pablo fornals,betis,2024-2025,laliga
pablo fornals,west ham,2023-2024,premier-league
pablo galdames millan,genoa,2023-2024,serie-a
pablo galdames millan,cremonese,2022-2023,serie-a
pablo galdames millan,osasuna,2024-2025,laliga
pablo galdames millan,barcelona,2024-2025,laliga
pablo galdames millan,osasuna,2022-2023,laliga
pablo galdames millan,valencia,2024-2025,laliga
pablo galdames millan,osasuna,2023-2024,laliga
pablo garcia,betis,2024-2025,laliga
pablo gozalbez,valencia,2023-2024,laliga
pablo ibanez,osasuna,2023-2024,laliga
pablo ibanez,osasuna,2022-2023,laliga
pablo ibanez,osasuna,2024-2025,laliga
pablo maffeo,mallorca,2024-2025,laliga
pablo maffeo,mallorca,2022-2023,laliga
pablo maffeo,mallorca,2023-2024,laliga
pablo mari,fiorentina,2024-2025,serie-a
pablo marin,real sociedad,2023-2024,laliga
pablo marin,real sociedad,2022-2023,laliga
pablo marin,real sociedad,2024-2025,laliga
pablo munoz,rayo vallecano,2023-2024,laliga
pablo munoz,rayo vallecano,2022-2023,laliga
pablo sarabia,wolverhampton wanderers,2022-2023,premier-league
pablo sarabia,wolverhampton wanderers,2024-2025,premier-league
pablo sarabia,wolverhampton wanderers,2023-2024,premier-league
pablo torre,girona,2023-2024,laliga
pablo torre,barcelona,2024-2025,laliga
pablo torre,barcelona,2022-2023,laliga
panagiotis retsos,hellas verona,2022-2023,serie-a
pantelis hatzidiakos,cagliari,2023-2024,serie-a
pantelis hatzidiakos,cagliari,2024-2025,serie-a
paolo bartolomei,cremonese,2022-2023,serie-a
paolo gardoni,cremonese,2022-2023,serie-a
paolo ghiglione,cremonese,2022-2023,serie-a
paolo vismara,atalanta,2024-2025,serie-a
paolo vismara,atalanta,2023-2024,serie-a
papa ba,girona,2024-2025,laliga
pape cheikh diop,elche,2022-2023,laliga
pape gueye,villarreal,2024-2025,laliga
pape gueye,sevilla,2022-2023,laliga
pape matar sarr,tottenham,2022-2023,premier-league
pape matar sarr,tottenham,2024-2025,premier-league
pape matar sarr,tottenham,2023-2024,premier-league
papu gomez,sevilla,2023-2024,laliga
papu gomez,sevilla,2022-2023,laliga
paris brunner,dortmund,2023-2024,bundesliga
paris maghoma,brentford,2024-2025,premier-league
paris maghoma,brentford,2023-2024,premier-league
pascal gro,brighton,2022-2023,premier-league
pascal gro,brighton,2023-2024,premier-league
pascal stenzel,stuttgart,2023-2024,bundesliga
pascal stenzel,stuttgart,2024-2025,bundesliga
pascal stenzel,stuttgart,2022-2023,bundesliga
pascal struijk,leeds united,2022-2023,premier-league
pascu,villarreal,2023-2024,laliga
pascu,sevilla,2024-2025,laliga
pascu,villarreal,2022-2023,laliga
pascu,rayo vallecano,2023-2024,laliga
pasquale mazzocchi,napoli,2024-2025,serie-a
pasquale mazzocchi,napoli,2023-2024,serie-a
pathe ciss,rayo vallecano,2022-2023,laliga
pathe ciss,rayo vallecano,2023-2024,laliga
pathe ciss,rayo vallecano,2024-2025,laliga
patric,lazio,2022-2023,serie-a
patric,hellas verona,2024-2025,serie-a
patric,werder bremen,2024-2025,bundesliga
patric,getafe,2023-2024,laliga
patric,lazio,2024-2025,serie-a
patric,leverkusen,2023-2024,bundesliga
patric,leverkusen,2022-2023,bundesliga
patric,getafe,2024-2025,laliga
patric,lazio,2023-2024,serie-a
patric pfeiffer,augsburg,2023-2024,bundesliga
patrick bamford,leeds united,2022-2023,premier-league
patrick cutrone,como,2024-2025,serie-a
patrick dorgu,lecce,2024-2025,serie-a
patrick dorgu,lecce,2023-2024,serie-a
patrick dorgu,manchester utd,2024-2025,premier-league
patrick herrmann,gladbach,2022-2023,bundesliga
patrick mainka,heidenheim,2024-2025,bundesliga
patrick mainka,heidenheim,2023-2024,bundesliga
patrick osterhage,freiburg,2024-2025,bundesliga
patrick wimmer,wolfsburg,2023-2024,bundesliga
patrick wimmer,wolfsburg,2024-2025,bundesliga
patrick wimmer,wolfsburg,2022-2023,bundesliga
patrik schick,leverkusen,2022-2023,bundesliga
patrik schick,leverkusen,2024-2025,bundesliga
patrik schick,leverkusen,2023-2024,bundesliga
patrizio masini,genoa,2024-2025,serie-a
pau cabanes,alaves,2024-2025,laliga
pau cabanes,villarreal,2024-2025,laliga
pau cubarsi,barcelona,2024-2025,laliga
pau cubarsi,barcelona,2023-2024,laliga
pau funallet,girona,2024-2025,laliga
pau lopez,girona,2024-2025,laliga
pau mascaro,mallorca,2023-2024,laliga
pau navarro,villarreal,2024-2025,laliga
pau prim,barcelona,2022-2023,laliga
pau prim,barcelona,2023-2024,laliga
pau torres,villarreal,2022-2023,laliga
pau torres,aston villa,2023-2024,premier-league
pau torres,aston villa,2024-2025,premier-league
pau victor,girona,2022-2023,laliga
pau victor,barcelona,2024-2025,laliga
pau victor,betis,2022-2023,laliga
pau victor,barcelona,2023-2024,laliga
paul akouokou,betis,2022-2023,laliga
paul dummett,newcastle utd,2023-2024,premier-league
paul dummett,newcastle utd,2022-2023,premier-league
paul hennrich,hoffenheim,2024-2025,bundesliga
paul jaeckel,union berlin,2024-2025,bundesliga
paul jaeckel,union berlin,2023-2024,bundesliga
paul jaeckel,union berlin,2022-2023,bundesliga
paul pogba,heidenheim,2023-2024,bundesliga
paul pogba,juventus,2022-2023,serie-a
paul pogba,heidenheim,2024-2025,bundesliga
paul pogba,juventus,2023-2024,serie-a
paul seguin,union berlin,2022-2023,bundesliga
paul wanner,bayern munich,2022-2023,bundesliga
paul wanner,heidenheim,2024-2025,bundesliga
paulinho,leverkusen,2022-2023,bundesliga
paulo azzi,cagliari,2024-2025,serie-a
paulo azzi,cagliari,2023-2024,serie-a
paulo dybala,roma,2024-2025,serie-a
paulo dybala,roma,2023-2024,serie-a
paulo gazzaniga,fulham,2022-2023,premier-league
paulo gazzaniga,girona,2024-2025,laliga
paulo gazzaniga,girona,2022-2023,laliga
paulo gazzaniga,girona,2023-2024,laliga
paulo otavio,wolfsburg,2022-2023,bundesliga
pavao pervan,wolfsburg,2024-2025,bundesliga
pavao pervan,wolfsburg,2023-2024,bundesliga
pavao pervan,wolfsburg,2022-2023,bundesliga
pavel kaderabek,hoffenheim,2024-2025,bundesliga
pavel kaderabek,hoffenheim,2022-2023,bundesliga
pawe dawidowicz,hellas verona,2022-2023,serie-a
pawe dawidowicz,hellas verona,2024-2025,serie-a
pawe dawidowicz,hellas verona,2023-2024,serie-a
paxten aaronson,eintracht frankfurt,2022-2023,bundesliga
paxten aaronson,eintracht frankfurt,2023-2024,bundesliga
pedri,barcelona,2023-2024,laliga
pedri,barcelona,2022-2023,laliga
pedri,barcelona,2024-2025,laliga
pedro,valencia,2024-2025,laliga
pedro,lazio,2023-2024,serie-a
pedro,lazio,2024-2025,serie-a
pedro,barcelona,2022-2023,laliga
pedro,lazio,2022-2023,serie-a
pedro,bologna,2024-2025,serie-a
pedro bigas,elche,2022-2023,laliga
pedro diaz,rayo vallecano,2024-2025,laliga
pedro lima,wolverhampton wanderers,2024-2025,premier-league
pedro neto,wolverhampton wanderers,2023-2024,premier-league
pedro neto,chelsea,2024-2025,premier-league
pedro neto,wolverhampton wanderers,2022-2023,premier-league
pedro obiang,sassuolo,2023-2024,serie-a
pedro obiang,sassuolo,2022-2023,serie-a
pedro ortiz,sevilla,2024-2025,laliga
pedro ortiz,sevilla,2022-2023,laliga
pedro porro,tottenham,2024-2025,premier-league
pedro porro,tottenham,2022-2023,premier-league
pedro porro,tottenham,2023-2024,premier-league
peio canales,athletic bilbao,2024-2025,laliga
pelayo fernandez,rayo vallecano,2024-2025,laliga
pep biel,augsburg,2023-2024,bundesliga
pep chavarria,rayo vallecano,2022-2023,laliga
pep chavarria,rayo vallecano,2023-2024,laliga
pep chavarria,rayo vallecano,2024-2025,laliga
pepe reina,villarreal,2022-2023,laliga
pepe reina,como,2024-2025,serie-a
pepe reina,villarreal,2023-2024,laliga
pepelu,valencia,2024-2025,laliga
pepelu,valencia,2023-2024,laliga
peque,sevilla,2024-2025,laliga
pere milla,barcelona,2024-2025,laliga
pere milla,elche,2022-2023,laliga
perr schuurs,torino,2022-2023,serie-a
perr schuurs,torino,2024-2025,serie-a
perr schuurs,torino,2023-2024,serie-a
peru nolaskoain,athletic bilbao,2023-2024,laliga
peru nolaskoain,athletic bilbao,2022-2023,laliga
pervis estupinan,brighton,2023-2024,premier-league
pervis estupinan,brighton,2022-2023,premier-league
pervis estupinan,villarreal,2022-2023,laliga
pervis estupinan,brighton,2024-2025,premier-league
petar sucic,inter,2024-2025,serie-a
peter gulacsi,rb leipzig,2024-2025,bundesliga
peter gulacsi,rb leipzig,2023-2024,bundesliga
peter gulacsi,rb leipzig,2022-2023,bundesliga
phil foden,manchester city,2023-2024,premier-league
phil foden,manchester city,2024-2025,premier-league
phil foden,manchester city,2022-2023,premier-league
phil jones,manchester utd,2022-2023,premier-league
philip billing,bournemouth,2022-2023,premier-league
philip billing,bournemouth,2023-2024,premier-league
philip billing,napoli,2024-2025,serie-a
philip billing,bournemouth,2024-2025,premier-league
philipp lienhart,freiburg,2022-2023,bundesliga
philipp lienhart,freiburg,2023-2024,bundesliga
philipp lienhart,freiburg,2024-2025,bundesliga
philipp max,eintracht frankfurt,2022-2023,bundesliga
philipp max,eintracht frankfurt,2023-2024,bundesliga
philipp pentke,hoffenheim,2022-2023,bundesliga
philipp pentke,koln,2023-2024,bundesliga
philipp sander,gladbach,2024-2025,bundesliga
philipp schulz,mainz,2022-2023,bundesliga
philipp schulze,wolfsburg,2023-2024,bundesliga
philipp schulze,wolfsburg,2022-2023,bundesliga
philippe coutinho,aston villa,2022-2023,premier-league
philippe coutinho,aston villa,2023-2024,premier-league
phillip tietz,augsburg,2023-2024,bundesliga
phillip tietz,augsburg,2024-2025,bundesliga
phillipp mwene,mainz,2024-2025,bundesliga
phillipp mwene,mainz,2023-2024,bundesliga
pierluigi gollini,roma,2024-2025,serie-a
pierluigi gollini,napoli,2022-2023,serie-a
pierluigi gollini,genoa,2024-2025,serie-a
pierluigi gollini,napoli,2023-2024,serie-a
pierluigi gollini,fiorentina,2022-2023,serie-a
piero hincapie,leverkusen,2024-2025,bundesliga
piero hincapie,leverkusen,2023-2024,bundesliga
piero hincapie,leverkusen,2022-2023,bundesliga
pierre bolchini,como,2024-2025,serie-a
pierre ekwah,west ham,2022-2023,premier-league
pierre kalulu,milan,2022-2023,serie-a
pierre kalulu,juventus,2024-2025,serie-a
pierre kalulu,milan,2023-2024,serie-a
pierreemerick aubameyang,barcelona,2022-2023,laliga
pierreemerick aubameyang,chelsea,2022-2023,premier-league
pierreemile hjbjerg,tottenham,2022-2023,premier-league
pierreemile hjbjerg,tottenham,2023-2024,premier-league
pietro comuzzo,fiorentina,2023-2024,serie-a
pietro comuzzo,fiorentina,2024-2025,serie-a
pietro leonardelli,fiorentina,2024-2025,serie-a
pietro passador,torino,2023-2024,serie-a
pietro pellegri,torino,2023-2024,serie-a
pietro pellegri,torino,2024-2025,serie-a
pietro pellegri,torino,2022-2023,serie-a
pietro terracciano,fiorentina,2024-2025,serie-a
pietro terracciano,fiorentina,2023-2024,serie-a
pietro terracciano,fiorentina,2022-2023,serie-a
pietro terracciano,atalanta,2024-2025,serie-a
pietro terracciano,roma,2023-2024,serie-a
pietro terracciano,atalanta,2023-2024,serie-a
pietro tornaghi,atalanta,2024-2025,serie-a
piotr zielinski,inter,2024-2025,serie-a
piotr zielinski,napoli,2023-2024,serie-a
piotr zielinski,napoli,2022-2023,serie-a
pol fortuny,real madrid,2024-2025,laliga
pol lirola,elche,2022-2023,laliga
pol lozano,barcelona,2022-2023,laliga
pol lozano,barcelona,2024-2025,laliga
pol tristan,barcelona,2024-2025,laliga
pontus almqvist,parma,2024-2025,serie-a
pontus almqvist,lecce,2023-2024,serie-a
pontus jansson,brentford,2022-2023,premier-league
portu,getafe,2023-2024,laliga
portu,girona,2023-2024,laliga
portu,girona,2024-2025,laliga
predrag rajkovic,mallorca,2023-2024,laliga
predrag rajkovic,mallorca,2022-2023,laliga
radamel falcao,rayo vallecano,2022-2023,laliga
radamel falcao,rayo vallecano,2023-2024,laliga
rade krunic,milan,2022-2023,serie-a
rade krunic,milan,2023-2024,serie-a
radek vitek,manchester utd,2022-2023,premier-league
radek vitek,manchester utd,2023-2024,premier-league
radu dragusin,genoa,2023-2024,serie-a
radu dragusin,tottenham,2024-2025,premier-league
radu dragusin,tottenham,2023-2024,premier-league
rafa gikiewicz,augsburg,2022-2023,bundesliga
rafa marin,alaves,2023-2024,laliga
rafa marin,napoli,2024-2025,serie-a
rafa mir,sevilla,2022-2023,laliga
rafa mir,sevilla,2023-2024,laliga
rafa mir,valencia,2024-2025,laliga
rafael bauza,barcelona,2024-2025,laliga
rafael borre,werder bremen,2023-2024,bundesliga
rafael borre,eintracht frankfurt,2022-2023,bundesliga
rafael leao,milan,2022-2023,serie-a
rafael leao,milan,2023-2024,serie-a
rafael romero,sevilla,2024-2025,laliga
rafael romero,sevilla,2023-2024,laliga
rafael toloi,atalanta,2022-2023,serie-a
rafael toloi,atalanta,2023-2024,serie-a
rafael toloi,atalanta,2024-2025,serie-a
raffaele di gennaro,inter,2024-2025,serie-a
raffaele di gennaro,inter,2023-2024,serie-a
raheem sterling,chelsea,2022-2023,premier-league
raheem sterling,arsenal,2024-2025,premier-league
raheem sterling,chelsea,2023-2024,premier-league
ramon hendriks,stuttgart,2024-2025,bundesliga
ramon martinez,sevilla,2024-2025,laliga
ramon sosa,nottham forest,2024-2025,premier-league
ramon terrats,getafe,2024-2025,laliga
ramon terrats,girona,2022-2023,laliga
ramon terrats,villarreal,2023-2024,laliga
ramon terrats,villarreal,2022-2023,laliga
ramon terrats,villarreal,2024-2025,laliga
ramy bensebaini,dortmund,2023-2024,bundesliga
ramy bensebaini,gladbach,2022-2023,bundesliga
randal kolo muani,eintracht frankfurt,2023-2024,bundesliga
randal kolo muani,juventus,2024-2025,serie-a
