nombre,club_actual,altura,valor,temporada,liga
jacob bruun larsen,vfb stuttgart,1.83,5000000.0,2024-2025,bundesliga
justin diehl,vfb stuttgart,1.74,3000000.0,2024-2025,bundesliga
jarzinho malanga,vfb stuttgart,1.79,1700000.0,2024-2025,bundesliga
jamie leweling,vfb stuttgart,1.85,20000000.0,2024-2025,bundesliga
silas,vfb stuttgart,1.89,7000000.0,2024-2025,bundesliga
fabian rieder,vfb stuttgart,1.79,6000000.0,2024-2025,bundesliga
benjamin boakye,vfb stuttgart,1.8,500000.0,2024-2025,bundesliga
luca raimund,vfb stuttgart,1.88,400000.0,2024-2025,bundesliga
nick woltemade,vfb stuttgart,1.98,30000000.0,2024-2025,bundesliga
ermedin demirovic,vfb stuttgart,1.85,22000000.0,2024-2025,bundesliga
deniz undav,vfb stuttgart,1.79,20000000.0,2024-2025,bundesliga
el bilal toure,vfb stuttgart,1.85,15000000.0,2024-2025,bundesliga
wahid faghir,vfb stuttgart,1.86,700000.0,2024-2025,bundesliga
eliot bujupi,vfb stuttgart,1.87,500000.0,2024-2025,bundesliga
thomas kastanaras,vfb stuttgart,1.86,400000.0,2024-2025,bundesliga
kamil grabara,vfl wolfsburg,1.95,14000000.0,2024-2025,bundesliga
marius muller,vfl wolfsburg,1.92,1500000.0,2024-2025,bundesliga
pavao pervan,vfl wolfsburg,1.94,300000.0,2024-2025,bundesliga
niklas klinger,vfl wolfsburg,1.87,100000.0,2024-2025,bundesliga
maxence lacroix,vfl wolfsburg,1.9,25000000.0,2024-2025,bundesliga
konstantinos koulierakis,vfl wolfsburg,1.88,25000000.0,2024-2025,bundesliga
cedric zesiger,vfl wolfsburg,1.94,7000000.0,2024-2025,bundesliga
denis vavro,vfl wolfsburg,1.89,7000000.0,2024-2025,bundesliga
sebastiaan bornauw,vfl wolfsburg,1.91,6000000.0,2024-2025,bundesliga
moritz jenz,vfl wolfsburg,1.9,5000000.0,2024-2025,bundesliga
david odogu,vfl wolfsburg,1.91,1500000.0,2024-2025,bundesliga
mathys angely,vfl wolfsburg,1.9,600000.0,2024-2025,bundesliga
till neininger,vfl wolfsburg,,,2024-2025,bundesliga
joakim maehle,vfl wolfsburg,1.85,14000000.0,2024-2025,bundesliga
nicolas cozza,vfl wolfsburg,1.78,3500000.0,2024-2025,bundesliga
rogerio,vfl wolfsburg,1.78,2500000.0,2024-2025,bundesliga
ridle baku,vfl wolfsburg,1.76,9000000.0,2024-2025,bundesliga
kilian fischer,vfl wolfsburg,1.82,6000000.0,2024-2025,bundesliga
mads roerslev,vfl wolfsburg,1.84,6000000.0,2024-2025,bundesliga
jan burger,vfl wolfsburg,1.8,,2024-2025,bundesliga
salih ozcan,vfl wolfsburg,1.83,4000000.0,2024-2025,bundesliga
mattias svanberg,vfl wolfsburg,1.85,12000000.0,2024-2025,bundesliga
aster vranckx,vfl wolfsburg,1.83,7000000.0,2024-2025,bundesliga
maximilian arnold,vfl wolfsburg,1.84,5000000.0,2024-2025,bundesliga
yannick gerhardt,vfl wolfsburg,1.84,2500000.0,2024-2025,bundesliga
kevin paredes,vfl wolfsburg,1.75,7500000.0,2024-2025,bundesliga
lovro majer,vfl wolfsburg,1.78,17000000.0,2024-2025,bundesliga
bence dardai,vfl wolfsburg,1.89,12000000.0,2024-2025,bundesliga
bennit broger,vfl wolfsburg,1.81,500000.0,2024-2025,bundesliga
jakub kaminski,vfl wolfsburg,1.79,5000000.0,2024-2025,bundesliga
patrick wimmer,vfl wolfsburg,1.82,15000000.0,2024-2025,bundesliga
andreas skov olsen,vfl wolfsburg,1.87,14000000.0,2024-2025,bundesliga
mohamed amoura,vfl wolfsburg,1.7,32000000.0,2024-2025,bundesliga
tiago tomas,vfl wolfsburg,1.8,12000000.0,2024-2025,bundesliga
jonas wind,vfl wolfsburg,1.9,12000000.0,2024-2025,bundesliga
lukas nmecha,vfl wolfsburg,1.85,3000000.0,2024-2025,bundesliga
kevin behrens,vfl wolfsburg,1.85,1000000.0,2024-2025,bundesliga
bartosz bialek,vfl wolfsburg,1.91,800000.0,2024-2025,bundesliga
jonathan akaegbobi,vfl wolfsburg,,,2024-2025,bundesliga
moritz nicolas,borussia monchengladbach,1.93,5000000.0,2024-2025,bundesliga
jonas omlin,borussia monchengladbach,1.9,2500000.0,2024-2025,bundesliga
tiago pereira cardoso,borussia monchengladbach,1.9,1500000.0,2024-2025,bundesliga
tobias sippel,borussia monchengladbach,1.83,300000.0,2024-2025,bundesliga
ko itakura,borussia monchengladbach,1.88,12000000.0,2024-2025,bundesliga
nico elvedi,borussia monchengladbach,1.89,8000000.0,2024-2025,bundesliga
marvin friedrich,borussia monchengladbach,1.93,3500000.0,2024-2025,bundesliga
fabio chiarodia,borussia monchengladbach,1.86,2000000.0,2024-2025,bundesliga
lukas ullrich,borussia monchengladbach,1.8,8000000.0,2024-2025,bundesliga
luca netz,borussia monchengladbach,1.84,6000000.0,2024-2025,bundesliga
joe scally,borussia monchengladbach,1.84,10000000.0,2024-2025,bundesliga
stefan lainer,borussia monchengladbach,1.75,1200000.0,2024-2025,bundesliga
julian weigl,borussia monchengladbach,1.86,6000000.0,2024-2025,bundesliga
niklas swider,borussia monchengladbach,1.88,250000.0,2024-2025,bundesliga
veit stange,borussia monchengladbach,1.88,150000.0,2024-2025,bundesliga
manu kone,borussia monchengladbach,1.85,40000000.0,2024-2025,bundesliga
rocco reitz,borussia monchengladbach,1.76,15000000.0,2024-2025,bundesliga
philipp sander,borussia monchengladbach,1.86,4000000.0,2024-2025,bundesliga
florian neuhaus,borussia monchengladbach,1.85,3500000.0,2024-2025,bundesliga
kevin stoger,borussia monchengladbach,1.75,3500000.0,2024-2025,bundesliga
robin hack,borussia monchengladbach,1.78,12000000.0,2024-2025,bundesliga
yvandro borges sanches,borussia monchengladbach,1.8,500000.0,2024-2025,bundesliga
noah pesch,borussia monchengladbach,1.83,300000.0,2024-2025,bundesliga
franck honorat,borussia monchengladbach,1.8,12000000.0,2024-2025,bundesliga
nathan ngoumou,borussia monchengladbach,1.85,4000000.0,2024-2025,bundesliga
charles herrmann,borussia monchengladbach,1.8,300000.0,2024-2025,bundesliga
tim kleindienst,borussia monchengladbach,1.94,17000000.0,2024-2025,bundesliga
alassane plea,borussia monchengladbach,1.81,5000000.0,2024-2025,bundesliga
tomas cvancara,borussia monchengladbach,1.9,3000000.0,2024-2025,bundesliga
grantleon ranos,borussia monchengladbach,1.8,500000.0,2024-2025,bundesliga
shio fukuda,borussia monchengladbach,1.78,500000.0,2024-2025,bundesliga
oliver baumann,tsg hoffenheim,1.87,3000000.0,2024-2025,bundesliga
luca philipp,tsg hoffenheim,1.92,750000.0,2024-2025,bundesliga
jakob busk,tsg hoffenheim,1.89,250000.0,2024-2025,bundesliga
lukas petersson,tsg hoffenheim,1.95,250000.0,2024-2025,bundesliga
benjamin lade,tsg hoffenheim,1.87,,2024-2025,bundesliga
tim philipp,tsg hoffenheim,1.9,,2024-2025,bundesliga
leo stigard,tsg hoffenheim,1.83,10000000.0,2024-2025,bundesliga
ozan kabak,tsg hoffenheim,1.87,5000000.0,2024-2025,bundesliga
arthur chaves,tsg hoffenheim,1.88,5000000.0,2024-2025,bundesliga
robin hranac,tsg hoffenheim,1.9,3500000.0,2024-2025,bundesliga
tim drexler,tsg hoffenheim,1.86,3000000.0,2024-2025,bundesliga
kevin akpoguma,tsg hoffenheim,1.92,2500000.0,2024-2025,bundesliga
stanley nsoki,tsg hoffenheim,1.84,2500000.0,2024-2025,bundesliga
attila szalai,tsg hoffenheim,1.92,1700000.0,2024-2025,bundesliga
luca erlein,tsg hoffenheim,1.9,300000.0,2024-2025,bundesliga
noah konig,tsg hoffenheim,1.88,250000.0,2024-2025,bundesliga
david jurasek,tsg hoffenheim,1.83,5000000.0,2024-2025,bundesliga
alexander prass,tsg hoffenheim,1.8,5000000.0,2024-2025,bundesliga
christopher lenz,tsg hoffenheim,1.8,500000.0,2024-2025,bundesliga
hennes behrens,tsg hoffenheim,1.75,350000.0,2024-2025,bundesliga
valentin gendrey,tsg hoffenheim,1.79,7000000.0,2024-2025,bundesliga
pavel kaderabek,tsg hoffenheim,1.82,1700000.0,2024-2025,bundesliga
lars strobl,tsg hoffenheim,1.9,25000.0,2024-2025,bundesliga
anton stach,tsg hoffenheim,1.94,14000000.0,2024-2025,bundesliga
florian grillitsch,tsg hoffenheim,1.87,2000000.0,2024-2025,bundesliga
diadie samassekou,tsg hoffenheim,1.77,1000000.0,2024-2025,bundesliga
tom bischof,tsg hoffenheim,1.76,30000000.0,2024-2025,bundesliga
umut tohumcu,tsg hoffenheim,1.75,6000000.0,2024-2025,bundesliga
grischa promel,tsg hoffenheim,1.84,3000000.0,2024-2025,bundesliga
dennis geiger,tsg hoffenheim,1.73,2000000.0,2024-2025,bundesliga
finn becker,tsg hoffenheim,1.77,2000000.0,2024-2025,bundesliga
luka uric,tsg hoffenheim,1.81,250000.0,2024-2025,bundesliga
andrej kramaric,tsg hoffenheim,1.77,4000000.0,2024-2025,bundesliga
julian justvan,tsg hoffenheim,1.77,2200000.0,2024-2025,bundesliga
florian micheler,tsg hoffenheim,1.85,500000.0,2024-2025,bundesliga
bazoumana toure,tsg hoffenheim,,9000000.0,2024-2025,bundesliga
jacob bruun larsen,tsg hoffenheim,1.83,5000000.0,2024-2025,bundesliga
marius bulter,tsg hoffenheim,1.88,2500000.0,2024-2025,bundesliga
paul hennrich,tsg hoffenheim,1.81,400000.0,2024-2025,bundesliga
adam hlozek,tsg hoffenheim,1.88,18000000.0,2024-2025,bundesliga
gift orban,tsg hoffenheim,1.78,10000000.0,2024-2025,bundesliga
max moerstedt,tsg hoffenheim,1.94,7000000.0,2024-2025,bundesliga
mergim berisha,tsg hoffenheim,1.88,3500000.0,2024-2025,bundesliga
haris tabakovic,tsg hoffenheim,1.94,2500000.0,2024-2025,bundesliga
erencan yardmc,tsg hoffenheim,1.88,2500000.0,2024-2025,bundesliga
ihlas bebou,tsg hoffenheim,1.85,1000000.0,2024-2025,bundesliga
david mokwa,tsg hoffenheim,1.8,1000000.0,2024-2025,bundesliga
simon kalambayi,tsg hoffenheim,1.87,175000.0,2024-2025,bundesliga
noah atubolu,sc freiburg,1.9,18000000.0,2024-2025,bundesliga
florian muller,sc freiburg,1.9,1200000.0,2024-2025,bundesliga
jannik huth,sc freiburg,1.85,400000.0,2024-2025,bundesliga
philipp lienhart,sc freiburg,1.89,12000000.0,2024-2025,bundesliga
max rosenfelder,sc freiburg,1.86,8000000.0,2024-2025,bundesliga
matthias ginter,sc freiburg,1.89,7000000.0,2024-2025,bundesliga
bruno ogbus,sc freiburg,1.85,1000000.0,2024-2025,bundesliga
kenneth schmidt,sc freiburg,1.89,800000.0,2024-2025,bundesliga
manuel gulde,sc freiburg,1.84,400000.0,2024-2025,bundesliga
jordy makengo,sc freiburg,1.91,6000000.0,2024-2025,bundesliga
christian gunter,sc freiburg,1.84,3500000.0,2024-2025,bundesliga
kiliann sildillia,sc freiburg,1.86,10000000.0,2024-2025,bundesliga
lukas kubler,sc freiburg,1.82,1500000.0,2024-2025,bundesliga
patrick osterhage,sc freiburg,1.86,10000000.0,2024-2025,bundesliga
nicolas hofler,sc freiburg,1.81,500000.0,2024-2025,bundesliga
maximilian eggestein,sc freiburg,1.81,10000000.0,2024-2025,bundesliga
johan manzambi,sc freiburg,1.82,8000000.0,2024-2025,bundesliga
yann sturm,sc freiburg,1.82,500000.0,2024-2025,bundesliga
merlin rohl,sc freiburg,1.92,12000000.0,2024-2025,bundesliga
florent muslija,sc freiburg,1.72,1800000.0,2024-2025,bundesliga
danielkofi kyereh,sc freiburg,1.79,800000.0,2024-2025,bundesliga
niklas beste,sc freiburg,1.75,7000000.0,2024-2025,bundesliga
vincenzo grifo,sc freiburg,1.8,6000000.0,2024-2025,bundesliga
noah weihaupt,sc freiburg,1.81,5000000.0,2024-2025,bundesliga
ritsu doan,sc freiburg,1.72,25000000.0,2024-2025,bundesliga
roland sallai,sc freiburg,1.83,10000000.0,2024-2025,bundesliga
eren dinkci,sc freiburg,1.88,8000000.0,2024-2025,bundesliga
maximilian philipp,sc freiburg,1.83,800000.0,2024-2025,bundesliga
junior adamu,sc freiburg,1.83,5000000.0,2024-2025,bundesliga
lucas holer,sc freiburg,1.84,3000000.0,2024-2025,bundesliga
michael gregoritsch,sc freiburg,1.93,3000000.0,2024-2025,bundesliga
robin zentner,fsv mainz,1.95,4000000.0,2024-2025,bundesliga
lasse rie,fsv mainz,1.92,400000.0,2024-2025,bundesliga
daniel batz,fsv mainz,1.91,250000.0,2024-2025,bundesliga
andreas hancheolsen,fsv mainz,1.85,6000000.0,2024-2025,bundesliga
moritz jenz,fsv mainz,1.9,5000000.0,2024-2025,bundesliga
dominik kohr,fsv mainz,1.83,3500000.0,2024-2025,bundesliga
maxim leitsch,fsv mainz,1.89,1500000.0,2024-2025,bundesliga
danny da costa,fsv mainz,1.87,1500000.0,2024-2025,bundesliga
stefan bell,fsv mainz,1.92,800000.0,2024-2025,bundesliga
maxim dal,fsv mainz,1.88,150000.0,2024-2025,bundesliga
phillipp mwene,fsv mainz,1.7,1800000.0,2024-2025,bundesliga
anthony caci,fsv mainz,1.84,12000000.0,2024-2025,bundesliga
nikolas veratschnig,fsv mainz,1.8,1500000.0,2024-2025,bundesliga
silvan widmer,fsv mainz,1.83,1200000.0,2024-2025,bundesliga
kaishu sano,fsv mainz,1.76,20000000.0,2024-2025,bundesliga
lennard maloney,fsv mainz,1.88,3500000.0,2024-2025,bundesliga
edimilson fernandes,fsv mainz,1.87,3000000.0,2024-2025,bundesliga
nadiem amiri,fsv mainz,1.8,20000000.0,2024-2025,bundesliga
daniel gleiber,fsv mainz,1.81,225000.0,2024-2025,bundesliga
paul nebel,fsv mainz,1.69,24000000.0,2024-2025,bundesliga
hyunseok hong,fsv mainz,1.77,3500000.0,2024-2025,bundesliga
jaesung lee,fsv mainz,1.8,2500000.0,2024-2025,bundesliga
marco richter,fsv mainz,1.76,1500000.0,2024-2025,bundesliga
aymen barkok,fsv mainz,1.89,500000.0,2024-2025,bundesliga
arnaud nordin,fsv mainz,1.7,5000000.0,2024-2025,bundesliga
gabriel vidovic,fsv mainz,1.8,3000000.0,2024-2025,bundesliga
armindo sieb,fsv mainz,1.75,3000000.0,2024-2025,bundesliga
jonathan burkardt,fsv mainz,1.83,35000000.0,2024-2025,bundesliga
nelson weiper,fsv mainz,1.92,10000000.0,2024-2025,bundesliga
karim onisiwo,fsv mainz,1.88,800000.0,2024-2025,bundesliga
finn dahmen,fc augsburg,1.86,9000000.0,2024-2025,bundesliga
nediljko labrovic,fc augsburg,1.96,2500000.0,2024-2025,bundesliga
daniel klein,fc augsburg,1.93,150000.0,2024-2025,bundesliga
chrislain matsima,fc augsburg,1.93,22000000.0,2024-2025,bundesliga
felix uduokhai,fc augsburg,1.93,7000000.0,2024-2025,bundesliga
cedric zesiger,fc augsburg,1.94,7000000.0,2024-2025,bundesliga
keven schlotterbeck,fc augsburg,1.88,6000000.0,2024-2025,bundesliga
noahkai banks,fc augsburg,1.93,6000000.0,2024-2025,bundesliga
maximilian bauer,fc augsburg,1.89,2000000.0,2024-2025,bundesliga
jeffrey gouweleeuw,fc augsburg,1.88,1500000.0,2024-2025,bundesliga
reece oxford,fc augsburg,1.9,500000.0,2024-2025,bundesliga
felix meiser,fc augsburg,1.89,150000.0,2024-2025,bundesliga
david deger,fc augsburg,1.79,100000.0,2024-2025,bundesliga
dimitrios giannoulis,fc augsburg,1.78,3000000.0,2024-2025,bundesliga
mads pedersen,fc augsburg,1.78,2000000.0,2024-2025,bundesliga
marius wolf,fc augsburg,1.88,3000000.0,2024-2025,bundesliga
henri koudossou,fc augsburg,1.8,2000000.0,2024-2025,bundesliga
robert gumny,fc augsburg,1.82,1500000.0,2024-2025,bundesliga
kristijan jakic,fc augsburg,1.84,6500000.0,2024-2025,bundesliga
niklas dorsch,fc augsburg,1.78,3500000.0,2024-2025,bundesliga
tim breithaupt,fc augsburg,1.92,2500000.0,2024-2025,bundesliga
mahmut kucuksahin,fc augsburg,1.82,175000.0,2024-2025,bundesliga
arne engels,fc augsburg,1.85,12000000.0,2024-2025,bundesliga
frank onyeka,fc augsburg,1.83,7000000.0,2024-2025,bundesliga
arne maier,fc augsburg,1.86,4000000.0,2024-2025,bundesliga
elvis rexhbecaj,fc augsburg,1.82,3500000.0,2024-2025,bundesliga
alexis claudemaurice,fc augsburg,1.76,12000000.0,2024-2025,bundesliga
mert komur,fc augsburg,1.83,5000000.0,2024-2025,bundesliga
fredrik jensen,fc augsburg,1.83,3500000.0,2024-2025,bundesliga
juan cabrera,fc augsburg,1.88,300000.0,2024-2025,bundesliga
ruben vargas,fc augsburg,1.79,7000000.0,2024-2025,bundesliga
yusuf kabadayi,fc augsburg,1.86,1500000.0,2024-2025,bundesliga
phillip tietz,fc augsburg,1.9,5000000.0,2024-2025,bundesliga
samuel essende,fc augsburg,1.93,4500000.0,2024-2025,bundesliga
mergim berisha,fc augsburg,1.88,3500000.0,2024-2025,bundesliga
steve mounie,fc augsburg,1.89,2000000.0,2024-2025,bundesliga
frederik ronnow,fc union berlin,1.88,3000000.0,2024-2025,bundesliga
alexander schwolow,fc union berlin,1.9,500000.0,2024-2025,bundesliga
carl klaus,fc union berlin,1.89,350000.0,2024-2025,bundesliga
diogo leite,fc union berlin,1.9,17000000.0,2024-2025,bundesliga
danilho doekhi,fc union berlin,1.9,13000000.0,2024-2025,bundesliga
leopold querfeld,fc union berlin,1.9,13000000.0,2024-2025,bundesliga
paul jaeckel,fc union berlin,1.86,1000000.0,2024-2025,bundesliga
kevin vogt,fc union berlin,1.94,1000000.0,2024-2025,bundesliga
