Player,Pos,Squad,Height,Value,Season,Competition
vanja milinkovicsavic,Goalkeeper,Torino FC,2.02,5000000.0,2023-2024,serie-a
mihai popa,Goalkeeper,Torino FC,1.9,800000.0,2023-2024,serie-a
luca gemello,Goalkeeper,Torino FC,1.9,300000.0,2023-2024,serie-a
pietro passador,Goalkeeper,Torino FC,1.96,100000.0,2023-2024,serie-a
matteo brezzo,Goalkeeper,Torino FC,,25000.0,2023-2024,serie-a
alessandro buongiorno,Centre-Back,Torino FC,1.9,35000000.0,2023-2024,serie-a
wilfried singo,Centre-Back,Torino FC,1.9,25000000.0,2023-2024,serie-a
perr schuurs,Centre-Back,Torino FC,1.91,25000000.0,2023-2024,serie-a
matteo lovato,Centre-Back,Torino FC,1.88,4000000.0,2023-2024,serie-a
david zima,Centre-Back,Torino FC,1.92,4000000.0,2023-2024,serie-a
