Player,Pos,Squad,Height,Value,Season,Competition
mehdi taremi,Centre-Forward,Inter Milan,1.85,3500000.0,2024-2025,serie-a
marko arnautovic,Centre-Forward,Inter Milan,1.92,3000000.0,2024-2025,serie-a
matteo spinacce,Centre-Forward,Inter Milan,,750000.0,2024-2025,serie-a
matteo lavelli,Centre-Forward,Inter Milan,,350000.0,2024-2025,serie-a
michele di gregorio,Goalkeeper,Juventus FC,1.87,18000000.0,2024-2025,serie-a
mattia perin,Goalkeeper,Juventus FC,1.88,2500000.0,2024-2025,serie-a
giovanni daffara,Goalkeeper,Juventus FC,1.94,500000.0,2024-2025,serie-a
carlo pinsoglio,Goalkeeper,Juventus FC,1.94,200000.0,2024-2025,serie-a
giovanni garofani,Goalkeeper,Juventus FC,1.88,75000.0,2024-2025,serie-a
bremer,Centre-Back,Juventus FC,1.88,50000000.0,2024-2025,serie-a
pierre kalulu,Centre-Back,Juventus FC,1.82,28000000.0,2024-2025,serie-a
renato veiga,Centre-Back,Juventus FC,1.9,25000000.0,2024-2025,serie-a
federico gatti,Centre-Back,Juventus FC,1.9,24000000.0,2024-2025,serie-a
lloyd kelly,Centre-Back,Juventus FC,1.89,16000000.0,2024-2025,serie-a
danilo,Centre-Back,Juventus FC,1.84,3500000.0,2024-2025,serie-a
daniele rugani,Centre-Back,Juventus FC,1.9,3000000.0,2024-2025,serie-a
javier gil,Centre-Back,Juventus FC,1.92,1200000.0,2024-2025,serie-a
niccolo rizzo,Centre-Back,Juventus FC,1.92,,2024-2025,serie-a
alfonso montero,Centre-Back,Juventus FC,1.85,,2024-2025,serie-a
andrea cambiaso,Left-Back,Juventus FC,1.82,35000000.0,2024-2025,serie-a
juan cabal,Left-Back,Juventus FC,1.86,9000000.0,2024-2025,serie-a
jonas rouhi,Left-Back,Juventus FC,1.83,2000000.0,2024-2025,serie-a
riccardo turicchia,Left-Back,Juventus FC,1.8,700000.0,2024-2025,serie-a
nicolo savona,Right-Back,Juventus FC,1.92,12000000.0,2024-2025,serie-a
alberto costa,Right-Back,Juventus FC,1.86,10000000.0,2024-2025,serie-a
manuel locatelli,Defensive Midfield,Juventus FC,1.85,30000000.0,2024-2025,serie-a
khephren thuram,Central Midfield,Juventus FC,1.92,40000000.0,2024-2025,serie-a
douglas luiz,Central Midfield,Juventus FC,1.77,30000000.0,2024-2025,serie-a
weston mckennie,Central Midfield,Juventus FC,1.85,22000000.0,2024-2025,serie-a
nicolo fagioli,Central Midfield,Juventus FC,1.78,18000000.0,2024-2025,serie-a
augusto owusu,Central Midfield,Juventus FC,,700000.0,2024-2025,serie-a
filip kostic,Left Midfield,Juventus FC,1.84,5000000.0,2024-2025,serie-a
filippo pagnucco,Left Midfield,Juventus FC,1.8,850000.0,2024-2025,serie-a
teun koopmeiners,Attacking Midfield,Juventus FC,1.84,35000000.0,2024-2025,serie-a
vasilije adzic,Attacking Midfield,Juventus FC,1.85,4000000.0,2024-2025,serie-a
christos papadopoulos,Attacking Midfield,Juventus FC,1.88,700000.0,2024-2025,serie-a
kenan yldz,Left Winger,Juventus FC,1.87,50000000.0,2024-2025,serie-a
samuel mbangula,Left Winger,Juventus FC,1.79,14000000.0,2024-2025,serie-a
francisco conceicao,Right Winger,Juventus FC,1.7,28000000.0,2024-2025,serie-a
nico gonzalez,Right Winger,Juventus FC,1.8,24000000.0,2024-2025,serie-a
timothy weah,Right Winger,Juventus FC,1.83,17000000.0,2024-2025,serie-a
alessandro pietrelli,Right Winger,Juventus FC,1.94,800000.0,2024-2025,serie-a
lorenzo anghele,Second Striker,Juventus FC,,700000.0,2024-2025,serie-a
dusan vlahovic,Centre-Forward,Juventus FC,1.9,35000000.0,2024-2025,serie-a
randal kolo muani,Centre-Forward,Juventus FC,1.87,30000000.0,2024-2025,serie-a
arkadiusz milik,Centre-Forward,Juventus FC,1.86,2000000.0,2024-2025,serie-a
diego pugno,Centre-Forward,Juventus FC,,300000.0,2024-2025,serie-a
marco carnesecchi,Goalkeeper,Atalanta BC,1.91,25000000.0,2024-2025,serie-a
juan musso,Goalkeeper,Atalanta BC,1.91,3500000.0,2024-2025,serie-a
rui patricio,Goalkeeper,Atalanta BC,1.9,800000.0,2024-2025,serie-a
paolo vismara,Goalkeeper,Atalanta BC,1.95,700000.0,2024-2025,serie-a
matevz dajcar,Goalkeeper,Atalanta BC,1.9,100000.0,2024-2025,serie-a
francesco rossi,Goalkeeper,Atalanta BC,1.93,100000.0,2024-2025,serie-a
giorgio scalvini,Centre-Back,Atalanta BC,1.94,35000000.0,2024-2025,serie-a
isak hien,Centre-Back,Atalanta BC,1.91,30000000.0,2024-2025,serie-a
odilon kossounou,Centre-Back,Atalanta BC,1.91,25000000.0,2024-2025,serie-a
stefan posch,Centre-Back,Atalanta BC,1.9,8000000.0,2024-2025,serie-a
sead kolasinac,Centre-Back,Atalanta BC,1.83,7000000.0,2024-2025,serie-a
ben godfrey,Centre-Back,Atalanta BC,1.84,6000000.0,2024-2025,serie-a
berat djimsiti,Centre-Back,Atalanta BC,1.9,6000000.0,2024-2025,serie-a
rafael toloi,Centre-Back,Atalanta BC,1.85,1400000.0,2024-2025,serie-a
relja obric,Centre-Back,Atalanta BC,1.94,800000.0,2024-2025,serie-a
tommaso del lungo,Centre-Back,Atalanta BC,1.86,500000.0,2024-2025,serie-a
pietro comi,Centre-Back,Atalanta BC,,250000.0,2024-2025,serie-a
pietro tornaghi,Centre-Back,Atalanta BC,,200000.0,2024-2025,serie-a
matteo ruggeri,Left-Back,Atalanta BC,1.87,16000000.0,2024-2025,serie-a
mitchel bakker,Left-Back,Atalanta BC,1.89,7000000.0,2024-2025,serie-a
ibrahim sulemana,Defensive Midfield,Atalanta BC,1.8,7000000.0,2024-2025,serie-a
marten de roon,Defensive Midfield,Atalanta BC,1.85,5000000.0,2024-2025,serie-a
ederson,Central Midfield,Atalanta BC,1.83,50000000.0,2024-2025,serie-a
mario pasalic,Central Midfield,Atalanta BC,1.88,10000000.0,2024-2025,serie-a
marco brescianini,Central Midfield,Atalanta BC,1.88,8000000.0,2024-2025,serie-a
lorenzo riccio,Central Midfield,Atalanta BC,1.87,950000.0,2024-2025,serie-a
alberto manzoni,Central Midfield,Atalanta BC,1.78,900000.0,2024-2025,serie-a
federico steffanoni,Central Midfield,Atalanta BC,1.8,,2024-2025,serie-a
raoul bellanova,Right Midfield,Atalanta BC,1.88,24000000.0,2024-2025,serie-a
davide zappacosta,Right Midfield,Atalanta BC,1.82,5000000.0,2024-2025,serie-a
marco palestra,Right Midfield,Atalanta BC,1.86,3500000.0,2024-2025,serie-a
juan cuadrado,Right Midfield,Atalanta BC,1.76,1000000.0,2024-2025,serie-a
javison idele,Right Midfield,Atalanta BC,,400000.0,2024-2025,serie-a
lorenzo bernasconi,Left Midfield,Atalanta BC,1.9,800000.0,2024-2025,serie-a
charles de ketelaere,Attacking Midfield,Atalanta BC,1.92,35000000.0,2024-2025,serie-a
lazar samardzic,Attacking Midfield,Atalanta BC,1.84,17000000.0,2024-2025,serie-a
nicolo zaniolo,Attacking Midfield,Atalanta BC,1.9,12000000.0,2024-2025,serie-a
daniel maldini,Attacking Midfield,Atalanta BC,1.88,10000000.0,2024-2025,serie-a
federico cassa,Attacking Midfield,Atalanta BC,,800000.0,2024-2025,serie-a
ademola lookman,Second Striker,Atalanta BC,1.74,60000000.0,2024-2025,serie-a
dominic vavassori,Second Striker,Atalanta BC,1.77,1500000.0,2024-2025,serie-a
mateo retegui,Centre-Forward,Atalanta BC,1.86,45000000.0,2024-2025,serie-a
gianluca scamacca,Centre-Forward,Atalanta BC,1.95,24000000.0,2024-2025,serie-a
vanja vlahovic,Centre-Forward,Atalanta BC,1.84,6000000.0,2024-2025,serie-a
alex meret,Goalkeeper,SSC Napoli,1.9,18000000.0,2024-2025,serie-a
elia caprile,Goalkeeper,SSC Napoli,1.91,9000000.0,2024-2025,serie-a
simone scuffet,Goalkeeper,SSC Napoli,1.93,2000000.0,2024-2025,serie-a
nikita contini,Goalkeeper,SSC Napoli,1.9,400000.0,2024-2025,serie-a
claudio turi,Goalkeeper,SSC Napoli,1.87,150000.0,2024-2025,serie-a
alessandro buongiorno,Centre-Back,SSC Napoli,1.9,50000000.0,2024-2025,serie-a
amir rrahmani,Centre-Back,SSC Napoli,1.92,12000000.0,2024-2025,serie-a
natan,Centre-Back,SSC Napoli,1.88,9000000.0,2024-2025,serie-a
rafa marin,Centre-Back,SSC Napoli,1.91,7000000.0,2024-2025,serie-a
juan jesus,Centre-Back,SSC Napoli,1.85,1500000.0,2024-2025,serie-a
mattia esposito,Centre-Back,SSC Napoli,,75000.0,2024-2025,serie-a
mathias olivera,Left-Back,SSC Napoli,1.85,20000000.0,2024-2025,serie-a
leonardo spinazzola,Left-Back,SSC Napoli,1.86,3500000.0,2024-2025,serie-a
giovanni di lorenzo,Right-Back,SSC Napoli,1.83,12000000.0,2024-2025,serie-a
pasquale mazzocchi,Right-Back,SSC Napoli,1.83,2500000.0,2024-2025,serie-a
francesco mezzoni,Right-Back,SSC Napoli,1.81,200000.0,2024-2025,serie-a
stanislav lobotka,Defensive Midfield,SSC Napoli,1.68,25000000.0,2024-2025,serie-a
billy gilmour,Defensive Midfield,SSC Napoli,1.7,20000000.0,2024-2025,serie-a
francesco gioielli,Defensive Midfield,SSC Napoli,,75000.0,2024-2025,serie-a
scott mctominay,Central Midfield,SSC Napoli,1.91,50000000.0,2024-2025,serie-a
frank anguissa,Central Midfield,SSC Napoli,1.84,27000000.0,2024-2025,serie-a
philip billing,Central Midfield,SSC Napoli,1.93,10000000.0,2024-2025,serie-a
michael folorunsho,Central Midfield,SSC Napoli,1.9,6000000.0,2024-2025,serie-a
luis hasa,Central Midfield,SSC Napoli,1.72,1000000.0,2024-2025,serie-a
gennaro iaccarino,Central Midfield,SSC Napoli,1.75,300000.0,2024-2025,serie-a
coli saco,Central Midfield,SSC Napoli,1.97,250000.0,2024-2025,serie-a
gianluca gaetano,Attacking Midfield,SSC Napoli,1.83,4000000.0,2024-2025,serie-a
khvicha kvaratskhelia,Left Winger,SSC Napoli,1.83,90000000.0,2024-2025,serie-a
noah okafor,Left Winger,SSC Napoli,1.85,13000000.0,2024-2025,serie-a
alessio zerbin,Left Winger,SSC Napoli,1.82,4000000.0,2024-2025,serie-a
david neres,Right Winger,SSC Napoli,1.76,30000000.0,2024-2025,serie-a
matteo politano,Right Winger,SSC Napoli,1.71,10000000.0,2024-2025,serie-a
cyril ngonge,Right Winger,SSC Napoli,1.8,8000000.0,2024-2025,serie-a
giacomo raspadori,Second Striker,SSC Napoli,1.72,25000000.0,2024-2025,serie-a
romelu lukaku,Centre-Forward,SSC Napoli,1.91,22000000.0,2024-2025,serie-a
giovanni simeone,Centre-Forward,SSC Napoli,1.8,5000000.0,2024-2025,serie-a
walid cheddira,Centre-Forward,SSC Napoli,1.87,2500000.0,2024-2025,serie-a
mile svilar,Goalkeeper,AS Roma,1.89,25000000.0,2024-2025,serie-a
mathew ryan,Goalkeeper,AS Roma,1.84,2500000.0,2024-2025,serie-a
pierluigi gollini,Goalkeeper,AS Roma,1.94,1000000.0,2024-2025,serie-a
renato marin,Goalkeeper,AS Roma,1.93,500000.0,2024-2025,serie-a
giorgio de marzi,Goalkeeper,AS Roma,,,2024-2025,serie-a
alessio marcaccini,Goalkeeper,AS Roma,,,2024-2025,serie-a
evan ndicka,Centre-Back,AS Roma,1.92,30000000.0,2024-2025,serie-a
gianluca mancini,Centre-Back,AS Roma,1.9,15000000.0,2024-2025,serie-a
victor nelsson,Centre-Back,AS Roma,1.85,10000000.0,2024-2025,serie-a
mario hermoso,Centre-Back,AS Roma,1.84,7000000.0,2024-2025,serie-a
mats hummels,Centre-Back,AS Roma,1.91,2000000.0,2024-2025,serie-a
chris smalling,Centre-Back,AS Roma,1.94,1500000.0,2024-2025,serie-a
federico nardin,Centre-Back,AS Roma,,,2024-2025,serie-a
angelino,Left-Back,AS Roma,1.71,20000000.0,2024-2025,serie-a
anass salaheddine,Left-Back,AS Roma,1.81,8000000.0,2024-2025,serie-a
samuel dahl,Left-Back,AS Roma,1.74,7000000.0,2024-2025,serie-a
devyne rensch,Right-Back,AS Roma,1.81,10000000.0,2024-2025,serie-a
zeki celik,Right-Back,AS Roma,1.8,6000000.0,2024-2025,serie-a
saud abdulhamid,Right-Back,AS Roma,1.75,3000000.0,2024-2025,serie-a
buba sangare,Right-Back,AS Roma,1.83,1000000.0,2024-2025,serie-a
lucas gournadouath,Defensive Midfield,AS Roma,1.85,8000000.0,2024-2025,serie-a
bryan cristante,Defensive Midfield,AS Roma,1.86,7000000.0,2024-2025,serie-a
leandro paredes,Defensive Midfield,AS Roma,1.8,5000000.0,2024-2025,serie-a
alessandro romano,Defensive Midfield,AS Roma,,500000.0,2024-2025,serie-a
manu kone,Central Midfield,AS Roma,1.85,40000000.0,2024-2025,serie-a
enzo le fee,Central Midfield,AS Roma,1.73,18000000.0,2024-2025,serie-a
niccolo pisilli,Central Midfield,AS Roma,1.8,13000000.0,2024-2025,serie-a
edoardo bove,Central Midfield,AS Roma,1.81,5000000.0,2024-2025,serie-a
nicola zalewski,Left Midfield,AS Roma,1.75,12000000.0,2024-2025,serie-a
tommaso baldanzi,Attacking Midfield,AS Roma,1.7,12000000.0,2024-2025,serie-a
lorenzo pellegrini,Attacking Midfield,AS Roma,1.86,9000000.0,2024-2025,serie-a
stephan el shaarawy,Left Winger,AS Roma,1.78,3500000.0,2024-2025,serie-a
matias soule,Right Winger,AS Roma,1.82,30000000.0,2024-2025,serie-a
alexis saelemaekers,Right Winger,AS Roma,1.8,17000000.0,2024-2025,serie-a
joao costa,Right Winger,AS Roma,1.78,2800000.0,2024-2025,serie-a
paulo dybala,Second Striker,AS Roma,1.77,8000000.0,2024-2025,serie-a
artem dovbyk,Centre-Forward,AS Roma,1.89,30000000.0,2024-2025,serie-a
tammy abraham,Centre-Forward,AS Roma,1.94,15000000.0,2024-2025,serie-a
eldor shomurodov,Centre-Forward,AS Roma,1.9,5000000.0,2024-2025,serie-a
david de gea,Goalkeeper,ACF Fiorentina,1.92,5000000.0,2024-2025,serie-a
tommaso martinelli,Goalkeeper,ACF Fiorentina,1.94,1800000.0,2024-2025,serie-a
pietro terracciano,Goalkeeper,ACF Fiorentina,1.93,1000000.0,2024-2025,serie-a
pietro leonardelli,Goalkeeper,ACF Fiorentina,,125000.0,2024-2025,serie-a
pietro comuzzo,Centre-Back,ACF Fiorentina,1.85,25000000.0,2024-2025,serie-a
luca ranieri,Centre-Back,ACF Fiorentina,1.87,12000000.0,2024-2025,serie-a
marin pongracic,Centre-Back,ACF Fiorentina,1.93,10000000.0,2024-2025,serie-a
lucas martinez quarta,Centre-Back,ACF Fiorentina,1.83,7000000.0,2024-2025,serie-a
nicolas valentini,Centre-Back,ACF Fiorentina,1.87,6000000.0,2024-2025,serie-a
pablo mari,Centre-Back,ACF Fiorentina,1.93,3500000.0,2024-2025,serie-a
matias moreno,Centre-Back,ACF Fiorentina,1.93,3400000.0,2024-2025,serie-a
eddy kouadio,Centre-Back,ACF Fiorentina,1.91,275000.0,2024-2025,serie-a
leonardo baroncelli,Centre-Back,ACF Fiorentina,1.9,200000.0,2024-2025,serie-a
lorenzo romani,Centre-Back,ACF Fiorentina,,125000.0,2024-2025,serie-a
niccolo fortini,Left-Back,ACF Fiorentina,1.85,8500000.0,2024-2025,serie-a
robin gosens,Left-Back,ACF Fiorentina,1.83,8000000.0,2024-2025,serie-a
fabiano parisi,Left-Back,ACF Fiorentina,1.78,6000000.0,2024-2025,serie-a
cristiano biraghi,Left-Back,ACF Fiorentina,1.85,1800000.0,2024-2025,serie-a
dodo,Right-Back,ACF Fiorentina,1.66,24000000.0,2024-2025,serie-a
michael kayode,Right-Back,ACF Fiorentina,1.79,18000000.0,2024-2025,serie-a
sofyan amrabat,Defensive Midfield,ACF Fiorentina,1.85,17000000.0,2024-2025,serie-a
rolando mandragora,Defensive Midfield,ACF Fiorentina,1.83,12000000.0,2024-2025,serie-a
yacine adli,Defensive Midfield,ACF Fiorentina,1.86,11000000.0,2024-2025,serie-a
danilo cataldi,Defensive Midfield,ACF Fiorentina,1.8,3500000.0,2024-2025,serie-a
nicolo fagioli,Central Midfield,ACF Fiorentina,1.78,18000000.0,2024-2025,serie-a
amir richardson,Central Midfield,ACF Fiorentina,1.97,8500000.0,2024-2025,serie-a
michael folorunsho,Central Midfield,ACF Fiorentina,1.9,6000000.0,2024-2025,serie-a
alessandro bianco,Central Midfield,ACF Fiorentina,1.73,5000000.0,2024-2025,serie-a
edoardo bove,Central Midfield,ACF Fiorentina,1.81,5000000.0,2024-2025,serie-a
cher ndour,Central Midfield,ACF Fiorentina,1.9,5000000.0,2024-2025,serie-a
gino infantino,Central Midfield,ACF Fiorentina,1.78,2000000.0,2024-2025,serie-a
jonas harder,Central Midfield,ACF Fiorentina,1.78,900000.0,2024-2025,serie-a
lucas beltran,Attacking Midfield,ACF Fiorentina,1.76,18000000.0,2024-2025,serie-a
nicolo zaniolo,Attacking Midfield,ACF Fiorentina,1.9,12000000.0,2024-2025,serie-a
andrea colpani,Attacking Midfield,ACF Fiorentina,1.84,9500000.0,2024-2025,serie-a
antonin barak,Attacking Midfield,ACF Fiorentina,1.9,2500000.0,2024-2025,serie-a
tommaso rubino,Attacking Midfield,ACF Fiorentina,1.79,1200000.0,2024-2025,serie-a
riccardo sottil,Left Winger,ACF Fiorentina,1.8,5000000.0,2024-2025,serie-a
josip brekalo,Left Winger,ACF Fiorentina,1.75,3300000.0,2024-2025,serie-a
maat daniel caprini,Left Winger,ACF Fiorentina,1.8,2000000.0,2024-2025,serie-a
jonathan ikone,Right Winger,ACF Fiorentina,1.75,7000000.0,2024-2025,serie-a
albert gudmundsson,Second Striker,ACF Fiorentina,1.77,18000000.0,2024-2025,serie-a
moise kean,Centre-Forward,ACF Fiorentina,1.83,50000000.0,2024-2025,serie-a
christian kouame,Centre-Forward,ACF Fiorentina,1.85,4000000.0,2024-2025,serie-a
lukasz skorupski,Goalkeeper,Bologna FC 1909,1.88,2500000.0,2024-2025,serie-a
federico ravaglia,Goalkeeper,Bologna FC 1909,1.96,1500000.0,2024-2025,serie-a
nicola bagnolini,Goalkeeper,Bologna FC 1909,1.94,200000.0,2024-2025,serie-a
massimo pessina,Goalkeeper,Bologna FC 1909,,,2024-2025,serie-a
sam beukema,Centre-Back,Bologna FC 1909,1.88,28000000.0,2024-2025,serie-a
jhon lucumi,Centre-Back,Bologna FC 1909,1.87,22000000.0,2024-2025,serie-a
stefan posch,Centre-Back,Bologna FC 1909,1.9,8000000.0,2024-2025,serie-a
nicolo casale,Centre-Back,Bologna FC 1909,1.91,6000000.0,2024-2025,serie-a
martin erlic,Centre-Back,Bologna FC 1909,1.93,4000000.0,2024-2025,serie-a
mihajlo ilic,Centre-Back,Bologna FC 1909,1.92,3500000.0,2024-2025,serie-a
juan miranda,Left-Back,Bologna FC 1909,1.85,15000000.0,2024-2025,serie-a
tommaso corazza,Left-Back,Bologna FC 1909,1.74,1500000.0,2024-2025,serie-a
charalampos lykogiannis,Left-Back,Bologna FC 1909,1.91,1500000.0,2024-2025,serie-a
emil holm,Right-Back,Bologna FC 1909,1.91,8000000.0,2024-2025,serie-a
davide calabria,Right-Back,Bologna FC 1909,1.76,4500000.0,2024-2025,serie-a
lorenzo de silvestri,Right-Back,Bologna FC 1909,1.87,800000.0,2024-2025,serie-a
nikola moro,Defensive Midfield,Bologna FC 1909,1.84,4500000.0,2024-2025,serie-a
oussama el azzouzi,Defensive Midfield,Bologna FC 1909,1.89,1400000.0,2024-2025,serie-a
lewis ferguson,Central Midfield,Bologna FC 1909,1.81,28000000.0,2024-2025,serie-a
tommaso pobega,Central Midfield,Bologna FC 1909,1.88,9000000.0,2024-2025,serie-a
michel aebischer,Central Midfield,Bologna FC 1909,1.83,7500000.0,2024-2025,serie-a
kacper urbanski,Central Midfield,Bologna FC 1909,1.83,6000000.0,2024-2025,serie-a
remo freuler,Central Midfield,Bologna FC 1909,1.8,5000000.0,2024-2025,serie-a
andri fannar baldursson,Central Midfield,Bologna FC 1909,1.87,600000.0,2024-2025,serie-a
naim byar,Central Midfield,Bologna FC 1909,1.82,500000.0,2024-2025,serie-a
jens odgaard,Attacking Midfield,Bologna FC 1909,1.88,12000000.0,2024-2025,serie-a
giovanni fabbian,Attacking Midfield,Bologna FC 1909,1.86,12000000.0,2024-2025,serie-a
benja dominguez,Left Winger,Bologna FC 1909,1.72,15000000.0,2024-2025,serie-a
samuel ilingjunior,Left Winger,Bologna FC 1909,1.82,10000000.0,2024-2025,serie-a
nicolo cambiaghi,Left Winger,Bologna FC 1909,1.73,8500000.0,2024-2025,serie-a
jesper karlsson,Left Winger,Bologna FC 1909,1.79,4000000.0,2024-2025,serie-a
estanis pedrola,Left Winger,Bologna FC 1909,1.85,1800000.0,2024-2025,serie-a
flavio ferrari,Left Winger,Bologna FC 1909,,200000.0,2024-2025,serie-a
dan ndoye,Right Winger,Bologna FC 1909,1.84,35000000.0,2024-2025,serie-a
riccardo orsolini,Right Winger,Bologna FC 1909,1.83,25000000.0,2024-2025,serie-a
santiago castro,Centre-Forward,Bologna FC 1909,1.79,35000000.0,2024-2025,serie-a
thijs dallinga,Centre-Forward,Bologna FC 1909,1.9,12000000.0,2024-2025,serie-a
tommaso ravaglioli,Centre-Forward,Bologna FC 1909,,650000.0,2024-2025,serie-a
christos mandas,Goalkeeper,SS Lazio,1.89,10000000.0,2024-2025,serie-a
ivan provedel,Goalkeeper,SS Lazio,1.94,3000000.0,2024-2025,serie-a
davide renzetti,Goalkeeper,SS Lazio,1.94,100000.0,2024-2025,serie-a
alessio furlanetto,Goalkeeper,SS Lazio,1.91,50000.0,2024-2025,serie-a
mario gila,Centre-Back,SS Lazio,1.85,30000000.0,2024-2025,serie-a
alessio romagnoli,Centre-Back,SS Lazio,1.85,7000000.0,2024-2025,serie-a
nicolo casale,Centre-Back,SS Lazio,1.91,6000000.0,2024-2025,serie-a
oliver provstgaard,Centre-Back,SS Lazio,1.94,3500000.0,2024-2025,serie-a
samuel gigot,Centre-Back,SS Lazio,1.87,3000000.0,2024-2025,serie-a
patric,Centre-Back,SS Lazio,1.84,2500000.0,2024-2025,serie-a
filipe bordon,Centre-Back,SS Lazio,1.93,800000.0,2024-2025,serie-a
matteo zazza,Centre-Back,SS Lazio,,375000.0,2024-2025,serie-a
nuno tavares,Left-Back,SS Lazio,1.83,25000000.0,2024-2025,serie-a
luca pellegrini,Left-Back,SS Lazio,1.78,3000000.0,2024-2025,serie-a
alessandro milani,Left-Back,SS Lazio,1.78,250000.0,2024-2025,serie-a
adam marusic,Right-Back,SS Lazio,1.85,3500000.0,2024-2025,serie-a
elseid hysaj,Right-Back,SS Lazio,1.82,1500000.0,2024-2025,serie-a
nicolo rovella,Defensive Midfield,SS Lazio,1.79,30000000.0,2024-2025,serie-a
reda belahyane,Defensive Midfield,SS Lazio,1.73,10000000.0,2024-2025,serie-a
danilo cataldi,Defensive Midfield,SS Lazio,1.8,3500000.0,2024-2025,serie-a
marco nazzaro,Defensive Midfield,SS Lazio,1.84,125000.0,2024-2025,serie-a
matteo guendouzi,Central Midfield,SS Lazio,1.85,32000000.0,2024-2025,serie-a
matias vecino,Central Midfield,SS Lazio,1.87,2000000.0,2024-2025,serie-a
gaetano castrovilli,Central Midfield,SS Lazio,1.87,1500000.0,2024-2025,serie-a
toma basic,Central Midfield,SS Lazio,1.9,800000.0,2024-2025,serie-a
jeandaniel akpa akpro,Central Midfield,SS Lazio,1.8,500000.0,2024-2025,serie-a
manuel lazzari,Right Midfield,SS Lazio,1.74,3500000.0,2024-2025,serie-a
leonardo di tommaso,Right Midfield,SS Lazio,1.93,225000.0,2024-2025,serie-a
fisayo delebashiru,Attacking Midfield,SS Lazio,1.86,7500000.0,2024-2025,serie-a
arijon ibrahimovic,Attacking Midfield,SS Lazio,1.78,4000000.0,2024-2025,serie-a
cristo munoz,Attacking Midfield,SS Lazio,1.79,250000.0,2024-2025,serie-a
andre anderson,Attacking Midfield,SS Lazio,1.8,150000.0,2024-2025,serie-a
