Player,Pos,Squad,Height,Value,Season,Competition
christophe herelle,Centre-Back,Stade Brestois 29,1.91,2000000.0,2022-2023,ligue-1
josue escartin,Centre-Back,Stade Brestois 29,1.93,150000.0,2022-2023,ligue-1
bradley locko,Left-Back,Stade Brestois 29,1.8,2500000.0,2022-2023,ligue-1
jere uronen,Left-Back,Stade Brestois 29,1.77,1000000.0,2022-2023,ligue-1
kenny lala,Right-Back,Stade Brestois 29,1.78,1500000.0,2022-2023,ligue-1
noah fadiga,Right-Back,Stade Brestois 29,1.87,1200000.0,2022-2023,ligue-1
pierre leesmelou,Defensive Midfield,Stade Brestois 29,1.85,4000000.0,2022-2023,ligue-1
haris belkebla,Central Midfield,Stade Brestois 29,1.77,3000000.0,2022-2023,ligue-1
mahdi camara,Central Midfield,Stade Brestois 29,1.78,3000000.0,2022-2023,ligue-1
hugo magnetti,Central Midfield,Stade Brestois 29,1.8,2000000.0,2022-2023,ligue-1
hiangaa mbock,Central Midfield,Stade Brestois 29,1.86,1200000.0,2022-2023,ligue-1
felix lemarechal,Attacking Midfield,Stade Brestois 29,1.8,1000000.0,2022-2023,ligue-1
karamoko dembele,Attacking Midfield,Stade Brestois 29,1.67,500000.0,2022-2023,ligue-1
mathias pereira lage,Left Winger,Stade Brestois 29,1.8,2000000.0,2022-2023,ligue-1
youcef belaili,Left Winger,Stade Brestois 29,1.79,1500000.0,2022-2023,ligue-1
axel camblan,Left Winger,Stade Brestois 29,1.74,400000.0,2022-2023,ligue-1
franck honorat,Right Winger,Stade Brestois 29,1.8,10000000.0,2022-2023,ligue-1
romain del castillo,Right Winger,Stade Brestois 29,1.72,3000000.0,2022-2023,ligue-1
alberth elis,Right Winger,Stade Brestois 29,1.85,2500000.0,2022-2023,ligue-1
steve mounie,Centre-Forward,Stade Brestois 29,1.89,5000000.0,2022-2023,ligue-1
jeremy le douaron,Centre-Forward,Stade Brestois 29,1.89,4500000.0,2022-2023,ligue-1
irvin cardona,Centre-Forward,Stade Brestois 29,1.85,2500000.0,2022-2023,ligue-1
islam slimani,Centre-Forward,Stade Brestois 29,1.88,1500000.0,2022-2023,ligue-1
tairyk arconte,Centre-Forward,Stade Brestois 29,1.81,500000.0,2022-2023,ligue-1
loic remy,Centre-Forward,Stade Brestois 29,1.85,150000.0,2022-2023,ligue-1
paul bernardoni,Goalkeeper,Angers SCO,1.93,2500000.0,2022-2023,ligue-1
yahia fofana,Goalkeeper,Angers SCO,1.94,2000000.0,2022-2023,ligue-1
melvin zinga,Goalkeeper,Angers SCO,1.87,100000.0,2022-2023,ligue-1
theo borne,Goalkeeper,Angers SCO,1.91,100000.0,2022-2023,ligue-1
cedric hountondji,Centre-Back,Angers SCO,1.94,2000000.0,2022-2023,ligue-1
miha blazic,Centre-Back,Angers SCO,1.85,1800000.0,2022-2023,ligue-1
ousmane camara,Centre-Back,Angers SCO,1.97,1500000.0,2022-2023,ligue-1
abdoulaye bamba,Centre-Back,Angers SCO,1.82,400000.0,2022-2023,ligue-1
yacine gaya,Centre-Back,Angers SCO,1.94,50000.0,2022-2023,ligue-1
demba ndiaye,Centre-Back,Angers SCO,,,2022-2023,ligue-1
ismael drame,Centre-Back,Angers SCO,1.86,,2022-2023,ligue-1
demba ndiaye,Centre-Back,Angers SCO,1.8,,2022-2023,ligue-1
souleyman doumbia,Left-Back,Angers SCO,1.78,2500000.0,2022-2023,ligue-1
faouzi ghoulam,Left-Back,Angers SCO,1.84,900000.0,2022-2023,ligue-1
ilyes chetti,Left-Back,Angers SCO,1.76,400000.0,2022-2023,ligue-1
yan valery,Right-Back,Angers SCO,1.85,2000000.0,2022-2023,ligue-1
halid sabanovic,Right-Back,Angers SCO,1.82,700000.0,2022-2023,ligue-1
lilian raolisoa,Right-Back,Angers SCO,1.78,200000.0,2022-2023,ligue-1
ali kalla,Right-Back,Angers SCO,1.72,100000.0,2022-2023,ligue-1
nabil bentaleb,Defensive Midfield,Angers SCO,1.87,7000000.0,2022-2023,ligue-1
batista mendy,Defensive Midfield,Angers SCO,1.91,3000000.0,2022-2023,ligue-1
ibrahim amadou,Defensive Midfield,Angers SCO,1.82,1500000.0,2022-2023,ligue-1
zinedine ould khaled,Defensive Midfield,Angers SCO,1.95,200000.0,2022-2023,ligue-1
salim akkal,Defensive Midfield,Angers SCO,1.82,50000.0,2022-2023,ligue-1
azzedine ounahi,Central Midfield,Angers SCO,1.82,12000000.0,2022-2023,ligue-1
antonin bobichon,Central Midfield,Angers SCO,1.78,900000.0,2022-2023,ligue-1
waniss taibi,Central Midfield,Angers SCO,1.84,500000.0,2022-2023,ligue-1
pierrick capelle,Central Midfield,Angers SCO,1.81,250000.0,2022-2023,ligue-1
yassin belkhdim,Central Midfield,Angers SCO,1.75,100000.0,2022-2023,ligue-1
himad abdelli,Attacking Midfield,Angers SCO,1.85,2500000.0,2022-2023,ligue-1
sofiane boufal,Left Winger,Angers SCO,1.75,8000000.0,2022-2023,ligue-1
abdallah sima,Left Winger,Angers SCO,1.88,6000000.0,2022-2023,ligue-1
jeanmatteo bahoya,Left Winger,Angers SCO,1.8,1500000.0,2022-2023,ligue-1
marin jakolis,Left Winger,Angers SCO,1.82,600000.0,2022-2023,ligue-1
farid el melali,Left Winger,Angers SCO,1.68,600000.0,2022-2023,ligue-1
jason mbock,Left Winger,Angers SCO,1.79,150000.0,2022-2023,ligue-1
sada thioub,Right Winger,Angers SCO,1.79,1200000.0,2022-2023,ligue-1
justin kalumba,Right Winger,Angers SCO,1.71,250000.0,2022-2023,ligue-1
ibrahima niane,Centre-Forward,Angers SCO,1.87,3000000.0,2022-2023,ligue-1
adrien hunou,Centre-Forward,Angers SCO,1.79,2500000.0,2022-2023,ligue-1
amine salama,Centre-Forward,Angers SCO,1.92,1500000.0,2022-2023,ligue-1
lois diony,Centre-Forward,Angers SCO,1.83,900000.0,2022-2023,ligue-1
ulrick enemeella,Centre-Forward,Angers SCO,1.84,200000.0,2022-2023,ligue-1
guede nadje,Centre-Forward,Angers SCO,1.84,150000.0,2022-2023,ligue-1
ionut radu,Goalkeeper,AJ Auxerre,1.88,3500000.0,2022-2023,ligue-1
benoit costil,Goalkeeper,AJ Auxerre,1.88,1000000.0,2022-2023,ligue-1
donovan leon,Goalkeeper,AJ Auxerre,1.87,500000.0,2022-2023,ligue-1
theo de percin,Goalkeeper,AJ Auxerre,1.85,150000.0,2022-2023,ligue-1
vincenzo cozzella,Goalkeeper,AJ Auxerre,1.9,100000.0,2022-2023,ligue-1
isaak toure,Centre-Back,AJ Auxerre,2.06,6000000.0,2022-2023,ligue-1
jubal,Centre-Back,AJ Auxerre,1.9,2000000.0,2022-2023,ligue-1
theo pellenard,Centre-Back,AJ Auxerre,1.84,1000000.0,2022-2023,ligue-1
julian jeanvier,Centre-Back,AJ Auxerre,1.83,800000.0,2022-2023,ligue-1
alexandre coeff,Centre-Back,AJ Auxerre,1.85,700000.0,2022-2023,ligue-1
denys bain,Centre-Back,AJ Auxerre,1.81,500000.0,2022-2023,ligue-1
lamine buhanga,Centre-Back,AJ Auxerre,1.88,100000.0,2022-2023,ligue-1
gideon mensah,Left-Back,AJ Auxerre,1.78,2500000.0,2022-2023,ligue-1
kenjivan boto,Left-Back,AJ Auxerre,1.83,400000.0,2022-2023,ligue-1
quentin bernard,Left-Back,AJ Auxerre,1.84,350000.0,2022-2023,ligue-1
raphael lipinski,Left-Back,AJ Auxerre,1.81,100000.0,2022-2023,ligue-1
akim zedadka,Right-Back,AJ Auxerre,1.74,2500000.0,2022-2023,ligue-1
paul joly,Right-Back,AJ Auxerre,1.82,1200000.0,2022-2023,ligue-1
brayann pereira,Right-Back,AJ Auxerre,1.72,600000.0,2022-2023,ligue-1
elisha owusu,Defensive Midfield,AJ Auxerre,1.82,2000000.0,2022-2023,ligue-1
birama toure,Defensive Midfield,AJ Auxerre,1.83,1800000.0,2022-2023,ligue-1
ousoumane camara,Defensive Midfield,AJ Auxerre,1.84,150000.0,2022-2023,ligue-1
natanael bouekou,Defensive Midfield,AJ Auxerre,1.76,100000.0,2022-2023,ligue-1
hannoah massengo,Central Midfield,AJ Auxerre,1.78,5000000.0,2022-2023,ligue-1
rayan raveloson,Central Midfield,AJ Auxerre,1.82,1800000.0,2022-2023,ligue-1
youssouf mchangama,Central Midfield,AJ Auxerre,1.75,900000.0,2022-2023,ligue-1
kays ruizatil,Central Midfield,AJ Auxerre,1.77,800000.0,2022-2023,ligue-1
kevin danois,Central Midfield,AJ Auxerre,1.83,100000.0,2022-2023,ligue-1
hamza sakhi,Attacking Midfield,AJ Auxerre,1.76,2000000.0,2022-2023,ligue-1
mathias autret,Attacking Midfield,AJ Auxerre,1.79,800000.0,2022-2023,ligue-1
siriki dembele,Left Winger,AJ Auxerre,1.73,2000000.0,2022-2023,ligue-1
remy dugimont,Left Winger,AJ Auxerre,1.82,100000.0,2022-2023,ligue-1
gauthier hein,Right Winger,AJ Auxerre,1.7,2000000.0,2022-2023,ligue-1
gaetan perrin,Right Winger,AJ Auxerre,1.69,1200000.0,2022-2023,ligue-1
kylian silvestre,Right Winger,AJ Auxerre,1.83,100000.0,2022-2023,ligue-1
matthis abline,Centre-Forward,AJ Auxerre,1.82,4500000.0,2022-2023,ligue-1
mbaye niang,Centre-Forward,AJ Auxerre,1.88,2500000.0,2022-2023,ligue-1
lassine sinayoko,Centre-Forward,AJ Auxerre,1.86,1200000.0,2022-2023,ligue-1
nuno da costa,Centre-Forward,AJ Auxerre,1.84,1000000.0,2022-2023,ligue-1
gaetan charbonnier,Centre-Forward,AJ Auxerre,1.88,500000.0,2022-2023,ligue-1
ousmane camara,Centre-Forward,AJ Auxerre,1.76,150000.0,2022-2023,ligue-1
idjessi metsoko,Centre-Forward,AJ Auxerre,,100000.0,2022-2023,ligue-1
