nombre,club_actual,altura,valor,temporada,liga
thibaut courtois,real madrid,2.0,45000000.0,2022-2023,laliga
andriy lunin,real madrid,1.91,5000000.0,2022-2023,laliga
mario de luis,real madrid,1.85,500000.0,2022-2023,laliga
luis lopez,real madrid,1.97,300000.0,2022-2023,laliga
lucas canizares,real madrid,1.88,200000.0,2022-2023,laliga
diego pineiro,real madrid,1.85,,2022-2023,laliga
fran gonzalez,real madrid,1.99,,2022-2023,laliga
eder militao,real madrid,1.86,70000000.0,2022-2023,laliga
david alaba,real madrid,1.8,40000000.0,2022-2023,laliga
antonio rudiger,real madrid,1.9,32000000.0,2022-2023,laliga
nacho fernandez,real madrid,1.8,6000000.0,2022-2023,laliga
jesus vallejo,real madrid,1.84,2000000.0,2022-2023,laliga
marvel,real madrid,1.84,1000000.0,2022-2023,laliga
ferland mendy,real madrid,1.8,25000000.0,2022-2023,laliga
daniel carvajal,real madrid,1.73,12000000.0,2022-2023,laliga
lucas vazquez,real madrid,1.73,8000000.0,2022-2023,laliga
alvaro odriozola,real madrid,1.76,5000000.0,2022-2023,laliga
vinicius tobias,real madrid,1.77,3000000.0,2022-2023,laliga
aurelien tchouameni,real madrid,1.88,85000000.0,2022-2023,laliga
casemiro,real madrid,1.85,40000000.0,2022-2023,laliga
mario martin,real madrid,1.77,250000.0,2022-2023,laliga
federico valverde,real madrid,1.82,100000000.0,2022-2023,laliga
eduardo camavinga,real madrid,1.82,85000000.0,2022-2023,laliga
toni kroos,real madrid,1.83,15000000.0,2022-2023,laliga
dani ceballos,real madrid,1.79,12000000.0,2022-2023,laliga
luka modric,real madrid,1.72,10000000.0,2022-2023,laliga
carlos dotor,real madrid,1.8,700000.0,2022-2023,laliga
marco asensio,real madrid,1.82,25000000.0,2022-2023,laliga
sergio arribas,real madrid,1.74,5000000.0,2022-2023,laliga
nico paz,real madrid,1.86,2000000.0,2022-2023,laliga
vinicius junior,real madrid,1.76,150000000.0,2022-2023,laliga
eden hazard,real madrid,1.75,5000000.0,2022-2023,laliga
rodrygo,real madrid,1.74,100000000.0,2022-2023,laliga
karim benzema,real madrid,1.85,25000000.0,2022-2023,laliga
alvaro rodriguez,real madrid,1.93,6000000.0,2022-2023,laliga
mariano diaz,real madrid,1.8,2500000.0,2022-2023,laliga
marcandre ter stegen,fc barcelona,1.87,35000000.0,2022-2023,laliga
inaki pena,fc barcelona,1.84,4000000.0,2022-2023,laliga
arnau tenas,fc barcelona,1.85,2000000.0,2022-2023,laliga
ander astralaga,fc barcelona,1.9,,2022-2023,laliga
ronald araujo,fc barcelona,1.92,70000000.0,2022-2023,laliga
andreas christensen,fc barcelona,1.87,40000000.0,2022-2023,laliga
eric garcia,fc barcelona,1.82,10000000.0,2022-2023,laliga
chadi riad,fc barcelona,1.87,500000.0,2022-2023,laliga
gerard pique,fc barcelona,1.94,,2022-2023,laliga
alejandro balde,fc barcelona,1.75,50000000.0,2022-2023,laliga
marcos alonso,fc barcelona,1.88,5000000.0,2022-2023,laliga
jordi alba,fc barcelona,1.7,5000000.0,2022-2023,laliga
alex valle,fc barcelona,1.78,500000.0,2022-2023,laliga
jules kounde,fc barcelona,1.8,60000000.0,2022-2023,laliga
hector bellerin,fc barcelona,1.78,8000000.0,2022-2023,laliga
sergio busquets,fc barcelona,1.89,5000000.0,2022-2023,laliga
alvaro sanz,fc barcelona,1.7,700000.0,2022-2023,laliga
marc casado,fc barcelona,1.72,300000.0,2022-2023,laliga
pau prim,fc barcelona,1.79,,2022-2023,laliga
pedri,fc barcelona,1.74,100000000.0,2022-2023,laliga
gavi,fc barcelona,1.73,90000000.0,2022-2023,laliga
frenkie de jong,fc barcelona,1.81,75000000.0,2022-2023,laliga
franck kessie,fc barcelona,1.83,25000000.0,2022-2023,laliga
miralem pjanic,fc barcelona,1.81,6000000.0,2022-2023,laliga
sergi roberto,fc barcelona,1.78,5000000.0,2022-2023,laliga
aleix garrido,fc barcelona,1.7,300000.0,2022-2023,laliga
unai hernandez,fc barcelona,1.71,,2022-2023,laliga
pablo torre,fc barcelona,1.73,3000000.0,2022-2023,laliga
raphinha,fc barcelona,1.76,60000000.0,2022-2023,laliga
ansu fati,fc barcelona,1.78,35000000.0,2022-2023,laliga
estanis pedrola,fc barcelona,1.85,500000.0,2022-2023,laliga
angel alarcon,fc barcelona,1.75,,2022-2023,laliga
dani rodriguez,fc barcelona,1.7,,2022-2023,laliga
ousmane dembele,fc barcelona,1.78,60000000.0,2022-2023,laliga
ilias akhomach,fc barcelona,1.75,3000000.0,2022-2023,laliga
lamine yamal,fc barcelona,1.8,,2022-2023,laliga
robert lewandowski,fc barcelona,1.85,30000000.0,2022-2023,laliga
ferran torres,fc barcelona,1.84,30000000.0,2022-2023,laliga
memphis depay,fc barcelona,1.78,14000000.0,2022-2023,laliga
pierreemerick aubameyang,fc barcelona,1.87,4000000.0,2022-2023,laliga
marc guiu,fc barcelona,1.87,,2022-2023,laliga
jan oblak,atletico de madrid,1.88,35000000.0,2022-2023,laliga
ivo grbic,atletico de madrid,1.95,3500000.0,2022-2023,laliga
alejandro iturbe,atletico de madrid,1.86,150000.0,2022-2023,laliga
antonio gomis,atletico de madrid,1.91,150000.0,2022-2023,laliga
sergio mestre,atletico de madrid,1.93,,2022-2023,laliga
jose maria gimenez,atletico de madrid,1.85,35000000.0,2022-2023,laliga
mario hermoso,atletico de madrid,1.84,20000000.0,2022-2023,laliga
stefan savic,atletico de madrid,1.87,6000000.0,2022-2023,laliga
axel witsel,atletico de madrid,1.86,5000000.0,2022-2023,laliga
felipe,atletico de madrid,1.9,2000000.0,2022-2023,laliga
marco moreno,atletico de madrid,1.91,200000.0,2022-2023,laliga
ilias kostis,atletico de madrid,1.88,100000.0,2022-2023,laliga
adrian corral,atletico de madrid,1.79,50000.0,2022-2023,laliga
reinildo mandava,atletico de madrid,1.8,25000000.0,2022-2023,laliga
renan lodi,atletico de madrid,1.73,20000000.0,2022-2023,laliga
sergio reguilon,atletico de madrid,1.78,10000000.0,2022-2023,laliga
nahuel molina,atletico de madrid,1.75,35000000.0,2022-2023,laliga
matt doherty,atletico de madrid,1.85,5000000.0,2022-2023,laliga
sergio diez,atletico de madrid,1.78,200000.0,2022-2023,laliga
geoffrey kondogbia,atletico de madrid,1.88,14000000.0,2022-2023,laliga
