Player,Pos,Squad,Height,Value,Season,Competition
michael olise,Right Winger,Crystal Palace,1.84,55000000.0,2023-2024,premier-league
jordan ayew,Right Winger,Crystal Palace,1.82,4000000.0,2023-2024,premier-league
jesurun raksakyi,Right Winger,Crystal Palace,1.78,2000000.0,2023-2024,premier-league
malcolm ebiowei,Right Winger,Crystal Palace,1.85,1500000.0,2023-2024,premier-league
franco umehchibueze,Right Winger,Crystal Palace,,75000.0,2023-2024,premier-league
roshaun mathurin,Right Winger,Crystal Palace,,,2023-2024,premier-league
jeanphilippe mateta,Centre-Forward,Crystal Palace,1.92,20000000.0,2023-2024,premier-league
odsonne edouard,Centre-Forward,Crystal Palace,1.87,18000000.0,2023-2024,premier-league
luke plange,Centre-Forward,Crystal Palace,1.88,800000.0,2023-2024,premier-league
ademola olaadebomi,Centre-Forward,Crystal Palace,1.95,250000.0,2023-2024,premier-league
jose sa,Goalkeeper,Wolverhampton Wanderers,1.92,14000000.0,2023-2024,premier-league
daniel bentley,Goalkeeper,Wolverhampton Wanderers,1.93,2000000.0,2023-2024,premier-league
tom king,Goalkeeper,Wolverhampton Wanderers,1.94,200000.0,2023-2024,premier-league
louie moulden,Goalkeeper,Wolverhampton Wanderers,1.9,175000.0,2023-2024,premier-league
maximilian kilman,Centre-Back,Wolverhampton Wanderers,1.94,32000000.0,2023-2024,premier-league
toti,Centre-Back,Wolverhampton Wanderers,1.87,20000000.0,2023-2024,premier-league
santiago bueno,Centre-Back,Wolverhampton Wanderers,1.9,8000000.0,2023-2024,premier-league
yerson mosquera,Centre-Back,Wolverhampton Wanderers,1.88,6000000.0,2023-2024,premier-league
craig dawson,Centre-Back,Wolverhampton Wanderers,1.88,2000000.0,2023-2024,premier-league
justin hubner,Centre-Back,Wolverhampton Wanderers,1.87,350000.0,2023-2024,premier-league
alfie pond,Centre-Back,Wolverhampton Wanderers,1.91,250000.0,2023-2024,premier-league
temple ojinnaka,Centre-Back,Wolverhampton Wanderers,1.91,,2023-2024,premier-league
rayan aitnouri,Left-Back,Wolverhampton Wanderers,1.8,35000000.0,2023-2024,premier-league
hugo bueno,Left-Back,Wolverhampton Wanderers,1.8,6000000.0,2023-2024,premier-league
aaron ketodiyawa,Left-Back,Wolverhampton Wanderers,,,2023-2024,premier-league
nelson semedo,Right-Back,Wolverhampton Wanderers,1.77,12000000.0,2023-2024,premier-league
jonny otto,Right-Back,Wolverhampton Wanderers,1.75,5000000.0,2023-2024,premier-league
kijana hoever,Right-Back,Wolverhampton Wanderers,1.83,4500000.0,2023-2024,premier-league
matt doherty,Right-Back,Wolverhampton Wanderers,1.85,3000000.0,2023-2024,premier-league
wesley okoduwa,Right-Back,Wolverhampton Wanderers,,,2023-2024,premier-league
mario lemina,Defensive Midfield,Wolverhampton Wanderers,1.84,10000000.0,2023-2024,premier-league
boubacar traore,Defensive Midfield,Wolverhampton Wanderers,1.83,6000000.0,2023-2024,premier-league
joe hodge,Defensive Midfield,Wolverhampton Wanderers,1.72,1500000.0,2023-2024,premier-league
bruno jordao,Defensive Midfield,Wolverhampton Wanderers,1.8,700000.0,2023-2024,premier-league
harvey griffiths,Defensive Midfield,Wolverhampton Wanderers,1.9,150000.0,2023-2024,premier-league
matheus nunes,Central Midfield,Wolverhampton Wanderers,1.83,50000000.0,2023-2024,premier-league
joao gomes,Central Midfield,Wolverhampton Wanderers,1.76,35000000.0,2023-2024,premier-league
jeanricner bellegarde,Central Midfield,Wolverhampton Wanderers,1.72,15000000.0,2023-2024,premier-league
tommy doyle,Central Midfield,Wolverhampton Wanderers,1.72,10000000.0,2023-2024,premier-league
matthew whittingham,Central Midfield,Wolverhampton Wanderers,,,2023-2024,premier-league
luke cundle,Attacking Midfield,Wolverhampton Wanderers,1.71,5000000.0,2023-2024,premier-league
chem campbell,Attacking Midfield,Wolverhampton Wanderers,1.8,900000.0,2023-2024,premier-league
tawanda chirewa,Attacking Midfield,Wolverhampton Wanderers,1.81,500000.0,2023-2024,premier-league
noha lemina,Attacking Midfield,Wolverhampton Wanderers,1.68,500000.0,2023-2024,premier-league
ty barnett,Attacking Midfield,Wolverhampton Wanderers,,,2023-2024,premier-league
owen hesketh,Attacking Midfield,Wolverhampton Wanderers,1.8,,2023-2024,premier-league
enso gonzalez,Left Winger,Wolverhampton Wanderers,1.69,4000000.0,2023-2024,premier-league
emilio ballardmatthews,Left Winger,Wolverhampton Wanderers,,,2023-2024,premier-league
pedro neto,Right Winger,Wolverhampton Wanderers,1.74,55000000.0,2023-2024,premier-league
pablo sarabia,Right Winger,Wolverhampton Wanderers,1.74,10000000.0,2023-2024,premier-league
matheus cunha,Second Striker,Wolverhampton Wanderers,1.83,45000000.0,2023-2024,premier-league
heechan hwang,Centre-Forward,Wolverhampton Wanderers,1.77,25000000.0,2023-2024,premier-league
fabio silva,Centre-Forward,Wolverhampton Wanderers,1.85,11000000.0,2023-2024,premier-league
sasa kalajdzic,Centre-Forward,Wolverhampton Wanderers,2.0,5000000.0,2023-2024,premier-league
nathan fraser,Centre-Forward,Wolverhampton Wanderers,1.88,1000000.0,2023-2024,premier-league
leon chiwome,Centre-Forward,Wolverhampton Wanderers,1.86,1000000.0,2023-2024,premier-league
fletcher holman,Centre-Forward,Wolverhampton Wanderers,,,2023-2024,premier-league
mark flekken,Goalkeeper,Brentford FC,1.95,12000000.0,2023-2024,premier-league
thomas strakosha,Goalkeeper,Brentford FC,1.93,3000000.0,2023-2024,premier-league
hakon rafn valdimarsson,Goalkeeper,Brentford FC,1.95,2500000.0,2023-2024,premier-league
matthew cox,Goalkeeper,Brentford FC,1.83,800000.0,2023-2024,premier-league
ellery balcombe,Goalkeeper,Brentford FC,1.9,300000.0,2023-2024,premier-league
vincent angelini,Goalkeeper,Brentford FC,1.9,100000.0,2023-2024,premier-league
nathan collins,Centre-Back,Brentford FC,1.93,25000000.0,2023-2024,premier-league
kristoffer ajer,Centre-Back,Brentford FC,1.98,15000000.0,2023-2024,premier-league
ethan pinnock,Centre-Back,Brentford FC,1.94,12000000.0,2023-2024,premier-league
zanka,Centre-Back,Brentford FC,1.89,1000000.0,2023-2024,premier-league
ben mee,Centre-Back,Brentford FC,1.8,1000000.0,2023-2024,premier-league
jisoo kim,Centre-Back,Brentford FC,1.92,600000.0,2023-2024,premier-league
charlie goode,Centre-Back,Brentford FC,1.96,500000.0,2023-2024,premier-league
benjamin fredrick,Centre-Back,Brentford FC,1.87,150000.0,2023-2024,premier-league
benjamin arthur,Centre-Back,Brentford FC,,,2023-2024,premier-league
rico henry,Left-Back,Brentford FC,1.7,20000000.0,2023-2024,premier-league
keane lewispotter,Left-Back,Brentford FC,1.7,15000000.0,2023-2024,premier-league
sergio reguilon,Left-Back,Brentford FC,1.78,12000000.0,2023-2024,premier-league
val adedokun,Left-Back,Brentford FC,,150000.0,2023-2024,premier-league
aaron hickey,Right-Back,Brentford FC,1.85,28000000.0,2023-2024,premier-league
mads roerslev,Right-Back,Brentford FC,1.84,10000000.0,2023-2024,premier-league
fin stevens,Right-Back,Brentford FC,1.79,450000.0,2023-2024,premier-league
vitaly janelt,Defensive Midfield,Brentford FC,1.84,22000000.0,2023-2024,premier-league
christian nrgaard,Defensive Midfield,Brentford FC,1.87,18000000.0,2023-2024,premier-league
yunus emre konak,Defensive Midfield,Brentford FC,1.81,3500000.0,2023-2024,premier-league
mathias jensen,Central Midfield,Brentford FC,1.8,28000000.0,2023-2024,premier-league
josh dasilva,Central Midfield,Brentford FC,1.84,10000000.0,2023-2024,premier-league
yegor yarmolyuk,Central Midfield,Brentford FC,1.8,10000000.0,2023-2024,premier-league
frank onyeka,Central Midfield,Brentford FC,1.83,9000000.0,2023-2024,premier-league
shandon baptiste,Central Midfield,Brentford FC,1.8,2500000.0,2023-2024,premier-league
paris maghoma,Central Midfield,Brentford FC,1.84,350000.0,2023-2024,premier-league
ethan brierley,Central Midfield,Brentford FC,1.73,300000.0,2023-2024,premier-league
ryan trevitt,Central Midfield,Brentford FC,1.7,275000.0,2023-2024,premier-league
mikkel damsgaard,Attacking Midfield,Brentford FC,1.8,10000000.0,2023-2024,premier-league
saman ghoddos,Attacking Midfield,Brentford FC,1.75,2000000.0,2023-2024,premier-league
kevin schade,Left Winger,Brentford FC,1.85,22000000.0,2023-2024,premier-league
myles peartharris,Left Winger,Brentford FC,1.87,700000.0,2023-2024,premier-league
bryan mbeumo,Right Winger,Brentford FC,1.71,40000000.0,2023-2024,premier-league
michael olakigbe,Right Winger,Brentford FC,1.8,600000.0,2023-2024,premier-league
ivan toney,Centre-Forward,Brentford FC,1.85,50000000.0,2023-2024,premier-league
yoane wissa,Centre-Forward,Brentford FC,1.76,28000000.0,2023-2024,premier-league
neal maupay,Centre-Forward,Brentford FC,1.71,12000000.0,2023-2024,premier-league
mark travers,Goalkeeper,AFC Bournemouth,1.91,3500000.0,2023-2024,premier-league
ionut radu,Goalkeeper,AFC Bournemouth,1.88,3000000.0,2023-2024,premier-league
neto,Goalkeeper,AFC Bournemouth,1.9,2500000.0,2023-2024,premier-league
will dennis,Goalkeeper,AFC Bournemouth,1.88,350000.0,2023-2024,premier-league
darren randolph,Goalkeeper,AFC Bournemouth,1.87,300000.0,2023-2024,premier-league
cameron plain,Goalkeeper,AFC Bournemouth,1.87,100000.0,2023-2024,premier-league
callan mckenna,Goalkeeper,AFC Bournemouth,,100000.0,2023-2024,premier-league
ilya zabarnyi,Centre-Back,AFC Bournemouth,1.89,32000000.0,2023-2024,premier-league
marcos senesi,Centre-Back,AFC Bournemouth,1.85,22000000.0,2023-2024,premier-league
lloyd kelly,Centre-Back,AFC Bournemouth,1.89,18000000.0,2023-2024,premier-league
chris mepham,Centre-Back,AFC Bournemouth,1.9,6000000.0,2023-2024,premier-league
james hill,Centre-Back,AFC Bournemouth,1.84,2000000.0,2023-2024,premier-league
max kinsey,Centre-Back,AFC Bournemouth,1.84,,2023-2024,premier-league
milos kerkez,Left-Back,AFC Bournemouth,1.8,20000000.0,2023-2024,premier-league
ben greenwood,Left-Back,AFC Bournemouth,1.7,,2023-2024,premier-league
max aarons,Right-Back,AFC Bournemouth,1.77,16000000.0,2023-2024,premier-league
ryan fredericks,Right-Back,AFC Bournemouth,1.81,1000000.0,2023-2024,premier-league
adam smith,Right-Back,AFC Bournemouth,1.74,1000000.0,2023-2024,premier-league
tyler adams,Defensive Midfield,AFC Bournemouth,1.75,15000000.0,2023-2024,premier-league
ryan christie,Defensive Midfield,AFC Bournemouth,1.78,12000000.0,2023-2024,premier-league
philip billing,Central Midfield,AFC Bournemouth,1.93,22000000.0,2023-2024,premier-league
alex scott,Central Midfield,AFC Bournemouth,1.78,20000000.0,2023-2024,premier-league
lewis cook,Central Midfield,AFC Bournemouth,1.75,12000000.0,2023-2024,premier-league
joe rothwell,Central Midfield,AFC Bournemouth,1.85,2500000.0,2023-2024,premier-league
gavin kilkenny,Central Midfield,AFC Bournemouth,1.75,300000.0,2023-2024,premier-league
romain faivre,Right Midfield,AFC Bournemouth,1.8,15000000.0,2023-2024,premier-league
marcus tavernier,Left Midfield,AFC Bournemouth,1.78,20000000.0,2023-2024,premier-league
hamed junior traore,Attacking Midfield,AFC Bournemouth,1.77,17000000.0,2023-2024,premier-league
justin kluivert,Attacking Midfield,AFC Bournemouth,1.72,14000000.0,2023-2024,premier-league
emiliano marcondes,Attacking Midfield,AFC Bournemouth,1.82,1500000.0,2023-2024,premier-league
dango ouattara,Left Winger,AFC Bournemouth,1.77,20000000.0,2023-2024,premier-league
luis sinisterra,Left Winger,AFC Bournemouth,1.72,17000000.0,2023-2024,premier-league
antoine semenyo,Left Winger,AFC Bournemouth,1.85,10000000.0,2023-2024,premier-league
jaidon anthony,Left Winger,AFC Bournemouth,1.83,6000000.0,2023-2024,premier-league
david brooks,Right Winger,AFC Bournemouth,1.73,8000000.0,2023-2024,premier-league
dominic sadi,Right Winger,AFC Bournemouth,1.74,100000.0,2023-2024,premier-league
michael dacosta,Right Winger,AFC Bournemouth,1.86,,2023-2024,premier-league
dominic solanke,Centre-Forward,AFC Bournemouth,1.86,40000000.0,2023-2024,premier-league
enes unal,Centre-Forward,AFC Bournemouth,1.87,18000000.0,2023-2024,premier-league
kieffer moore,Centre-Forward,AFC Bournemouth,1.96,2000000.0,2023-2024,premier-league
jamal lowe,Centre-Forward,AFC Bournemouth,1.83,1500000.0,2023-2024,premier-league
daniel aduadjei,Centre-Forward,AFC Bournemouth,,,2023-2024,premier-league
jordan pickford,Goalkeeper,Everton FC,1.85,22000000.0,2023-2024,premier-league
joao virginia,Goalkeeper,Everton FC,1.92,800000.0,2023-2024,premier-league
andy lonergan,Goalkeeper,Everton FC,1.93,100000.0,2023-2024,premier-league
billy crellin,Goalkeeper,Everton FC,1.85,,2023-2024,premier-league
jarrad branthwaite,Centre-Back,Everton FC,1.95,42000000.0,2023-2024,premier-league
james tarkowski,Centre-Back,Everton FC,1.85,13000000.0,2023-2024,premier-league
ben godfrey,Centre-Back,Everton FC,1.84,10000000.0,2023-2024,premier-league
michael keane,Centre-Back,Everton FC,1.88,6000000.0,2023-2024,premier-league
mason holgate,Centre-Back,Everton FC,1.87,5000000.0,2023-2024,premier-league
elijah campbell,Centre-Back,Everton FC,1.82,,2023-2024,premier-league
vitaliy mykolenko,Left-Back,Everton FC,1.8,28000000.0,2023-2024,premier-league
mackenzie hunt,Left-Back,Everton FC,1.73,200000.0,2023-2024,premier-league
nathan patterson,Right-Back,Everton FC,1.89,15000000.0,2023-2024,premier-league
ashley young,Right-Back,Everton FC,1.75,500000.0,2023-2024,premier-league
seamus coleman,Right-Back,Everton FC,1.77,500000.0,2023-2024,premier-league
amadou onana,Defensive Midfield,Everton FC,1.95,50000000.0,2023-2024,premier-league
james garner,Defensive Midfield,Everton FC,1.82,22000000.0,2023-2024,premier-league
idrissa gueye,Defensive Midfield,Everton FC,1.74,3000000.0,2023-2024,premier-league
andre gomes,Central Midfield,Everton FC,1.9,10000000.0,2023-2024,premier-league
lewis warrington,Central Midfield,Everton FC,1.82,500000.0,2023-2024,premier-league
tyler onyango,Central Midfield,Everton FC,1.96,500000.0,2023-2024,premier-league
jenson metcalfe,Central Midfield,Everton FC,1.83,150000.0,2023-2024,premier-league
abdoulaye doucoure,Attacking Midfield,Everton FC,1.83,10000000.0,2023-2024,premier-league
dele alli,Attacking Midfield,Everton FC,1.88,5000000.0,2023-2024,premier-league
alex iwobi,Left Winger,Everton FC,1.83,25000000.0,2023-2024,premier-league
dwight mcneil,Left Winger,Everton FC,1.83,22000000.0,2023-2024,premier-league
arnaut danjuma,Left Winger,Everton FC,1.78,13000000.0,2023-2024,premier-league
lewis dobbin,Left Winger,Everton FC,1.75,2500000.0,2023-2024,premier-league
jack harrison,Right Winger,Everton FC,1.75,18000000.0,2023-2024,premier-league
dominic calvertlewin,Centre-Forward,Everton FC,1.89,22000000.0,2023-2024,premier-league
beto,Centre-Forward,Everton FC,1.94,20000000.0,2023-2024,premier-league
neal maupay,Centre-Forward,Everton FC,1.71,12000000.0,2023-2024,premier-league
chermiti,Centre-Forward,Everton FC,1.92,9000000.0,2023-2024,premier-league
tom cannon,Centre-Forward,Everton FC,1.8,4000000.0,2023-2024,premier-league
bernd leno,Goalkeeper,Fulham FC,1.9,13000000.0,2023-2024,premier-league
marek rodak,Goalkeeper,Fulham FC,1.94,3000000.0,2023-2024,premier-league
steven benda,Goalkeeper,Fulham FC,1.92,1000000.0,2023-2024,premier-league
tosin adarabioyo,Centre-Back,Fulham FC,1.97,20000000.0,2023-2024,premier-league
issa diop,Centre-Back,Fulham FC,1.94,20000000.0,2023-2024,premier-league
calvin bassey,Centre-Back,Fulham FC,1.85,16000000.0,2023-2024,premier-league
tim ream,Centre-Back,Fulham FC,1.86,800000.0,2023-2024,premier-league
luc de fougerolles,Centre-Back,Fulham FC,1.83,300000.0,2023-2024,premier-league
antonee robinson,Left-Back,Fulham FC,1.83,25000000.0,2023-2024,premier-league
fode ballotoure,Left-Back,Fulham FC,1.82,3000000.0,2023-2024,premier-league
timothy castagne,Right-Back,Fulham FC,1.85,17000000.0,2023-2024,premier-league
kenny tete,Right-Back,Fulham FC,1.8,15000000.0,2023-2024,premier-league
kevin mbabu,Right-Back,Fulham FC,1.84,4000000.0,2023-2024,premier-league
devan tanton,Right-Back,Fulham FC,1.75,250000.0,2023-2024,premier-league
joao palhinha,Defensive Midfield,Fulham FC,1.9,55000000.0,2023-2024,premier-league
sasa lukic,Defensive Midfield,Fulham FC,1.82,10000000.0,2023-2024,premier-league
harrison reed,Central Midfield,Fulham FC,1.81,15000000.0,2023-2024,premier-league
tom cairney,Central Midfield,Fulham FC,1.85,2000000.0,2023-2024,premier-league
tyrese francois,Central Midfield,Fulham FC,1.73,600000.0,2023-2024,premier-league
matt dibleydias,Central Midfield,Fulham FC,1.83,500000.0,2023-2024,premier-league
josh king,Central Midfield,Fulham FC,1.73,200000.0,2023-2024,premier-league
andreas pereira,Attacking Midfield,Fulham FC,1.78,20000000.0,2023-2024,premier-league
luke harris,Attacking Midfield,Fulham FC,1.77,1000000.0,2023-2024,premier-league
kristian sekularac,Attacking Midfield,Fulham FC,1.85,200000.0,2023-2024,premier-league
alex iwobi,Left Winger,Fulham FC,1.83,25000000.0,2023-2024,premier-league
willian,Left Winger,Fulham FC,1.75,3000000.0,2023-2024,premier-league
harry wilson,Right Winger,Fulham FC,1.73,17000000.0,2023-2024,premier-league
adama traore,Right Winger,Fulham FC,1.78,9000000.0,2023-2024,premier-league
bobby de cordovareid,Right Winger,Fulham FC,1.7,5000000.0,2023-2024,premier-league
aleksandar mitrovic,Centre-Forward,Fulham FC,1.89,28000000.0,2023-2024,premier-league
armando broja,Centre-Forward,Fulham FC,1.91,22000000.0,2023-2024,premier-league
rodrigo muniz,Centre-Forward,Fulham FC,1.86,20000000.0,2023-2024,premier-league
raul jimenez,Centre-Forward,Fulham FC,1.87,5000000.0,2023-2024,premier-league
carlos vinicius,Centre-Forward,Fulham FC,1.9,4000000.0,2023-2024,premier-league
jay stansfield,Centre-Forward,Fulham FC,1.87,3500000.0,2023-2024,premier-league
james trafford,Goalkeeper,Burnley FC,1.92,18000000.0,2023-2024,premier-league
arijanet muric,Goalkeeper,Burnley FC,1.98,7000000.0,2023-2024,premier-league
lawrence vigouroux,Goalkeeper,Burnley FC,1.94,300000.0,2023-2024,premier-league
denis franchi,Goalkeeper,Burnley FC,1.89,250000.0,2023-2024,premier-league
jordan beyer,Centre-Back,Burnley FC,1.87,13000000.0,2023-2024,premier-league
ameen aldakhil,Centre-Back,Burnley FC,1.87,12000000.0,2023-2024,premier-league
dara oshea,Centre-Back,Burnley FC,1.89,7000000.0,2023-2024,premier-league
hjalmar ekdal,Centre-Back,Burnley FC,1.87,7000000.0,2023-2024,premier-league
maxime esteve,Centre-Back,Burnley FC,1.93,7000000.0,2023-2024,premier-league
hannes delcroix,Centre-Back,Burnley FC,1.83,4000000.0,2023-2024,premier-league
luke mcnally,Centre-Back,Burnley FC,1.93,3800000.0,2023-2024,premier-league
cj eganriley,Centre-Back,Burnley FC,1.83,1500000.0,2023-2024,premier-league
charlie taylor,Left-Back,Burnley FC,1.83,3000000.0,2023-2024,premier-league
lorenz assignon,Right-Back,Burnley FC,1.81,10000000.0,2023-2024,premier-league
connor roberts,Right-Back,Burnley FC,1.75,7000000.0,2023-2024,premier-league
vitinho,Right-Back,Burnley FC,1.74,5000000.0,2023-2024,premier-league
sander berge,Defensive Midfield,Burnley FC,1.95,20000000.0,2023-2024,premier-league
jack cork,Defensive Midfield,Burnley FC,1.85,800000.0,2023-2024,premier-league
josh brownhill,Central Midfield,Burnley FC,1.79,15000000.0,2023-2024,premier-league
josh cullen,Central Midfield,Burnley FC,1.75,10000000.0,2023-2024,premier-league
hannoah massengo,Central Midfield,Burnley FC,1.78,4000000.0,2023-2024,premier-league
aaron ramsey,Attacking Midfield,Burnley FC,1.81,15000000.0,2023-2024,premier-league
anass zaroury,Attacking Midfield,Burnley FC,1.76,9000000.0,2023-2024,premier-league
scott twine,Attacking Midfield,Burnley FC,1.74,3000000.0,2023-2024,premier-league
mike tresor,Left Winger,Burnley FC,1.72,12000000.0,2023-2024,premier-league
jacob bruun larsen,Left Winger,Burnley FC,1.83,8000000.0,2023-2024,premier-league
darko churlinov,Left Winger,Burnley FC,1.8,1500000.0,2023-2024,premier-league
dara costelloe,Left Winger,Burnley FC,1.75,325000.0,2023-2024,premier-league
wilson odobert,Right Winger,Burnley FC,1.82,10000000.0,2023-2024,premier-league
luca koleosho,Right Winger,Burnley FC,1.75,7000000.0,2023-2024,premier-league
benson manuel,Right Winger,Burnley FC,1.66,5000000.0,2023-2024,premier-league
nathan redmond,Right Winger,Burnley FC,1.73,5000000.0,2023-2024,premier-league
johann berg gudmundsson,Right Winger,Burnley FC,1.86,1000000.0,2023-2024,premier-league
enock agyei,Right Winger,Burnley FC,1.72,800000.0,2023-2024,premier-league
lyle foster,Centre-Forward,Burnley FC,1.85,13000000.0,2023-2024,premier-league
david datro fofana,Centre-Forward,Burnley FC,1.82,12000000.0,2023-2024,premier-league
zeki amdouni,Centre-Forward,Burnley FC,1.85,12000000.0,2023-2024,premier-league
michael obafemi,Centre-Forward,Burnley FC,1.7,2200000.0,2023-2024,premier-league
jay rodriguez,Centre-Forward,Burnley FC,1.85,1000000.0,2023-2024,premier-league
