nombre,club_actual,entradas_1/3,entradas_2/3,entradas_3/3,duelos_ganados,entradas,entradas_ganadas,bloqueos,bloqueos_tiro,bloqueos_pase,temporada,liga
selim amallah,valencia,7,7,3,33.3,17,12,13,0,13,2023-2024,laliga
amath,mallorca,7,2,0,20.0,9,6,2,0,2,2023-2024,laliga
miguel angel rubio,granada,14,6,0,66.7,20,12,31,18,13,2023-2024,laliga
fabrizio angileri,getafe,1,0,0,33.3,1,1,0,0,0,2023-2024,laliga
mauro arambarri,getafe,3,2,1,16.7,6,2,1,0,1,2023-2024,laliga
jon aramburu,real sociedad,12,10,2,60.0,24,15,8,3,5,2023-2024,laliga
julian araujo,las palmas,29,7,5,69.7,41,22,23,16,7,2023-2024,laliga
ronald araujo,barcelona,11,15,1,70.6,27,22,20,11,9,2023-2024,laliga
adu ares,athletic club,4,2,2,66.7,8,4,1,0,1,2023-2024,laliga
jesus areso,osasuna,25,13,7,81.6,45,24,36,15,21,2023-2024,laliga
matias arezo,granada,2,5,0,20.0,7,3,4,1,3,2023-2024,laliga
inigo arguibide,osasuna,0,1,0,,1,0,0,0,0,2023-2024,laliga
jose arnaiz,osasuna,6,4,4,28.6,14,8,11,2,9,2023-2024,laliga
sergio arribas,almeria,16,17,1,45.2,34,17,20,1,19,2023-2024,laliga
kepa arrizabalaga,real madrid,0,0,0,0.0,0,0,0,0,0,2023-2024,laliga
iago aspas,celta vigo,4,6,1,6.7,11,6,23,3,20,2023-2024,laliga
ezequiel avila,osasuna,1,1,1,27.3,3,2,14,0,14,2023-2024,laliga
ezequiel avila,betis,0,2,0,33.3,2,1,2,0,2,2023-2024,laliga
cesar azpilicueta,atletico madrid,15,9,1,63.2,25,14,25,6,19,2023-2024,laliga
iddrisu baba,almeria,27,18,1,43.6,46,26,20,6,14,2023-2024,laliga
sran babic,almeria,0,2,0,100.0,2,2,1,1,0,2023-2024,laliga
loic bade,sevilla,53,12,0,61.2,65,41,23,15,8,2023-2024,laliga
alex baena,villarreal,10,16,8,42.6,34,21,23,2,21,2023-2024,laliga
eric bailly,villarreal,4,1,0,100.0,5,3,8,8,0,2023-2024,laliga
cedric bakambu,betis,0,1,0,,1,0,2,0,2,2023-2024,laliga
alejandro balde,barcelona,11,6,3,63.6,20,11,14,1,13,2023-2024,laliga
ivan balliu,rayo vallecano,20,24,0,56.4,44,31,27,11,16,2023-2024,laliga
jonathan bamba,celta vigo,4,8,2,11.8,14,9,20,0,20,2023-2024,laliga
leo baptistao,almeria,12,8,5,36.0,25,16,13,1,12,2023-2024,laliga
kike barja,osasuna,2,2,2,37.5,6,2,2,1,1,2023-2024,laliga
ander barrenetxea,real sociedad,7,16,9,38.5,32,21,18,1,17,2023-2024,laliga
pablo barrios,atletico madrid,15,29,1,47.5,45,25,20,3,17,2023-2024,laliga
marc bartra,betis,3,1,0,80.0,4,3,3,1,2,2023-2024,laliga
augusto batalla,granada,0,0,0,0.0,0,0,0,0,0,2023-2024,laliga
bebe,rayo vallecano,1,1,0,20.0,2,2,1,0,1,2023-2024,laliga
sheraldo becker,real sociedad,0,2,0,0.0,2,2,3,0,3,2023-2024,laliga
hector bellerin,betis,14,16,4,37.7,34,22,13,5,8,2023-2024,laliga
jude bellingham,real madrid,14,18,10,33.3,42,34,55,5,50,2023-2024,laliga
fran beltran,celta vigo,22,23,11,38.1,56,32,28,2,26,2023-2024,laliga
carlos benavidez,alaves,19,26,11,55.9,56,35,13,5,8,2023-2024,laliga
yuri berchiche,athletic club,13,14,6,57.6,33,25,28,9,19,2023-2024,laliga
alex berenguer,athletic club,9,9,5,29.2,23,14,23,0,23,2023-2024,laliga
antonio blanco,alaves,29,27,5,36.0,61,36,25,2,23,2023-2024,laliga
daley blind,girona,33,13,1,61.7,47,21,37,19,18,2023-2024,laliga
adri bosch,granada,1,0,0,,1,1,0,0,0,2023-2024,laliga
yassine bounou,sevilla,0,0,0,,0,0,0,0,0,2023-2024,laliga
lucas boye,granada,14,25,11,41.2,50,25,35,5,30,2023-2024,laliga
darko brasanac,osasuna,1,0,0,100.0,1,0,1,0,1,2023-2024,laliga
brau,granada,1,0,0,100.0,1,0,0,0,0,2023-2024,laliga
claudio bravo,betis,0,0,0,0.0,0,0,0,0,0,2023-2024,laliga
ben brereton,villarreal,1,0,1,0.0,2,2,0,0,0,2023-2024,laliga
ante budimir,osasuna,2,11,8,35.7,21,15,19,5,14,2023-2024,laliga
manu bueno,sevilla,4,0,0,100.0,4,2,3,0,3,2023-2024,laliga
pablo busto,betis,0,0,1,100.0,1,1,0,0,0,2023-2024,laliga
jose callejon,granada,10,3,0,36.4,13,6,7,1,6,2023-2024,laliga
eduardo camavinga,real madrid,39,29,8,59.0,76,47,36,8,28,2023-2024,laliga
sergio camello,rayo vallecano,3,10,3,40.0,16,5,10,2,8,2023-2024,laliga
jose campana,las palmas,1,1,0,0.0,2,2,3,2,1,2023-2024,laliga
joao cancelo,barcelona,35,21,8,65.5,64,44,35,6,29,2023-2024,laliga
sergi canos,valencia,7,11,5,41.7,23,13,14,2,12,2023-2024,laliga
etienne capoue,villarreal,17,12,3,68.2,32,18,20,4,16,2023-2024,laliga
isaac carcelen,cadiz,30,15,5,55.6,50,31,24,7,17,2023-2024,laliga
dani cardenas,rayo vallecano,0,0,0,,0,0,0,0,0,2023-2024,laliga
marc cardona,las palmas,3,4,2,8.3,9,8,5,0,5,2023-2024,laliga
sergi cardona,las palmas,52,29,9,57.3,90,55,45,7,38,2023-2024,laliga
johnny cardoso,betis,19,24,5,66.7,48,29,20,5,15,2023-2024,laliga
carmona,getafe,13,14,3,32.1,30,21,15,2,13,2023-2024,laliga
yannick carrasco,atletico madrid,3,1,0,28.6,4,4,2,0,2,2023-2024,laliga
alvaro carreras,granada,8,4,1,45.5,13,8,5,1,4,2023-2024,laliga
dani carvajal,real madrid,28,15,4,54.8,47,32,28,9,19,2023-2024,laliga
william carvalho,betis,11,7,2,62.5,20,12,8,1,7,2023-2024,laliga
marc casado,barcelona,1,0,0,100.0,1,1,0,0,0,2023-2024,laliga
catena,osasuna,26,6,1,54.3,33,18,24,15,9,2023-2024,laliga
dani ceballos,real madrid,4,5,1,35.7,10,5,9,2,7,2023-2024,laliga
alex centelles,almeria,9,2,0,44.4,11,6,5,2,3,2023-2024,laliga
franco cervi,celta vigo,13,9,2,54.2,24,18,16,0,16,2023-2024,laliga
pep chavarria,rayo vallecano,15,6,2,64.7,23,18,15,3,12,2023-2024,laliga
andreas christensen,barcelona,7,14,2,57.1,23,14,23,10,13,2023-2024,laliga
chumi,almeria,22,12,0,61.5,34,22,38,23,15,2023-2024,laliga
victor chust,cadiz,23,5,1,56.3,29,18,27,21,6,2023-2024,laliga
pathe ciss,rayo vallecano,16,26,2,55.2,44,24,27,10,17,2023-2024,laliga
silvi clua,girona,2,0,0,100.0,2,0,1,0,1,2023-2024,laliga
saul coco,las palmas,25,7,0,61.1,32,19,27,15,12,2023-2024,laliga
santi comesana,villarreal,15,21,8,50.0,44,26,33,9,24,2023-2024,laliga
copete,mallorca,27,17,1,69.8,45,27,12,6,6,2023-2024,laliga
francis coquelin,villarreal,8,10,2,38.5,20,12,14,4,10,2023-2024,laliga
theo corbeanu,granada,2,3,0,33.3,5,2,3,0,3,2023-2024,laliga
jesus corona,sevilla,0,0,0,,0,0,0,0,0,2023-2024,laliga
angel correa,atletico madrid,3,11,8,29.4,22,15,13,0,13,2023-2024,laliga
thierry correia,valencia,39,20,4,57.1,63,35,39,16,23,2023-2024,laliga
jaume costa,mallorca,23,10,5,62.1,38,22,14,4,10,2023-2024,laliga
samu costa,mallorca,40,46,5,49.5,91,50,28,14,14,2023-2024,laliga
thibaut courtois,real madrid,1,0,0,,1,0,0,0,0,2023-2024,laliga
yan couto,girona,25,14,6,50.0,45,34,14,2,12,2023-2024,laliga
crespo,rayo vallecano,8,6,2,52.9,16,9,15,6,9,2023-2024,laliga
cristian,valencia,0,0,0,,0,0,0,0,0,2023-2024,laliga
juan cruz armada,osasuna,16,10,1,68.0,27,15,14,7,7,2023-2024,laliga
juan cruz,betis,0,0,0,0.0,0,0,0,0,0,2023-2024,laliga
pau cubarsi,barcelona,18,3,1,72.2,22,14,20,16,4,2023-2024,laliga
ivan cuellar,mallorca,0,0,0,,0,0,0,0,0,2023-2024,laliga
jorge cuenca,villarreal,26,10,6,63.3,42,29,26,15,11,2023-2024,laliga
eric curbelo,las palmas,2,2,0,75.0,4,3,3,1,2,2023-2024,laliga
alberto dadie,real sociedad,2,0,0,,2,1,1,0,1,2023-2024,laliga
sergi darder,mallorca,13,21,5,38.7,39,26,20,4,16,2023-2024,laliga
rodrigo de paul,atletico madrid,11,14,6,39.5,31,21,28,1,27,2023-2024,laliga
mouctar diakhaby,valencia,9,9,0,84.6,18,11,17,7,10,2023-2024,laliga
moussa diakite,cadiz,0,0,0,,0,0,0,0,0,2023-2024,laliga
assane diao,betis,5,9,6,35.3,20,12,22,4,18,2023-2024,laliga
brahim diaz,real madrid,4,16,9,46.2,29,19,16,1,15,2023-2024,laliga
victor diaz,granada,2,3,0,33.3,5,3,1,0,1,2023-2024,laliga
famara diedhiou,granada,0,1,0,0.0,1,1,0,0,0,2023-2024,laliga
stole dimitrievski,rayo vallecano,1,0,0,100.0,1,1,0,0,0,2023-2024,laliga
djene,getafe,18,13,3,57.7,34,19,31,15,16,2023-2024,laliga
marko dmitrovic,sevilla,1,0,0,50.0,1,1,0,0,0,2023-2024,laliga
jaume domenech,valencia,0,0,0,,0,0,0,0,0,2023-2024,laliga
carlos dominguez,celta vigo,17,9,7,62.2,33,21,24,12,12,2023-2024,laliga
mario dominguez,valencia,0,0,0,,0,0,0,0,0,2023-2024,laliga
carlos dotor,celta vigo,3,8,3,30.8,14,7,12,2,10,2023-2024,laliga
anastasios douvikas,celta vigo,2,6,7,37.5,15,7,6,3,3,2023-2024,laliga
artem dovbyk,girona,2,1,1,0.0,4,3,8,1,7,2023-2024,laliga
domingos duarte,getafe,6,0,1,71.4,7,4,7,5,2,2023-2024,laliga
ruben duarte,alaves,21,16,2,67.7,39,20,21,6,15,2023-2024,laliga
hugo duro,valencia,5,8,3,31.0,16,8,24,5,19,2023-2024,laliga
aritz elustondo,real sociedad,5,4,2,42.9,11,7,12,10,2,2023-2024,laliga
adri embarba,almeria,29,15,11,49.1,55,37,37,1,36,2023-2024,laliga
youssef ennesyri,sevilla,3,4,3,0.0,10,7,9,1,8,2023-2024,laliga
gonzalo escalante,cadiz,16,14,9,36.4,39,24,23,5,18,2023-2024,laliga
aaron escandell,las palmas,0,0,0,,0,0,0,0,0,2023-2024,laliga
alfonso espino,rayo vallecano,43,22,2,36.6,67,45,26,4,22,2023-2024,laliga
bernardo espinosa,girona,1,0,0,100.0,1,1,0,0,0,2023-2024,laliga
karl etta,cadiz,0,1,0,,1,1,0,0,0,2023-2024,laliga
abde ezzalzouli,barcelona,0,0,1,0.0,1,1,1,0,1,2023-2024,laliga
abde ezzalzouli,betis,7,5,5,28.6,17,14,10,0,10,2023-2024,laliga
radamel falcao,rayo vallecano,1,5,1,33.3,7,5,2,0,2,2023-2024,laliga
fali,cadiz,29,11,1,58.3,41,26,38,24,14,2023-2024,laliga
ansu fati,barcelona,0,0,0,0.0,0,0,0,0,0,2023-2024,laliga
nabil fekir,betis,5,7,3,50.0,15,10,9,0,9,2023-2024,laliga
luiz felipe,betis,5,2,0,80.0,7,3,10,4,6,2023-2024,laliga
joao felix,barcelona,9,7,6,36.4,22,16,14,1,13,2023-2024,laliga
kiko femenia,villarreal,19,13,3,55.9,35,25,21,6,15,2023-2024,laliga
aitor fernandez,osasuna,0,0,0,0.0,0,0,0,0,0,2023-2024,laliga
alex fernandez,cadiz,10,9,0,50.0,19,9,17,5,12,2023-2024,laliga
carlos fernandez,real sociedad,3,6,2,0.0,11,7,4,0,4,2023-2024,laliga
raul fernandez,granada,0,0,0,0.0,0,0,0,0,0,2023-2024,laliga
valery fernandez,girona,4,7,0,75.0,11,9,6,1,5,2023-2024,laliga
fernando,almeria,0,0,0,,0,0,1,0,1,2023-2024,laliga
fernando,sevilla,2,4,3,55.6,9,8,2,0,2,2023-2024,laliga
andre ferreira,granada,0,0,0,0.0,0,0,0,0,0,2023-2024,laliga
rachad fettal,almeria,1,0,0,,1,1,0,0,0,2023-2024,laliga
pablo fornals,betis,8,11,5,54.5,24,16,14,0,14,2023-2024,laliga
hector fort,barcelona,5,1,0,40.0,6,5,0,0,0,2023-2024,laliga
dimitri foulquier,valencia,22,13,4,69.2,39,22,10,1,9,2023-2024,laliga
juan foyth,villarreal,18,8,0,44.4,26,15,17,4,13,2023-2024,laliga
jorge de frutos,rayo vallecano,5,8,6,31.8,19,8,12,0,12,2023-2024,laliga
daniel fuzato,getafe,0,0,0,,0,0,0,0,0,2023-2024,laliga
matteo gabbia,villarreal,4,6,0,62.5,10,6,5,2,3,2023-2024,laliga
javi galan,atletico madrid,2,2,1,80.0,5,4,1,0,1,2023-2024,laliga
javi galan,real sociedad,15,19,4,50.0,38,22,24,1,23,2023-2024,laliga
inigo ruiz de galarreta,athletic club,15,26,8,49.0,49,31,18,5,13,2023-2024,laliga
aleix garcia,girona,17,26,6,51.9,49,28,45,17,28,2023-2024,laliga
alvaro garcia,rayo vallecano,15,10,9,20.6,34,25,35,0,35,2023-2024,laliga
dani garcia,athletic club,4,7,6,50.0,17,11,9,3,6,2023-2024,laliga
david garcia,osasuna,19,9,1,61.5,29,18,40,19,21,2023-2024,laliga
eric garcia,barcelona,0,0,0,,0,0,1,1,0,2023-2024,laliga
eric garcia,girona,34,18,3,69.4,55,37,36,18,18,2023-2024,laliga
fran garcia,real madrid,11,12,2,41.9,25,17,16,3,13,2023-2024,laliga
gonzalo garcia,real madrid,0,0,0,0.0,0,0,1,1,0,2023-2024,laliga
jastin garcia,girona,0,0,1,,1,0,0,0,0,2023-2024,laliga
raul garcia,athletic club,2,4,3,44.4,9,6,10,1,9,2023-2024,laliga
ruben garcia,osasuna,8,17,7,39.4,32,18,23,3,20,2023-2024,laliga
santiago garcia,getafe,0,0,1,100.0,1,0,0,0,0,2023-2024,laliga
unai garcia,osasuna,9,2,1,50.0,12,9,7,1,6,2023-2024,laliga
yarek gasiorowski,valencia,14,5,3,68.4,22,12,15,8,7,2023-2024,laliga
federico gattoni,sevilla,1,0,0,100.0,1,0,0,0,0,2023-2024,laliga
gavi,barcelona,20,14,5,50.0,39,21,19,3,16,2023-2024,laliga
paulo gazzaniga,girona,2,0,0,50.0,2,2,0,0,0,2023-2024,laliga
david gil,cadiz,0,0,0,0.0,0,0,0,0,0,2023-2024,laliga
maxi gomez,cadiz,2,3,1,60.0,6,4,8,3,5,2023-2024,laliga
moi gomez,osasuna,7,19,4,37.5,30,19,15,1,14,2023-2024,laliga
unai gomez,athletic club,2,6,4,50.0,12,10,13,2,11,2023-2024,laliga
edgar gonzalez,almeria,22,20,3,51.0,45,21,48,28,20,2023-2024,laliga
fabio gonzalez,las palmas,2,0,0,50.0,2,2,2,0,2,2023-2024,laliga
giovanni gonzalez,mallorca,37,32,4,49.4,73,45,24,3,21,2023-2024,laliga
hugo gonzalez,valencia,0,2,0,,2,1,0,0,0,2023-2024,laliga
inaki gonzalez,las palmas,1,0,0,,1,0,0,0,0,2023-2024,laliga
peter gonzalez,valencia,3,1,1,10.0,5,3,11,0,11,2023-2024,laliga
urko gonzalez,real sociedad,0,3,1,100.0,4,1,1,0,1,2023-2024,laliga
andoni gorosabel,alaves,40,17,5,50.7,62,42,24,8,16,2023-2024,laliga
pablo gozalbez,valencia,0,0,1,16.7,1,0,0,0,0,2023-2024,laliga
mason greenwood,getafe,3,5,3,19.0,11,6,9,0,9,2023-2024,laliga
dominik greif,mallorca,0,0,0,,0,0,0,0,0,2023-2024,laliga
antoine griezmann,atletico madrid,14,14,5,36.6,33,19,34,3,31,2023-2024,laliga
vicente guaita,celta vigo,1,0,0,50.0,1,1,0,0,0,2023-2024,laliga
andres guardado,betis,5,9,3,50.0,17,12,4,2,2,2023-2024,laliga
sergi guardiola,cadiz,2,6,2,44.4,10,7,10,0,10,2023-2024,laliga
nemanja gudelj,sevilla,18,10,3,54.8,31,24,17,9,8,2023-2024,laliga
goncalo guedes,villarreal,1,2,3,28.6,6,4,8,0,8,2023-2024,laliga
javier guerra,valencia,25,22,7,37.9,54,24,27,7,20,2023-2024,laliga
ander guevara,alaves,28,25,6,48.4,59,32,34,12,22,2023-2024,laliga
hugo guillamon,valencia,7,14,3,64.7,24,15,8,3,5,2023-2024,laliga
marc guiu,barcelona,0,1,0,,1,0,0,0,0,2023-2024,laliga
arda guler,real madrid,1,3,2,62.5,6,4,0,0,0,2023-2024,laliga
gerard gumbau,granada,21,30,4,37.1,55,34,24,5,19,2023-2024,laliga
ilkay gundogan,barcelona,14,16,2,30.8,32,22,19,4,15,2023-2024,laliga
jon guridi,alaves,10,27,5,26.7,42,24,23,3,20,2023-2024,laliga
gorka guruzeta,athletic club,6,25,3,30.0,34,23,36,2,34,2023-2024,laliga
miguel gutierrez,girona,11,14,4,37.1,29,18,27,11,16,2023-2024,laliga
munir el haddadi,las palmas,18,17,5,44.7,40,27,27,1,26,2023-2024,laliga
ianis hagi,alaves,2,14,1,41.7,17,12,8,0,8,2023-2024,laliga
luiz henrique,betis,4,10,1,64.3,15,11,11,0,11,2023-2024,laliga
mario hermoso,atletico madrid,29,13,4,54.9,46,25,27,9,18,2023-2024,laliga
javi hernandez,cadiz,26,12,5,54.3,43,24,34,9,25,2023-2024,laliga
aridane hernandez,rayo vallecano,5,4,1,36.4,10,8,19,14,5,2023-2024,laliga
luis hernandez,cadiz,4,3,0,50.0,7,3,3,2,1,2023-2024,laliga
jorge herrando,osasuna,23,6,0,63.2,29,19,20,11,9,2023-2024,laliga
ander herrera,athletic club,11,26,7,55.6,44,32,16,6,10,2023-2024,laliga
cristian herrera,las palmas,0,1,0,50.0,1,1,1,0,1,2023-2024,laliga
sergio herrera,osasuna,2,0,0,66.7,2,2,0,0,0,2023-2024,laliga
yangel herrera,girona,28,30,6,53.6,64,37,30,8,22,2023-2024,laliga
juan herzog,las palmas,5,1,0,50.0,6,5,4,1,3,2023-2024,laliga
martin hongla,granada,2,5,0,33.3,7,3,6,3,3,2023-2024,laliga
xabier huarte armendariz,osasuna,0,0,0,,0,0,0,0,0,2023-2024,laliga
pablo ibanez,osasuna,5,7,6,23.8,18,9,26,3,23,2023-2024,laliga
iglesias,getafe,25,11,5,63.6,41,22,18,7,11,2023-2024,laliga
borja iglesias,betis,0,0,0,0.0,0,0,0,0,0,2023-2024,laliga
imanol,athletic club,1,5,1,27.8,7,5,6,0,6,2023-2024,laliga
isco,betis,15,21,5,36.8,41,27,19,1,18,2023-2024,laliga
diego iturralde,sevilla,0,0,0,,0,0,1,1,0,2023-2024,laliga
adnan januzaj,sevilla,2,0,1,0.0,3,3,2,0,2,2023-2024,laliga
mikel jauregizar,athletic club,0,0,0,0.0,0,0,5,0,5,2023-2024,laliga
luis javier suarez,almeria,2,5,0,33.3,7,5,11,0,11,2023-2024,laliga
salim el jebari,atletico madrid,0,1,0,,1,0,0,0,0,2023-2024,laliga
frenkie de jong,barcelona,14,23,6,42.1,43,26,18,8,10,2023-2024,laliga
joan jordan,sevilla,3,3,2,46.7,8,7,4,2,2,2023-2024,laliga
jordi,getafe,3,11,2,46.7,16,11,7,2,5,2023-2024,laliga
jeremy jorge,getafe,0,0,0,,0,0,0,0,0,2023-2024,laliga
willian jose,betis,1,2,4,40.0,7,3,8,2,6,2023-2024,laliga
joselu,real madrid,1,4,1,0.0,6,3,11,1,10,2023-2024,laliga
kamil jozwiak,granada,4,6,3,52.9,13,10,4,0,4,2023-2024,laliga
juanmi,cadiz,2,7,0,22.2,9,4,6,0,6,2023-2024,laliga
juanpe,girona,8,3,0,90.0,11,8,17,11,6,2023-2024,laliga
vinicius junior,real madrid,5,5,8,25.0,18,13,13,0,13,2023-2024,laliga
filip jrgensen,villarreal,3,0,0,75.0,3,1,0,0,0,2023-2024,laliga
sory kaba,las palmas,0,2,0,0.0,2,0,6,0,6,2023-2024,laliga
kaiky,almeria,6,0,1,50.0,7,4,9,7,2,2023-2024,laliga
jon karrikaburu,alaves,0,0,0,,0,0,0,0,0,2023-2024,laliga
ibrahima kebe,girona,0,1,0,,1,1,1,0,1,2023-2024,laliga
kike,alaves,2,3,3,44.4,8,4,16,5,11,2023-2024,laliga
koke,atletico madrid,27,32,7,45.6,66,44,37,12,25,2023-2024,laliga
ibrahima kone,almeria,1,0,0,100.0,1,0,1,0,1,2023-2024,laliga
rominigue kouame,cadiz,6,7,1,46.7,14,9,10,2,8,2023-2024,laliga
jules kounde,barcelona,22,10,5,54.9,37,23,32,12,20,2023-2024,laliga
toni kroos,real madrid,19,25,9,40.7,53,34,22,4,18,2023-2024,laliga
takefusa kubo,real sociedad,15,6,5,39.1,26,17,21,2,19,2023-2024,laliga
luca de la torre,celta vigo,12,22,5,51.2,39,21,23,4,19,2023-2024,laliga
yoel lago,celta vigo,2,0,0,,2,0,1,0,1,2023-2024,laliga
erik lamela,sevilla,4,10,7,66.7,21,14,12,0,12,2023-2024,laliga
bruno langa,almeria,10,5,2,42.9,17,12,11,4,7,2023-2024,laliga
cyle larin,mallorca,6,4,7,28.6,17,8,16,5,11,2023-2024,laliga
juanmi latasa,getafe,0,6,3,9.1,9,7,9,0,9,2023-2024,laliga
toni lato,mallorca,19,13,6,59.3,38,23,17,3,14,2023-2024,laliga
lazaro,almeria,2,0,2,25.0,4,1,4,0,4,2023-2024,laliga
robin le normand,real sociedad,16,15,0,56.7,31,22,26,15,11,2023-2024,laliga
jeremias ledesma,cadiz,1,0,0,25.0,1,1,0,0,0,2023-2024,laliga
florian lejeune,rayo vallecano,26,11,2,63.3,39,25,33,18,15,2023-2024,laliga
stefan lekovic,villarreal,0,0,0,,0,0,1,1,0,2023-2024,laliga
inigo lekue,athletic club,25,10,5,50.9,40,22,24,6,18,2023-2024,laliga
thomas lemar,atletico madrid,2,1,0,50.0,3,1,0,0,0,2023-2024,laliga
alvaro lemos,las palmas,1,3,0,0.0,4,1,3,1,2,2023-2024,laliga
ruben lendinez,valencia,0,2,0,100.0,2,2,0,0,0,2023-2024,laliga
robert lewandowski,barcelona,0,6,2,33.3,8,5,13,4,9,2023-2024,laliga
samuel lino,atletico madrid,32,17,12,50.0,61,34,37,1,36,2023-2024,laliga
javier llabres,mallorca,1,1,1,50.0,3,1,1,0,1,2023-2024,laliga
marcos llorente,atletico madrid,18,17,5,36.4,40,23,36,11,25,2023-2024,laliga
enzo loiodice,las palmas,15,34,13,47.6,62,35,20,2,18,2023-2024,laliga
david lopez,girona,21,12,0,77.3,33,20,28,19,9,2023-2024,laliga
diego lopez,valencia,14,16,7,23.2,37,25,23,1,22,2023-2024,laliga
fermin lopez,barcelona,15,18,8,35.0,41,21,14,1,13,2023-2024,laliga
javi lopez,alaves,11,9,3,57.7,23,12,25,9,16,2023-2024,laliga
unai lopez,rayo vallecano,18,23,7,39.6,48,24,24,3,21,2023-2024,laliga
dion lopy,almeria,36,20,6,38.6,62,37,23,5,18,2023-2024,laliga
anthony lozano,getafe,0,0,0,0.0,0,0,0,0,0,2023-2024,laliga
anthony lozano,almeria,2,5,0,57.1,7,5,6,1,5,2023-2024,laliga
lucas,cadiz,32,11,4,58.2,47,27,27,4,23,2023-2024,laliga
jose luis gaya,valencia,44,23,4,64.2,71,36,18,3,15,2023-2024,laliga
jose luis morales,villarreal,1,4,0,23.1,5,3,9,1,8,2023-2024,laliga
dodi lukebakio,sevilla,2,2,1,16.7,5,2,9,2,7,2023-2024,laliga
andriy lunin,real madrid,0,0,0,0.0,0,0,0,0,0,2023-2024,laliga
darwin machis,cadiz,7,9,7,54.2,23,14,8,1,7,2023-2024,laliga
pablo maffeo,mallorca,18,13,4,57.5,35,22,12,2,10,2023-2024,laliga
jon magunazelaia,real sociedad,2,3,0,50.0,5,3,3,0,3,2023-2024,laliga
nemanja maksimovic,getafe,26,31,8,56.1,65,43,56,23,33,2023-2024,laliga
giorgi mamardashvili,valencia,4,0,0,100.0,4,3,1,0,1,2023-2024,laliga
wilson manafa,granada,3,2,1,57.1,6,4,1,0,1,2023-2024,laliga
reinildo mandava,atletico madrid,16,11,3,86.4,30,22,10,2,8,2023-2024,laliga
aissa mandi,villarreal,8,5,0,50.0,13,8,10,7,3,2023-2024,laliga
javier manquillo,celta vigo,6,5,4,53.3,15,11,14,3,11,2023-2024,laliga
faitout maouassa,granada,6,1,1,80.0,8,5,6,0,6,2023-2024,laliga
marcao,sevilla,5,4,0,60.0,9,6,8,6,2,2023-2024,laliga
oscar de marcos,athletic club,26,24,6,59.2,56,39,28,6,22,2023-2024,laliga
alberto mari,valencia,0,1,3,100.0,4,2,3,0,3,2023-2024,laliga
jose mari,cadiz,0,2,0,50.0,2,1,0,0,0,2023-2024,laliga
jose maria gimenez,atletico madrid,10,7,1,31.3,18,10,16,12,4,2023-2024,laliga
mariano,sevilla,0,1,0,0.0,1,1,1,0,1,2023-2024,laliga
rafa marin,alaves,23,9,0,51.9,32,20,34,21,13,2023-2024,laliga
diego marino,almeria,0,0,0,,0,0,0,0,0,2023-2024,laliga
mika marmol,las palmas,44,24,2,66.0,70,42,39,19,20,2023-2024,laliga
unai marrero,real sociedad,0,0,0,,0,0,0,0,0,2023-2024,laliga
roger marti,cadiz,1,9,2,28.6,12,6,16,1,15,2023-2024,laliga
