nombre,club_actual,entradas_1/3,entradas_2/3,entradas_3/3,duelos_ganados,entradas,entradas_ganadas,bloqueos,bloqueos_tiro,bloqueos_pase,temporada,liga
jeffrey gouweleeuw,augsburg,13,17,5,64.0,35,23,44,24,20,2023-2024,bundesliga
jens grahl,eint frankfurt,0,0,0,,0,0,0,0,0,2023-2024,bundesliga
ryan gravenberch,bayern munich,0,0,0,,0,0,0,0,0,2023-2024,bundesliga
michael gregoritsch,freiburg,8,5,3,14.3,16,12,17,4,13,2023-2024,bundesliga
vincenzo grifo,freiburg,14,11,6,45.2,31,20,22,1,21,2023-2024,bundesliga
florian grillitsch,hoffenheim,31,19,4,40.7,54,28,41,20,21,2023-2024,bundesliga
alex grimaldo,leverkusen,26,10,9,54.5,45,24,32,7,25,2023-2024,bundesliga
christian gro,werder bremen,11,9,1,44.0,21,16,17,6,11,2023-2024,bundesliga
brajan gruda,mainz,5,11,6,58.3,22,14,15,0,15,2023-2024,bundesliga
ilia gruev,werder bremen,0,0,0,,0,0,0,0,0,2023-2024,bundesliga
raphael guerreiro,bayern munich,6,9,4,60.0,19,16,7,1,6,2023-2024,bundesliga
josuha guilavogui,mainz,10,5,0,85.7,15,10,13,7,6,2023-2024,bundesliga
serhou guirassy,stuttgart,1,4,1,40.0,6,3,8,1,7,2023-2024,bundesliga
peter gulacsi,rb leipzig,0,0,0,,0,0,0,0,0,2023-2024,bundesliga
manuel gulde,freiburg,23,13,1,73.9,37,23,24,14,10,2023-2024,bundesliga
robert gumny,augsburg,1,3,2,20.0,6,5,13,5,8,2023-2024,bundesliga
christian gunter,freiburg,9,11,0,38.9,20,12,9,3,6,2023-2024,bundesliga
janik haberer,union berlin,16,13,7,48.9,36,24,21,4,17,2023-2024,bundesliga
robin hack,gladbach,6,7,2,23.5,15,8,16,0,16,2023-2024,bundesliga
amadou haidara,rb leipzig,24,16,2,56.1,42,27,28,6,22,2023-2024,bundesliga
sebastien haller,dortmund,0,1,0,100.0,1,0,4,1,3,2023-2024,bundesliga
andreas hancheolsen,mainz,10,8,2,62.5,20,12,10,4,6,2023-2024,bundesliga
isak hansenaaren,werder bremen,0,0,0,0.0,0,0,1,0,1,2023-2024,bundesliga
genki haraguchi,stuttgart,1,0,0,,1,1,0,0,0,2023-2024,bundesliga
makoto hasebe,eint frankfurt,2,2,0,50.0,4,2,2,1,1,2023-2024,bundesliga
thorgan hazard,dortmund,0,0,0,,0,0,0,0,0,2023-2024,bundesliga
dominique heintz,koln,6,6,0,66.7,12,5,6,1,5,2023-2024,bundesliga
benjamin henrichs,rb leipzig,32,26,10,46.6,68,39,49,4,45,2023-2024,bundesliga
patrick herrmann,gladbach,2,1,1,100.0,4,4,1,0,1,2023-2024,bundesliga
piero hincapie,leverkusen,14,17,4,76.5,35,22,18,7,11,2023-2024,bundesliga
adam hlozek,leverkusen,2,4,4,42.9,10,4,4,1,3,2023-2024,bundesliga
nicolas hofler,freiburg,36,20,7,44.9,63,40,30,16,14,2023-2024,bundesliga
jonas hofmann,leverkusen,6,9,5,41.7,20,14,18,0,18,2023-2024,bundesliga
philipp hofmann,bochum,4,5,1,57.1,10,5,11,2,9,2023-2024,bundesliga
lucas holer,freiburg,14,10,8,17.4,32,24,19,4,15,2023-2024,bundesliga
fabian holland,darmstadt,18,21,8,54.1,47,26,22,12,10,2023-2024,bundesliga
benedict hollerbach,union berlin,5,7,5,31.8,17,11,28,0,28,2023-2024,bundesliga
gerrit holtmann,darmstadt,3,4,1,70.0,8,5,7,0,7,2023-2024,bundesliga
franck honorat,gladbach,13,10,2,55.0,25,13,22,3,19,2023-2024,bundesliga
mathias honsak,darmstadt,7,6,1,30.0,14,7,14,2,12,2023-2024,bundesliga
fraser hornby,darmstadt,0,0,0,0.0,0,0,2,1,1,2023-2024,bundesliga
lukas hradecky,leverkusen,0,0,0,0.0,0,0,1,0,1,2023-2024,bundesliga
timo hubers,koln,51,14,3,61.3,68,47,54,28,26,2023-2024,bundesliga
mats hummels,dortmund,34,12,6,56.6,52,34,33,11,22,2023-2024,bundesliga
denis huseinbasic,koln,17,15,6,64.5,38,18,26,1,25,2023-2024,bundesliga
iago,augsburg,22,10,4,51.5,36,17,39,8,31,2023-2024,bundesliga
borja iglesias,leverkusen,0,1,0,0.0,1,0,2,0,2,2023-2024,bundesliga
joel imasuen,werder bremen,0,0,0,,0,0,0,0,0,2023-2024,bundesliga
thomas isherwood,darmstadt,7,3,1,55.6,11,5,10,7,3,2023-2024,bundesliga
ko itakura,gladbach,17,15,2,61.5,34,21,32,18,14,2023-2024,bundesliga
hiroki ito,stuttgart,13,6,0,42.3,19,18,29,17,12,2023-2024,bundesliga
lee jaesung,mainz,11,16,6,33.3,33,20,22,2,20,2023-2024,bundesliga
paul jaeckel,union berlin,4,3,0,55.6,7,2,3,2,1,2023-2024,bundesliga
kristijan jakic,augsburg,14,10,4,45.5,28,14,13,1,12,2023-2024,bundesliga
kristijan jakic,eint frankfurt,1,2,0,33.3,3,3,1,0,1,2023-2024,bundesliga
tony jantschke,gladbach,1,0,0,100.0,1,1,2,2,0,2023-2024,bundesliga
nuha jatta,rb leipzig,0,0,0,,0,0,0,0,0,2023-2024,bundesliga
fredrik jensen,augsburg,9,8,6,50.0,23,11,30,1,29,2023-2024,bundesliga
moritz jenz,wolfsburg,21,11,2,66.7,34,24,29,17,12,2023-2024,bundesliga
anthony jung,werder bremen,21,14,2,54.5,37,23,39,17,22,2023-2024,bundesliga
josip juranovic,union berlin,11,7,2,47.6,20,14,17,3,14,2023-2024,bundesliga
david jurasek,hoffenheim,13,1,0,41.2,14,11,7,2,5,2023-2024,bundesliga
julian justvan,hoffenheim,1,0,0,50.0,1,0,1,0,1,2023-2024,bundesliga
julian justvan,darmstadt,2,7,1,17.6,10,4,12,2,10,2023-2024,bundesliga
ozan kabak,hoffenheim,32,14,2,57.6,48,35,43,21,22,2023-2024,bundesliga
pavel kaderabek,hoffenheim,10,15,6,45.0,31,19,22,8,14,2023-2024,bundesliga
florian kainz,koln,8,13,7,43.6,28,20,20,6,14,2023-2024,bundesliga
sasa kalajdzic,eint frankfurt,0,2,0,,2,2,2,2,0,2023-2024,bundesliga
jakub kaminski,wolfsburg,12,2,0,50.0,14,5,3,0,3,2023-2024,bundesliga
kevin kampl,rb leipzig,8,9,2,47.6,19,8,19,7,12,2023-2024,bundesliga
harry kane,bayern munich,4,4,5,33.3,13,9,12,4,8,2023-2024,bundesliga
atakan karazor,stuttgart,23,38,11,48.3,72,44,37,8,29,2023-2024,bundesliga
emir karic,darmstadt,23,14,8,63.6,45,27,42,11,31,2023-2024,bundesliga
silas katompa,stuttgart,3,2,0,25.0,5,3,9,0,9,2023-2024,bundesliga
mikkel kaufmann,union berlin,2,3,1,30.0,6,3,12,0,12,2023-2024,bundesliga
naby keita,werder bremen,1,0,0,0.0,1,1,2,0,2,2023-2024,bundesliga
yannik keitel,freiburg,14,5,1,66.7,20,15,17,8,9,2023-2024,bundesliga
thomas keller,heidenheim,0,0,0,,0,0,0,0,0,2023-2024,bundesliga
aljoscha kemlein,union berlin,0,0,0,0.0,0,0,1,0,1,2023-2024,bundesliga
tobias kempe,darmstadt,9,8,3,33.3,20,13,16,4,12,2023-2024,bundesliga
rani khedira,union berlin,15,19,1,65.4,35,22,12,5,7,2023-2024,bundesliga
luca kilian,koln,15,1,0,64.3,16,9,12,5,7,2023-2024,bundesliga
joshua kimmich,bayern munich,25,15,5,66.7,45,33,32,4,28,2023-2024,bundesliga
christoph klarer,darmstadt,30,4,3,66.7,37,22,31,20,11,2023-2024,bundesliga
tim kleindienst,heidenheim,6,11,4,28.0,21,12,32,8,24,2023-2024,bundesliga
lukas klostermann,rb leipzig,7,7,1,30.8,15,10,25,12,13,2023-2024,bundesliga
ansgar knauff,eint frankfurt,17,16,10,54.8,43,26,40,3,37,2023-2024,bundesliga
robin knoche,union berlin,27,7,0,63.3,34,22,27,19,8,2023-2024,bundesliga
gregor kobel,dortmund,0,0,0,0.0,0,0,0,0,0,2023-2024,bundesliga
robin koch,eint frankfurt,26,12,0,63.0,38,23,33,24,9,2023-2024,bundesliga
dominik kohr,mainz,36,25,4,63.2,65,42,27,6,21,2023-2024,bundesliga
randal kolo muani,eint frankfurt,0,0,0,,0,0,0,0,0,2023-2024,bundesliga
mert komur,augsburg,3,0,0,60.0,3,3,0,0,0,2023-2024,bundesliga
manu kone,gladbach,20,20,5,68.0,45,26,22,1,21,2023-2024,bundesliga
odilon kossounou,leverkusen,11,12,7,57.7,30,20,27,3,24,2023-2024,bundesliga
tomas koubek,augsburg,0,0,0,,0,0,0,0,0,2023-2024,bundesliga
matej kovar,leverkusen,0,0,0,,0,0,0,0,0,2023-2024,bundesliga
dawid kownacki,werder bremen,1,0,0,25.0,1,1,3,1,2,2023-2024,bundesliga
alex kral,union berlin,7,10,2,40.0,19,14,15,4,11,2023-2024,bundesliga
andrej kramaric,hoffenheim,5,4,2,46.2,11,2,14,2,12,2023-2024,bundesliga
christoph kramer,gladbach,5,5,0,14.3,10,5,7,1,6,2023-2024,bundesliga
frans kratzig,bayern munich,2,0,0,50.0,2,0,0,0,0,2023-2024,bundesliga
tom krau,mainz,22,31,4,36.2,57,33,33,4,29,2023-2024,bundesliga
lukas kubler,freiburg,35,13,2,61.9,50,24,36,14,22,2023-2024,bundesliga
mahmut kucuksahin,augsburg,0,0,0,,0,0,0,0,0,2023-2024,bundesliga
christian kuhlwetter,heidenheim,0,0,0,,0,0,0,0,0,2023-2024,bundesliga
moritzbroni kwarteng,bochum,0,3,0,14.3,3,0,4,0,4,2023-2024,bundesliga
maxence lacroix,wolfsburg,28,18,2,70.7,48,29,35,12,23,2023-2024,bundesliga
aissa laidouni,union berlin,4,12,5,33.3,21,12,26,2,24,2023-2024,bundesliga
konrad laimer,bayern munich,25,20,11,42.3,56,36,42,6,36,2023-2024,bundesliga
stefan lainer,gladbach,15,8,0,58.3,23,16,13,6,7,2023-2024,bundesliga
hugo larsson,eint frankfurt,18,10,4,53.6,32,18,34,7,27,2023-2024,bundesliga
diogo leite,union berlin,31,15,6,49.0,52,36,48,22,26,2023-2024,bundesliga
maxim leitsch,mainz,5,1,0,50.0,6,3,2,0,2,2023-2024,bundesliga
christopher lenz,rb leipzig,2,0,0,100.0,2,1,0,0,0,2023-2024,bundesliga
christopher lenz,eint frankfurt,0,1,0,100.0,1,1,0,0,0,2023-2024,bundesliga
jamie leweling,stuttgart,4,6,8,29.4,18,10,21,1,20,2023-2024,bundesliga
philipp lienhart,freiburg,14,5,1,56.5,20,13,18,11,7,2023-2024,bundesliga
matthijs de ligt,bayern munich,4,8,3,54.5,15,12,14,10,4,2023-2024,bundesliga
jesper lindstrm,eint frankfurt,1,0,0,,1,1,0,0,0,2023-2024,bundesliga
dejan ljubicic,koln,20,18,5,46.5,43,27,22,2,20,2023-2024,bundesliga
noah loosli,bochum,6,4,0,50.0,10,7,7,1,6,2023-2024,bundesliga
anthony losilla,bochum,15,40,8,45.1,63,37,37,8,29,2023-2024,bundesliga
castello lukeba,rb leipzig,10,9,0,83.3,19,12,35,13,22,2023-2024,bundesliga
andreas luthe,bochum,0,0,0,,0,0,0,0,0,2023-2024,bundesliga
senne lynen,werder bremen,33,27,4,42.9,64,38,41,8,33,2023-2024,bundesliga
ian maatsen,dortmund,15,9,6,53.3,30,22,22,4,18,2023-2024,bundesliga
matej maglica,darmstadt,25,10,0,61.1,35,21,29,11,18,2023-2024,bundesliga
arne maier,augsburg,5,8,1,35.7,14,9,19,2,17,2023-2024,bundesliga
linton maina,koln,11,5,2,32.1,18,15,12,1,11,2023-2024,bundesliga
patrick mainka,heidenheim,58,24,3,51.4,85,49,66,32,34,2023-2024,bundesliga
lovro majer,wolfsburg,17,22,0,38.7,39,18,20,1,19,2023-2024,bundesliga
jordy makengo,freiburg,11,5,1,60.0,17,11,16,4,12,2023-2024,bundesliga
julian malatini,werder bremen,12,3,3,66.7,18,13,8,1,7,2023-2024,bundesliga
donyell malen,dortmund,5,3,3,33.3,11,7,11,4,7,2023-2024,bundesliga
lennard maloney,heidenheim,14,24,5,42.4,43,26,33,9,24,2023-2024,bundesliga
david mamutovic,mainz,0,1,0,100.0,1,1,0,0,0,2023-2024,bundesliga
braydon manu,darmstadt,0,1,1,,2,0,1,0,1,2023-2024,bundesliga
omar marmoush,eint frankfurt,7,8,6,37.5,21,11,13,0,13,2023-2024,bundesliga
eric martel,koln,32,34,4,55.2,70,43,65,19,46,2023-2024,bundesliga
erhan masovic,bochum,37,22,5,52.9,64,40,32,10,22,2023-2024,bundesliga
roberto massimo,stuttgart,1,0,0,50.0,1,0,0,0,0,2023-2024,bundesliga
jean matteo bahoya,eint frankfurt,0,3,0,25.0,3,1,2,0,2,2023-2024,bundesliga
philipp max,eint frankfurt,6,18,2,73.1,26,17,18,1,17,2023-2024,bundesliga
eric maxim choupomoting,bayern munich,8,5,4,42.9,17,12,5,0,5,2023-2024,bundesliga
noussair mazraoui,bayern munich,14,11,7,61.9,32,21,14,1,13,2023-2024,bundesliga
kevin mbabu,augsburg,25,18,8,57.5,51,39,29,9,20,2023-2024,bundesliga
noah mbamba,leverkusen,0,0,0,,0,0,0,0,0,2023-2024,bundesliga
nathanael mbuku,augsburg,0,0,0,,0,0,1,0,1,2023-2024,bundesliga
marvin mehlem,darmstadt,10,14,4,40.7,28,21,21,2,19,2023-2024,bundesliga
thomas meunier,dortmund,3,2,0,23.1,5,1,8,2,6,2023-2024,bundesliga
alexander meyer,dortmund,1,0,0,100.0,1,1,0,0,0,2023-2024,bundesliga
sven michel,augsburg,2,1,4,28.6,7,5,1,0,1,2023-2024,bundesliga
enzo millot,stuttgart,9,21,10,46.2,40,22,24,2,22,2023-2024,bundesliga
jovan milosevic,stuttgart,0,0,0,,0,0,0,0,0,2023-2024,bundesliga
kim minjae,bayern munich,21,11,5,50.0,37,24,29,19,10,2023-2024,bundesliga
maximilian mittelstadt,stuttgart,46,39,6,59.6,91,51,36,6,30,2023-2024,bundesliga
marko mladenovic,eint frankfurt,0,0,0,,0,0,0,0,0,2023-2024,bundesliga
max moerstedt,hoffenheim,0,0,0,0.0,0,0,0,0,0,2023-2024,bundesliga
mateu morey,dortmund,1,1,0,50.0,2,2,3,1,2,2023-2024,bundesliga
youssoufa moukoko,dortmund,2,2,0,42.9,4,1,4,1,3,2023-2024,bundesliga
andreas muller,darmstadt,8,5,1,44.4,14,9,5,2,3,2023-2024,bundesliga
