nombre,club_actual,entradas_1/3,entradas_2/3,entradas_3/3,duelos_ganados,entradas,entradas_ganadas,bloqueos,bloqueos_tiro,bloqueos_pase,temporada,liga
kristoffer askildsen,lecce,2,3,2,40.0,7,3,15,4,11,2022-2023,serie-a
kristjan asllani,inter,1,8,2,70.0,11,5,3,1,2,2022-2023,serie-a
emil audero,sampdoria,0,0,0,0.0,0,0,0,0,0,2022-2023,serie-a
tommaso augello,sampdoria,13,2,2,45.0,17,14,23,7,16,2022-2023,serie-a
carlos augusto,monza,42,23,8,61.1,73,38,24,6,18,2022-2023,serie-a
kaan ayhan,sassuolo,6,4,0,100.0,10,4,5,4,1,2022-2023,serie-a
jaime baez,cremonese,3,0,1,50.0,4,2,0,0,0,2022-2023,serie-a
nedim bajrami,empoli,3,3,2,66.7,8,4,5,0,5,2022-2023,serie-a
nedim bajrami,sassuolo,6,2,4,45.5,12,7,9,1,8,2022-2023,serie-a
tiemoue bakayoko,milan,4,1,0,100.0,5,5,0,0,0,2022-2023,serie-a
tommaso baldanzi,empoli,9,13,3,21.9,25,12,21,1,20,2022-2023,serie-a
fode ballotoure,milan,7,6,1,70.0,14,9,11,3,8,2022-2023,serie-a
lameck banda,lecce,13,14,3,36.6,30,20,24,2,22,2022-2023,serie-a
filippo bandinelli,empoli,19,26,10,37.8,55,34,20,7,13,2022-2023,serie-a
antonin barak,hellas verona,0,0,0,,0,0,0,0,0,2022-2023,serie-a
antonin barak,fiorentina,5,7,9,37.5,21,9,16,2,14,2022-2023,serie-a
andrea barberis,monza,4,3,0,45.5,7,2,0,0,0,2022-2023,serie-a
tommaso barbieri,juventus,3,0,0,37.5,3,3,3,0,3,2022-2023,serie-a
francesco bardi,bologna,0,0,0,,0,0,0,0,0,2022-2023,serie-a
nicolo barella,inter,17,26,6,52.8,49,25,29,5,24,2022-2023,serie-a
enzo barrenechea,juventus,3,4,1,60.0,8,3,3,0,3,2022-2023,serie-a
musa barrow,bologna,10,6,5,57.1,21,4,25,1,24,2022-2023,serie-a
federico baschirotto,lecce,35,5,0,61.1,40,30,45,29,16,2022-2023,serie-a
toma basic,lazio,4,1,1,37.5,6,4,9,0,9,2022-2023,serie-a
alberto basso,cremonese,0,0,0,,0,0,0,0,0,2022-2023,serie-a
alessandro bastoni,inter,20,14,7,40.7,41,20,27,13,14,2022-2023,serie-a
simone bastoni,spezia,23,19,5,45.5,47,24,20,5,15,2022-2023,serie-a
brian bayeye,torino,3,0,0,100.0,3,0,1,1,0,2022-2023,serie-a
rodrigo becao,udinese,50,17,3,75.5,70,36,44,24,20,2022-2023,serie-a
julius beck,spezia,1,1,0,,2,1,0,0,0,2022-2023,serie-a
raoul bellanova,inter,11,2,1,64.3,14,6,6,1,5,2022-2023,serie-a
andrea belotti,roma,3,5,4,45.5,12,5,11,1,10,2022-2023,serie-a
marco benassi,fiorentina,2,0,1,75.0,3,3,0,0,0,2022-2023,serie-a
marco benassi,cremonese,9,11,6,62.5,26,15,13,1,12,2022-2023,serie-a
ismael bennacer,milan,26,31,2,58.8,59,33,25,7,18,2022-2023,serie-a
domenico berardi,sassuolo,8,10,5,22.5,23,14,13,0,13,2022-2023,serie-a
bartosz bereszynski,sampdoria,15,11,2,65.4,28,18,18,4,14,2022-2023,serie-a
bartosz bereszynski,napoli,1,1,1,100.0,3,2,4,0,4,2022-2023,serie-a
marco bertini,lazio,0,0,0,,0,0,0,0,0,2022-2023,serie-a
beto,udinese,0,9,7,23.5,16,9,18,3,15,2022-2023,serie-a
matteo bianchetti,cremonese,21,9,2,62.5,32,19,31,17,14,2022-2023,serie-a
alessandro bianco,fiorentina,2,3,0,66.7,5,2,1,0,1,2022-2023,serie-a
jaka bijol,udinese,32,7,0,59.3,39,23,41,25,16,2022-2023,serie-a
cristiano biraghi,fiorentina,29,29,7,49.2,65,38,32,7,25,2022-2023,serie-a
samuele birindelli,monza,21,10,4,62.1,35,19,28,8,20,2022-2023,serie-a
kristijan bistrovic,lecce,3,0,0,0.0,3,1,3,0,3,2022-2023,serie-a
alexis blin,lecce,27,33,9,52.1,69,39,55,15,40,2022-2023,serie-a
jeremie boga,atalanta,3,2,4,40.0,9,5,6,0,6,2022-2023,serie-a
emil bohinen,salernitana,15,8,2,52.2,25,13,25,7,18,2022-2023,serie-a
giacomo bonaventura,fiorentina,14,15,6,64.9,35,23,14,0,14,2022-2023,serie-a
federico bonazzoli,salernitana,0,3,2,0.0,5,3,9,1,8,2022-2023,serie-a
warren bondo,monza,1,0,0,,1,0,1,0,1,2022-2023,serie-a
kevin bonifazi,bologna,7,6,0,50.0,13,8,11,8,3,2022-2023,serie-a
leonardo bonucci,juventus,1,4,0,50.0,5,4,12,8,4,2022-2023,serie-a
erik botheim,salernitana,3,4,4,46.2,11,7,3,0,3,2022-2023,serie-a
mehdi bourabia,spezia,13,22,6,46.3,41,20,39,12,27,2022-2023,serie-a
edoardo bove,roma,12,15,8,41.0,35,18,15,1,14,2022-2023,serie-a
jayden braaf,hellas verona,2,3,0,,5,3,1,0,1,2022-2023,serie-a
domagoj bradaric,salernitana,14,8,4,43.8,26,19,20,5,15,2022-2023,serie-a
josip brekalo,fiorentina,0,1,1,25.0,2,1,1,0,1,2022-2023,serie-a
gleison bremer,juventus,23,5,1,73.1,29,20,44,22,22,2022-2023,serie-a
dylan bronn,salernitana,17,16,1,66.7,34,18,32,20,12,2022-2023,serie-a
marcelo brozovic,inter,13,22,2,29.7,37,22,23,7,16,2022-2023,serie-a
cristian buonaiuto,cremonese,8,11,6,46.2,25,16,11,0,11,2022-2023,serie-a
alessandro buongiorno,torino,22,16,0,51.6,38,25,38,19,19,2022-2023,serie-a
leonardo buta,udinese,0,1,0,,1,1,0,0,0,2022-2023,serie-a
arthur cabral,fiorentina,1,4,4,50.0,9,2,10,1,9,2022-2023,serie-a
liberato cacace,empoli,12,8,5,60.0,25,10,15,7,8,2022-2023,serie-a
davide calabria,milan,31,32,8,62.3,71,44,22,7,15,2022-2023,serie-a
mattia caldara,spezia,10,11,2,45.0,23,14,23,16,7,2022-2023,serie-a
luca caldirola,monza,19,4,3,50.0,26,14,32,18,14,2022-2023,serie-a
hakan calhanoglu,inter,17,26,5,37.2,48,27,30,5,25,2022-2023,serie-a
mohamed camara,roma,3,7,3,33.3,13,10,5,1,4,2022-2023,serie-a
nicolo cambiaghi,empoli,11,12,7,29.6,30,22,19,1,18,2022-2023,serie-a
andrea cambiaso,bologna,34,20,3,43.1,57,34,26,2,24,2022-2023,serie-a
matteo cancellieri,lazio,5,3,2,55.6,10,4,4,0,4,2022-2023,serie-a
antonio candreva,salernitana,13,2,2,28.9,17,7,7,3,4,2022-2023,serie-a
gianluca caprari,monza,3,11,2,30.8,16,6,22,1,21,2022-2023,serie-a
francesco caputo,sampdoria,0,0,3,0.0,3,1,0,0,0,2022-2023,serie-a
francesco caputo,empoli,0,1,1,0.0,2,2,7,2,5,2022-2023,serie-a
andrea carboni,monza,2,0,1,40.0,3,2,3,2,1,2022-2023,serie-a
franco carboni,monza,1,0,0,0.0,1,1,3,0,3,2022-2023,serie-a
valentin carboni,inter,0,1,0,33.3,1,1,1,0,1,2022-2023,serie-a
marco carnesecchi,cremonese,1,0,0,50.0,1,1,0,0,0,2022-2023,serie-a
nicolo casale,lazio,28,14,0,64.7,42,20,25,17,8,2022-2023,serie-a
tommaso cassandro,lecce,0,1,0,,1,1,1,1,0,2022-2023,serie-a
michele castagnetti,cremonese,20,24,2,33.3,46,21,14,4,10,2022-2023,serie-a
gaetano castrovilli,fiorentina,1,7,2,22.2,10,8,5,1,4,2022-2023,serie-a
danilo cataldi,lazio,7,15,3,35.0,25,16,23,9,14,2022-2023,serie-a
pietro ceccaroni,lecce,0,0,0,,0,0,1,1,0,2022-2023,serie-a
federico ceccherini,hellas verona,15,9,1,56.5,25,19,17,10,7,2022-2023,serie-a
assan ceesay,lecce,7,8,8,52.9,23,18,15,2,13,2022-2023,serie-a
emil ceide,sassuolo,5,0,0,60.0,5,2,3,1,2,2022-2023,serie-a
zeki celik,roma,19,21,2,58.5,42,21,33,6,27,2022-2023,serie-a
michele cerofolini,fiorentina,0,0,0,,0,0,0,0,0,2022-2023,serie-a
federico chiesa,juventus,6,6,10,35.7,22,11,13,1,12,2022-2023,serie-a
vlad chiriches,cremonese,27,7,1,66.7,35,20,36,23,13,2022-2023,serie-a
daniel ciofani,cremonese,1,2,3,57.1,6,3,7,1,6,2022-2023,serie-a
tio cipot,spezia,6,3,3,75.0,12,7,0,0,0,2022-2023,serie-a
patrick ciurria,monza,20,10,1,51.5,31,18,24,2,22,2022-2023,serie-a
nicolo cocetta,udinese,0,0,0,0.0,0,0,1,1,0,2022-2023,serie-a
omar colley,sampdoria,10,7,0,75.0,17,10,9,5,4,2022-2023,serie-a
lorenzo colombo,lecce,1,9,7,42.9,17,9,22,0,22,2022-2023,serie-a
andrea colpani,monza,6,5,3,66.7,14,9,14,2,12,2022-2023,serie-a
andrea consigli,sassuolo,1,0,0,0.0,1,0,0,0,0,2022-2023,serie-a
andrea conti,sampdoria,0,0,0,,0,0,0,0,0,2022-2023,serie-a
diego coppola,hellas verona,15,10,0,45.8,25,17,20,6,14,2022-2023,serie-a
alex cordaz,inter,0,0,0,,0,0,0,0,0,2022-2023,serie-a
joaquin correa,inter,3,6,3,26.7,12,7,4,1,3,2022-2023,serie-a
alessandro cortinovis,hellas verona,1,0,0,,1,0,1,0,1,2022-2023,serie-a
lassana coulibaly,salernitana,42,35,7,41.1,84,50,35,7,28,2022-2023,serie-a
alessio cragno,monza,0,0,0,0.0,0,0,0,0,0,2022-2023,serie-a
bryan cristante,roma,55,49,9,61.1,113,62,39,10,29,2022-2023,serie-a
domen crnigoj,salernitana,0,7,1,50.0,8,3,9,1,8,2022-2023,serie-a
juan cuadrado,juventus,34,13,3,41.5,50,34,15,2,13,2022-2023,serie-a
mickael cuisance,sampdoria,7,5,1,21.7,13,10,10,0,10,2022-2023,serie-a
marco dalessandro,monza,3,1,0,40.0,4,4,2,0,2,2022-2023,serie-a
danilo dambrosio,inter,17,7,1,55.6,25,17,12,4,8,2022-2023,serie-a
luca dandrea,sassuolo,2,1,1,25.0,4,0,2,0,2,2022-2023,serie-a
flavius daniliuc,salernitana,37,17,3,55.3,57,29,30,13,17,2022-2023,serie-a
danilo,juventus,61,23,8,71.2,92,62,39,20,19,2022-2023,serie-a
matteo darmian,inter,29,15,12,66.0,56,30,33,5,28,2022-2023,serie-a
juan david cabal,hellas verona,7,3,0,58.3,10,6,8,5,3,2022-2023,serie-a
pawe dawidowicz,hellas verona,28,17,3,71.0,48,31,14,9,5,2022-2023,serie-a
charles de ketelaere,milan,7,14,5,43.3,26,12,14,2,12,2022-2023,serie-a
manuel de luca,sampdoria,0,0,0,,0,0,0,0,0,2022-2023,serie-a
tommaso de nipoti,atalanta,0,1,0,,1,0,0,0,0,2022-2023,serie-a
mattia de sciglio,juventus,8,3,3,64.3,14,7,9,3,6,2022-2023,serie-a
lorenzo de silvestri,bologna,2,0,1,42.9,3,2,6,5,1,2022-2023,serie-a
koni de winter,empoli,11,3,0,38.5,14,9,14,12,2,2022-2023,serie-a
gregoire defrel,sassuolo,5,2,2,30.8,9,7,11,0,11,2022-2023,serie-a
duccio deglinnocenti,empoli,0,0,0,,0,0,0,0,0,2022-2023,serie-a
merih demiral,atalanta,30,11,0,72.2,41,29,24,7,17,2022-2023,serie-a
diego demme,napoli,1,0,0,0.0,1,0,2,0,2,2022-2023,serie-a
fabio depaoli,hellas verona,25,16,7,56.8,48,28,32,6,26,2022-2023,serie-a
fabio depaoli,sampdoria,2,3,0,75.0,5,3,1,0,1,2022-2023,serie-a
kastriot dermaku,lecce,0,0,0,,0,0,0,0,0,2022-2023,serie-a
cyriel dessers,cremonese,4,4,3,33.3,11,4,14,2,12,2022-2023,serie-a
sergino dest,milan,3,5,4,75.0,12,6,1,0,1,2022-2023,serie-a
mattia destro,empoli,0,1,0,,1,1,2,0,2,2022-2023,serie-a
gerard deulofeu,udinese,5,1,2,33.3,8,5,8,1,7,2022-2023,serie-a
samuel di carmine,cremonese,0,0,0,,0,0,0,0,0,2022-2023,serie-a
federico di francesco,lecce,7,11,10,47.4,28,16,16,0,16,2022-2023,serie-a
michele di gregorio,monza,0,0,0,0.0,0,0,1,0,1,2022-2023,serie-a
giovanni di lorenzo,napoli,33,19,8,51.0,60,29,30,9,21,2022-2023,serie-a
angel di maria,juventus,3,5,2,15.8,10,5,15,0,15,2022-2023,serie-a
boulaye dia,salernitana,3,6,3,28.6,12,5,10,0,10,2022-2023,serie-a
brahim diaz,milan,5,22,5,33.3,32,15,11,0,11,2022-2023,serie-a
federico dimarco,inter,6,18,7,47.4,31,25,15,4,11,2022-2023,serie-a
koffi djidji,torino,32,17,1,56.3,50,25,29,14,15,2022-2023,serie-a
berat djimsiti,atalanta,21,13,0,68.0,34,19,17,7,10,2022-2023,serie-a
dodo,fiorentina,20,14,6,47.8,40,22,26,2,24,2022-2023,serie-a
josh doig,hellas verona,6,7,6,37.5,19,8,25,6,19,2022-2023,serie-a
nicolas dominguez,bologna,34,33,12,51.3,79,49,29,3,26,2022-2023,serie-a
giulio donati,monza,1,1,2,50.0,4,1,3,1,2,2022-2023,serie-a
bartomiej dragowski,spezia,1,0,0,20.0,1,0,0,0,0,2022-2023,serie-a
ondrej duda,hellas verona,7,12,3,56.3,22,14,11,0,11,2022-2023,serie-a
denzel dumfries,inter,17,13,5,64.7,35,18,33,9,24,2022-2023,serie-a
alfred duncan,fiorentina,0,17,1,47.6,18,10,9,0,9,2022-2023,serie-a
paulo dybala,roma,1,8,5,30.8,14,4,12,1,11,2022-2023,serie-a
edin dzeko,inter,0,3,0,0.0,3,2,15,1,14,2022-2023,serie-a
festy ebosele,udinese,8,7,0,40.0,15,10,5,0,5,2022-2023,serie-a
enzo ebosse,udinese,11,4,0,69.2,15,9,27,6,21,2022-2023,serie-a
tyronne ebuehi,empoli,11,7,4,69.2,22,14,23,12,11,2022-2023,serie-a
ederson,atalanta,18,42,7,43.9,67,34,56,7,49,2022-2023,serie-a
kingsley ehizibue,udinese,28,13,6,64.4,47,31,21,3,18,2022-2023,serie-a
albin ekdal,spezia,14,20,3,42.2,37,20,24,2,22,2022-2023,serie-a
emmanuel ekong,empoli,0,0,0,,0,0,0,0,0,2022-2023,serie-a
mikael ellertsson,spezia,1,3,0,0.0,4,2,2,1,1,2022-2023,serie-a
elif elmas,napoli,8,12,4,47.8,24,13,18,2,16,2022-2023,serie-a
martin erlic,sassuolo,18,8,1,43.5,27,16,36,23,13,2022-2023,serie-a
gonzalo escalante,cremonese,8,8,0,76.9,16,8,7,1,6,2022-2023,serie-a
salvatore esposito,spezia,8,5,2,23.8,15,12,9,1,8,2022-2023,serie-a
nicolo fagioli,juventus,12,15,2,29.6,29,19,16,2,14,2022-2023,serie-a
wladimiro falcone,lecce,2,0,0,100.0,2,0,0,0,0,2022-2023,serie-a
davide faraoni,hellas verona,19,13,2,39.0,34,24,30,11,19,2022-2023,serie-a
federico fazio,salernitana,8,7,0,36.4,15,12,9,4,5,2022-2023,serie-a
jacopo fazzini,empoli,20,8,3,52.9,31,17,15,3,12,2022-2023,serie-a
lewis ferguson,bologna,16,20,8,50.0,44,25,22,7,15,2022-2023,serie-a
alex ferrari,sampdoria,7,2,0,50.0,9,5,21,10,11,2022-2023,serie-a
alex ferrari,cremonese,32,7,1,66.7,40,23,19,4,15,2022-2023,serie-a
salvador ferrer,spezia,2,2,0,33.3,4,2,3,1,2,2022-2023,serie-a
vincenzo fiorillo,salernitana,0,0,0,,0,0,0,0,0,2022-2023,serie-a
alessandro florenzi,milan,3,2,1,57.1,6,4,1,0,1,2022-2023,serie-a
davide frattesi,sassuolo,24,29,10,56.8,63,36,27,6,21,2022-2023,serie-a
matteo gabbia,milan,12,5,0,75.0,17,10,8,3,5,2022-2023,serie-a
manolo gabbiadini,sampdoria,8,9,6,39.1,23,15,16,2,14,2022-2023,serie-a
gianluca gaetano,napoli,1,3,1,,5,3,1,0,1,2022-2023,serie-a
roberto gagliardini,inter,9,6,1,47.6,16,6,14,5,9,2022-2023,serie-a
adolfo gaich,hellas verona,0,3,2,16.7,5,3,7,2,5,2022-2023,serie-a
pablo galdames millan,cremonese,8,3,3,15.2,14,10,13,2,11,2022-2023,serie-a
antonino gallo,lecce,35,12,9,66.7,56,36,37,6,31,2022-2023,serie-a
federico gatti,juventus,9,4,2,60.0,15,11,20,14,6,2022-2023,serie-a
valentin gendrey,lecce,54,25,9,56.3,88,57,45,4,41,2022-2023,serie-a
paolo ghiglione,cremonese,10,3,3,43.5,16,11,9,4,5,2022-2023,serie-a
mario gila,lazio,3,0,0,0.0,3,1,0,0,0,2022-2023,serie-a
gvidas gineitis,torino,0,2,1,50.0,3,1,0,0,0,2022-2023,serie-a
olivier giroud,milan,2,4,2,20.0,8,5,11,3,8,2022-2023,serie-a
pierluigi gollini,fiorentina,1,0,0,100.0,1,0,0,0,0,2022-2023,serie-a
pierluigi gollini,napoli,0,0,0,,0,0,0,0,0,2022-2023,serie-a
joan gonzalez,lecce,20,18,10,33.3,48,28,37,8,29,2022-2023,serie-a
nicolas gonzalez,fiorentina,3,10,4,31.3,17,10,14,0,14,2022-2023,serie-a
robin gosens,inter,15,10,9,60.0,34,18,16,2,14,2022-2023,serie-a
alberto grassi,empoli,13,13,0,62.5,26,21,23,12,11,2022-2023,serie-a
andrew gravillon,torino,0,3,0,,3,3,4,2,2,2022-2023,serie-a
axel guessand,udinese,2,0,0,50.0,2,1,1,0,1,2022-2023,serie-a
koray gunter,hellas verona,1,8,1,57.1,10,6,24,15,9,2022-2023,serie-a
koray gunter,sampdoria,6,4,0,66.7,10,8,10,5,5,2022-2023,serie-a
emmanuel gyasi,spezia,11,10,3,25.0,24,15,24,6,18,2022-2023,serie-a
norbert gyomber,salernitana,25,6,1,66.7,32,23,33,22,11,2022-2023,serie-a
christian gytkjr,monza,1,4,1,40.0,6,2,6,1,5,2022-2023,serie-a
nicolas haas,empoli,16,6,5,50.0,27,13,16,4,12,2022-2023,serie-a
samir handanovic,inter,0,0,0,,0,0,0,0,0,2022-2023,serie-a
abdou harroui,sassuolo,6,7,4,28.6,17,6,6,1,5,2022-2023,serie-a
hans hateboer,atalanta,11,8,2,40.7,21,13,23,4,19,2022-2023,serie-a
liam henderson,empoli,6,5,2,19.0,13,10,10,2,8,2022-2023,serie-a
jack hendry,cremonese,0,0,0,0.0,0,0,2,1,1,2022-2023,serie-a
matheus henrique,sassuolo,9,11,6,50.0,26,12,15,4,11,2022-2023,serie-a
thomas henry,hellas verona,1,1,3,20.0,5,3,6,2,4,2022-2023,serie-a
theo hernandez,milan,27,15,1,57.9,43,24,34,7,27,2022-2023,serie-a
isak hien,hellas verona,54,19,0,62.3,73,36,40,17,23,2022-2023,serie-a
morten hjulmand,lecce,49,40,1,55.2,90,52,43,11,32,2022-2023,serie-a
emil holm,spezia,13,8,5,51.6,26,15,21,6,15,2022-2023,serie-a
martin hongla,hellas verona,4,4,0,100.0,8,5,7,1,6,2022-2023,serie-a
petko hristov,spezia,2,4,0,62.5,6,4,4,2,2,2022-2023,serie-a
ajdin hrustic,hellas verona,1,1,0,50.0,2,1,2,0,2,2022-2023,serie-a
elseid hysaj,lazio,24,11,4,56.1,39,23,31,7,24,2022-2023,serie-a
rasmus hjlund,atalanta,0,2,2,16.7,4,3,9,1,8,2022-2023,serie-a
roger ibanez,roma,38,26,3,66.7,67,33,30,11,19,2022-2023,serie-a
zlatan ibrahimovic,milan,0,0,0,,0,0,1,1,0,2022-2023,serie-a
antonio iervolino,salernitana,0,0,0,0.0,0,0,0,0,0,2022-2023,serie-a
igor,fiorentina,21,18,4,74.1,43,29,33,14,19,2022-2023,serie-a
jonathan ikone,fiorentina,5,6,5,35.7,16,8,18,1,17,2022-2023,serie-a
ivan ilic,hellas verona,9,7,0,54.5,16,10,10,1,9,2022-2023,serie-a
ivan ilic,torino,6,11,1,50.0,18,7,12,3,9,2022-2023,serie-a
samuel ilingjunior,juventus,3,1,3,44.4,7,2,5,1,4,2022-2023,serie-a
emirhan ilkhan,torino,0,1,0,100.0,1,1,3,1,2,2022-2023,serie-a
emirhan ilkhan,sampdoria,2,2,2,66.7,6,3,5,1,4,2022-2023,serie-a
ciro immobile,lazio,4,4,3,66.7,11,5,10,2,8,2022-2023,serie-a
ardian ismajli,empoli,25,15,0,75.0,40,32,47,31,16,2022-2023,serie-a
mihailo ivanovic,sampdoria,0,0,0,,0,0,0,0,0,2022-2023,serie-a
armando izzo,monza,44,27,2,64.4,73,50,29,17,12,2022-2023,serie-a
mato jajalo,udinese,0,0,0,0.0,0,0,0,0,0,2022-2023,serie-a
jese,sampdoria,0,2,0,0.0,2,0,3,1,2,2022-2023,serie-a
juan jesus,napoli,9,6,1,75.0,16,11,18,11,7,2022-2023,serie-a
orir johann helgason,lecce,1,0,1,66.7,2,2,3,1,2,2022-2023,serie-a
luka jovic,fiorentina,1,4,1,25.0,6,3,7,2,5,2022-2023,serie-a
hamed junior traore,sassuolo,4,6,1,36.4,11,6,4,0,4,2022-2023,serie-a
yayah kallon,hellas verona,5,4,5,58.3,14,10,10,0,10,2022-2023,serie-a
pierre kalulu,milan,33,21,3,66.7,57,39,41,17,24,2022-2023,serie-a
yann karamoh,torino,3,2,0,20.0,5,2,5,0,5,2022-2023,serie-a
rick karsdorp,roma,11,7,3,59.1,21,13,0,0,0,2022-2023,serie-a
denso kasius,bologna,7,4,1,80.0,12,6,6,3,3,2022-2023,serie-a
grigoris kastanos,salernitana,18,19,2,40.0,39,23,20,6,14,2022-2023,serie-a
moise kean,juventus,2,5,1,42.9,8,6,4,0,4,2022-2023,serie-a
jakub kiwior,spezia,15,7,0,25.0,22,17,26,18,8,2022-2023,serie-a
simon kjr,milan,9,6,0,63.6,15,8,14,11,3,2022-2023,serie-a
teun koopmeiners,atalanta,15,24,7,50.9,46,26,41,5,36,2022-2023,serie-a
filip kostic,juventus,17,20,4,44.7,41,26,30,4,26,2022-2023,serie-a
christian kouame,fiorentina,8,10,9,50.0,27,18,15,3,12,2022-2023,serie-a
viktor kovalenko,spezia,1,6,2,62.5,9,5,11,2,9,2022-2023,serie-a
julian kristoffersen,salernitana,0,0,0,,0,0,1,0,1,2022-2023,serie-a
raimonds krollis,spezia,0,0,1,0.0,1,1,0,0,0,2022-2023,serie-a
rade krunic,milan,18,18,4,32.0,40,28,31,11,20,2022-2023,serie-a
marash kumbulla,roma,2,2,0,66.7,4,4,2,1,1,2022-2023,serie-a
khvicha kvaratskhelia,napoli,12,8,23,39.5,43,23,20,0,20,2022-2023,serie-a
giorgos kyriakopoulos,bologna,4,5,4,43.5,13,6,14,2,12,2022-2023,serie-a
giorgos kyriakopoulos,sassuolo,7,9,5,71.4,21,8,7,1,6,2022-2023,serie-a
sam lammers,sampdoria,2,7,3,40.0,12,5,10,3,7,2022-2023,serie-a
sam lammers,empoli,5,9,6,63.6,20,10,4,1,3,2022-2023,serie-a
kevin lasagna,hellas verona,7,3,2,42.9,12,6,17,1,16,2022-2023,serie-a
armand lauriente,sassuolo,5,7,9,38.1,21,15,20,0,20,2022-2023,serie-a
valentino lazaro,torino,6,0,4,42.9,10,5,16,3,13,2022-2023,serie-a
marko lazetic,milan,0,0,0,,0,0,0,0,0,2022-2023,serie-a
darko lazovic,hellas verona,9,12,3,44.8,24,13,14,3,11,2022-2023,serie-a
manuel lazzari,lazio,13,14,6,58.3,33,21,20,6,14,2022-2023,serie-a
rafael leao,milan,2,3,3,42.9,8,7,9,2,7,2022-2023,serie-a
mehdi leris,sampdoria,30,24,9,41.8,63,46,38,6,32,2022-2023,serie-a
karol linetty,torino,7,22,3,52.0,32,17,28,8,20,2022-2023,serie-a
marcin listkowski,lecce,0,0,0,,0,0,0,0,0,2022-2023,serie-a
diego llorente,roma,6,4,0,41.7,10,5,4,2,2,2022-2023,serie-a
stanislav lobotka,napoli,35,35,13,58.9,83,44,29,7,22,2022-2023,serie-a
manuel locatelli,juventus,26,23,10,56.6,59,33,50,22,28,2022-2023,serie-a
luka lochoshvili,cremonese,30,11,4,71.0,45,19,31,10,21,2022-2023,serie-a
ademola lookman,atalanta,2,6,5,20.0,13,5,18,0,18,2022-2023,serie-a
maxime lopez,sassuolo,26,12,4,28.6,42,18,24,6,18,2022-2023,serie-a
matteo lovato,salernitana,14,3,0,40.0,17,14,8,5,3,2022-2023,serie-a
sandi lovric,udinese,16,16,8,58.1,40,18,25,2,23,2022-2023,serie-a
hirving lozano,napoli,10,6,8,42.9,24,13,31,0,31,2022-2023,serie-a
jhon lucumi,bologna,39,13,1,55.8,53,37,43,26,17,2022-2023,serie-a
jose luis palomino,atalanta,16,7,0,57.9,23,14,11,4,7,2022-2023,serie-a
romelu lukaku,inter,1,0,2,40.0,3,1,3,1,2,2022-2023,serie-a
sasa lukic,torino,10,10,1,60.0,21,14,17,7,10,2022-2023,serie-a
sebastiano luperto,empoli,24,8,1,45.0,33,18,54,42,12,2022-2023,serie-a
charalampos lykogiannis,bologna,5,6,5,38.5,16,8,9,4,5,2022-2023,serie-a
giulio maggiore,salernitana,11,6,3,47.6,20,8,19,4,15,2022-2023,serie-a
giangiacomo magnani,hellas verona,20,11,2,76.0,33,22,20,15,5,2022-2023,serie-a
