"comp_name","country","season_start_year","squad","player_num","player_name","player_position","player_dob","player_age","player_nationality","current_club","player_height_mtrs","player_foot","date_joined","joined_from","contract_expiry","player_market_value_euro","player_url","temporada","liga"
"Ligue 1","France",2022,"Paris Saint-Germain","99","Gianluigi Donnarumma","Goalkeeper",NA,24,"Italy","Paris Saint-Germain","1.96","right",NA,"AC Milan",NA,4.5e+07,"https://www.transfermarkt.com/gianluigi-donnarumma/profil/spieler/315858","2022-2023","Ligue 1"
"Ligue 1","France",2022,"Paris Saint-Germain","-","Keylor Navas","Goalkeeper",NA,36,"Costa Rica","UNAM Pumas","1.85","right",NA,"Real Madrid",NA,4e+06,"https://www.transfermarkt.com/keylor-navas/profil/spieler/79422","2022-2023","Ligue 1"
"Ligue 1","France",2022,"Paris Saint-Germain","16","Sergio Rico","Goalkeeper",NA,29,"Spain","Al-Gharafa SC","1.96","right",NA,"Sevilla FC",NA,3e+06,"https://www.transfermarkt.com/sergio-rico/profil/spieler/207302","2022-2023","Ligue 1"
"Ligue 1","France",2022,"Paris Saint-Germain","70","Lucas Lavallée","Goalkeeper",NA,20,"France","LB Châteauroux","1.87","right",NA,NA,NA,3e+05,"https://www.transfermarkt.com/lucas-lavallee/profil/spieler/654408","2022-2023","Ligue 1"
"Ligue 1","France",2022,"Paris Saint-Germain","90","Alexandre Letellier","Goalkeeper",NA,32,"France","Without Club","1.93","right",NA,"US Orléans",NA,3e+05,"https://www.transfermarkt.com/alexandre-letellier/profil/spieler/93730","2022-2023","Ligue 1"
"Ligue 1","France",2022,"Paris Saint-Germain","5","Marquinhos","Centre-Back",NA,29,"Brazil","Paris Saint-Germain","1.83","right",NA,"AS Roma",NA,6.5e+07,"https://www.transfermarkt.com/marquinhos/profil/spieler/181767","2022-2023","Ligue 1"
"Ligue 1","France",2022,"Paris Saint-Germain","3","Presnel Kimpembe","Centre-Back",NA,27,"France","Paris Saint-Germain","1.83","left",NA,"Paris Saint-Germain B",NA,2.8e+07,"https://www.transfermarkt.com/presnel-kimpembe/profil/spieler/282041","2022-2023","Ligue 1"
"Ligue 1","France",2022,"Paris Saint-Germain","-","Abdou Diallo","Centre-Back",NA,27,"Senegal","Al-Arabi SC","1.86","left",NA,"Borussia Dortmund",NA,1e+07,"https://www.transfermarkt.com/abdou-diallo/profil/spieler/229005","2022-2023","Ligue 1"
"Ligue 1","France",2022,"Paris Saint-Germain","15","Danilo Pereira","Centre-Back",NA,31,"Portugal","Al-Ittihad Club","1.88","right",NA,"FC Porto",NA,1e+07,"https://www.transfermarkt.com/danilo-pereira/profil/spieler/141050","2022-2023","Ligue 1"
"Ligue 1","France",2022,"Paris Saint-Germain","31","El Chadaille Bitshiabu","Centre-Back",NA,18,"France","RB Leipzig","1.96","left",NA,"Paris Saint-Germain U19",NA,7e+06,"https://www.transfermarkt.com/el-chadaille-bitshiabu/profil/spieler/787912","2022-2023","Ligue 1"
"Ligue 1","France",2022,"Paris Saint-Germain","4","Sergio Ramos","Centre-Back",NA,37,"Spain","CF Monterrey","1.84","right",NA,"Real Madrid",NA,4500000,"https://www.transfermarkt.com/sergio-ramos/profil/spieler/25557","2022-2023","Ligue 1"
"Ligue 1","France",2022,"Paris Saint-Germain","-","Nehemiah Fernandez","Centre-Back",NA,18,"France","AS Nancy-Lorraine","1.84","right",NA,NA,NA,250000,"https://www.transfermarkt.com/nehemiah-fernandez/profil/spieler/743495","2022-2023","Ligue 1"
"Ligue 1","France",2022,"Paris Saint-Germain","25","Nuno Mendes","Left-Back",NA,21,"Portugal","Paris Saint-Germain","1.8","left",NA,"Sporting CP",NA,6.5e+07,"https://www.transfermarkt.com/nuno-mendes/profil/spieler/616341","2022-2023","Ligue 1"
"Ligue 1","France",2022,"Paris Saint-Germain","14","Juan Bernat","Left-Back",NA,30,"Spain","Without Club","1.7","left",NA,"Bayern Munich",NA,1e+07,"https://www.transfermarkt.com/juan-bernat/profil/spieler/126719","2022-2023","Ligue 1"
"Ligue 1","France",2022,"Paris Saint-Germain","34","Serif Nhaga","Left-Back",NA,17,"Portugal","Leixões SC","1.76","left",NA,NA,NA,NA,"https://www.transfermarkt.com/serif-nhaga/profil/spieler/1102761","2022-2023","Ligue 1"
"Ligue 1","France",2022,"Paris Saint-Germain","2","Achraf Hakimi","Right-Back",NA,24,"Morocco","Paris Saint-Germain","1.81","right",NA,"Inter Milan",NA,6.5e+07,"https://www.transfermarkt.com/achraf-hakimi/profil/spieler/398073","2022-2023","Ligue 1"
