goals,yellowCards,redCards,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,successfulDribbles,successfulDribblesPercentage,tackles,assists,accuratePassesPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,wasFouled,fouls,dispossessed,appearances,saves,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,highClaims,successfulRunsOut,punches,runsOut,accurateFinalThirdPasses,bigChancesCreated,accuratePasses,keyPasses,accurateCrosses,accurateCrossesPercentage,accurateLongBalls,accurateLongBallsPercentage,interceptions,clearances,dribbledPast,bigChancesMissed,totalShots,shotsOnTarget,blockedShots,goalConversionPercentage,hitWoodwork,offsides,expectedGoals,errorLeadToGoal,errorLeadToShot,passToAssist,player,team,player id,team id
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.39,0.0,0.0,90,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,13.0,0.0,0.0,0.0,7.0,25.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,Luca Gemello,Torino,876235,2696
0.48,0.29,0.0,4.38,44.52,0.57,50.0,0.95,44.12,1.02,0.44,74.75,4.95,45.09,90,2.41,1.68,1.37,1.05,0.0,0.0,0.0,1.49,0.1,0.0,0.0,0.0,0.0,13.08,0.41,30.44,2.6,0.79,24.51,3.21,74.26,0.98,0.7,1.33,0.16,3.49,1.49,0.89,13.64,0.06,0.35,,0.0,0.0,0.0,Domenico Berardi,Sassuolo,253367,2793
0.25,0.39,0.0,2.86,44.94,0.36,32.26,0.47,46.43,1.47,0.43,86.8,3.22,43.06,90,0.93,1.29,0.68,1.22,0.0,0.0,0.0,0.64,0.11,0.0,0.0,0.0,0.0,17.74,0.47,50.12,3.15,2.58,36.73,3.76,72.41,0.89,0.32,1.04,0.11,2.33,0.64,0.89,10.77,0.04,0.0,,0.0,0.0,0.0,Hakan Çalhanoğlu,Inter,135700,2697
0.35,0.23,0.04,4.97,44.1,0.67,38.64,1.68,47.25,1.37,0.2,77.72,5.64,43.37,90,1.92,1.8,0.94,1.1,0.0,0.0,0.0,1.02,0.16,0.0,0.0,0.0,0.0,10.5,0.47,28.0,2.66,2.19,32.56,2.11,62.79,1.06,0.74,1.72,0.27,3.6,1.21,1.21,9.78,0.23,0.35,,0.0,0.0,0.0,Lorenzo Pellegrini,Roma,555540,2702
0.53,0.06,0.0,6.08,47.27,1.75,48.39,3.62,59.62,0.88,0.47,75.6,7.83,47.52,90,1.58,0.82,2.75,1.58,0.0,0.0,0.0,1.17,0.06,0.0,0.0,0.0,0.0,16.42,0.41,29.69,3.51,1.69,38.67,1.11,57.58,0.23,0.29,0.94,0.12,3.33,1.05,1.11,15.79,0.23,0.41,,0.0,0.0,0.0,Luis Muriel,Atalanta,119242,2686
0.43,0.13,0.0,5.43,55.56,0.43,34.48,2.04,59.49,1.3,0.22,84.25,5.86,53.15,90,2.08,0.69,1.22,1.26,0.0,0.0,0.0,0.78,0.22,0.0,0.0,0.0,0.0,12.64,0.48,38.57,1.65,0.78,27.27,2.87,81.48,0.39,0.09,1.17,0.22,4.3,1.61,0.78,10.1,0.17,0.26,,0.0,0.13,0.0,Paulo Dybala,Juventus,256219,2687
0.14,0.32,0.0,5.23,62.5,0.76,60.0,1.66,62.16,1.73,0.14,88.74,5.99,62.17,90,1.88,0.69,0.54,1.19,0.0,0.0,0.0,0.65,0.18,0.0,0.0,0.0,0.0,13.28,0.32,52.04,2.13,1.55,31.85,4.66,76.33,1.05,1.08,0.9,0.07,1.3,0.51,0.29,11.11,0.04,0.04,,0.0,0.0,0.0,Juan Cuadrado,Juventus,47743,2687
0.2,0.17,0.03,2.76,44.86,0.06,22.22,0.6,41.18,0.78,0.29,76.18,2.82,43.95,90,1.38,0.55,1.01,1.03,0.0,0.0,0.0,1.44,0.17,0.0,0.0,0.0,0.0,12.13,0.46,33.46,2.27,2.13,21.57,3.62,58.33,0.95,0.26,1.03,0.14,2.13,0.63,0.55,9.46,0.11,0.4,,0.0,0.0,0.03,Antonio Candreva,Sampdoria,27982,2711
0.39,0.13,0.0,5.93,50.42,0.26,22.86,2.12,54.62,1.4,0.23,80.54,6.2,47.98,90,2.41,1.37,1.76,1.14,0.0,0.0,0.0,1.17,0.13,0.0,0.0,0.0,0.0,13.86,0.29,30.23,2.05,0.75,21.3,0.98,49.18,0.13,0.16,1.11,0.03,2.18,0.91,0.85,17.91,0.07,0.46,,0.0,0.0,0.0,Gianluca Caprari,Hellas Verona,148458,2701
0.43,0.08,0.0,3.35,42.79,0.19,35.71,1.6,51.25,0.9,0.35,83.67,3.55,42.33,90,0.86,0.78,1.09,1.25,0.0,0.0,0.0,0.74,0.08,0.0,0.0,0.0,0.0,17.03,0.31,45.14,2.46,1.09,31.11,3.55,64.08,0.78,0.04,1.4,0.35,3.66,1.4,0.94,11.7,0.08,0.19,,0.0,0.04,0.0,Lorenzo Insigne,Napoli,106258,2714
