goals,yellowCards,redCards,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,successfulDribbles,successfulDribblesPercentage,tackles,assists,accuratePassesPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,wasFouled,fouls,dispossessed,appearances,saves,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,highClaims,successfulRunsOut,punches,runsOut,accurateFinalThirdPasses,bigChancesCreated,accuratePasses,keyPasses,accurateCrosses,accurateCrossesPercentage,accurateLongBalls,accurateLongBallsPercentage,interceptions,clearances,dribbledPast,bigChancesMissed,totalShots,shotsOnTarget,blockedShots,goalConversionPercentage,hitWoodwork,offsides,expectedGoals,errorLeadToGoal,errorLeadToShot,passToAssist,player,team,player id,team id
0.89,0.12,0.0,8.25,57.23,0.21,41.18,4.76,64.52,0.54,0.27,85.14,8.46,56.69,90,2.95,0.65,2.59,1.04,0.0,0.0,0.0,0.86,0.18,0.0,0.0,0.0,0.0,31.83,0.65,56.98,2.41,1.04,27.78,2.11,73.96,0.18,0.0,0.33,0.33,5.84,2.71,1.64,15.31,0.24,0.21,,0.06,0.0,0.12,Lionel Messi,Barcelona,12994,2817
0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,45.16,1.0,100.0,90,0.0,0.0,0.0,1.0,7.0,5.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,9.0,36.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,Ángel Jiménez,Granada,1089219,33779
0.13,0.25,0.0,3.78,55.97,0.51,60.0,0.68,88.89,1.78,0.42,93.62,4.29,56.42,90,1.32,1.15,0.34,1.19,0.0,0.0,0.0,0.81,0.08,0.0,0.0,0.0,0.0,26.48,0.47,80.28,2.84,1.57,29.37,9.72,87.07,0.64,0.38,1.4,0.13,1.44,0.51,0.21,8.82,0.0,0.04,,0.0,0.13,0.0,Toni Kroos,Real Madrid,26502,2829
0.77,0.1,0.0,5.13,48.11,2.08,47.69,2.38,62.28,0.81,0.23,69.7,7.21,47.99,90,1.95,1.48,1.98,1.11,0.0,0.0,0.0,1.07,0.07,0.0,0.0,0.0,0.0,9.4,0.47,24.7,1.48,0.47,40.0,1.95,61.7,0.5,0.84,0.91,0.34,3.26,1.58,0.64,23.71,0.17,0.64,,0.0,0.0,0.0,Gerard Moreno,Villarreal,146866,2819
0.44,0.28,0.0,3.86,56.16,0.53,27.42,1.88,70.59,0.34,0.41,78.84,4.39,49.82,90,1.66,0.75,0.85,1.03,0.0,0.0,0.0,1.19,0.19,0.0,0.0,0.0,0.0,13.05,0.5,30.26,2.01,0.22,25.0,1.54,80.33,0.5,0.63,0.66,0.22,1.57,0.85,0.22,28.0,0.09,0.41,,0.0,0.0,0.06,Iago Aspas,Celta Vigo,19356,2821
0.71,0.06,0.0,2.23,46.15,0.81,38.81,1.21,62.9,0.25,0.28,84.62,3.04,43.95,90,0.78,0.53,1.21,1.05,0.0,0.0,0.0,0.71,0.03,0.0,0.0,0.0,0.0,14.24,0.31,31.74,1.18,0.16,27.78,1.33,82.69,0.25,0.74,0.31,0.59,3.82,1.71,0.78,18.7,0.22,0.71,,0.0,0.0,0.0,Karim Benzema,Real Madrid,3306,2829
0.83,0.21,0.0,6.4,48.44,0.41,33.33,2.27,47.83,1.86,0.0,83.76,6.81,47.14,90,2.27,1.24,1.65,1.44,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.0,18.17,0.62,34.06,1.86,0.41,50.0,0.0,0.0,0.62,0.0,1.65,0.21,2.89,1.44,0.21,28.57,0.0,0.41,,0.0,0.0,0.0,Ansu Fati,Barcelona,962883,2817
0.09,0.14,0.0,4.67,59.12,0.69,50.0,1.07,75.51,1.88,0.12,90.22,5.37,57.76,90,1.73,0.92,0.61,1.04,0.0,0.0,0.0,1.13,0.12,0.0,0.0,0.0,0.0,20.08,0.2,69.45,1.27,1.21,37.5,5.11,74.68,1.3,0.52,1.39,0.0,0.78,0.26,0.14,11.11,0.0,0.0,,0.0,0.09,0.03,Dani Parejo,Villarreal,39182,2819
0.16,0.13,0.0,4.1,54.82,0.62,47.5,1.8,74.32,1.21,0.1,88.14,4.72,53.73,90,1.08,0.98,1.08,1.15,0.0,0.0,0.0,0.69,0.07,0.0,0.0,0.0,0.0,21.88,0.23,63.92,1.64,0.49,18.99,5.38,79.23,1.57,0.36,0.75,0.0,1.48,0.49,0.52,11.11,0.03,0.03,,0.0,0.03,0.0,Luka Modrić,Real Madrid,15466,2829
0.0,0.0,0.0,3.42,58.02,1.49,63.08,0.69,76.0,2.22,0.22,79.4,4.91,59.47,90,0.55,1.09,0.25,1.02,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,13.73,0.25,42.98,1.27,1.24,32.38,2.4,45.52,1.45,1.71,0.94,0.0,0.11,0.04,0.04,0.0,0.0,0.22,,0.0,0.04,0.04,Kieran Trippier,Atlético Madrid,69256,2836
0.36,0.23,0.0,3.35,54.26,0.62,59.38,0.82,64.1,1.35,0.26,85.81,3.98,55.0,90,1.22,0.85,0.43,1.05,0.0,0.0,0.0,0.99,0.36,0.0,0.0,0.0,0.0,10.95,0.33,40.38,1.48,1.28,30.95,3.26,58.93,0.76,1.32,1.09,0.1,1.22,0.56,0.33,29.73,0.0,0.0,,0.0,0.0,0.0,Carlos Soler,Valencia,832427,2828
0.19,0.28,0.03,4.59,53.62,3.13,55.8,0.4,56.52,2.6,0.12,83.85,7.72,54.49,90,1.71,1.71,0.87,1.05,0.0,0.0,0.0,0.56,0.06,0.0,0.0,0.0,0.0,9.21,0.12,50.22,0.78,0.16,21.74,4.65,64.94,2.17,1.67,1.24,0.16,1.43,0.34,0.31,13.04,0.06,0.12,,0.0,0.0,0.0,Casemiro,Real Madrid,122951,2829
0.0,0.45,0.0,6.78,60.0,0.9,50.0,3.17,87.5,3.17,0.0,89.09,7.69,58.62,90,0.45,2.26,0.45,1.36,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,21.71,0.0,88.64,0.0,0.45,33.33,9.05,74.07,0.9,0.45,1.36,0.0,2.26,0.0,1.36,0.0,0.0,0.0,,0.0,0.0,0.0,Thomas Partey,Atlético Madrid,316148,2836
0.1,0.15,0.0,6.03,57.41,0.49,52.63,1.56,71.11,2.97,0.24,87.65,6.52,57.02,90,1.51,1.46,1.02,1.17,0.0,0.0,0.0,0.68,0.1,0.0,0.0,0.0,0.0,17.42,0.24,52.15,2.14,1.22,26.04,3.16,67.01,0.92,1.12,1.46,0.1,1.02,0.39,0.24,9.52,0.0,0.15,,0.0,0.05,0.0,Lucas Vázquez,Real Madrid,255239,2829
0.75,0.21,0.0,2.29,47.06,0.93,49.06,0.46,39.39,0.39,0.11,71.83,3.22,47.62,90,1.43,0.75,0.96,1.14,0.0,0.0,0.0,0.68,0.07,0.0,0.0,0.0,0.0,6.54,0.18,14.76,0.96,0.14,50.0,0.71,66.67,0.18,0.46,0.32,0.39,3.72,1.54,0.61,20.19,0.18,1.18,,0.0,0.0,0.0,Luis Suárez,Atlético Madrid,16943,2836
0.14,0.21,0.0,1.76,56.82,2.12,63.83,0.35,71.43,1.06,0.0,91.93,3.88,60.44,90,0.35,1.2,0.0,1.06,0.0,0.0,0.0,0.85,0.07,0.0,0.0,0.0,0.0,9.1,0.07,71.52,0.28,0.07,50.0,8.04,79.17,1.34,2.75,0.28,0.28,1.2,0.42,0.21,11.76,0.0,0.14,,0.0,0.07,0.0,Sergio Ramos,Real Madrid,10710,2829
0.45,0.14,0.0,3.3,56.8,0.65,52.78,0.89,70.27,1.27,0.24,87.3,3.95,56.1,90,1.17,0.45,0.79,1.24,0.0,0.0,0.0,0.86,0.21,0.0,0.0,0.0,0.0,18.58,0.31,39.44,1.44,0.34,45.45,1.31,77.55,0.41,0.38,0.96,0.45,2.44,1.17,0.31,18.31,0.07,0.45,,0.0,0.0,0.0,Antoine Griezmann,Barcelona,85859,2817
