goals,yellowCards,redCards,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,successfulDribbles,successfulDribblesPercentage,tackles,assists,accuratePassesPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,wasFouled,fouls,dispossessed,appearances,saves,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,highClaims,successfulRunsOut,punches,runsOut,accurateFinalThirdPasses,bigChancesCreated,accuratePasses,keyPasses,accurateCrosses,accurateCrossesPercentage,accurateLongBalls,accurateLongBallsPercentage,interceptions,clearances,dribbledPast,bigChancesMissed,totalShots,shotsOnTarget,blockedShots,goalConversionPercentage,hitWoodwork,offsides,expectedGoals,errorLeadToGoal,errorLeadToShot,passToAssist,player,team,player id,team id
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.52,0.0,0.0,90,0.0,0.0,0.0,1.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,9.0,47.37,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Salvatore Sirigu,Fiorentina,18954,2693
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.41,0.0,0.0,90,0.0,0.0,0.0,1.0,4.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,10.0,0.0,0.0,0.0,6.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Simone Perilli,Hellas Verona,253369,2701
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.47,0.0,0.0,90,0.0,0.0,1.0,1.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13.0,0.0,0.0,0.0,6.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Francesco Bardi,Bologna,80203,2685
0.62,0.26,0.0,4.99,53.01,0.21,20.0,1.39,50.0,0.72,0.31,82.27,5.19,49.75,90,2.88,0.51,1.64,1.28,0.0,0.0,0.0,0.87,0.15,0.0,0.0,0.0,0.0,10.74,0.62,31.25,2.72,1.8,42.68,2.98,76.32,0.41,0.15,0.93,0.26,3.34,1.18,0.87,18.46,0.15,0.26,0.48,0.0,0.0,0.0,Paulo Dybala,Roma,256219,2702
0.58,0.34,0.0,4.5,47.24,0.62,37.14,1.05,52.38,1.1,0.34,71.06,5.13,45.73,90,2.35,1.58,1.1,1.25,0.0,0.0,0.0,1.1,0.43,0.0,0.0,0.0,0.0,12.56,0.38,27.65,2.16,1.29,32.53,3.88,69.23,0.91,0.77,1.49,0.24,3.98,1.29,0.91,14.46,0.19,0.38,0.54,0.0,0.0,0.0,Domenico Berardi,Sassuolo,253367,2793
0.11,0.11,0.0,3.11,46.86,0.53,48.28,0.3,44.44,1.82,0.23,88.26,3.64,47.06,90,0.99,1.74,0.45,1.25,0.0,0.0,0.0,0.87,0.08,0.0,0.0,0.0,0.0,14.55,0.11,50.13,2.73,2.58,40.72,3.71,67.12,0.95,0.3,1.02,0.0,2.12,0.64,0.8,5.36,0.08,0.08,0.12,0.04,0.0,0.08,Hakan Çalhanoğlu,Inter,135700,2697
0.43,0.04,0.0,5.78,44.9,0.28,38.1,2.66,41.21,1.52,0.35,83.72,6.06,44.53,90,1.6,0.71,1.7,1.21,0.0,0.0,0.0,0.64,0.11,0.0,0.0,0.0,0.0,15.31,0.5,30.8,1.91,0.5,18.42,1.56,60.27,0.18,0.21,0.92,0.11,3.01,1.13,0.78,14.12,0.04,0.21,0.26,0.0,0.04,0.0,Khvicha Kvaratskhelia,Napoli,889259,2714
0.0,0.0,0.0,5.63,50.0,1.88,33.33,0.0,0.0,5.63,0.0,84.21,7.5,44.44,90,0.0,3.75,0.0,1.88,0.0,0.0,0.0,1.88,1.88,0.0,0.0,0.0,0.0,3.75,0.0,30.0,0.0,0.0,0.0,3.75,66.67,0.0,13.13,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Andrea Ranocchia,Monza,49518,2729
0.0,0.1,0.05,3.68,58.06,0.72,35.9,0.41,61.54,1.74,0.31,84.18,4.4,52.76,90,1.59,0.97,0.36,1.13,0.0,0.0,0.0,0.66,0.15,0.0,0.0,0.0,0.0,18.26,0.26,61.52,2.4,1.79,31.82,5.78,59.16,0.77,0.87,1.07,0.05,0.56,0.2,0.1,0.0,0.1,0.0,0.03,0.0,0.05,0.05,Mário Rui,Napoli,99546,2714
0.04,0.25,0.0,4.85,70.48,3.15,67.86,0.5,80.0,3.32,0.04,81.85,8.0,69.42,90,1.04,0.87,0.25,1.12,0.0,0.0,0.0,1.24,0.04,0.0,0.0,0.0,0.0,7.05,0.04,51.26,0.33,0.12,75.0,7.09,56.07,1.99,3.15,0.79,0.12,1.12,0.46,0.12,3.7,0.0,0.04,0.1,0.0,0.04,0.0,Lucas Martínez Quarta,Fiorentina,795297,2693
