goals,yellowCards,redCards,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,successfulDribbles,successfulDribblesPercentage,tackles,assists,accuratePassesPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,wasFouled,fouls,dispossessed,appearances,saves,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,highClaims,successfulRunsOut,punches,runsOut,accurateFinalThirdPasses,bigChancesCreated,accuratePasses,keyPasses,accurateCrosses,accurateCrossesPercentage,accurateLongBalls,accurateLongBallsPercentage,interceptions,clearances,dribbledPast,bigChancesMissed,totalShots,shotsOnTarget,blockedShots,goalConversionPercentage,hitWoodwork,offsides,expectedGoals,errorLeadToGoal,errorLeadToShot,passToAssist,player,team,player id,team id
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.29,0.0,0.0,90,0.0,0.0,0.0,1.0,4.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,7.0,41.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,Stefanos Kapino,Arminia Bielefeld,98210,2540
0.11,0.15,0.0,3.85,52.22,0.58,47.06,0.76,51.22,1.42,0.4,88.0,4.43,51.48,90,1.67,0.73,0.65,1.02,0.0,0.0,0.0,1.02,0.15,0.0,0.0,0.0,0.0,21.11,0.51,75.39,3.09,2.4,36.46,5.05,71.65,1.89,0.91,1.45,0.0,0.98,0.33,0.25,11.11,0.07,0.04,,0.0,0.04,0.18,Joshua Kimmich,FC Bayern München,259117,2672
1.03,0.14,0.0,1.36,40.85,1.79,57.58,0.61,54.17,0.09,0.33,71.3,3.15,48.91,90,0.66,0.8,0.75,1.13,0.0,0.0,0.0,1.5,0.28,0.0,0.0,0.0,0.0,6.11,0.56,15.42,1.08,0.05,12.5,0.05,50.0,0.05,1.46,0.05,0.24,3.76,1.74,0.56,27.5,0.0,0.66,,0.0,0.0,0.0,Erling Haaland,Borussia Dortmund,839956,2673
0.66,0.07,0.0,4.94,51.9,0.86,48.15,2.17,66.67,0.76,0.43,81.77,5.79,51.31,90,2.01,1.02,1.65,1.12,0.0,0.0,0.0,1.05,0.07,0.0,0.0,0.0,0.0,12.24,0.53,25.83,2.17,0.63,29.69,0.69,67.74,0.49,0.46,0.86,0.33,2.7,1.32,0.79,24.39,0.13,0.43,,0.0,0.0,0.07,Christopher Nkunku,RB Leipzig,769333,36360
1.07,0.06,0.0,2.9,44.39,1.62,47.32,1.46,58.54,0.3,0.09,77.41,4.51,45.4,90,1.13,0.67,1.68,1.04,0.0,0.0,0.0,0.98,0.12,0.0,0.0,0.0,0.0,7.69,0.18,17.35,1.13,0.15,19.23,0.43,60.87,0.18,0.24,0.37,0.98,4.91,2.47,0.98,21.74,0.27,0.64,,0.0,0.0,0.0,Robert Lewandowski,FC Bayern München,41789,2672
0.52,0.04,0.0,3.07,43.29,0.17,21.05,0.91,47.73,1.3,0.22,81.87,3.24,40.98,90,0.86,0.99,0.99,1.12,0.0,0.0,0.0,1.77,0.3,0.0,0.0,0.0,0.0,11.59,0.26,38.66,3.03,2.08,34.78,1.64,49.35,0.52,0.3,1.08,0.26,2.34,0.99,0.78,22.22,0.09,0.3,,0.0,0.0,0.0,Jonas Hofmann,Borussia M'gladbach,142390,2527
0.34,0.1,0.0,5.08,51.98,0.34,23.33,2.66,64.71,1.21,0.48,78.67,5.41,48.28,90,1.21,0.73,1.64,1.16,0.0,0.0,0.0,1.5,0.15,0.0,0.0,0.0,0.0,13.2,0.73,30.84,2.95,0.68,22.22,1.45,75.0,0.63,0.1,0.87,0.29,1.74,0.63,0.48,19.44,0.0,0.48,,0.0,0.0,0.1,Florian Wirtz,Bayer 04 Leverkusen,1019322,2681
0.13,0.16,0.0,4.2,64.36,3.52,74.66,0.74,65.71,2.32,0.03,80.65,7.72,68.68,90,1.13,1.03,0.48,1.03,0.0,0.0,0.0,1.03,0.16,0.0,0.0,0.0,0.0,6.13,0.06,44.94,0.39,0.03,11.11,4.62,47.67,1.81,4.71,0.48,0.16,1.16,0.52,0.16,11.11,0.06,0.03,,0.03,0.0,0.0,Nico Schlotterbeck,SC Freiburg,940871,2538
0.58,0.0,0.0,5.38,54.81,0.29,20.59,2.59,60.58,1.93,0.21,82.0,5.67,50.55,90,0.86,0.45,0.86,1.4,0.0,0.0,0.0,1.03,0.12,0.0,0.0,0.0,0.0,15.86,0.7,41.01,2.01,0.66,20.25,1.07,59.09,0.58,0.08,1.44,0.45,2.79,1.15,0.74,20.59,0.12,0.62,,0.0,0.0,0.04,Serge Gnabry,FC Bayern München,187433,2672
0.28,0.0,0.0,2.44,45.45,1.08,35.23,0.45,56.52,1.22,0.63,76.98,3.53,41.74,90,0.77,0.38,0.91,1.12,0.0,0.0,0.0,0.94,0.14,0.0,0.0,0.0,0.0,15.96,0.77,36.92,3.0,0.66,21.35,0.91,39.39,0.52,0.42,1.33,0.38,1.92,0.98,0.35,14.55,0.07,0.42,,0.0,0.0,0.07,Thomas Müller,FC Bayern München,35166,2672
0.12,0.12,0.0,3.19,53.27,0.99,53.23,0.36,85.71,1.11,0.06,83.21,4.18,53.26,90,1.71,1.41,0.51,1.02,0.0,0.0,0.0,1.38,0.21,0.0,0.0,0.0,0.0,8.53,0.18,41.71,1.71,1.77,32.42,5.08,58.08,1.11,1.62,0.9,0.0,1.17,0.45,0.24,10.26,0.03,0.03,,0.0,0.0,0.0,Maximilian Arnold,VfL Wolfsburg,147289,2524
0.29,0.0,0.0,2.94,53.53,0.55,47.22,1.19,61.67,0.87,0.23,79.35,3.49,52.43,90,0.87,0.36,0.9,1.1,0.0,0.0,0.0,1.16,0.19,0.0,0.0,0.0,0.0,12.82,0.42,31.78,2.16,1.65,30.18,2.52,56.12,0.42,0.81,0.55,0.16,2.2,0.84,0.68,13.24,0.03,0.03,,0.0,0.0,0.03,Vincenzo Grifo,SC Freiburg,171961,2538
0.1,0.16,0.0,3.78,52.25,0.95,44.62,1.08,49.25,1.7,0.36,79.47,4.73,50.52,90,1.04,0.88,0.49,1.04,0.0,0.0,0.0,1.7,0.16,0.0,0.0,0.0,0.0,10.37,0.62,36.08,2.8,3.13,30.87,2.12,46.43,0.88,1.17,1.11,0.0,0.81,0.26,0.26,12.0,0.03,0.23,,0.03,0.0,0.1,David Raum,TSG Hoffenheim,856076,2569
0.04,0.14,0.0,2.99,59.29,0.72,51.28,1.26,70.0,0.79,0.29,77.91,3.71,57.54,90,0.94,0.47,0.54,1.01,0.0,0.0,0.0,1.4,0.29,0.0,0.0,0.0,0.0,11.31,0.32,36.19,2.2,2.48,28.87,1.91,50.48,0.94,2.02,0.5,0.04,0.9,0.22,0.25,4.0,0.04,0.0,,0.0,0.0,0.0,Borna Sosa,VfB Stuttgart,357584,2677
