goals,yellowCards,redCards,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,successfulDribbles,successfulDribblesPercentage,tackles,assists,accuratePassesPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,wasFouled,fouls,dispossessed,appearances,saves,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,highClaims,successfulRunsOut,punches,runsOut,accurateFinalThirdPasses,bigChancesCreated,accuratePasses,keyPasses,accurateCrosses,accurateCrossesPercentage,accurateLongBalls,accurateLongBallsPercentage,interceptions,clearances,dribbledPast,bigChancesMissed,totalShots,shotsOnTarget,blockedShots,goalConversionPercentage,hitWoodwork,offsides,expectedGoals,errorLeadToGoal,errorLeadToShot,passToAssist,player,team,player id,team id
0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,75.76,1.0,100.0,90,0.0,0.0,0.0,1.0,8.0,3.0,5.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,4.0,33.33,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,Fabian Bredlow,VfB Stuttgart,152463,2677
1.5,0.15,0.0,2.27,34.64,1.75,47.06,0.8,51.16,0.55,0.26,77.16,4.02,39.15,90,1.06,1.5,1.61,1.06,0.0,0.0,0.0,1.21,0.15,0.0,0.0,0.0,0.0,8.66,0.33,18.64,1.17,0.22,20.69,0.55,62.5,0.11,0.4,0.4,0.91,5.01,2.48,0.77,29.93,0.29,0.77,,0.0,0.0,0.0,Robert Lewandowski,FC Bayern München,41789,2672
0.16,0.16,0.0,4.59,55.45,0.78,57.58,1.19,78.38,1.64,0.41,88.32,5.37,55.74,90,1.76,0.78,0.82,1.11,0.0,0.0,0.0,0.98,0.12,0.0,0.0,0.0,0.0,21.59,0.37,69.35,2.74,2.42,33.52,7.17,73.84,1.47,0.74,1.76,0.04,1.52,0.57,0.49,10.81,0.0,0.0,,0.0,0.0,0.04,Joshua Kimmich,FC Bayern München,259117,2672
0.35,0.0,0.0,5.09,52.47,0.09,25.0,3.35,55.8,0.78,0.48,82.44,5.18,51.52,90,0.96,0.04,1.52,1.13,0.0,0.0,0.0,1.04,0.17,0.0,0.0,0.0,0.0,23.1,0.61,46.76,3.0,1.09,23.81,0.91,70.0,0.7,0.22,0.39,0.26,2.26,0.74,0.83,15.38,0.09,0.39,,0.0,0.0,0.09,Jadon Sancho,Borussia Dortmund,851100,2673
1.01,0.07,0.0,2.2,55.66,1.38,50.68,1.12,63.83,0.26,0.22,72.75,3.59,53.63,90,0.82,0.75,0.41,1.05,0.0,0.0,0.0,1.05,0.19,0.0,0.0,0.0,0.0,5.86,0.19,12.36,1.05,0.04,16.67,0.11,50.0,0.15,0.6,0.11,0.71,3.47,1.87,0.45,29.03,0.15,0.6,,0.0,0.0,0.04,Erling Haaland,Borussia Dortmund,839956,2673
0.1,0.24,0.03,4.31,57.41,1.42,60.29,0.59,89.47,1.63,0.21,84.38,5.73,58.1,90,2.15,1.36,0.76,1.04,0.0,0.0,0.0,1.01,0.03,0.0,0.0,0.0,0.0,10.32,0.17,44.1,1.7,1.49,30.94,5.42,66.95,1.7,1.91,1.08,0.0,1.91,0.52,0.42,5.45,0.03,0.0,,0.0,0.0,0.0,Maximilian Arnold,VfL Wolfsburg,147289,2524
0.76,0.08,0.0,2.76,51.77,0.3,30.77,0.95,50.0,0.26,0.19,82.08,3.06,48.5,90,1.59,0.08,1.44,1.06,0.0,0.0,0.0,1.32,0.23,0.0,0.0,0.0,0.0,10.82,0.23,27.72,1.51,0.95,27.17,1.4,56.92,0.26,0.19,0.19,0.38,3.63,1.66,0.83,20.83,0.08,0.34,,0.04,0.0,0.0,Andrej Kramarić,TSG Hoffenheim,67647,2569
0.37,0.0,0.0,3.29,44.95,1.71,41.46,0.91,75.0,1.64,0.6,74.98,5.0,43.7,90,0.74,0.74,1.38,1.07,0.0,0.0,0.0,1.11,0.13,0.0,0.0,0.0,0.0,16.38,0.5,35.0,3.15,0.87,27.96,1.28,55.07,0.7,0.57,1.64,0.2,1.71,0.6,0.57,21.57,0.03,0.47,,0.03,0.0,0.03,Thomas Müller,FC Bayern München,35166,2672
0.2,0.04,0.0,3.0,55.64,0.24,26.09,1.3,66.67,1.22,0.41,86.95,3.24,51.28,90,0.49,0.41,0.77,1.09,0.0,0.0,0.0,1.13,0.24,0.0,0.0,0.0,0.0,22.97,0.57,66.91,2.23,0.85,30.0,2.19,64.29,1.13,1.01,0.61,0.08,1.5,0.61,0.2,13.51,0.0,0.08,,0.0,0.04,0.0,Raphaël Guerreiro,Borussia Dortmund,246999,2673
0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,58.82,1.0,100.0,90,0.0,0.0,0.0,1.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,4.0,22.22,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,Elias Boerdner,Eintracht Frankfurt,1102244,2674
0.14,0.14,0.0,3.44,43.89,0.5,45.16,0.85,40.0,1.92,0.5,69.92,3.94,44.05,90,0.71,0.71,1.28,1.07,0.0,0.0,0.0,1.28,0.21,0.0,0.0,0.0,0.0,7.67,0.78,26.17,3.16,2.73,23.55,1.46,46.07,0.92,0.75,1.14,0.21,1.85,0.75,0.43,7.69,0.07,0.14,,0.0,0.07,0.0,Filip Kostić,Eintracht Frankfurt,126588,2674
0.91,0.03,0.0,2.31,41.04,2.37,44.24,0.84,45.61,0.36,0.16,73.4,4.68,42.6,90,1.1,0.58,1.56,1.04,0.0,0.0,0.0,1.3,0.19,0.0,0.0,0.0,0.0,7.77,0.26,17.84,1.01,0.1,25.0,0.26,53.33,0.1,0.49,0.23,0.58,3.8,2.05,0.68,23.93,0.06,0.91,,0.0,0.0,0.0,André Silva,Eintracht Frankfurt,190159,2674
0.16,0.19,0.0,2.49,62.4,4.12,73.3,0.22,70.0,1.85,0.0,87.58,6.62,68.77,90,0.48,0.86,0.06,1.05,0.0,0.0,0.0,1.21,0.22,0.0,0.0,0.0,0.0,5.34,0.03,73.92,0.38,0.0,0.0,8.02,64.52,2.33,3.87,0.51,0.16,0.96,0.51,0.19,16.67,0.0,0.22,,0.0,0.06,0.0,Mats Hummels,Borussia Dortmund,16632,2673
0.29,0.1,0.0,4.85,48.8,1.38,49.15,1.71,59.02,0.76,0.29,84.29,6.23,48.88,90,2.38,1.86,1.71,1.33,0.0,0.0,0.0,0.71,0.1,0.0,0.0,0.0,0.0,15.13,0.48,33.44,3.38,2.19,31.72,0.76,57.14,0.43,0.62,0.48,0.33,2.62,1.24,0.62,10.91,0.14,0.76,,0.0,0.0,0.0,Christopher Nkunku,RB Leipzig,769333,36360
0.38,0.25,0.0,5.48,51.37,0.75,38.3,3.1,54.41,0.59,0.33,78.15,6.23,49.34,90,1.8,1.0,1.26,1.26,0.0,0.0,0.0,1.05,0.08,0.0,0.0,0.0,0.0,10.29,0.33,25.44,2.01,1.63,25.16,1.97,70.15,0.38,0.13,0.46,0.17,2.43,0.88,0.71,15.52,0.13,0.63,,0.0,0.0,0.0,Leon Bailey,Bayer 04 Leverkusen,808590,2681
0.0,0.0,0.0,2.61,100.0,0.0,0.0,0.0,0.0,1.3,0.0,77.42,2.61,50.0,90,1.3,0.0,0.0,2.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.13,0.0,31.3,1.3,2.61,66.67,1.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,Tiago Dantas,FC Bayern München,945097,2672
0.61,0.0,0.0,1.65,50.0,0.55,26.32,0.61,61.11,0.39,0.28,78.01,2.2,40.82,90,0.66,0.28,0.61,1.21,0.0,0.0,0.0,1.32,0.11,0.0,0.0,0.0,0.0,8.59,0.33,29.28,2.15,1.27,34.85,2.37,72.88,0.17,0.11,0.39,0.17,1.65,1.05,0.22,36.67,0.06,0.39,,0.0,0.0,0.06,Max Kruse,1. FC Union Berlin,26687,2547
