Player,Squad,Season,Competition,Pos,Min,Value,performance_score,penalty_score,adjusted_score,Evaluated_Position
sam johnstone,crystal palace,2022-2023,premier-league,Goalkeeper,810.0,6000000.0,0.1671079012460709,0.0022,0.16490790124607088,Goalkeeper
marco sportiello,atalanta,2022-2023,serie-a,Goalkeeper,1339.0,1500000.0,0.160371902173996,0.0014000000000000002,0.15897190217399598,Goalkeeper
illan meslier,leeds united,2022-2023,premier-league,Goalkeeper,3060.0,20000000.0,0.16880089992046354,0.005699999999999999,0.16310089992046353,Goalkeeper
alisson,liverpool,2022-2023,premier-league,Goalkeeper,3330.0,35000000.0,0.1809629017763138,0.0006,0.1803629017763138,Goalkeeper
hugo lloris,tottenham,2022-2023,premier-league,Goalkeeper,2205.0,3000000.0,0.1662480982236862,0.010800000000000002,0.1554480982236862,Goalkeeper
stole dimitrievski,rayo vallecano,2022-2023,laliga,Goalkeeper,3324.0,4000000.0,0.388712238902514,0.004,0.384712238902514,Goalkeeper
alex remiro,real sociedad,2022-2023,laliga,Goalkeeper,3420.0,25000000.0,0.40232286608934836,0.0045000000000000005,0.39782286608934836,Goalkeeper
stefan ortega,manchester city,2022-2023,premier-league,Goalkeeper,270.0,9000000.0,0.16746030169677734,0.0,0.16746030169677734,Goalkeeper
alphonse areola,west ham,2022-2023,premier-league,Goalkeeper,309.0,8000000.0,0.13132030249214172,0.0029,0.1284203024921417,Goalkeeper
antonio mirante,milan,2022-2023,serie-a,Goalkeeper,2.0,100000.0,0.1424125,0.0,0.1424125,Goalkeeper
keylor navas,nott'ham forest,2022-2023,premier-league,Goalkeeper,1529.0,4000000.0,0.1509223007688522,0.0066,0.14432230076885222,Goalkeeper
pierluigi gollini,napoli,2023-2024,serie-a,Goalkeeper,630.0,4000000.0,0.1381571675186315,0.0,0.1381571675186315,Goalkeeper
fabian bredlow,stuttgart,2023-2024,bundesliga,Goalkeeper,360.0,1000000.0,0.3284034480645796,0.0,0.3284034480645796,Goalkeeper
predrag rajkovic,mallorca,2023-2024,laliga,Goalkeeper,3240.0,10000000.0,0.36406095587236154,0.0006,0.36346095587236155,Goalkeeper
jason steele,brighton,2023-2024,premier-league,Goalkeeper,1530.0,3500000.0,0.13917613770071513,0.003,0.13617613770071513,Goalkeeper
thibaut courtois,real madrid,2023-2024,laliga,Goalkeeper,332.0,28000000.0,0.3738839432952276,0.0,0.3738839432952276,Goalkeeper
emiliano martinez,aston villa,2023-2024,premier-league,Goalkeeper,3015.0,28000000.0,0.13756210338764488,0.0050999999999999995,0.13246210338764489,Goalkeeper
alex meret,napoli,2023-2024,serie-a,Goalkeeper,2773.0,12000000.0,0.139417333912354,0.0015,0.137917333912354,Goalkeeper
thomas strakosha,brentford,2023-2024,premier-league,Goalkeeper,135.0,3000000.0,0.12829105563914744,0.0,0.12829105563914744,Goalkeeper
nicola leali,genoa,2023-2024,serie-a,Goalkeeper,176.0,600000.0,0.11781369830492444,0.0,0.11781369830492444,Goalkeeper
tomas koubek,augsburg,2023-2024,bundesliga,Goalkeeper,270.0,800000.0,0.29249232624859256,0.0165,0.27599232624859255,Goalkeeper
alex remiro,real sociedad,2023-2024,laliga,Goalkeeper,3275.0,25000000.0,0.36653323559768414,0.0033000000000000004,0.3632332355976841,Goalkeeper
rjan nyland,sevilla,2023-2024,laliga,Goalkeeper,2160.0,1400000.0,0.33202717555632316,0.0028,0.32922717555632314,Goalkeeper
mile svilar,roma,2023-2024,serie-a,Goalkeeper,1350.0,9000000.0,0.13871612497122196,0.0035000000000000005,0.13521612497122196,Goalkeeper
alberto paleari,torino,2024-2025,serie-a,Goalkeeper,90.0,500000.0,0.1455980953091467,0.0,0.1455980953091467,Goalkeeper
marius muller,wolfsburg,2024-2025,bundesliga,Goalkeeper,475.0,1500000.0,0.3598834151407592,0.0,0.3598834151407592,Goalkeeper
diego conde,villarreal,2024-2025,laliga,Goalkeeper,1962.0,7500000.0,0.3392367596228833,0.004999999999999999,0.3342367596228833,Goalkeeper
juan musso,atalanta,2024-2025,serie-a,Goalkeeper,90.0,3500000.0,0.0820427924567881,0.0,0.0820427924567881,Goalkeeper
alexander schwolow,union berlin,2024-2025,bundesliga,Goalkeeper,540.0,500000.0,0.3069748504565972,0.0085,0.2984748504565972,Goalkeeper
vanja milinkovicsavic,torino,2024-2025,serie-a,Goalkeeper,3330.0,16000000.0,0.10521488366823539,0.0067,0.0985148836682354,Goalkeeper
simone perilli,hellas verona,2024-2025,serie-a,Goalkeeper,180.0,400000.0,0.06225962320566296,0.0,0.06225962320566296,Goalkeeper
maduka okoye,udinese,2024-2025,serie-a,Goalkeeper,2250.0,7500000.0,0.12111965145391819,0.002,0.11911965145391819,Goalkeeper
federico ravaglia,bologna,2024-2025,serie-a,Goalkeeper,1056.0,1500000.0,0.11604411735169372,0.0,0.11604411735169372,Goalkeeper
razvan sava,udinese,2024-2025,serie-a,Goalkeeper,1080.0,2500000.0,0.10293781052540223,0.010100000000000001,0.09283781052540223,Goalkeeper
matej kovar,leverkusen,2024-2025,bundesliga,Goalkeeper,450.0,5000000.0,0.2967258738917927,0.010000000000000002,0.2867258738917927,Goalkeeper
maarten vandevoordt,rb leipzig,2024-2025,bundesliga,Goalkeeper,429.0,8000000.0,0.3661338440560112,0.0,0.3661338440560112,Goalkeeper
ederson,manchester city,2024-2025,premier-league,Goalkeeper,2320.0,20000000.0,0.12289432253889056,0.008799999999999999,0.11409432253889056,Goalkeeper
loic bade,sevilla,2022-2023,laliga,Centre-Back,1449.0,12000000.0,0.24565998141926568,0.0142,0.2314599814192657,Centre-Back
jeffrey gouweleeuw,augsburg,2022-2023,bundesliga,Centre-Back,2795.0,3000000.0,0.2799408506226644,0.027299999999999998,0.2526408506226644,Centre-Back
lloyd kelly,bournemouth,2022-2023,premier-league,Centre-Back,2040.0,18000000.0,0.2754989806328368,0.0202,0.2552989806328368,Centre-Back
jamaal lascelles,newcastle utd,2022-2023,premier-league,Centre-Back,218.0,4500000.0,0.1883467405650781,0.0248,0.16354674056507812,Centre-Back
john donald,elche,2022-2023,laliga,Centre-Back,1092.0,1000000.0,0.1733942430129544,0.0395,0.13389424301295438,Centre-Back
mason holgate,everton,2022-2023,premier-league,Centre-Back,507.0,9000000.0,0.17032243626887836,0.0267,0.14362243626887836,Centre-Back
moussa niakhate,nott'ham forest,2022-2023,premier-league,Centre-Back,1163.0,18000000.0,0.22323520594967075,0.014800000000000002,0.20843520594967074,Centre-Back
andrew gravillon,torino,2022-2023,serie-a,Centre-Back,312.0,4000000.0,0.1804483758811486,0.0405,0.13994837588114858,Centre-Back
copete,mallorca,2022-2023,laliga,Centre-Back,2206.0,3500000.0,0.2884194527155089,0.0321,0.2563194527155089,Centre-Back
john brooks,hoffenheim,2022-2023,bundesliga,Centre-Back,1350.0,2000000.0,0.26354694338199103,0.0161,0.24744694338199102,Centre-Back
nayef aguerd,west ham,2022-2023,premier-league,Centre-Back,1595.0,35000000.0,0.2250524293481158,0.022300000000000004,0.2027524293481158,Centre-Back
nehuen perez,udinese,2022-2023,serie-a,Centre-Back,2818.0,10000000.0,0.3684810655550009,0.0214,0.3470810655550009,Centre-Back
david alaba,real madrid,2022-2023,laliga,Centre-Back,1838.0,40000000.0,0.19890375366220878,0.0151,0.18380375366220877,Centre-Back
malick thiaw,milan,2022-2023,serie-a,Centre-Back,1362.0,20000000.0,0.25453546622494144,0.020600000000000004,0.23393546622494144,Centre-Back
cristhian mosquera,valencia,2022-2023,laliga,Centre-Back,145.0,1000000.0,0.15307120675868624,0.0124,0.14067120675868625,Centre-Back
eric dier,tottenham,2022-2023,premier-league,Centre-Back,2818.0,18000000.0,0.28273042560929573,0.0162,0.26653042560929574,Centre-Back
milan skriniar,inter,2022-2023,serie-a,Centre-Back,1769.0,50000000.0,0.22973217283164696,0.0354,0.19433217283164694,Centre-Back
chadi riad,barcelona,2022-2023,laliga,Centre-Back,2.0,500000.0,0.019097524371275987,0.0,0.019097524371275987,Centre-Back
gerard pique,barcelona,2022-2023,laliga,Centre-Back,384.0,,0.23177467075217523,0.025699999999999997,0.20607467075217523,Centre-Back
jonathan tah,leverkusen,2022-2023,bundesliga,Centre-Back,2487.0,20000000.0,0.2572613191977086,0.017,0.2402613191977086,Centre-Back
jorge herrando,osasuna,2022-2023,laliga,Centre-Back,25.0,400000.0,0.2635442393010021,0.036000000000000004,0.22754423930100212,Centre-Back
florian lejeune,rayo vallecano,2022-2023,laliga,Centre-Back,2565.0,4000000.0,0.27209460008333775,0.011000000000000001,0.26109460008333774,Centre-Back
adama soumaoro,bologna,2022-2023,serie-a,Centre-Back,1867.0,3000000.0,0.2209246756124893,0.0165,0.20442467561248928,Centre-Back
antonio raillo,mallorca,2022-2023,laliga,Centre-Back,2766.0,4000000.0,0.24579111244803445,0.0201,0.22569111244803444,Centre-Back
raphael varane,manchester utd,2022-2023,premier-league,Centre-Back,1911.0,35000000.0,0.24930221620420442,0.007599999999999999,0.24170221620420443,Centre-Back
bernardo espinosa,girona,2022-2023,laliga,Centre-Back,1225.0,1500000.0,0.22550944212848742,0.025,0.20050944212848743,Centre-Back
merih demiral,atalanta,2022-2023,serie-a,Centre-Back,1536.0,20000000.0,0.2693133126447077,0.0165,0.2528133126447077,Centre-Back
mads bech srensen,brentford,2022-2023,premier-league,Centre-Back,21.0,2500000.0,0.21411659845630227,0.0,0.21411659845630227,Centre-Back
giangiacomo magnani,hellas verona,2022-2023,serie-a,Centre-Back,1532.0,3000000.0,0.23939103422718594,0.02,0.21939103422718595,Centre-Back
james tarkowski,everton,2023-2024,premier-league,Centre-Back,3419.0,13000000.0,0.2833509794364551,0.026899999999999997,0.2564509794364551,Centre-Back
lewis dunk,brighton,2023-2024,premier-league,Centre-Back,2869.0,12000000.0,0.29396383727447245,0.0127,0.28126383727447246,Centre-Back
rafael toloi,atalanta,2023-2024,serie-a,Centre-Back,965.0,2500000.0,0.16721220110791948,0.028,0.1392122011079195,Centre-Back
jorge herrando,osasuna,2023-2024,laliga,Centre-Back,1644.0,6000000.0,0.15428178128110276,0.0211,0.13318178128110275,Centre-Back
calum chambers,aston villa,2023-2024,premier-league,Centre-Back,152.0,4000000.0,0.10986484848878608,0.0296,0.08026484848878608,Centre-Back
patrick mainka,heidenheim,2023-2024,bundesliga,Centre-Back,3060.0,2500000.0,0.29025774775415064,0.015399999999999999,0.2748577477541506,Centre-Back
koffi djidji,torino,2023-2024,serie-a,Centre-Back,759.0,2500000.0,0.14809971099771188,0.0237,0.12439971099771188,Centre-Back
alan matturro,genoa,2023-2024,serie-a,Centre-Back,106.0,4000000.0,0.1690061037508169,0.0255,0.1435061037508169,Centre-Back
cristian romero,tottenham,2023-2024,premier-league,Centre-Back,2790.0,60000000.0,0.319509991792946,0.018,0.30150999179294596,Centre-Back
cristhian mosquera,valencia,2023-2024,laliga,Centre-Back,3075.0,30000000.0,0.223741852362725,0.0171,0.206641852362725,Centre-Back
trevoh chalobah,chelsea,2023-2024,premier-league,Centre-Back,952.0,13000000.0,0.15204322519956748,0.0179,0.13414322519956748,Centre-Back
loic bade,sevilla,2023-2024,laliga,Centre-Back,2277.0,14000000.0,0.2897658213910647,0.0214,0.26836582139106474,Centre-Back
danny da costa,mainz 05,2023-2024,bundesliga,Centre-Back,830.0,1200000.0,0.14460665230042452,0.0315,0.11310665230042452,Centre-Back
moussa niakhate,nott'ham forest,2023-2024,premier-league,Centre-Back,1460.0,16000000.0,0.22280887600705104,0.0129,0.20990887600705105,Centre-Back
calvin bassey,fulham,2023-2024,premier-league,Centre-Back,2303.0,16000000.0,0.23749248257456002,0.0248,0.21269248257456003,Centre-Back
gaston alvarez,getafe,2023-2024,laliga,Centre-Back,2537.0,15000000.0,0.28773020960216555,0.0319,0.25583020960216557,Centre-Back
felipe,nott'ham forest,2023-2024,premier-league,Centre-Back,375.0,1500000.0,0.16046795883755885,0.036,0.12446795883755885,Centre-Back
attila szalai,freiburg,2023-2024,bundesliga,Centre-Back,103.0,4000000.0,0.15757017639489107,0.07850000000000001,0.07907017639489106,Centre-Back
diego carlos,aston villa,2023-2024,premier-league,Centre-Back,1816.0,16000000.0,0.1952009427087468,0.0284,0.1668009427087468,Centre-Back
axel guessand,udinese,2023-2024,serie-a,Centre-Back,45.0,500000.0,0.10204961347603425,0.06,0.04204961347603425,Centre-Back
alberto dossena,cagliari,2023-2024,serie-a,Centre-Back,2977.0,5000000.0,0.27240531499459586,0.0272,0.24520531499459586,Centre-Back
david zima,torino,2023-2024,serie-a,Centre-Back,91.0,4000000.0,0.08194703574594668,0.029700000000000004,0.05224703574594668,Centre-Back
kristoffer ajer,brentford,2023-2024,premier-league,Centre-Back,1832.0,15000000.0,0.21613401253091719,0.0285,0.1876340125309172,Centre-Back
timo hubers,köln,2023-2024,bundesliga,Centre-Back,2778.0,5500000.0,0.32353803151044336,0.024,0.29953803151044334,Centre-Back
marash kumbulla,sassuolo,2023-2024,serie-a,Centre-Back,362.0,4500000.0,0.11622829497072332,0.0075,0.10872829497072331,Centre-Back
antonios papadopoulos,dortmund,2023-2024,bundesliga,Centre-Back,117.0,1000000.0,0.1612141120074053,0.0077,0.15351411200740528,Centre-Back
william saliba,arsenal,2023-2024,premier-league,Centre-Back,3420.0,80000000.0,0.2723738864092077,0.0224,0.24997388640920767,Centre-Back
leonardo bonucci,union berlin,2023-2024,bundesliga,Centre-Back,460.0,1000000.0,0.11909542762272446,0.0078000000000000005,0.11129542762272446,Centre-Back
mario gila,lazio,2023-2024,serie-a,Centre-Back,1809.0,13000000.0,0.20659494452404062,0.021900000000000003,0.18469494452404062,Centre-Back
levi colwill,chelsea,2023-2024,premier-league,Centre-Back,1797.0,50000000.0,0.25049642844609527,0.027500000000000004,0.22299642844609527,Centre-Back
chris mepham,bournemouth,2023-2024,premier-league,Centre-Back,617.0,6000000.0,0.1630224620144713,0.038099999999999995,0.1249224620144713,Centre-Back
alessandro circati,parma,2024-2025,serie-a,Centre-Back,540.0,8000000.0,0.1447277850724932,0.028500000000000004,0.1162277850724932,Centre-Back
marc bartra,betis,2024-2025,laliga,Centre-Back,2099.0,1000000.0,0.22967984201337133,0.0157,0.21397984201337134,Centre-Back
abdel abqar,alavés,2024-2025,laliga,Centre-Back,2463.0,7500000.0,0.1957169536832258,0.028000000000000004,0.1677169536832258,Centre-Back
willy boly,nott'ham forest,2024-2025,premier-league,Centre-Back,150.0,1500000.0,0.1632710923200525,0.012,0.15127109232005248,Centre-Back
jon pacheco,real sociedad,2024-2025,laliga,Centre-Back,854.0,6000000.0,0.16469367640399094,0.0337,0.13099367640399093,Centre-Back
saba sazonov,torino,2024-2025,serie-a,Centre-Back,3.0,2000000.0,0.13473333333333332,0.0,0.13473333333333332,Centre-Back
jarrad branthwaite,everton,2024-2025,premier-league,Centre-Back,2511.0,50000000.0,0.22358552799026543,0.017,0.20658552799026542,Centre-Back
levi colwill,chelsea,2024-2025,premier-league,Centre-Back,3149.0,55000000.0,0.2755983333738348,0.027,0.24859833337383483,Centre-Back
daley blind,girona,2024-2025,laliga,Centre-Back,2780.0,1500000.0,0.3261812019322885,0.0222,0.3039812019322885,Centre-Back
alessandro bastoni,inter,2024-2025,serie-a,Centre-Back,2333.0,80000000.0,0.296026162909388,0.0324,0.263626162909388,Centre-Back
antonio raillo,mallorca,2024-2025,laliga,Centre-Back,3207.0,1800000.0,0.23273512795963552,0.020900000000000002,0.21183512795963552,Centre-Back
jon martin,real sociedad,2024-2025,laliga,Centre-Back,904.0,8000000.0,0.18651719563007688,0.0329,0.15361719563007686,Centre-Back
lucas martinez quarta,fiorentina,2024-2025,serie-a,Centre-Back,351.0,7000000.0,0.14566164887474267,0.051500000000000004,0.09416164887474267,Centre-Back
fabian schar,newcastle utd,2024-2025,premier-league,Centre-Back,2934.0,7000000.0,0.2151011986421736,0.0225,0.19260119864217362,Centre-Back
victor lindelof,manchester utd,2024-2025,premier-league,Centre-Back,704.0,8000000.0,0.12796531190041294,0.027100000000000003,0.10086531190041294,Centre-Back
yoel lago,celta vigo,2024-2025,laliga,Centre-Back,583.0,1000000.0,0.12006470717773675,0.0354,0.08466470717773675,Centre-Back
alessandro vogliacco,genoa,2024-2025,serie-a,Centre-Back,715.0,2800000.0,0.16293075813810023,0.0202,0.14273075813810024,Centre-Back
mattia bani,genoa,2024-2025,serie-a,Centre-Back,1507.0,1800000.0,0.15826743725482764,0.0162,0.14206743725482765,Centre-Back
alfie dorrington,tottenham,2024-2025,premier-league,Centre-Back,14.0,700000.0,0.025608853538939207,0.0,0.025608853538939207,Centre-Back
max kilman,west ham,2024-2025,premier-league,Centre-Back,3348.0,25000000.0,0.2814876906437024,0.021,0.26048769064370236,Centre-Back
andreas hancheolsen,mainz 05,2024-2025,bundesliga,Centre-Back,1284.0,6000000.0,0.16462985004749317,0.030799999999999998,0.13382985004749318,Centre-Back
yann aurel bisseck,inter,2024-2025,serie-a,Centre-Back,1553.0,35000000.0,0.2628366105304518,0.029199999999999997,0.23363661053045182,Centre-Back
jorge herrando,osasuna,2024-2025,laliga,Centre-Back,1366.0,4000000.0,0.17295470339057986,0.027,0.14595470339057987,Centre-Back
jakub kiwior,arsenal,2024-2025,premier-league,Centre-Back,1122.0,28000000.0,0.15040578143300493,0.0256,0.12480578143300493,Centre-Back
thomas keller,heidenheim,2024-2025,bundesliga,Centre-Back,148.0,500000.0,0.13361709488277881,0.0487,0.08491709488277882,Centre-Back
manuel akanji,manchester city,2024-2025,premier-league,Centre-Back,2014.0,28000000.0,0.19771485303800088,0.020700000000000003,0.17701485303800088,Centre-Back
sepp van den berg,brentford,2024-2025,premier-league,Centre-Back,2586.0,22000000.0,0.20792830165256881,0.023,0.18492830165256882,Centre-Back
ben mee,brentford,2024-2025,premier-league,Centre-Back,183.0,700000.0,0.12834443837118323,0.0246,0.10374443837118323,Centre-Back
danaxel zagadou,stuttgart,2024-2025,bundesliga,Centre-Back,29.0,2000000.0,0.04371608294020023,0.031000000000000003,0.012716082940200223,Centre-Back
nicolas valentini,hellas verona,2024-2025,serie-a,Centre-Back,1129.0,6000000.0,0.20776960898857114,0.024700000000000003,0.18306960898857114,Centre-Back
pablo mari,fiorentina,2024-2025,serie-a,Centre-Back,1098.0,3500000.0,0.18649047091152168,0.0147,0.1717904709115217,Centre-Back
jerome roussillon,wolfsburg,2022-2023,bundesliga,Left-Back,22.0,3000000.0,0.056521568236792524,0.2863,-0.22977843176320747,Left-Back
sergio reguilon,atlético madrid,2022-2023,laliga,Left-Back,309.0,10000000.0,0.11870030926772011,0.0437,0.07500030926772011,Left-Back
ruben vinagre,everton,2022-2023,premier-league,Left-Back,26.0,4000000.0,0.1944794905981629,0.1038,0.09067949059816291,Left-Back
ferland mendy,real madrid,2022-2023,laliga,Left-Back,1351.0,25000000.0,0.1424876378117915,0.0386,0.1038876378117915,Left-Back
djed spence,tottenham,2022-2023,premier-league,Left-Back,7.0,10000000.0,0.24903373139532925,0.5142,-0.26516626860467074,Left-Back
david colina,augsburg,2022-2023,bundesliga,Left-Back,166.0,1500000.0,0.17168457518658642,0.0541,0.11758457518658641,Left-Back
alfonso pedraza,villarreal,2022-2023,laliga,Left-Back,1633.0,15000000.0,0.23070182158703684,0.0429,0.18780182158703684,Left-Back
matias vina,bournemouth,2022-2023,premier-league,Left-Back,458.0,8000000.0,0.16716421051169342,0.059000000000000004,0.10816421051169342,Left-Back
aihen munoz,real sociedad,2022-2023,laliga,Left-Back,1756.0,6000000.0,0.19350389895728506,0.046099999999999995,0.14740389895728506,Left-Back
marc cucurella,chelsea,2022-2023,premier-league,Left-Back,1671.0,35000000.0,0.2156867495305172,0.025,0.1906867495305172,Left-Back
alphonso davies,bayern munich,2022-2023,bundesliga,Left-Back,2042.0,70000000.0,0.2879589290503961,0.058800000000000005,0.2291589290503961,Left-Back
giacomo quagliata,cremonese,2022-2023,serie-a,Left-Back,699.0,2000000.0,0.1869196814228891,0.045000000000000005,0.14191968142288908,Left-Back
alfonso espino,rayo vallecano,2023-2024,laliga,Left-Back,2507.0,2400000.0,0.29029030050128246,0.044300000000000006,0.24599030050128246,Left-Back
davide bartesaghi,milan,2023-2024,serie-a,Left-Back,79.0,1000000.0,0.20998447080068763,0.06839999999999999,0.14158447080068765,Left-Back
josh doig,hellas verona,2023-2024,serie-a,Left-Back,830.0,6000000.0,0.20356764119379167,0.0412,0.16236764119379166,Left-Back
oleksandr zinchenko,arsenal,2023-2024,premier-league,Left-Back,1722.0,38000000.0,0.32495853279629316,0.029500000000000002,0.29545853279629314,Left-Back
tommaso augello,cagliari,2023-2024,serie-a,Left-Back,2418.0,2000000.0,0.27892802709103687,0.0194,0.25952802709103684,Left-Back
nuno tavares,nott'ham forest,2023-2024,premier-league,Left-Back,457.0,15000000.0,0.22287249274188964,0.0513,0.17157249274188963,Left-Back
ian maatsen,dortmund,2023-2024,bundesliga,Left-Back,1264.0,40000000.0,0.29422262696028,0.0427,0.25152262696028,Left-Back
djed spence,genoa,2023-2024,serie-a,Left-Back,859.0,8000000.0,0.22372987088590618,0.0535,0.1702298708859062,Left-Back
cristiano biraghi,fiorentina,2023-2024,serie-a,Left-Back,2356.0,3500000.0,0.32410553446394613,0.0271,0.2970055344639461,Left-Back
andrea cambiaso,juventus,2023-2024,serie-a,Left-Back,2372.0,25000000.0,0.2927456016528247,0.045700000000000005,0.2470456016528247,Left-Back
leonardo spinazzola,roma,2023-2024,serie-a,Left-Back,1312.0,4000000.0,0.32898676740371235,0.021900000000000003,0.3070867674037123,Left-Back
felix agu,werder bremen,2023-2024,bundesliga,Left-Back,1614.0,4000000.0,0.26018971528404133,0.0374,0.22278971528404135,Left-Back
kieran tierney,arsenal,2024-2025,premier-league,Left-Back,259.0,9000000.0,0.20755971113329288,0.013900000000000001,0.1936597111332929,Left-Back
hassane kamara,udinese,2024-2025,serie-a,Left-Back,2001.0,3500000.0,0.25050850434686284,0.033,0.21750850434686284,Left-Back
patrick dorgu,manchester utd,2024-2025,premier-league,Left-Back,842.0,25000000.0,0.23561655640961923,0.06290000000000001,0.17271655640961922,Left-Back
djed spence,tottenham,2024-2025,premier-league,Left-Back,1792.0,20000000.0,0.31495396298794376,0.0628,0.2521539629879438,Left-Back
tom rothe,union berlin,2024-2025,bundesliga,Left-Back,1670.0,10000000.0,0.23581451091372957,0.0618,0.17401451091372958,Left-Back
johan mojica,mallorca,2024-2025,laliga,Left-Back,2755.0,2000000.0,0.3257070430654748,0.0455,0.28020704306547484,Left-Back
alex moreno,nott'ham forest,2024-2025,premier-league,Left-Back,955.0,7000000.0,0.21354902807110712,0.034999999999999996,0.17854902807110712,Left-Back
marc cucurella,chelsea,2024-2025,premier-league,Left-Back,2988.0,35000000.0,0.2444101307710757,0.028199999999999996,0.2162101307710757,Left-Back
david arguelles,getafe,2024-2025,laliga,Left-Back,7.0,100000.0,0.21642036366535963,0.0,0.21642036366535963,Left-Back
pervis estupinan,brighton,2024-2025,premier-league,Left-Back,2402.0,30000000.0,0.3024786612343844,0.0499,0.2525786612343844,Left-Back
gorka rivera alonso,getafe,2024-2025,laliga,Left-Back,20.0,100000.0,0.10067937421344046,0.135,-0.03432062578655955,Left-Back
luke shaw,manchester utd,2024-2025,premier-league,Left-Back,349.0,12000000.0,0.2067663088937036,0.012900000000000002,0.1938663088937036,Left-Back
tariq lamptey,brighton,2022-2023,premier-league,Right-Back,453.0,12000000.0,0.33907089979221133,0.0517,0.2873708997922113,Right-Back
ivan balliu,rayo vallecano,2022-2023,laliga,Right-Back,3232.0,4000000.0,0.2714283144082501,0.024300000000000002,0.24712831440825012,Right-Back
hans hateboer,atalanta,2022-2023,serie-a,Right-Back,1397.0,6000000.0,0.20099467504333698,0.026400000000000003,0.17459467504333698,Right-Back
pascal stenzel,stuttgart,2022-2023,bundesliga,Right-Back,333.0,1500000.0,0.2747576492691889,0.0216,0.2531576492691889,Right-Back
kiko femenia,villarreal,2022-2023,laliga,Right-Back,1133.0,2500000.0,0.28268372188333823,0.0254,0.25728372188333826,Right-Back
filippo terracciano,hellas verona,2022-2023,serie-a,Right-Back,821.0,1500000.0,0.23313742588526665,0.035100000000000006,0.19803742588526663,Right-Back
ridle baku,wolfsburg,2022-2023,bundesliga,Right-Back,2580.0,13000000.0,0.3237105049031948,0.044,0.2797105049031948,Right-Back
nacho vidal,osasuna,2022-2023,laliga,Right-Back,1247.0,5000000.0,0.24686222777506162,0.055499999999999994,0.19136222777506162,Right-Back
christopher trimmel,union berlin,2022-2023,bundesliga,Right-Back,1811.0,800000.0,0.3020546878253044,0.022399999999999996,0.27965468782530445,Right-Back
dani carvajal,real madrid,2022-2023,laliga,Right-Back,1784.0,12000000.0,0.28459343449089725,0.029699999999999997,0.25489343449089724,Right-Back
davide calabria,milan,2022-2023,serie-a,Right-Back,1690.0,20000000.0,0.33735908242607077,0.0234,0.3139590824260708,Right-Back
matt doherty,atlético madrid,2022-2023,laliga,Right-Back,18.0,5000000.0,0.11943062631596248,0.05,0.06943062631596247,Right-Back
ruben pena,osasuna,2022-2023,laliga,Right-Back,1277.0,2500000.0,0.28725126858402356,0.060700000000000004,0.22655126858402355,Right-Back
alfie gilchrist,chelsea,2023-2024,premier-league,Right-Back,207.0,5000000.0,0.29024773458213377,0.0435,0.24674773458213378,Right-Back
andoni gorosabel,alavés,2023-2024,laliga,Right-Back,2854.0,5000000.0,0.32115476185382524,0.0383,0.28285476185382524,Right-Back
davide faraoni,hellas verona,2023-2024,serie-a,Right-Back,602.0,1500000.0,0.2668420538523764,0.04329999999999999,0.2235420538523764,Right-Back
pedro porro,tottenham,2023-2024,premier-league,Right-Back,3089.0,45000000.0,0.4782128140584636,0.0349,0.4433128140584636,Right-Back
jeremie frimpong,leverkusen,2023-2024,bundesliga,Right-Back,2251.0,50000000.0,0.38423990085390647,0.0584,0.32583990085390646,Right-Back
marius wolf,dortmund,2023-2024,bundesliga,Right-Back,1166.0,3000000.0,0.3312993654027969,0.0318,0.2994993654027969,Right-Back
lorenzo de silvestri,bologna,2023-2024,serie-a,Right-Back,674.0,400000.0,0.2388593544743374,0.0119,0.2269593544743374,Right-Back
gonzalo montiel,nott'ham forest,2023-2024,premier-league,Right-Back,801.0,10000000.0,0.2690376807443996,0.026900000000000004,0.2421376807443996,Right-Back
trent alexanderarnold,liverpool,2023-2024,premier-league,Right-Back,2155.0,70000000.0,0.4629464681553043,0.030600000000000002,0.4323464681553043,Right-Back
tariq lamptey,brighton,2023-2024,premier-league,Right-Back,914.0,12000000.0,0.2807523198410879,0.036500000000000005,0.2442523198410879,Right-Back
adam smith,bournemouth,2023-2024,premier-league,Right-Back,2150.0,1000000.0,0.2646751418481275,0.0243,0.24037514184812753,Right-Back
lorenz assignon,burnley,2023-2024,premier-league,Right-Back,1234.0,10000000.0,0.32718584489793645,0.0663,0.2608858448979364,Right-Back
ashley young,everton,2023-2024,premier-league,Right-Back,2280.0,500000.0,0.3011214888973926,0.035500000000000004,0.26562148889739257,Right-Back
joel ward,crystal palace,2023-2024,premier-league,Right-Back,1980.0,1000000.0,0.26487407863942014,0.020800000000000003,0.24407407863942013,Right-Back
thierry correia,valencia,2024-2025,laliga,Right-Back,768.0,3000000.0,0.2038589194065056,0.037500000000000006,0.1663589194065056,Right-Back
jurrien timber,arsenal,2024-2025,premier-league,Right-Back,2417.0,55000000.0,0.23113601189978122,0.0436,0.18753601189978122,Right-Back
valentino livramento,newcastle utd,2024-2025,premier-league,Right-Back,2840.0,40000000.0,0.28017142080457313,0.0383,0.24187142080457313,Right-Back
javier manquillo,celta vigo,2024-2025,laliga,Right-Back,515.0,1000000.0,0.1466415164743607,0.017400000000000002,0.1292415164743607,Right-Back
