Player,Squad,Season,Competition,Pos,Min,Value,performance_score,penalty_score,adjusted_score,Evaluated_Position
isak hien,hellas verona,2023-2024,serie-a,Centre-Back,864.0,20000000.0,0.17010077572703683,0.040400000000000005,0.1297007757270368,Centre-Back
dean huijsen,juventus,2023-2024,serie-a,Centre-Back,13.0,10000000.0,0.0437442530857006,0.0,0.0437442530857006,Centre-Back
nicolo casale,lazio,2023-2024,serie-a,Centre-Back,1559.0,14000000.0,0.1609529162160311,0.0163,0.1446529162160311,Centre-Back
bernardo espinosa,girona,2023-2024,laliga,Centre-Back,2.0,550000.0,0.31379052749500047,0.0,0.31379052749500047,Centre-Back
tim ream,fulham,2023-2024,premier-league,Centre-Back,1503.0,800000.0,0.19428950573939716,0.018,0.17628950573939717,Centre-Back
abdul mumin,rayo vallecano,2023-2024,laliga,Centre-Back,1694.0,2500000.0,0.174031386284105,0.0174,0.156631386284105,Centre-Back
kike salas,sevilla,2023-2024,laliga,Centre-Back,1605.0,10000000.0,0.26150263858384937,0.035500000000000004,0.22600263858384936,Centre-Back
nikola milenkovic,fiorentina,2023-2024,serie-a,Centre-Back,2510.0,15000000.0,0.25754031701320756,0.0164,0.24114031701320757,Centre-Back
igor,brighton,2023-2024,premier-league,Centre-Back,1637.0,17000000.0,0.22952674957829527,0.025500000000000002,0.20402674957829528,Centre-Back
kevin miranda,sassuolo,2023-2024,serie-a,Centre-Back,14.0,350000.0,0.024355705585739032,0.0,0.024355705585739032,Centre-Back
jon martin,real sociedad,2023-2024,laliga,Centre-Back,24.0,2000000.0,0.14555283083409765,0.0,0.14555283083409765,Centre-Back
domingos duarte,getafe,2023-2024,laliga,Centre-Back,907.0,2000000.0,0.14166032400705503,0.016900000000000002,0.12476032400705503,Centre-Back
ibrahima konate,liverpool,2023-2024,premier-league,Centre-Back,1574.0,45000000.0,0.24514039100969592,0.0277,0.21744039100969592,Centre-Back
bruno amione,hellas verona,2023-2024,serie-a,Centre-Back,579.0,3000000.0,0.14208022579989232,0.0466,0.09548022579989232,Centre-Back
andreas hancheolsen,mainz 05,2023-2024,bundesliga,Centre-Back,992.0,9000000.0,0.15185136619849848,0.019,0.1328513661984985,Centre-Back
gian marco ferrari,sassuolo,2023-2024,serie-a,Centre-Back,2272.0,1400000.0,0.1989738704982811,0.0166,0.1823738704982811,Centre-Back
jose luis palomino,atalanta,2023-2024,serie-a,Centre-Back,27.0,700000.0,0.29822906560431434,0.0,0.29822906560431434,Centre-Back
jesus vallejo,real madrid,2024-2025,laliga,Centre-Back,138.0,1000000.0,0.09556538129950548,0.0,0.09556538129950548,Centre-Back
rafael toloi,atalanta,2024-2025,serie-a,Centre-Back,468.0,1400000.0,0.17393387209240435,0.0346,0.13933387209240436,Centre-Back
ramon martinez,sevilla,2024-2025,laliga,Centre-Back,261.0,1000000.0,0.13765497059546808,0.013600000000000001,0.12405497059546808,Centre-Back
cristhian mosquera,valencia,2024-2025,laliga,Centre-Back,3319.0,30000000.0,0.2776136891034215,0.0196,0.2580136891034215,Centre-Back
ronald araujo,barcelona,2024-2025,laliga,Centre-Back,754.0,35000000.0,0.17182178364156608,0.0155,0.15632178364156607,Centre-Back
jacobo ramon,real madrid,2024-2025,laliga,Centre-Back,204.0,1000000.0,0.10946194742239601,0.0704,0.03906194742239601,Centre-Back
arthur chaves,hoffenheim,2024-2025,bundesliga,Centre-Back,2185.0,5000000.0,0.21819161002430842,0.03520000000000001,0.18299161002430842,Centre-Back
alan matturro,genoa,2024-2025,serie-a,Centre-Back,900.0,7000000.0,0.12301152690935306,0.022,0.10101152690935306,Centre-Back
victor nelsson,roma,2024-2025,serie-a,Centre-Back,187.0,10000000.0,0.14076989728230646,0.028900000000000002,0.11186989728230645,Centre-Back
yerry mina,cagliari,2024-2025,serie-a,Centre-Back,2569.0,3000000.0,0.29802669378912017,0.035699999999999996,0.26232669378912016,Centre-Back
anrie chase,stuttgart,2024-2025,bundesliga,Centre-Back,734.0,3000000.0,0.16041533923283743,0.022,0.13841533923283744,Centre-Back
joseph aidoo,celta vigo,2024-2025,laliga,Centre-Back,2.0,1200000.0,0.18770439241118989,0.9,-0.7122956075888102,Centre-Back
raul asencio,real madrid,2024-2025,laliga,Centre-Back,1670.0,40000000.0,0.18727052094358018,0.0211,0.16617052094358017,Centre-Back
pawe dawidowicz,hellas verona,2024-2025,serie-a,Centre-Back,1845.0,2500000.0,0.1744215691540778,0.029,0.1454215691540778,Centre-Back
chris richards,crystal palace,2024-2025,premier-league,Centre-Back,1922.0,14000000.0,0.21285752486432172,0.0121,0.20075752486432172,Centre-Back
lukas klostermann,rb leipzig,2024-2025,bundesliga,Centre-Back,1838.0,8000000.0,0.17106735641324639,0.0183,0.15276735641324637,Centre-Back
john stones,manchester city,2024-2025,premier-league,Centre-Back,548.0,25000000.0,0.1475491589678306,0.014600000000000002,0.1329491589678306,Centre-Back
lisandro martinez,manchester utd,2024-2025,premier-league,Centre-Back,1751.0,40000000.0,0.21920105237074902,0.0173,0.201901052370749,Centre-Back
nicolo casale,lazio,2024-2025,serie-a,Centre-Back,135.0,6000000.0,0.17310671026468616,0.02,0.15310671026468617,Centre-Back
aleksandar sedlar,alavés,2024-2025,laliga,Centre-Back,594.0,300000.0,0.151875237569263,0.0211,0.130775237569263,Centre-Back
luken beitia,real sociedad,2024-2025,laliga,Centre-Back,8.0,300000.0,0.19608252626590297,0.0,0.19608252626590297,Centre-Back
edmond tapsoba,leverkusen,2024-2025,bundesliga,Centre-Back,2507.0,35000000.0,0.2717459354126963,0.027,0.24474593541269632,Centre-Back
sebastian otoa,genoa,2024-2025,serie-a,Centre-Back,179.0,2000000.0,0.12470541320038339,0.0452,0.0795054132003834,Centre-Back
jeanclair todibo,west ham,2024-2025,premier-league,Centre-Back,1825.0,25000000.0,0.23271334719843562,0.033100000000000004,0.1996133471984356,Centre-Back
moritz jenz,mainz 05,2024-2025,bundesliga,Centre-Back,1600.0,5000000.0,0.20563407337287365,0.0246,0.18103407337287364,Centre-Back
michael keane,everton,2024-2025,premier-league,Centre-Back,1049.0,5000000.0,0.1513381711489281,0.0213,0.13003817114892813,Centre-Back
omar alderete,getafe,2024-2025,laliga,Centre-Back,2971.0,8000000.0,0.25028458118458186,0.026,0.22428458118458186,Centre-Back
mats hummels,roma,2024-2025,serie-a,Centre-Back,915.0,2000000.0,0.17260159194415337,0.0109,0.16170159194415337,Centre-Back
siebe van der heyden,st. pauli,2024-2025,bundesliga,Centre-Back,872.0,2500000.0,0.17917558455232002,0.0383,0.14087558455232002,Centre-Back
eric bailly,villarreal,2024-2025,laliga,Centre-Back,617.0,2000000.0,0.1337260183384984,0.022,0.1117260183384984,Centre-Back
javi rodriguez,celta vigo,2024-2025,laliga,Centre-Back,2514.0,15000000.0,0.2863478599132252,0.028200000000000003,0.2581478599132252,Centre-Back
yordan osorio,parma,2024-2025,serie-a,Centre-Back,172.0,1500000.0,0.14690695806953086,0.05740000000000001,0.08950695806953085,Centre-Back
tyrick mitchell,crystal palace,2022-2023,premier-league,Left-Back,2891.0,22000000.0,0.2050391340755752,0.0318,0.1732391340755752,Left-Back
tom rothe,dortmund,2022-2023,bundesliga,Left-Back,26.0,3500000.0,0.21797780329250963,0.0692,0.14877780329250961,Left-Back
ryan sessegnon,tottenham,2022-2023,premier-league,Left-Back,813.0,18000000.0,0.13598311821100204,0.05650000000000001,0.07948311821100203,Left-Back
kimberly ezekwem,freiburg,2022-2023,bundesliga,Left-Back,8.0,350000.0,0.13104819601752027,0.0,0.13104819601752027,Left-Back
marcos acuna,sevilla,2022-2023,laliga,Left-Back,1912.0,10000000.0,0.27315217562060107,0.0476,0.22555217562060106,Left-Back
fode ballotoure,milan,2022-2023,serie-a,Left-Back,523.0,3500000.0,0.1505568212823717,0.0395,0.11105682128237168,Left-Back
paulo otavio,wolfsburg,2022-2023,bundesliga,Left-Back,2041.0,4000000.0,0.2684045214554881,0.0315,0.2369045214554881,Left-Back
carlos clerc,elche,2022-2023,laliga,Left-Back,2639.0,1500000.0,0.23452503410314124,0.028700000000000003,0.20582503410314124,Left-Back
johan mojica,elche,2022-2023,laliga,Left-Back,270.0,3000000.0,0.18676822533568635,0.056600000000000004,0.13016822533568634,Left-Back
jordi alba,barcelona,2022-2023,laliga,Left-Back,1419.0,5000000.0,0.22856049336881465,0.020200000000000003,0.20836049336881465,Left-Back
andrea cambiaso,bologna,2022-2023,serie-a,Left-Back,2170.0,8000000.0,0.22558764862922193,0.0452,0.18038764862922194,Left-Back
matt targett,newcastle utd,2023-2024,premier-league,Left-Back,78.0,10000000.0,0.13783621489712689,0.0,0.13783621489712689,Left-Back
marcos acuna,sevilla,2023-2024,laliga,Left-Back,1292.0,4000000.0,0.25045571560549185,0.048600000000000004,0.20185571560549184,Left-Back
pervis estupinan,brighton,2023-2024,premier-league,Left-Back,1243.0,30000000.0,0.2966210451377518,0.039,0.2576210451377518,Left-Back
alejandro balde,barcelona,2023-2024,laliga,Left-Back,1378.0,40000000.0,0.2582675199991329,0.051100000000000007,0.20716751999913288,Left-Back
jordan zemura,udinese,2023-2024,serie-a,Left-Back,1038.0,5000000.0,0.17398478783970958,0.0606,0.11338478783970958,Left-Back
milos kerkez,bournemouth,2023-2024,premier-league,Left-Back,1970.0,20000000.0,0.2725936223479749,0.0383,0.2342936223479749,Left-Back
patrick dorgu,lecce,2023-2024,serie-a,Left-Back,1564.0,12000000.0,0.24782824719176194,0.067,0.18082824719176194,Left-Back
ben chilwell,chelsea,2023-2024,premier-league,Left-Back,756.0,28000000.0,0.22961164430449743,0.0561,0.17351164430449745,Left-Back
carlos augusto,inter,2023-2024,serie-a,Left-Back,1725.0,22000000.0,0.25783495880447743,0.0345,0.22333495880447743,Left-Back
ridgeciano haps,genoa,2023-2024,serie-a,Left-Back,773.0,900000.0,0.1316497156665895,0.0432,0.0884497156665895,Left-Back
reinildo mandava,atlético madrid,2023-2024,laliga,Left-Back,731.0,9000000.0,0.2449812017348325,0.0344,0.21058120173483252,Left-Back
sergi cardona,villarreal,2024-2025,laliga,Left-Back,2945.0,10000000.0,0.2958815252023177,0.027200000000000002,0.2686815252023177,Left-Back
alphonso davies,bayern munich,2024-2025,bundesliga,Left-Back,1560.0,50000000.0,0.30597895271573344,0.05160000000000001,0.2543789527157334,Left-Back
robin gosens,fiorentina,2024-2025,serie-a,Left-Back,2434.0,8000000.0,0.22073278060222176,0.024,0.19673278060222177,Left-Back
rico henry,brentford,2024-2025,premier-league,Left-Back,99.0,15000000.0,0.15178755766222016,0.0819,0.06988755766222016,Left-Back
olivier deman,werder bremen,2024-2025,bundesliga,Left-Back,67.0,3000000.0,0.33612319499696325,0.0134,0.3227231949969632,Left-Back
derrick kohn,werder bremen,2024-2025,bundesliga,Left-Back,1343.0,5000000.0,0.22688951595958526,0.0408,0.18608951595958526,Left-Back
ferdi kadioglu,brighton,2024-2025,premier-league,Left-Back,385.0,25000000.0,0.1757594484247706,0.0351,0.1406594484247706,Left-Back
joakim mhle,wolfsburg,2024-2025,bundesliga,Left-Back,2188.0,14000000.0,0.2710608068808704,0.0295,0.24156080688087042,Left-Back
ramon hendriks,stuttgart,2024-2025,bundesliga,Left-Back,1154.0,5000000.0,0.20267300653869988,0.0203,0.18237300653869987,Left-Back
tommaso augello,cagliari,2024-2025,serie-a,Left-Back,2713.0,1800000.0,0.31292300676359064,0.029500000000000002,0.2834230067635906,Left-Back
hannes behrens,hoffenheim,2024-2025,bundesliga,Left-Back,29.0,350000.0,0.20426327709656208,0.0621,0.14216327709656207,Left-Back
myles lewisskelly,arsenal,2024-2025,premier-league,Left-Back,1369.0,45000000.0,0.18466651301027565,0.0275,0.15716651301027565,Left-Back
davide faraoni,hellas verona,2022-2023,serie-a,Right-Back,1485.0,3000000.0,0.23543867523975234,0.024800000000000003,0.21063867523975233,Right-Back
hugo mallo,celta vigo,2022-2023,laliga,Right-Back,2163.0,3000000.0,0.3087440527044202,0.032,0.27674405270442015,Right-Back
josip stanisic,bayern munich,2022-2023,bundesliga,Right-Back,579.0,12000000.0,0.2960563657742627,0.0516,0.2444563657742627,Right-Back
martin montoya,betis,2022-2023,laliga,Right-Back,453.0,1200000.0,0.23206167970478045,0.0476,0.18446167970478045,Right-Back
thierry correia,valencia,2022-2023,laliga,Right-Back,2009.0,8000000.0,0.34024771770137385,0.0479,0.29234771770137385,Right-Back
jeremy toljan,sassuolo,2022-2023,serie-a,Right-Back,2672.0,4500000.0,0.26555577187023366,0.022699999999999998,0.24285577187023366,Right-Back
festy ebosele,udinese,2022-2023,serie-a,Right-Back,411.0,3500000.0,0.26822248963485046,0.10070000000000001,0.16752248963485045,Right-Back
noussair mazraoui,bayern munich,2022-2023,bundesliga,Right-Back,1075.0,28000000.0,0.28769387169892147,0.031,0.25669387169892144,Right-Back
lorenzo de silvestri,bologna,2022-2023,serie-a,Right-Back,672.0,400000.0,0.20439982249419167,0.029400000000000003,0.17499982249419166,Right-Back
matty cash,aston villa,2022-2023,premier-league,Right-Back,1820.0,25000000.0,0.2869199188008122,0.0293,0.2576199188008122,Right-Back
bouna sarr,bayern munich,2022-2023,bundesliga,Right-Back,3.0,2000000.0,0.048225259299679246,0.0,0.048225259299679246,Right-Back
kilian fischer,wolfsburg,2022-2023,bundesliga,Right-Back,502.0,2000000.0,0.20609695185927235,0.025099999999999997,0.18099695185927234,Right-Back
mert muldur,sassuolo,2022-2023,serie-a,Right-Back,13.0,4000000.0,0.03317337862435527,0.0692,-0.036026621375644725,Right-Back
ben johnson,west ham,2022-2023,premier-league,Right-Back,866.0,10000000.0,0.24415605148762756,0.030000000000000002,0.21415605148762756,Right-Back
ivan balliu,rayo vallecano,2023-2024,laliga,Right-Back,2873.0,2000000.0,0.27734893685849166,0.029900000000000003,0.24744893685849165,Right-Back
vladimir coufal,west ham,2023-2024,premier-league,Right-Back,3132.0,8000000.0,0.37431269002084727,0.0246,0.34971269002084726,Right-Back
serge aurier,nott'ham forest,2023-2024,premier-league,Right-Back,833.0,3700000.0,0.2978204351005994,0.041,0.25682043510059943,Right-Back
aaron wanbissaka,manchester utd,2023-2024,premier-league,Right-Back,1780.0,20000000.0,0.33723176217830747,0.030399999999999996,0.3068317621783075,Right-Back
valentino livramento,newcastle utd,2023-2024,premier-league,Right-Back,1314.0,35000000.0,0.326436744860008,0.041800000000000004,0.284636744860008,Right-Back
dimitri foulquier,valencia,2023-2024,laliga,Right-Back,1842.0,2500000.0,0.3032823037826932,0.0464,0.2568823037826932,Right-Back
kiko femenia,villarreal,2023-2024,laliga,Right-Back,1583.0,1400000.0,0.35314856341115114,0.03,0.32314856341115117,Right-Back
mateu morey,dortmund,2023-2024,bundesliga,Right-Back,110.0,800000.0,0.2810955015515548,0.0573,0.22379550155155484,Right-Back
kenny tete,fulham,2023-2024,premier-league,Right-Back,867.0,15000000.0,0.35688915311934416,0.0332,0.32368915311934415,Right-Back
filippo terracciano,milan,2023-2024,serie-a,Right-Back,76.0,4500000.0,0.20477166112429115,0.0709,0.13387166112429116,Right-Back
kiliann sildillia,freiburg,2023-2024,bundesliga,Right-Back,1806.0,15000000.0,0.35617275142692495,0.036500000000000005,0.319672751426925,Right-Back
benjamin henrichs,rb leipzig,2023-2024,bundesliga,Right-Back,2526.0,20000000.0,0.38524925662820775,0.035199999999999995,0.35004925662820774,Right-Back
conor bradley,liverpool,2023-2024,premier-league,Right-Back,753.0,15000000.0,0.421890653823967,0.053899999999999997,0.367990653823967,Right-Back
hector fort,barcelona,2023-2024,laliga,Right-Back,318.0,10000000.0,0.22794081882185274,0.0368,0.19114081882185274,Right-Back
matteo darmian,inter,2023-2024,serie-a,Right-Back,2404.0,4000000.0,0.24175917197498822,0.0176,0.22415917197498822,Right-Back
kyle walker,manchester city,2024-2025,premier-league,Right-Back,970.0,4000000.0,0.196611089853796,0.0223,0.174311089853796,Right-Back
ridle baku,rb leipzig,2024-2025,bundesliga,Right-Back,1275.0,9000000.0,0.1740217151009189,0.0474,0.1266217151009189,Right-Back
omar traore,heidenheim,2024-2025,bundesliga,Right-Back,2616.0,4000000.0,0.2852380049895542,0.0369,0.24833800498955422,Right-Back
anthony caci,mainz 05,2024-2025,bundesliga,Right-Back,2684.0,12000000.0,0.28889931456932094,0.0467,0.24219931456932095,Right-Back
max aarons,bournemouth,2024-2025,premier-league,Right-Back,86.0,6000000.0,0.19041503674631471,0.0105,0.1799150367463147,Right-Back
nahuel molina,atlético madrid,2024-2025,laliga,Right-Back,1590.0,20000000.0,0.25363092517124913,0.022699999999999998,0.23093092517124914,Right-Back
tariq lamptey,brighton,2024-2025,premier-league,Right-Back,860.0,11000000.0,0.21824728394618287,0.0426,0.17564728394618287,Right-Back
finley stevens,st. pauli,2024-2025,bundesliga,Right-Back,1.0,500000.0,0.1405445277056995,0.0,0.1405445277056995,Right-Back
enrico del prato,parma,2024-2025,serie-a,Right-Back,2947.0,6500000.0,0.1977172866080295,0.0146,0.1831172866080295,Right-Back
allan nyom,getafe,2024-2025,laliga,Right-Back,887.0,300000.0,0.1401647838708507,0.0427,0.09746478387085071,Right-Back
woyo coulibaly,parma,2024-2025,serie-a,Right-Back,1084.0,2000000.0,0.19063383796132094,0.044000000000000004,0.14663383796132093,Right-Back
vladimir coufal,west ham,2024-2025,premier-league,Right-Back,1067.0,5000000.0,0.1798585335899843,0.0461,0.1337585335899843,Right-Back
diogo dalot,manchester utd,2024-2025,premier-league,Right-Back,2814.0,30000000.0,0.2803555591868435,0.038400000000000004,0.24195555918684353,Right-Back
noussair mazraoui,manchester utd,2024-2025,premier-league,Right-Back,2838.0,25000000.0,0.29376567252164953,0.032299999999999995,0.26146567252164954,Right-Back
lucas vazquez,real madrid,2024-2025,laliga,Right-Back,2189.0,3000000.0,0.2541643413894126,0.0385,0.21566434138941257,Right-Back
sasa lukic,torino,2022-2023,serie-a,Defensive Midfield,1195.0,12000000.0,0.22526080480710714,0.0444,0.18086080480710715,Defensive Midfield
nemanja gudelj,sevilla,2022-2023,laliga,Defensive Midfield,2779.0,4000000.0,0.30567052131610023,0.0156,0.2900705213161002,Defensive Midfield
anton stach,mainz 05,2022-2023,bundesliga,Defensive Midfield,2070.0,15000000.0,0.21781463123487815,0.044899999999999995,0.17291463123487816,Defensive Midfield
charles pickel,cremonese,2022-2023,serie-a,Defensive Midfield,2483.0,3800000.0,0.21978623231465372,0.0396,0.18018623231465372,Defensive Midfield
edimilson fernandes,mainz 05,2022-2023,bundesliga,Defensive Midfield,2437.0,5500000.0,0.2570824735349988,0.030100000000000005,0.22698247353499879,Defensive Midfield
manuel locatelli,juventus,2022-2023,serie-a,Defensive Midfield,2446.0,30000000.0,0.3090896686608517,0.040900000000000006,0.2681896686608517,Defensive Midfield
cheick doucoure,crystal palace,2022-2023,premier-league,Defensive Midfield,2769.0,35000000.0,0.2715546811482613,0.0345,0.2370546811482613,Defensive Midfield
tiemoue bakayoko,milan,2022-2023,serie-a,Defensive Midfield,41.0,2500000.0,0.20825432281079428,0.2419,-0.03364567718920572,Defensive Midfield
joao palhinha,fulham,2022-2023,premier-league,Defensive Midfield,3108.0,40000000.0,0.3079208660122562,0.043800000000000006,0.2641208660122562,Defensive Midfield
oriol romeu,girona,2022-2023,laliga,Defensive Midfield,2950.0,5000000.0,0.2895125107135354,0.04290000000000001,0.2466125107135354,Defensive Midfield
vitaly janelt,brentford,2022-2023,premier-league,Defensive Midfield,2208.0,20000000.0,0.22999172274749444,0.025300000000000003,0.20469172274749442,Defensive Midfield
tyler adams,leeds united,2022-2023,premier-league,Defensive Midfield,2156.0,18000000.0,0.3400903760825519,0.0421,0.29799037608255186,Defensive Midfield
nicolas hofler,freiburg,2022-2023,bundesliga,Defensive Midfield,2816.0,2500000.0,0.2621520199326908,0.04,0.22215201993269082,Defensive Midfield
flynn downes,west ham,2022-2023,premier-league,Defensive Midfield,762.0,9000000.0,0.1509787089129869,0.0366,0.1143787089129869,Defensive Midfield
uros racic,sassuolo,2023-2024,serie-a,Defensive Midfield,820.0,2500000.0,0.09867195826429073,0.029700000000000004,0.06897195826429073,Defensive Midfield
adam wharton,crystal palace,2023-2024,premier-league,Defensive Midfield,1297.0,30000000.0,0.12074649797543946,0.040900000000000006,0.07984649797543945,Defensive Midfield
granit xhaka,leverkusen,2023-2024,bundesliga,Defensive Midfield,2821.0,20000000.0,0.3161095568974116,0.0387,0.2774095568974116,Defensive Midfield
robert andrich,leverkusen,2023-2024,bundesliga,Defensive Midfield,1690.0,17000000.0,0.17325164126843806,0.0265,0.14675164126843807,Defensive Midfield
maxime lopez,sassuolo,2023-2024,serie-a,Defensive Midfield,140.0,7500000.0,0.09494490905752541,0.0193,0.07564490905752541,Defensive Midfield
iker munoz,osasuna,2023-2024,laliga,Defensive Midfield,1854.0,5000000.0,0.13767369641141605,0.032,0.10567369641141605,Defensive Midfield
lesley ugochukwu,chelsea,2023-2024,premier-league,Defensive Midfield,301.0,25000000.0,0.1144262078966861,0.03900000000000001,0.0754262078966861,Defensive Midfield
joshua kimmich,bayern munich,2023-2024,bundesliga,Defensive Midfield,2176.0,50000000.0,0.24565936319838508,0.027600000000000003,0.21805936319838506,Defensive Midfield
sofyan amrabat,manchester utd,2023-2024,premier-league,Defensive Midfield,938.0,22000000.0,0.1375840746195129,0.062299999999999994,0.07528407461951292,Defensive Midfield
christian gro,werder bremen,2023-2024,bundesliga,Defensive Midfield,797.0,300000.0,0.12625864926254665,0.042699999999999995,0.08355864926254666,Defensive Midfield
oriol romeu,barcelona,2023-2024,laliga,Defensive Midfield,936.0,2000000.0,0.1414951302291217,0.0385,0.10299513022912168,Defensive Midfield
yves bissouma,tottenham,2023-2024,premier-league,Defensive Midfield,2068.0,35000000.0,0.2316883080389839,0.062299999999999994,0.16938830803898391,Defensive Midfield
rolando mandragora,fiorentina,2023-2024,serie-a,Defensive Midfield,1588.0,8500000.0,0.11277522035264903,0.0324,0.08037522035264903,Defensive Midfield
jack cork,burnley,2023-2024,premier-league,Defensive Midfield,27.0,800000.0,0.173620892407618,0.1333,0.04032089240761799,Defensive Midfield
lucas torro,osasuna,2024-2025,laliga,Defensive Midfield,2957.0,3000000.0,0.2915041232829872,0.054099999999999995,0.2374041232829872,Defensive Midfield
salih ozcan,wolfsburg,2024-2025,bundesliga,Defensive Midfield,353.0,4000000.0,0.2037649724906719,0.030400000000000003,0.1733649724906719,Defensive Midfield
oliver abildgaard,como,2024-2025,serie-a,Defensive Midfield,7.0,1000000.0,0.08131408668509965,0.0,0.08131408668509965,Defensive Midfield
marc roca,betis,2024-2025,laliga,Defensive Midfield,906.0,6000000.0,0.2390715770218762,0.0488,0.1902715770218762,Defensive Midfield
jefferson lerma,crystal palace,2024-2025,premier-league,Defensive Midfield,2274.0,10000000.0,0.27445519753977754,0.036,0.23845519753977754,Defensive Midfield
ibrahim sangare,nott'ham forest,2024-2025,premier-league,Defensive Midfield,590.0,24000000.0,0.24045276550189987,0.0502,0.19025276550189987,Defensive Midfield
oussama el azzouzi,bologna,2024-2025,serie-a,Defensive Midfield,19.0,1400000.0,0.26388754638750905,0.0,0.26388754638750905,Defensive Midfield
orel mangala,everton,2024-2025,premier-league,Defensive Midfield,1261.0,18000000.0,0.15062985015062277,0.0464,0.10422985015062278,Defensive Midfield
milan badelj,genoa,2024-2025,serie-a,Defensive Midfield,1472.0,800000.0,0.2546021105570835,0.036000000000000004,0.21860211055708348,Defensive Midfield
mandela keita,parma,2024-2025,serie-a,Defensive Midfield,1826.0,12000000.0,0.2121227699124569,0.0514,0.1607227699124569,Defensive Midfield
oriol romeu,girona,2024-2025,laliga,Defensive Midfield,1356.0,1200000.0,0.27956389796961334,0.05790000000000001,0.22166389796961333,Defensive Midfield
granit xhaka,leverkusen,2024-2025,bundesliga,Defensive Midfield,2888.0,12000000.0,0.44668445097547055,0.0342,0.41248445097547054,Defensive Midfield
aleksandar pavlovic,bayern munich,2024-2025,bundesliga,Defensive Midfield,1451.0,55000000.0,0.3690114095407463,0.021,0.3480114095407463,Defensive Midfield
isaac price,everton,2022-2023,premier-league,Central Midfield,33.0,400000.0,0.0393358723212877,0.0273,0.012035872321287697,Central Midfield
arne maier,augsburg,2022-2023,bundesliga,Central Midfield,1960.0,6500000.0,0.12008073583773661,0.0472,0.0728807358377366,Central Midfield
nicolo barella,inter,2022-2023,serie-a,Central Midfield,2613.0,75000000.0,0.2693183461009314,0.0557,0.21361834610093142,Central Midfield
scott mctominay,manchester utd,2022-2023,premier-league,Central Midfield,1160.0,25000000.0,0.11999258895351775,0.0737,0.046292588953517746,Central Midfield
charles aranguiz,leverkusen,2022-2023,bundesliga,Central Midfield,493.0,3500000.0,0.10032647777878101,0.034800000000000005,0.06552647777878101,Central Midfield
joelinton,newcastle utd,2022-2023,premier-league,Central Midfield,2661.0,42000000.0,0.2177998319877117,0.08080000000000001,0.13699983198771168,Central Midfield
javier guerra,valencia,2022-2023,laliga,Central Midfield,605.0,2000000.0,0.12201956344568064,0.09079999999999999,0.03121956344568065,Central Midfield
sergej milinkovicsavic,lazio,2022-2023,serie-a,Central Midfield,3022.0,50000000.0,0.25099535473470996,0.0844,0.16659535473470996,Central Midfield
john mcginn,aston villa,2022-2023,premier-league,Central Midfield,2693.0,27000000.0,0.2022564698507337,0.0565,0.1457564698507337,Central Midfield
josh onomah,fulham,2022-2023,premier-league,Central Midfield,15.0,1500000.0,0.08805003165735202,0.18,-0.09194996834264797,Central Midfield
oscar valentin,rayo vallecano,2022-2023,laliga,Central Midfield,2555.0,5000000.0,0.19213874382278348,0.043300000000000005,0.14883874382278348,Central Midfield
andres guardado,betis,2022-2023,laliga,Central Midfield,1373.0,1500000.0,0.1560605280755367,0.030100000000000002,0.1259605280755367,Central Midfield
aleix garcia,girona,2022-2023,laliga,Central Midfield,2337.0,10000000.0,0.2412347832684565,0.0239,0.21733478326845648,Central Midfield
clement grenier,mallorca,2022-2023,laliga,Central Midfield,718.0,800000.0,0.10094938173810208,0.06520000000000001,0.035749381738102076,Central Midfield
thiago alcantara,liverpool,2022-2023,premier-league,Central Midfield,1254.0,15000000.0,0.20753819816100375,0.06080000000000001,0.14673819816100375,Central Midfield
ander guevara,real sociedad,2022-2023,laliga,Central Midfield,221.0,2500000.0,0.11705641050362556,0.0327,0.08435641050362555,Central Midfield
naouirou ahamada,crystal palace,2022-2023,premier-league,Central Midfield,94.0,10000000.0,0.06234097418434076,0.0862,-0.02385902581565924,Central Midfield
tyrese francois,fulham,2022-2023,premier-league,Central Midfield,1.0,500000.0,0.1897420337777611,0.9,-0.7102579662222389,Central Midfield
aster vranckx,wolfsburg,2022-2023,bundesliga,Central Midfield,8.0,8500000.0,0.032545108870624034,0.0,0.032545108870624034,Central Midfield
noah mbamba,leverkusen,2022-2023,bundesliga,Central Midfield,1.0,3000000.0,0.004331896551724138,0.0,0.004331896551724138,Central Midfield
ramon terrats,villarreal,2022-2023,laliga,Central Midfield,816.0,4000000.0,0.13473190111503439,0.076,0.05873190111503439,Central Midfield
raul guti,elche,2022-2023,laliga,Central Midfield,1117.0,2500000.0,0.08926921590624146,0.0467,0.04256921590624146,Central Midfield
andrey santos,nott'ham forest,2023-2024,premier-league,Central Midfield,8.0,15000000.0,0.08878470259972247,0.0,0.08878470259972247,Central Midfield
john mcginn,aston villa,2023-2024,premier-league,Central Midfield,2999.0,30000000.0,0.1982966746885343,0.0648,0.1334966746885343,Central Midfield
declan rice,arsenal,2023-2024,premier-league,Central Midfield,3225.0,120000000.0,0.27182444859379845,0.0304,0.24142444859379844,Central Midfield
ebenezer akinsanmiro,inter,2023-2024,serie-a,Central Midfield,15.0,1800000.0,0.11089101830410797,0.18,-0.06910898169589202,Central Midfield
