club,club_id,player,player_id,market_value_str,market_value_eur,player_url,player_norm,club_norm,season,competition_code
Paris Saint-Germain,583,Gianluigi Donnarumma,315858,€50.00m,50000000.0,https://www.transfermarkt.com/gianluigi-donnarumma/profil/spieler/315858,gianluigi donnarumma,paris saint-germain,2021,FR1
Paris Saint-Germain,583,Keylor Navas,79422,€8.00m,8000000.0,https://www.transfermarkt.com/keylor-navas/profil/spieler/79422,keylor navas,paris saint-germain,2021,FR1
Paris Saint-Germain,583,Sergio Rico,207302,€4.00m,4000000.0,https://www.transfermarkt.com/sergio-rico/profil/spieler/207302,sergio rico,paris saint-germain,2021,FR1
Paris Saint-Germain,583,Alexandre Letellier,93730,€400k,400000.0,https://www.transfermarkt.com/alexandre-letellier/profil/spieler/93730,alexandre letellier,paris saint-germain,2021,FR1
Paris Saint-Germain,583,Garissone Innocent,460626,€300k,300000.0,https://www.transfermarkt.com/garissone-innocent/profil/spieler/460626,garissone innocent,paris saint-germain,2021,FR1
Paris Saint-Germain,583,Denis Franchi,606576,€250k,250000.0,https://www.transfermarkt.com/denis-franchi/profil/spieler/606576,denis franchi,paris saint-germain,2021,FR1
Paris Saint-Germain,583,Marquinhos,181767,€70.00m,70000000.0,https://www.transfermarkt.com/marquinhos/profil/spieler/181767,marquinhos,paris saint-germain,2021,FR1
Paris Saint-Germain,583,Presnel Kimpembe,282041,€40.00m,40000000.0,https://www.transfermarkt.com/presnel-kimpembe/profil/spieler/282041,presnel kimpembe,paris saint-germain,2021,FR1
Paris Saint-Germain,583,Thilo Kehrer,228948,€22.00m,22000000.0,https://www.transfermarkt.com/thilo-kehrer/profil/spieler/228948,thilo kehrer,paris saint-germain,2021,FR1
Paris Saint-Germain,583,Abdou Diallo,229005,€18.00m,18000000.0,https://www.transfermarkt.com/abdou-diallo/profil/spieler/229005,abdou diallo,paris saint-germain,2021,FR1
Paris Saint-Germain,583,Danilo Pereira,141050,€14.00m,14000000.0,https://www.transfermarkt.com/danilo-pereira/profil/spieler/141050,danilo pereira,paris saint-germain,2021,FR1
Paris Saint-Germain,583,Sergio Ramos,25557,€6.00m,6000000.0,https://www.transfermarkt.com/sergio-ramos/profil/spieler/25557,sergio ramos,paris saint-germain,2021,FR1
Paris Saint-Germain,583,El Chadaille Bitshiabu,787912,€2.00m,2000000.0,https://www.transfermarkt.com/el-chadaille-bitshiabu/profil/spieler/787912,el chadaille bitshiabu,paris saint-germain,2021,FR1
Paris Saint-Germain,583,Nuno Mendes,616341,€40.00m,40000000.0,https://www.transfermarkt.com/nuno-mendes/profil/spieler/616341,nuno mendes,paris saint-germain,2021,FR1
Paris Saint-Germain,583,Juan Bernat,126719,€12.00m,12000000.0,https://www.transfermarkt.com/juan-bernat/profil/spieler/126719,juan bernat,paris saint-germain,2021,FR1
Paris Saint-Germain,583,Layvin Kurzawa,126710,€5.00m,5000000.0,https://www.transfermarkt.com/layvin-kurzawa/profil/spieler/126710,layvin kurzawa,paris saint-germain,2021,FR1
Paris Saint-Germain,583,Teddy Alloh,618405,€400k,400000.0,https://www.transfermarkt.com/teddy-alloh/profil/spieler/618405,teddy alloh,paris saint-germain,2021,FR1
Paris Saint-Germain,583,Achraf Hakimi,398073,€65.00m,65000000.0,https://www.transfermarkt.com/achraf-hakimi/profil/spieler/398073,achraf hakimi,paris saint-germain,2021,FR1
Paris Saint-Germain,583,Colin Dagba,460629,€7.00m,7000000.0,https://www.transfermarkt.com/colin-dagba/profil/spieler/460629,colin dagba,paris saint-germain,2021,FR1
Paris Saint-Germain,583,Leandro Paredes,166237,€17.00m,17000000.0,https://www.transfermarkt.com/leandro-paredes/profil/spieler/166237,leandro paredes,paris saint-germain,2021,FR1
Paris Saint-Germain,583,Idrissa Gueye,126665,€12.00m,12000000.0,https://www.transfermarkt.com/idrissa-gueye/profil/spieler/126665,idrissa gueye,paris saint-germain,2021,FR1
Paris Saint-Germain,583,Marco Verratti,102558,€50.00m,50000000.0,https://www.transfermarkt.com/marco-verratti/profil/spieler/102558,marco verratti,paris saint-germain,2021,FR1
Paris Saint-Germain,583,Georginio Wijnaldum,49499,€18.00m,18000000.0,https://www.transfermarkt.com/georginio-wijnaldum/profil/spieler/49499,georginio wijnaldum,paris saint-germain,2021,FR1
Paris Saint-Germain,583,Ander Herrera,99343,€10.00m,10000000.0,https://www.transfermarkt.com/ander-herrera/profil/spieler/99343,ander herrera,paris saint-germain,2021,FR1
Paris Saint-Germain,583,Edouard Michut,659521,€3.00m,3000000.0,https://www.transfermarkt.com/edouard-michut/profil/spieler/659521,edouard michut,paris saint-germain,2021,FR1
Paris Saint-Germain,583,Junior Dina Ebimbe,536482,€5.00m,5000000.0,https://www.transfermarkt.com/junior-dina-ebimbe/profil/spieler/536482,junior dina ebimbe,paris saint-germain,2021,FR1
Paris Saint-Germain,583,Neymar,68290,€75.00m,75000000.0,https://www.transfermarkt.com/neymar/profil/spieler/68290,neymar,paris saint-germain,2021,FR1
Paris Saint-Germain,583,Rafinha,129473,€9.00m,9000000.0,https://www.transfermarkt.com/rafinha/profil/spieler/129473,rafinha,paris saint-germain,2021,FR1
Paris Saint-Germain,583,Xavi Simons,566931,€4.00m,4000000.0,https://www.transfermarkt.com/xavi-simons/profil/spieler/566931,xavi simons,paris saint-germain,2021,FR1
Paris Saint-Germain,583,Nathan Bitumazala,618415,€400k,400000.0,https://www.transfermarkt.com/nathan-bitumazala/profil/spieler/618415,nathan bitumazala,paris saint-germain,2021,FR1
Paris Saint-Germain,583,Julian Draxler,85148,€18.00m,18000000.0,https://www.transfermarkt.com/julian-draxler/profil/spieler/85148,julian draxler,paris saint-germain,2021,FR1
Paris Saint-Germain,583,Ismaël Gharbi,810096,€1.50m,1500000.0,https://www.transfermarkt.com/ismael-gharbi/profil/spieler/810096,ismael gharbi,paris saint-germain,2021,FR1
Paris Saint-Germain,583,Kenny Nagera,618416,€300k,300000.0,https://www.transfermarkt.com/kenny-nagera/profil/spieler/618416,kenny nagera,paris saint-germain,2021,FR1
Paris Saint-Germain,583,Djeidi Gassama,795657,€300k,300000.0,https://www.transfermarkt.com/djeidi-gassama/profil/spieler/795657,djeidi gassama,paris saint-germain,2021,FR1
Paris Saint-Germain,583,Lionel Messi,28003,€50.00m,50000000.0,https://www.transfermarkt.com/lionel-messi/profil/spieler/28003,lionel messi,paris saint-germain,2021,FR1
Paris Saint-Germain,583,Pablo Sarabia,74230,€25.00m,25000000.0,https://www.transfermarkt.com/pablo-sarabia/profil/spieler/74230,pablo sarabia,paris saint-germain,2021,FR1
Paris Saint-Germain,583,Ángel Di María,45320,€12.00m,12000000.0,https://www.transfermarkt.com/angel-di-maria/profil/spieler/45320,angel di maria,paris saint-germain,2021,FR1
Paris Saint-Germain,583,Kylian Mbappé,342229,€160.00m,160000000.0,https://www.transfermarkt.com/kylian-mbappe/profil/spieler/342229,kylian mbappe,paris saint-germain,2021,FR1
Paris Saint-Germain,583,Mauro Icardi,68863,€22.00m,22000000.0,https://www.transfermarkt.com/mauro-icardi/profil/spieler/68863,mauro icardi,paris saint-germain,2021,FR1
Paris Saint-Germain,583,Arnaud Kalimuendo,585959,€18.00m,18000000.0,https://www.transfermarkt.com/arnaud-kalimuendo/profil/spieler/585959,arnaud kalimuendo,paris saint-germain,2021,FR1
Paris Saint-Germain,583,Sekou Yansané,853344,€300k,300000.0,https://www.transfermarkt.com/sekou-yansane/profil/spieler/853344,sekou yansane,paris saint-germain,2021,FR1
Olympique Lyon,1041,Anthony Lopes,60561,€10.00m,10000000.0,https://www.transfermarkt.com/anthony-lopes/profil/spieler/60561,anthony lopes,olympique lyon,2021,FR1
Olympique Lyon,1041,Julian Pollersbeck,228975,€800k,800000.0,https://www.transfermarkt.com/julian-pollersbeck/profil/spieler/228975,julian pollersbeck,olympique lyon,2021,FR1
Olympique Lyon,1041,Kayne Bonnevie,618465,€250k,250000.0,https://www.transfermarkt.com/kayne-bonnevie/profil/spieler/618465,kayne bonnevie,olympique lyon,2021,FR1
