club,club_id,player,player_id,market_value_str,market_value_eur,player_url,player_norm,club_norm,season,competition_code
Paris Saint-Germain,583,Gianluigi Donnarumma,315858,€45.00m,45000000.0,https://www.transfermarkt.com/gianluigi-donnarumma/profil/spieler/315858,gianluigi donnarumma,paris saint-germain,2022,FR1
Paris Saint-Germain,583,Keylor Navas,79422,€4.00m,4000000.0,https://www.transfermarkt.com/keylor-navas/profil/spieler/79422,keylor navas,paris saint-germain,2022,FR1
Paris Saint-Germain,583,Sergio Rico,207302,€3.00m,3000000.0,https://www.transfermarkt.com/sergio-rico/profil/spieler/207302,sergio rico,paris saint-germain,2022,FR1
Paris Saint-Germain,583,Lucas Lavallée,654408,€300k,300000.0,https://www.transfermarkt.com/lucas-lavallee/profil/spieler/654408,lucas lavallee,paris saint-germain,2022,FR1
Paris Saint-Germain,583,Alexandre Letellier,93730,€300k,300000.0,https://www.transfermarkt.com/alexandre-letellier/profil/spieler/93730,alexandre letellier,paris saint-germain,2022,FR1
Paris Saint-Germain,583,Marquinhos,181767,€65.00m,65000000.0,https://www.transfermarkt.com/marquinhos/profil/spieler/181767,marquinhos,paris saint-germain,2022,FR1
Paris Saint-Germain,583,Presnel Kimpembe,282041,€28.00m,28000000.0,https://www.transfermarkt.com/presnel-kimpembe/profil/spieler/282041,presnel kimpembe,paris saint-germain,2022,FR1
Paris Saint-Germain,583,Abdou Diallo,229005,€10.00m,10000000.0,https://www.transfermarkt.com/abdou-diallo/profil/spieler/229005,abdou diallo,paris saint-germain,2022,FR1
Paris Saint-Germain,583,Danilo Pereira,141050,€10.00m,10000000.0,https://www.transfermarkt.com/danilo-pereira/profil/spieler/141050,danilo pereira,paris saint-germain,2022,FR1
Paris Saint-Germain,583,El Chadaille Bitshiabu,787912,€7.00m,7000000.0,https://www.transfermarkt.com/el-chadaille-bitshiabu/profil/spieler/787912,el chadaille bitshiabu,paris saint-germain,2022,FR1
Paris Saint-Germain,583,Sergio Ramos,25557,€4.50m,4500000.0,https://www.transfermarkt.com/sergio-ramos/profil/spieler/25557,sergio ramos,paris saint-germain,2022,FR1
Paris Saint-Germain,583,Nehemiah Fernandez,743495,€250k,250000.0,https://www.transfermarkt.com/nehemiah-fernandez/profil/spieler/743495,nehemiah fernandez,paris saint-germain,2022,FR1
Paris Saint-Germain,583,Nuno Mendes,616341,€65.00m,65000000.0,https://www.transfermarkt.com/nuno-mendes/profil/spieler/616341,nuno mendes,paris saint-germain,2022,FR1
Paris Saint-Germain,583,Juan Bernat,126719,€10.00m,10000000.0,https://www.transfermarkt.com/juan-bernat/profil/spieler/126719,juan bernat,paris saint-germain,2022,FR1
Paris Saint-Germain,583,Achraf Hakimi,398073,€65.00m,65000000.0,https://www.transfermarkt.com/achraf-hakimi/profil/spieler/398073,achraf hakimi,paris saint-germain,2022,FR1
Paris Saint-Germain,583,Nordi Mukiele,348026,€18.00m,18000000.0,https://www.transfermarkt.com/nordi-mukiele/profil/spieler/348026,nordi mukiele,paris saint-germain,2022,FR1
Paris Saint-Germain,583,Timothée Pembélé,538998,€5.00m,5000000.0,https://www.transfermarkt.com/timothee-pembele/profil/spieler/538998,timothee pembele,paris saint-germain,2022,FR1
Paris Saint-Germain,583,Hugo Lamy,815445,€250k,250000.0,https://www.transfermarkt.com/hugo-lamy/profil/spieler/815445,hugo lamy,paris saint-germain,2022,FR1
Paris Saint-Germain,583,Vitinha,487469,€42.00m,42000000.0,https://www.transfermarkt.com/vitinha/profil/spieler/487469,vitinha,paris saint-germain,2022,FR1
Paris Saint-Germain,583,Leandro Paredes,166237,€12.00m,12000000.0,https://www.transfermarkt.com/leandro-paredes/profil/spieler/166237,leandro paredes,paris saint-germain,2022,FR1
Paris Saint-Germain,583,Idrissa Gueye,126665,€5.00m,5000000.0,https://www.transfermarkt.com/idrissa-gueye/profil/spieler/126665,idrissa gueye,paris saint-germain,2022,FR1
Paris Saint-Germain,583,Marco Verratti,102558,€40.00m,40000000.0,https://www.transfermarkt.com/marco-verratti/profil/spieler/102558,marco verratti,paris saint-germain,2022,FR1
Paris Saint-Germain,583,Fabián Ruiz,350219,€32.00m,32000000.0,https://www.transfermarkt.com/fabian-ruiz/profil/spieler/350219,fabian ruiz,paris saint-germain,2022,FR1
Paris Saint-Germain,583,Carlos Soler,372246,€25.00m,25000000.0,https://www.transfermarkt.com/carlos-soler/profil/spieler/372246,carlos soler,paris saint-germain,2022,FR1
