club,club_id,player,player_id,market_value_str,market_value_eur,player_url,player_norm,club_norm,season,competition_code
Real Madrid,418,Thibaut Courtois,108390,€20.00m,20000000.0,https://www.transfermarkt.com/thibaut-courtois/profil/spieler/108390,thibaut courtois,real madrid,2024,ES1
Real Madrid,418,Andriy Lunin,404839,€18.00m,18000000.0,https://www.transfermarkt.com/andriy-lunin/profil/spieler/404839,andriy lunin,real madrid,2024,ES1
Real Madrid,418,Fran González,1055220,€400k,400000.0,https://www.transfermarkt.com/fran-gonzalez/profil/spieler/1055220,fran gonzalez,real madrid,2024,ES1
Real Madrid,418,Sergio Mestre,973314,€50k,50000.0,https://www.transfermarkt.com/sergio-mestre/profil/spieler/973314,sergio mestre,real madrid,2024,ES1
Real Madrid,418,Dean Huijsen,890290,€60.00m,60000000.0,https://www.transfermarkt.com/dean-huijsen/profil/spieler/890290,dean huijsen,real madrid,2024,ES1
Real Madrid,418,Raúl Asencio,935245,€40.00m,40000000.0,https://www.transfermarkt.com/raul-asencio/profil/spieler/935245,raul asencio,real madrid,2024,ES1
Real Madrid,418,Éder Militão,401530,€30.00m,30000000.0,https://www.transfermarkt.com/eder-militao/profil/spieler/401530,eder militao,real madrid,2024,ES1
Real Madrid,418,Antonio Rüdiger,86202,€20.00m,20000000.0,https://www.transfermarkt.com/antonio-rudiger/profil/spieler/86202,antonio rudiger,real madrid,2024,ES1
Real Madrid,418,David Alaba,59016,€6.00m,6000000.0,https://www.transfermarkt.com/david-alaba/profil/spieler/59016,david alaba,real madrid,2024,ES1
Real Madrid,418,Jacobo Ramón,948278,€1.00m,1000000.0,https://www.transfermarkt.com/jacobo-ramon/profil/spieler/948278,jacobo ramon,real madrid,2024,ES1
Real Madrid,418,Diego Aguado,1208520,€1.00m,1000000.0,https://www.transfermarkt.com/diego-aguado/profil/spieler/1208520,diego aguado,real madrid,2024,ES1
Real Madrid,418,Jesús Vallejo,251896,€1.00m,1000000.0,https://www.transfermarkt.com/jesus-vallejo/profil/spieler/251896,jesus vallejo,real madrid,2024,ES1
Real Madrid,418,Víctor Valdepeñas,1186245,€500k,500000.0,https://www.transfermarkt.com/victor-valdepenas/profil/spieler/1186245,victor valdepenas,real madrid,2024,ES1
Real Madrid,418,Mario Rivas,1176520,€300k,300000.0,https://www.transfermarkt.com/mario-rivas/profil/spieler/1176520,mario rivas,real madrid,2024,ES1
Real Madrid,418,Fran García,341264,€18.00m,18000000.0,https://www.transfermarkt.com/fran-garcia/profil/spieler/341264,fran garcia,real madrid,2024,ES1
