club,club_id,player,player_id,market_value_str,market_value_eur,player_url,player_norm,club_norm,season,competition_code
Manchester City,281,Ederson,238223,€35.00m,35000000.0,https://www.transfermarkt.com/ederson/profil/spieler/238223,ederson,manchester city,2023,GB1
Manchester City,281,Stefan Ortega,85941,€9.00m,9000000.0,https://www.transfermarkt.com/stefan-ortega/profil/spieler/85941,stefan ortega,manchester city,2023,GB1
Manchester City,281,Zack Steffen,221624,€2.00m,2000000.0,https://www.transfermarkt.com/zack-steffen/profil/spieler/221624,zack steffen,manchester city,2023,GB1
Manchester City,281,True Grant,919438,€500k,500000.0,https://www.transfermarkt.com/true-grant/profil/spieler/919438,true grant,manchester city,2023,GB1
Manchester City,281,Scott Carson,14555,€200k,200000.0,https://www.transfermarkt.com/scott-carson/profil/spieler/14555,scott carson,manchester city,2023,GB1
Manchester City,281,Rúben Dias,258004,€80.00m,80000000.0,https://www.transfermarkt.com/ruben-dias/profil/spieler/258004,ruben dias,manchester city,2023,GB1
Manchester City,281,Josko Gvardiol,475959,€75.00m,75000000.0,https://www.transfermarkt.com/josko-gvardiol/profil/spieler/475959,josko gvardiol,manchester city,2023,GB1
Manchester City,281,Manuel Akanji,284730,€45.00m,45000000.0,https://www.transfermarkt.com/manuel-akanji/profil/spieler/284730,manuel akanji,manchester city,2023,GB1
Manchester City,281,Nathan Aké,177476,€40.00m,40000000.0,https://www.transfermarkt.com/nathan-ake/profil/spieler/177476,nathan ake,manchester city,2023,GB1
Manchester City,281,John Stones,186590,€38.00m,38000000.0,https://www.transfermarkt.com/john-stones/profil/spieler/186590,john stones,manchester city,2023,GB1
Manchester City,281,Taylor Harwood-Bellis,503977,€22.00m,22000000.0,https://www.transfermarkt.com/taylor-harwood-bellis/profil/spieler/503977,taylor harwood-bellis,manchester city,2023,GB1
Manchester City,281,Aymeric Laporte,176553,€20.00m,20000000.0,https://www.transfermarkt.com/aymeric-laporte/profil/spieler/176553,aymeric laporte,manchester city,2023,GB1
