comp_name,region,country,season_start_year,squad,player_num,player_name,player_position,player_dob,player_age,player_nationality,current_club,player_height_mtrs,player_foot,date_joined,joined_from,contract_expiry,player_market_value_euro,player_url,Season,Liga
Bundesliga,Europe,Germany,2023,TSG 1899 Hoffenheim,9,Anton Stach,Centre-Forward,,,Togo,TSG 1899 Hoffenheim,1.85,right,,Hannover 96,,4000000,https://www.transfermarkt.com/anton-stach/profil/spieler/344069,2023-2024,Bundesliga
Premier League,Europe,England,2023,Fulham FC,28,Antonee Robinson,Central Midfield,,,Serbia,Fulham FC,1.82,right,,Torino FC,,10000000,https://www.transfermarkt.com/antonee-robinson/profil/spieler/349701,2023-2024,Premier-League
Serie A,Europe,Italy,2023,ACF Fiorentina,-,Antonín Barák,Left-Back,,,Italy,ACF Fiorentina,1.85,right,,,,,https://www.transfermarkt.com/antonin-barak/profil/spieler/272261,2023-2024,Serie-A
Ligue 1,Europe,France,2023,AS Monaco,37,Antonin Cartillier,Central Midfield,,,France,Cercle Brugge ,1.85,right,,AS Monaco U21,,2000000,https://www.transfermarkt.com/antonin-cartillier/profil/spieler/774772,2023-2024,Ligue-1
Serie A,Europe,Italy,2023,US Lecce,18,Antonino Gallo,Central Midfield,,,Albania,US Lecce,1.86,right,,Lecce Primavera,,1000000,https://www.transfermarkt.com/antonino-gallo/profil/spieler/392516,2023-2024,Serie-A
LaLiga,Europe,Spain,2023,Deportivo Alavés,-,Antonio Blanco,Centre-Forward,,,Spain,CD Leganés,1.82,right,,Real Valladolid Promesas,,2500000,https://www.transfermarkt.com/antonio-blanco/profil/spieler/495621,2023-2024,La-Liga
Serie A,Europe,Italy,2023,US Salernitana 1919,18,Antonio Candreva,Central Midfield,,,Mali,US Lecce,1.83,right,,Angers SCO,,3500000,https://www.transfermarkt.com/antonio-candreva/profil/spieler/25488,2023-2024,Serie-A
LaLiga,Europe,Spain,2023,Villarreal CF,20,Antonio Espigares,Central Midfield,,,Spain,RCD Espanyol Barcelona,1.81,left,,Girona FC,,4000000,https://www.transfermarkt.com/antonio-espigares/profil/spieler/886047,2023-2024,La-Liga
LaLiga,Europe,Spain,2023,Atlético de Madrid,2,Antonio Gomis,Centre-Back,,,Uruguay,Atlético de Madrid,1.85,right,,Danubio FC,,22000000,https://www.transfermarkt.com/antonio-gomis/profil/spieler/930415,2023-2024,La-Liga
Serie A,Europe,Italy,2023,AC Milan,28,Antonio Mirante,Centre-Back,,,Germany,Newcastle United,1.94,right,,FC Schalke 04,,25000000,https://www.transfermarkt.com/antonio-mirante/profil/spieler/22141,2023-2024,Serie-A
Serie A,Europe,Italy,2023,US Salernitana 1919,4,Antonio Pio Iervolino,Centre-Back,,,Greece,Athens Kallithea,1.85,right,,OFI Crete FC,,,https://www.transfermarkt.com/antonio-pio-iervolino/profil/spieler/704347,2023-2024,Serie-A
LaLiga,Europe,Spain,2023,Granada CF,18,Antonio Puertas,Defensive Midfield,,,Serbia,FK Vojvodina Novi Sad,1.85,right,,Red Star Belgrade,,2500000,https://www.transfermarkt.com/antonio-puertas/profil/spieler/262365,2023-2024,La-Liga
LaLiga,Europe,Spain,2023,RCD Mallorca,20,Antonio Raíllo,Right-Back,,,Uruguay,FC Krasnodar,1.73,right,,CA Peñarol,,3000000,https://www.transfermarkt.com/antonio-raillo/profil/spieler/278296,2023-2024,La-Liga
LaLiga,Europe,Spain,2023,Real Madrid,20,Antonio Rüdiger,Left-Back,,,Spain,Real Madrid,1.69,left,,Rayo Vallecano,,15000000,https://www.transfermarkt.com/antonio-rudiger/profil/spieler/86202,2023-2024,La-Liga
Serie A,Europe,Italy,2023,Torino FC,-,Antonio Sanabria,Right Winger,,,Cyprus,Torino FC,1.91,left,,Torino Primavera,,1000000,https://www.transfermarkt.com/antonio-sanabria/profil/spieler/234523,2023-2024,Serie-A
LaLiga,Europe,Spain,2023,RCD Mallorca,21,Antonio Sánchez,Centre-Back,,,Spain,RCD Mallorca,1.87,right,,RCD Espanyol Barcelona,,2000000,https://www.transfermarkt.com/antonio-sanchez/profil/spieler/513031,2023-2024,La-Liga
LaLiga,Europe,Spain,2023,Deportivo Alavés,1,Antonio Sivera,Goalkeeper,,,Spain,Deportivo Alavés,1.85,right,,Valencia Mestalla,,6000000,https://www.transfermarkt.com/antonio-sivera/profil/spieler/298197,2023-2024,La-Liga
Serie A,Europe,Italy,2023,Udinese Calcio,6,Antonio Tikvic,Central Midfield,,,Spain,Udinese Calcio,1.75,right,,Athletic Bilbao,,2000000,https://www.transfermarkt.com/antonio-tikvic/profil/spieler/797791,2023-2024,Serie-A
Bundesliga,Europe,Germany,2023,Borussia Dortmund,8,Antonios Papadopoulos,Central Midfield,,,Germany,Borussia Dortmund,1.9,right,,VfL Wolfsburg,,20000000,https://www.transfermarkt.com/antonios-papadopoulos/profil/spieler/482573,2023-2024,Bundesliga
Premier League,Europe,England,2023,Manchester United,43,Antony,Defensive Midfield,,,England,West Bromwich Albion,1.8,right,,Manchester United U21,,,https://www.transfermarkt.com/antony/profil/spieler/602105,2023-2024,Premier-League
Premier League,Europe,England,2023,Sheffield United,11,Antwoine Hackford,Centre-Forward,,,Chile,Derby County,1.85,right,,Southampton FC,,8000000,https://www.transfermarkt.com/antwoine-hackford/profil/spieler/670859,2023-2024,Premier-League
Bundesliga,Europe,Germany,2023,1.FSV Mainz 05,23,Anwar El Ghazi,Defensive Midfield,,,France,Without Club,1.88,right,,Without Club,,,https://www.transfermarkt.com/anwar-el-ghazi/profil/spieler/183720,2023-2024,Bundesliga
LaLiga,Europe,Spain,2023,Real Madrid,18,Arda Güler,Defensive Midfield,,,France,Real Madrid,1.88,right,,AS Monaco,,100000000,https://www.transfermarkt.com/arda-guler/profil/spieler/861410,2023-2024,La-Liga
Serie A,Europe,Italy,2023,FC Empoli,-,Ardian Ismajli,Centre-Back,,,Italy,SSC Napoli,1.86,right,,,,,https://www.transfermarkt.com/ardian-ismajli/profil/spieler/435228,2023-2024,Serie-A
LaLiga,Europe,Spain,2023,Rayo Vallecano,20,Aridane Hernández,Right-Back,,,Albania,Rayo Vallecano,1.72,right,,UD Almería,,2000000,https://www.transfermarkt.com/aridane-hernandez/profil/spieler/82503,2023-2024,La-Liga
Premier League,Europe,England,2023,Burnley FC,29,Arijanet Murić,Goalkeeper,,,Chile,Swansea City,1.94,left,,Leyton Orient,,,https://www.transfermarkt.com/arijanet-muric/profil/spieler/371021,2023-2024,Premier-League
Serie A,Europe,Italy,2023,Frosinone Calcio,23,Arijon Ibrahimovic,Centre-Back,,,Albania,Frosinone Calcio,1.93,right,,Carrarese Calcio 1908,,,https://www.transfermarkt.com/arijon-ibrahimovic/profil/spieler/744728,2023-2024,Serie-A
LaLiga,Europe,Spain,2023,Real Sociedad,-,Aritz Elustondo,Right-Back,,,Venezuela,Real Sociedad,1.76,right,,Real Sociedad B,,2500000,https://www.transfermarkt.com/aritz-elustondo/profil/spieler/229804,2023-2024,La-Liga
Serie A,Europe,Italy,2023,Juventus FC,-,Arkadiusz Milik,Right Winger,,,Argentina,AS Roma,1.82,left,,Juventus Next Gen,,25000000,https://www.transfermarkt.com/arkadiusz-milik/profil/spieler/191891,2023-2024,Serie-A
Serie A,Europe,Italy,2023,US Sassuolo,6,Armand Laurienté,Defensive Midfield,,,Serbia,Aris Thessaloniki,1.93,both,,Valencia CF,,2500000,https://www.transfermarkt.com/armand-lauriente/profil/spieler/579930,2023-2024,Serie-A
Premier League,Europe,England,2023,Chelsea FC,-,Armando Broja,Central Midfield,,,Finland,Chelsea FC U21,1.88,left,,,,,https://www.transfermarkt.com/armando-broja/profil/spieler/571743,2023-2024,Premier-League
Serie A,Europe,Italy,2023,AC Monza,19,Armando Izzo,Right-Back,,,Italy,AC Monza,1.76,right,,Pisa Sporting Club,,3500000,https://www.transfermarkt.com/armando-izzo/profil/spieler/32113,2023-2024,Serie-A
LaLiga,Europe,Spain,2023,Girona FC,-,Arnau Martínez,Attacking Midfield,,,Spain,Girona FC B,1.81,right,,,,,https://www.transfermarkt.com/arnau-martinez/profil/spieler/826224,2023-2024,La-Liga
LaLiga,Europe,Spain,2023,UD Almería,13,Arnau Puigmal,Goalkeeper,,,Spain,UD Almería,1.83,right,,UCAM Murcia CF,,,https://www.transfermarkt.com/arnau-puigmal/profil/spieler/536030,2023-2024,La-Liga
Ligue 1,Europe,France,2023,Paris Saint-Germain,1,Arnau Tenas,Goalkeeper,,,Costa Rica,UNAM Pumas,1.85,right,,Real Madrid,,1500000,https://www.transfermarkt.com/arnau-tenas/profil/spieler/466783,2023-2024,Ligue-1
Ligue 1,Europe,France,2023,Stade Rennais FC,-,Arnaud Kalimuendo,Left Winger,,,Belgium,Manchester City,1.73,right,,RSC Anderlecht,,65000000,https://www.transfermarkt.com/arnaud-kalimuendo/profil/spieler/585959,2023-2024,Ligue-1
Ligue 1,Europe,France,2023,Montpellier HSC,17,Arnaud Nordin,Left-Back,,,France,Montpellier HSC,1.76,left,,Nîmes Olympique,,1000000,https://www.transfermarkt.com/arnaud-nordin/profil/spieler/324811,2023-2024,Ligue-1
Premier League,Europe,England,2023,Everton FC,21,Arnaut Danjuma,Central Midfield,,,Portugal,LOSC Lille,1.9,right,,FC Barcelona,,10000000,https://www.transfermarkt.com/arnaut-danjuma/profil/spieler/355861,2023-2024,Premier-League
Bundesliga,Europe,Germany,2023,FC Augsburg,6,Arne Engels,Centre-Back,,,Netherlands,FC Augsburg,1.88,right,,AZ Alkmaar,,2000000,https://www.transfermarkt.com/arne-engels/profil/spieler/565435,2023-2024,Bundesliga
Bundesliga,Europe,Germany,2023,FC Augsburg,4,Arne Maier,Centre-Back,,,England,Without Club,1.9,right,,West Ham United,,1500000,https://www.transfermarkt.com/arne-maier/profil/spieler/296397,2023-2024,Bundesliga
Ligue 1,Europe,France,2023,FC Toulouse,6,Aron Dønnum,Centre-Back,,,Cape Verde,Villarreal CF,1.9,right,,Stade Reims,,12000000,https://www.transfermarkt.com/aron-donnum/profil/spieler/476836,2023-2024,Ligue-1
LaLiga,Europe,Spain,2023,FC Barcelona,-,Áron Yaakobishvili,Centre-Back,,,Spain,FC Barcelona,1.82,right,,Manchester City,,20000000,https://www.transfermarkt.com/aron-yaakobishvili/profil/spieler/938145,2023-2024,La-Liga
Ligue 1,Europe,France,2023,Le Havre AC,35,Arouna Sangante,Centre-Back,,,France,SK Beveren,1.86,left,,AC Le Havre B,,,https://www.transfermarkt.com/arouna-sangante/profil/spieler/768380,2023-2024,Ligue-1
LaLiga,Europe,Spain,2023,Real Sociedad,20,Arsen Zakharyan,Centre-Back,,,Spain,Deportivo Alavés,1.84,left,,Real Sociedad B,,15000000,https://www.transfermarkt.com/arsen-zakharyan/profil/spieler/555143,2023-2024,La-Liga
LaLiga,Europe,Spain,2023,Girona FC,-,Artem Dovbyk,Attacking Midfield,,,Spain,Girona FC B,1.81,right,,,,,https://www.transfermarkt.com/artem-dovbyk/profil/spieler/343537,2023-2024,La-Liga
Ligue 1,Europe,France,2023,FC Metz,30,Arthur Atta,Goalkeeper,,,France,LOSC Lille,1.92,right,,EA Guingamp,,,https://www.transfermarkt.com/arthur-atta/profil/spieler/855308,2023-2024,Ligue-1
Ligue 1,Europe,France,2023,FC Lorient,94,Arthur Avom,Goalkeeper,,,Central African Republic,Without Club,1.88,right,,EA Guingamp,,,https://www.transfermarkt.com/arthur-avom/profil/spieler/1074628,2023-2024,Ligue-1
Ligue 1,Europe,France,2023,Le Havre AC,30,Arthur Desmas,Goalkeeper,,,France,Al-Duhail SC,1.96,right,,Clermont Foot 63,,2500000,https://www.transfermarkt.com/arthur-desmas/profil/spieler/379869,2023-2024,Ligue-1
Serie A,Europe,Italy,2023,ACF Fiorentina,18,Arthur Melo,Centre-Forward,,,Angola,Pisa Sporting Club,1.85,left,,Spezia Calcio,,7000000,https://www.transfermarkt.com/arthur-melo/profil/spieler/362842,2023-2024,Serie-A
Premier League,Europe,England,2023,Arsenal FC,15,Arthur Okonkwo,Centre-Back,,,Poland,FC Porto,1.89,left,,Spezia Calcio,,30000000,https://www.transfermarkt.com/arthur-okonkwo/profil/spieler/503769,2023-2024,Premier-League
Ligue 1,Europe,France,2023,Stade Reims,-,Arthur Tchaptchet,Right-Back,,,France,KV Mechelen,1.78,right,,Stade Reims B,,,https://www.transfermarkt.com/arthur-tchaptchet/profil/spieler/955355,2023-2024,Ligue-1
Ligue 1,Europe,France,2023,Stade Rennais FC,23,Arthur Theate,Centre-Back,,,Comoros,Hamburger SV,1.88,right,,Stade Rennais FC B,,8000000,https://www.transfermarkt.com/arthur-theate/profil/spieler/368891,2023-2024,Ligue-1
LaLiga,Europe,Spain,2023,Atlético de Madrid,18,Arthur Vermeeren,Second Striker,,,Portugal,Al-Nassr FC,1.81,right,,SL Benfica,,30000000,https://www.transfermarkt.com/arthur-vermeeren/profil/spieler/926694,2023-2024,La-Liga
Bundesliga,Europe,Germany,2023,Bayer 04 Leverkusen,-,Arthur,Attacking Midfield,,,Germany,VfL Bochum,1.86,left,,Bayer 04 Leverkusen U19,,,https://www.transfermarkt.com/arthur/profil/spieler/977464,2023-2024,Bundesliga
LaLiga,Europe,Spain,2023,UD Almería,-,Arvin Appiah,Central Midfield,,,Portugal,UD Almería,1.84,right,,Vitória Guimarães SC,,,https://www.transfermarkt.com/arvin-appiah/profil/spieler/433257,2023-2024,La-Liga
Bundesliga,Europe,Germany,2023,SV Darmstadt 98,24,Asaf Arania,Centre-Forward,,,Germany,SV 07 Elversberg,1.96,right,,VfB Stuttgart,,1200000,https://www.transfermarkt.com/asaf-arania/profil/spieler/917014,2023-2024,Bundesliga
Premier League,Europe,England,2023,Tottenham Hotspur,30,Ashley Phillips,Central Midfield,,,Uruguay,Tottenham Hotspur,1.87,right,,Juventus FC,,35000000,https://www.transfermarkt.com/ashley-phillips/profil/spieler/859951,2023-2024,Premier-League
Premier League,Europe,England,2023,Everton FC,-,Ashley Young,Left Winger,,,Nigeria,Fulham FC,1.83,right,,Arsenal FC,,25000000,https://www.transfermarkt.com/ashley-young/profil/spieler/14086,2023-2024,Premier-League
LaLiga,Europe,Spain,2023,CA Osasuna,-,Asier Osambela,Centre-Back,,,Spain,Cádiz CF,1.84,right,,,,,https://www.transfermarkt.com/asier-osambela/profil/spieler/1038512,2023-2024,La-Liga
LaLiga,Europe,Spain,2023,Athletic Bilbao,-,Asier Villalibre,Right Winger,,,Spain,FC Andorra,1.82,left,,,,,https://www.transfermarkt.com/asier-villalibre/profil/spieler/251897,2023-2024,La-Liga
Serie A,Europe,Italy,2023,US Lecce,24,Assan Ceesay,Right Winger,,,Denmark,Without Club,1.79,left,,Lecce Primavera,,,https://www.transfermarkt.com/assan-ceesay/profil/spieler/388382,2023-2024,Serie-A
LaLiga,Europe,Spain,2023,Real Betis Balompié,14,Assane Diao,Defensive Midfield,,,Portugal,CF Pachuca,1.87,right,,Sporting CP,,3000000,https://www.transfermarkt.com/assane-diao/profil/spieler/1061282,2023-2024,La-Liga
Bundesliga,Europe,Germany,2023,VfL Wolfsburg,18,Aster Vranckx,Centre-Forward,,,Germany,VfL Wolfsburg,1.9,left,,FC Augsburg U19,,1000000,https://www.transfermarkt.com/aster-vranckx/profil/spieler/503881,2023-2024,Bundesliga
Bundesliga,Europe,Germany,2023,VfB Stuttgart,19,Atakan Karazor,Centre-Forward,,,Serbia,FK Partizan Belgrade,1.9,right,,FK Vojvodina Novi Sad,,,https://www.transfermarkt.com/atakan-karazor/profil/spieler/232320,2023-2024,Bundesliga
Bundesliga,Europe,Germany,2023,SC Freiburg,17,Attila Szalai,Right-Back,,,Germany,SC Freiburg,1.82,right,,SV Sandhausen,,2000000,https://www.transfermarkt.com/attila-szalai/profil/spieler/263380,2023-2024,Bundesliga
LaLiga,Europe,Spain,2023,Granada CF,25,Augusto Batalla,Goalkeeper,,,Argentina,Rayo Vallecano,1.86,right,,CA River Plate,,5000000,https://www.transfermarkt.com/augusto-batalla/profil/spieler/275218,2023-2024,La-Liga
Ligue 1,Europe,France,2023,FC Lorient,-,Aurélien Pelon,Defensive Midfield,,,DR Congo,Racing FC Union Luxembourg,1.87,right,,,,,https://www.transfermarkt.com/aurelien-pelon/profil/spieler/918268,2023-2024,Ligue-1
Ligue 1,Europe,France,2023,AS Monaco,21,Aurélien Platret,Right Winger,,,France,AS Monaco,1.83,left,,AS Monaco U21,,25000000,https://www.transfermarkt.com/aurelien-platret/profil/spieler/745201,2023-2024,Ligue-1
LaLiga,Europe,Spain,2023,Real Madrid,25,Aurélien Tchouaméni,Goalkeeper,,,Spain,Arsenal FC,1.88,right,,Chelsea FC,,12000000,https://www.transfermarkt.com/aurelien-tchouameni/profil/spieler/413112,2023-2024,La-Liga
Bundesliga,Europe,Germany,2023,Eintracht Frankfurt,27,Aurélio Buta,Attacking Midfield,,,Germany,Eintracht Frankfurt,1.76,right,,PSV Eindhoven,,5500000,https://www.transfermarkt.com/aurelio-buta/profil/spieler/258039,2023-2024,Bundesliga
Premier League,Europe,England,2023,Sheffield United,-,Auston Trusty,Centre-Back,,,Scotland,Crusaders FC,1.89,both,,,,,https://www.transfermarkt.com/auston-trusty/profil/spieler/389253,2023-2024,Premier-League
Ligue 1,Europe,France,2023,Stade Brestois 29,14,Axel Camblan,Attacking Midfield,,,France,FC Hansa Rostock,1.75,right,,SV Waldhof Mannheim,,,https://www.transfermarkt.com/axel-camblan/profil/spieler/924800,2023-2024,Ligue-1
Premier League,Europe,England,2023,Chelsea FC,-,Axel Disasi,Centre-Back,,,England,Aldershot Town,,right,,,,,https://www.transfermarkt.com/axel-disasi/profil/spieler/386047,2023-2024,Premier-League
Ligue 1,Europe,France,2023,Montpellier HSC,12,Axel Guéguin,Central Midfield,,,France,UC Sampdoria,1.73,right,,Olympique Lyon,,4500000,https://www.transfermarkt.com/axel-gueguin/profil/spieler/981977,2023-2024,Ligue-1
Serie A,Europe,Italy,2023,Udinese Calcio,8,Axel Guessand,Central Midfield,,,Portugal,Pafos FC,1.73,right,,Watford FC,,1500000,https://www.transfermarkt.com/axel-guessand/profil/spieler/925584,2023-2024,Serie-A
Premier League,Europe,England,2023,Luton Town,1,Axel Piesold,Goalkeeper,,,England,Luton Town,1.85, ,,AFC Wimbledon,,,https://www.transfermarkt.com/axel-piesold/profil/spieler/907219,2023-2024,Premier-League
LaLiga,Europe,Spain,2023,Atlético de Madrid,19,Axel Witsel,Centre-Forward,,,Spain,Como 1907,1.89,right,,Chelsea FC,,16000000,https://www.transfermarkt.com/axel-witsel/profil/spieler/35047,2023-2024,La-Liga
Ligue 1,Europe,France,2023,RC Lens,6,Ayanda Sishuba,Defensive Midfield,,,Ghana,OGC Nice,1.79,right,,Clermont Foot 63,,8000000,https://www.transfermarkt.com/ayanda-sishuba/profil/spieler/977877,2023-2024,Ligue-1
Premier League,Europe,England,2023,Arsenal FC,5,Ayden Heaven,Defensive Midfield,,,Ghana,Villarreal CF,1.85,right,,Atlético de Madrid,,18000000,https://www.transfermarkt.com/ayden-heaven/profil/spieler/1078163,2023-2024,Premier-League
Bundesliga,Europe,Germany,2023,Bayer 04 Leverkusen,2,Ayman Aourir,Right-Back,,,Croatia,Bayern Munich,1.87,both,,Bayern Munich,,28000000,https://www.transfermarkt.com/ayman-aourir/profil/spieler/696027,2023-2024,Bundesliga
Ligue 1,Europe,France,2023,FC Lorient,1,Ayman Kari,Goalkeeper,,,Senegal,Palermo FC,1.96,right,,Stade Rennais FC,,1000000,https://www.transfermarkt.com/ayman-kari/profil/spieler/810093,2023-2024,Ligue-1
Bundesliga,Europe,Germany,2023,1.FSV Mainz 05,19,Aymen Barkok,Right-Back,,,France,1.FSV Mainz 05,1.84,both,,RC Strasbourg Alsace,,7000000,https://www.transfermarkt.com/aymen-barkok/profil/spieler/315332,2023-2024,Bundesliga
Premier League,Europe,England,2023,Manchester City,-,Aymeric Laporte,Defensive Midfield,,,Spain,Livingston FC,1.75,right,,,,1500000,https://www.transfermarkt.com/aymeric-laporte/profil/spieler/176553,2023-2024,Premier-League
Ligue 1,Europe,France,2023,OGC Nice,39,Ayoub Amraoui,Central Midfield,,,France,Betis Deportivo Balompié,1.88,right,,,,,https://www.transfermarkt.com/ayoub-amraoui/profil/spieler/860051,2023-2024,Ligue-1
LaLiga,Europe,Spain,2023,Real Betis Balompié,7,Ayoze Pérez,Left Winger,,,Morocco,Real Betis Balompié,1.77,right,,FC Barcelona,,9000000,https://www.transfermarkt.com/ayoze-perez/profil/spieler/246968,2023-2024,La-Liga
Ligue 1,Europe,France,2023,LOSC Lille,-,Ayyoub Bouaddi,Goalkeeper,,,France,SC Bastia,1.92,right,,LOSC Lille B,,,https://www.transfermarkt.com/ayyoub-bouaddi/profil/spieler/1097139,2023-2024,Ligue-1
Ligue 1,Europe,France,2023,Stade Rennais FC,9,Azor Matusiwa,Centre-Forward,,,France,Nottingham Forest,1.75,right,,Paris Saint-Germain,,20000000,https://www.transfermarkt.com/azor-matusiwa/profil/spieler/315145,2023-2024,Ligue-1
Ligue 1,Europe,France,2023,Olympique Marseille,99,Azzedine Ounahi,Centre-Back,,,DR Congo,LOSC Lille,1.82,right,,FC Porto,,15000000,https://www.transfermarkt.com/azzedine-ounahi/profil/spieler/593482,2023-2024,Ligue-1
Ligue 1,Europe,France,2023,OGC Nice,18,Badredine Bouanani,Attacking Midfield,,,France,FC Augsburg,1.76,right,,FC Lorient,,3500000,https://www.transfermarkt.com/badredine-bouanani/profil/spieler/707242,2023-2024,Ligue-1
Ligue 1,Europe,France,2023,LOSC Lille,-,Bafodé Diakité,Centre-Back,,,France,LOSC Lille,1.87,right,,LOSC Lille B,,,https://www.transfermarkt.com/bafode-diakite/profil/spieler/463605,2023-2024,Ligue-1
Ligue 1,Europe,France,2023,FC Lorient,-,Bamba Dieng,Central Midfield,,,Cameroon,FC Lorient,1.73,right,,FC Lorient B,,,https://www.transfermarkt.com/bamba-dieng/profil/spieler/822458,2023-2024,Ligue-1
Bundesliga,Europe,Germany,2023,TSG 1899 Hoffenheim,40,Bambasé Conté,Central Midfield,,,Germany,TSG 1899 Hoffenheim,1.75,right,,TSG 1899 Hoffenheim II,,7000000,https://www.transfermarkt.com/bambase-conte/profil/spieler/574193,2023-2024,Bundesliga
Ligue 1,Europe,France,2023,Olympique Marseille,7,Bamo Meïté,Right-Back,,,France,OGC Nice,1.78,right,,RC Lens,,12000000,https://www.transfermarkt.com/bamo-meite/profil/spieler/807165,2023-2024,Ligue-1
Ligue 1,Europe,France,2023,Stade Rennais FC,99,Baptiste Santamaria,Centre-Forward,,,Türkiye,Basaksehir FK,1.91,right,,Hatayspor,,3500000,https://www.transfermarkt.com/baptiste-santamaria/profil/spieler/285323,2023-2024,Ligue-1
Premier League,Europe,England,2023,Brighton & Hove Albion,1,Bart Verbruggen,Goalkeeper,,,Netherlands,Brighton & Hove Albion,1.94,right,,RSC Anderlecht,,18000000,https://www.transfermarkt.com/bart-verbruggen/profil/spieler/565093,2023-2024,Premier-League
Bundesliga,Europe,Germany,2023,SV Darmstadt 98,11,Bartol Franjic,Central Midfield,,,Germany,Without Club,1.84,right,,1.FC Nuremberg,,,https://www.transfermarkt.com/bartol-franjic/profil/spieler/370998,2023-2024,Bundesliga
Serie A,Europe,Italy,2023,FC Empoli,8,Bartosz Bereszyński,Attacking Midfield,,,Ukraine,Aris Limassol,1.82,right,,Without Club,,1500000,https://www.transfermarkt.com/bartosz-bereszynski/profil/spieler/144143,2023-2024,Serie-A
Premier League,Europe,England,2023,Chelsea FC,-,Bashir Humphreys,Left-Back,,,England,Millwall FC,1.88,left,,,,,https://www.transfermarkt.com/bashir-humphreys/profil/spieler/612517,2023-2024,Premier-League
Ligue 1,Europe,France,2023,FC Lorient,11,Bassirou N'Diaye,Centre-Forward,,,Senegal,FC Lorient,1.78,right,,Olympique Marseille,,4000000,https://www.transfermarkt.com/bassirou-ndiaye/profil/spieler/938009,2023-2024,Ligue-1
Ligue 1,Europe,France,2023,FC Nantes,26,Bastien Meupiyou,Left-Back,,,Algeria,BSC Young Boys,1.85,left,,Paris FC,,2000000,https://www.transfermarkt.com/bastien-meupiyou/profil/spieler/955253,2023-2024,Ligue-1
LaLiga,Europe,Spain,2023,Rayo Vallecano,23,Bebé,Central Midfield,,,Spain,Rayo Vallecano,1.77,right,,CF Rayo Majadahonda,,4000000,https://www.transfermarkt.com/bebe/profil/spieler/153427,2023-2024,La-Liga
Ligue 1,Europe,France,2023,Montpellier HSC,-,Becir Omeragic,Centre-Back,,,France,Without Club,1.87,left,,Crystal Palace,,,https://www.transfermarkt.com/becir-omeragic/profil/spieler/507344,2023-2024,Ligue-1
Ligue 1,Europe,France,2023,Montpellier HSC,27,Belmin Dizdarevic,Centre-Back,,,Switzerland,Montpellier HSC,1.87,right,,FC Zürich,,6000000,https://www.transfermarkt.com/belmin-dizdarevic/profil/spieler/483007,2023-2024,Ligue-1
LaLiga,Europe,Spain,2023,Villarreal CF,21,Ben Brereton Díaz,Right Winger,,,Spain,Crystal Palace,1.72,right,,FC Villarreal C,,30000000,https://www.transfermarkt.com/ben-brereton-diaz/profil/spieler/426192,2023-2024,La-Liga
Premier League,Europe,England,2023,Chelsea FC,-,Ben Chilwell,Central Midfield,,,England,Leicester City,1.8,right,,,,,https://www.transfermarkt.com/ben-chilwell/profil/spieler/316125,2023-2024,Premier-League
Premier League,Europe,England,2023,Tottenham Hotspur,8,Ben Davies,Defensive Midfield,,,Mali,Tottenham Hotspur,1.82,right,,Brighton & Hove Albion,,35000000,https://www.transfermarkt.com/ben-davies/profil/spieler/192765,2023-2024,Premier-League
Premier League,Europe,England,2023,Liverpool FC,7,Ben Gannon-Doak,Left Winger,,,Colombia,Bayern Munich,1.8,right,,FC Porto,,75000000,https://www.transfermarkt.com/ben-gannon-doak/profil/spieler/719673,2023-2024,Premier-League
Premier League,Europe,England,2023,Everton FC,-,Ben Godfrey,Left-Back,,,United Arab Emirates,FC Baniyas,1.82, ,,,,,https://www.transfermarkt.com/ben-godfrey/profil/spieler/343475,2023-2024,Premier-League
Premier League,Europe,England,2023,AFC Bournemouth,19,Ben Greenwood,Attacking Midfield,,,Netherlands,AFC Bournemouth,1.72,both,,AS Roma,,14000000,https://www.transfermarkt.com/ben-greenwood/profil/spieler/646333,2023-2024,Premier-League
Premier League,Europe,England,2023,Brighton & Hove Albion,11,Ben Jackson,Defensive Midfield,,,Scotland,SSC Napoli,1.7,right,,Chelsea FC,,18000000,https://www.transfermarkt.com/ben-jackson/profil/spieler/801474,2023-2024,Premier-League
Premier League,Europe,England,2023,West Ham United,-,Ben Johnson,Attacking Midfield,,,England,Northampton Town,1.83,right,,,,,https://www.transfermarkt.com/ben-johnson/profil/spieler/468002,2023-2024,Premier-League
Premier League,Europe,England,2023,Brentford FC,-,Ben Mee,Right-Back,,,Wales,FC St. Pauli,1.79,right,,Brentford FC B,,,https://www.transfermarkt.com/ben-mee/profil/spieler/74810,2023-2024,Premier-League
Premier League,Europe,England,2023,Sheffield United,6,Ben Osborn,Centre-Back,,,England,,1.9,right,,Blackpool FC,,,https://www.transfermarkt.com/ben-osborn/profil/spieler/218087,2023-2024,Premier-League
Premier League,Europe,England,2023,Newcastle United,-,Ben Parkinson,Left Winger,,,England,UD Oliveirense,1.66,right,,,,,https://www.transfermarkt.com/ben-parkinson/profil/spieler/922764,2023-2024,Premier-League
Premier League,Europe,England,2023,Arsenal FC,-,Ben White,Attacking Midfield,,,England,Arsenal FC,1.76,left,,Arsenal FC U21,,8000000,https://www.transfermarkt.com/ben-white/profil/spieler/335721,2023-2024,Premier-League
