club,club_id,player,player_id,market_value_str,market_value_eur,player_url,player_norm,club_norm,season,competition_code
Real Madrid,418,Thibaut Courtois,108390,€28.00m,28000000.0,https://www.transfermarkt.com/thibaut-courtois/profil/spieler/108390,thibaut courtois,real madrid,2023,ES1
Real Madrid,418,Andriy Lunin,404839,€25.00m,25000000.0,https://www.transfermarkt.com/andriy-lunin/profil/spieler/404839,andriy lunin,real madrid,2023,ES1
Real Madrid,418,Kepa Arrizabalaga,192279,€12.00m,12000000.0,https://www.transfermarkt.com/kepa-arrizabalaga/profil/spieler/192279,kepa arrizabalaga,real madrid,2023,ES1
Real Madrid,418,Lucas Cañizares,568154,€400k,400000.0,https://www.transfermarkt.com/lucas-canizares/profil/spieler/568154,lucas canizares,real madrid,2023,ES1
Real Madrid,418,Mario de Luis,717952,€400k,400000.0,https://www.transfermarkt.com/mario-de-luis/profil/spieler/717952,mario de luis,real madrid,2023,ES1
Real Madrid,418,Diego Piñeiro,926850,€50k,50000.0,https://www.transfermarkt.com/diego-pineiro/profil/spieler/926850,diego pineiro,real madrid,2023,ES1
Real Madrid,418,Fran González,1055220,-,,https://www.transfermarkt.com/fran-gonzalez/profil/spieler/1055220,fran gonzalez,real madrid,2023,ES1
Real Madrid,418,Éder Militão,401530,€60.00m,60000000.0,https://www.transfermarkt.com/eder-militao/profil/spieler/401530,eder militao,real madrid,2023,ES1
Real Madrid,418,Antonio Rüdiger,86202,€25.00m,25000000.0,https://www.transfermarkt.com/antonio-rudiger/profil/spieler/86202,antonio rudiger,real madrid,2023,ES1
Real Madrid,418,David Alaba,59016,€20.00m,20000000.0,https://www.transfermarkt.com/david-alaba/profil/spieler/59016,david alaba,real madrid,2023,ES1
Real Madrid,418,Nacho Fernández,58884,€3.00m,3000000.0,https://www.transfermarkt.com/nacho-fernandez/profil/spieler/58884,nacho fernandez,real madrid,2023,ES1
Real Madrid,418,Álvaro Carrillo,652330,€300k,300000.0,https://www.transfermarkt.com/alvaro-carrillo/profil/spieler/652330,alvaro carrillo,real madrid,2023,ES1
Real Madrid,418,Edgar Pujol,646745,€250k,250000.0,https://www.transfermarkt.com/edgar-pujol/profil/spieler/646745,edgar pujol,real madrid,2023,ES1
Real Madrid,418,Jacobo Ramón,948278,€100k,100000.0,https://www.transfermarkt.com/jacobo-ramon/profil/spieler/948278,jacobo ramon,real madrid,2023,ES1
Real Madrid,418,Ferland Mendy,291417,€22.00m,22000000.0,https://www.transfermarkt.com/ferland-mendy/profil/spieler/291417,ferland mendy,real madrid,2023,ES1
Real Madrid,418,Fran García,341264,€15.00m,15000000.0,https://www.transfermarkt.com/fran-garcia/profil/spieler/341264,fran garcia,real madrid,2023,ES1
Real Madrid,418,Daniel Carvajal,138927,€12.00m,12000000.0,https://www.transfermarkt.com/daniel-carvajal/profil/spieler/138927,daniel carvajal,real madrid,2023,ES1
Real Madrid,418,Lucas Vázquez,221316,€4.00m,4000000.0,https://www.transfermarkt.com/lucas-vazquez/profil/spieler/221316,lucas vazquez,real madrid,2023,ES1
Real Madrid,418,Vinícius Tobias,743587,€3.00m,3000000.0,https://www.transfermarkt.com/vinicius-tobias/profil/spieler/743587,vinicius tobias,real madrid,2023,ES1
Real Madrid,418,Álvaro Odriozola,280730,€2.50m,2500000.0,https://www.transfermarkt.com/alvaro-odriozola/profil/spieler/280730,alvaro odriozola,real madrid,2023,ES1
Real Madrid,418,Aurélien Tchouaméni,413112,€100.00m,100000000.0,https://www.transfermarkt.com/aurelien-tchouameni/profil/spieler/413112,aurelien tchouameni,real madrid,2023,ES1
Real Madrid,418,Mario Martín,948273,€300k,300000.0,https://www.transfermarkt.com/mario-martin/profil/spieler/948273,mario martin,real madrid,2023,ES1
Real Madrid,418,Federico Valverde,369081,€120.00m,120000000.0,https://www.transfermarkt.com/federico-valverde/profil/spieler/369081,federico valverde,real madrid,2023,ES1
Real Madrid,418,Eduardo Camavinga,640428,€100.00m,100000000.0,https://www.transfermarkt.com/eduardo-camavinga/profil/spieler/640428,eduardo camavinga,real madrid,2023,ES1
Real Madrid,418,Toni Kroos,31909,€10.00m,10000000.0,https://www.transfermarkt.com/toni-kroos/profil/spieler/31909,toni kroos,real madrid,2023,ES1
Real Madrid,418,Luka Modrić,27992,€6.00m,6000000.0,https://www.transfermarkt.com/luka-modric/profil/spieler/27992,luka modric,real madrid,2023,ES1
Real Madrid,418,Dani Ceballos,319745,€6.00m,6000000.0,https://www.transfermarkt.com/dani-ceballos/profil/spieler/319745,dani ceballos,real madrid,2023,ES1
Real Madrid,418,Théo Zidane,337917,€300k,300000.0,https://www.transfermarkt.com/theo-zidane/profil/spieler/337917,theo zidane,real madrid,2023,ES1
Real Madrid,418,Jude Bellingham,581678,€180.00m,180000000.0,https://www.transfermarkt.com/jude-bellingham/profil/spieler/581678,jude bellingham,real madrid,2023,ES1
Real Madrid,418,Arda Güler,861410,€30.00m,30000000.0,https://www.transfermarkt.com/arda-guler/profil/spieler/861410,arda guler,real madrid,2023,ES1
Real Madrid,418,Nico Paz,948294,€10.00m,10000000.0,https://www.transfermarkt.com/nico-paz/profil/spieler/948294,nico paz,real madrid,2023,ES1
Real Madrid,418,Vinicius Junior,371998,€180.00m,180000000.0,https://www.transfermarkt.com/vinicius-junior/profil/spieler/371998,vinicius junior,real madrid,2023,ES1
Real Madrid,418,Rodrygo,412363,€110.00m,110000000.0,https://www.transfermarkt.com/rodrygo/profil/spieler/412363,rodrygo,real madrid,2023,ES1
Real Madrid,418,Brahim Díaz,314678,€40.00m,40000000.0,https://www.transfermarkt.com/brahim-diaz/profil/spieler/314678,brahim diaz,real madrid,2023,ES1
Real Madrid,418,Joselu,81999,€5.00m,5000000.0,https://www.transfermarkt.com/joselu/profil/spieler/81999,joselu,real madrid,2023,ES1
Real Madrid,418,Álvaro Rodríguez,948275,€3.50m,3500000.0,https://www.transfermarkt.com/alvaro-rodriguez/profil/spieler/948275,alvaro rodriguez,real madrid,2023,ES1
Real Madrid,418,Gonzalo García,935230,€1.00m,1000000.0,https://www.transfermarkt.com/gonzalo-garcia/profil/spieler/935230,gonzalo garcia,real madrid,2023,ES1
FC Barcelona,131,Marc-André ter Stegen,74857,€28.00m,28000000.0,https://www.transfermarkt.com/marc-andre-ter-stegen/profil/spieler/74857,marc-andre ter stegen,fc barcelona,2023,ES1
FC Barcelona,131,Iñaki Peña,283170,€8.00m,8000000.0,https://www.transfermarkt.com/inaki-pena/profil/spieler/283170,inaki pena,fc barcelona,2023,ES1
