club,club_id,player,player_id,market_value_str,market_value_eur,player_url,player_norm,club_norm,season,competition_code
Paris Saint-Germain,583,Gianluigi Donnarumma,315858,€40.00m,40000000.0,https://www.transfermarkt.com/gianluigi-donnarumma/profil/spieler/315858,gianluigi donnarumma,paris saint-germain,2023,FR1
Paris Saint-Germain,583,Arnau Tenas,466783,€5.00m,5000000.0,https://www.transfermarkt.com/arnau-tenas/profil/spieler/466783,arnau tenas,paris saint-germain,2023,FR1
Paris Saint-Germain,583,Keylor Navas,79422,€1.50m,1500000.0,https://www.transfermarkt.com/keylor-navas/profil/spieler/79422,keylor navas,paris saint-germain,2023,FR1
Paris Saint-Germain,583,Sergio Rico,207302,€1.50m,1500000.0,https://www.transfermarkt.com/sergio-rico/profil/spieler/207302,sergio rico,paris saint-germain,2023,FR1
Paris Saint-Germain,583,Alexandre Letellier,93730,€250k,250000.0,https://www.transfermarkt.com/alexandre-letellier/profil/spieler/93730,alexandre letellier,paris saint-germain,2023,FR1
Paris Saint-Germain,583,Louis Mouquet,810067,-,,https://www.transfermarkt.com/louis-mouquet/profil/spieler/810067,louis mouquet,paris saint-germain,2023,FR1
Paris Saint-Germain,583,Marquinhos,181767,€50.00m,50000000.0,https://www.transfermarkt.com/marquinhos/profil/spieler/181767,marquinhos,paris saint-germain,2023,FR1
Paris Saint-Germain,583,Lucas Beraldo,872171,€30.00m,30000000.0,https://www.transfermarkt.com/lucas-beraldo/profil/spieler/872171,lucas beraldo,paris saint-germain,2023,FR1
Paris Saint-Germain,583,Milan Škriniar,204069,€30.00m,30000000.0,https://www.transfermarkt.com/milan-skriniar/profil/spieler/204069,milan skriniar,paris saint-germain,2023,FR1
Paris Saint-Germain,583,Presnel Kimpembe,282041,€12.00m,12000000.0,https://www.transfermarkt.com/presnel-kimpembe/profil/spieler/282041,presnel kimpembe,paris saint-germain,2023,FR1
Paris Saint-Germain,583,Danilo Pereira,141050,€8.00m,8000000.0,https://www.transfermarkt.com/danilo-pereira/profil/spieler/141050,danilo pereira,paris saint-germain,2023,FR1
Paris Saint-Germain,583,Joane Gadou,1075577,€500k,500000.0,https://www.transfermarkt.com/joane-gadou/profil/spieler/1075577,joane gadou,paris saint-germain,2023,FR1
Paris Saint-Germain,583,Nuno Mendes,616341,€55.00m,55000000.0,https://www.transfermarkt.com/nuno-mendes/profil/spieler/616341,nuno mendes,paris saint-germain,2023,FR1
