comp_name,region,country,season_start_year,squad,player_num,player_name,player_position,player_dob,player_age,player_nationality,current_club,player_height_mtrs,player_foot,date_joined,joined_from,contract_expiry,player_market_value_euro,player_url,Season,Liga
Premier League,Europe,England,2024,Chelsea FC,-,Aarón Anselmino,Defensive Midfield,,,England,Chelsea FC U21,, ,,,,,https://www.transfermarkt.com/aaron-anselmino/profil/spieler/1145504,2024-2025,Premier-League
Serie A,Europe,Italy,2024,Torino FC,3,Aaron Ciammaglichella,Centre-Back,,,Netherlands,Torino FC,1.91,right,,Ajax Amsterdam,,5000000,https://www.transfermarkt.com/aaron-ciammaglichella/profil/spieler/724108,2024-2025,Serie-A
Premier League,Europe,England,2024,West Ham United,-,Aaron Cresswell,Central Midfield,,,England,Stevenage FC,1.82,right,,,,,https://www.transfermarkt.com/aaron-cresswell/profil/spieler/92571,2024-2025,Premier-League
Premier League,Europe,England,2024,Brentford FC,14,Aaron Hickey,Attacking Midfield,,,Portugal,Brentford FC,1.7,right,,Liverpool FC,,14000000,https://www.transfermarkt.com/aaron-hickey/profil/spieler/591949,2024-2025,Premier-League
Ligue 1,Europe,France,2024,LOSC Lille,-,Aaron Malouda,Defensive Midfield,,,France,LOSC Lille,1.88,left,,LOSC Lille B,,4000000,https://www.transfermarkt.com/aaron-malouda/profil/spieler/974996,2024-2025,Ligue-1
Serie A,Europe,Italy,2024,Genoa CFC,-,Aarón Martín,Attacking Midfield,,,Uruguay,SSC Bari,1.88,left,,Without Club,,,https://www.transfermarkt.com/aaron-martin/profil/spieler/251878,2024-2025,Serie-A
Premier League,Europe,England,2024,Arsenal FC,32,Aaron Ramsdale,Goalkeeper,,,Brazil,Botafogo de Futebol e Regatas,1.9,right,,AFC Bournemouth,,1500000,https://www.transfermarkt.com/aaron-ramsdale/profil/spieler/427568,2024-2025,Premier-League
Premier League,Europe,England,2024,West Ham United,7,Aaron Wan-Bissaka,Left Winger,,,Netherlands,West Ham United,1.74,right,,Leeds United,,22000000,https://www.transfermarkt.com/aaron-wan-bissaka/profil/spieler/477758,2024-2025,Premier-League
Ligue 1,Europe,France,2024,RC Strasbourg Alsace,-,Abakar Sylla,Left-Back,,,United States,Watford FC,1.8,left,,Chelsea FC,,8000000,https://www.transfermarkt.com/abakar-sylla/profil/spieler/962555,2024-2025,Ligue-1
Ligue 1,Europe,France,2024,Stade Brestois 29,22,Abdallah Sima,Left-Back,,,Mali,Kocaelispor,1.79,left,,RC Lens,,1500000,https://www.transfermarkt.com/abdallah-sima/profil/spieler/776798,2024-2025,Ligue-1
LaLiga,Europe,Spain,2024,Real Betis Balompié,14,Abde Ezzalzouli,Defensive Midfield,,,Portugal,CF Pachuca,1.87,right,,Sporting CP,,1500000,https://www.transfermarkt.com/abde-ezzalzouli/profil/spieler/724520,2024-2025,La-Liga
LaLiga,Europe,Spain,2024,Deportivo Alavés,23,Abde Rebbach,Defensive Midfield,,,Uruguay,Deportivo Alavés,1.85,right,,CA Independiente,,1200000,https://www.transfermarkt.com/abde-rebbach/profil/spieler/718034,2024-2025,La-Liga
LaLiga,Europe,Spain,2024,Deportivo Alavés,4,Abdel Abqar,Centre-Back,,,Serbia,Tractor FC,1.8,right,,RCD Mallorca,,,https://www.transfermarkt.com/abdel-abqar/profil/spieler/559979,2024-2025,La-Liga
Ligue 1,Europe,France,2024,Stade Rennais FC,32,Abdelhamid Ait Boudlal,Central Midfield,,,France,Crystal Palace,1.83,right,,Crystal Palace,,3500000,https://www.transfermarkt.com/abdelhamid-ait-boudlal/profil/spieler/1134251,2024-2025,Ligue-1
Bundesliga,Europe,Germany,2024,SV Werder Bremen,29,Abdenego Nankishi,Right-Back,,,Burkina Faso,Wrexham AFC,1.8,right,,Manchester City,,4000000,https://www.transfermarkt.com/abdenego-nankishi/profil/spieler/455662,2024-2025,Bundesliga
LaLiga,Europe,Spain,2024,RCD Mallorca,7,Abdón Prats,Centre-Forward,,,Kosovo,RCD Mallorca,1.94,left,,SS Lazio,,5000000,https://www.transfermarkt.com/abdon-prats/profil/spieler/177452,2024-2025,La-Liga
Serie A,Europe,Italy,2024,Hellas Verona,15,Abdou Harroui,Centre-Back,,,France,RAAL La Louvière ,1.89,left,,SC Bastia,,,https://www.transfermarkt.com/abdou-harroui/profil/spieler/416386,2024-2025,Serie-A
Ligue 1,Europe,France,2024,Stade Reims,3,Abdoul Koné,Right-Back,,,Japan,Stade Reims,1.87,right,,Kashiwa Reysol,,1200000,https://www.transfermarkt.com/abdoul-kone/profil/spieler/1130445,2024-2025,Ligue-1
Ligue 1,Europe,France,2024,RC Strasbourg Alsace,7,Abdoul Ouattara,Left Midfield,,,Belgium,RC Strasbourg Alsace,1.79,left,,Chelsea FC,,18000000,https://www.transfermarkt.com/abdoul-ouattara/profil/spieler/991487,2024-2025,Ligue-1
Ligue 1,Europe,France,2024,Angers SCO,-,Abdoulaye Bamba,Right-Back,,,Bosnia-Herzegovina,Without Club,1.82,right,,FK Sarajevo,,,https://www.transfermarkt.com/abdoulaye-bamba/profil/spieler/62351,2024-2025,Ligue-1
Ligue 1,Europe,France,2024,Montpellier HSC,16,Abdoulaye Camara,Goalkeeper,,,DR Congo,Without Club,1.83,right,,Montpellier HSC B,,1000000,https://www.transfermarkt.com/abdoulaye-camara/profil/spieler/1210116,2024-2025,Ligue-1
Premier League,Europe,England,2024,Everton FC,-,Abdoulaye Doucouré,Centre-Back,,,England,Everton FC U21,, ,,,,,https://www.transfermarkt.com/abdoulaye-doucoure/profil/spieler/127187,2024-2025,Premier-League
LaLiga,Europe,Spain,2024,Getafe CF,12,Abdoulaye Keita,Right-Back,,,Cameroon,Getafe CF,1.89,right,,Without Club,,,https://www.transfermarkt.com/abdoulaye-keita/profil/spieler/949489,2024-2025,La-Liga
Ligue 1,Europe,France,2024,Stade Brestois 29,-,Abdoulaye Ndiaye,Centre-Back,,,France,Stade Brest 29 B,1.96,right,,,,,https://www.transfermarkt.com/abdoulaye-ndiaye/profil/spieler/673514,2024-2025,Ligue-1
Ligue 1,Europe,France,2024,Le Havre AC,10,Abdoulaye Touré,Right Winger,,,Haiti,AJ Auxerre,1.78,right,,AC Le Havre B,,4000000,https://www.transfermarkt.com/abdoulaye-toure/profil/spieler/181382,2024-2025,Ligue-1
Bundesliga,Europe,Germany,2024,FC St. Pauli,17,Abdoulie Ceesay,Right Winger,,,England,FC St. Pauli,1.8,right,,Bolton Wanderers,,4000000,https://www.transfermarkt.com/abdoulie-ceesay/profil/spieler/1280281,2024-2025,Bundesliga
Premier League,Europe,England,2024,Manchester City,-,Abdukodir Khusanov,Centre-Back,,,England,Watford FC,1.85,both,,,,,https://www.transfermarkt.com/abdukodir-khusanov/profil/spieler/763079,2024-2025,Premier-League
LaLiga,Europe,Spain,2024,Rayo Vallecano,5,Abdul Mumin,Centre-Back,,,Spain,UD Almería,1.88,right,,CA Osasuna,,,https://www.transfermarkt.com/abdul-mumin/profil/spieler/451801,2024-2025,La-Liga
LaLiga,Europe,Spain,2024,CA Osasuna,-,Abel Bretones,Central Midfield,,,Spain,CA Osasuna Promesas,1.86,right,,,,,https://www.transfermarkt.com/abel-bretones/profil/spieler/658115,2024-2025,La-Liga
LaLiga,Europe,Spain,2024,Girona FC,22,Abel Ruiz,Central Midfield,,,Colombia,Girona FC,1.86,right,,Atlético Nacional,,2500000,https://www.transfermarkt.com/abel-ruiz/profil/spieler/340376,2024-2025,La-Liga
Ligue 1,Europe,France,2024,Olympique Lyon,-,Abner,Central Midfield,,,France,Como 1907,1.74,right,,Olympique Lyon B,,16000000,https://www.transfermarkt.com/abner/profil/spieler/646402,2024-2025,Ligue-1
LaLiga,Europe,Spain,2024,UD Las Palmas,-,Aboubacar Bassinga,Centre-Forward,,,Spain,Las Palmas Atlético,, ,,,,,https://www.transfermarkt.com/aboubacar-bassinga/profil/spieler/1210422,2024-2025,La-Liga
Ligue 1,Europe,France,2024,Stade Brestois 29,18,Achraf Dari,Left-Back,,,France,Stade Brestois 29,1.85,left,,US Concarneau,,,https://www.transfermarkt.com/achraf-dari/profil/spieler/566823,2024-2025,Ligue-1
Ligue 1,Europe,France,2024,Paris Saint-Germain,29,Achraf Hakimi,Left Winger,,,France,Paris Saint-Germain,1.82,right,,Olympique Lyon,,70000000,https://www.transfermarkt.com/achraf-hakimi/profil/spieler/398073,2024-2025,Ligue-1
Premier League,Europe,England,2024,Southampton FC,20,Adam Armstrong,Left Winger,,,Ghana,Atalanta BC,1.75,right,,Stade Rennais FC,,13000000,https://www.transfermarkt.com/adam-armstrong/profil/spieler/250426,2024-2025,Premier-League
LaLiga,Europe,Spain,2024,Real Valladolid CF,-,Adam Aznou,Central Midfield,,,Spain,Venezia FC,1.84,left,,Real Valladolid Promesas,,2800000,https://www.transfermarkt.com/adam-aznou/profil/spieler/938146,2024-2025,La-Liga
Ligue 1,Europe,France,2024,RC Lens,14,Adam Delplace,Centre-Back,,,Argentina,Olympique Marseille,1.84,left,,CA Talleres,,25000000,https://www.transfermarkt.com/adam-delplace/profil/spieler/1177163,2024-2025,Ligue-1
Bundesliga,Europe,Germany,2024,FC St. Pauli,24,Adam Dzwigala,Central Midfield,,,Australia,FC St. Pauli,1.83,left,,Melbourne City FC,,2500000,https://www.transfermarkt.com/adam-dzwigala/profil/spieler/236966,2024-2025,Bundesliga
Bundesliga,Europe,Germany,2024,TSG 1899 Hoffenheim,6,Adam Hlozek,Central Midfield,,,Germany,TSG 1899 Hoffenheim,1.84,right,,1.FC Union Berlin,,3000000,https://www.transfermarkt.com/adam-hlozek/profil/spieler/552057,2024-2025,Bundesliga
Premier League,Europe,England,2024,Southampton FC,21,Adam Lallana,Left-Back,,,England,West Bromwich Albion,1.83,left,,Burnley FC,,2200000,https://www.transfermarkt.com/adam-lallana/profil/spieler/43530,2024-2025,Premier-League
Serie A,Europe,Italy,2024,SS Lazio,10,Adam Marusic,Left Winger,,,Italy,SS Lazio,1.77,right,,Hellas Verona,,20000000,https://www.transfermarkt.com/adam-marusic/profil/spieler/239802,2024-2025,Serie-A
Serie A,Europe,Italy,2024,Torino FC,8,Adam Masina,Central Midfield,,,Serbia,Torino FC,1.86,left,,Hellas Verona,,16000000,https://www.transfermarkt.com/adam-masina/profil/spieler/286949,2024-2025,Serie-A
Serie A,Europe,Italy,2024,Cagliari Calcio,16,Adam Obert,Defensive Midfield,,,Italy,Cagliari Calcio,1.85,right,,SPAL,,6000000,https://www.transfermarkt.com/adam-obert/profil/spieler/568333,2024-2025,Serie-A
Premier League,Europe,England,2024,AFC Bournemouth,-,Adam Smith,Right Winger,,,England,FK Novi Pazar,1.74,left,,,,,https://www.transfermarkt.com/adam-smith/profil/spieler/61841,2024-2025,Premier-League
Premier League,Europe,England,2024,Brighton & Hove Albion,24,Adam Webster,Left-Back,,,Türkiye,Brighton & Hove Albion,1.74,right,,Fenerbahce,,25000000,https://www.transfermarkt.com/adam-webster/profil/spieler/212847,2024-2025,Premier-League
Premier League,Europe,England,2024,Crystal Palace,9,Adam Wharton,Centre-Forward,,,England,Crystal Palace,1.75,right,,Arsenal FC,,18000000,https://www.transfermarkt.com/adam-wharton/profil/spieler/744149,2024-2025,Premier-League
LaLiga,Europe,Spain,2024,Athletic Bilbao,8,Adama Boiro,Attacking Midfield,,,Spain,Athletic Bilbao,1.88,right,,Bilbao Athletic,,60000000,https://www.transfermarkt.com/adama-boiro/profil/spieler/710671,2024-2025,La-Liga
Ligue 1,Europe,France,2024,Stade Reims,7,Adama Bojang,Right Winger,,,Japan,KRC Genk,1.77,right,,KRC Genk,,6000000,https://www.transfermarkt.com/adama-bojang/profil/spieler/1111912,2024-2025,Ligue-1
Premier League,Europe,England,2024,Fulham FC,18,Adama Traoré,Attacking Midfield,,,Brazil,Sociedade Esportiva Palmeiras,1.78,right,,Manchester United,,18000000,https://www.transfermarkt.com/adama-traore/profil/spieler/204103,2024-2025,Premier-League
Ligue 1,Europe,France,2024,FC Nantes,-,Adel Mahamoud,Right-Back,,,Madagascar,FC Nantes B,1.82,right,,,,,https://www.transfermarkt.com/adel-mahamoud/profil/spieler/952436,2024-2025,Ligue-1
Serie A,Europe,Italy,2024,Atalanta BC,-,Ademola Lookman,Left Midfield,,,Italy,Atalanta BC,1.9,left,,Atalanta U23,,,https://www.transfermarkt.com/ademola-lookman/profil/spieler/406040,2024-2025,Serie-A
LaLiga,Europe,Spain,2024,UD Las Palmas,2,Adnan Januzaj,Right-Back,,,Spain,UD Las Palmas,1.77,right,,Real Madrid Castilla,,1200000,https://www.transfermarkt.com/adnan-januzaj/profil/spieler/177847,2024-2025,La-Liga
Ligue 1,Europe,France,2024,AJ Auxerre,25,Ado Onaiwu,Left Winger,,,Cote d'Ivoire,Olympique Marseille,1.77,right,,AFC Bournemouth,,20000000,https://www.transfermarkt.com/ado-onaiwu/profil/spieler/308133,2024-2025,Ligue-1
LaLiga,Europe,Spain,2024,CD Leganés,18,Adrià Altimira,Left Winger,,,Cape Verde,CD Leganés,1.82,right,,Aberdeen FC,,1000000,https://www.transfermarkt.com/adria-altimira/profil/spieler/466807,2024-2025,La-Liga
LaLiga,Europe,Spain,2024,Sevilla FC,-,Adrià Pedrosa,Central Midfield,,,Argentina,RC Strasbourg Alsace,1.7,left,,Brighton & Hove Albion,,12000000,https://www.transfermarkt.com/adria-pedrosa/profil/spieler/501418,2024-2025,La-Liga
LaLiga,Europe,Spain,2024,Real Valladolid CF,9,Adrián Arnu,Centre-Forward,,,Brazil,Real Valladolid CF,1.85,right,,Valencia CF,,1000000,https://www.transfermarkt.com/adrian-arnu/profil/spieler/1176519,2024-2025,La-Liga
Bundesliga,Europe,Germany,2024,1.FC Heidenheim 1846,19,Adrian Beck,Left-Back,,,Germany,1.FC Heidenheim 1846,1.84,left,,SC Freiburg,,1500000,https://www.transfermarkt.com/adrian-beck/profil/spieler/273669,2024-2025,Bundesliga
Serie A,Europe,Italy,2024,Parma Calcio 1913,-,Adrian Benedyczak,Left-Back,,,Italy,US Catanzaro,1.86,left,,LFA Reggio Calabria,,,https://www.transfermarkt.com/adrian-benedyczak/profil/spieler/454386,2024-2025,Serie-A
Serie A,Europe,Italy,2024,Parma Calcio 1913,31,Adrián Bernabé,Goalkeeper,,,Japan,Parma Calcio 1913,1.9,right,,Sint-Truidense VV,,20000000,https://www.transfermarkt.com/adrian-bernabe/profil/spieler/466802,2024-2025,Serie-A
LaLiga,Europe,Spain,2024,Rayo Vallecano,4,Adrián Embarba,Central Midfield,,,Spain,Rayo Vallecano,1.8,right,,FC Girondins Bordeaux,,3000000,https://www.transfermarkt.com/adrian-embarba/profil/spieler/288318,2024-2025,La-Liga
LaLiga,Europe,Spain,2024,Rayo Vallecano,27,Adrián Molina,Centre-Back,,,Spain,Cádiz CF,1.93,right,,FC Barcelona Atlètic,,,https://www.transfermarkt.com/adrian-molina/profil/spieler/1322790,2024-2025,La-Liga
LaLiga,Europe,Spain,2024,Atlético de Madrid,-,Adrián Niño,Centre-Forward,,,Norway,Atlético de Madrid,1.95,left,,Villarreal CF,,25000000,https://www.transfermarkt.com/adrian-nino/profil/spieler/926849,2024-2025,La-Liga
LaLiga,Europe,Spain,2024,Deportivo Alavés,-,Adrián Pica,Right-Back,,,Spain,Deportivo Alavés B,,right,,,,,https://www.transfermarkt.com/adrian-pica/profil/spieler/895458,2024-2025,La-Liga
LaLiga,Europe,Spain,2024,Deportivo Alavés,5,Adrián Rodríguez,Centre-Back,,,Morocco,Getafe CF,1.88,right,,Deportivo Alavés B,,7500000,https://www.transfermarkt.com/adrian-rodriguez/profil/spieler/608382,2024-2025,La-Liga
LaLiga,Europe,Spain,2024,CD Leganés,-,Adrián Rosell,Central Midfield,,,Spain,Without Club,1.82, ,,,,,https://www.transfermarkt.com/adrian-rosell/profil/spieler/1065256,2024-2025,La-Liga
LaLiga,Europe,Spain,2024,Real Valladolid CF,17,Adrián Verde,Left-Back,,,Brazil,Turan-Tovuz IK,1.73,left,,Without Club,,,https://www.transfermarkt.com/adrian-verde/profil/spieler/702662,2024-2025,La-Liga
LaLiga,Europe,Spain,2024,Real Betis Balompié,-,Adrián,Goalkeeper,,,Spain,Betis Deportivo Balompié,, ,,,,,https://www.transfermarkt.com/adrian/profil/spieler/71271,2024-2025,La-Liga
Ligue 1,Europe,France,2024,Angers SCO,20,Adrien Hunou,Right Winger,,,Algeria,MC Algiers,1.8,right,,Alanyaspor,,1000000,https://www.transfermarkt.com/adrien-hunou/profil/spieler/203507,2024-2025,Ligue-1
Ligue 1,Europe,France,2024,Olympique Marseille,12,Adrien Rabiot,Goalkeeper,,,Netherlands,Olympique Marseille,1.9,right,,Go Ahead Eagles,,2000000,https://www.transfermarkt.com/adrien-rabiot/profil/spieler/182913,2024-2025,Ligue-1
Serie A,Europe,Italy,2024,Torino FC,91,Adrien Tamèze,Centre-Forward,,,Colombia,Torino FC,1.88,right,,Atalanta BC,,3500000,https://www.transfermarkt.com/adrien-tameze/profil/spieler/157507,2024-2025,Serie-A
Ligue 1,Europe,France,2024,RC Lens,24,Adrien Thomasson,Centre-Back,,,France,RC Lens,1.8,right,,SM Caen,,4000000,https://www.transfermarkt.com/adrien-thomasson/profil/spieler/215977,2024-2025,Ligue-1
Ligue 1,Europe,France,2024,Stade Rennais FC,-,Adrien Truffert,Attacking Midfield,,,Denmark,Genoa CFC,1.81,right,,FK Bodø/Glimt,,11000000,https://www.transfermarkt.com/adrien-truffert/profil/spieler/654539,2024-2025,Ligue-1
Ligue 1,Europe,France,2024,Olympique Lyon,-,Adryelson,Right-Back,,,Croatia,Olympique Lyon,1.85,right,,Olympique Lyon B,,,https://www.transfermarkt.com/adryelson/profil/spieler/373433,2024-2025,Ligue-1
LaLiga,Europe,Spain,2024,Athletic Bilbao,10,Adu Ares,Left Winger,,,Spain,Athletic Bilbao,1.81,right,,Bilbao Athletic,,70000000,https://www.transfermarkt.com/adu-ares/profil/spieler/895480,2024-2025,La-Liga
Bundesliga,Europe,Germany,2024,VfL Bochum,32,Agon Elezi,Left-Back,,,Germany,VfL Bochum,1.73,left,,Vitesse Arnhem,,1500000,https://www.transfermarkt.com/agon-elezi/profil/spieler/505324,2024-2025,Bundesliga
Ligue 1,Europe,France,2024,Le Havre AC,-,Ahmed Hassan,Central Midfield,,,Portugal,Without Club,, ,,,,,https://www.transfermarkt.com/ahmed-hassan/profil/spieler/184816,2024-2025,Ligue-1
Premier League,Europe,England,2024,Aston Villa,-,Aidan Borland,Centre-Back,,,Brazil,Como 1907,1.85,right,,Sevilla FC,,9500000,https://www.transfermarkt.com/aidan-borland/profil/spieler/1049905,2024-2025,Premier-League
LaLiga,Europe,Spain,2024,Real Sociedad,23,Aihen Muñoz,Attacking Midfield,,,Spain,Real Sociedad,1.84,left,,Celta de Vigo,,22000000,https://www.transfermarkt.com/aihen-munoz/profil/spieler/517842,2024-2025,La-Liga
LaLiga,Europe,Spain,2024,Athletic Bilbao,24,Aimar Duñabeitia,Central Midfield,,,Spain,Athletic Bilbao,1.8,right,,Bilbao Athletic,,18000000,https://www.transfermarkt.com/aimar-dunabeitia/profil/spieler/834488,2024-2025,La-Liga
LaLiga,Europe,Spain,2024,CA Osasuna,4,Aimar Oroz,Centre-Back,,,Spain,Panetolikos GFS,1.86,right,,CA Osasuna Promesas,,,https://www.transfermarkt.com/aimar-oroz/profil/spieler/634131,2024-2025,La-Liga
Ligue 1,Europe,France,2024,AS Saint-Étienne,1,Aïmen Moueffek,Goalkeeper,,,France,AS Saint-Étienne,1.92,right,,Grenoble Foot 38,,,https://www.transfermarkt.com/aimen-moueffek/profil/spieler/484992,2024-2025,Ligue-1
LaLiga,Europe,Spain,2024,Athletic Bilbao,11,Aingeru Olabarrieta,Left Winger,,,Guinea-Bissau,Al-Gharafa SC,1.75,right,,SC Braga,,5000000,https://www.transfermarkt.com/aingeru-olabarrieta/profil/spieler/1056971,2024-2025,La-Liga
Ligue 1,Europe,France,2024,Olympique Lyon,11,Ainsley Maitland-Niles,Left Winger,,,Belgium,Olympique Lyon,1.69,right,,KAA Gent,,30000000,https://www.transfermarkt.com/ainsley-maitland-niles/profil/spieler/285845,2024-2025,Ligue-1
Ligue 1,Europe,France,2024,LOSC Lille,22,Aïssa Mandi,Right-Back,,,Portugal,LOSC Lille,1.75,right,,GD Estoril Praia,,15000000,https://www.transfermarkt.com/aissa-mandi/profil/spieler/80293,2024-2025,Ligue-1
LaLiga,Europe,Spain,2024,CA Osasuna,-,Aitor Fernández,Goalkeeper,,,Spain,CD Eldense,1.88, ,,,,,https://www.transfermarkt.com/aitor-fernandez/profil/spieler/118997,2024-2025,La-Liga
LaLiga,Europe,Spain,2024,Real Sociedad,21,Aitor Fraga,Centre-Back,,,Morocco,Olympique Marseille,1.9,left,,West Ham United,,18000000,https://www.transfermarkt.com/aitor-fraga/profil/spieler/668313,2024-2025,La-Liga
LaLiga,Europe,Spain,2024,Atlético de Madrid,15,Aitor Gismera,Centre-Back,,,France,Atlético de Madrid,1.86,left,,FC Barcelona,,7500000,https://www.transfermarkt.com/aitor-gismera/profil/spieler/646735,2024-2025,La-Liga
LaLiga,Europe,Spain,2024,Athletic Bilbao,-,Aitor Paredes,Centre-Back,,,Spain,Bilbao Athletic,1.85,right,,,,,https://www.transfermarkt.com/aitor-paredes/profil/spieler/591916,2024-2025,La-Liga
LaLiga,Europe,Spain,2024,Real Betis Balompié,22,Aitor Ruibal,Attacking Midfield,,,Spain,Real Betis Balompié,1.76,right,,Without Club,,6000000,https://www.transfermarkt.com/aitor-ruibal/profil/spieler/378139,2024-2025,La-Liga
Ligue 1,Europe,France,2024,LOSC Lille,11,Akim Zedadka,Left Winger,,,Morocco,LOSC Lille,1.7,right,,SC Heerenveen,,12000000,https://www.transfermarkt.com/akim-zedadka/profil/spieler/327863,2024-2025,Ligue-1
LaLiga,Europe,Spain,2024,Sevilla FC,-,Akor Adams,Left Winger,,,Argentina,CF Monterrey,1.87, ,,Olympique Marseille,,6000000,https://www.transfermarkt.com/akor-adams/profil/spieler/607034,2024-2025,La-Liga
Ligue 1,Europe,France,2024,RC Strasbourg Alsace,-,Alaa Bellaarouch,Centre-Back,,,Senegal,RC Strasbourg Alsace,1.94,right,,Chelsea FC,,20000000,https://www.transfermarkt.com/alaa-bellaarouch/profil/spieler/667991,2024-2025,Ligue-1
Ligue 1,Europe,France,2024,AS Monaco,36,Aladji Bamba,Centre-Forward,,,Switzerland,Stade Rennais FC,1.87,right,,Borussia Mönchengladbach,,12000000,https://www.transfermarkt.com/aladji-bamba/profil/spieler/975347,2024-2025,Ligue-1
Serie A,Europe,Italy,2024,Inter Milan,6,Alain Taho,Centre-Back,,,Netherlands,Inter Milan,1.89,right,,SS Lazio,,5000000,https://www.transfermarkt.com/alain-taho/profil/spieler/1070076,2024-2025,Serie-A
Ligue 1,Europe,France,2024,Stade Rennais FC,9,Alan Do Marcolino,Centre-Forward,,,France,Nottingham Forest,1.75,right,,Paris Saint-Germain,,22000000,https://www.transfermarkt.com/alan-do-marcolino/profil/spieler/783635,2024-2025,Ligue-1
Serie A,Europe,Italy,2024,Genoa CFC,-,Alan Matturro,Centre-Back,,,Italy,Mantova 1911,1.89, ,,,,,https://www.transfermarkt.com/alan-matturro/profil/spieler/861981,2024-2025,Serie-A
LaLiga,Europe,Spain,2024,Villarreal CF,-,Alassane Diatta,Centre-Back,,,Cote d'Ivoire,Villarreal CF B,1.88,left,,,,,https://www.transfermarkt.com/alassane-diatta/profil/spieler/1249340,2024-2025,La-Liga
Bundesliga,Europe,Germany,2024,Borussia Mönchengladbach,9,Alassane Pléa,Right Winger,,,France,Borussia Mönchengladbach,1.8,right,,Stade Brestois 29,,12000000,https://www.transfermarkt.com/alassane-plea/profil/spieler/167329,2024-2025,Bundesliga
Ligue 1,Europe,France,2024,FC Nantes,1,Alban Lafont,Goalkeeper,,,Cote d'Ivoire,Panathinaikos FC,1.96,right,,ACF Fiorentina,,3000000,https://www.transfermarkt.com/alban-lafont/profil/spieler/357117,2024-2025,Ligue-1
Premier League,Europe,England,2024,Southampton FC,3,Albert Grønbæk,Left-Back,,,Ireland,Southampton FC,1.73,left,,Swansea City,,3000000,https://www.transfermarkt.com/albert-gronbaek/profil/spieler/503866,2024-2025,Premier-League
Serie A,Europe,Italy,2024,ACF Fiorentina,-,Albert Gudmundsson,Left Winger,,,Croatia,Real Oviedo,1.75,right,,VfL Wolfsburg,,3300000,https://www.transfermarkt.com/albert-gudmundsson/profil/spieler/305947,2024-2025,Serie-A
LaLiga,Europe,Spain,2024,Sevilla FC,-,Albert Sambi Lokonga,Centre-Forward,,,Colombia,Burgos CF,1.81,right,,,,,https://www.transfermarkt.com/albert-sambi-lokonga/profil/spieler/381967,2024-2025,La-Liga
Serie A,Europe,Italy,2024,Como 1907,11,Alberto Cerri,Centre-Forward,,,Greece,Como 1907,1.86,right,,Celta de Vigo,,10000000,https://www.transfermarkt.com/alberto-cerri/profil/spieler/197751,2024-2025,Serie-A
Serie A,Europe,Italy,2024,Venezia FC,-,Alberto Chiesurin,Right-Back,,,Italy,Spezia Calcio,1.85,right,,Genoa CFC,,1800000,https://www.transfermarkt.com/alberto-chiesurin/profil/spieler/916451,2024-2025,Serie-A
LaLiga,Europe,Spain,2024,Sevilla FC,-,Alberto Collado,Centre-Back,,,Spain,Sevilla FC,1.88,right,,Sevilla Atlético,,,https://www.transfermarkt.com/alberto-collado/profil/spieler/935342,2024-2025,La-Liga
Serie A,Europe,Italy,2024,Juventus FC,22,Alberto Costa,Right Winger,,,United States,Olympique Marseille,1.83,right,,LOSC Lille,,17000000,https://www.transfermarkt.com/alberto-costa/profil/spieler/877139,2024-2025,Serie-A
Serie A,Europe,Italy,2024,Como 1907,-,Alberto Dossena,Centre-Back,,,Italy,Varesina Calcio,, ,,,,,https://www.transfermarkt.com/alberto-dossena/profil/spieler/385394,2024-2025,Serie-A
LaLiga,Europe,Spain,2024,Sevilla FC,-,Alberto Flores,Goalkeeper,,,Spain,Sevilla Atlético,1.9,left,,,,,https://www.transfermarkt.com/alberto-flores/profil/spieler/766552,2024-2025,La-Liga
Serie A,Europe,Italy,2024,FC Empoli,-,Alberto Grassi,Centre-Forward,,,Italy,FC Empoli,1.85, ,,Empoli Primavera,,1000000,https://www.transfermarkt.com/alberto-grassi/profil/spieler/197473,2024-2025,Serie-A
Serie A,Europe,Italy,2024,Atalanta BC,3,Alberto Manzoni,Centre-Back,,,Cote d'Ivoire,Atalanta BC,1.91,right,,Bayer 04 Leverkusen,,25000000,https://www.transfermarkt.com/alberto-manzoni/profil/spieler/936755,2024-2025,Serie-A
LaLiga,Europe,Spain,2024,Valencia CF,-,Alberto Marí,Right Winger,,,Spain,UD Logroñés,, ,,,,,https://www.transfermarkt.com/alberto-mari/profil/spieler/634105,2024-2025,La-Liga
LaLiga,Europe,Spain,2024,UD Las Palmas,28,Alberto Moleiro,Centre-Back,,,Spain,UD Las Palmas,1.86,right,,Las Palmas Atlético,,2500000,https://www.transfermarkt.com/alberto-moleiro/profil/spieler/733576,2024-2025,La-Liga
Serie A,Europe,Italy,2024,Como 1907,-,Alberto Moreno,Central Midfield,,,Italy,Cagliari Calcio,1.84,right,,Frosinone Calcio,,1500000,https://www.transfermarkt.com/alberto-moreno/profil/spieler/207917,2024-2025,Serie-A
Serie A,Europe,Italy,2024,Torino FC,17,Alberto Paleari,Goalkeeper,,,Italy,US Salernitana 1919,1.92,right,,Calcio Padova,,,https://www.transfermarkt.com/alberto-paleari/profil/spieler/163048,2024-2025,Serie-A
LaLiga,Europe,Spain,2024,Getafe CF,-,Alberto Risco,Centre-Back,,,Spain,CD Tenerife B,, ,,,,,https://www.transfermarkt.com/alberto-risco/profil/spieler/1255616,2024-2025,La-Liga
