Player,Squad,Touch_Def_3rd,Touch_Mid_3rd,Touch_Att_3rd,Touch_Att_Pen,touch_Live,drib_Att,drib_Succ%,Tckl_Drib,Tckl_Drib%,PrgDist,Carries_Att_3rd,Carries_Att_Pen,fail_To_Gain_Control,Loss_Control_Tackle,Season,Competition
nicolo cocetta,Udinese,8,6,0,0,14,0,,0,,4,0,0,0,0,2022-2023,serie-a
omar colley,Sampdoria,451,390,20,9,860,2,100.0,0,0.0,1020,1,0,4,2,2022-2023,serie-a
lorenzo colombo,Lecce,24,266,304,74,586,37,29.7,22,59.5,408,12,6,79,38,2022-2023,serie-a
andrea colpani,Monza,55,267,232,31,538,41,48.8,13,31.7,1110,32,8,22,17,2022-2023,serie-a
andrea consigli,Sassuolo,1468,11,1,0,1480,0,,0,,2708,0,0,1,0,2022-2023,serie-a
andrea conti,Sampdoria,0,8,3,0,11,0,,0,,5,0,0,0,1,2022-2023,serie-a
diego coppola,Hellas Verona,337,302,61,9,693,4,50.0,2,50.0,787,9,0,8,2,2022-2023,serie-a
alex cordaz,Inter,21,0,0,0,21,0,,0,,14,0,0,0,0,2022-2023,serie-a
joaquin correa,Inter,25,183,183,37,384,32,43.8,13,40.6,646,13,9,29,16,2022-2023,serie-a
alessandro cortinovis,Hellas Verona,3,0,5,0,8,0,,0,,4,0,0,0,0,2022-2023,serie-a
lassana coulibaly,Salernitana,399,933,245,17,1540,93,51.6,39,41.9,2571,39,7,61,33,2022-2023,serie-a
alessio cragno,Monza,32,0,0,0,32,0,,0,,61,0,0,0,0,2022-2023,serie-a
bryan cristante,Roma,559,1257,196,39,1993,13,69.2,3,23.1,2063,13,4,25,11,2022-2023,serie-a
domen crnigoj,Salernitana,36,95,32,6,160,4,50.0,2,50.0,71,2,1,13,1,2022-2023,serie-a
juan cuadrado,Juventus,400,758,433,50,1581,59,42.4,22,37.3,2541,35,20,35,14,2022-2023,serie-a
mickael cuisance,Sampdoria,48,138,109,11,290,12,66.7,3,25.0,386,14,3,15,16,2022-2023,serie-a
marco dalessandro,Monza,37,55,52,10,141,5,20.0,3,60.0,329,4,5,4,5,2022-2023,serie-a
danilo dambrosio,Inter,303,269,64,12,635,6,16.7,3,50.0,988,7,2,7,2,2022-2023,serie-a
luca dandrea,Sassuolo,17,61,53,12,129,12,33.3,6,50.0,314,4,5,11,7,2022-2023,serie-a
flavius daniliuc,Salernitana,757,572,58,16,1374,5,40.0,3,60.0,1769,10,0,14,4,2022-2023,serie-a
danilo,Juventus,1054,1304,257,45,2597,23,30.4,9,39.1,3479,26,1,22,9,2022-2023,serie-a
matteo darmian,Inter,580,754,241,23,1564,25,36.0,9,36.0,1984,18,4,14,10,2022-2023,serie-a
juan david cabal,Hellas Verona,134,136,16,1,279,4,75.0,0,0.0,358,5,0,4,3,2022-2023,serie-a
pawe dawidowicz,Hellas Verona,484,450,96,17,1019,8,12.5,4,50.0,1282,13,1,8,4,2022-2023,serie-a
charles de ketelaere,Milan,50,241,252,60,533,59,61.0,16,27.1,1149,26,14,25,30,2022-2023,serie-a
manuel de luca,Sampdoria,0,9,5,2,14,0,,0,,7,0,0,2,2,2022-2023,serie-a
tommaso de nipoti,Atalanta,0,5,2,1,6,1,100.0,0,0.0,23,1,0,0,0,2022-2023,serie-a
mattia de sciglio,Juventus,190,338,127,4,652,9,22.2,3,33.3,755,12,0,8,7,2022-2023,serie-a
lorenzo de silvestri,Bologna,172,237,81,7,484,4,50.0,1,25.0,800,12,0,6,5,2022-2023,serie-a
koni de winter,Empoli,405,207,6,0,614,2,50.0,1,50.0,819,1,0,8,3,2022-2023,serie-a
gregoire defrel,Sassuolo,34,175,159,34,362,21,33.3,14,66.7,331,12,2,28,17,2022-2023,serie-a
duccio deglinnocenti,Empoli,0,1,0,0,1,0,,0,,0,0,0,0,0,2022-2023,serie-a
merih demiral,Atalanta,495,319,28,14,832,9,22.2,5,55.6,564,5,1,6,2,2022-2023,serie-a
diego demme,Napoli,30,153,22,0,205,4,50.0,1,25.0,270,1,0,3,1,2022-2023,serie-a
fabio depaoli,Hellas Verona,238,411,317,35,953,46,23.9,27,58.7,972,14,4,38,18,2022-2023,serie-a
fabio depaoli,Sampdoria,28,56,34,3,117,7,42.9,2,28.6,184,3,0,2,1,2022-2023,serie-a
kastriot dermaku,Lecce,0,2,0,0,2,0,,0,,0,0,0,0,0,2022-2023,serie-a
cyriel dessers,Cremonese,18,162,289,115,465,36,36.1,22,61.1,530,10,24,61,21,2022-2023,serie-a
sergino dest,Milan,75,116,61,3,246,18,44.4,9,50.0,470,3,0,3,5,2022-2023,serie-a
mattia destro,Empoli,12,59,68,26,139,8,50.0,4,50.0,108,1,3,14,5,2022-2023,serie-a
gerard deulofeu,Udinese,44,295,400,82,725,45,44.4,21,46.7,2005,39,33,22,18,2022-2023,serie-a
samuel di carmine,Cremonese,0,4,5,2,9,1,100.0,0,0.0,6,0,0,0,0,2022-2023,serie-a
federico di francesco,Lecce,88,288,383,82,745,49,34.7,27,55.1,1387,27,18,56,28,2022-2023,serie-a
michele di gregorio,Monza,1600,7,0,0,1607,2,100.0,0,0.0,3519,0,0,1,1,2022-2023,serie-a
giovanni di lorenzo,Napoli,715,1476,788,94,2957,33,36.4,17,51.5,4413,62,4,21,17,2022-2023,serie-a
angel di maria,Juventus,71,372,426,46,850,80,40.0,41,51.3,1814,43,13,32,26,2022-2023,serie-a
boulaye dia,Salernitana,113,427,364,75,884,88,39.8,39,44.3,1545,47,13,71,61,2022-2023,serie-a
brahim diaz,Milan,63,538,413,65,990,86,45.3,40,46.5,2512,68,17,74,48,2022-2023,serie-a
federico dimarco,Inter,312,552,600,72,1451,20,25.0,13,65.0,1846,29,6,18,11,2022-2023,serie-a
koffi djidji,Torino,754,844,90,8,1678,5,80.0,1,20.0,1486,10,0,7,6,2022-2023,serie-a
berat djimsiti,Atalanta,647,587,64,15,1294,7,57.1,2,28.6,1396,7,1,10,5,2022-2023,serie-a
dodo,Fiorentina,464,813,462,24,1719,62,54.8,21,33.9,3625,58,7,35,15,2022-2023,serie-a
josh doig,Hellas Verona,191,276,256,27,705,54,42.6,22,40.7,1064,24,5,33,16,2022-2023,serie-a
nicolas dominguez,Bologna,308,991,419,37,1703,37,62.2,12,32.4,1802,41,5,50,21,2022-2023,serie-a
giulio donati,Monza,151,159,44,1,349,3,33.3,2,66.7,462,6,0,3,1,2022-2023,serie-a
bartomiej dragowski,Spezia,1258,7,0,0,1265,0,,0,,2471,0,0,0,0,2022-2023,serie-a
ondrej duda,Hellas Verona,86,363,131,11,573,34,58.8,8,23.5,701,14,0,14,17,2022-2023,serie-a
denzel dumfries,Inter,266,551,467,99,1263,52,34.6,23,44.2,1928,32,23,39,20,2022-2023,serie-a
alfred duncan,Fiorentina,92,371,179,9,634,23,52.2,8,34.8,786,16,4,17,14,2022-2023,serie-a
paulo dybala,Roma,85,542,478,78,1084,64,42.2,27,42.2,1816,43,20,62,32,2022-2023,serie-a
edin dzeko,Inter,67,351,341,113,749,26,30.8,14,53.8,726,12,15,48,16,2022-2023,serie-a
festy ebosele,Udinese,64,82,97,13,233,36,52.8,13,36.1,644,18,6,17,9,2022-2023,serie-a
enzo ebosse,Udinese,292,306,72,0,667,7,57.1,1,14.3,868,7,1,8,3,2022-2023,serie-a
tyronne ebuehi,Empoli,452,437,210,28,1089,26,42.3,9,34.6,1483,21,5,16,14,2022-2023,serie-a
ederson,Atalanta,339,778,355,46,1455,66,56.1,24,36.4,2027,35,11,48,30,2022-2023,serie-a
kingsley ehizibue,Udinese,267,282,236,31,779,43,32.6,19,44.2,1020,16,7,20,11,2022-2023,serie-a
albin ekdal,Spezia,256,551,208,34,999,19,63.2,5,26.3,929,24,2,32,17,2022-2023,serie-a
emmanuel ekong,Empoli,1,4,2,0,6,1,0.0,1,100.0,43,1,0,0,0,2022-2023,serie-a
mikael ellertsson,Spezia,11,31,19,0,60,3,33.3,1,33.3,80,2,0,2,2,2022-2023,serie-a
elif elmas,Napoli,130,582,498,47,1195,52,44.2,22,42.3,1995,41,13,33,22,2022-2023,serie-a
martin erlic,Sassuolo,855,693,21,10,1562,2,50.0,1,50.0,2132,2,1,13,1,2022-2023,serie-a
gonzalo escalante,Cremonese,103,199,56,7,352,5,20.0,3,60.0,341,4,0,7,7,2022-2023,serie-a
salvatore esposito,Spezia,175,409,156,7,737,14,42.9,4,28.6,584,3,1,10,4,2022-2023,serie-a
nicolo fagioli,Juventus,124,411,221,15,749,19,42.1,8,42.1,921,19,5,33,28,2022-2023,serie-a
wladimiro falcone,Lecce,1267,5,0,0,1272,0,,0,,2301,0,0,1,0,2022-2023,serie-a
davide faraoni,Hellas Verona,226,335,213,27,770,16,43.8,9,56.3,549,9,2,12,4,2022-2023,serie-a
federico fazio,Salernitana,318,309,58,17,679,8,50.0,4,50.0,877,11,1,11,5,2022-2023,serie-a
jacopo fazzini,Empoli,135,216,132,15,476,31,41.9,15,48.4,552,14,0,23,24,2022-2023,serie-a
lewis ferguson,Bologna,272,794,415,69,1472,25,36.0,12,48.0,1460,37,7,33,16,2022-2023,serie-a
alex ferrari,Sampdoria,276,265,25,5,560,6,50.0,3,50.0,849,1,0,10,3,2022-2023,serie-a
alex ferrari,Cremonese,301,268,41,1,604,8,50.0,4,50.0,493,3,0,8,1,2022-2023,serie-a
salvador ferrer,Spezia,50,50,13,0,113,0,,0,,88,0,0,2,1,2022-2023,serie-a
vincenzo fiorillo,Salernitana,25,0,0,0,25,0,,0,,66,0,0,0,0,2022-2023,serie-a
alessandro florenzi,Milan,42,82,71,10,195,1,0.0,1,100.0,129,1,0,3,0,2022-2023,serie-a
davide frattesi,Sassuolo,280,704,456,109,1417,74,45.9,27,36.5,2374,54,21,56,44,2022-2023,serie-a
matteo gabbia,Milan,258,163,7,1,427,0,,0,,398,0,1,1,0,2022-2023,serie-a
manolo gabbiadini,Sampdoria,112,389,393,83,885,25,24.0,16,64.0,1022,24,10,52,30,2022-2023,serie-a
gianluca gaetano,Napoli,3,39,38,8,79,3,66.7,0,0.0,123,2,2,2,4,2022-2023,serie-a
roberto gagliardini,Inter,105,229,125,24,454,5,0.0,4,80.0,787,10,1,9,2,2022-2023,serie-a
adolfo gaich,Hellas Verona,21,129,116,26,263,17,64.7,5,29.4,181,4,4,22,9,2022-2023,serie-a
pablo galdames millan,Cremonese,93,211,89,6,389,10,20.0,7,70.0,338,6,0,12,5,2022-2023,serie-a
antonino gallo,Lecce,472,646,415,14,1509,29,51.7,10,34.5,2501,44,5,22,7,2022-2023,serie-a
federico gatti,Juventus,527,532,71,23,1116,11,72.7,2,18.2,2208,14,1,8,6,2022-2023,serie-a
valentin gendrey,Lecce,616,778,436,16,1811,35,40.0,17,48.6,2380,34,4,48,12,2022-2023,serie-a
paolo ghiglione,Cremonese,106,135,122,9,359,11,18.2,9,81.8,381,7,1,6,4,2022-2023,serie-a
mario gila,Lazio,36,33,2,0,71,0,,0,,99,1,0,1,1,2022-2023,serie-a
gvidas gineitis,Torino,9,74,19,3,102,3,33.3,2,66.7,142,3,1,1,1,2022-2023,serie-a
olivier giroud,Milan,59,348,402,158,798,14,50.0,6,42.9,359,10,7,63,16,2022-2023,serie-a
pierluigi gollini,Fiorentina,131,0,0,0,131,0,,0,,217,0,0,0,0,2022-2023,serie-a
pierluigi gollini,Napoli,166,0,0,0,166,0,,0,,337,0,0,0,0,2022-2023,serie-a
joan gonzalez,Lecce,226,570,299,37,1080,49,36.7,25,51.0,1053,19,6,50,25,2022-2023,serie-a
nicolas gonzalez,Fiorentina,71,381,372,73,809,73,34.2,31,42.5,1421,31,9,45,14,2022-2023,serie-a
robin gosens,Inter,194,309,314,48,813,17,41.2,8,47.1,864,18,5,17,3,2022-2023,serie-a
alberto grassi,Empoli,261,400,80,13,734,8,50.0,4,50.0,474,6,1,18,12,2022-2023,serie-a
andrew gravillon,Torino,121,77,14,0,212,2,50.0,1,50.0,242,2,0,3,1,2022-2023,serie-a
axel guessand,Udinese,20,12,0,0,32,0,,0,,28,0,0,1,0,2022-2023,serie-a
koray gunter,Hellas Verona,283,252,29,10,557,4,75.0,1,25.0,733,6,0,3,1,2022-2023,serie-a
koray gunter,Sampdoria,233,256,23,7,509,1,100.0,0,0.0,598,6,0,3,0,2022-2023,serie-a
emmanuel gyasi,Spezia,196,444,472,92,1103,39,17.9,29,74.4,1210,33,15,72,42,2022-2023,serie-a
norbert gyomber,Salernitana,536,402,22,9,955,3,66.7,1,33.3,848,1,0,2,1,2022-2023,serie-a
christian gytkjr,Monza,8,80,73,27,160,5,60.0,2,40.0,53,2,2,17,5,2022-2023,serie-a
nicolas haas,Empoli,187,254,115,16,554,6,16.7,4,66.7,449,13,2,17,9,2022-2023,serie-a
samir handanovic,Inter,607,3,1,0,611,0,,0,,1679,0,0,1,0,2022-2023,serie-a
abdou harroui,Sassuolo,68,211,126,15,395,15,73.3,4,26.7,632,20,3,12,13,2022-2023,serie-a
hans hateboer,Atalanta,220,343,263,29,823,9,44.4,3,33.3,904,14,1,8,7,2022-2023,serie-a
liam henderson,Empoli,135,353,142,14,622,5,0.0,5,100.0,709,9,0,11,6,2022-2023,serie-a
jack hendry,Cremonese,71,73,7,0,148,1,0.0,1,100.0,361,2,0,0,0,2022-2023,serie-a
matheus henrique,Sassuolo,153,563,321,31,1025,53,64.2,10,18.9,1950,39,3,28,16,2022-2023,serie-a
