Player,Squad,Touch_Def_3rd,Touch_Mid_3rd,Touch_Att_3rd,Touch_Att_Pen,touch_Live,drib_Att,drib_Succ%,Tckl_Drib,Tckl_Drib%,PrgDist,Carries_Att_3rd,Carries_Att_Pen,fail_To_Gain_Control,Loss_Control_Tackle,Season,Competition
joe scally,Gladbach,456,663,263,20,1373,28,39.3,13,46.4,1544,23,1,22,14,2022-2023,bundesliga
kevin schade,Freiburg,12,37,52,13,100,12,25.0,8,66.7,129,3,5,8,6,2022-2023,bundesliga
andras schafer,Union Berlin,90,189,125,14,391,32,28.1,14,43.8,523,12,4,21,13,2022-2023,bundesliga
derry scherhant,Hertha BSC,21,47,37,7,101,16,37.5,10,62.5,68,1,4,8,8,2022-2023,bundesliga
patrik schick,Leverkusen,22,168,172,48,358,16,43.8,8,50.0,234,9,3,28,13,2022-2023,bundesliga
kingsley schindler,Köln,165,305,234,25,699,22,36.4,11,50.0,684,14,5,27,15,2022-2023,bundesliga
xaver schlager,RB Leipzig,275,677,160,3,1090,24,54.2,8,33.3,1828,22,1,21,14,2022-2023,bundesliga
keven schlotterbeck,Freiburg,8,3,0,0,11,0,,0,,3,0,0,0,0,2022-2023,bundesliga
keven schlotterbeck,Bochum,228,180,31,18,437,1,0.0,1,100.0,396,0,0,4,3,2022-2023,bundesliga
nico schlotterbeck,Dortmund,988,1097,111,23,2173,19,57.9,4,21.1,4158,39,1,14,8,2022-2023,bundesliga
jonathan schmid,Freiburg,8,15,11,2,34,1,100.0,0,0.0,16,0,1,1,0,2022-2023,bundesliga
romano schmid,Werder Bremen,139,495,325,34,948,47,34.0,25,53.2,1324,30,7,47,25,2022-2023,bundesliga
kenneth schmidt,Freiburg,79,119,12,0,208,3,66.7,1,33.3,368,3,0,5,0,2022-2023,bundesliga
niklas schmidt,Werder Bremen,113,441,181,19,718,46,71.7,10,21.7,1073,22,4,17,13,2022-2023,bundesliga
benno schmitz,Köln,485,799,483,22,1757,11,27.3,7,63.6,1919,39,3,24,8,2022-2023,bundesliga
marvin schwabe,Köln,1439,20,0,0,1457,0,,0,,2678,1,1,1,0,2022-2023,bundesliga
alexander schwolow,Schalke 04,910,5,1,1,916,0,,0,,1124,0,0,0,0,2022-2023,bundesliga
paul seguin,Union Berlin,81,187,150,11,417,14,50.0,6,42.9,458,10,1,8,6,2022-2023,bundesliga
davie selke,Hertha BSC,14,49,47,12,107,4,25.0,3,75.0,137,4,2,8,4,2022-2023,bundesliga
davie selke,Köln,28,147,126,53,298,9,44.4,5,55.6,254,6,0,12,9,2022-2023,bundesliga
suat serdar,Hertha BSC,189,549,219,32,936,74,48.6,31,41.9,1226,23,3,35,32,2022-2023,bundesliga
eniss shabani,Mainz 05,2,4,1,0,7,0,,0,,9,0,0,1,0,2022-2023,bundesliga
kiliann sildillia,Freiburg,337,706,271,18,1306,27,44.4,14,51.9,1546,24,2,21,15,2022-2023,bundesliga
andre silva,RB Leipzig,39,281,409,120,717,61,34.4,29,47.5,984,21,23,65,43,2022-2023,bundesliga
mohamed simakan,RB Leipzig,434,668,211,28,1301,31,38.7,15,48.4,2170,23,2,22,6,2022-2023,bundesliga
daley sinkgraven,Leverkusen,81,119,61,7,260,6,50.0,3,50.0,300,6,1,4,7,2022-2023,bundesliga
tobias sippel,Gladbach,272,0,0,0,272,0,,0,,441,0,0,0,0,2022-2023,bundesliga
hugo siquet,Freiburg,4,7,0,0,11,0,,0,,0,0,0,1,1,2022-2023,bundesliga
tim skarke,Union Berlin,4,15,31,5,50,2,50.0,1,50.0,49,0,1,3,4,2022-2023,bundesliga
tim skarke,Schalke 04,25,80,108,10,212,11,18.2,9,81.8,182,10,1,16,5,2022-2023,bundesliga
ellyes skhiri,Köln,583,1207,287,54,2056,32,75.0,8,25.0,3462,35,7,27,20,2022-2023,bundesliga
robert skov,Hoffenheim,210,373,335,37,904,27,25.9,16,59.3,1188,26,12,21,11,2022-2023,bundesliga
hrvoje smolcic,Eint Frankfurt,234,188,12,4,432,2,100.0,0,0.0,609,3,0,3,1,2022-2023,bundesliga
danilo soares,Bochum,469,643,154,2,1251,22,36.4,12,54.5,908,18,2,17,13,2022-2023,bundesliga
nikola soldo,Köln,230,182,13,7,421,3,0.0,3,100.0,722,2,0,1,0,2022-2023,bundesliga
yann sommer,Bayern Munich,770,9,0,0,779,2,100.0,0,0.0,1226,0,0,0,1,2022-2023,bundesliga
yann sommer,Gladbach,636,2,0,0,638,0,,0,,981,0,0,0,0,2022-2023,bundesliga
borna sosa,Stuttgart,386,631,630,20,1630,33,51.5,13,39.4,2414,54,8,20,16,2022-2023,bundesliga
djibril sow,Eint Frankfurt,361,1190,276,25,1810,21,52.4,6,28.6,2447,36,4,24,16,2022-2023,bundesliga
anton stach,Mainz 05,212,644,345,50,1172,51,49.0,21,41.2,1519,28,7,45,16,2022-2023,bundesliga
kostas stafylidis,Bochum,187,288,92,3,564,14,57.1,4,28.6,520,7,1,11,3,2022-2023,bundesliga
jens stage,Werder Bremen,200,429,213,57,834,16,56.3,5,31.3,655,17,6,25,11,2022-2023,bundesliga
veit stange,Hertha BSC,2,1,0,0,3,1,100.0,0,0.0,0,0,0,1,0,2022-2023,bundesliga
josip stanisic,Bayern Munich,206,370,117,5,689,9,55.6,2,22.2,1180,15,1,7,3,2022-2023,bundesliga
niklas stark,Werder Bremen,812,673,39,11,1516,2,100.0,0,0.0,2452,6,0,11,4,2022-2023,bundesliga
pascal stenzel,Stuttgart,90,117,54,2,259,4,0.0,3,75.0,221,5,2,5,0,2022-2023,bundesliga
angelo stiller,Hoffenheim,106,243,121,11,466,7,42.9,3,42.9,357,7,0,15,11,2022-2023,bundesliga
lars stindl,Gladbach,127,554,301,47,980,22,36.4,11,50.0,903,21,2,33,27,2022-2023,bundesliga
kevin stoger,Bochum,281,1081,571,37,1914,52,42.3,21,40.4,2056,40,3,43,35,2022-2023,bundesliga
niklas sule,Dortmund,811,1013,217,40,2031,10,90.0,1,10.0,3500,36,1,10,8,2022-2023,bundesliga
ivan sunjic,Hertha BSC,127,305,54,7,478,6,0.0,5,83.3,321,5,2,7,6,2022-2023,bundesliga
mattias svanberg,Wolfsburg,137,393,300,59,811,45,37.8,22,48.9,1024,21,8,48,19,2022-2023,bundesliga
dominik szoboszlai,RB Leipzig,235,952,750,56,1907,105,50.5,41,39.0,2911,68,12,57,33,2022-2023,bundesliga
alexander srloth,RB Leipzig,0,0,3,3,3,1,0.0,1,100.0,0,0,0,0,0,2022-2023,bundesliga
jonathan tah,Leverkusen,952,915,40,19,1895,9,77.8,1,11.1,2961,4,0,5,10,2022-2023,bundesliga
edmond tapsoba,Leverkusen,1143,1286,109,20,2520,25,64.0,2,8.0,5323,14,0,15,12,2022-2023,bundesliga
niklas tauer,Mainz 05,23,38,10,1,70,0,,0,,100,2,0,1,1,2022-2023,bundesliga
mathys tel,Bayern Munich,11,98,132,37,240,30,33.3,18,60.0,372,7,6,24,11,2022-2023,bundesliga
semir telalovic,Gladbach,0,1,3,0,4,0,,0,,6,0,0,1,1,2022-2023,bundesliga
simon terodde,Schalke 04,39,244,224,87,504,13,15.4,8,61.5,191,2,3,43,16,2022-2023,bundesliga
malick thiaw,Schalke 04,105,62,4,3,171,2,50.0,1,50.0,117,0,0,0,0,2022-2023,bundesliga
jan thielmann,Köln,46,146,192,31,373,35,54.3,13,37.1,654,15,9,38,12,2022-2023,bundesliga
morten thorsby,Union Berlin,85,118,94,23,297,2,0.0,2,100.0,116,2,0,15,15,2022-2023,bundesliga
marcus thuram,Gladbach,86,421,454,175,945,92,44.6,32,34.8,1865,41,47,112,50,2022-2023,bundesliga
steffen tigges,Köln,45,259,230,85,531,23,43.5,12,52.2,526,7,10,32,21,2022-2023,bundesliga
umut tohumcu,Hoffenheim,26,67,33,1,125,6,16.7,5,83.3,106,4,0,6,2,2022-2023,bundesliga
tiago tomas,Stuttgart,57,199,259,55,510,58,32.8,29,50.0,812,17,16,43,25,2022-2023,bundesliga
almamy toure,Eint Frankfurt,114,146,26,5,286,8,75.0,2,25.0,269,2,2,4,0,2022-2023,bundesliga
lucas tousart,Hertha BSC,351,720,296,81,1347,53,43.4,24,45.3,1341,16,7,48,26,2022-2023,bundesliga
kevin trapp,Eint Frankfurt,951,6,0,0,957,0,,0,,1322,0,0,0,0,2022-2023,bundesliga
christopher trimmel,Union Berlin,324,470,405,28,1190,16,50.0,5,31.3,1144,12,8,12,8,2022-2023,bundesliga
tuta,Eint Frankfurt,1047,1111,114,27,2246,20,55.0,9,45.0,3475,18,2,27,13,2022-2023,bundesliga
sven ulreich,Bayern Munich,139,1,0,0,139,0,,0,,217,0,0,0,0,2022-2023,bundesliga
lauren ulrich,Stuttgart,0,1,7,1,8,0,,0,,16,0,0,2,0,2022-2023,bundesliga
dayot upamecano,Bayern Munich,1177,1314,92,18,2569,15,66.7,5,33.3,5193,28,2,19,10,2022-2023,bundesliga
filip uremovic,Hertha BSC,514,338,33,17,882,2,100.0,0,0.0,749,3,0,10,4,2022-2023,bundesliga
jere uronen,Schalke 04,113,229,109,1,447,10,10.0,8,80.0,354,5,0,12,3,2022-2023,bundesliga
mark uth,Köln,0,12,8,3,20,2,50.0,1,50.0,19,0,0,2,0,2022-2023,bundesliga
josha vagnoman,Stuttgart,200,293,281,48,765,35,62.9,12,34.3,1007,24,7,34,18,2022-2023,bundesliga
ruben vargas,Augsburg,92,198,241,33,518,47,44.7,22,46.8,914,23,3,29,10,2022-2023,bundesliga
renato veiga,Augsburg,206,171,47,7,416,15,66.7,4,26.7,528,3,3,7,4,2022-2023,bundesliga
milos veljkovic,Werder Bremen,935,679,39,15,1645,4,75.0,1,25.0,2536,2,0,2,0,2022-2023,bundesliga
micky van de ven,Wolfsburg,981,935,141,21,2043,32,59.4,8,25.0,3777,34,5,13,11,2022-2023,bundesliga
gabriel vidovic,Bayern Munich,1,6,7,2,14,0,,0,,8,0,0,0,0,2022-2023,bundesliga
kevin vogt,Hoffenheim,693,636,28,0,1352,2,100.0,0,0.0,3273,5,0,10,3,2022-2023,bundesliga
aster vranckx,Wolfsburg,2,1,1,0,4,0,,0,,3,0,0,0,0,2022-2023,bundesliga
robert wagner,Freiburg,6,10,10,2,26,1,0.0,1,100.0,12,2,0,1,1,2022-2023,bundesliga
luca waldschmidt,Wolfsburg,28,110,64,15,201,2,50.0,1,50.0,191,1,0,12,3,2022-2023,bundesliga
paul wanner,Bayern Munich,3,6,4,2,13,2,100.0,0,0.0,22,1,1,0,4,2022-2023,bundesliga
julian weigl,Gladbach,374,894,87,12,1347,13,69.2,1,7.7,1462,11,0,2,2,2022-2023,bundesliga
nelson weiper,Mainz 05,4,14,44,12,61,7,0.0,5,71.4,86,3,2,2,1,2022-2023,bundesliga
mitchell weiser,Werder Bremen,390,861,566,78,1789,121,35.5,58,47.9,2055,46,18,81,41,2022-2023,bundesliga
noah weihaupt,Freiburg,59,98,58,8,214,16,43.8,5,31.3,359,4,4,12,3,2022-2023,bundesliga
marcel wenig,Eint Frankfurt,2,8,3,1,13,0,,0,,2,0,1,1,0,2022-2023,bundesliga
timo werner,RB Leipzig,65,367,479,133,904,64,42.2,32,50.0,1482,20,44,53,21,2022-2023,bundesliga
silvan widmer,Mainz 05,266,504,287,50,1049,14,57.1,6,42.9,847,9,3,22,12,2022-2023,bundesliga
patrick wimmer,Wolfsburg,100,310,425,67,820,66,39.4,33,50.0,1205,17,13,50,30,2022-2023,bundesliga
jonas wind,Wolfsburg,42,267,232,62,535,20,35.0,13,65.0,325,13,1,46,18,2022-2023,bundesliga
frederik winther,Augsburg,31,16,2,0,49,0,,0,,50,0,0,0,0,2022-2023,bundesliga
florian wirtz,Leverkusen,73,411,315,35,787,85,56.5,34,40.0,1331,26,9,40,28,2022-2023,bundesliga
hannes wolf,Gladbach,41,119,95,17,251,24,25.0,15,62.5,382,7,5,8,13,2022-2023,bundesliga
marius wolf,Dortmund,350,522,411,50,1265,62,54.8,22,35.5,1960,45,13,27,12,2022-2023,bundesliga
jeong wooyeong,Freiburg,47,136,140,27,319,23,34.8,12,52.2,550,8,5,12,7,2022-2023,bundesliga
kelvin yeboah,Augsburg,17,47,82,22,139,28,53.6,10,35.7,299,6,6,14,10,2022-2023,bundesliga
maya yoshida,Schalke 04,997,678,56,22,1716,8,75.0,2,25.0,1620,8,1,12,2,2022-2023,bundesliga
danaxel zagadou,Stuttgart,631,497,28,20,1150,1,100.0,0,0.0,1308,1,0,5,3,2022-2023,bundesliga
rodrigo zalazar,Schalke 04,94,304,296,40,667,83,42.2,36,43.4,785,20,4,52,31,2022-2023,bundesliga
aaron zehnter,Augsburg,1,2,0,0,3,0,,0,,0,0,0,0,0,2022-2023,bundesliga
robin zentner,Mainz 05,917,19,5,4,941,0,,0,,1677,0,0,1,0,2022-2023,bundesliga
michael zetterer,Werder Bremen,66,0,0,0,66,0,,0,,155,0,0,0,0,2022-2023,bundesliga
simon zoller,Bochum,63,218,181,55,460,7,28.6,2,28.6,238,1,6,19,6,2022-2023,bundesliga
