Player,Squad,Sh,SoT,G/Sh,xG,npxG,npxG/Sh,G-xG,Season,Competition
matias arezo,Granada,12,4,0.0,1.2,1.2,0.1,-1.2,2023-2024,laliga
inigo arguibide,Osasuna,0,0,,0.0,0.0,,0.0,2023-2024,laliga
jose arnaiz,Osasuna,29,9,0.07,1.7,1.7,0.06,0.3,2023-2024,laliga
sergio arribas,Almería,60,22,0.15,8.6,8.6,0.15,0.4,2023-2024,laliga
kepa arrizabalaga,Real Madrid,0,0,,0.0,0.0,,0.0,2023-2024,laliga
iago aspas,Celta Vigo,74,23,0.08,11.5,7.5,0.1,-2.5,2023-2024,laliga
ezequiel avila,Osasuna,27,6,0.04,2.0,2.0,0.08,-1.0,2023-2024,laliga
ezequiel avila,Betis,9,3,0.11,0.7,0.7,0.08,0.3,2023-2024,laliga
cesar azpilicueta,Atlético Madrid,2,2,0.0,0.6,0.6,0.32,-0.6,2023-2024,laliga
iddrisu baba,Almería,8,2,0.0,0.7,0.7,0.09,-0.7,2023-2024,laliga
sran babic,Almería,1,0,0.0,0.0,0.0,0.04,0.0,2023-2024,laliga
loic bade,Sevilla,14,3,0.0,0.9,0.9,0.06,-0.9,2023-2024,laliga
alex baena,Villarreal,72,25,0.03,7.9,7.1,0.1,-5.9,2023-2024,laliga
eric bailly,Villarreal,2,0,0.0,0.2,0.2,0.11,-0.2,2023-2024,laliga
cedric bakambu,Betis,4,1,0.0,0.4,0.4,0.11,-0.4,2023-2024,laliga
alejandro balde,Barcelona,5,1,0.0,0.1,0.1,0.03,-0.1,2023-2024,laliga
ivan balliu,Rayo Vallecano,11,4,0.0,0.7,0.7,0.06,-0.7,2023-2024,laliga
jonathan bamba,Celta Vigo,41,14,0.07,3.0,3.0,0.07,0.0,2023-2024,laliga
leo baptistao,Almería,48,18,0.13,5.3,5.3,0.11,0.7,2023-2024,laliga
kike barja,Osasuna,4,2,0.0,0.2,0.2,0.06,-0.2,2023-2024,laliga
ander barrenetxea,Real Sociedad,37,12,0.11,3.5,3.5,0.1,0.5,2023-2024,laliga
pablo barrios,Atlético Madrid,17,7,0.0,0.9,0.9,0.05,-0.9,2023-2024,laliga
marc bartra,Betis,3,0,0.0,0.2,0.2,0.07,-0.2,2023-2024,laliga
augusto batalla,Granada,1,0,0.0,0.0,0.0,0.02,0.0,2023-2024,laliga
bebe,Rayo Vallecano,15,4,0.07,1.4,0.7,0.04,0.6,2023-2024,laliga
sheraldo becker,Real Sociedad,21,9,0.1,1.4,1.4,0.07,0.6,2023-2024,laliga
hector bellerin,Betis,2,0,0.0,0.2,0.2,0.08,-0.2,2023-2024,laliga
jude bellingham,Real Madrid,62,34,0.29,11.1,10.3,0.17,7.9,2023-2024,laliga
fran beltran,Celta Vigo,21,3,0.0,0.7,0.7,0.03,-0.7,2023-2024,laliga
carlos benavidez,Alavés,14,7,0.21,1.0,1.0,0.07,2.0,2023-2024,laliga
yuri berchiche,Athletic Club,18,6,0.17,0.9,0.7,0.04,2.1,2023-2024,laliga
alex berenguer,Athletic Club,31,11,0.19,5.2,4.4,0.14,1.8,2023-2024,laliga
antonio blanco,Alavés,20,3,0.0,0.8,0.8,0.04,-0.8,2023-2024,laliga
daley blind,Girona,17,6,0.06,1.7,1.7,0.1,-0.7,2023-2024,laliga
adri bosch,Granada,0,0,,0.0,0.0,,0.0,2023-2024,laliga
yassine bounou,Sevilla,0,0,,0.0,0.0,,0.0,2023-2024,laliga
lucas boye,Granada,56,15,0.11,6.2,6.2,0.11,-0.2,2023-2024,laliga
darko brasanac,Osasuna,0,0,,0.0,0.0,,0.0,2023-2024,laliga
brau,Granada,0,0,,0.0,0.0,,0.0,2023-2024,laliga
claudio bravo,Betis,0,0,,0.0,0.0,,0.0,2023-2024,laliga
ben brereton,Villarreal,5,1,0.0,0.2,0.2,0.04,-0.2,2023-2024,laliga
ante budimir,Osasuna,73,31,0.19,14.2,11.1,0.15,2.8,2023-2024,laliga
manu bueno,Sevilla,1,0,0.0,0.0,0.0,0.03,0.0,2023-2024,laliga
pablo busto,Betis,1,0,0.0,0.0,0.0,0.01,0.0,2023-2024,laliga
jose callejon,Granada,12,4,0.0,1.3,1.3,0.11,-1.3,2023-2024,laliga
eduardo camavinga,Real Madrid,17,7,0.0,0.9,0.9,0.05,-0.9,2023-2024,laliga
sergio camello,Rayo Vallecano,33,13,0.09,4.5,4.5,0.14,-1.5,2023-2024,laliga
jose campana,Las Palmas,1,0,0.0,0.0,0.0,0.02,0.0,2023-2024,laliga
joao cancelo,Barcelona,32,9,0.06,1.6,1.6,0.05,0.4,2023-2024,laliga
sergi canos,Valencia,43,17,0.02,2.8,2.8,0.07,-1.8,2023-2024,laliga
etienne capoue,Villarreal,14,5,0.07,1.0,1.0,0.07,0.0,2023-2024,laliga
isaac carcelen,Cádiz,10,3,0.0,0.6,0.6,0.06,-0.6,2023-2024,laliga
dani cardenas,Rayo Vallecano,0,0,,0.0,0.0,,0.0,2023-2024,laliga
marc cardona,Las Palmas,21,10,0.14,4.2,3.5,0.16,-0.2,2023-2024,laliga
sergi cardona,Las Palmas,26,5,0.04,2.7,2.7,0.1,-1.7,2023-2024,laliga
johnny cardoso,Betis,12,3,0.08,1.1,1.1,0.09,-0.1,2023-2024,laliga
carmona,Getafe,12,3,0.08,0.8,0.8,0.07,0.2,2023-2024,laliga
yannick carrasco,Atlético Madrid,2,1,0.0,0.1,0.1,0.03,-0.1,2023-2024,laliga
alvaro carreras,Granada,7,1,0.0,0.4,0.4,0.06,-0.4,2023-2024,laliga
dani carvajal,Real Madrid,18,10,0.22,1.7,1.7,0.1,2.3,2023-2024,laliga
william carvalho,Betis,8,3,0.13,0.4,0.4,0.05,0.6,2023-2024,laliga
marc casado,Barcelona,0,0,,0.0,0.0,,0.0,2023-2024,laliga
catena,Osasuna,18,5,0.06,1.3,1.3,0.07,-0.3,2023-2024,laliga
dani ceballos,Real Madrid,7,1,0.0,0.3,0.3,0.05,-0.3,2023-2024,laliga
alex centelles,Almería,2,1,0.0,0.0,0.0,0.02,0.0,2023-2024,laliga
franco cervi,Celta Vigo,8,1,0.0,0.5,0.5,0.06,-0.5,2023-2024,laliga
pep chavarria,Rayo Vallecano,11,2,0.09,1.0,1.0,0.09,0.0,2023-2024,laliga
andreas christensen,Barcelona,12,4,0.17,1.0,1.0,0.09,1.0,2023-2024,laliga
chumi,Almería,5,0,0.0,1.0,1.0,0.19,-1.0,2023-2024,laliga
victor chust,Cádiz,4,0,0.0,0.3,0.3,0.08,-0.3,2023-2024,laliga
pathe ciss,Rayo Vallecano,22,8,0.05,1.5,1.5,0.07,-0.5,2023-2024,laliga
silvi clua,Girona,0,0,,0.0,0.0,,0.0,2023-2024,laliga
saul coco,Las Palmas,20,4,0.05,1.1,1.1,0.05,-0.1,2023-2024,laliga
santi comesana,Villarreal,17,7,0.12,1.9,1.9,0.11,0.1,2023-2024,laliga
copete,Mallorca,7,1,0.14,0.5,0.5,0.08,0.5,2023-2024,laliga
francis coquelin,Villarreal,3,0,0.0,0.1,0.1,0.04,-0.1,2023-2024,laliga
theo corbeanu,Granada,5,2,0.2,0.3,0.3,0.06,0.7,2023-2024,laliga
jesus corona,Sevilla,0,0,,0.0,0.0,,0.0,2023-2024,laliga
angel correa,Atlético Madrid,42,19,0.19,7.9,7.1,0.17,1.1,2023-2024,laliga
thierry correia,Valencia,5,2,0.0,0.6,0.6,0.12,-0.6,2023-2024,laliga
jaume costa,Mallorca,6,2,0.0,0.3,0.3,0.05,-0.3,2023-2024,laliga
samu costa,Mallorca,22,3,0.05,1.1,1.1,0.05,-0.1,2023-2024,laliga
thibaut courtois,Real Madrid,0,0,,0.0,0.0,,0.0,2023-2024,laliga
yan couto,Girona,29,11,0.03,1.5,1.5,0.05,-0.5,2023-2024,laliga
crespo,Rayo Vallecano,3,0,0.0,0.1,0.1,0.04,-0.1,2023-2024,laliga
cristian,Valencia,0,0,,0.0,0.0,,0.0,2023-2024,laliga
juan cruz armada,Osasuna,3,0,0.0,0.0,0.0,0.01,0.0,2023-2024,laliga
juan cruz,Betis,2,0,0.0,0.1,0.1,0.04,-0.1,2023-2024,laliga
pau cubarsi,Barcelona,3,0,0.0,0.1,0.1,0.03,-0.1,2023-2024,laliga
ivan cuellar,Mallorca,0,0,,0.0,0.0,,0.0,2023-2024,laliga
jorge cuenca,Villarreal,20,7,0.15,1.2,1.2,0.06,1.8,2023-2024,laliga
eric curbelo,Las Palmas,0,0,,0.0,0.0,,0.0,2023-2024,laliga
alberto dadie,Real Sociedad,0,0,,0.0,0.0,,0.0,2023-2024,laliga
sergi darder,Mallorca,32,12,0.06,2.2,2.2,0.07,-0.2,2023-2024,laliga
rodrigo de paul,Atlético Madrid,30,12,0.1,1.8,1.8,0.06,1.2,2023-2024,laliga
mouctar diakhaby,Valencia,7,3,0.14,0.7,0.7,0.1,0.3,2023-2024,laliga
moussa diakite,Cádiz,0,0,,0.0,0.0,,0.0,2023-2024,laliga
assane diao,Betis,21,3,0.1,2.5,2.5,0.12,-0.5,2023-2024,laliga
brahim diaz,Real Madrid,38,17,0.21,5.7,5.7,0.15,2.3,2023-2024,laliga
victor diaz,Granada,0,0,,0.0,0.0,,0.0,2023-2024,laliga
famara diedhiou,Granada,5,3,0.0,0.5,0.5,0.1,-0.5,2023-2024,laliga
stole dimitrievski,Rayo Vallecano,0,0,,0.0,0.0,,0.0,2023-2024,laliga
djene,Getafe,6,1,0.0,0.1,0.1,0.02,-0.1,2023-2024,laliga
marko dmitrovic,Sevilla,0,0,,0.0,0.0,,0.0,2023-2024,laliga
jaume domenech,Valencia,0,0,,0.0,0.0,,0.0,2023-2024,laliga
carlos dominguez,Celta Vigo,5,0,0.0,0.3,0.3,0.06,-0.3,2023-2024,laliga
mario dominguez,Valencia,3,1,0.0,0.2,0.2,0.05,-0.2,2023-2024,laliga
carlos dotor,Celta Vigo,4,0,0.0,0.2,0.2,0.04,-0.2,2023-2024,laliga
anastasios douvikas,Celta Vigo,26,15,0.27,4.6,4.6,0.18,2.4,2023-2024,laliga
artem dovbyk,Girona,77,36,0.22,24.2,17.9,0.23,-0.2,2023-2024,laliga
domingos duarte,Getafe,1,0,0.0,0.3,0.3,0.27,-0.3,2023-2024,laliga
ruben duarte,Alavés,15,5,0.13,0.7,0.7,0.05,1.3,2023-2024,laliga
hugo duro,Valencia,66,29,0.2,11.5,11.5,0.17,1.5,2023-2024,laliga
aritz elustondo,Real Sociedad,7,2,0.0,0.3,0.3,0.04,-0.3,2023-2024,laliga
adri embarba,Almería,63,24,0.03,4.3,3.5,0.06,-1.3,2023-2024,laliga
youssef ennesyri,Sevilla,72,29,0.21,10.8,10.0,0.14,5.2,2023-2024,laliga
gonzalo escalante,Cádiz,14,3,0.07,1.9,1.9,0.14,-0.9,2023-2024,laliga
aaron escandell,Las Palmas,0,0,,0.0,0.0,,0.0,2023-2024,laliga
alfonso espino,Rayo Vallecano,18,5,0.0,1.0,1.0,0.06,-1.0,2023-2024,laliga
bernardo espinosa,Girona,0,0,,0.0,0.0,,0.0,2023-2024,laliga
karl etta,Cádiz,0,0,,0.0,0.0,,0.0,2023-2024,laliga
abde ezzalzouli,Barcelona,4,1,0.0,0.2,0.2,0.05,-0.2,2023-2024,laliga
abde ezzalzouli,Betis,33,8,0.03,3.0,2.2,0.07,-2.0,2023-2024,laliga
radamel falcao,Rayo Vallecano,16,6,0.0,2.7,2.0,0.12,-1.7,2023-2024,laliga
fali,Cádiz,11,3,0.0,0.8,0.8,0.07,-0.8,2023-2024,laliga
ansu fati,Barcelona,7,1,0.0,0.7,0.7,0.11,-0.7,2023-2024,laliga
nabil fekir,Betis,28,7,0.04,2.2,2.2,0.08,-1.2,2023-2024,laliga
luiz felipe,Betis,2,0,0.0,0.1,0.1,0.03,-0.1,2023-2024,laliga
joao felix,Barcelona,61,25,0.11,8.7,8.7,0.14,-1.7,2023-2024,laliga
kiko femenia,Villarreal,1,0,0.0,0.0,0.0,0.01,0.0,2023-2024,laliga
aitor fernandez,Osasuna,0,0,,0.0,0.0,,0.0,2023-2024,laliga
alex fernandez,Cádiz,7,1,0.0,0.3,0.3,0.04,-0.3,2023-2024,laliga
carlos fernandez,Real Sociedad,8,3,0.13,1.5,0.7,0.09,0.5,2023-2024,laliga
raul fernandez,Granada,0,0,,0.0,0.0,,0.0,2023-2024,laliga
valery fernandez,Girona,5,2,0.4,0.7,0.7,0.14,1.3,2023-2024,laliga
fernando,Almería,0,0,,0.0,0.0,,0.0,2023-2024,laliga
fernando,Sevilla,1,0,0.0,0.0,0.0,0.02,0.0,2023-2024,laliga
andre ferreira,Granada,0,0,,0.0,0.0,,0.0,2023-2024,laliga
rachad fettal,Almería,1,0,0.0,0.1,0.1,0.08,-0.1,2023-2024,laliga
pablo fornals,Betis,17,5,0.18,1.8,1.8,0.11,1.2,2023-2024,laliga
hector fort,Barcelona,1,0,0.0,0.0,0.0,0.01,0.0,2023-2024,laliga
dimitri foulquier,Valencia,7,1,0.0,0.6,0.6,0.09,-0.6,2023-2024,laliga
juan foyth,Villarreal,6,2,0.17,0.4,0.4,0.07,0.6,2023-2024,laliga
jorge de frutos,Rayo Vallecano,29,11,0.07,2.6,2.6,0.09,-0.6,2023-2024,laliga
daniel fuzato,Getafe,0,0,,0.0,0.0,,0.0,2023-2024,laliga
matteo gabbia,Villarreal,0,0,,0.0,0.0,,0.0,2023-2024,laliga
javi galan,Atlético Madrid,0,0,,0.0,0.0,,0.0,2023-2024,laliga
javi galan,Real Sociedad,3,1,0.0,0.1,0.1,0.05,-0.1,2023-2024,laliga
inigo ruiz de galarreta,Athletic Club,11,2,0.09,0.3,0.3,0.03,0.7,2023-2024,laliga
aleix garcia,Girona,39,12,0.08,1.8,1.8,0.05,1.2,2023-2024,laliga
alvaro garcia,Rayo Vallecano,45,17,0.13,6.2,6.2,0.14,-0.2,2023-2024,laliga
dani garcia,Athletic Club,6,3,0.17,0.8,0.8,0.13,0.2,2023-2024,laliga
david garcia,Osasuna,15,2,0.0,1.0,1.0,0.06,-1.0,2023-2024,laliga
eric garcia,Barcelona,1,0,0.0,0.0,0.0,0.05,0.0,2023-2024,laliga
eric garcia,Girona,16,6,0.31,2.8,2.8,0.18,2.2,2023-2024,laliga
fran garcia,Real Madrid,9,1,0.11,0.5,0.5,0.06,0.5,2023-2024,laliga
gonzalo garcia,Real Madrid,1,1,0.0,0.0,0.0,0.03,0.0,2023-2024,laliga
jastin garcia,Girona,0,0,,0.0,0.0,,0.0,2023-2024,laliga
raul garcia,Athletic Club,10,1,0.1,0.9,0.9,0.09,0.1,2023-2024,laliga
ruben garcia,Osasuna,28,10,0.11,2.3,2.3,0.08,0.7,2023-2024,laliga
santiago garcia,Getafe,0,0,,0.0,0.0,,0.0,2023-2024,laliga
unai garcia,Osasuna,2,1,0.5,0.1,0.1,0.06,0.9,2023-2024,laliga
yarek gasiorowski,Valencia,1,0,0.0,0.0,0.0,0.01,0.0,2023-2024,laliga
federico gattoni,Sevilla,0,0,,0.0,0.0,,0.0,2023-2024,laliga
gavi,Barcelona,9,4,0.11,0.9,0.9,0.11,0.1,2023-2024,laliga
paulo gazzaniga,Girona,0,0,,0.0,0.0,,0.0,2023-2024,laliga
david gil,Cádiz,0,0,,0.0,0.0,,0.0,2023-2024,laliga
maxi gomez,Cádiz,16,6,0.0,1.6,1.6,0.1,-1.6,2023-2024,laliga
moi gomez,Osasuna,19,7,0.16,1.7,1.7,0.09,1.3,2023-2024,laliga
unai gomez,Athletic Club,16,7,0.13,1.5,1.5,0.09,0.5,2023-2024,laliga
edgar gonzalez,Almería,13,3,0.15,2.3,2.3,0.18,-0.3,2023-2024,laliga
fabio gonzalez,Las Palmas,0,0,,0.0,0.0,,0.0,2023-2024,laliga
giovanni gonzalez,Mallorca,14,4,0.07,0.5,0.5,0.03,0.5,2023-2024,laliga
hugo gonzalez,Valencia,1,0,0.0,0.0,0.0,0.02,0.0,2023-2024,laliga
inaki gonzalez,Las Palmas,0,0,,0.0,0.0,,0.0,2023-2024,laliga
peter gonzalez,Valencia,17,5,0.0,1.7,1.7,0.1,-1.7,2023-2024,laliga
urko gonzalez,Real Sociedad,2,0,0.0,0.1,0.1,0.04,-0.1,2023-2024,laliga
andoni gorosabel,Alavés,15,6,0.07,0.7,0.7,0.05,0.3,2023-2024,laliga
pablo gozalbez,Valencia,1,0,0.0,0.0,0.0,0.02,0.0,2023-2024,laliga
mason greenwood,Getafe,99,31,0.06,8.8,6.4,0.06,-0.8,2023-2024,laliga
dominik greif,Mallorca,0,0,,0.0,0.0,,0.0,2023-2024,laliga
antoine griezmann,Atlético Madrid,75,29,0.16,12.3,9.3,0.12,3.7,2023-2024,laliga
vicente guaita,Celta Vigo,0,0,,0.0,0.0,,0.0,2023-2024,laliga
andres guardado,Betis,5,0,0.0,0.1,0.1,0.03,-0.1,2023-2024,laliga
sergi guardiola,Cádiz,14,5,0.07,1.8,1.8,0.13,-0.8,2023-2024,laliga
nemanja gudelj,Sevilla,19,3,0.05,0.8,0.8,0.04,0.2,2023-2024,laliga
goncalo guedes,Villarreal,26,8,0.12,2.3,2.3,0.09,0.7,2023-2024,laliga
javier guerra,Valencia,42,14,0.1,2.7,2.7,0.06,1.3,2023-2024,laliga
ander guevara,Alavés,16,2,0.06,0.7,0.7,0.04,0.3,2023-2024,laliga
hugo guillamon,Valencia,3,2,0.33,0.2,0.2,0.07,0.8,2023-2024,laliga
marc guiu,Barcelona,4,1,0.25,0.8,0.8,0.19,0.2,2023-2024,laliga
arda guler,Real Madrid,15,6,0.4,1.4,1.4,0.1,4.6,2023-2024,laliga
gerard gumbau,Granada,45,9,0.0,1.8,1.8,0.04,-1.8,2023-2024,laliga
ilkay gundogan,Barcelona,41,15,0.1,7.3,5.7,0.14,-2.3,2023-2024,laliga
jon guridi,Alavés,36,8,0.08,4.0,4.0,0.11,-1.0,2023-2024,laliga
gorka guruzeta,Athletic Club,63,28,0.22,11.6,10.8,0.17,2.4,2023-2024,laliga
miguel gutierrez,Girona,34,5,0.06,2.8,2.8,0.08,-0.8,2023-2024,laliga
munir el haddadi,Las Palmas,42,11,0.07,4.3,3.5,0.08,-1.3,2023-2024,laliga
ianis hagi,Alavés,26,8,0.0,2.8,2.0,0.08,-2.8,2023-2024,laliga
luiz henrique,Betis,18,3,0.0,1.2,1.2,0.07,-1.2,2023-2024,laliga
mario hermoso,Atlético Madrid,17,4,0.0,1.4,1.4,0.08,-1.4,2023-2024,laliga
javi hernandez,Cádiz,30,8,0.03,1.4,1.4,0.05,-0.4,2023-2024,laliga
aridane hernandez,Rayo Vallecano,5,0,0.0,0.3,0.3,0.06,-0.3,2023-2024,laliga
luis hernandez,Cádiz,1,1,1.0,1.0,1.0,0.95,0.0,2023-2024,laliga
jorge herrando,Osasuna,4,0,0.0,0.4,0.4,0.09,-0.4,2023-2024,laliga
ander herrera,Athletic Club,14,2,0.0,0.7,0.7,0.05,-0.7,2023-2024,laliga
cristian herrera,Las Palmas,1,1,1.0,0.9,0.9,0.87,0.1,2023-2024,laliga
sergio herrera,Osasuna,0,0,,0.0,0.0,,0.0,2023-2024,laliga
yangel herrera,Girona,52,18,0.1,4.9,4.9,0.09,0.1,2023-2024,laliga
juan herzog,Las Palmas,3,3,0.67,0.7,0.7,0.23,1.3,2023-2024,laliga
martin hongla,Granada,3,1,0.0,0.2,0.2,0.06,-0.2,2023-2024,laliga
xabier huarte armendariz,Osasuna,0,0,,0.0,0.0,,0.0,2023-2024,laliga
pablo ibanez,Osasuna,27,7,0.04,2.3,2.3,0.08,-1.3,2023-2024,laliga
iglesias,Getafe,15,6,0.0,0.6,0.6,0.04,-0.6,2023-2024,laliga
borja iglesias,Betis,10,0,0.0,0.6,0.6,0.06,-0.6,2023-2024,laliga
imanol,Athletic Club,1,0,0.0,0.0,0.0,0.01,0.0,2023-2024,laliga
isco,Betis,62,24,0.1,8.3,6.7,0.11,-0.3,2023-2024,laliga
diego iturralde,Sevilla,0,0,,0.0,0.0,,0.0,2023-2024,laliga
adnan januzaj,Sevilla,6,1,0.0,0.6,0.6,0.1,-0.6,2023-2024,laliga
mikel jauregizar,Athletic Club,2,0,0.0,0.0,0.0,0.02,0.0,2023-2024,laliga
luis javier suarez,Almería,39,13,0.13,6.5,5.7,0.15,-0.5,2023-2024,laliga
salim el jebari,Atlético Madrid,0,0,,0.0,0.0,,0.0,2023-2024,laliga
frenkie de jong,Barcelona,7,4,0.29,0.7,0.7,0.1,1.3,2023-2024,laliga
joan jordan,Sevilla,6,1,0.0,0.2,0.2,0.03,-0.2,2023-2024,laliga
jordi,Getafe,7,3,0.0,1.3,1.3,0.18,-1.3,2023-2024,laliga
jeremy jorge,Getafe,0,0,,0.0,0.0,,0.0,2023-2024,laliga
willian jose,Betis,48,24,0.21,5.7,5.7,0.12,4.3,2023-2024,laliga
joselu,Real Madrid,61,28,0.16,11.6,10.0,0.16,-1.6,2023-2024,laliga
kamil jozwiak,Granada,4,1,0.0,0.1,0.1,0.03,-0.1,2023-2024,laliga
juanmi,Cádiz,14,7,0.21,2.5,2.5,0.18,0.5,2023-2024,laliga
juanpe,Girona,4,0,0.0,0.2,0.2,0.05,-0.2,2023-2024,laliga
vinicius junior,Real Madrid,77,38,0.18,13.1,12.3,0.16,1.9,2023-2024,laliga
filip jrgensen,Villarreal,0,0,,0.0,0.0,,0.0,2023-2024,laliga
sory kaba,Las Palmas,13,1,0.08,1.5,1.5,0.11,-0.5,2023-2024,laliga
kaiky,Almería,3,1,0.33,0.2,0.2,0.08,0.8,2023-2024,laliga
jon karrikaburu,Alavés,0,0,,0.0,0.0,,0.0,2023-2024,laliga
ibrahima kebe,Girona,0,0,,0.0,0.0,,0.0,2023-2024,laliga
kike,Alavés,56,23,0.05,7.7,6.9,0.12,-4.7,2023-2024,laliga
koke,Atlético Madrid,10,2,0.0,0.4,0.4,0.04,-0.4,2023-2024,laliga
ibrahima kone,Almería,4,2,0.0,0.4,0.4,0.11,-0.4,2023-2024,laliga
rominigue kouame,Cádiz,5,0,0.0,0.3,0.3,0.06,-0.3,2023-2024,laliga
jules kounde,Barcelona,24,6,0.04,2.0,2.0,0.08,-1.0,2023-2024,laliga
toni kroos,Real Madrid,35,13,0.03,1.6,1.6,0.05,-0.6,2023-2024,laliga
takefusa kubo,Real Sociedad,46,21,0.15,3.5,3.5,0.08,3.5,2023-2024,laliga
luca de la torre,Celta Vigo,24,8,0.04,2.5,2.5,0.1,-1.5,2023-2024,laliga
yoel lago,Celta Vigo,0,0,,0.0,0.0,,0.0,2023-2024,laliga
erik lamela,Sevilla,9,4,0.22,1.0,1.0,0.11,1.0,2023-2024,laliga
bruno langa,Almería,8,2,0.13,0.2,0.2,0.02,0.8,2023-2024,laliga
cyle larin,Mallorca,69,25,0.04,9.0,9.0,0.13,-6.0,2023-2024,laliga
juanmi latasa,Getafe,44,15,0.05,3.6,3.5,0.08,-1.6,2023-2024,laliga
toni lato,Mallorca,5,1,0.0,0.2,0.2,0.05,-0.2,2023-2024,laliga
lazaro,Almería,8,4,0.0,0.9,0.9,0.11,-0.9,2023-2024,laliga
robin le normand,Real Sociedad,8,5,0.25,1.0,1.0,0.13,1.0,2023-2024,laliga
jeremias ledesma,Cádiz,0,0,,0.0,0.0,,0.0,2023-2024,laliga
florian lejeune,Rayo Vallecano,67,21,0.04,3.3,3.3,0.05,-0.3,2023-2024,laliga
stefan lekovic,Villarreal,0,0,,0.0,0.0,,0.0,2023-2024,laliga
inigo lekue,Athletic Club,5,0,0.0,0.2,0.2,0.03,-0.2,2023-2024,laliga
thomas lemar,Atlético Madrid,2,0,0.0,0.2,0.2,0.08,-0.2,2023-2024,laliga
alvaro lemos,Las Palmas,1,0,0.0,0.0,0.0,0.02,0.0,2023-2024,laliga
ruben lendinez,Valencia,0,0,,0.0,0.0,,0.0,2023-2024,laliga
robert lewandowski,Barcelona,90,37,0.17,18.1,15.0,0.17,0.9,2023-2024,laliga
samuel lino,Atlético Madrid,54,21,0.07,5.6,5.6,0.1,-1.6,2023-2024,laliga
javier llabres,Mallorca,9,4,0.11,0.7,0.7,0.08,0.3,2023-2024,laliga
marcos llorente,Atlético Madrid,30,19,0.2,4.1,4.1,0.14,1.9,2023-2024,laliga
enzo loiodice,Las Palmas,16,6,0.0,0.5,0.5,0.03,-0.5,2023-2024,laliga
