Player,Squad,Sh,SoT,G/Sh,xG,npxG,npxG/Sh,G-xG,Season,Competition
ihlas bebou,Hoffenheim,38,14,0.18,4.9,4.9,0.13,2.1,2023-2024,bundesliga
adrian beck,Heidenheim,12,3,0.08,1.7,1.7,0.15,-0.7,2023-2024,bundesliga
sheraldo becker,Union Berlin,16,4,0.0,0.8,0.8,0.05,-0.8,2023-2024,bundesliga
chris bedia,Union Berlin,3,1,0.33,0.2,0.2,0.07,0.8,2023-2024,bundesliga
donny van de beek,Eint Frankfurt,1,0,0.0,0.1,0.1,0.09,-0.1,2023-2024,bundesliga
kevin behrens,Wolfsburg,11,6,0.09,1.6,1.6,0.15,-0.6,2023-2024,bundesliga
kevin behrens,Union Berlin,41,13,0.1,6.0,6.0,0.15,-2.0,2023-2024,bundesliga
maximilian beier,Hoffenheim,82,39,0.2,11.4,11.4,0.14,4.6,2023-2024,bundesliga
stefan bell,Mainz 05,4,2,0.0,0.2,0.2,0.05,-0.2,2023-2024,bundesliga
ramy bensebaini,Dortmund,16,0,0.0,1.7,1.7,0.11,-1.7,2023-2024,bundesliga
mergim berisha,Hoffenheim,6,1,0.0,0.5,0.5,0.09,-0.5,2023-2024,bundesliga
mergim berisha,Augsburg,5,0,0.0,0.2,0.2,0.03,-0.2,2023-2024,bundesliga
bernardo,Bochum,29,8,0.03,1.9,1.9,0.07,-0.9,2023-2024,bundesliga
matus bero,Bochum,30,6,0.03,2.9,2.9,0.1,-1.9,2023-2024,bundesliga
janniklas beste,Heidenheim,48,18,0.17,4.3,3.5,0.07,3.7,2023-2024,bundesliga
pep biel,Augsburg,6,1,0.0,1.0,1.0,0.17,-1.0,2023-2024,bundesliga
tom bischof,Hoffenheim,5,1,0.0,0.4,0.4,0.07,-0.4,2023-2024,bundesliga
leonardo bittencourt,Werder Bremen,31,5,0.03,2.2,2.2,0.07,-1.2,2023-2024,bundesliga
hendry blank,Dortmund,0,0,,0.0,0.0,,0.0,2023-2024,bundesliga
janis blaswich,RB Leipzig,0,0,,0.0,0.0,,0.0,2023-2024,bundesliga
sacha boey,Bayern Munich,1,0,0.0,0.2,0.2,0.24,-0.2,2023-2024,bundesliga
victor boniface,Leverkusen,76,30,0.13,15.4,12.3,0.16,-1.4,2023-2024,bundesliga
leonardo bonucci,Union Berlin,0,0,,0.8,0.0,,0.2,2023-2024,bundesliga
yvandro borges sanches,Gladbach,0,0,,0.0,0.0,,0.0,2023-2024,bundesliga
sebastiaan bornauw,Wolfsburg,10,4,0.0,0.8,0.8,0.08,-0.8,2023-2024,bundesliga
rafael borre,Werder Bremen,20,7,0.2,2.4,2.4,0.12,1.6,2023-2024,bundesliga
julian brandt,Dortmund,33,16,0.21,4.4,4.4,0.13,2.6,2023-2024,bundesliga
fabian bredlow,Stuttgart,0,0,,0.0,0.0,,0.0,2023-2024,bundesliga
tim breithaupt,Augsburg,3,0,0.0,0.1,0.1,0.03,-0.1,2023-2024,bundesliga
maximilian breunig,Freiburg,0,0,,0.0,0.0,,0.0,2023-2024,bundesliga
bennit broger,Wolfsburg,0,0,,0.0,0.0,,0.0,2023-2024,bundesliga
john brooks,Hoffenheim,11,4,0.18,2.6,2.6,0.23,-0.6,2023-2024,bundesliga
moritz broschinski,Bochum,26,7,0.08,2.4,2.4,0.09,-0.4,2023-2024,bundesliga
alexander brunst,Darmstadt 98,0,0,,0.0,0.0,,0.0,2023-2024,bundesliga
marius bulter,Hoffenheim,21,6,0.05,1.4,1.4,0.07,-0.4,2023-2024,bundesliga
jonathan burkardt,Mainz 05,40,16,0.18,6.1,5.3,0.13,1.9,2023-2024,bundesliga
oliver burke,Werder Bremen,0,0,,0.0,0.0,,0.0,2023-2024,bundesliga
marnon busch,Heidenheim,5,1,0.0,0.1,0.1,0.03,-0.1,2023-2024,bundesliga
aurelio buta,Eint Frankfurt,13,4,0.08,0.5,0.5,0.04,0.5,2023-2024,bundesliga
anthony caci,Mainz 05,31,5,0.06,1.5,1.5,0.05,0.5,2023-2024,bundesliga
emre can,Dortmund,15,1,0.0,2.2,0.6,0.04,-0.2,2023-2024,bundesliga
irvin cardona,Augsburg,3,0,0.0,0.2,0.2,0.07,-0.2,2023-2024,bundesliga
rasmus carstensen,Köln,10,4,0.0,0.9,0.9,0.09,-0.9,2023-2024,bundesliga
fabio carvalho,RB Leipzig,3,2,0.0,0.2,0.2,0.07,-0.2,2023-2024,bundesliga
koen casteels,Wolfsburg,0,0,,0.0,0.0,,0.0,2023-2024,bundesliga
vaclav cerny,Wolfsburg,20,5,0.2,2.3,2.3,0.11,1.7,2023-2024,bundesliga
julian chabot,Köln,19,3,0.0,1.4,1.4,0.07,-1.4,2023-2024,bundesliga
el chadaille bitshiabu,RB Leipzig,0,0,,0.0,0.0,,0.0,2023-2024,bundesliga
fares chaibi,Eint Frankfurt,40,14,0.05,3.1,3.1,0.08,-1.1,2023-2024,bundesliga
timothy chandler,Eint Frankfurt,2,1,0.0,0.1,0.1,0.04,-0.1,2023-2024,bundesliga
fabio chiarodia,Gladbach,0,0,,0.0,0.0,,0.0,2023-2024,bundesliga
jacob christensen,Köln,1,0,0.0,0.0,0.0,0.02,0.0,2023-2024,bundesliga
nnamdi collins,Eint Frankfurt,0,0,,0.0,0.0,,0.0,2023-2024,bundesliga
kingsley coman,Bayern Munich,34,8,0.09,2.8,2.8,0.08,0.2,2023-2024,bundesliga
bambase conte,Hoffenheim,3,0,0.0,0.2,0.2,0.06,-0.2,2023-2024,bundesliga
danny da costa,Mainz 05,6,1,0.0,0.3,0.3,0.05,-0.3,2023-2024,bundesliga
nicolas cozza,Wolfsburg,1,0,0.0,0.0,0.0,0.02,0.0,2023-2024,bundesliga
tomas cvancara,Gladbach,34,11,0.09,5.9,4.3,0.13,-1.9,2023-2024,bundesliga
finn dahmen,Augsburg,0,0,,0.0,0.0,,0.0,2023-2024,bundesliga
mahmoud dahoud,Stuttgart,3,1,0.33,0.6,0.6,0.19,0.4,2023-2024,bundesliga
lukas daschner,Bochum,13,5,0.08,2.3,2.3,0.18,-1.3,2023-2024,bundesliga
david datro fofana,Union Berlin,26,12,0.04,2.8,2.8,0.11,-1.8,2023-2024,bundesliga
alphonso davies,Bayern Munich,13,4,0.15,1.0,1.0,0.08,1.0,2023-2024,bundesliga
olivier deman,Werder Bremen,17,7,0.12,1.1,1.1,0.06,0.9,2023-2024,bundesliga
ermedin demirovic,Augsburg,77,32,0.16,13.5,10.3,0.13,1.5,2023-2024,bundesliga
sepp van den berg,Mainz 05,25,11,0.12,2.7,2.7,0.11,0.3,2023-2024,bundesliga
samuele di benedetto,Stuttgart,0,0,,0.0,0.0,,0.0,2023-2024,bundesliga
justin diehl,Köln,7,2,0.0,0.2,0.2,0.03,-0.2,2023-2024,bundesliga
eric dier,Bayern Munich,9,3,0.0,0.7,0.7,0.07,-0.7,2023-2024,bundesliga
florian dietz,Köln,3,1,0.0,0.3,0.3,0.09,-0.3,2023-2024,bundesliga
junior dina ebimbe,Eint Frankfurt,52,15,0.1,5.0,5.0,0.1,0.0,2023-2024,bundesliga
eren dinkci,Heidenheim,49,21,0.2,4.3,4.3,0.09,5.7,2023-2024,bundesliga
ritsu doan,Freiburg,37,19,0.19,5.0,5.0,0.13,2.0,2023-2024,bundesliga
danilho doekhi,Union Berlin,16,2,0.13,1.2,1.2,0.07,0.8,2023-2024,bundesliga
niklas dorsch,Augsburg,14,0,0.0,0.7,0.7,0.05,-0.7,2023-2024,bundesliga
nikola dovedan,Heidenheim,14,5,0.21,1.9,1.9,0.14,1.1,2023-2024,bundesliga
damion downs,Köln,5,2,0.4,1.0,1.0,0.21,1.0,2023-2024,bundesliga
dion drena beljo,Augsburg,19,7,0.11,3.0,3.0,0.16,-1.0,2023-2024,bundesliga
tim drexler,Hoffenheim,0,0,,0.0,0.0,,0.0,2023-2024,bundesliga
marvin ducksch,Werder Bremen,74,32,0.09,12.8,7.9,0.11,-0.8,2023-2024,bundesliga
julien duranville,Dortmund,0,0,,0.0,0.0,,0.0,2023-2024,bundesliga
maximilian eggestein,Freiburg,39,8,0.03,2.4,2.4,0.06,-1.4,2023-2024,bundesliga
lilian egloff,Stuttgart,3,0,0.0,0.2,0.2,0.06,-0.2,2023-2024,bundesliga
hugo ekitike,Eint Frankfurt,30,9,0.13,2.4,2.4,0.08,1.6,2023-2024,bundesliga
elif elmas,RB Leipzig,10,4,0.0,0.8,0.8,0.08,-0.8,2023-2024,bundesliga
nico elvedi,Gladbach,18,6,0.11,1.6,1.6,0.09,0.4,2023-2024,bundesliga
arne engels,Augsburg,20,7,0.15,1.8,1.8,0.09,1.2,2023-2024,bundesliga
ohis felix uduokhai,Augsburg,13,3,0.15,1.4,1.4,0.11,0.6,2023-2024,bundesliga
edimilson fernandes,Mainz 05,15,0,0.0,0.5,0.5,0.03,-0.5,2023-2024,bundesliga
nacho ferri,Eint Frankfurt,5,2,0.2,1.2,1.2,0.24,-0.2,2023-2024,bundesliga
max finkgrafe,Köln,12,4,0.08,1.0,1.0,0.09,0.0,2023-2024,bundesliga
kilian fischer,Wolfsburg,4,0,0.0,0.1,0.1,0.03,-0.1,2023-2024,bundesliga
jonas fohrenbach,Heidenheim,12,0,0.0,0.5,0.5,0.04,-0.5,2023-2024,bundesliga
emil forsberg,RB Leipzig,11,4,0.18,1.4,0.6,0.05,0.6,2023-2024,bundesliga
philipp forster,Bochum,6,1,0.0,0.5,0.5,0.08,-0.5,2023-2024,bundesliga
bartol franjic,Darmstadt 98,4,0,0.0,0.3,0.3,0.07,-0.3,2023-2024,bundesliga
marco friedl,Werder Bremen,7,1,0.14,0.2,0.2,0.04,0.8,2023-2024,bundesliga
marvin friedrich,Gladbach,12,2,0.0,0.6,0.6,0.05,-0.6,2023-2024,bundesliga
jeremie frimpong,Leverkusen,55,21,0.16,8.2,8.2,0.15,0.8,2023-2024,bundesliga
chris fuhrich,Stuttgart,53,24,0.15,6.6,5.8,0.11,1.4,2023-2024,bundesliga
shio fukuda,Gladbach,2,0,0.0,0.2,0.2,0.08,-0.2,2023-2024,bundesliga
niclas fullkrug,Werder Bremen,5,1,0.0,0.5,0.5,0.09,-0.5,2023-2024,bundesliga
niclas fullkrug,Dortmund,50,23,0.18,12.4,10.0,0.2,-0.4,2023-2024,bundesliga
cristian gamboa,Bochum,6,1,0.0,0.1,0.1,0.01,-0.1,2023-2024,bundesliga
dennis geiger,Hoffenheim,0,0,,0.0,0.0,,0.0,2023-2024,bundesliga
yannick gerhardt,Wolfsburg,19,9,0.11,1.9,1.9,0.1,0.1,2023-2024,bundesliga
anwar el ghazi,Mainz 05,2,0,0.0,0.1,0.1,0.07,-0.1,2023-2024,bundesliga
benedikt gimber,Heidenheim,18,3,0.06,1.4,1.4,0.08,-0.4,2023-2024,bundesliga
matthias ginter,Freiburg,7,4,0.0,1.4,1.4,0.2,-1.4,2023-2024,bundesliga
jamie gittens,Dortmund,43,11,0.02,2.2,2.2,0.05,-1.2,2023-2024,bundesliga
klaus gjasula,Darmstadt 98,9,1,0.0,0.5,0.5,0.05,-0.5,2023-2024,bundesliga
serge gnabry,Bayern Munich,17,6,0.18,2.4,2.4,0.15,0.6,2023-2024,bundesliga
leon goretzka,Bayern Munich,56,14,0.11,5.0,5.0,0.09,1.0,2023-2024,bundesliga
robin gosens,Union Berlin,32,10,0.19,2.1,2.1,0.07,3.9,2023-2024,bundesliga
mario gotze,Eint Frankfurt,13,6,0.23,2.9,2.9,0.26,0.1,2023-2024,bundesliga
jeffrey gouweleeuw,Augsburg,23,3,0.04,1.3,1.3,0.06,-0.3,2023-2024,bundesliga
jens grahl,Eint Frankfurt,0,0,,0.0,0.0,,0.0,2023-2024,bundesliga
ryan gravenberch,Bayern Munich,0,0,,0.0,0.0,,0.0,2023-2024,bundesliga
michael gregoritsch,Freiburg,74,26,0.09,9.2,9.2,0.13,-2.2,2023-2024,bundesliga
vincenzo grifo,Freiburg,42,12,0.05,7.7,3.0,0.07,0.3,2023-2024,bundesliga
florian grillitsch,Hoffenheim,21,6,0.05,1.2,1.2,0.06,-0.2,2023-2024,bundesliga
alex grimaldo,Leverkusen,71,23,0.14,5.7,5.7,0.08,4.3,2023-2024,bundesliga
christian gro,Werder Bremen,4,1,0.0,0.3,0.3,0.09,-0.3,2023-2024,bundesliga
brajan gruda,Mainz 05,30,12,0.13,3.5,3.5,0.12,0.5,2023-2024,bundesliga
ilia gruev,Werder Bremen,0,0,,0.0,0.0,,0.0,2023-2024,bundesliga
raphael guerreiro,Bayern Munich,18,6,0.17,2.4,2.4,0.14,0.6,2023-2024,bundesliga
josuha guilavogui,Mainz 05,0,0,,0.0,0.0,,0.0,2023-2024,bundesliga
serhou guirassy,Stuttgart,88,40,0.27,20.8,17.6,0.2,7.2,2023-2024,bundesliga
peter gulacsi,RB Leipzig,0,0,,0.0,0.0,,0.0,2023-2024,bundesliga
manuel gulde,Freiburg,12,1,0.08,1.1,1.1,0.09,-0.1,2023-2024,bundesliga
robert gumny,Augsburg,3,1,0.0,0.2,0.2,0.07,-0.2,2023-2024,bundesliga
christian gunter,Freiburg,6,2,0.17,0.5,0.5,0.08,0.5,2023-2024,bundesliga
janik haberer,Union Berlin,15,3,0.07,0.9,0.8,0.05,0.1,2023-2024,bundesliga
robin hack,Gladbach,43,22,0.23,3.9,3.9,0.09,6.1,2023-2024,bundesliga
amadou haidara,RB Leipzig,21,9,0.1,1.1,1.1,0.05,0.9,2023-2024,bundesliga
sebastien haller,Dortmund,7,2,0.0,0.9,0.9,0.13,-0.9,2023-2024,bundesliga
andreas hancheolsen,Mainz 05,4,1,0.25,0.7,0.7,0.17,0.3,2023-2024,bundesliga
isak hansenaaren,Werder Bremen,0,0,,0.0,0.0,,0.0,2023-2024,bundesliga
genki haraguchi,Stuttgart,0,0,,0.0,0.0,,0.0,2023-2024,bundesliga
makoto hasebe,Eint Frankfurt,0,0,,0.0,0.0,,0.0,2023-2024,bundesliga
thorgan hazard,Dortmund,0,0,,0.0,0.0,,0.0,2023-2024,bundesliga
dominique heintz,Köln,0,0,,0.0,0.0,,0.0,2023-2024,bundesliga
benjamin henrichs,RB Leipzig,35,9,0.03,2.5,2.5,0.07,-1.5,2023-2024,bundesliga
patrick herrmann,Gladbach,4,0,0.0,0.2,0.2,0.05,-0.2,2023-2024,bundesliga
piero hincapie,Leverkusen,18,6,0.06,1.9,1.9,0.11,-0.9,2023-2024,bundesliga
adam hlozek,Leverkusen,18,6,0.11,3.1,3.1,0.17,-1.1,2023-2024,bundesliga
nicolas hofler,Freiburg,16,1,0.06,0.7,0.7,0.04,0.3,2023-2024,bundesliga
jonas hofmann,Leverkusen,60,25,0.08,5.9,5.9,0.1,-0.9,2023-2024,bundesliga
philipp hofmann,Bochum,39,15,0.1,4.8,4.8,0.12,-0.8,2023-2024,bundesliga
lucas holer,Freiburg,32,16,0.19,8.6,7.0,0.22,-1.6,2023-2024,bundesliga
fabian holland,Darmstadt 98,11,3,0.0,0.6,0.6,0.06,-0.6,2023-2024,bundesliga
benedict hollerbach,Union Berlin,34,10,0.15,3.4,3.4,0.1,1.6,2023-2024,bundesliga
gerrit holtmann,Darmstadt 98,14,5,0.0,0.6,0.6,0.04,-0.6,2023-2024,bundesliga
franck honorat,Gladbach,28,10,0.11,1.6,1.6,0.06,1.4,2023-2024,bundesliga
mathias honsak,Darmstadt 98,23,6,0.04,1.8,1.8,0.08,-0.8,2023-2024,bundesliga
fraser hornby,Darmstadt 98,10,2,0.0,0.7,0.7,0.07,-0.7,2023-2024,bundesliga
lukas hradecky,Leverkusen,0,0,,0.0,0.0,,0.0,2023-2024,bundesliga
timo hubers,Köln,22,5,0.0,1.8,1.8,0.08,-1.8,2023-2024,bundesliga
mats hummels,Dortmund,16,6,0.19,3.2,3.2,0.23,-0.2,2023-2024,bundesliga
denis huseinbasic,Köln,12,3,0.0,0.3,0.3,0.03,-0.3,2023-2024,bundesliga
iago,Augsburg,18,7,0.06,1.4,1.4,0.08,-0.4,2023-2024,bundesliga
borja iglesias,Leverkusen,8,3,0.0,1.4,1.4,0.17,-1.4,2023-2024,bundesliga
joel imasuen,Werder Bremen,0,0,,0.0,0.0,,0.0,2023-2024,bundesliga
thomas isherwood,Darmstadt 98,0,0,,0.0,0.0,,0.0,2023-2024,bundesliga
ko itakura,Gladbach,21,7,0.14,1.3,1.3,0.06,1.7,2023-2024,bundesliga
hiroki ito,Stuttgart,18,4,0.0,0.9,0.9,0.05,-0.9,2023-2024,bundesliga
lee jaesung,Mainz 05,38,13,0.16,4.9,4.9,0.13,1.1,2023-2024,bundesliga
paul jaeckel,Union Berlin,0,0,,0.0,0.0,,0.0,2023-2024,bundesliga
kristijan jakic,Augsburg,13,5,0.15,0.8,0.8,0.06,1.2,2023-2024,bundesliga
kristijan jakic,Eint Frankfurt,1,0,0.0,0.0,0.0,0.04,0.0,2023-2024,bundesliga
tony jantschke,Gladbach,0,0,,0.0,0.0,,0.0,2023-2024,bundesliga
nuha jatta,RB Leipzig,0,0,,0.0,0.0,,0.0,2023-2024,bundesliga
fredrik jensen,Augsburg,14,5,0.14,0.9,0.9,0.06,1.1,2023-2024,bundesliga
moritz jenz,Wolfsburg,7,0,0.0,0.3,0.3,0.05,-0.3,2023-2024,bundesliga
anthony jung,Werder Bremen,5,1,0.2,0.6,0.6,0.12,0.4,2023-2024,bundesliga
josip juranovic,Union Berlin,11,2,0.0,1.4,0.6,0.06,-1.4,2023-2024,bundesliga
david jurasek,Hoffenheim,5,2,0.0,0.2,0.2,0.03,-0.2,2023-2024,bundesliga
julian justvan,Hoffenheim,1,0,0.0,0.0,0.0,0.04,0.0,2023-2024,bundesliga
julian justvan,Darmstadt 98,17,4,0.12,0.9,0.9,0.05,1.1,2023-2024,bundesliga
ozan kabak,Hoffenheim,19,7,0.21,2.2,2.2,0.11,1.8,2023-2024,bundesliga
pavel kaderabek,Hoffenheim,19,6,0.16,2.5,2.5,0.13,0.5,2023-2024,bundesliga
florian kainz,Köln,23,4,0.0,5.0,1.0,0.04,0.0,2023-2024,bundesliga
sasa kalajdzic,Eint Frankfurt,2,1,0.0,0.2,0.2,0.08,-0.2,2023-2024,bundesliga
jakub kaminski,Wolfsburg,10,3,0.0,0.5,0.5,0.05,-0.5,2023-2024,bundesliga
kevin kampl,RB Leipzig,6,1,0.17,0.2,0.2,0.03,0.8,2023-2024,bundesliga
harry kane,Bayern Munich,141,61,0.22,30.6,26.7,0.19,5.4,2023-2024,bundesliga
atakan karazor,Stuttgart,19,2,0.0,1.0,1.0,0.05,-1.0,2023-2024,bundesliga
emir karic,Darmstadt 98,12,3,0.0,0.4,0.4,0.03,-0.4,2023-2024,bundesliga
silas katompa,Stuttgart,23,8,0.22,5.7,4.9,0.21,-0.7,2023-2024,bundesliga
mikkel kaufmann,Union Berlin,15,6,0.07,1.3,1.3,0.09,-0.3,2023-2024,bundesliga
naby keita,Werder Bremen,2,0,0.0,0.1,0.1,0.05,-0.1,2023-2024,bundesliga
yannik keitel,Freiburg,6,2,0.17,0.7,0.7,0.12,0.3,2023-2024,bundesliga
thomas keller,Heidenheim,0,0,,0.0,0.0,,0.0,2023-2024,bundesliga
aljoscha kemlein,Union Berlin,1,0,0.0,0.0,0.0,0.04,0.0,2023-2024,bundesliga
tobias kempe,Darmstadt 98,18,1,0.0,3.6,1.2,0.07,-0.6,2023-2024,bundesliga
rani khedira,Union Berlin,3,1,0.0,0.4,0.4,0.13,-0.4,2023-2024,bundesliga
luca kilian,Köln,0,0,,0.0,0.0,,0.0,2023-2024,bundesliga
joshua kimmich,Bayern Munich,25,7,0.04,1.1,1.1,0.05,-0.1,2023-2024,bundesliga
christoph klarer,Darmstadt 98,9,2,0.22,1.2,1.2,0.13,0.8,2023-2024,bundesliga
tim kleindienst,Heidenheim,81,31,0.12,13.9,12.3,0.15,-1.9,2023-2024,bundesliga
lukas klostermann,RB Leipzig,6,2,0.17,0.7,0.7,0.12,0.3,2023-2024,bundesliga
ansgar knauff,Eint Frankfurt,37,13,0.19,5.7,5.7,0.15,1.3,2023-2024,bundesliga
robin knoche,Union Berlin,7,3,0.14,1.2,0.4,0.06,-0.2,2023-2024,bundesliga
gregor kobel,Dortmund,0,0,,0.0,0.0,,0.0,2023-2024,bundesliga
robin koch,Eint Frankfurt,24,5,0.08,3.1,3.1,0.13,-1.1,2023-2024,bundesliga
dominik kohr,Mainz 05,25,7,0.04,1.6,1.6,0.07,-0.6,2023-2024,bundesliga
randal kolo muani,Eint Frankfurt,5,1,0.2,1.3,1.3,0.26,-0.3,2023-2024,bundesliga
mert komur,Augsburg,2,1,0.5,0.2,0.2,0.1,0.8,2023-2024,bundesliga
manu kone,Gladbach,24,8,0.04,1.2,1.2,0.05,-0.2,2023-2024,bundesliga
odilon kossounou,Leverkusen,5,1,0.2,0.6,0.6,0.12,0.4,2023-2024,bundesliga
tomas koubek,Augsburg,0,0,,0.0,0.0,,0.0,2023-2024,bundesliga
matej kovar,Leverkusen,0,0,,0.0,0.0,,0.0,2023-2024,bundesliga
dawid kownacki,Werder Bremen,19,4,0.0,1.3,1.3,0.07,-1.3,2023-2024,bundesliga
alex kral,Union Berlin,18,5,0.0,1.7,1.7,0.09,-1.7,2023-2024,bundesliga
andrej kramaric,Hoffenheim,64,29,0.16,11.1,7.1,0.11,3.9,2023-2024,bundesliga
christoph kramer,Gladbach,1,0,0.0,0.1,0.1,0.11,-0.1,2023-2024,bundesliga
frans kratzig,Bayern Munich,2,2,0.0,0.3,0.3,0.13,-0.3,2023-2024,bundesliga
tom krau,Mainz 05,19,2,0.05,0.8,0.8,0.04,0.2,2023-2024,bundesliga
lukas kubler,Freiburg,8,3,0.13,0.6,0.6,0.07,0.4,2023-2024,bundesliga
mahmut kucuksahin,Augsburg,0,0,,0.0,0.0,,0.0,2023-2024,bundesliga
christian kuhlwetter,Heidenheim,0,0,,0.0,0.0,,0.0,2023-2024,bundesliga
moritzbroni kwarteng,Bochum,14,3,0.0,1.0,1.0,0.07,-1.0,2023-2024,bundesliga
maxence lacroix,Wolfsburg,12,8,0.33,0.8,0.8,0.07,3.2,2023-2024,bundesliga
aissa laidouni,Union Berlin,13,5,0.0,0.7,0.7,0.05,-0.7,2023-2024,bundesliga
konrad laimer,Bayern Munich,17,5,0.0,1.0,1.0,0.06,-1.0,2023-2024,bundesliga
stefan lainer,Gladbach,3,0,0.0,0.2,0.2,0.07,-0.2,2023-2024,bundesliga
hugo larsson,Eint Frankfurt,10,4,0.2,1.3,1.3,0.13,0.7,2023-2024,bundesliga
diogo leite,Union Berlin,13,4,0.0,0.8,0.8,0.06,-0.8,2023-2024,bundesliga
maxim leitsch,Mainz 05,0,0,,0.0,0.0,,0.0,2023-2024,bundesliga
christopher lenz,RB Leipzig,0,0,,0.0,0.0,,0.0,2023-2024,bundesliga
christopher lenz,Eint Frankfurt,0,0,,0.0,0.0,,0.0,2023-2024,bundesliga
jamie leweling,Stuttgart,44,22,0.09,6.1,6.1,0.14,-2.1,2023-2024,bundesliga
philipp lienhart,Freiburg,7,3,0.14,1.1,1.1,0.16,-0.1,2023-2024,bundesliga
matthijs de ligt,Bayern Munich,14,6,0.14,1.7,1.7,0.12,0.3,2023-2024,bundesliga
jesper lindstrm,Eint Frankfurt,1,0,0.0,0.2,0.2,0.19,-0.2,2023-2024,bundesliga
dejan ljubicic,Köln,38,9,0.0,1.9,1.9,0.05,-1.9,2023-2024,bundesliga
noah loosli,Bochum,0,0,,0.0,0.0,,0.0,2023-2024,bundesliga
anthony losilla,Bochum,28,6,0.04,2.3,2.3,0.08,-1.3,2023-2024,bundesliga
castello lukeba,RB Leipzig,7,3,0.14,0.8,0.8,0.11,0.2,2023-2024,bundesliga
andreas luthe,Bochum,0,0,,0.0,0.0,,0.0,2023-2024,bundesliga
senne lynen,Werder Bremen,12,2,0.0,0.4,0.4,0.03,-0.4,2023-2024,bundesliga
ian maatsen,Dortmund,11,4,0.18,0.9,0.9,0.08,1.1,2023-2024,bundesliga
matej maglica,Darmstadt 98,10,2,0.1,0.6,0.6,0.06,0.4,2023-2024,bundesliga
arne maier,Augsburg,22,5,0.09,1.5,1.5,0.07,0.5,2023-2024,bundesliga
linton maina,Köln,33,11,0.03,1.9,1.9,0.06,-0.9,2023-2024,bundesliga
patrick mainka,Heidenheim,29,6,0.07,3.2,3.2,0.11,-1.2,2023-2024,bundesliga
