Player,Squad,Sh,SoT,G/Sh,xG,npxG,npxG/Sh,G-xG,Season,Competition
lasse rosenboom,Holstein Kiel,12,5,0.17,1.9,1.9,0.16,0.1,2024-2025,bundesliga
max rosenfelder,Freiburg,5,1,0.2,0.4,0.4,0.08,0.6,2024-2025,bundesliga
tom rothe,Union Berlin,23,9,0.13,1.8,1.8,0.08,1.2,2024-2025,bundesliga
anthony rouault,Stuttgart,5,1,0.2,0.5,0.5,0.1,0.5,2024-2025,bundesliga
jerome roussillon,Union Berlin,2,0,0.0,0.1,0.1,0.05,-0.1,2024-2025,bundesliga
julian ryerson,Dortmund,18,5,0.11,0.7,0.7,0.04,1.3,2024-2025,bundesliga
frederik rnnow,Union Berlin,1,0,0.0,0.1,0.1,0.09,-0.1,2024-2025,bundesliga
elias saad,St. Pauli,26,8,0.12,2.8,2.8,0.11,0.2,2024-2025,bundesliga
marcel sabitzer,Dortmund,21,8,0.05,1.8,1.8,0.08,-0.8,2024-2025,bundesliga
faik sakar,RB Leipzig,0,0,,0.0,0.0,,0.0,2024-2025,bundesliga
manolis saliakas,St. Pauli,29,6,0.07,1.5,1.5,0.05,0.5,2024-2025,bundesliga
roland sallai,Freiburg,3,1,0.0,0.1,0.1,0.04,-0.1,2024-2025,bundesliga
diadie samassekou,Hoffenheim,3,1,0.0,0.1,0.1,0.02,-0.1,2024-2025,bundesliga
philipp sander,Gladbach,18,7,0.06,1.2,1.2,0.07,-0.2,2024-2025,bundesliga
james sands,St. Pauli,1,0,0.0,0.1,0.1,0.05,-0.1,2024-2025,bundesliga
leroy sane,Bayern Munich,67,29,0.16,10.2,10.2,0.15,0.8,2024-2025,bundesliga
kaishu sano,Mainz 05,20,2,0.0,0.9,0.9,0.04,-0.9,2024-2025,bundesliga
kaua santos,Eint Frankfurt,0,0,,0.0,0.0,,0.0,2024-2025,bundesliga
joe scally,Gladbach,6,1,0.0,0.4,0.4,0.06,-0.4,2024-2025,bundesliga
andras schafer,Union Berlin,12,1,0.08,0.6,0.6,0.05,0.4,2024-2025,bundesliga
patrik schick,Leverkusen,68,32,0.29,12.7,11.9,0.17,8.3,2024-2025,bundesliga
stefan schimmer,Heidenheim,10,2,0.0,1.1,1.1,0.11,-1.1,2024-2025,bundesliga
xaver schlager,RB Leipzig,1,0,0.0,0.1,0.1,0.06,-0.1,2024-2025,bundesliga
keven schlotterbeck,Augsburg,12,4,0.25,0.8,0.8,0.06,2.2,2024-2025,bundesliga
nico schlotterbeck,Dortmund,17,4,0.0,1.3,1.3,0.08,-1.3,2024-2025,bundesliga
romano schmid,Werder Bremen,47,13,0.09,4.3,3.5,0.07,0.7,2024-2025,bundesliga
jan schoppner,Heidenheim,41,13,0.1,3.9,3.9,0.09,0.1,2024-2025,bundesliga
marvin schulz,Holstein Kiel,3,1,0.0,0.0,0.0,0.01,0.0,2024-2025,bundesliga
alexander schwolow,Union Berlin,0,0,,0.0,0.0,,0.0,2024-2025,bundesliga
leo scienza,Heidenheim,38,15,0.08,2.0,2.0,0.05,1.0,2024-2025,bundesliga
nicolas seiwald,RB Leipzig,5,0,0.0,0.2,0.2,0.04,-0.2,2024-2025,bundesliga
benjamin sesko,RB Leipzig,66,29,0.17,10.0,8.4,0.13,3.0,2024-2025,bundesliga
armindo sieb,Mainz 05,29,7,0.07,2.8,2.8,0.1,-0.8,2024-2025,bundesliga
tim siersleben,Heidenheim,4,2,0.0,0.6,0.6,0.15,-0.6,2024-2025,bundesliga
kiliann sildillia,Freiburg,7,2,0.29,0.5,0.5,0.07,1.5,2024-2025,bundesliga
andre silva,Werder Bremen,12,5,0.0,2.6,1.0,0.08,-1.6,2024-2025,bundesliga
andre silva,RB Leipzig,7,2,0.0,1.3,0.5,0.07,-0.3,2024-2025,bundesliga
mohamed simakan,RB Leipzig,0,0,,0.0,0.0,,0.0,2024-2025,bundesliga
xavi simons,RB Leipzig,50,23,0.2,5.1,5.1,0.1,4.9,2024-2025,bundesliga
danel sinani,St. Pauli,35,12,0.06,1.7,1.7,0.05,0.3,2024-2025,bundesliga
tobias sippel,Gladbach,0,0,,0.0,0.0,,0.0,2024-2025,bundesliga
ibrahima sissoko,Bochum,25,8,0.08,1.7,1.7,0.07,0.3,2024-2025,bundesliga
tim skarke,Union Berlin,20,9,0.0,2.1,2.1,0.1,-2.1,2024-2025,bundesliga
ellyes skhiri,Eint Frankfurt,13,2,0.08,1.4,1.4,0.11,-0.4,2024-2025,bundesliga
leo skiri stigard,Hoffenheim,5,0,0.0,0.3,0.3,0.06,-0.3,2024-2025,bundesliga
andreas skov olsen,Wolfsburg,7,1,0.14,0.8,0.8,0.12,0.2,2024-2025,bundesliga
robert skov,Union Berlin,16,5,0.06,1.7,0.9,0.06,0.3,2024-2025,bundesliga
steven skrzybski,Holstein Kiel,32,12,0.16,3.5,2.7,0.09,2.5,2024-2025,bundesliga
eric smith,St. Pauli,24,9,0.04,1.4,1.4,0.06,-0.4,2024-2025,bundesliga
anton stach,Hoffenheim,35,10,0.03,2.0,2.0,0.06,-1.0,2024-2025,bundesliga
jens stage,Werder Bremen,44,15,0.23,7.2,7.2,0.16,2.8,2024-2025,bundesliga
