Player,Squad,Fls,Off,Crosses,Recov,Aerialwon%,Season,Competition
juan musso,Atlético Madrid,0,0,0,2,,2024-2025,laliga
matija nastasic,Leganés,15,2,0,50,69.6,2024-2025,laliga
natan,Betis,19,0,2,75,68.4,2024-2025,laliga
pau navarro,Villarreal,10,0,2,46,39.1,2024-2025,laliga
roberto navarro,Mallorca,14,2,29,94,35.7,2024-2025,laliga
jesus navas,Sevilla,1,3,33,10,50.0,2024-2025,laliga
yvan neyou,Leganés,33,0,15,121,53.7,2024-2025,laliga
tanguy nianzou,Sevilla,10,0,0,9,89.5,2024-2025,laliga
saul niguez,Sevilla,44,1,19,86,54.8,2024-2025,laliga
tamas nikitscher,Valladolid,18,0,1,34,62.5,2024-2025,laliga
adrian nino,Atlético Madrid,0,0,0,0,0.0,2024-2025,laliga
hugo novoa,Alavés,1,2,7,9,11.1,2024-2025,laliga
randy nteka,Rayo Vallecano,39,16,4,26,44.6,2024-2025,laliga
unai nunez,Athletic Club,10,1,0,28,52.0,2024-2025,laliga
rjan nyland,Sevilla,1,0,0,28,100.0,2024-2025,laliga
allan nyom,Getafe,18,0,15,32,33.3,2024-2025,laliga
jan oblak,Atlético Madrid,0,0,0,29,100.0,2024-2025,laliga
lucas ocampos,Sevilla,3,0,4,6,42.9,2024-2025,laliga
alvaro odriozola,Real Sociedad,2,0,1,2,100.0,2024-2025,laliga
thiago ojeda,Villarreal,1,0,1,0,,2024-2025,laliga
aingeru olabarrieta,Athletic Club,1,0,4,4,100.0,2024-2025,laliga
olasagasti,Real Sociedad,15,0,10,42,35.3,2024-2025,laliga
brian olivan,Espanyol,13,3,55,28,23.1,2024-2025,laliga
lucas oliveira rosa,Valladolid,35,1,36,87,64.3,2024-2025,laliga
dani olmo,Barcelona,21,1,21,46,50.0,2024-2025,laliga
aimar oroz,Osasuna,28,5,29,164,45.0,2024-2025,laliga
angel ortiz,Betis,6,0,19,16,41.7,2024-2025,laliga
gabriel osei misehouy,Girona,1,2,6,11,0.0,2024-2025,laliga
david otorbi,Valencia,0,0,0,0,,2024-2025,laliga
jesus owono,Alavés,1,0,0,3,,2024-2025,laliga
mikel oyarzabal,Real Sociedad,14,18,10,48,30.5,2024-2025,laliga
cenk ozkacar,Valladolid,5,0,0,30,42.3,2024-2025,laliga
jon pacheco,Real Sociedad,18,0,0,35,52.8,2024-2025,laliga
alex padilla,Athletic Club,0,0,0,4,100.0,2024-2025,laliga
isaac palazon camacho,Rayo Vallecano,39,3,111,102,31.0,2024-2025,laliga
aitor paredes,Athletic Club,23,0,1,62,50.8,2024-2025,laliga
daniel parejo,Villarreal,20,1,37,142,72.7,2024-2025,laliga
iago parente,Valladolid,0,0,1,1,,2024-2025,laliga
alvaro pascual,Sevilla,11,1,3,12,39.3,2024-2025,laliga
alfonso pedraza,Villarreal,4,0,26,18,71.4,2024-2025,laliga
pedri,Barcelona,10,2,58,254,53.8,2024-2025,laliga
adria pedrosa,Sevilla,38,3,97,100,28.2,2024-2025,laliga
pejino,Las Palmas,1,0,1,2,,2024-2025,laliga
andy pelmard,Las Palmas,2,0,2,4,50.0,2024-2025,laliga
inaki pena,Barcelona,0,0,0,65,100.0,2024-2025,laliga
ruben pena,Osasuna,12,0,52,33,31.8,2024-2025,laliga
nicolas pepe,Villarreal,20,8,44,53,47.1,2024-2025,laliga
peque,Sevilla,22,2,10,41,23.5,2024-2025,laliga
ayoze perez,Villarreal,22,6,15,56,28.9,2024-2025,laliga
carles perez,Getafe,44,1,42,50,32.5,2024-2025,laliga
francisco perez,Valencia,6,0,27,27,41.7,2024-2025,laliga
kike perez,Valladolid,32,1,33,60,44.4,2024-2025,laliga
luis perez,Valladolid,13,3,105,77,30.6,2024-2025,laliga
romain perraud,Betis,26,5,71,95,34.6,2024-2025,laliga
valentin pezzolesi,Las Palmas,0,0,0,1,,2024-2025,laliga
pica,Alavés,6,0,2,13,62.1,2024-2025,laliga
yeremi pino,Villarreal,49,15,47,93,42.9,2024-2025,laliga
portu,Girona,14,7,26,24,45.5,2024-2025,laliga
benat prados,Athletic Club,40,0,9,91,56.9,2024-2025,laliga
abdon prats,Mallorca,6,2,0,13,37.3,2024-2025,laliga
javi puado,Espanyol,22,6,27,105,23.1,2024-2025,laliga
dani raba,Leganés,40,9,90,90,25.0,2024-2025,laliga
arnau rafus,Valladolid,0,0,0,3,,2024-2025,laliga
antonio raillo,Mallorca,50,2,3,104,61.1,2024-2025,laliga
benito ramirez,Las Palmas,5,0,39,32,26.7,2024-2025,laliga
sandro ramirez,Las Palmas,26,5,122,93,42.9,2024-2025,laliga
jacobo ramon,Real Madrid,2,0,0,5,53.3,2024-2025,laliga
raphinha,Barcelona,11,10,215,94,60.0,2024-2025,laliga
andrei ratiu,Rayo Vallecano,24,5,77,169,37.7,2024-2025,laliga
raul,Osasuna,11,6,6,14,47.6,2024-2025,laliga
abderrahman rebbach,Alavés,5,2,17,16,8.3,2024-2025,laliga
alex remiro,Real Sociedad,0,0,0,64,100.0,2024-2025,laliga
daniel requena,Villarreal,1,0,0,0,,2024-2025,laliga
diego rico,Getafe,38,3,148,132,57.8,2024-2025,laliga
luis rioja,Alavés,1,0,6,1,,2024-2025,laliga
luis rioja,Valencia,18,11,203,111,40.5,2024-2025,laliga
rodrigo riquelme,Atlético Madrid,8,4,34,21,50.0,2024-2025,laliga
alberto risco,Getafe,1,0,4,5,25.0,2024-2025,laliga
mihailo ristic,Celta Vigo,8,0,13,17,25.0,2024-2025,laliga
gorka rivera alonso,Getafe,1,0,0,1,0.0,2024-2025,laliga
marc roca,Betis,16,0,10,51,27.8,2024-2025,laliga
rodri,Betis,2,1,6,10,0.0,2024-2025,laliga
adrian rodriguez,Alavés,0,0,0,0,,2024-2025,laliga
alvaro rodriguez,Getafe,30,6,5,31,55.3,2024-2025,laliga
oscar rodriguez arnaiz,Leganés,19,1,55,56,33.3,2024-2025,laliga
arturo rodriguez,Las Palmas,0,0,2,1,0.0,2024-2025,laliga
damian rodriguez,Celta Vigo,13,0,30,49,0.0,2024-2025,laliga
dani rodriguez,Mallorca,51,8,116,70,42.2,2024-2025,laliga
daniel rodriguez,Barcelona,0,0,3,0,,2024-2025,laliga
james rodriguez,Rayo Vallecano,2,3,13,8,40.0,2024-2025,laliga
javi rodriguez,Celta Vigo,37,0,4,87,53.3,2024-2025,laliga
jesus rodriguez,Betis,17,2,18,58,27.3,2024-2025,laliga
kirian rodriguez,Las Palmas,9,0,18,100,43.3,2024-2025,laliga
ricardo rodriguez,Betis,12,0,15,55,61.4,2024-2025,laliga
rodrygo,Real Madrid,8,1,81,71,30.4,2024-2025,laliga
leo roman,Mallorca,0,0,0,8,,2024-2025,laliga
carlos romero,Espanyol,34,1,92,125,36.8,2024-2025,laliga
isaac romero,Sevilla,38,11,18,59,36.3,2024-2025,laliga
luka romero,Alavés,3,1,10,9,33.3,2024-2025,laliga
oriol romeu,Girona,28,0,8,71,41.9,2024-2025,laliga
vitor roque,Betis,30,5,6,35,34.1,2024-2025,laliga
valentin rosier,Leganés,44,8,39,121,60.5,2024-2025,laliga
antonio rudiger,Real Madrid,15,2,4,102,59.3,2024-2025,laliga
aitor ruibal,Betis,10,2,32,71,35.0,2024-2025,laliga
abel ruiz,Girona,7,5,4,21,32.1,2024-2025,laliga
ferran ruiz,Girona,0,0,0,1,0.0,2024-2025,laliga
youssouf sabaly,Betis,18,1,31,87,40.9,2024-2025,laliga
umar sadiq,Valencia,29,13,0,14,54.8,2024-2025,laliga
umar sadiq,Real Sociedad,8,5,2,5,45.0,2024-2025,laliga
jorge saenz,Leganés,30,1,0,58,51.9,2024-2025,laliga
jan salas,Mallorca,0,0,1,2,100.0,2024-2025,laliga
kike salas,Sevilla,21,0,9,95,70.0,2024-2025,laliga
albert sambi lokonga,Sevilla,22,0,2,69,66.7,2024-2025,laliga
chuky san jose,Valladolid,3,4,24,20,16.7,2024-2025,laliga
oihan sancet,Athletic Club,16,5,18,77,48.0,2024-2025,laliga
antonio sanchez,Mallorca,24,4,33,77,27.3,2024-2025,laliga
ivan sanchez,Valladolid,15,3,114,59,50.0,2024-2025,laliga
javi sanchez,Valladolid,19,0,0,57,52.3,2024-2025,laliga
juanlu sanchez,Sevilla,18,1,40,66,50.0,2024-2025,laliga
manu sanchez,Alavés,56,1,78,105,20.0,2024-2025,laliga
maroan sannadi,Athletic Club,20,7,6,24,45.2,2024-2025,laliga
jesus santiago,Getafe,14,0,3,21,16.7,2024-2025,laliga
aleksandar sedlar,Alavés,9,0,0,18,60.0,2024-2025,laliga
sergi,Leganés,30,7,1,80,52.1,2024-2025,laliga
nicolas serrano,Athletic Club,2,0,13,3,0.0,2024-2025,laliga
fabio silva,Las Palmas,39,20,21,48,49.5,2024-2025,laliga
rui silva,Betis,1,0,0,25,100.0,2024-2025,laliga
giuliano simeone,Atlético Madrid,23,7,49,72,32.4,2024-2025,laliga
unai simon,Athletic Club,0,0,0,33,100.0,2024-2025,laliga
daley sinkgraven,Las Palmas,2,0,4,6,100.0,2024-2025,laliga
jailson siqueira,Celta Vigo,4,0,1,32,51.4,2024-2025,laliga
antonio sivera,Alavés,4,0,0,21,83.3,2024-2025,laliga
justin smith,Espanyol,5,0,1,8,100.0,2024-2025,laliga
alex sola,Getafe,24,7,18,47,39.1,2024-2025,laliga
arnau sola,Villarreal,1,0,0,0,,2024-2025,laliga
jhon solis,Girona,9,0,3,27,37.5,2024-2025,laliga
david soria,Getafe,0,0,0,28,100.0,2024-2025,laliga
juan soriano,Leganés,0,0,0,5,,2024-2025,laliga
hugo sotelo,Celta Vigo,19,1,50,71,16.7,2024-2025,laliga
djibril sow,Sevilla,23,0,9,110,51.1,2024-2025,laliga
carl starfelt,Celta Vigo,21,0,0,77,54.1,2024-2025,laliga
orri steinn oskarsson,Real Sociedad,7,10,7,15,36.0,2024-2025,laliga
stoichkov,Alavés,9,5,13,44,25.0,2024-2025,laliga
cristhian stuani,Girona,35,11,2,14,56.4,2024-2025,laliga
alex suarez,Las Palmas,27,1,1,68,34.2,2024-2025,laliga
denis suarez,Villarreal,1,0,25,25,14.3,2024-2025,laliga
luka sucic,Real Sociedad,11,3,18,109,51.0,2024-2025,laliga
suso,Sevilla,6,2,59,31,28.6,2024-2025,laliga
williot swedberg,Celta Vigo,21,7,18,46,34.8,2024-2025,laliga
mamadou sylla,Valladolid,16,13,9,35,41.4,2024-2025,laliga
wojciech szczesny,Barcelona,1,0,0,52,,2024-2025,laliga
alexander srloth,Atlético Madrid,26,8,5,41,66.2,2024-2025,laliga
renato tapia,Leganés,38,0,12,155,57.1,2024-2025,laliga
cesar tarrega,Valencia,56,0,1,104,58.4,2024-2025,laliga
aurelien tchouameni,Real Madrid,26,0,12,143,73.3,2024-2025,laliga
alvaro tejero,Espanyol,14,1,113,64,45.5,2024-2025,laliga
martin tejon,Valencia,1,0,1,4,0.0,2024-2025,laliga
nahuel tenaglia,Alavés,37,2,85,117,46.9,2024-2025,laliga
marcandre ter stegen,Barcelona,0,0,0,14,100.0,2024-2025,laliga
ramon terrats,Villarreal,2,0,5,11,60.0,2024-2025,laliga
ramon terrats,Getafe,13,4,35,53,51.9,2024-2025,laliga
raul de tomas,Rayo Vallecano,1,0,0,2,,2024-2025,laliga
pablo torre,Barcelona,4,1,13,15,14.3,2024-2025,laliga
david torres,Valladolid,13,0,3,27,48.8,2024-2025,laliga
ferran torres,Barcelona,5,6,17,27,35.7,2024-2025,laliga
lucas torro,Osasuna,75,1,1,172,70.4,2024-2025,laliga
hamari traore,Real Sociedad,12,0,9,29,50.0,2024-2025,laliga
oscar trejo,Rayo Vallecano,17,1,7,25,41.7,2024-2025,laliga
viktor tsyhankov,Girona,14,4,124,69,33.3,2024-2025,laliga
benat turrientes,Real Sociedad,13,0,19,45,35.7,2024-2025,laliga
christantus uche,Getafe,55,19,22,110,42.3,2024-2025,laliga
naci unuvar,Espanyol,0,1,2,3,,2024-2025,laliga
oscar valentin,Rayo Vallecano,57,0,2,109,45.8,2024-2025,laliga
german valera,Valencia,2,0,6,4,33.3,2024-2025,laliga
martin valjent,Mallorca,15,0,11,102,54.4,2024-2025,laliga
jesus vallejo,Real Madrid,0,0,0,8,50.0,2024-2025,laliga
federico valverde,Real Madrid,12,1,26,174,64.3,2024-2025,laliga
siebe van der heyden,Mallorca,2,0,2,5,66.7,2024-2025,laliga
ruben vargas,Sevilla,11,3,37,31,53.8,2024-2025,laliga
jose luis garcia vaya,Valencia,26,1,109,99,52.3,2024-2025,laliga
jesus vazquez,Valencia,17,1,23,42,48.0,2024-2025,laliga
lucas vazquez,Real Madrid,29,3,63,83,31.6,2024-2025,laliga
alejo veliz,Espanyol,20,5,0,20,46.8,2024-2025,laliga
mikel vesga,Athletic Club,14,0,8,66,61.0,2024-2025,laliga
carlos vicente,Alavés,38,10,269,133,36.2,2024-2025,laliga
pau victor,Barcelona,7,0,3,14,75.0,2024-2025,laliga
nacho vidal,Osasuna,2,0,2,5,75.0,2024-2025,laliga
fran vieites,Betis,0,0,0,7,100.0,2024-2025,laliga
sergio viera,Las Palmas,1,0,0,5,33.3,2024-2025,laliga
asier villalibre,Alavés,11,2,2,7,64.7,2024-2025,laliga
ivan villar,Celta Vigo,0,0,0,10,50.0,2024-2025,laliga
viti,Las Palmas,28,0,45,85,48.6,2024-2025,laliga
daniel vivian,Athletic Club,27,1,8,164,58.1,2024-2025,laliga
krapyvtsov vladyslav,Girona,0,0,0,3,,2024-2025,laliga
inaki williams,Athletic Club,22,17,115,87,60.0,2024-2025,laliga
nico williams,Athletic Club,17,10,107,96,39.3,2024-2025,laliga
axel witsel,Atlético Madrid,4,1,0,32,59.0,2024-2025,laliga
lamine yamal,Barcelona,30,13,108,123,25.0,2024-2025,laliga
daniel yanez,Real Madrid,0,0,0,0,,2024-2025,laliga
bertug yldrm,Getafe,33,14,7,24,53.7,2024-2025,laliga
arsen zakharyan,Real Sociedad,1,0,1,2,,2024-2025,laliga
bryan zaragoza,Osasuna,19,9,104,55,16.7,2024-2025,laliga
igor zubeldia,Real Sociedad,38,0,1,86,44.8,2024-2025,laliga
martin zubimendi,Real Sociedad,44,0,12,140,62.4,2024-2025,laliga
