Player,Squad,Fls,Off,Crosses,Recov,Aerialwon%,Season,Competition
lorenzo montipo,Hellas Verona,0,0,0,49,83.3,2023-2024,serie-a
nikola moro,Bologna,11,0,13,46,23.5,2023-2024,serie-a
dany mota,Monza,22,6,89,72,45.5,2023-2024,serie-a
samuele mulattieri,Sassuolo,7,0,0,21,39.7,2023-2024,serie-a
luis muriel,Atalanta,6,1,31,18,46.2,2023-2024,serie-a
yunus musah,Milan,22,2,28,74,43.8,2023-2024,serie-a
juan musso,Atalanta,1,0,0,22,100.0,2023-2024,serie-a
kingstone mutandwa,Cagliari,0,0,0,2,50.0,2023-2024,serie-a
obite ndicka,Roma,26,0,11,100,58.5,2023-2024,serie-a
nahitan nandez,Cagliari,52,9,154,135,44.6,2023-2024,serie-a
natan,Napoli,13,0,5,39,52.1,2023-2024,serie-a
lapo nava,Milan,0,0,0,0,,2023-2024,serie-a
michel ndary adopo,Atalanta,2,1,1,13,75.0,2023-2024,serie-a
dan ndoye,Bologna,29,7,47,106,30.4,2023-2024,serie-a
cyril ngonge,Hellas Verona,31,3,51,55,36.4,2023-2024,serie-a
cyril ngonge,Napoli,2,1,20,16,66.7,2023-2024,serie-a
mbaye niang,Empoli,15,9,4,14,38.7,2023-2024,serie-a
hans nicolussi caviglia,Juventus,1,0,18,18,50.0,2023-2024,serie-a
joseph nonge,Juventus,3,0,0,1,100.0,2023-2024,serie-a
tijjani noslin,Hellas Verona,24,4,15,65,40.8,2023-2024,serie-a
simeon nwankwo,Salernitana,11,2,0,13,36.9,2023-2024,serie-a
mbala nzola,Fiorentina,37,21,6,49,43.1,2023-2024,serie-a
adam obert,Cagliari,14,0,15,54,43.8,2023-2024,serie-a
pedro obiang,Sassuolo,9,0,1,20,55.6,2023-2024,serie-a
guillermo ochoa,Salernitana,0,0,0,18,100.0,2023-2024,serie-a
jens odgaard,Bologna,14,7,8,15,44.4,2023-2024,serie-a
noah okafor,Milan,12,2,22,27,35.0,2023-2024,serie-a
david okereke,Torino,2,2,4,9,43.8,2023-2024,serie-a
caleb okoli,Frosinone,27,0,2,164,55.6,2023-2024,serie-a
maduka okoye,Udinese,1,0,0,17,85.7,2023-2024,serie-a
mathias olivera,Napoli,9,1,27,101,55.2,2023-2024,serie-a
gaetano oristanio,Cagliari,37,2,32,67,43.6,2023-2024,serie-a
riccardo orsolini,Bologna,17,14,100,69,48.5,2023-2024,serie-a
victor osimhen,Napoli,31,35,14,40,44.0,2023-2024,serie-a
remi oudin,Lecce,16,3,156,96,50.0,2023-2024,serie-a
anthony oyono,Frosinone,13,0,11,73,59.1,2023-2024,serie-a
simone pafundi,Udinese,1,0,1,0,100.0,2023-2024,serie-a
riccardo pagano,Roma,3,0,1,3,0.0,2023-2024,serie-a
christos papadopoulos,Genoa,0,0,0,0,,2023-2024,serie-a
leandro paredes,Roma,31,0,82,184,82.4,2023-2024,serie-a
fabiano parisi,Fiorentina,14,0,42,124,54.5,2023-2024,serie-a
mario pasalic,Atalanta,20,6,10,124,53.7,2023-2024,serie-a
triantafyllos pasaridis,Salernitana,9,0,0,12,35.0,2023-2024,serie-a
patric,Lazio,8,0,11,71,34.6,2023-2024,serie-a
rui patricio,Roma,1,0,0,12,100.0,2023-2024,serie-a
benjamin pavard,Inter,23,2,24,68,56.5,2023-2024,serie-a
leonardo pavoletti,Cagliari,19,1,1,12,58.2,2023-2024,serie-a
martin payero,Udinese,45,1,20,110,51.3,2023-2024,serie-a
marcus pedersen,Sassuolo,13,0,57,56,33.3,2023-2024,serie-a
pedro,Lazio,13,4,20,49,16.7,2023-2024,serie-a
pietro pellegri,Torino,16,6,5,22,37.7,2023-2024,serie-a
lorenzo pellegrini,Roma,26,3,76,97,41.4,2023-2024,serie-a
luca pellegrini,Lazio,19,0,28,50,65.0,2023-2024,serie-a
marco pellegrino,Salernitana,3,0,1,15,33.3,2023-2024,serie-a
marco pellegrino,Milan,0,0,0,5,50.0,2023-2024,serie-a
pepin,Monza,2,0,4,15,0.0,2023-2024,serie-a
pedro pereira,Monza,11,1,37,41,45.5,2023-2024,serie-a
roberto pereyra,Udinese,24,5,24,100,33.3,2023-2024,serie-a
nehuen perez,Udinese,34,0,19,164,64.8,2023-2024,serie-a
simone perilli,Hellas Verona,0,0,0,3,,2023-2024,serie-a
mattia perin,Juventus,0,0,0,3,,2023-2024,serie-a
samuele perisan,Empoli,0,0,0,1,,2023-2024,serie-a
matteo pessina,Monza,28,1,19,188,49.2,2023-2024,serie-a
andrea petagna,Cagliari,18,2,2,25,46.4,2023-2024,serie-a
giuseppe pezzella,Empoli,17,2,54,56,72.2,2023-2024,serie-a
roberto piccoli,Empoli,1,0,0,1,33.3,2023-2024,serie-a
roberto piccoli,Lecce,28,15,6,38,38.7,2023-2024,serie-a
santiago pierotti,Lecce,13,0,4,8,18.2,2023-2024,serie-a
niccolo pierozzi,Salernitana,28,0,6,36,65.4,2023-2024,serie-a
andrea pinamonti,Sassuolo,22,9,10,69,33.2,2023-2024,serie-a
carlo pinsoglio,Juventus,0,0,0,1,,2023-2024,serie-a
lorenzo pirola,Salernitana,33,1,2,81,62.4,2023-2024,serie-a
niccolo pisilli,Roma,0,0,0,1,,2023-2024,serie-a
tommaso pobega,Milan,8,0,0,24,50.0,2023-2024,serie-a
paul pogba,Juventus,3,0,1,4,100.0,2023-2024,serie-a
matteo politano,Napoli,11,2,135,91,20.0,2023-2024,serie-a
marin pongracic,Lecce,57,0,1,183,60.8,2023-2024,serie-a
stefan posch,Bologna,30,1,39,109,54.0,2023-2024,serie-a
matteo prati,Cagliari,19,0,15,115,40.9,2023-2024,serie-a
ivan provedel,Lazio,0,0,0,36,100.0,2023-2024,serie-a
christian pulisic,Milan,19,4,101,100,38.1,2023-2024,serie-a
george puscas,Genoa,1,0,0,9,60.0,2023-2024,serie-a
domingos quina,Udinese,0,0,0,1,0.0,2023-2024,serie-a
adrien rabiot,Juventus,44,6,45,150,57.4,2023-2024,serie-a
uros racic,Sassuolo,6,0,2,50,48.0,2023-2024,serie-a
nemanja radonjic,Torino,1,4,11,13,0.0,2023-2024,serie-a
boris radunovic,Cagliari,0,0,0,6,50.0,2023-2024,serie-a
hamza rafia,Lecce,31,2,38,70,31.0,2023-2024,serie-a
ylber ramadani,Lecce,42,0,14,225,51.8,2023-2024,serie-a
luca ranieri,Fiorentina,32,1,13,99,51.3,2023-2024,serie-a
filippo ranocchia,Empoli,11,0,10,16,60.0,2023-2024,serie-a
giacomo raspadori,Napoli,17,5,65,53,28.0,2023-2024,serie-a
federico ravaglia,Bologna,0,0,0,4,100.0,2023-2024,serie-a
tijjani reijnders,Milan,21,1,39,136,30.8,2023-2024,serie-a
reinier,Frosinone,17,1,13,54,33.3,2023-2024,serie-a
mateo retegui,Genoa,36,4,20,58,49.6,2023-2024,serie-a
samuele ricci,Torino,37,3,54,125,40.5,2023-2024,serie-a
ricardo rodriguez,Torino,25,1,57,112,58.6,2023-2024,serie-a
alessio romagnoli,Lazio,34,1,1,120,58.5,2023-2024,serie-a
simone romagnoli,Frosinone,24,0,1,99,55.4,2023-2024,serie-a
luka romero,Milan,3,0,2,5,50.0,2023-2024,serie-a
marten de roon,Atalanta,43,3,16,164,56.5,2023-2024,serie-a
francesco rossi,Atalanta,0,0,0,0,,2023-2024,serie-a
nicolo rovella,Lazio,38,0,20,99,55.0,2023-2024,serie-a
amir rrahmani,Napoli,19,2,4,140,63.2,2023-2024,serie-a
ruan,Sassuolo,23,0,2,80,55.7,2023-2024,serie-a
daniele rugani,Juventus,15,0,1,44,51.0,2023-2024,serie-a
matteo ruggeri,Atalanta,21,2,101,171,57.6,2023-2024,serie-a
mario rui,Napoli,16,1,62,57,27.0,2023-2024,serie-a
stefano sabelli,Genoa,36,4,99,91,42.1,2023-2024,serie-a
alexis saelemaekers,Bologna,16,2,86,112,53.3,2023-2024,serie-a
lazar samardzic,Udinese,29,0,124,142,28.6,2023-2024,serie-a
junior sambia,Salernitana,9,0,28,38,65.7,2023-2024,serie-a
antonio sanabria,Torino,25,3,6,68,45.9,2023-2024,serie-a
renato sanches,Roma,6,0,4,5,33.3,2023-2024,serie-a
alexis sanchez,Inter,14,8,31,28,38.1,2023-2024,serie-a
alex sandro,Juventus,17,0,5,34,57.1,2023-2024,serie-a
nicola sansone,Lecce,16,0,28,37,40.9,2023-2024,serie-a
riccardo saponara,Hellas Verona,1,2,8,16,16.7,2023-2024,serie-a
zanos savva,Torino,1,0,0,1,0.0,2023-2024,serie-a
saba sazonov,Torino,10,0,0,22,50.0,2023-2024,serie-a
giorgio scalvini,Atalanta,48,4,5,163,66.7,2023-2024,serie-a
gianluca scamacca,Atalanta,28,9,6,32,38.2,2023-2024,serie-a
perr schuurs,Torino,8,0,2,49,62.5,2023-2024,serie-a
simone scuffet,Cagliari,0,0,0,38,100.0,2023-2024,serie-a
demba seck,Torino,9,0,2,22,23.1,2023-2024,serie-a
demba seck,Frosinone,9,2,2,9,30.0,2023-2024,serie-a
nikola sekulov,Juventus,0,0,0,0,0.0,2023-2024,serie-a
vivaldo semedo,Udinese,1,0,0,1,,2023-2024,serie-a
stefano sensi,Inter,0,0,1,3,,2023-2024,serie-a
suat serdar,Hellas Verona,40,0,9,109,51.2,2023-2024,serie-a
andres sfait,Salernitana,0,0,1,1,,2023-2024,serie-a
stephan el shaarawy,Roma,14,8,17,83,37.5,2023-2024,serie-a
eldor shomurodov,Cagliari,11,2,7,38,32.3,2023-2024,serie-a
steven shpendi,Empoli,12,4,0,13,14.3,2023-2024,serie-a
marco silvestri,Udinese,0,0,0,20,40.0,2023-2024,serie-a
giovanni simeone,Napoli,12,6,6,21,48.8,2023-2024,serie-a
jancarlo simic,Milan,2,0,0,4,50.0,2023-2024,serie-a
leo skiri stigard,Napoli,12,1,2,78,69.9,2023-2024,serie-a
ukasz skorupski,Bologna,0,0,0,34,33.3,2023-2024,serie-a
chris smalling,Roma,1,0,0,22,75.9,2023-2024,serie-a
andrea sodero,Empoli,0,0,1,0,,2023-2024,serie-a
ola solbakken,Roma,0,0,1,1,0.0,2023-2024,serie-a
daniele sommariva,Genoa,0,0,0,0,100.0,2023-2024,serie-a
yann sommer,Inter,1,0,0,43,75.0,2023-2024,serie-a
brandon soppy,Torino,4,0,3,14,0.0,2023-2024,serie-a
alessandro sorrentino,Monza,0,0,0,4,,2023-2024,serie-a
riccardo sottil,Fiorentina,8,6,46,44,70.0,2023-2024,serie-a
matias soule,Frosinone,18,1,98,175,20.0,2023-2024,serie-a
djed spence,Genoa,7,1,12,46,46.2,2023-2024,serie-a
leonardo spinazzola,Roma,8,1,84,74,50.0,2023-2024,serie-a
marco sportiello,Milan,0,0,0,18,,2023-2024,serie-a
trivante stewart,Salernitana,1,0,2,3,25.0,2023-2024,serie-a
gabriel strefezza,Lecce,20,3,42,51,22.2,2023-2024,serie-a
kevin strootman,Genoa,16,0,20,73,38.9,2023-2024,serie-a
isaac success,Udinese,27,1,2,24,46.6,2023-2024,serie-a
ibrahim sulemana,Cagliari,18,1,13,85,40.6,2023-2024,serie-a
tomas suslov,Hellas Verona,40,1,72,104,29.4,2023-2024,serie-a
mile svilar,Roma,0,0,0,19,100.0,2023-2024,serie-a
karol swiderski,Hellas Verona,6,0,3,22,28.6,2023-2024,serie-a
wojciech szczesny,Juventus,1,0,0,38,75.0,2023-2024,serie-a
przemysaw szyminski,Frosinone,0,0,0,1,,2023-2024,serie-a
adrien tameze,Torino,19,0,15,140,43.5,2023-2024,serie-a
elayis tavsan,Hellas Verona,1,0,1,2,,2023-2024,serie-a
loum tchaouna,Salernitana,15,6,70,69,29.0,2023-2024,serie-a
jackson tchatchoua,Hellas Verona,18,2,64,84,50.0,2023-2024,serie-a
filippo terracciano,Hellas Verona,15,0,59,74,51.4,2023-2024,serie-a
filippo terracciano,Milan,3,0,0,6,,2023-2024,serie-a
pietro terracciano,Fiorentina,2,0,0,44,100.0,2023-2024,serie-a
florian thauvin,Udinese,14,6,79,64,27.8,2023-2024,serie-a
malick thiaw,Milan,31,0,0,76,63.8,2023-2024,serie-a
morten thorsby,Genoa,28,6,9,41,54.5,2023-2024,serie-a
kristian thorstvedt,Sassuolo,36,1,26,112,44.7,2023-2024,serie-a
marcus thuram,Inter,35,20,21,66,62.5,2023-2024,serie-a
antonio tikvic,Udinese,0,0,0,0,,2023-2024,serie-a
jeremy toljan,Sassuolo,10,0,50,103,36.0,2023-2024,serie-a
rafael toloi,Atalanta,17,0,8,58,54.8,2023-2024,serie-a
fikayo tomori,Milan,26,1,3,105,52.7,2023-2024,serie-a
ahmed touba,Lecce,6,0,0,16,45.5,2023-2024,serie-a
chaka traore,Milan,1,0,0,1,0.0,2023-2024,serie-a
stefano turati,Frosinone,0,0,0,34,66.7,2023-2024,serie-a
kacper urbanski,Bologna,11,3,22,30,64.7,2023-2024,serie-a
emanuele valeri,Frosinone,12,0,73,62,50.0,2023-2024,serie-a
johan vasquez,Genoa,36,4,30,101,58.3,2023-2024,serie-a
matias vecino,Lazio,32,2,5,66,48.6,2023-2024,serie-a
lorenzo venuti,Lecce,5,0,10,21,40.0,2023-2024,serie-a
simone verdi,Torino,0,0,0,0,,2023-2024,serie-a
emanuel vignato,Salernitana,3,1,2,12,0.0,2023-2024,serie-a
samuele vignato,Monza,4,1,8,13,16.7,2023-2024,serie-a
matias vina,Sassuolo,12,0,29,45,42.3,2023-2024,serie-a
ruben vinagre,Hellas Verona,5,0,16,19,16.7,2023-2024,serie-a
nicolas viola,Cagliari,16,2,134,49,36.0,2023-2024,serie-a
mattia viti,Sassuolo,9,0,1,45,56.5,2023-2024,serie-a
vitinha,Genoa,10,2,9,13,30.4,2023-2024,serie-a
dusan vlahovic,Juventus,31,13,7,60,41.1,2023-2024,serie-a
nikola vlasic,Torino,26,9,37,152,40.3,2023-2024,serie-a
alessandro vogliacco,Genoa,13,1,12,52,54.3,2023-2024,serie-a
mergim vojvoda,Torino,12,4,64,65,33.3,2023-2024,serie-a
cristian volpato,Sassuolo,15,1,47,45,50.0,2023-2024,serie-a
stefan de vrij,Inter,8,0,0,85,64.8,2023-2024,serie-a
walace,Udinese,42,0,12,276,60.4,2023-2024,serie-a
sebastian walukiewicz,Empoli,23,2,1,85,44.3,2023-2024,serie-a
timothy weah,Juventus,15,2,38,58,43.5,2023-2024,serie-a
shon weissman,Salernitana,3,0,0,13,28.6,2023-2024,serie-a
mateusz wieteska,Cagliari,12,0,4,47,60.0,2023-2024,serie-a
kenan yldz,Juventus,12,1,17,40,41.0,2023-2024,serie-a
mattia zaccagni,Lazio,29,7,71,77,47.8,2023-2024,serie-a
nicola zalewski,Roma,14,1,38,47,55.6,2023-2024,serie-a
andrefrank zambo anguissa,Napoli,41,3,20,174,50.5,2023-2024,serie-a
alessandro zanoli,Salernitana,5,1,30,26,36.8,2023-2024,serie-a
alessandro zanoli,Napoli,3,0,2,2,0.0,2023-2024,serie-a
duvan zapata,Torino,53,22,50,85,52.9,2023-2024,serie-a
duvan zapata,Atalanta,1,1,6,6,50.0,2023-2024,serie-a
gabriele zappa,Cagliari,21,0,77,109,37.3,2023-2024,serie-a
davide zappacosta,Atalanta,26,2,76,99,40.9,2023-2024,serie-a
oier zarraga,Udinese,3,0,5,12,50.0,2023-2024,serie-a
jordan zemura,Udinese,15,0,21,41,47.4,2023-2024,serie-a
alessio zerbin,Monza,18,0,31,40,16.7,2023-2024,serie-a
alessio zerbin,Napoli,7,0,7,6,50.0,2023-2024,serie-a
kevin zeroli,Milan,0,0,1,1,50.0,2023-2024,serie-a
piotr zielinski,Napoli,15,0,89,87,35.3,2023-2024,serie-a
david zima,Torino,0,0,0,6,28.6,2023-2024,serie-a
joshua zirkzee,Bologna,29,5,8,103,42.6,2023-2024,serie-a
nadir zortea,Frosinone,15,0,74,53,34.4,2023-2024,serie-a
nadir zortea,Atalanta,4,0,12,4,0.0,2023-2024,serie-a
szymon zurkowski,Empoli,19,2,6,37,29.2,2023-2024,serie-a
milan uric,Hellas Verona,26,6,1,25,75.8,2023-2024,serie-a
milan uric,Monza,23,1,1,29,68.3,2023-2024,serie-a
mateusz egowski,Salernitana,24,2,6,60,44.8,2023-2024,serie-a
