Player,Squad,Fls,Off,Crosses,Recov,Aerialwon%,Season,Competition
merlin rohl,Freiburg,21,0,12,49,29.2,2024-2025,bundesliga
lasse rosenboom,Holstein Kiel,19,0,18,57,43.5,2024-2025,bundesliga
max rosenfelder,Freiburg,9,1,9,60,35.3,2024-2025,bundesliga
tom rothe,Union Berlin,25,2,46,77,49.4,2024-2025,bundesliga
anthony rouault,Stuttgart,18,0,1,63,61.1,2024-2025,bundesliga
jerome roussillon,Union Berlin,1,0,10,2,50.0,2024-2025,bundesliga
julian ryerson,Dortmund,31,0,110,120,30.3,2024-2025,bundesliga
frederik rnnow,Union Berlin,0,0,0,32,100.0,2024-2025,bundesliga
elias saad,St. Pauli,17,7,14,43,26.7,2024-2025,bundesliga
marcel sabitzer,Dortmund,12,0,23,58,56.7,2024-2025,bundesliga
faik sakar,RB Leipzig,0,0,0,0,,2024-2025,bundesliga
manolis saliakas,St. Pauli,16,0,82,84,56.0,2024-2025,bundesliga
roland sallai,Freiburg,0,0,4,0,0.0,2024-2025,bundesliga
diadie samassekou,Hoffenheim,5,0,0,18,33.3,2024-2025,bundesliga
philipp sander,Gladbach,16,0,22,82,62.7,2024-2025,bundesliga
james sands,St. Pauli,11,1,2,21,68.0,2024-2025,bundesliga
leroy sane,Bayern Munich,16,6,51,82,53.8,2024-2025,bundesliga
kaishu sano,Mainz 05,16,2,11,190,52.9,2024-2025,bundesliga
kaua santos,Eint Frankfurt,0,0,0,19,100.0,2024-2025,bundesliga
joe scally,Gladbach,23,1,50,97,46.2,2024-2025,bundesliga
andras schafer,Union Berlin,27,0,17,72,59.6,2024-2025,bundesliga
patrik schick,Leverkusen,24,7,1,29,45.0,2024-2025,bundesliga
stefan schimmer,Heidenheim,2,2,3,9,16.7,2024-2025,bundesliga
xaver schlager,RB Leipzig,4,0,1,8,0.0,2024-2025,bundesliga
keven schlotterbeck,Augsburg,10,1,3,55,69.0,2024-2025,bundesliga
nico schlotterbeck,Dortmund,18,0,14,157,65.8,2024-2025,bundesliga
romano schmid,Werder Bremen,28,3,145,167,45.1,2024-2025,bundesliga
jan schoppner,Heidenheim,32,2,12,130,48.7,2024-2025,bundesliga
marvin schulz,Holstein Kiel,6,0,12,18,33.3,2024-2025,bundesliga
alexander schwolow,Union Berlin,0,0,0,10,100.0,2024-2025,bundesliga
leo scienza,Heidenheim,16,5,81,53,18.8,2024-2025,bundesliga
nicolas seiwald,RB Leipzig,27,0,46,125,41.4,2024-2025,bundesliga
benjamin sesko,RB Leipzig,26,18,7,62,58.8,2024-2025,bundesliga
armindo sieb,Mainz 05,13,10,6,29,37.5,2024-2025,bundesliga
tim siersleben,Heidenheim,16,0,10,37,48.8,2024-2025,bundesliga
kiliann sildillia,Freiburg,10,1,19,33,48.8,2024-2025,bundesliga
andre silva,Werder Bremen,4,2,4,10,50.0,2024-2025,bundesliga
andre silva,RB Leipzig,0,0,0,7,16.7,2024-2025,bundesliga
mohamed simakan,RB Leipzig,0,0,1,3,75.0,2024-2025,bundesliga
xavi simons,RB Leipzig,24,5,79,128,42.2,2024-2025,bundesliga
danel sinani,St. Pauli,25,4,67,52,23.8,2024-2025,bundesliga
tobias sippel,Gladbach,0,0,0,0,,2024-2025,bundesliga
ibrahima sissoko,Bochum,75,2,21,154,58.5,2024-2025,bundesliga
tim skarke,Union Berlin,10,10,29,56,20.0,2024-2025,bundesliga
ellyes skhiri,Eint Frankfurt,22,2,3,105,50.0,2024-2025,bundesliga
leo skiri stigard,Hoffenheim,19,1,2,44,65.2,2024-2025,bundesliga
andreas skov olsen,Wolfsburg,2,2,29,18,50.0,2024-2025,bundesliga
robert skov,Union Berlin,14,1,61,43,50.0,2024-2025,bundesliga
steven skrzybski,Holstein Kiel,16,2,31,58,24.0,2024-2025,bundesliga
eric smith,St. Pauli,27,3,102,139,44.8,2024-2025,bundesliga
anton stach,Hoffenheim,38,0,24,171,56.4,2024-2025,bundesliga
jens stage,Werder Bremen,38,4,23,114,56.7,2024-2025,bundesliga
josip stanisic,Bayern Munich,2,0,11,64,64.7,2024-2025,bundesliga
niklas stark,Werder Bremen,30,2,3,73,60.8,2024-2025,bundesliga
pascal stenzel,Stuttgart,4,0,25,11,33.3,2024-2025,bundesliga
leonidas stergiou,Stuttgart,6,1,13,35,42.9,2024-2025,bundesliga
finley stevens,St. Pauli,0,0,0,0,,2024-2025,bundesliga
angelo stiller,Stuttgart,21,1,95,140,39.1,2024-2025,bundesliga
kevin stoger,Gladbach,22,1,116,75,25.0,2024-2025,bundesliga
niklas sule,Dortmund,5,0,1,53,66.7,2024-2025,bundesliga
mattias svanberg,Wolfsburg,16,0,35,48,37.5,2024-2025,bundesliga
daniel svensson,Dortmund,4,1,36,31,28.6,2024-2025,bundesliga
haris tabakovic,Hoffenheim,15,11,4,13,54.9,2024-2025,bundesliga
jonathan tah,Leverkusen,16,0,6,165,77.0,2024-2025,bundesliga
edmond tapsoba,Leverkusen,34,1,8,124,62.8,2024-2025,bundesliga
mathys tel,Bayern Munich,5,1,5,10,100.0,2024-2025,bundesliga
nathan tella,Leverkusen,22,10,25,37,30.6,2024-2025,bundesliga
martin terrier,Leverkusen,2,2,5,8,45.8,2024-2025,bundesliga
arthur theate,Eint Frankfurt,14,1,26,123,55.1,2024-2025,bundesliga
norman theuerkauf,Heidenheim,1,0,0,0,,2024-2025,bundesliga
denis thomalla,Heidenheim,0,0,0,1,,2024-2025,bundesliga
phillip tietz,Augsburg,36,16,1,48,47.9,2024-2025,bundesliga
umut tohumcu,Hoffenheim,6,0,8,13,0.0,2024-2025,bundesliga
john tolkin,Holstein Kiel,2,0,38,21,57.1,2024-2025,bundesliga
tiago tomas,Wolfsburg,30,6,22,74,23.1,2024-2025,bundesliga
bazoumana toure,Hoffenheim,13,7,24,27,41.4,2024-2025,bundesliga
lucas tousart,Union Berlin,11,0,2,32,57.1,2024-2025,bundesliga
omar traore,Heidenheim,23,1,107,136,38.5,2024-2025,bundesliga
kevin trapp,Eint Frankfurt,0,0,0,52,57.1,2024-2025,bundesliga
philipp treu,St. Pauli,20,3,60,147,36.8,2024-2025,bundesliga
christopher trimmel,Union Berlin,14,1,111,63,63.9,2024-2025,bundesliga
tuta,Eint Frankfurt,30,0,3,120,50.6,2024-2025,bundesliga
lukas ullrich,Gladbach,22,0,47,73,42.4,2024-2025,bundesliga
sven ulreich,Bayern Munich,0,0,0,2,,2024-2025,bundesliga
deniz undav,Stuttgart,25,12,11,48,40.4,2024-2025,bundesliga
dayot upamecano,Bayern Munich,20,0,6,115,58.4,2024-2025,bundesliga
jonas urbig,Bayern Munich,0,0,0,25,100.0,2024-2025,bundesliga
can uzun,Eint Frankfurt,8,0,18,31,62.5,2024-2025,bundesliga
josha vagnoman,Stuttgart,18,0,43,92,52.4,2024-2025,bundesliga
siebe van der heyden,St. Pauli,16,0,18,32,64.6,2024-2025,bundesliga
maarten vandevoordt,RB Leipzig,0,0,0,13,100.0,2024-2025,bundesliga
ruben vargas,Augsburg,5,0,12,14,37.5,2024-2025,bundesliga
nikola vasilj,St. Pauli,1,0,0,54,100.0,2024-2025,bundesliga
denis vavro,Wolfsburg,7,0,8,89,70.2,2024-2025,bundesliga
milos veljkovic,Werder Bremen,5,2,9,32,57.1,2024-2025,bundesliga
nikolas veratschnig,Mainz 05,9,4,7,12,16.7,2024-2025,bundesliga
arthur vermeeren,RB Leipzig,22,0,3,94,28.6,2024-2025,bundesliga
yorbe vertessen,Union Berlin,14,2,23,32,35.3,2024-2025,bundesliga
gabriel vidovic,Bayern Munich,0,0,0,1,0.0,2024-2025,bundesliga
gabriel vidovic,Mainz 05,0,0,0,0,,2024-2025,bundesliga
kevin vogt,Union Berlin,10,0,0,90,51.9,2024-2025,bundesliga
kevin volland,Union Berlin,3,0,0,2,75.0,2024-2025,bundesliga
aster vranckx,Wolfsburg,12,0,3,22,33.3,2024-2025,bundesliga
robert wagner,St. Pauli,6,0,2,22,41.7,2024-2025,bundesliga
elye wahi,Eint Frankfurt,2,4,5,8,20.0,2024-2025,bundesliga
hauke wahl,St. Pauli,13,2,8,129,48.5,2024-2025,bundesliga
paul wanner,Heidenheim,23,1,52,90,40.0,2024-2025,bundesliga
kjellarik watjen,Dortmund,0,0,0,2,,2024-2025,bundesliga
julian weigl,Gladbach,23,0,11,133,67.2,2024-2025,bundesliga
timon weiner,Holstein Kiel,1,0,0,43,91.7,2024-2025,bundesliga
nelson weiper,Mainz 05,19,8,6,20,43.6,2024-2025,bundesliga
mitchell weiser,Werder Bremen,30,1,78,152,38.3,2024-2025,bundesliga
noah weihaupt,St. Pauli,10,6,72,51,44.1,2024-2025,bundesliga
noah weihaupt,Freiburg,1,0,8,3,,2024-2025,bundesliga
silvan widmer,Mainz 05,5,2,12,16,46.2,2024-2025,bundesliga
patrick wimmer,Wolfsburg,36,6,42,92,42.4,2024-2025,bundesliga
jonas wind,Wolfsburg,15,4,7,59,49.5,2024-2025,bundesliga
florian wirtz,Leverkusen,22,11,101,113,20.0,2024-2025,bundesliga
dani de wit,Bochum,24,8,8,36,46.1,2024-2025,bundesliga
maximilian wittek,Bochum,34,0,164,115,50.0,2024-2025,bundesliga
marius wolf,Augsburg,19,4,115,82,50.0,2024-2025,bundesliga
nick woltemade,Stuttgart,24,6,6,53,43.1,2024-2025,bundesliga
jeong wooyeong,Union Berlin,16,4,36,68,34.1,2024-2025,bundesliga
granit xhaka,Leverkusen,33,0,30,179,61.2,2024-2025,bundesliga
erencan yardimci,Hoffenheim,8,5,1,4,37.0,2024-2025,bundesliga
danaxel zagadou,Stuttgart,1,0,0,0,,2024-2025,bundesliga
david zec,Holstein Kiel,21,3,1,76,42.7,2024-2025,bundesliga
robin zentner,Mainz 05,1,0,0,56,100.0,2024-2025,bundesliga
cedric zesiger,Augsburg,15,0,13,57,58.7,2024-2025,bundesliga
cedric zesiger,Wolfsburg,14,0,3,16,23.1,2024-2025,bundesliga
michael zetterer,Werder Bremen,0,0,0,42,88.9,2024-2025,bundesliga
budu zivzivadze,Heidenheim,9,6,4,33,26.7,2024-2025,bundesliga
