Player,Squad,Tack_Def_3rd,Tack_Mid_3rd,Tack_Att_3rd,Tkl%,Tkl,TklW,Int,Blocks,Block_Shots,Block_Pass,Clearences,Err,Season,Competition
mohamed lamine bayo,Le Havre,2,5,6,20.0,2,5,2,8,1,7,11,0,2023-2024,ligue1
didier lamkel ze,Metz,2,4,1,40.0,2,2,0,4,0,4,11,0,2023-2024,ligue1
julien laporte,Lorient,15,7,1,44.4,16,14,11,36,26,10,116,1,2023-2024,ligue1
theo le bris,Lorient,25,7,3,47.5,19,22,12,24,3,21,42,0,2023-2024,ligue1
julien le cardinal,Brest,11,7,1,66.7,8,11,13,6,3,3,26,0,2023-2024,ligue1
julien le cardinal,Lens,4,2,0,44.4,4,2,0,2,1,1,0,0,2023-2024,ligue1
jeremy le douaron,Brest,7,9,5,42.3,11,10,2,14,1,13,10,0,2023-2024,ligue1
enzo le fee,Rennes,23,17,10,48.9,23,35,19,17,3,14,20,0,2023-2024,ligue1
vincent le goff,Lorient,4,0,1,50.0,4,0,3,11,3,8,10,0,2023-2024,ligue1
adrien lebeau,Brest,0,0,0,0.0,0,0,0,2,1,1,1,0,2023-2024,ligue1
jeanlouis leca,Lens,0,0,0,,0,0,0,0,0,0,1,0,2023-2024,ligue1
benjamin lecomte,Montpellier,0,0,0,0.0,0,0,0,0,0,0,16,1,2023-2024,ligue1
pierre leesmelou,Brest,51,41,4,38.0,49,67,43,61,11,50,64,3,2023-2024,ligue1
johann lepenant,Lyon,2,2,0,12.5,1,3,4,5,0,5,0,0,2023-2024,ligue1
leo leroy,Montpellier,8,8,3,28.6,6,10,7,12,3,9,8,0,2023-2024,ligue1
gautier lloris,Le Havre,40,9,1,66.7,28,28,32,50,30,20,142,1,2023-2024,ligue1
abou lo,Metz,2,1,0,25.0,1,1,4,5,2,3,8,0,2023-2024,ligue1
bradley locko,Brest,57,34,6,58.8,47,55,40,28,1,27,69,0,2023-2024,ligue1
renan lodi,Marseille,8,13,3,61.9,13,16,16,7,2,5,35,0,2023-2024,ligue1
elysee logbo,Le Havre,0,0,0,0.0,0,0,0,7,3,4,2,0,2023-2024,ligue1
anthony lopes,Lyon,0,0,0,,0,0,0,0,0,0,16,0,2023-2024,ligue1
pau lopez,Marseille,0,0,0,0.0,0,0,0,0,0,0,10,1,2023-2024,ligue1
jordan lotomba,Nice,18,9,9,71.4,25,28,16,30,9,21,26,1,2023-2024,ligue1
tom louchet,Nice,6,6,2,63.6,7,5,3,7,3,4,9,0,2023-2024,ligue1
imran louza,Lorient,2,8,3,25.0,2,7,9,8,1,7,4,0,2023-2024,ligue1
dejan lovren,Lyon,6,3,0,42.9,3,7,12,6,5,1,37,0,2023-2024,ligue1
joshua mbahia,Clermont Foot,0,0,0,,0,0,0,0,0,0,0,0,2023-2024,ligue1
othmane maamma,Montpellier,2,0,1,100.0,1,3,0,3,0,3,0,0,2023-2024,ligue1
deiver machado,Lens,10,10,4,75.0,15,18,7,13,2,11,8,0,2023-2024,ligue1
soungoutou magassa,Monaco,22,32,2,54.2,26,26,21,21,4,17,36,2,2023-2024,ligue1
hugo magnetti,Brest,18,26,5,41.4,24,27,18,19,1,18,18,0,2023-2024,ligue1
yohann magnin,Clermont Foot,12,32,5,46.8,22,31,19,38,13,25,26,1,2023-2024,ligue1
frank magri,Toulouse,5,12,5,71.4,15,14,4,16,4,12,17,0,2023-2024,ligue1
adel mahamoud,Nantes,0,0,0,0.0,0,0,0,0,0,0,0,0,2023-2024,ligue1
habib maiga,Metz,1,0,1,33.3,1,2,4,2,0,2,2,0,2023-2024,ligue1
ainsley maitlandniles,Lyon,12,14,8,51.4,19,18,17,16,6,10,29,1,2023-2024,ligue1
radosaw majecki,Monaco,0,0,0,,0,0,0,1,0,1,5,1,2023-2024,ligue1
lovro majer,Rennes,0,0,0,,0,0,0,0,0,0,1,0,2023-2024,ligue1
jeanvictor makengo,Lorient,3,2,0,33.3,2,4,8,12,1,11,5,0,2023-2024,ligue1
aaron malouda,Lille,0,0,0,,0,0,0,0,0,0,0,0,2023-2024,ligue1
hianga mananga mbock,Brest,0,0,1,50.0,1,0,1,0,0,0,0,0,2023-2024,ligue1
steve mandanda,Rennes,2,0,0,50.0,2,0,0,0,0,0,6,1,2023-2024,ligue1
orel mangala,Lyon,0,2,3,33.3,1,3,5,3,2,1,6,0,2023-2024,ligue1
vito mannone,Lille,0,0,0,,0,0,0,0,0,0,0,0,2023-2024,ligue1
faitout maouassa,Lens,1,0,0,100.0,1,1,0,1,0,1,3,0,2023-2024,ligue1
guillermo maripan,Monaco,15,6,1,37.0,10,8,30,26,13,13,106,4,2023-2024,ligue1
marquinhos,Nantes,2,0,1,25.0,1,2,6,7,2,5,1,0,2023-2024,ligue1
marquinhos,Paris S-G,10,7,2,64.7,11,11,17,29,19,10,58,1,2023-2024,ligue1
jonas martin,Brest,17,24,2,58.3,21,27,9,16,2,14,28,2,2023-2024,ligue1
clinton mata,Lyon,29,8,6,57.5,23,24,40,35,16,19,61,0,2023-2024,ligue1
eliot matazo,Monaco,0,3,0,50.0,2,1,3,1,1,0,0,0,2023-2024,ligue1
nemanja matic,Rennes,7,9,3,75.0,9,10,27,15,7,8,19,0,2023-2024,ligue1
nemanja matic,Lyon,8,7,2,47.4,9,11,16,17,6,11,17,1,2023-2024,ligue1
chrislain matsima,Clermont Foot,11,7,0,55.6,10,11,13,14,10,4,74,1,2023-2024,ligue1
chrislain matsima,Monaco,5,3,1,28.6,2,7,4,4,1,3,4,0,2023-2024,ligue1
azor matusiwa,Reims,17,19,3,68.8,22,27,33,21,3,18,32,1,2023-2024,ligue1
azor matusiwa,Rennes,3,4,0,57.1,4,3,11,9,2,7,17,0,2023-2024,ligue1
aiman maurer,Clermont Foot,1,0,0,33.3,1,1,0,0,0,0,0,0,2023-2024,ligue1
christian mawissa,Toulouse,14,4,4,39.1,9,15,22,22,11,11,41,1,2023-2024,ligue1
noam mayokatika,Marseille,0,0,0,,0,0,0,0,0,0,0,0,2023-2024,ligue1
senny mayulu,Paris S-G,6,6,1,85.7,6,8,3,1,0,1,0,0,2023-2024,ligue1
youssef maziz,Metz,0,0,0,0.0,0,0,1,1,0,1,2,0,2023-2024,ligue1
ethan mbappe,Paris S-G,0,0,0,0.0,0,0,0,1,0,1,0,0,2023-2024,ligue1
kylian mbappe,Paris S-G,1,1,2,44.4,4,1,2,4,0,4,2,0,2023-2024,ligue1
malick mbaye,Metz,0,1,4,50.0,1,1,1,1,0,1,2,0,2023-2024,ligue1
chancel mbemba,Marseille,25,7,1,56.7,17,21,13,21,13,8,95,1,2023-2024,ligue1
nolan mbemba,Le Havre,0,1,1,50.0,1,1,0,0,0,0,0,0,2023-2024,ligue1
christ mbondi,Reims,1,0,0,100.0,1,1,0,0,0,0,0,0,2023-2024,ligue1
facundo medina,Lens,25,31,8,63.8,44,38,24,38,13,25,59,2,2023-2024,ligue1
bamo meite,Marseille,13,3,0,66.7,8,10,11,11,5,6,35,0,2023-2024,ligue1
bamo meite,Lorient,2,0,0,0.0,0,1,3,3,2,1,9,0,2023-2024,ligue1
birger meling,Rennes,1,0,0,100.0,1,1,0,1,0,1,0,0,2023-2024,ligue1
nuno mendes,Paris S-G,4,1,0,57.1,4,5,4,4,0,4,2,0,2023-2024,ligue1
antoine mendy,Nice,4,3,0,42.9,3,5,8,4,1,3,16,0,2023-2024,ligue1
benjamin mendy,Lorient,2,1,0,20.0,1,1,7,8,2,6,20,0,2023-2024,ligue1
formose mendy,Lorient,24,8,1,60.6,20,19,20,23,12,11,59,1,2023-2024,ligue1
nampalys mendy,Lens,10,13,6,80.0,16,18,14,11,4,7,14,1,2023-2024,ligue1
quentin merlin,Marseille,7,5,1,40.0,8,12,6,4,0,4,14,0,2023-2024,ligue1
quentin merlin,Nantes,15,12,2,64.0,16,20,18,22,1,21,22,0,2023-2024,ligue1
bastien meupiyou,Nantes,0,0,0,,0,0,0,0,0,0,1,0,2023-2024,ligue1
lucas michal,Monaco,0,0,0,,0,0,0,0,0,0,0,0,2023-2024,ligue1
georges mikautadze,Metz,1,2,1,0.0,0,3,8,11,0,11,3,0,2023-2024,ligue1
takumi minamino,Monaco,10,13,11,29.6,16,17,11,29,1,28,8,0,2023-2024,ligue1
lucas mincarelli,Montpellier,19,6,4,50.0,17,16,8,17,4,13,27,0,2023-2024,ligue1
ignacio miramon,Lille,0,1,0,0.0,0,0,0,1,0,1,0,0,2023-2024,ligue1
terem moffi,Nice,0,5,2,25.0,3,4,3,14,1,13,15,0,2023-2024,ligue1
mostafa mohamed,Nantes,7,11,3,21.4,6,14,12,21,5,16,29,0,2023-2024,ligue1
florent mollet,Nantes,8,6,4,32.3,10,11,13,18,5,13,17,0,2023-2024,ligue1
enzo mongo,Nantes,1,0,0,50.0,1,1,1,1,1,0,0,0,2023-2024,ligue1
diego moreira,Lyon,0,0,0,0.0,0,0,2,3,0,3,5,0,2023-2024,ligue1
lebo mothiba,Strasbourg,1,4,0,75.0,3,2,0,6,1,5,11,0,2023-2024,ligue1
steve mounie,Brest,0,3,5,27.3,3,7,2,13,3,10,18,0,2023-2024,ligue1
samuel moutoussamy,Nantes,14,17,7,45.9,17,20,11,16,3,13,13,0,2023-2024,ligue1
loris mouyokolo,Lorient,4,0,0,100.0,1,1,0,1,0,1,3,0,2023-2024,ligue1
francois mughe,Marseille,0,0,0,0.0,0,0,1,2,0,2,1,0,2023-2024,ligue1
nordi mukiele,Paris S-G,6,5,1,53.3,8,8,14,17,4,13,28,0,2023-2024,ligue1
marshall munetsi,Reims,18,34,9,54.1,33,39,14,21,7,14,33,0,2023-2024,ligue1
yvon mvogo,Lorient,0,0,0,0.0,0,0,0,0,0,0,15,3,2023-2024,ligue1
joel mvuka,Lorient,3,1,1,42.9,3,3,2,1,0,1,1,0,2023-2024,ligue1
junior mwanga,Strasbourg,23,12,5,50.0,12,20,18,20,5,15,19,0,2023-2024,ligue1
kevin ndoram,Metz,20,9,2,44.7,17,22,27,17,8,9,38,0,2023-2024,ligue1
bilal nadir,Marseille,2,2,0,50.0,1,3,2,0,0,0,2,0,2023-2024,ligue1
mahamadou nagida,Rennes,0,0,1,0.0,0,1,4,2,1,1,0,0,2023-2024,ligue1
keito nakamura,Reims,9,10,9,45.9,17,11,6,15,2,13,7,0,2023-2024,ligue1
keylor navas,Paris S-G,0,0,0,,0,0,0,0,0,0,2,0,2023-2024,ligue1
youssouf ndayishimiye,Nice,17,12,2,52.2,12,20,12,19,11,8,47,1,2023-2024,ligue1
bassirou ndiaye,Lorient,2,2,1,60.0,3,2,1,1,1,0,0,0,2023-2024,ligue1
iliman ndiaye,Marseille,5,11,5,37.9,11,18,6,14,2,12,6,0,2023-2024,ligue1
massamba ndiaye,Clermont Foot,0,0,0,,0,0,0,0,0,0,2,0,2023-2024,ligue1
rassoul ndiaye,Le Havre,8,16,1,50.0,12,17,4,2,1,1,5,0,2023-2024,ligue1
cher ndour,Paris S-G,0,2,0,50.0,1,2,0,0,0,0,0,0,2023-2024,ligue1
joseph nduquidi,Metz,6,3,2,11.1,1,4,11,11,3,8,15,1,2023-2024,ligue1
loic nego,Le Havre,21,12,4,60.0,18,26,16,12,2,10,17,0,2023-2024,ligue1
steve ngoura,Le Havre,1,1,0,25.0,1,1,0,0,0,0,3,0,2023-2024,ligue1
shamar nicholson,Clermont Foot,0,4,2,25.0,1,2,0,6,2,4,15,0,2023-2024,ligue1
rasmus nicolaisen,Toulouse,39,11,0,59.1,26,30,42,44,33,11,158,1,2023-2024,ligue1
arnaud nordin,Montpellier,3,5,4,37.5,6,6,2,11,0,11,10,0,2023-2024,ligue1
ernest nuamah,Lyon,18,6,4,31.6,12,14,8,15,1,14,9,0,2023-2024,ligue1
gerzino nyamsi,Strasbourg,13,5,0,66.7,12,14,10,19,11,8,43,0,2023-2024,ligue1
rabby nzingoula,Strasbourg,0,3,0,75.0,3,3,5,4,0,4,0,0,2023-2024,ligue1
jake obrien,Lyon,16,5,1,70.0,14,16,12,23,18,5,98,1,2023-2024,ligue1
florent ogier,Clermont Foot,13,6,0,61.1,11,9,9,25,19,6,35,3,2023-2024,ligue1
joseph okumu,Reims,28,14,2,63.2,24,28,35,27,19,8,112,2,2023-2024,ligue1
warmed omari,Rennes,23,7,2,57.1,16,19,33,30,20,10,77,2,2023-2024,ligue1
becir omeragic,Montpellier,31,13,4,60.6,20,29,27,51,29,22,65,0,2023-2024,ligue1
jean onana,Marseille,6,14,3,52.0,13,14,11,10,2,8,11,1,2023-2024,ligue1
royce openda owaga,Lorient,0,0,0,,0,0,0,0,0,0,0,0,2023-2024,ligue1
christopher operi,Le Havre,37,15,3,54.2,32,36,35,45,7,38,68,1,2023-2024,ligue1
gift orban,Lyon,0,1,3,25.0,1,3,1,2,0,2,2,1,2023-2024,ligue1
kassoum ouattara,Monaco,8,5,4,45.0,9,12,13,11,0,11,20,0,2023-2024,ligue1
alexandre oukidja,Metz,2,0,0,50.0,1,1,3,1,0,1,24,3,2023-2024,ligue1
azzedine ounahi,Marseille,9,14,2,34.4,11,11,11,6,1,5,8,0,2023-2024,ligue1
adam ounas,Lille,2,2,0,28.6,2,3,6,2,0,2,1,0,2023-2024,ligue1
patrick ouotro,Strasbourg,0,0,0,,0,0,0,0,0,0,0,0,2023-2024,ligue1
pablo pagis,Lorient,5,4,1,60.0,6,6,3,2,0,2,1,0,2023-2024,ligue1
nicolas pallois,Nantes,21,11,2,54.3,19,19,26,37,26,11,111,0,2023-2024,ligue1
andy pelmard,Clermont Foot,41,9,1,80.0,32,38,33,37,20,17,99,2,2023-2024,ligue1
aurelien pelon,Lorient,1,0,0,0.0,0,0,0,2,2,0,7,0,2023-2024,ligue1
faris pemi moumbagna,Marseille,0,2,0,0.0,0,1,3,4,0,4,1,0,2023-2024,ligue1
danilo pereira,Paris S-G,14,6,2,52.9,9,12,23,29,26,3,100,1,2023-2024,ligue1
mathias pereira lage,Brest,7,8,6,25.0,7,15,10,14,5,9,13,0,2023-2024,ligue1
romain perraud,Nice,5,1,1,36.4,4,6,6,4,0,4,15,1,2023-2024,ligue1
lucas perrin,Strasbourg,33,14,0,60.9,28,30,28,45,32,13,113,0,2023-2024,ligue1
denis petric,Nantes,0,0,0,,0,0,0,0,0,0,0,0,2023-2024,ligue1
ronael pierregabriel,Nantes,12,2,1,71.4,5,9,8,13,4,9,25,0,2023-2024,ligue1
julien ponceau,Lorient,12,14,6,30.0,9,15,19,22,1,21,20,0,2023-2024,ligue1
sanjin prcic,Strasbourg,0,0,0,0.0,0,0,3,2,1,1,1,0,2023-2024,ligue1
goncalo ramos,Paris S-G,4,12,9,30.0,6,15,5,12,2,10,16,0,2023-2024,ligue1
elba rashani,Clermont Foot,4,17,9,45.8,11,18,12,17,3,14,15,0,2023-2024,ligue1
guillaume restes,Toulouse,0,0,0,0.0,0,0,0,0,0,0,19,1,2023-2024,ligue1
alexsandro ribeiro,Lille,24,8,0,51.6,16,22,35,25,15,10,116,5,2023-2024,ligue1
amir richardson,Reims,12,18,3,45.5,10,23,15,26,5,21,30,0,2023-2024,ligue1
fabian rieder,Rennes,2,9,2,54.5,6,7,5,3,1,2,2,0,2023-2024,ligue1
remy riou,Lyon,0,0,0,0.0,0,0,0,0,0,0,1,1,2023-2024,ligue1
valentin rongier,Marseille,9,12,2,53.8,14,12,15,16,4,12,18,0,2023-2024,ligue1
pablo rosario,Nice,15,16,5,67.6,23,25,29,27,13,14,39,0,2023-2024,ligue1
valentin rosier,Nice,1,0,0,,0,0,2,1,0,1,5,0,2023-2024,ligue1
fabian ruiz pena,Paris S-G,17,14,3,54.8,23,23,11,8,2,6,21,2,2023-2024,ligue1
emmanuel sabbi,Le Havre,15,15,8,41.0,16,19,19,26,2,24,7,0,2023-2024,ligue1
falaye sacko,Montpellier,13,10,5,65.6,21,16,24,19,7,12,37,0,2023-2024,ligue1
modibo sagnan,Montpellier,23,9,2,60.0,15,22,15,13,9,4,67,0,2023-2024,ligue1
moise sahi dion,Strasbourg,1,2,2,0.0,0,5,1,11,1,10,7,0,2023-2024,ligue1
wesley said,Lens,1,2,5,22.2,2,4,4,4,0,4,3,0,2023-2024,ligue1
theo sainteluce,Montpellier,10,6,1,57.9,11,7,3,9,4,5,15,0,2023-2024,ligue1
mamadou sakho,Montpellier,1,0,0,100.0,1,1,0,0,0,0,1,0,2023-2024,ligue1
ibrahim salah,Rennes,5,6,4,61.1,11,7,10,4,0,4,5,0,2023-2024,ligue1
amine salama,Reims,0,0,0,,0,0,1,1,0,1,1,0,2023-2024,ligue1
mohammed salisu,Monaco,11,13,3,65.4,17,12,22,21,12,9,44,0,2023-2024,ligue1
yoann salmier,Le Havre,13,6,3,65.0,13,10,21,21,15,6,57,0,2023-2024,ligue1
mama samba balde,Lyon,1,2,5,33.3,3,5,3,0,0,0,1,1,2023-2024,ligue1
brice samba,Lens,1,0,0,100.0,1,1,0,0,0,0,10,3,2023-2024,ligue1
ibou sane,Metz,2,1,3,100.0,2,4,1,3,0,3,2,0,2023-2024,ligue1
sadibou sane,Metz,16,2,1,85.7,6,12,8,14,9,5,64,0,2023-2024,ligue1
arouna sangante,Le Havre,27,23,3,60.0,24,33,66,35,18,17,93,2,2023-2024,ligue1
morgan sanson,Nice,12,7,7,38.7,12,19,20,34,5,29,16,0,2023-2024,ligue1
baptiste santamaria,Rennes,21,25,6,63.0,29,33,34,15,6,9,33,1,2023-2024,ligue1
andrey santos,Strasbourg,15,13,1,65.4,17,18,10,8,0,8,11,1,2023-2024,ligue1
tiago santos,Lille,31,19,13,57.7,30,42,15,24,5,19,37,0,2023-2024,ligue1
amin sarr,Lyon,0,1,0,,0,0,0,1,0,1,1,0,2023-2024,ligue1
ismaila sarr,Marseille,2,10,2,35.3,6,8,13,21,6,15,11,0,2023-2024,ligue1
mamadou sarr,Lyon,0,0,0,,0,0,0,0,0,0,0,0,2023-2024,ligue1
martin satriano,Brest,6,13,5,40.0,10,16,7,19,7,12,28,0,2023-2024,ligue1
teji savanier,Montpellier,16,15,6,22.2,14,20,33,36,8,28,28,1,2023-2024,ligue1
niklas schmidt,Toulouse,13,19,4,48.5,16,21,4,14,7,7,13,0,2023-2024,ligue1
jeremy sebas,Strasbourg,2,3,2,60.0,3,1,1,3,1,2,1,0,2023-2024,ligue1
alidu seidu,Rennes,17,3,1,73.7,14,9,10,11,3,8,13,0,2023-2024,ligue1
alidu seidu,Clermont Foot,17,15,0,77.4,24,24,25,15,7,8,37,0,2023-2024,ligue1
matz sels,Strasbourg,0,0,0,,0,0,0,2,0,2,13,1,2023-2024,ligue1
marvin senaya,Strasbourg,38,25,9,61.8,42,53,41,40,13,27,68,0,2023-2024,ligue1
sofiane sidi ali,Marseille,0,2,0,50.0,1,0,2,1,0,1,0,0,2023-2024,ligue1
vincent sierro,Toulouse,15,20,6,35.1,27,24,27,37,13,24,33,0,2023-2024,ligue1
caio henrique oliveira silva,Monaco,3,7,3,66.7,6,7,6,8,2,6,9,0,2023-2024,ligue1
moses simon,Nantes,2,5,0,25.0,2,5,3,9,1,8,5,1,2023-2024,ligue1
wilfried singo,Monaco,18,14,2,65.4,17,25,51,27,14,13,81,2,2023-2024,ligue1
ayanda sishuba,Lens,0,2,1,50.0,1,1,0,1,0,1,0,0,2023-2024,ligue1
ibrahima sissoko,Strasbourg,13,25,9,76.7,23,33,19,21,8,13,30,0,2023-2024,ligue1
moussa sissoko,Nantes,13,8,6,48.0,12,16,12,8,2,6,31,0,2023-2024,ligue1
milan skriniar,Paris S-G,17,7,0,63.6,14,18,12,19,10,9,51,2,2023-2024,ligue1
naatan skytta,Toulouse,2,1,1,100.0,1,4,0,0,0,0,0,0,2023-2024,ligue1
eduard sobol,Strasbourg,0,0,0,,0,0,0,0,0,0,1,0,2023-2024,ligue1
emran soglo,Marseille,0,2,0,33.3,1,1,1,6,0,6,3,0,2023-2024,ligue1
carlos soler,Paris S-G,9,2,4,28.6,6,10,5,10,3,7,11,1,2023-2024,ligue1
florian sotoca,Lens,9,21,3,44.7,17,22,20,41,4,37,34,0,2023-2024,ligue1
issa soumare,Le Havre,2,0,0,0.0,0,0,0,0,0,0,2,0,2023-2024,ligue1
saidou sow,Strasbourg,17,3,0,69.2,9,12,12,7,4,3,36,3,2023-2024,ligue1
stijn spierings,Toulouse,26,20,7,55.8,29,40,26,22,5,17,32,0,2023-2024,ligue1
stijn spierings,Lens,0,1,0,100.0,1,0,2,2,1,1,1,0,2023-2024,ligue1
benjamin stambouli,Reims,3,5,1,54.5,6,7,2,3,1,2,8,0,2023-2024,ligue1
gabriel suazo,Toulouse,40,19,7,44.2,38,32,26,37,4,33,33,0,2023-2024,ligue1
abakar sylla,Strasbourg,30,19,5,72.5,29,23,26,40,11,29,70,2,2023-2024,ligue1
dembo sylla,Lorient,0,1,0,,0,1,1,0,0,0,2,0,2023-2024,ligue1
issiaga sylla,Montpellier,20,6,2,47.1,16,17,23,21,7,14,53,0,2023-2024,ligue1
musa altaamari,Montpellier,10,5,5,42.9,9,16,4,18,2,16,5,0,2023-2024,ligue1
nicolas tagliafico,Lyon,23,22,9,44.9,22,34,28,25,8,17,43,0,2023-2024,ligue1
montassar talbi,Lorient,23,13,2,59.4,19,22,32,39,23,16,114,0,2023-2024,ligue1
oussama targhalline,Le Havre,16,7,0,60.0,15,11,20,9,3,6,14,2,2023-2024,ligue1
enzo tchato,Montpellier,18,4,4,44.0,11,17,11,20,7,13,25,0,2023-2024,ligue1
arnau tenas,Paris S-G,0,0,0,,0,0,0,0,0,0,0,0,2023-2024,ligue1
martin terrier,Rennes,3,8,3,42.9,6,9,9,21,4,17,17,0,2023-2024,ligue1
benjamin tetteh,Metz,1,5,0,57.1,4,6,0,0,0,0,1,0,2023-2024,ligue1
teddy teuma,Reims,19,21,14,40.3,25,36,20,33,4,29,6,0,2023-2024,ligue1
arthur theate,Rennes,19,6,5,64.9,24,17,31,40,23,17,90,2,2023-2024,ligue1
adrien thomasson,Lens,4,16,5,32.4,11,14,9,14,0,14,10,1,2023-2024,ligue1
khephren thuram,Nice,13,23,6,50.0,20,29,18,21,10,11,37,0,2023-2024,ligue1
cheikh tidiane sabaly,Metz,23,12,5,40.0,16,20,10,19,2,17,14,0,2023-2024,ligue1
jeanclair todibo,Nice,35,17,6,60.7,34,28,38,34,15,19,97,1,2023-2024,ligue1
corentin tolisso,Lyon,13,11,9,42.4,14,21,10,26,9,17,18,0,2023-2024,ligue1
abdoulaye toure,Le Havre,22,22,3,50.0,30,28,25,30,8,22,33,0,2023-2024,ligue1
souleymane toure,Lorient,16,9,0,57.1,8,12,36,38,20,18,101,2,2023-2024,ligue1
benie traore,Nantes,2,5,1,42.9,3,4,1,3,0,3,1,0,2023-2024,ligue1
daouda traore,Nice,0,0,0,,0,0,0,0,0,0,0,0,2023-2024,ligue1
ismael traore,Metz,13,6,0,38.1,8,12,30,33,20,13,86,0,2023-2024,ligue1
adrien truffert,Rennes,23,10,6,62.5,25,21,19,31,5,26,49,0,2023-2024,ligue1
matthieu udol,Metz,38,12,5,67.9,38,37,50,62,16,46,108,0,2023-2024,ligue1
manuel ugarte ribeiro,Paris S-G,39,43,16,48.3,43,57,40,27,6,21,25,2,2023-2024,ligue1
samuel umtiti,Lille,0,1,0,25.0,1,1,2,0,0,0,4,0,2023-2024,ligue1
kevin van den kerkhof,Metz,11,13,7,40.6,13,24,11,15,2,13,32,1,2023-2024,ligue1
vanderson,Monaco,20,30,10,45.7,32,41,35,29,2,27,37,1,2023-2024,ligue1
jordan veretout,Marseille,19,13,6,46.2,18,22,13,20,4,16,25,0,2023-2024,ligue1
alan virginius,Lille,1,0,0,0.0,0,1,0,0,0,0,0,0,2023-2024,ligue1
alan virginius,Clermont Foot,4,4,1,36.4,4,5,3,7,0,7,7,0,2023-2024,ligue1
vitinha,Marseille,3,5,6,25.0,3,8,5,11,2,9,8,0,2023-2024,ligue1
vitinha,Paris S-G,12,16,11,33.3,16,24,23,29,11,18,30,2,2023-2024,ligue1
elye wahi,Montpellier,0,0,0,,0,0,0,0,0,0,0,0,2023-2024,ligue1
elye wahi,Lens,1,3,2,20.0,2,4,3,5,1,4,3,0,2023-2024,ligue1
mateusz wieteska,Clermont Foot,3,1,0,60.0,3,1,5,4,2,2,8,0,2023-2024,ligue1
josh wilsonesbrand,Reims,2,3,0,25.0,2,4,6,5,2,3,7,0,2023-2024,ligue1
christopher wooh,Rennes,12,6,0,53.3,8,12,18,19,9,10,51,0,2023-2024,ligue1
yusuf yazc,Lille,6,9,4,26.7,4,11,5,10,1,9,5,0,2023-2024,ligue1
kelvin yeboah,Montpellier,2,2,0,33.3,1,2,1,3,2,1,3,0,2023-2024,ligue1
bertug yldrm,Rennes,2,3,2,37.5,3,5,0,8,0,8,4,0,2023-2024,ligue1
darlin yongwa,Lorient,17,11,2,56.0,14,23,15,14,2,12,36,0,2023-2024,ligue1
leny yoro,Lille,27,7,2,54.8,17,25,36,20,14,6,97,1,2023-2024,ligue1
etienne youte kinkoue,Le Havre,13,2,0,63.6,7,9,44,21,16,5,104,0,2023-2024,ligue1
yoram zague,Paris S-G,11,4,3,45.8,11,8,4,3,0,3,9,1,2023-2024,ligue1
warren zaireemery,Paris S-G,18,24,9,54.9,28,28,15,32,8,24,22,2,2023-2024,ligue1
denis zakaria,Monaco,11,20,7,40.0,12,27,47,39,13,26,41,0,2023-2024,ligue1
mehdi zeffane,Clermont Foot,17,11,3,50.0,17,20,16,14,3,11,34,0,2023-2024,ligue1
nathan zeze,Nantes,9,2,0,50.0,7,6,12,12,3,9,47,1,2023-2024,ligue1
edon zhegrova,Lille,9,15,8,38.9,14,18,8,17,1,16,8,0,2023-2024,ligue1
luck zogbe,Brest,0,0,0,0.0,0,0,1,1,1,0,0,0,2023-2024,ligue1
