Player,Squad,Tack_Def_3rd,Tack_Mid_3rd,Tack_Att_3rd,Tkl%,Tkl,TklW,Int,Blocks,Block_Shots,Bolck_Pass,Clearences,Err,Season,Competition
philipp lienhart,Freiburg,14,5,1,56.5,13,13,14,18,11,7,51,0,2023-2024,bundesliga
matthijs de ligt,Bayern Munich,4,8,3,54.5,6,12,19,14,10,4,52,0,2023-2024,bundesliga
jesper lindstrm,Eint Frankfurt,1,0,0,,0,1,0,0,0,0,0,0,2023-2024,bundesliga
dejan ljubicic,Köln,20,18,5,46.5,20,27,18,22,2,20,11,0,2023-2024,bundesliga
noah loosli,Bochum,6,4,0,50.0,7,7,7,7,1,6,18,0,2023-2024,bundesliga
anthony losilla,Bochum,15,40,8,45.1,23,37,25,37,8,29,51,0,2023-2024,bundesliga
castello lukeba,RB Leipzig,10,9,0,83.3,10,12,12,35,13,22,94,2,2023-2024,bundesliga
andreas luthe,Bochum,0,0,0,,0,0,0,0,0,0,1,0,2023-2024,bundesliga
senne lynen,Werder Bremen,33,27,4,42.9,30,38,41,41,8,33,56,0,2023-2024,bundesliga
ian maatsen,Dortmund,15,9,6,53.3,16,22,13,22,4,18,26,0,2023-2024,bundesliga
matej maglica,Darmstadt 98,25,10,0,61.1,22,21,22,29,11,18,92,5,2023-2024,bundesliga
arne maier,Augsburg,5,8,1,35.7,5,9,6,19,2,17,11,0,2023-2024,bundesliga
linton maina,Köln,11,5,2,32.1,9,15,6,12,1,11,12,0,2023-2024,bundesliga
patrick mainka,Heidenheim,58,24,3,51.4,38,49,49,66,32,34,158,1,2023-2024,bundesliga
lovro majer,Wolfsburg,17,22,0,38.7,12,18,12,20,1,19,13,0,2023-2024,bundesliga
jordy makengo,Freiburg,11,5,1,60.0,6,11,11,16,4,12,37,0,2023-2024,bundesliga
julian malatini,Werder Bremen,12,3,3,66.7,16,13,13,8,1,7,26,0,2023-2024,bundesliga
donyell malen,Dortmund,5,3,3,33.3,2,7,2,11,4,7,8,0,2023-2024,bundesliga
lennard maloney,Heidenheim,14,24,5,42.4,25,26,25,33,9,24,88,0,2023-2024,bundesliga
david mamutovic,Mainz 05,0,1,0,100.0,1,1,0,0,0,0,0,0,2023-2024,bundesliga
braydon manu,Darmstadt 98,0,1,1,,0,0,0,1,0,1,0,0,2023-2024,bundesliga
omar marmoush,Eint Frankfurt,7,8,6,37.5,6,11,11,13,0,13,7,0,2023-2024,bundesliga
eric martel,Köln,32,34,4,55.2,37,43,43,65,19,46,80,0,2023-2024,bundesliga
erhan masovic,Bochum,37,22,5,52.9,37,40,25,32,10,22,75,2,2023-2024,bundesliga
roberto massimo,Stuttgart,1,0,0,50.0,1,0,0,0,0,0,1,0,2023-2024,bundesliga
jean matteo bahoya,Eint Frankfurt,0,3,0,25.0,1,1,1,2,0,2,1,0,2023-2024,bundesliga
philipp max,Eint Frankfurt,6,18,2,73.1,19,17,7,18,1,17,18,2,2023-2024,bundesliga
eric maxim choupomoting,Bayern Munich,8,5,4,42.9,6,12,7,5,0,5,7,0,2023-2024,bundesliga
noussair mazraoui,Bayern Munich,14,11,7,61.9,13,21,20,14,1,13,27,1,2023-2024,bundesliga
kevin mbabu,Augsburg,25,18,8,57.5,23,39,24,29,9,20,48,0,2023-2024,bundesliga
noah mbamba,Leverkusen,0,0,0,,0,0,1,0,0,0,0,0,2023-2024,bundesliga
nathanael mbuku,Augsburg,0,0,0,,0,0,0,1,0,1,0,0,2023-2024,bundesliga
marvin mehlem,Darmstadt 98,10,14,4,40.7,11,21,33,21,2,19,15,0,2023-2024,bundesliga
thomas meunier,Dortmund,3,2,0,23.1,3,1,4,8,2,6,22,0,2023-2024,bundesliga
alexander meyer,Dortmund,1,0,0,100.0,1,1,0,0,0,0,2,1,2023-2024,bundesliga
sven michel,Augsburg,2,1,4,28.6,2,5,0,1,0,1,4,0,2023-2024,bundesliga
enzo millot,Stuttgart,9,21,10,46.2,18,22,16,24,2,22,7,1,2023-2024,bundesliga
jovan milosevic,Stuttgart,0,0,0,,0,0,0,0,0,0,0,0,2023-2024,bundesliga
kim minjae,Bayern Munich,21,11,5,50.0,12,24,45,29,19,10,70,2,2023-2024,bundesliga
maximilian mittelstadt,Stuttgart,46,39,6,59.6,53,51,46,36,6,30,65,0,2023-2024,bundesliga
marko mladenovic,Eint Frankfurt,0,0,0,,0,0,0,0,0,0,0,0,2023-2024,bundesliga
max moerstedt,Hoffenheim,0,0,0,0.0,0,0,0,0,0,0,0,0,2023-2024,bundesliga
mateu morey,Dortmund,1,1,0,50.0,2,2,1,3,1,2,3,0,2023-2024,bundesliga
youssoufa moukoko,Dortmund,2,2,0,42.9,3,1,2,4,1,3,4,0,2023-2024,bundesliga
andreas muller,Darmstadt 98,8,5,1,44.4,4,9,4,5,2,3,5,0,2023-2024,bundesliga
jannik muller,Darmstadt 98,21,9,3,59.3,16,16,17,24,12,12,39,1,2023-2024,bundesliga
kevin muller,Heidenheim,3,0,0,60.0,3,0,0,0,0,0,6,1,2023-2024,bundesliga
marcus muller,Mainz 05,0,0,0,,0,0,0,0,0,0,0,0,2023-2024,bundesliga
thomas muller,Bayern Munich,5,10,11,37.1,13,16,3,22,0,22,6,0,2023-2024,bundesliga
jamal musiala,Bayern Munich,9,21,10,38.9,14,25,16,25,1,24,5,0,2023-2024,bundesliga
florent muslija,Freiburg,3,2,0,40.0,2,4,0,1,0,1,2,0,2023-2024,bundesliga
phillipp mwene,Mainz 05,15,16,3,48.5,16,15,17,27,3,24,47,0,2023-2024,bundesliga
joakim mhle,Wolfsburg,33,18,11,64.1,41,39,29,43,5,38,65,0,2023-2024,bundesliga
nathan ngoumou,Gladbach,17,18,2,47.1,16,22,5,22,0,22,17,1,2023-2024,bundesliga
stanley nsoki,Hoffenheim,12,8,1,58.6,17,10,8,13,2,11,33,0,2023-2024,bundesliga
luca netz,Gladbach,19,16,3,53.5,23,22,22,36,10,26,76,1,2023-2024,bundesliga
manuel neuer,Bayern Munich,1,0,0,,0,1,0,0,0,0,14,3,2023-2024,bundesliga
florian neuhaus,Gladbach,7,8,0,30.8,8,12,14,8,6,2,8,0,2023-2024,bundesliga
jessic ngankam,Mainz 05,0,1,0,,0,1,3,3,1,2,0,0,2023-2024,bundesliga
jessic ngankam,Eint Frankfurt,1,1,1,,0,2,0,0,0,0,1,0,2023-2024,bundesliga
moritz nicolas,Gladbach,1,0,0,33.3,1,0,0,0,0,0,12,5,2023-2024,bundesliga
justin njinmah,Werder Bremen,2,2,1,33.3,3,1,2,9,1,8,6,0,2023-2024,bundesliga
niels nkounkou,Eint Frankfurt,34,17,3,45.3,29,30,16,30,2,28,30,0,2023-2024,bundesliga
felix nmecha,Dortmund,7,8,4,50.0,11,13,11,18,5,13,19,0,2023-2024,bundesliga
lukas nmecha,Wolfsburg,0,0,1,,0,1,0,1,0,1,0,0,2023-2024,bundesliga
jonathan norbye,RB Leipzig,0,0,0,,0,0,0,0,0,0,0,0,2023-2024,bundesliga
alexander nubel,Stuttgart,2,0,0,50.0,2,2,0,0,0,0,13,4,2023-2024,bundesliga
kasim nuhu,Hoffenheim,0,0,0,,0,0,0,0,0,0,0,0,2023-2024,bundesliga
fabian nurnberger,Darmstadt 98,22,6,1,53.7,22,22,17,11,1,10,26,0,2023-2024,bundesliga
tim oermann,Bochum,11,4,4,64.3,9,11,2,15,6,9,22,0,2023-2024,bundesliga
masaya okugawa,Augsburg,0,0,0,,0,0,0,0,0,0,2,0,2023-2024,bundesliga
finn ole becker,Hoffenheim,8,2,0,23.5,4,9,1,9,1,8,10,0,2023-2024,bundesliga
mathias olesen,Köln,0,0,0,,0,0,2,0,0,0,2,0,2023-2024,bundesliga
dani olmo,RB Leipzig,14,8,4,45.5,10,18,13,7,0,7,12,1,2023-2024,bundesliga
jonas omlin,Gladbach,1,0,0,100.0,1,0,0,0,0,0,3,0,2023-2024,bundesliga
karim onisiwo,Mainz 05,4,6,7,54.5,6,8,2,18,4,14,7,0,2023-2024,bundesliga
lois openda,RB Leipzig,0,1,2,0.0,0,3,5,19,3,16,14,0,2023-2024,bundesliga
leon opitz,Werder Bremen,1,1,0,66.7,2,2,0,0,0,0,0,0,2023-2024,bundesliga
willi orban,RB Leipzig,8,10,2,50.0,9,12,16,22,13,9,76,1,2023-2024,bundesliga
ivan ordets,Bochum,11,6,2,58.8,10,14,31,41,29,12,130,0,2023-2024,bundesliga
patrick osterhage,Bochum,14,23,1,47.2,17,26,27,36,9,27,32,1,2023-2024,bundesliga
salih ozcan,Dortmund,11,8,1,55.6,10,12,17,28,3,25,18,1,2023-2024,bundesliga
willian pacho,Eint Frankfurt,38,23,1,58.5,31,37,47,51,22,29,152,2,2023-2024,bundesliga
goncalo paciencia,Bochum,2,2,4,50.0,3,4,0,5,0,5,7,0,2023-2024,bundesliga
exequiel palacios,Leverkusen,28,26,6,49.1,26,34,29,24,0,24,20,2,2023-2024,bundesliga
milos pantovic,Union Berlin,0,0,0,,0,0,0,0,0,0,0,0,2023-2024,bundesliga
antonios papadopoulos,Dortmund,6,0,0,85.7,6,3,2,3,2,1,7,0,2023-2024,bundesliga
merveille papela,Mainz 05,2,3,0,0.0,0,4,4,1,0,1,2,0,2023-2024,bundesliga
leart paqarada,Köln,9,9,3,50.0,11,11,10,17,5,12,30,1,2023-2024,bundesliga
kevin paredes,Wolfsburg,22,13,7,58.8,20,21,23,27,2,25,26,0,2023-2024,bundesliga
felix passlack,Bochum,9,10,2,58.3,14,14,10,13,2,11,21,0,2023-2024,bundesliga
jiri pavlenka,Werder Bremen,0,0,0,,0,0,0,0,0,0,2,0,2023-2024,bundesliga
aleksandar pavlovic,Bayern Munich,10,14,4,51.5,17,16,17,13,3,10,12,0,2023-2024,bundesliga
mads pedersen,Augsburg,31,27,6,54.5,24,39,19,20,3,17,46,0,2023-2024,bundesliga
jordan pefok,Gladbach,0,8,2,37.5,3,4,5,12,3,9,28,0,2023-2024,bundesliga
jordan pefok,Union Berlin,0,0,0,,0,0,0,1,1,0,0,0,2023-2024,bundesliga
dzenan pejcinovic,Wolfsburg,0,0,0,,0,0,0,1,0,1,0,0,2023-2024,bundesliga
daniel peretz,Bayern Munich,0,0,0,,0,0,0,0,0,0,0,0,2023-2024,bundesliga
matteo perez vinlof,Bayern Munich,0,0,0,,0,0,1,0,0,0,0,0,2023-2024,bundesliga
pavao pervan,Wolfsburg,0,0,0,,0,0,0,0,0,0,4,0,2023-2024,bundesliga
jens petter hauge,Eint Frankfurt,1,0,1,28.6,2,1,0,5,1,4,1,0,2023-2024,bundesliga
luca pfeiffer,Darmstadt 98,2,6,3,45.5,5,6,2,5,1,4,21,0,2023-2024,bundesliga
patric pfeiffer,Augsburg,6,4,1,83.3,5,7,11,10,6,4,21,0,2023-2024,bundesliga
maximilian philipp,Freiburg,4,4,0,16.7,1,5,1,7,0,7,3,0,2023-2024,bundesliga
florian pick,Heidenheim,3,0,1,66.7,2,4,2,2,0,2,2,0,2023-2024,bundesliga
amos pieper,Werder Bremen,8,6,0,53.8,7,11,9,12,7,5,36,1,2023-2024,bundesliga
marvin pieringer,Heidenheim,5,11,3,40.0,8,12,12,28,4,24,21,0,2023-2024,bundesliga
alassane plea,Gladbach,5,8,4,46.7,7,7,2,11,0,11,6,0,2023-2024,bundesliga
ole pohlmann,Dortmund,0,1,0,50.0,1,0,0,0,0,0,1,0,2023-2024,bundesliga
sebastian polter,Darmstadt 98,1,0,0,0.0,0,0,0,5,1,4,4,0,2023-2024,bundesliga
yussuf poulsen,RB Leipzig,1,9,3,28.6,4,8,4,13,3,10,15,0,2023-2024,bundesliga
grischa promel,Hoffenheim,11,15,6,43.8,14,18,22,22,6,16,36,0,2023-2024,bundesliga
gustavo puerta,Leverkusen,2,2,1,50.0,1,3,0,2,0,2,0,0,2023-2024,bundesliga
luca raimund,Stuttgart,2,1,0,,0,1,0,2,0,2,0,0,2023-2024,bundesliga
grant ranos,Gladbach,0,0,1,,0,0,0,0,0,0,0,0,2023-2024,bundesliga
nicolai rapp,Werder Bremen,2,1,0,100.0,2,2,2,2,0,2,8,0,2023-2024,bundesliga
david raum,RB Leipzig,24,29,5,58.6,34,35,27,51,9,42,82,2,2023-2024,bundesliga
rocco reitz,Gladbach,28,29,4,50.9,28,36,44,61,20,41,31,1,2023-2024,bundesliga
marco reus,Dortmund,20,14,3,44.4,12,25,5,17,2,15,18,0,2023-2024,bundesliga
elvis rexhbecaj,Augsburg,14,13,3,50.0,18,19,20,32,7,25,20,0,2023-2024,bundesliga
gio reyna,Dortmund,3,4,2,40.0,2,6,2,5,1,4,5,0,2023-2024,bundesliga
marco richter,Mainz 05,5,3,2,36.4,4,4,2,9,0,9,1,0,2023-2024,bundesliga
clemens riedel,Darmstadt 98,16,5,1,62.5,15,13,11,11,3,8,26,0,2023-2024,bundesliga
manuel riemann,Bochum,2,0,0,50.0,2,1,1,0,0,0,25,1,2023-2024,bundesliga
sebastian rode,Eint Frankfurt,0,5,1,66.7,4,4,1,0,0,0,1,0,2023-2024,bundesliga
rogerio,Wolfsburg,7,5,2,71.4,10,6,5,16,5,11,23,1,2023-2024,bundesliga
merlin rohl,Freiburg,10,9,2,38.1,8,13,9,27,3,24,22,0,2023-2024,bundesliga
frank ronstadt,Darmstadt 98,0,1,0,0.0,0,0,1,1,0,1,3,0,2023-2024,bundesliga
anthony rouault,Stuttgart,14,5,2,61.9,13,12,8,14,8,6,28,0,2023-2024,bundesliga
jerome roussillon,Union Berlin,6,7,3,66.7,8,9,5,13,4,9,26,0,2023-2024,bundesliga
fabian rudlin,Freiburg,0,0,1,,0,0,0,0,0,0,0,0,2023-2024,bundesliga
julian ryerson,Dortmund,26,11,4,57.4,27,23,10,31,7,24,35,3,2023-2024,bundesliga
frederik rnnow,Union Berlin,1,0,0,,0,1,1,0,0,0,20,2,2023-2024,bundesliga
marcel sabitzer,Dortmund,18,20,1,54.8,23,24,12,31,12,19,34,0,2023-2024,bundesliga
roland sallai,Freiburg,5,5,7,40.0,8,10,6,21,1,20,23,0,2023-2024,bundesliga
diadie samassekou,Hoffenheim,0,0,0,,0,0,1,0,0,0,0,0,2023-2024,bundesliga
jadon sancho,Dortmund,1,3,1,0.0,0,4,4,11,0,11,6,0,2023-2024,bundesliga
leroy sane,Bayern Munich,6,6,3,21.1,4,8,7,12,0,12,3,0,2023-2024,bundesliga
amin sarr,Wolfsburg,1,2,0,50.0,1,2,2,6,1,5,1,0,2023-2024,bundesliga
bouna sarr,Bayern Munich,1,1,0,100.0,2,0,0,3,0,3,1,0,2023-2024,bundesliga
joe scally,Gladbach,21,17,3,57.5,23,28,18,31,11,20,78,2,2023-2024,bundesliga
andras schafer,Union Berlin,9,15,5,55.0,11,16,20,25,4,21,25,0,2023-2024,bundesliga
patrik schick,Leverkusen,0,3,3,20.0,1,4,1,2,0,2,7,0,2023-2024,bundesliga
stefan schimmer,Heidenheim,0,1,0,0.0,0,1,1,2,0,2,6,0,2023-2024,bundesliga
xaver schlager,RB Leipzig,35,38,8,39.6,21,50,19,41,8,33,27,0,2023-2024,bundesliga
keven schlotterbeck,Bochum,26,14,2,83.3,25,22,33,33,23,10,104,2,2023-2024,bundesliga
nico schlotterbeck,Dortmund,36,27,7,63.1,41,50,45,52,25,27,101,3,2023-2024,bundesliga
romano schmid,Werder Bremen,7,22,6,30.4,14,20,11,36,7,29,17,2,2023-2024,bundesliga
kenneth schmidt,Freiburg,2,0,0,50.0,2,2,1,1,0,1,2,0,2023-2024,bundesliga
benno schmitz,Köln,20,7,0,50.0,17,15,7,19,4,15,29,0,2023-2024,bundesliga
fabian schnellhardt,Darmstadt 98,2,1,1,33.3,1,1,4,1,0,1,5,0,2023-2024,bundesliga
jan schoppner,Heidenheim,26,20,2,50.0,21,26,26,37,7,30,57,0,2023-2024,bundesliga
marcel schuhen,Darmstadt 98,1,0,0,33.3,1,0,2,0,0,0,11,4,2023-2024,bundesliga
marvin schwabe,Köln,1,0,0,100.0,1,0,0,0,0,0,10,1,2023-2024,bundesliga
alexander schwolow,Union Berlin,0,0,0,,0,0,0,0,0,0,2,0,2023-2024,bundesliga
nicolas seiwald,RB Leipzig,16,15,2,64.0,16,18,8,12,2,10,15,0,2023-2024,bundesliga
davie selke,Köln,1,3,0,0.0,0,2,0,5,3,2,20,0,2023-2024,bundesliga
benjamin sesko,RB Leipzig,2,7,4,22.2,2,5,3,23,2,21,27,0,2023-2024,bundesliga
kevin sessa,Heidenheim,9,6,2,43.8,7,10,4,12,1,11,17,0,2023-2024,bundesliga
aaron seydel,Darmstadt 98,0,2,1,0.0,0,2,1,8,2,6,9,0,2023-2024,bundesliga
tim siersleben,Heidenheim,21,6,0,40.0,8,11,21,16,10,6,29,1,2023-2024,bundesliga
kiliann sildillia,Freiburg,28,8,7,61.9,26,19,22,33,15,18,64,0,2023-2024,bundesliga
mohamed simakan,RB Leipzig,28,19,1,72.7,32,29,29,36,14,22,69,0,2023-2024,bundesliga
xavi simons,RB Leipzig,10,11,9,48.4,15,17,16,23,0,23,4,0,2023-2024,bundesliga
tim skarke,Darmstadt 98,12,10,4,35.7,10,16,6,25,2,23,20,0,2023-2024,bundesliga
ellyes skhiri,Eint Frankfurt,18,19,7,52.8,19,24,39,33,4,29,47,2,2023-2024,bundesliga
robert skov,Hoffenheim,15,8,1,47.2,17,16,10,17,4,13,23,1,2023-2024,bundesliga
hrvoje smolcic,Eint Frankfurt,7,0,0,80.0,4,3,6,3,1,2,23,1,2023-2024,bundesliga
danilo soares,Bochum,5,3,2,62.5,5,6,7,6,0,6,11,0,2023-2024,bundesliga
borna sosa,Stuttgart,0,0,0,0.0,0,0,0,0,0,0,0,0,2023-2024,bundesliga
anton stach,Hoffenheim,40,27,6,52.4,33,42,72,38,12,26,67,1,2023-2024,bundesliga
anton stach,Mainz 05,2,0,1,50.0,2,0,2,5,0,5,5,0,2023-2024,bundesliga
jens stage,Werder Bremen,21,23,8,36.0,18,22,23,42,23,19,55,0,2023-2024,bundesliga
josip stanisic,Leverkusen,19,13,6,66.7,22,20,9,18,3,15,26,0,2023-2024,bundesliga
niklas stark,Werder Bremen,13,11,2,66.7,12,15,19,14,7,7,61,1,2023-2024,bundesliga
pascal stenzel,Stuttgart,7,9,2,33.3,10,8,15,22,8,14,26,0,2023-2024,bundesliga
leonidas stergiou,Stuttgart,7,7,1,69.2,9,8,5,8,1,7,13,0,2023-2024,bundesliga
angelo stiller,Hoffenheim,0,0,0,0.0,0,0,0,2,0,2,3,0,2023-2024,bundesliga
angelo stiller,Stuttgart,15,34,6,57.1,24,33,28,41,13,28,25,2,2023-2024,bundesliga
kevin stoger,Bochum,21,21,7,39.7,25,30,19,46,4,42,18,0,2023-2024,bundesliga
filip stojilkovic,Darmstadt 98,0,0,1,,0,1,0,0,0,0,1,0,2023-2024,bundesliga
niklas sule,Dortmund,14,3,1,68.8,11,10,25,25,14,11,58,2,2023-2024,bundesliga
mattias svanberg,Wolfsburg,8,19,10,31.6,12,17,21,25,5,20,28,0,2023-2024,bundesliga
attila szalai,Hoffenheim,3,0,0,25.0,1,1,1,6,2,4,7,0,2023-2024,bundesliga
attila szalai,Freiburg,1,0,0,50.0,1,1,1,5,2,3,11,1,2023-2024,bundesliga
jonathan tah,Leverkusen,10,7,2,31.3,5,9,23,28,23,5,97,1,2023-2024,bundesliga
edmond tapsoba,Leverkusen,17,15,2,70.8,17,25,24,21,10,11,52,3,2023-2024,bundesliga
mathys tel,Bayern Munich,3,4,5,66.7,4,2,6,11,0,11,6,0,2023-2024,bundesliga
nathan tella,Leverkusen,6,5,2,50.0,5,8,3,10,0,10,8,0,2023-2024,bundesliga
norman theuerkauf,Heidenheim,13,7,4,59.1,13,16,14,16,6,10,21,0,2023-2024,bundesliga
jan thielmann,Köln,13,9,6,50.0,12,18,8,31,6,25,28,0,2023-2024,bundesliga
denis thomalla,Heidenheim,4,4,1,45.5,5,6,4,3,2,1,13,0,2023-2024,bundesliga
phillip tietz,Augsburg,7,13,3,40.0,6,14,6,17,3,14,35,0,2023-2024,bundesliga
steffen tigges,Köln,4,5,1,42.9,3,6,1,4,2,2,12,0,2023-2024,bundesliga
umut tohumcu,Hoffenheim,9,7,0,31.6,6,12,6,11,1,10,12,0,2023-2024,bundesliga
tiago tomas,Wolfsburg,3,0,2,16.7,1,2,3,13,0,13,9,0,2023-2024,bundesliga
fabio torsiello,Darmstadt 98,1,0,0,12.5,1,0,1,1,0,1,1,0,2023-2024,bundesliga
lucas tousart,Union Berlin,14,17,4,45.9,17,20,25,32,9,23,41,0,2023-2024,bundesliga
omar traore,Heidenheim,33,21,6,57.1,32,33,40,32,7,25,54,1,2023-2024,bundesliga
kevin trapp,Eint Frankfurt,0,0,0,,0,0,1,0,0,0,9,1,2023-2024,bundesliga
christopher trimmel,Union Berlin,12,10,1,39.4,13,15,13,16,3,13,57,0,2023-2024,bundesliga
tuta,Eint Frankfurt,38,19,6,66.1,39,33,36,29,12,17,99,0,2023-2024,bundesliga
lukas ullrich,Gladbach,1,0,0,25.0,1,0,0,0,0,0,1,0,2023-2024,bundesliga
sven ulreich,Bayern Munich,1,0,0,100.0,1,0,0,0,0,0,3,2,2023-2024,bundesliga
deniz undav,Stuttgart,6,8,14,26.7,4,13,6,17,0,17,5,0,2023-2024,bundesliga
dayot upamecano,Bayern Munich,21,11,2,51.7,15,21,19,19,7,12,56,3,2023-2024,bundesliga
mark uth,Köln,2,3,3,33.3,4,4,1,6,0,6,2,0,2023-2024,bundesliga
josha vagnoman,Stuttgart,15,11,2,50.0,15,18,2,11,5,6,16,1,2023-2024,bundesliga
ruben vargas,Augsburg,6,10,7,40.0,10,10,7,19,4,15,17,0,2023-2024,bundesliga
milos veljkovic,Werder Bremen,17,13,1,51.6,16,15,17,31,20,11,57,0,2023-2024,bundesliga
yorbe vertessen,Union Berlin,0,3,0,25.0,1,2,1,8,0,8,3,0,2023-2024,bundesliga
oscar vilhelmsson,Darmstadt 98,3,7,3,70.0,7,6,3,15,5,10,19,0,2023-2024,bundesliga
kevin vogt,Hoffenheim,7,7,0,61.5,8,10,9,16,13,3,54,0,2023-2024,bundesliga
kevin vogt,Union Berlin,6,4,0,50.0,6,9,7,22,15,7,72,2,2023-2024,bundesliga
kevin volland,Union Berlin,8,8,6,40.0,8,9,6,8,0,8,12,0,2023-2024,bundesliga
aster vranckx,Wolfsburg,11,11,10,53.6,15,15,14,17,6,11,29,0,2023-2024,bundesliga
luca waldschmidt,Köln,4,12,3,31.3,5,12,6,18,3,15,8,1,2023-2024,bundesliga
kjellarik watjen,Dortmund,2,1,0,40.0,2,2,0,1,1,0,3,0,2023-2024,bundesliga
wout weghorst,Hoffenheim,4,7,2,60.0,9,6,6,25,8,17,24,0,2023-2024,bundesliga
julian weigl,Gladbach,28,32,6,61.2,41,40,48,47,14,33,61,1,2023-2024,bundesliga
nelson weiper,Mainz 05,2,0,0,66.7,2,1,1,1,0,1,0,0,2023-2024,bundesliga
mitchell weiser,Werder Bremen,29,25,10,58.5,31,38,20,36,6,30,43,0,2023-2024,bundesliga
noah weihaupt,Freiburg,6,0,3,45.5,5,4,8,8,1,7,12,0,2023-2024,bundesliga
timo werner,RB Leipzig,0,1,1,,0,1,1,1,0,1,0,0,2023-2024,bundesliga
silvan widmer,Mainz 05,12,8,3,60.7,17,10,16,18,5,13,37,0,2023-2024,bundesliga
patrick wimmer,Wolfsburg,5,5,4,44.4,8,5,3,14,0,14,7,0,2023-2024,bundesliga
jonas wind,Wolfsburg,4,6,3,41.2,7,10,3,13,4,9,21,0,2023-2024,bundesliga
florian wirtz,Leverkusen,7,14,6,31.0,9,18,9,36,2,34,3,0,2023-2024,bundesliga
maximilian wittek,Bochum,9,11,3,61.9,13,17,18,12,1,11,23,0,2023-2024,bundesliga
maximilian wober,Gladbach,40,25,1,58.5,31,31,38,47,26,21,111,0,2023-2024,bundesliga
marius wolf,Dortmund,8,11,1,47.8,11,12,8,12,2,10,20,0,2023-2024,bundesliga
nick woltemade,Werder Bremen,7,20,7,71.4,15,23,5,12,0,12,17,0,2023-2024,bundesliga
jeong wooyeong,Stuttgart,6,8,1,75.0,6,9,7,5,0,5,5,0,2023-2024,bundesliga
granit xhaka,Leverkusen,11,14,4,30.0,9,21,19,29,8,21,42,0,2023-2024,bundesliga
danaxel zagadou,Stuttgart,16,5,0,50.0,4,14,20,23,18,5,78,1,2023-2024,bundesliga
bryan zaragoza,Bayern Munich,2,1,1,100.0,3,4,2,0,0,0,0,0,2023-2024,bundesliga
robin zentner,Mainz 05,2,0,0,40.0,2,2,1,1,0,1,19,1,2023-2024,bundesliga
cedric zesiger,Wolfsburg,13,4,2,45.5,10,9,15,32,21,11,88,1,2023-2024,bundesliga
michael zetterer,Werder Bremen,3,0,0,100.0,3,1,0,0,0,0,7,3,2023-2024,bundesliga
christoph zimmermann,Darmstadt 98,26,7,0,48.7,19,21,21,21,14,7,66,1,2023-2024,bundesliga
simon zoller,Bochum,0,0,0,,0,0,0,1,0,1,0,0,2023-2024,bundesliga
lovro zvonarek,Bayern Munich,0,0,0,0.0,0,0,0,3,0,3,2,0,2023-2024,bundesliga
