Player,Squad,Tack_Def_3rd,Tack_Mid_3rd,Tack_Att_3rd,Tkl%,Tkl,TklW,Int,Blocks,Block_Shots,Bolck_Pass,Clearences,Err,Season,Competition
mohamed kaba,Lecce,15,16,8,50.0,17,23,12,22,4,18,13,0,2023-2024,serie-a
christian kabasele,Udinese,4,5,1,18.2,2,7,12,15,9,6,56,0,2023-2024,serie-a
yayah kallon,Hellas Verona,0,0,0,,0,0,0,0,0,0,0,0,2023-2024,serie-a
pierre kalulu,Milan,2,3,0,50.0,1,1,1,4,3,1,12,1,2023-2024,serie-a
daichi kamada,Lazio,22,22,9,53.8,28,36,18,24,5,19,7,0,2023-2024,serie-a
hassane kamara,Udinese,26,13,6,65.8,25,32,26,29,2,27,66,0,2023-2024,serie-a
yann karamoh,Torino,0,0,1,,0,0,0,0,0,0,1,0,2023-2024,serie-a
jesper karlsson,Bologna,2,1,0,25.0,2,3,4,4,0,4,1,0,2023-2024,serie-a
rick karsdorp,Roma,11,8,6,66.7,16,18,9,13,4,9,16,0,2023-2024,serie-a
grigoris kastanos,Salernitana,8,9,6,45.0,9,14,8,13,4,9,9,0,2023-2024,serie-a
michael kayode,Fiorentina,27,15,11,72.9,35,30,18,25,12,13,46,2,2023-2024,serie-a
moise kean,Juventus,3,2,2,33.3,1,4,2,4,1,3,5,0,2023-2024,serie-a
simon kjr,Milan,11,11,2,63.6,14,15,14,22,16,6,46,2,2023-2024,serie-a
davy klaassen,Inter,0,4,0,33.3,1,2,3,5,1,4,4,0,2023-2024,serie-a
sead kolasinac,Atalanta,23,19,2,61.2,30,32,21,22,9,13,47,0,2023-2024,serie-a
teun koopmeiners,Atalanta,12,22,5,34.0,17,24,10,33,3,30,35,0,2023-2024,serie-a
filip kostic,Juventus,20,13,4,51.5,17,23,9,29,8,21,43,0,2023-2024,serie-a
christian kouame,Fiorentina,7,6,0,60.0,6,4,2,16,0,16,10,0,2023-2024,serie-a
viktor kovalenko,Empoli,2,2,1,25.0,2,2,1,12,2,10,7,0,2023-2024,serie-a
rasmus kristensen,Roma,25,8,3,56.0,28,19,8,27,7,20,50,0,2023-2024,serie-a
thomas kristensen,Udinese,25,10,0,63.6,21,24,29,29,20,9,118,0,2023-2024,serie-a
nikola krstovic,Lecce,3,9,5,60.0,6,6,4,12,4,8,22,0,2023-2024,serie-a
rade krunic,Milan,3,6,1,44.4,4,8,11,7,3,4,14,0,2023-2024,serie-a
marash kumbulla,Sassuolo,2,1,0,50.0,1,2,0,8,6,2,22,0,2023-2024,serie-a
justin kumi,Sassuolo,0,0,0,,0,0,0,0,0,0,0,0,2023-2024,serie-a
berkan kutlu,Genoa,5,1,0,50.0,3,4,4,3,0,3,5,0,2023-2024,serie-a
khvicha kvaratskhelia,Napoli,11,19,12,30.6,15,21,13,15,1,14,9,0,2023-2024,serie-a
giorgi kvernadze,Frosinone,2,0,1,100.0,2,0,1,1,0,1,0,0,2023-2024,serie-a
giorgos kyriakopoulos,Monza,16,3,0,45.8,11,10,13,18,1,17,28,0,2023-2024,serie-a
gianluca lapadula,Cagliari,0,0,1,10.0,1,1,2,2,1,1,5,0,2023-2024,serie-a
armand lauriente,Sassuolo,8,14,9,29.5,13,20,15,29,4,25,11,0,2023-2024,serie-a
valentino lazaro,Torino,7,9,2,68.4,13,11,8,14,1,13,29,0,2023-2024,serie-a
darko lazovic,Hellas Verona,11,6,9,51.6,16,16,6,10,1,9,14,0,2023-2024,serie-a
manuel lazzari,Lazio,13,10,3,64.3,18,18,12,20,4,16,37,1,2023-2024,serie-a
nicola leali,Genoa,0,0,0,,0,0,0,0,0,0,0,0,2023-2024,serie-a
rafael leao,Milan,3,8,5,61.5,8,10,9,15,1,14,19,0,2023-2024,serie-a
jesper lindstrm,Napoli,2,3,3,50.0,4,3,2,3,0,3,6,0,2023-2024,serie-a
karol linetty,Torino,9,20,1,31.0,9,21,23,24,8,16,27,1,2023-2024,serie-a
luca lipani,Sassuolo,4,3,2,27.3,3,7,6,9,2,7,7,0,2023-2024,serie-a
pol lirola,Frosinone,14,15,1,48.6,17,18,19,12,1,11,41,1,2023-2024,serie-a
marcin listkowski,Lecce,0,0,0,,0,0,0,0,0,0,0,0,2023-2024,serie-a
diego llorente,Roma,20,10,1,45.8,11,19,22,40,27,13,79,0,2023-2024,serie-a
stanislav lobotka,Napoli,18,30,13,40.0,24,39,30,30,8,22,29,0,2023-2024,serie-a
manuel locatelli,Juventus,24,35,10,53.4,31,43,25,43,17,26,65,0,2023-2024,serie-a
ruben loftuscheek,Milan,7,14,7,55.6,15,18,9,24,12,12,10,1,2023-2024,serie-a
ademola lookman,Atalanta,2,11,7,36.4,8,15,9,19,0,19,0,1,2023-2024,serie-a
maxime lopez,Fiorentina,5,10,3,50.0,6,9,7,3,1,2,6,0,2023-2024,serie-a
maxime lopez,Sassuolo,1,1,0,50.0,1,1,2,1,1,0,0,0,2023-2024,serie-a
matteo lovato,Torino,5,5,0,80.0,4,7,13,9,5,4,10,0,2023-2024,serie-a
matteo lovato,Salernitana,17,8,2,66.7,16,14,18,14,7,7,41,1,2023-2024,serie-a
sandi lovric,Udinese,9,11,5,39.1,9,12,21,21,2,19,24,0,2023-2024,serie-a
lorenzo lucca,Udinese,4,11,4,25.0,5,11,3,18,3,15,36,1,2023-2024,serie-a
jhon lucumi,Bologna,31,17,0,75.0,27,29,16,32,17,15,68,2,2023-2024,serie-a
jose luis palomino,Atalanta,1,1,0,100.0,1,1,1,2,1,1,6,0,2023-2024,serie-a
romelu lukaku,Roma,1,2,3,50.0,2,5,0,7,1,6,19,1,2023-2024,serie-a
karlo lulic,Frosinone,0,0,0,,0,0,1,1,0,1,0,0,2023-2024,serie-a
sebastiano luperto,Empoli,25,10,2,62.5,15,26,32,46,35,11,157,1,2023-2024,serie-a
mateus lusuardi,Frosinone,1,1,0,33.3,1,1,4,4,2,2,8,0,2023-2024,serie-a
zito luvumbo,Cagliari,5,2,2,26.7,4,6,1,19,0,19,2,0,2023-2024,serie-a
charalampos lykogiannis,Bologna,5,4,1,50.0,5,6,5,15,5,10,30,0,2023-2024,serie-a
giulio maggiore,Salernitana,26,22,1,47.6,20,29,24,27,5,22,38,0,2023-2024,serie-a
giangiacomo magnani,Hellas Verona,23,10,0,60.0,15,18,45,50,28,22,118,0,2023-2024,serie-a
mike maignan,Milan,1,0,0,100.0,1,0,1,1,0,1,4,3,2023-2024,serie-a
antoine makoumbou,Cagliari,21,15,5,50.0,15,24,16,23,4,19,27,2,2023-2024,serie-a
daniel maldini,Monza,0,2,1,50.0,3,2,2,2,0,2,1,0,2023-2024,serie-a
daniel maldini,Empoli,0,2,2,100.0,2,2,2,5,0,5,2,0,2023-2024,serie-a
youssef maleh,Empoli,30,36,8,44.2,23,48,25,62,7,55,29,0,2023-2024,serie-a
ruslan malinovskyi,Genoa,18,11,6,41.5,17,20,5,22,8,14,16,0,2023-2024,serie-a
gianluca mancini,Roma,21,11,2,40.7,11,20,36,38,26,12,77,1,2023-2024,serie-a
marco mancosu,Cagliari,0,2,1,50.0,1,0,0,0,0,0,0,0,2023-2024,serie-a
christos mandas,Lazio,0,0,0,0.0,0,0,1,0,0,0,3,1,2023-2024,serie-a
rolando mandragora,Fiorentina,8,13,5,45.5,10,11,9,14,3,11,18,1,2023-2024,serie-a
kostas manolas,Salernitana,6,3,0,75.0,6,5,2,10,7,3,20,0,2023-2024,serie-a
riccardo marchizza,Frosinone,4,3,0,23.1,3,6,7,10,2,8,33,0,2023-2024,serie-a
gian marco ferrari,Sassuolo,11,11,0,66.7,12,10,25,28,17,11,76,0,2023-2024,serie-a
pablo mari,Monza,34,7,0,64.7,22,25,37,40,25,15,115,1,2023-2024,serie-a
mirko maric,Monza,2,1,1,0.0,0,0,2,4,0,4,3,0,2023-2024,serie-a
razvan marin,Empoli,13,23,4,65.5,19,22,6,16,4,12,30,2,2023-2024,serie-a
agustin martegani,Salernitana,7,3,3,33.3,6,7,4,4,1,3,7,1,2023-2024,serie-a
aaron martin,Genoa,7,10,4,40.9,9,10,9,12,4,8,15,0,2023-2024,serie-a
tommaso martinelli,Fiorentina,0,0,0,,0,0,0,0,0,0,0,0,2023-2024,serie-a
josep martinez,Genoa,0,0,0,,0,0,1,0,0,0,21,3,2023-2024,serie-a
lautaro martinez,Inter,4,13,5,21.1,4,16,20,30,1,29,10,0,2023-2024,serie-a
lucas martinez quarta,Fiorentina,43,28,4,66.7,36,47,30,38,14,24,69,4,2023-2024,serie-a
adam marusic,Lazio,24,19,2,55.1,27,31,29,27,7,20,63,2,2023-2024,serie-a
adam masina,Udinese,2,2,0,50.0,2,0,2,2,1,1,5,0,2023-2024,serie-a
adam masina,Torino,8,8,1,25.0,5,12,11,12,6,6,30,0,2023-2024,serie-a
alan matturro,Genoa,1,0,0,100.0,1,1,2,6,3,3,4,0,2023-2024,serie-a
luca mazzitelli,Frosinone,15,24,6,53.1,26,23,19,23,7,16,62,0,2023-2024,serie-a
pasquale mazzocchi,Salernitana,14,10,1,55.2,16,19,5,14,6,8,31,0,2023-2024,serie-a
pasquale mazzocchi,Napoli,1,2,2,66.7,2,2,1,5,1,4,13,0,2023-2024,serie-a
jordi mboula,Hellas Verona,1,2,1,57.1,4,4,1,4,1,3,0,0,2023-2024,serie-a
weston mckennie,Juventus,31,11,6,63.0,17,29,18,28,7,21,69,0,2023-2024,serie-a
arthur melo,Fiorentina,17,24,4,61.9,26,30,18,27,3,24,8,0,2023-2024,serie-a
leonardo mendicino,Atalanta,0,0,0,,0,0,0,0,0,0,0,0,2023-2024,serie-a
alex meret,Napoli,1,0,0,50.0,1,0,0,0,0,0,10,1,2023-2024,serie-a
junior messias,Genoa,19,5,2,42.1,8,20,5,9,1,8,22,0,2023-2024,serie-a
nikola milenkovic,Fiorentina,24,14,3,61.1,22,21,27,22,14,8,95,1,2023-2024,serie-a
arkadiusz milik,Juventus,2,5,2,60.0,3,5,5,7,1,6,3,0,2023-2024,serie-a
vanja milinkovicsavic,Torino,1,0,0,100.0,1,0,1,0,0,0,14,4,2023-2024,serie-a
yerry mina,Fiorentina,1,0,0,50.0,1,1,0,0,0,0,2,0,2023-2024,serie-a
yerry mina,Cagliari,14,6,0,68.4,13,13,4,23,14,9,77,0,2023-2024,serie-a
aleksei miranchuk,Atalanta,6,4,2,38.5,5,6,2,6,1,5,5,1,2023-2024,serie-a
kevin miranda,Sassuolo,0,0,0,,0,0,0,0,0,0,1,0,2023-2024,serie-a
antonio mirante,Milan,0,0,0,,0,0,0,0,0,0,1,0,2023-2024,serie-a
fabio miretti,Juventus,6,8,4,38.5,10,14,7,10,1,9,6,0,2023-2024,serie-a
filippo missori,Sassuolo,2,4,0,36.4,4,3,4,3,2,1,8,0,2023-2024,serie-a
stefan mitrovic,Hellas Verona,0,5,1,40.0,2,3,0,6,1,5,4,0,2023-2024,serie-a
henrikh mkhitaryan,Inter,18,35,9,49.0,24,34,29,23,4,19,43,0,2023-2024,serie-a
ilario monterisi,Frosinone,14,7,2,46.2,12,13,8,22,18,4,63,0,2023-2024,serie-a
lorenzo montipo,Hellas Verona,1,0,0,33.3,1,1,0,0,0,0,25,2,2023-2024,serie-a
nikola moro,Bologna,8,12,1,53.3,8,16,7,14,1,13,10,0,2023-2024,serie-a
dany mota,Monza,2,5,6,47.1,8,7,2,4,1,3,18,0,2023-2024,serie-a
samuele mulattieri,Sassuolo,0,0,1,50.0,1,1,1,7,2,5,2,0,2023-2024,serie-a
luis muriel,Atalanta,0,2,1,100.0,1,2,1,4,0,4,0,0,2023-2024,serie-a
yunus musah,Milan,15,6,4,53.3,8,14,10,18,4,14,16,1,2023-2024,serie-a
juan musso,Atalanta,1,0,0,100.0,1,0,0,0,0,0,6,0,2023-2024,serie-a
kingstone mutandwa,Cagliari,1,0,0,25.0,1,0,0,1,0,1,2,0,2023-2024,serie-a
obite ndicka,Roma,12,19,1,60.0,12,18,16,30,16,14,75,0,2023-2024,serie-a
nahitan nandez,Cagliari,27,23,9,42.2,27,40,19,25,2,23,32,0,2023-2024,serie-a
natan,Napoli,10,3,1,50.0,5,10,8,12,9,3,32,0,2023-2024,serie-a
lapo nava,Milan,0,0,0,,0,0,0,0,0,0,0,0,2023-2024,serie-a
michel ndary adopo,Atalanta,0,3,1,100.0,1,3,0,0,0,0,2,1,2023-2024,serie-a
dan ndoye,Bologna,17,11,2,43.6,17,15,10,20,1,19,14,0,2023-2024,serie-a
cyril ngonge,Hellas Verona,5,3,6,35.7,5,9,4,7,1,6,10,0,2023-2024,serie-a
cyril ngonge,Napoli,1,4,0,100.0,2,3,0,2,0,2,2,0,2023-2024,serie-a
mbaye niang,Empoli,0,1,2,0.0,0,1,3,7,1,6,10,0,2023-2024,serie-a
hans nicolussi caviglia,Juventus,1,3,1,66.7,4,2,0,5,1,4,2,0,2023-2024,serie-a
joseph nonge,Juventus,0,0,0,,0,0,0,0,0,0,1,0,2023-2024,serie-a
tijjani noslin,Hellas Verona,5,7,6,37.5,6,8,2,17,2,15,14,0,2023-2024,serie-a
simeon nwankwo,Salernitana,0,2,4,33.3,1,3,0,7,0,7,4,0,2023-2024,serie-a
mbala nzola,Fiorentina,1,4,6,85.7,6,8,0,10,1,9,22,0,2023-2024,serie-a
adam obert,Cagliari,8,8,1,47.1,8,9,21,13,7,6,41,1,2023-2024,serie-a
pedro obiang,Sassuolo,3,4,1,20.0,2,4,8,6,4,2,10,0,2023-2024,serie-a
guillermo ochoa,Salernitana,0,0,0,0.0,0,0,0,0,0,0,9,1,2023-2024,serie-a
jens odgaard,Bologna,1,1,2,33.3,1,4,1,9,0,9,3,0,2023-2024,serie-a
noah okafor,Milan,1,4,1,30.0,3,4,0,8,1,7,10,0,2023-2024,serie-a
david okereke,Torino,1,1,1,0.0,0,1,1,2,0,2,0,0,2023-2024,serie-a
caleb okoli,Frosinone,33,22,1,65.9,29,34,29,48,32,16,156,4,2023-2024,serie-a
maduka okoye,Udinese,0,0,0,,0,0,1,0,0,0,4,2,2023-2024,serie-a
mathias olivera,Napoli,29,15,6,59.0,23,29,20,35,6,29,25,0,2023-2024,serie-a
gaetano oristanio,Cagliari,5,14,1,29.4,5,10,9,11,0,11,8,0,2023-2024,serie-a
riccardo orsolini,Bologna,13,4,6,30.0,9,14,8,25,3,22,19,1,2023-2024,serie-a
victor osimhen,Napoli,0,4,5,50.0,2,5,2,5,1,4,18,0,2023-2024,serie-a
remi oudin,Lecce,12,12,2,63.2,12,14,20,13,1,12,22,0,2023-2024,serie-a
anthony oyono,Frosinone,21,14,2,67.6,23,26,9,17,3,14,32,0,2023-2024,serie-a
simone pafundi,Udinese,0,0,0,,0,0,0,0,0,0,0,0,2023-2024,serie-a
riccardo pagano,Roma,1,1,0,0.0,0,2,0,3,2,1,2,0,2023-2024,serie-a
christos papadopoulos,Genoa,0,0,0,0.0,0,0,0,0,0,0,0,0,2023-2024,serie-a
leandro paredes,Roma,30,22,5,42.9,33,36,29,26,7,19,43,1,2023-2024,serie-a
fabiano parisi,Fiorentina,11,12,7,57.7,15,15,17,21,5,16,26,0,2023-2024,serie-a
mario pasalic,Atalanta,9,18,1,45.2,14,17,16,29,6,23,34,0,2023-2024,serie-a
triantafyllos pasaridis,Salernitana,9,2,0,64.3,9,7,3,7,3,4,19,0,2023-2024,serie-a
patric,Lazio,10,3,0,44.4,8,8,6,15,9,6,44,0,2023-2024,serie-a
rui patricio,Roma,0,0,0,0.0,0,0,0,1,0,1,3,1,2023-2024,serie-a
benjamin pavard,Inter,21,11,2,83.3,20,21,32,25,15,10,44,1,2023-2024,serie-a
leonardo pavoletti,Cagliari,0,0,1,0.0,0,1,0,2,1,1,7,0,2023-2024,serie-a
martin payero,Udinese,28,19,7,41.3,19,32,15,25,7,18,21,0,2023-2024,serie-a
marcus pedersen,Sassuolo,25,5,6,84.0,21,24,10,19,5,14,51,0,2023-2024,serie-a
pedro,Lazio,5,7,4,25.0,3,12,3,16,2,14,1,0,2023-2024,serie-a
pietro pellegri,Torino,1,4,0,20.0,1,1,2,4,1,3,3,0,2023-2024,serie-a
lorenzo pellegrini,Roma,14,16,5,33.3,17,20,20,28,5,23,22,0,2023-2024,serie-a
luca pellegrini,Lazio,7,10,1,52.9,9,13,9,7,3,4,20,0,2023-2024,serie-a
marco pellegrino,Salernitana,4,3,1,50.0,5,6,10,11,6,5,28,0,2023-2024,serie-a
marco pellegrino,Milan,0,0,1,0.0,0,1,1,1,1,0,2,0,2023-2024,serie-a
pepin,Monza,1,4,1,50.0,2,1,0,5,2,3,6,0,2023-2024,serie-a
pedro pereira,Monza,14,4,1,52.9,9,13,4,15,2,13,18,0,2023-2024,serie-a
roberto pereyra,Udinese,11,5,3,37.9,11,9,7,20,4,16,18,0,2023-2024,serie-a
nehuen perez,Udinese,42,28,2,81.3,39,48,45,53,26,27,158,1,2023-2024,serie-a
simone perilli,Hellas Verona,0,0,0,,0,0,0,0,0,0,0,0,2023-2024,serie-a
mattia perin,Juventus,0,0,0,,0,0,0,0,0,0,1,0,2023-2024,serie-a
samuele perisan,Empoli,0,0,0,,0,0,0,0,0,0,0,0,2023-2024,serie-a
matteo pessina,Monza,20,20,4,46.9,23,25,27,29,11,18,46,1,2023-2024,serie-a
andrea petagna,Cagliari,1,0,3,50.0,1,2,1,6,3,3,4,0,2023-2024,serie-a
giuseppe pezzella,Empoli,19,5,1,71.4,20,14,2,17,6,11,35,0,2023-2024,serie-a
roberto piccoli,Empoli,0,0,1,100.0,1,1,0,0,0,0,0,0,2023-2024,serie-a
roberto piccoli,Lecce,3,5,2,25.0,1,6,4,17,1,16,16,0,2023-2024,serie-a
santiago pierotti,Lecce,2,5,1,25.0,2,8,1,5,0,5,0,0,2023-2024,serie-a
niccolo pierozzi,Salernitana,13,4,0,50.0,11,11,11,24,7,17,36,0,2023-2024,serie-a
andrea pinamonti,Sassuolo,1,6,6,22.7,5,8,1,19,2,17,40,0,2023-2024,serie-a
carlo pinsoglio,Juventus,0,0,0,,0,0,0,0,0,0,0,0,2023-2024,serie-a
lorenzo pirola,Salernitana,25,14,0,53.6,15,23,25,46,30,16,93,1,2023-2024,serie-a
niccolo pisilli,Roma,0,0,0,,0,0,0,0,0,0,0,0,2023-2024,serie-a
tommaso pobega,Milan,11,5,0,46.2,6,9,6,10,2,8,7,0,2023-2024,serie-a
paul pogba,Juventus,0,1,0,100.0,1,1,1,0,0,0,1,0,2023-2024,serie-a
matteo politano,Napoli,8,7,4,32.4,11,8,15,9,1,8,11,1,2023-2024,serie-a
marin pongracic,Lecce,22,20,1,76.0,19,30,51,37,26,11,130,1,2023-2024,serie-a
stefan posch,Bologna,35,38,4,55.7,49,46,18,27,8,19,72,0,2023-2024,serie-a
matteo prati,Cagliari,15,27,3,61.9,26,25,15,29,6,23,26,1,2023-2024,serie-a
ivan provedel,Lazio,1,0,0,33.3,1,0,0,0,0,0,12,1,2023-2024,serie-a
christian pulisic,Milan,14,11,10,56.7,17,26,10,20,1,19,10,1,2023-2024,serie-a
george puscas,Genoa,0,0,0,0.0,0,0,0,1,0,1,1,0,2023-2024,serie-a
domingos quina,Udinese,1,0,0,,0,1,0,0,0,0,0,0,2023-2024,serie-a
adrien rabiot,Juventus,22,30,6,66.7,30,39,25,26,6,20,34,0,2023-2024,serie-a
uros racic,Sassuolo,6,4,0,0.0,0,4,7,16,7,9,22,0,2023-2024,serie-a
nemanja radonjic,Torino,0,0,1,33.3,1,1,0,3,0,3,0,0,2023-2024,serie-a
boris radunovic,Cagliari,0,0,0,,0,0,1,0,0,0,1,2,2023-2024,serie-a
hamza rafia,Lecce,13,27,4,43.3,13,31,11,27,1,26,13,0,2023-2024,serie-a
ylber ramadani,Lecce,32,29,7,38.5,37,41,44,54,13,41,44,0,2023-2024,serie-a
luca ranieri,Fiorentina,11,1,2,61.5,8,10,29,25,11,14,64,0,2023-2024,serie-a
filippo ranocchia,Empoli,7,9,0,43.8,7,11,3,9,1,8,14,0,2023-2024,serie-a
giacomo raspadori,Napoli,6,10,5,40.0,6,10,3,15,1,14,7,0,2023-2024,serie-a
federico ravaglia,Bologna,0,0,0,,0,0,0,0,0,0,2,0,2023-2024,serie-a
tijjani reijnders,Milan,10,31,5,48.8,21,25,18,26,8,18,26,0,2023-2024,serie-a
reinier,Frosinone,6,12,3,29.4,5,10,10,24,4,20,5,0,2023-2024,serie-a
mateo retegui,Genoa,7,8,2,30.0,6,9,0,18,2,16,30,0,2023-2024,serie-a
samuele ricci,Torino,17,12,4,65.2,15,18,27,21,3,18,25,0,2023-2024,serie-a
ricardo rodriguez,Torino,21,22,2,62.2,28,26,24,22,9,13,64,2,2023-2024,serie-a
alessio romagnoli,Lazio,14,11,0,66.7,16,18,29,29,17,12,115,0,2023-2024,serie-a
simone romagnoli,Frosinone,23,11,1,75.0,15,15,29,51,36,15,147,0,2023-2024,serie-a
luka romero,Milan,0,0,0,0.0,0,0,0,2,0,2,0,0,2023-2024,serie-a
marten de roon,Atalanta,36,32,12,42.7,35,43,40,36,10,26,54,0,2023-2024,serie-a
francesco rossi,Atalanta,0,0,0,,0,0,0,0,0,0,0,0,2023-2024,serie-a
nicolo rovella,Lazio,25,17,4,44.4,16,28,23,27,6,21,29,0,2023-2024,serie-a
amir rrahmani,Napoli,17,14,2,50.0,16,27,20,24,10,14,90,0,2023-2024,serie-a
ruan,Sassuolo,11,10,4,55.6,10,15,24,18,15,3,68,2,2023-2024,serie-a
daniele rugani,Juventus,7,3,1,80.0,4,9,9,11,4,7,42,0,2023-2024,serie-a
matteo ruggeri,Atalanta,14,7,8,53.3,16,15,23,46,4,42,44,0,2023-2024,serie-a
mario rui,Napoli,17,5,5,66.7,14,15,15,17,2,15,19,0,2023-2024,serie-a
stefano sabelli,Genoa,28,19,3,32.6,15,24,23,27,6,21,35,0,2023-2024,serie-a
alexis saelemaekers,Bologna,13,14,5,44.4,12,22,13,13,1,12,10,1,2023-2024,serie-a
lazar samardzic,Udinese,18,18,4,41.0,16,19,10,26,6,20,25,0,2023-2024,serie-a
junior sambia,Salernitana,8,1,3,54.5,6,5,11,15,7,8,28,0,2023-2024,serie-a
antonio sanabria,Torino,5,9,4,44.4,4,15,6,7,1,6,12,0,2023-2024,serie-a
renato sanches,Roma,1,1,0,66.7,2,1,0,2,0,2,1,0,2023-2024,serie-a
alexis sanchez,Inter,0,5,2,25.0,1,6,1,4,1,3,3,0,2023-2024,serie-a
alex sandro,Juventus,7,6,0,80.0,4,7,15,13,7,6,23,0,2023-2024,serie-a
nicola sansone,Lecce,6,2,3,31.3,5,6,4,7,1,6,5,2,2023-2024,serie-a
riccardo saponara,Hellas Verona,2,0,1,14.3,1,1,0,4,0,4,2,0,2023-2024,serie-a
zanos savva,Torino,0,1,0,33.3,1,1,0,0,0,0,1,0,2023-2024,serie-a
saba sazonov,Torino,4,5,0,100.0,3,7,3,8,5,3,22,0,2023-2024,serie-a
giorgio scalvini,Atalanta,29,19,5,47.5,19,33,59,44,17,27,71,0,2023-2024,serie-a
gianluca scamacca,Atalanta,4,5,6,50.0,7,9,4,7,1,6,9,0,2023-2024,serie-a
perr schuurs,Torino,11,8,1,33.3,3,12,9,10,2,8,23,0,2023-2024,serie-a
simone scuffet,Cagliari,1,0,0,50.0,1,0,1,1,0,1,9,0,2023-2024,serie-a
demba seck,Torino,1,4,0,75.0,3,3,1,1,0,1,0,0,2023-2024,serie-a
demba seck,Frosinone,2,3,2,80.0,4,4,1,3,0,3,1,0,2023-2024,serie-a
nikola sekulov,Juventus,0,0,0,,0,0,0,0,0,0,0,0,2023-2024,serie-a
vivaldo semedo,Udinese,0,0,0,,0,0,0,0,0,0,0,0,2023-2024,serie-a
stefano sensi,Inter,0,1,0,33.3,1,1,1,1,0,1,0,0,2023-2024,serie-a
suat serdar,Hellas Verona,24,23,4,48.9,22,39,20,29,7,22,25,1,2023-2024,serie-a
andres sfait,Salernitana,1,0,0,50.0,1,1,0,0,0,0,0,0,2023-2024,serie-a
stephan el shaarawy,Roma,14,4,3,40.0,6,13,13,11,4,7,15,2,2023-2024,serie-a
eldor shomurodov,Cagliari,2,6,3,60.0,6,4,4,5,0,5,4,0,2023-2024,serie-a
steven shpendi,Empoli,0,0,0,0.0,0,0,1,2,1,1,0,0,2023-2024,serie-a
marco silvestri,Udinese,0,0,0,0.0,0,0,0,1,0,1,5,3,2023-2024,serie-a
giovanni simeone,Napoli,1,3,8,25.0,3,4,1,11,0,11,7,0,2023-2024,serie-a
jancarlo simic,Milan,1,0,0,,0,1,0,5,4,1,3,0,2023-2024,serie-a
leo skiri stigard,Napoli,13,10,1,54.5,6,12,16,18,12,6,65,0,2023-2024,serie-a
ukasz skorupski,Bologna,2,0,0,66.7,2,2,1,0,0,0,11,3,2023-2024,serie-a
chris smalling,Roma,1,0,0,25.0,1,1,5,6,5,1,8,0,2023-2024,serie-a
andrea sodero,Empoli,0,0,0,,0,0,0,0,0,0,0,0,2023-2024,serie-a
ola solbakken,Roma,0,0,0,,0,0,0,0,0,0,0,0,2023-2024,serie-a
daniele sommariva,Genoa,0,0,0,,0,0,0,0,0,0,0,0,2023-2024,serie-a
yann sommer,Inter,2,0,0,100.0,2,1,0,1,0,1,7,1,2023-2024,serie-a
brandon soppy,Torino,1,1,0,33.3,2,2,0,2,0,2,3,1,2023-2024,serie-a
alessandro sorrentino,Monza,0,0,0,,0,0,0,0,0,0,0,0,2023-2024,serie-a
riccardo sottil,Fiorentina,5,1,4,37.5,3,5,2,12,0,12,2,0,2023-2024,serie-a
matias soule,Frosinone,12,14,15,47.5,19,27,18,38,4,34,9,0,2023-2024,serie-a
djed spence,Genoa,12,4,0,80.0,8,10,8,20,5,15,28,0,2023-2024,serie-a
leonardo spinazzola,Roma,10,5,0,44.4,8,7,3,8,2,6,15,0,2023-2024,serie-a
marco sportiello,Milan,0,0,0,,0,0,0,0,0,0,2,0,2023-2024,serie-a
trivante stewart,Salernitana,0,0,0,,0,0,0,1,0,1,0,0,2023-2024,serie-a
gabriel strefezza,Lecce,8,7,9,70.0,14,17,7,17,0,17,11,0,2023-2024,serie-a
kevin strootman,Genoa,13,18,3,48.4,15,19,7,20,6,14,22,0,2023-2024,serie-a
isaac success,Udinese,0,5,1,33.3,1,4,2,6,1,5,11,0,2023-2024,serie-a
ibrahim sulemana,Cagliari,15,15,6,63.0,17,14,7,24,5,19,23,0,2023-2024,serie-a
tomas suslov,Hellas Verona,11,22,9,31.9,15,30,6,15,0,15,8,0,2023-2024,serie-a
mile svilar,Roma,0,0,0,,0,0,0,0,0,0,2,1,2023-2024,serie-a
karol swiderski,Hellas Verona,1,3,3,66.7,2,3,1,6,4,2,8,0,2023-2024,serie-a
wojciech szczesny,Juventus,0,0,0,,0,0,1,0,0,0,11,2,2023-2024,serie-a
przemysaw szyminski,Frosinone,0,0,0,,0,0,0,1,1,0,0,0,2023-2024,serie-a
adrien tameze,Torino,13,18,4,48.6,18,16,47,24,11,13,25,2,2023-2024,serie-a
elayis tavsan,Hellas Verona,0,0,0,0.0,0,0,0,0,0,0,1,0,2023-2024,serie-a
loum tchaouna,Salernitana,5,13,2,50.0,10,10,4,20,1,19,16,1,2023-2024,serie-a
jackson tchatchoua,Hellas Verona,25,12,2,47.9,23,26,23,17,7,10,49,2,2023-2024,serie-a
filippo terracciano,Hellas Verona,23,6,1,54.8,17,19,20,24,6,18,17,0,2023-2024,serie-a
filippo terracciano,Milan,1,1,0,33.3,1,2,0,3,0,3,1,0,2023-2024,serie-a
pietro terracciano,Fiorentina,1,0,0,33.3,1,1,0,1,0,1,8,0,2023-2024,serie-a
florian thauvin,Udinese,2,4,1,30.8,4,4,3,9,1,8,2,0,2023-2024,serie-a
malick thiaw,Milan,15,17,2,48.0,12,17,13,23,13,10,55,0,2023-2024,serie-a
