Player,Squad,Tack_Def_3rd,Tack_Mid_3rd,Tack_Att_3rd,Tkl%,Tkl,TklW,Int,Blocks,Block_Shots,Block_Pass,Clearences,Err,Season,Competition
josip stanisic,Bayern Munich,6,4,3,46.7,7,11,6,10,6,4,29,1,2024-2025,bundesliga
niklas stark,Werder Bremen,20,11,2,66.7,14,21,36,41,27,14,129,1,2024-2025,bundesliga
pascal stenzel,Stuttgart,1,0,2,40.0,2,2,2,5,1,4,6,0,2024-2025,bundesliga
leonidas stergiou,Stuttgart,9,11,4,84.2,16,13,14,16,5,11,39,0,2024-2025,bundesliga
finley stevens,St. Pauli,0,0,0,,0,0,0,0,0,0,0,0,2024-2025,bundesliga
angelo stiller,Stuttgart,18,25,6,46.7,14,27,26,29,9,20,50,4,2024-2025,bundesliga
kevin stoger,Gladbach,23,10,4,41.0,16,21,16,24,3,21,26,3,2024-2025,bundesliga
niklas sule,Dortmund,9,5,0,71.4,10,12,4,11,6,5,46,1,2024-2025,bundesliga
mattias svanberg,Wolfsburg,6,11,3,47.4,9,10,15,11,4,7,26,0,2024-2025,bundesliga
daniel svensson,Dortmund,5,6,4,63.6,7,11,5,10,4,6,30,0,2024-2025,bundesliga
haris tabakovic,Hoffenheim,1,0,2,0.0,0,1,1,4,2,2,16,0,2024-2025,bundesliga
jonathan tah,Leverkusen,12,6,1,62.5,10,12,36,22,16,6,157,2,2024-2025,bundesliga
edmond tapsoba,Leverkusen,19,16,4,56.4,22,24,24,21,14,7,89,3,2024-2025,bundesliga
mathys tel,Bayern Munich,0,2,0,,0,2,1,0,0,0,1,0,2024-2025,bundesliga
nathan tella,Leverkusen,4,7,5,38.5,5,11,4,15,1,14,10,0,2024-2025,bundesliga
martin terrier,Leverkusen,1,0,3,25.0,1,2,1,3,0,3,1,0,2024-2025,bundesliga
arthur theate,Eint Frankfurt,19,16,1,50.0,22,25,39,42,19,23,170,3,2024-2025,bundesliga
norman theuerkauf,Heidenheim,0,0,0,,0,0,0,0,0,0,0,0,2024-2025,bundesliga
denis thomalla,Heidenheim,0,0,0,,0,0,0,0,0,0,0,0,2024-2025,bundesliga
phillip tietz,Augsburg,2,7,2,62.5,5,6,5,10,1,9,26,1,2024-2025,bundesliga
umut tohumcu,Hoffenheim,3,5,1,71.4,5,5,3,5,0,5,6,0,2024-2025,bundesliga
john tolkin,Holstein Kiel,11,7,0,85.7,12,11,8,10,2,8,54,0,2024-2025,bundesliga
tiago tomas,Wolfsburg,15,11,7,42.9,15,19,9,17,4,13,19,0,2024-2025,bundesliga
bazoumana toure,Hoffenheim,2,7,3,25.0,2,10,3,4,0,4,2,0,2024-2025,bundesliga
lucas tousart,Union Berlin,6,9,2,41.7,5,9,7,11,4,7,27,0,2024-2025,bundesliga
omar traore,Heidenheim,31,16,3,61.0,25,26,21,35,6,29,66,0,2024-2025,bundesliga
kevin trapp,Eint Frankfurt,0,0,0,,0,0,0,0,0,0,13,3,2024-2025,bundesliga
philipp treu,St. Pauli,35,17,9,57.4,39,42,19,52,12,40,87,2,2024-2025,bundesliga
christopher trimmel,Union Berlin,23,14,1,66.7,28,25,18,14,6,8,92,0,2024-2025,bundesliga
tuta,Eint Frankfurt,25,17,2,70.0,28,27,40,42,21,21,135,1,2024-2025,bundesliga
lukas ullrich,Gladbach,18,6,1,35.7,15,16,23,26,9,17,74,1,2024-2025,bundesliga
sven ulreich,Bayern Munich,0,0,0,,0,0,0,0,0,0,0,0,2024-2025,bundesliga
deniz undav,Stuttgart,2,3,6,5.9,1,10,3,15,2,13,10,0,2024-2025,bundesliga
dayot upamecano,Bayern Munich,18,16,2,55.2,16,22,34,17,7,10,45,1,2024-2025,bundesliga
jonas urbig,Bayern Munich,0,0,0,,0,0,0,0,0,0,9,2,2024-2025,bundesliga
can uzun,Eint Frankfurt,1,4,5,50.0,5,4,1,9,0,9,3,0,2024-2025,bundesliga
josha vagnoman,Stuttgart,11,13,2,50.0,17,14,14,16,2,14,57,1,2024-2025,bundesliga
siebe van der heyden,St. Pauli,10,7,0,44.4,8,10,17,8,4,4,43,2,2024-2025,bundesliga
maarten vandevoordt,RB Leipzig,1,0,0,100.0,1,0,0,0,0,0,4,0,2024-2025,bundesliga
ruben vargas,Augsburg,1,1,0,25.0,1,1,2,1,0,1,1,1,2024-2025,bundesliga
nikola vasilj,St. Pauli,0,0,0,0.0,0,0,0,0,0,0,22,3,2024-2025,bundesliga
denis vavro,Wolfsburg,16,5,0,47.8,11,13,37,48,32,16,234,3,2024-2025,bundesliga
milos veljkovic,Werder Bremen,6,3,1,46.7,7,5,2,14,9,5,47,1,2024-2025,bundesliga
nikolas veratschnig,Mainz 05,1,4,4,66.7,2,6,5,4,0,4,8,0,2024-2025,bundesliga
arthur vermeeren,RB Leipzig,14,13,5,29.8,14,19,23,34,12,22,25,2,2024-2025,bundesliga
yorbe vertessen,Union Berlin,3,2,1,25.0,2,3,3,6,0,6,6,0,2024-2025,bundesliga
gabriel vidovic,Bayern Munich,0,0,0,,0,0,0,2,0,2,0,0,2024-2025,bundesliga
gabriel vidovic,Mainz 05,0,0,0,,0,0,0,0,0,0,0,0,2024-2025,bundesliga
kevin vogt,Union Berlin,7,5,0,61.5,8,8,9,16,8,8,75,1,2024-2025,bundesliga
kevin volland,Union Berlin,0,0,0,,0,0,0,1,0,1,1,0,2024-2025,bundesliga
aster vranckx,Wolfsburg,3,8,0,33.3,3,6,10,14,3,11,13,0,2024-2025,bundesliga
robert wagner,St. Pauli,2,6,0,30.8,4,3,2,8,0,8,12,0,2024-2025,bundesliga
elye wahi,Eint Frankfurt,0,0,0,0.0,0,0,0,1,0,1,1,0,2024-2025,bundesliga
hauke wahl,St. Pauli,21,13,2,60.5,23,27,31,44,25,19,170,4,2024-2025,bundesliga
paul wanner,Heidenheim,16,21,3,46.9,15,27,4,15,0,15,20,0,2024-2025,bundesliga
kjellarik watjen,Dortmund,0,0,0,,0,0,0,0,0,0,2,0,2024-2025,bundesliga
julian weigl,Gladbach,24,24,5,60.9,28,25,48,54,27,27,86,3,2024-2025,bundesliga
timon weiner,Holstein Kiel,0,0,0,0.0,0,0,0,0,0,0,17,3,2024-2025,bundesliga
nelson weiper,Mainz 05,2,3,0,50.0,2,4,2,5,0,5,5,1,2024-2025,bundesliga
mitchell weiser,Werder Bremen,19,34,8,50.0,28,40,22,33,3,30,61,3,2024-2025,bundesliga
noah weihaupt,St. Pauli,3,0,3,37.5,3,4,2,7,0,7,8,1,2024-2025,bundesliga
noah weihaupt,Freiburg,0,0,0,0.0,0,0,0,0,0,0,1,0,2024-2025,bundesliga
silvan widmer,Mainz 05,3,6,2,66.7,8,5,5,7,1,6,27,0,2024-2025,bundesliga
patrick wimmer,Wolfsburg,19,21,7,32.6,15,35,32,31,4,27,15,2,2024-2025,bundesliga
jonas wind,Wolfsburg,1,8,1,50.0,4,6,6,17,3,14,15,0,2024-2025,bundesliga
florian wirtz,Leverkusen,10,12,10,40.9,9,20,10,32,3,29,6,1,2024-2025,bundesliga
dani de wit,Bochum,11,15,3,58.1,18,17,12,17,4,13,23,1,2024-2025,bundesliga
maximilian wittek,Bochum,40,19,6,70.4,38,42,27,54,8,46,89,3,2024-2025,bundesliga
marius wolf,Augsburg,13,11,3,37.2,16,16,24,29,5,24,51,1,2024-2025,bundesliga
nick woltemade,Stuttgart,2,4,4,60.0,6,7,1,23,2,21,15,1,2024-2025,bundesliga
jeong wooyeong,Union Berlin,5,5,0,27.3,3,7,11,10,1,9,11,0,2024-2025,bundesliga
granit xhaka,Leverkusen,15,27,6,57.1,24,26,12,30,7,23,52,6,2024-2025,bundesliga
erencan yardimci,Hoffenheim,1,3,0,50.0,1,3,1,2,0,2,2,0,2024-2025,bundesliga
danaxel zagadou,Stuttgart,0,0,0,,0,0,1,0,0,0,1,0,2024-2025,bundesliga
david zec,Holstein Kiel,17,6,0,65.0,13,10,17,32,18,14,93,3,2024-2025,bundesliga
robin zentner,Mainz 05,2,0,0,50.0,1,1,0,0,0,0,31,4,2024-2025,bundesliga
cedric zesiger,Augsburg,7,6,0,61.5,8,7,21,17,10,7,96,1,2024-2025,bundesliga
cedric zesiger,Wolfsburg,6,5,2,50.0,6,8,3,6,5,1,28,0,2024-2025,bundesliga
michael zetterer,Werder Bremen,0,0,0,0.0,0,0,1,1,0,1,10,7,2024-2025,bundesliga
budu zivzivadze,Heidenheim,1,9,7,50.0,4,11,3,9,0,9,7,0,2024-2025,bundesliga
