Player,Squad,Tack_Def_3rd,Tack_Mid_3rd,Tack_Att_3rd,Tkl%,Tkl,TklW,Int,Blocks,Block_Shots,Block_Pass,Clearences,Err,Season,Competition
alex centelles,Almería,9,2,0,44.4,8,6,18,5,2,3,29,0,2023-2024,laliga
franco cervi,Celta Vigo,13,9,2,54.2,13,18,9,16,0,16,4,0,2023-2024,laliga
pep chavarria,Rayo Vallecano,15,6,2,64.7,11,18,6,15,3,12,29,1,2023-2024,laliga
andreas christensen,Barcelona,7,14,2,57.1,16,14,21,23,10,13,41,0,2023-2024,laliga
chumi,Almería,22,12,0,61.5,16,22,14,38,23,15,107,3,2023-2024,laliga
victor chust,Cádiz,23,5,1,56.3,18,18,11,27,21,6,92,1,2023-2024,laliga
pathe ciss,Rayo Vallecano,16,26,2,55.2,16,24,30,27,10,17,54,0,2023-2024,laliga
silvi clua,Girona,2,0,0,100.0,2,0,0,1,0,1,0,0,2023-2024,laliga
saul coco,Las Palmas,25,7,0,61.1,11,19,20,27,15,12,120,3,2023-2024,laliga
santi comesana,Villarreal,15,21,8,50.0,19,26,22,33,9,24,27,1,2023-2024,laliga
copete,Mallorca,27,17,1,69.8,30,27,32,12,6,6,47,1,2023-2024,laliga
francis coquelin,Villarreal,8,10,2,38.5,5,12,16,14,4,10,15,0,2023-2024,laliga
theo corbeanu,Granada,2,3,0,33.3,1,2,3,3,0,3,2,0,2023-2024,laliga
jesus corona,Sevilla,0,0,0,,0,0,1,0,0,0,0,0,2023-2024,laliga
angel correa,Atlético Madrid,3,11,8,29.4,5,15,2,13,0,13,6,0,2023-2024,laliga
thierry correia,Valencia,39,20,4,57.1,28,35,33,39,16,23,61,0,2023-2024,laliga
jaume costa,Mallorca,23,10,5,62.1,18,22,16,14,4,10,35,0,2023-2024,laliga
samu costa,Mallorca,40,46,5,49.5,46,50,39,28,14,14,59,3,2023-2024,laliga
thibaut courtois,Real Madrid,1,0,0,,0,0,0,0,0,0,0,0,2023-2024,laliga
yan couto,Girona,25,14,6,50.0,20,34,10,14,2,12,31,1,2023-2024,laliga
crespo,Rayo Vallecano,8,6,2,52.9,9,9,10,15,6,9,7,0,2023-2024,laliga
cristian,Valencia,0,0,0,,0,0,0,0,0,0,0,0,2023-2024,laliga
juan cruz armada,Osasuna,16,10,1,68.0,17,15,12,14,7,7,39,1,2023-2024,laliga
juan cruz,Betis,0,0,0,0.0,0,0,0,0,0,0,0,0,2023-2024,laliga
pau cubarsi,Barcelona,18,3,1,72.2,13,14,12,20,16,4,65,0,2023-2024,laliga
ivan cuellar,Mallorca,0,0,0,,0,0,0,0,0,0,0,0,2023-2024,laliga
jorge cuenca,Villarreal,26,10,6,63.3,19,29,21,26,15,11,114,0,2023-2024,laliga
eric curbelo,Las Palmas,2,2,0,75.0,3,3,2,3,1,2,5,1,2023-2024,laliga
alberto dadie,Real Sociedad,2,0,0,,0,1,0,1,0,1,0,0,2023-2024,laliga
sergi darder,Mallorca,13,21,5,38.7,12,26,16,20,4,16,16,0,2023-2024,laliga
rodrigo de paul,Atlético Madrid,11,14,6,39.5,15,21,11,28,1,27,15,2,2023-2024,laliga
mouctar diakhaby,Valencia,9,9,0,84.6,11,11,11,17,7,10,62,0,2023-2024,laliga
moussa diakite,Cádiz,0,0,0,,0,0,0,0,0,0,0,0,2023-2024,laliga
assane diao,Betis,5,9,6,35.3,6,12,7,22,4,18,7,0,2023-2024,laliga
brahim diaz,Real Madrid,4,16,9,46.2,6,19,5,16,1,15,2,0,2023-2024,laliga
victor diaz,Granada,2,3,0,33.3,1,3,1,1,0,1,8,0,2023-2024,laliga
famara diedhiou,Granada,0,1,0,0.0,0,1,0,0,0,0,2,0,2023-2024,laliga
stole dimitrievski,Rayo Vallecano,1,0,0,100.0,1,1,0,0,0,0,17,3,2023-2024,laliga
djene,Getafe,18,13,3,57.7,15,19,23,31,15,16,70,0,2023-2024,laliga
marko dmitrovic,Sevilla,1,0,0,50.0,1,1,1,0,0,0,5,0,2023-2024,laliga
jaume domenech,Valencia,0,0,0,,0,0,0,0,0,0,0,0,2023-2024,laliga
carlos dominguez,Celta Vigo,17,9,7,62.2,23,21,22,24,12,12,78,0,2023-2024,laliga
mario dominguez,Valencia,0,0,0,,0,0,0,0,0,0,0,0,2023-2024,laliga
carlos dotor,Celta Vigo,3,8,3,30.8,4,7,4,12,2,10,4,0,2023-2024,laliga
anastasios douvikas,Celta Vigo,2,6,7,37.5,3,7,2,6,3,3,9,0,2023-2024,laliga
artem dovbyk,Girona,2,1,1,0.0,0,3,0,8,1,7,17,0,2023-2024,laliga
domingos duarte,Getafe,6,0,1,71.4,5,4,8,7,5,2,27,0,2023-2024,laliga
ruben duarte,Alavés,21,16,2,67.7,21,20,23,21,6,15,69,0,2023-2024,laliga
hugo duro,Valencia,5,8,3,31.0,9,8,5,24,5,19,27,0,2023-2024,laliga
aritz elustondo,Real Sociedad,5,4,2,42.9,6,7,7,12,10,2,26,0,2023-2024,laliga
adri embarba,Almería,29,15,11,49.1,26,37,15,37,1,36,12,0,2023-2024,laliga
youssef ennesyri,Sevilla,3,4,3,0.0,0,7,7,9,1,8,29,1,2023-2024,laliga
gonzalo escalante,Cádiz,16,14,9,36.4,20,24,26,23,5,18,33,2,2023-2024,laliga
aaron escandell,Las Palmas,0,0,0,,0,0,0,0,0,0,1,1,2023-2024,laliga
alfonso espino,Rayo Vallecano,43,22,2,36.6,30,45,40,26,4,22,63,0,2023-2024,laliga
bernardo espinosa,Girona,1,0,0,100.0,1,1,0,0,0,0,2,0,2023-2024,laliga
karl etta,Cádiz,0,1,0,,0,1,0,0,0,0,0,0,2023-2024,laliga
abde ezzalzouli,Barcelona,0,0,1,0.0,0,1,0,1,0,1,0,0,2023-2024,laliga
abde ezzalzouli,Betis,7,5,5,28.6,4,14,5,10,0,10,5,0,2023-2024,laliga
radamel falcao,Rayo Vallecano,1,5,1,33.3,1,5,3,2,0,2,4,0,2023-2024,laliga
fali,Cádiz,29,11,1,58.3,21,26,27,38,24,14,120,0,2023-2024,laliga
ansu fati,Barcelona,0,0,0,0.0,0,0,0,0,0,0,0,0,2023-2024,laliga
nabil fekir,Betis,5,7,3,50.0,5,10,7,9,0,9,3,0,2023-2024,laliga
luiz felipe,Betis,5,2,0,80.0,4,3,4,10,4,6,16,0,2023-2024,laliga
joao felix,Barcelona,9,7,6,36.4,8,16,10,14,1,13,11,0,2023-2024,laliga
kiko femenia,Villarreal,19,13,3,55.9,19,25,31,21,6,15,45,0,2023-2024,laliga
aitor fernandez,Osasuna,0,0,0,0.0,0,0,0,0,0,0,5,1,2023-2024,laliga
alex fernandez,Cádiz,10,9,0,50.0,11,9,15,17,5,12,30,0,2023-2024,laliga
carlos fernandez,Real Sociedad,3,6,2,0.0,0,7,0,4,0,4,5,0,2023-2024,laliga
raul fernandez,Granada,0,0,0,0.0,0,0,0,0,0,0,1,2,2023-2024,laliga
valery fernandez,Girona,4,7,0,75.0,6,9,1,6,1,5,4,0,2023-2024,laliga
fernando,Almería,0,0,0,,0,0,0,1,0,1,2,0,2023-2024,laliga
fernando,Sevilla,2,4,3,55.6,5,8,7,2,0,2,9,0,2023-2024,laliga
andre ferreira,Granada,0,0,0,0.0,0,0,0,0,0,0,9,2,2023-2024,laliga
rachad fettal,Almería,1,0,0,,0,1,0,0,0,0,0,0,2023-2024,laliga
pablo fornals,Betis,8,11,5,54.5,12,16,22,14,0,14,10,2,2023-2024,laliga
hector fort,Barcelona,5,1,0,40.0,4,5,2,0,0,0,4,0,2023-2024,laliga
dimitri foulquier,Valencia,22,13,4,69.2,18,22,16,10,1,9,49,1,2023-2024,laliga
juan foyth,Villarreal,18,8,0,44.4,12,15,12,17,4,13,44,0,2023-2024,laliga
jorge de frutos,Rayo Vallecano,5,8,6,31.8,7,8,7,12,0,12,18,0,2023-2024,laliga
daniel fuzato,Getafe,0,0,0,,0,0,0,0,0,0,1,0,2023-2024,laliga
matteo gabbia,Villarreal,4,6,0,62.5,5,6,8,5,2,3,36,1,2023-2024,laliga
javi galan,Atlético Madrid,2,2,1,80.0,4,4,1,1,0,1,3,0,2023-2024,laliga
javi galan,Real Sociedad,15,19,4,50.0,15,22,14,24,1,23,17,1,2023-2024,laliga
inigo ruiz de galarreta,Athletic Club,15,26,8,49.0,24,31,12,18,5,13,17,0,2023-2024,laliga
aleix garcia,Girona,17,26,6,51.9,28,28,36,45,17,28,53,3,2023-2024,laliga
alvaro garcia,Rayo Vallecano,15,10,9,20.6,7,25,36,35,0,35,33,0,2023-2024,laliga
dani garcia,Athletic Club,4,7,6,50.0,12,11,8,9,3,6,11,0,2023-2024,laliga
david garcia,Osasuna,19,9,1,61.5,16,18,18,40,19,21,115,2,2023-2024,laliga
eric garcia,Barcelona,0,0,0,,0,0,0,1,1,0,0,0,2023-2024,laliga
eric garcia,Girona,34,18,3,69.4,34,37,30,36,18,18,79,2,2023-2024,laliga
fran garcia,Real Madrid,11,12,2,41.9,13,17,19,16,3,13,28,1,2023-2024,laliga
gonzalo garcia,Real Madrid,0,0,0,0.0,0,0,0,1,1,0,1,0,2023-2024,laliga
jastin garcia,Girona,0,0,1,,0,0,0,0,0,0,1,0,2023-2024,laliga
raul garcia,Athletic Club,2,4,3,44.4,4,6,3,10,1,9,9,0,2023-2024,laliga
ruben garcia,Osasuna,8,17,7,39.4,13,18,12,23,3,20,23,0,2023-2024,laliga
santiago garcia,Getafe,0,0,1,100.0,1,0,0,0,0,0,0,0,2023-2024,laliga
unai garcia,Osasuna,9,2,1,50.0,5,9,8,7,1,6,18,0,2023-2024,laliga
yarek gasiorowski,Valencia,14,5,3,68.4,13,12,15,15,8,7,50,1,2023-2024,laliga
federico gattoni,Sevilla,1,0,0,100.0,1,0,0,0,0,0,1,0,2023-2024,laliga
gavi,Barcelona,20,14,5,50.0,18,21,8,19,3,16,16,1,2023-2024,laliga
paulo gazzaniga,Girona,2,0,0,50.0,2,2,0,0,0,0,12,1,2023-2024,laliga
david gil,Cádiz,0,0,0,0.0,0,0,0,0,0,0,3,0,2023-2024,laliga
maxi gomez,Cádiz,2,3,1,60.0,3,4,3,8,3,5,3,0,2023-2024,laliga
moi gomez,Osasuna,7,19,4,37.5,9,19,11,15,1,14,22,0,2023-2024,laliga
unai gomez,Athletic Club,2,6,4,50.0,5,10,2,13,2,11,9,0,2023-2024,laliga
edgar gonzalez,Almería,22,20,3,51.0,25,21,38,48,28,20,130,3,2023-2024,laliga
fabio gonzalez,Las Palmas,2,0,0,50.0,1,2,0,2,0,2,0,0,2023-2024,laliga
giovanni gonzalez,Mallorca,37,32,4,49.4,40,45,31,24,3,21,60,2,2023-2024,laliga
hugo gonzalez,Valencia,0,2,0,,0,1,0,0,0,0,0,0,2023-2024,laliga
inaki gonzalez,Las Palmas,1,0,0,,0,0,0,0,0,0,1,0,2023-2024,laliga
peter gonzalez,Valencia,3,1,1,10.0,1,3,7,11,0,11,10,0,2023-2024,laliga
urko gonzalez,Real Sociedad,0,3,1,100.0,2,1,1,1,0,1,6,0,2023-2024,laliga
andoni gorosabel,Alavés,40,17,5,50.7,38,42,28,24,8,16,69,0,2023-2024,laliga
pablo gozalbez,Valencia,0,0,1,16.7,1,0,1,0,0,0,2,0,2023-2024,laliga
mason greenwood,Getafe,3,5,3,19.0,4,6,4,9,0,9,4,0,2023-2024,laliga
dominik greif,Mallorca,0,0,0,,0,0,0,0,0,0,0,0,2023-2024,laliga
antoine griezmann,Atlético Madrid,14,14,5,36.6,15,19,10,34,3,31,23,1,2023-2024,laliga
vicente guaita,Celta Vigo,1,0,0,50.0,1,1,0,0,0,0,9,1,2023-2024,laliga
andres guardado,Betis,5,9,3,50.0,7,12,6,4,2,2,5,0,2023-2024,laliga
sergi guardiola,Cádiz,2,6,2,44.4,4,7,0,10,0,10,4,0,2023-2024,laliga
nemanja gudelj,Sevilla,18,10,3,54.8,17,24,27,17,9,8,56,0,2023-2024,laliga
goncalo guedes,Villarreal,1,2,3,28.6,2,4,2,8,0,8,3,0,2023-2024,laliga
javier guerra,Valencia,25,22,7,37.9,22,24,18,27,7,20,44,0,2023-2024,laliga
ander guevara,Alavés,28,25,6,48.4,31,32,13,34,12,22,46,1,2023-2024,laliga
hugo guillamon,Valencia,7,14,3,64.7,11,15,12,8,3,5,25,2,2023-2024,laliga
marc guiu,Barcelona,0,1,0,,0,0,0,0,0,0,0,0,2023-2024,laliga
arda guler,Real Madrid,1,3,2,62.5,5,4,2,0,0,0,5,0,2023-2024,laliga
gerard gumbau,Granada,21,30,4,37.1,23,34,25,24,5,19,30,2,2023-2024,laliga
ilkay gundogan,Barcelona,14,16,2,30.8,12,22,21,19,4,15,18,1,2023-2024,laliga
jon guridi,Alavés,10,27,5,26.7,12,24,22,23,3,20,22,0,2023-2024,laliga
gorka guruzeta,Athletic Club,6,25,3,30.0,9,23,17,36,2,34,23,0,2023-2024,laliga
miguel gutierrez,Girona,11,14,4,37.1,13,18,22,27,11,16,66,2,2023-2024,laliga
munir el haddadi,Las Palmas,18,17,5,44.7,17,27,11,27,1,26,16,0,2023-2024,laliga
ianis hagi,Alavés,2,14,1,41.7,5,12,5,8,0,8,4,0,2023-2024,laliga
luiz henrique,Betis,4,10,1,64.3,9,11,5,11,0,11,8,0,2023-2024,laliga
mario hermoso,Atlético Madrid,29,13,4,54.9,28,25,30,27,9,18,93,0,2023-2024,laliga
javi hernandez,Cádiz,26,12,5,54.3,25,24,19,34,9,25,72,1,2023-2024,laliga
aridane hernandez,Rayo Vallecano,5,4,1,36.4,4,8,14,19,14,5,98,1,2023-2024,laliga
luis hernandez,Cádiz,4,3,0,50.0,4,3,8,3,2,1,25,0,2023-2024,laliga
jorge herrando,Osasuna,23,6,0,63.2,12,19,15,20,11,9,69,1,2023-2024,laliga
ander herrera,Athletic Club,11,26,7,55.6,20,32,15,16,6,10,18,1,2023-2024,laliga
cristian herrera,Las Palmas,0,1,0,50.0,1,1,0,1,0,1,2,0,2023-2024,laliga
sergio herrera,Osasuna,2,0,0,66.7,2,2,0,0,0,0,22,3,2023-2024,laliga
yangel herrera,Girona,28,30,6,53.6,30,37,24,30,8,22,45,1,2023-2024,laliga
juan herzog,Las Palmas,5,1,0,50.0,3,5,2,4,1,3,17,0,2023-2024,laliga
martin hongla,Granada,2,5,0,33.3,3,3,6,6,3,3,13,1,2023-2024,laliga
xabier huarte armendariz,Osasuna,0,0,0,,0,0,0,0,0,0,0,0,2023-2024,laliga
pablo ibanez,Osasuna,5,7,6,23.8,5,9,9,26,3,23,17,0,2023-2024,laliga
iglesias,Getafe,25,11,5,63.6,21,22,16,18,7,11,53,0,2023-2024,laliga
borja iglesias,Betis,0,0,0,0.0,0,0,2,0,0,0,2,0,2023-2024,laliga
imanol,Athletic Club,1,5,1,27.8,5,5,7,6,0,6,15,0,2023-2024,laliga
isco,Betis,15,21,5,36.8,14,27,10,19,1,18,7,0,2023-2024,laliga
diego iturralde,Sevilla,0,0,0,,0,0,0,1,1,0,2,0,2023-2024,laliga
adnan januzaj,Sevilla,2,0,1,0.0,0,3,1,2,0,2,0,0,2023-2024,laliga
mikel jauregizar,Athletic Club,0,0,0,0.0,0,0,0,5,0,5,2,0,2023-2024,laliga
luis javier suarez,Almería,2,5,0,33.3,2,5,0,11,0,11,13,0,2023-2024,laliga
salim el jebari,Atlético Madrid,0,1,0,,0,0,0,0,0,0,1,0,2023-2024,laliga
frenkie de jong,Barcelona,14,23,6,42.1,8,26,14,18,8,10,28,1,2023-2024,laliga
joan jordan,Sevilla,3,3,2,46.7,7,7,4,4,2,2,2,0,2023-2024,laliga
jordi,Getafe,3,11,2,46.7,7,11,8,7,2,5,7,0,2023-2024,laliga
jeremy jorge,Getafe,0,0,0,,0,0,0,0,0,0,0,0,2023-2024,laliga
willian jose,Betis,1,2,4,40.0,2,3,2,8,2,6,15,0,2023-2024,laliga
joselu,Real Madrid,1,4,1,0.0,0,3,6,11,1,10,11,0,2023-2024,laliga
kamil jozwiak,Granada,4,6,3,52.9,9,10,2,4,0,4,6,0,2023-2024,laliga
juanmi,Cádiz,2,7,0,22.2,2,4,6,6,0,6,3,0,2023-2024,laliga
juanpe,Girona,8,3,0,90.0,9,8,7,17,11,6,50,1,2023-2024,laliga
vinicius junior,Real Madrid,5,5,8,25.0,3,13,1,13,0,13,3,2,2023-2024,laliga
filip jrgensen,Villarreal,3,0,0,75.0,3,1,2,0,0,0,10,3,2023-2024,laliga
sory kaba,Las Palmas,0,2,0,0.0,0,0,0,6,0,6,9,0,2023-2024,laliga
kaiky,Almería,6,0,1,50.0,3,4,3,9,7,2,29,1,2023-2024,laliga
jon karrikaburu,Alavés,0,0,0,,0,0,0,0,0,0,0,0,2023-2024,laliga
ibrahima kebe,Girona,0,1,0,,0,1,1,1,0,1,0,0,2023-2024,laliga
kike,Alavés,2,3,3,44.4,4,4,1,16,5,11,12,0,2023-2024,laliga
koke,Atlético Madrid,27,32,7,45.6,36,44,16,37,12,25,34,1,2023-2024,laliga
ibrahima kone,Almería,1,0,0,100.0,1,0,0,1,0,1,4,0,2023-2024,laliga
rominigue kouame,Cádiz,6,7,1,46.7,7,9,13,10,2,8,10,1,2023-2024,laliga
jules kounde,Barcelona,22,10,5,54.9,28,23,25,32,12,20,83,5,2023-2024,laliga
toni kroos,Real Madrid,19,25,9,40.7,24,34,17,22,4,18,11,1,2023-2024,laliga
takefusa kubo,Real Sociedad,15,6,5,39.1,9,17,11,21,2,19,8,1,2023-2024,laliga
luca de la torre,Celta Vigo,12,22,5,51.2,22,21,12,23,4,19,17,0,2023-2024,laliga
yoel lago,Celta Vigo,2,0,0,,0,0,0,1,0,1,2,0,2023-2024,laliga
erik lamela,Sevilla,4,10,7,66.7,10,14,1,12,0,12,5,0,2023-2024,laliga
bruno langa,Almería,10,5,2,42.9,6,12,4,11,4,7,33,2,2023-2024,laliga
cyle larin,Mallorca,6,4,7,28.6,2,8,3,16,5,11,17,0,2023-2024,laliga
