Player,Squad,Tack_Def_3rd,Tack_Mid_3rd,Tack_Att_3rd,Tkl%,Tkl,TklW,Int,Blocks,Block_Shots,Block_Pass,Clearences,Err,Season,Competition
franck honorat,Brest,20,8,13,55.9,19,29,21,22,2,20,18,0,2022-2023,ligue1
cedric hountondji,Angers,31,17,2,65.5,19,36,59,44,22,22,132,1,2022-2023,ligue1
ilyes housni,Paris S-G,1,0,0,100.0,1,1,0,0,0,0,0,0,2022-2023,ligue1
adrien hunou,Angers,17,16,6,35.6,16,20,7,35,0,35,7,0,2022-2023,ligue1
mounaim el idrissy,Ajaccio,5,20,7,27.8,10,19,13,22,0,22,20,0,2022-2023,ligue1
rares ilie,Nice,0,1,2,50.0,2,3,1,2,0,2,1,0,2022-2023,ligue1
bonke innocent,Lorient,13,14,1,30.6,11,17,26,22,5,17,31,0,2022-2023,ligue1
ismaily,Lille,16,16,9,53.1,17,18,21,25,5,20,39,0,2022-2023,ligue1
junya ito,Reims,14,15,11,24.5,13,20,8,29,1,28,4,1,2022-2023,ligue1
ismail jakobs,Monaco,7,3,1,41.7,5,5,9,9,1,8,18,0,2022-2023,ligue1
marin jakolis,Angers,0,0,1,,0,1,0,0,0,0,0,0,2022-2023,ligue1
leo jardim,Lille,0,0,0,0.0,0,0,0,0,0,0,0,1,2022-2023,ligue1
luis javier suarez,Marseille,1,2,1,25.0,1,1,3,1,0,1,6,0,2022-2023,ligue1
dany jean,Strasbourg,0,0,0,0.0,0,0,0,1,0,1,0,0,2022-2023,ligue1
julian jeanvier,Auxerre,24,8,0,59.1,13,17,27,24,17,7,96,1,2022-2023,ligue1
jeffinho,Lyon,4,9,4,40.0,6,4,1,6,0,6,0,0,2022-2023,ligue1
paul joly,Auxerre,21,10,2,54.3,19,21,24,13,2,11,29,2,2022-2023,ligue1
jubal,Auxerre,29,11,1,50.0,19,26,53,57,34,23,193,0,2022-2023,ligue1
christopher jullien,Montpellier,29,14,3,54.9,28,28,43,35,18,17,114,1,2022-2023,ligue1
eli junior kroupi,Lorient,0,0,0,0.0,0,0,1,0,0,0,0,0,2022-2023,ligue1
issa kabore,Marseille,10,18,5,65.6,21,19,12,11,1,10,21,1,2022-2023,ligue1
abdoul kader bamba,Nantes,0,0,0,0.0,0,0,0,3,1,2,1,0,2022-2023,ligue1
gael kakuta,Lens,0,0,0,,0,0,0,0,0,0,1,0,2022-2023,ligue1
arnaud kalimuendo,Rennes,3,6,6,25.0,5,8,2,15,2,13,9,0,2022-2023,ligue1
gedeon kalulu,Lorient,43,14,7,62.5,30,34,28,32,3,29,79,2,2022-2023,ligue1
justinnoel kalumba,Angers,5,2,2,31.3,5,5,4,4,1,3,5,0,2022-2023,ligue1
warren kamanzi,Toulouse,9,5,2,68.4,13,9,8,8,2,6,9,0,2022-2023,ligue1
bingourou kamara,Montpellier,0,0,0,,0,0,0,0,0,0,2,0,2022-2023,ligue1
nordine kandil,Strasbourg,1,2,0,0.0,0,2,1,2,0,2,1,0,2022-2023,ligue1
ayman kari,Lorient,0,0,0,,0,0,3,4,0,4,0,0,2022-2023,ligue1
kevin keben biakolo,Toulouse,2,0,1,0.0,0,2,5,1,0,1,9,0,2022-2023,ligue1
check keita,Reims,9,3,0,44.4,4,9,5,6,5,1,24,1,2022-2023,ligue1
saifeddine khaoui,Clermont Foot,14,25,8,31.9,15,28,33,17,2,15,8,0,2022-2023,ligue1
wahbi khazri,Montpellier,13,7,6,24.0,6,13,9,17,1,16,20,0,2022-2023,ligue1
anthony khelifa,Ajaccio,0,0,0,,0,0,0,0,0,0,0,0,2022-2023,ligue1
presnel kimpembe,Paris S-G,9,6,2,69.2,9,8,13,12,7,5,9,1,2022-2023,ligue1
samuel koeberle,Reims,0,0,0,,0,0,0,0,0,0,0,0,2022-2023,ligue1
rudy kohon,Troyes,4,0,0,100.0,2,3,1,1,0,1,2,0,2022-2023,ligue1
sead kolasinac,Marseille,24,22,6,64.9,24,36,43,19,2,17,35,1,2022-2023,ligue1
cheick konate,Clermont Foot,10,7,2,59.1,13,12,13,7,1,6,8,1,2022-2023,ligue1
ibrahima kone,Lorient,3,13,8,45.5,5,13,4,13,0,13,18,0,2022-2023,ligue1
youssouf kone,Ajaccio,24,4,0,72.0,18,19,12,9,2,7,32,1,2022-2023,ligue1
rominigue kouame,Troyes,28,14,2,41.5,17,27,49,32,11,21,46,1,2022-2023,ligue1
boubakar kouyate,Montpellier,18,11,2,54.3,19,18,34,24,14,10,73,1,2022-2023,ligue1
sael kumbedi,Lyon,27,13,7,52.6,20,27,10,23,7,16,16,0,2022-2023,ligue1
grejohn kyei,Clermont Foot,2,9,5,30.8,4,7,6,14,3,11,22,0,2022-2023,ligue1
remy labeau lascary,Lens,4,0,0,,0,2,1,4,0,4,0,0,2022-2023,ligue1
gaetan laborde,Nice,13,17,15,45.0,18,25,9,27,2,25,13,0,2022-2023,ligue1
gaetan laborde,Rennes,1,0,0,0.0,0,1,0,1,0,1,1,0,2022-2023,ligue1
alexandre lacazette,Lyon,7,17,19,34.5,10,23,15,23,3,20,4,0,2022-2023,ligue1
qazim laci,Ajaccio,2,3,1,44.4,4,3,2,5,0,5,3,0,2022-2023,ligue1
alban lafont,Nantes,0,0,0,0.0,0,0,0,0,0,0,20,4,2022-2023,ligue1
kenny lala,Brest,19,15,2,57.9,22,19,21,15,5,10,28,0,2022-2023,ligue1
mohamed lamine bayo,Lille,0,2,1,0.0,0,3,0,3,1,2,1,0,2022-2023,ligue1
julien laporte,Lorient,18,3,1,72.7,16,16,18,33,27,6,108,2,2022-2023,ligue1
yasser larouci,Troyes,13,8,2,62.5,15,13,26,15,1,14,46,0,2022-2023,ligue1
armand lauriente,Lorient,3,4,1,42.9,3,7,4,5,1,4,1,0,2022-2023,ligue1
theo le bris,Lorient,17,11,3,45.5,15,19,18,21,2,19,31,0,2022-2023,ligue1
julien le cardinal,Lens,5,0,1,66.7,4,4,2,3,0,3,5,0,2022-2023,ligue1
jeremy le douaron,Brest,5,9,1,11.1,3,9,11,29,2,27,30,0,2022-2023,ligue1
enzo le fee,Lorient,52,40,16,38.1,43,64,34,50,5,45,38,1,2022-2023,ligue1
vincent le goff,Lorient,56,16,3,72.6,45,32,41,29,9,20,105,1,2022-2023,ligue1
maxime le marchand,Strasbourg,23,14,2,61.3,19,24,37,22,14,8,74,0,2022-2023,ligue1
paolo lebas,Ajaccio,0,0,0,,0,0,0,0,0,0,0,0,2022-2023,ligue1
jeanlouis leca,Lens,0,0,0,,0,0,0,0,0,0,0,1,2022-2023,ligue1
benjamin lecomte,Montpellier,0,0,0,0.0,0,0,0,0,0,0,6,0,2022-2023,ligue1
pierre leesmelou,Brest,55,37,5,46.3,57,55,52,48,13,35,46,1,2022-2023,ligue1
felix lemarechal,Brest,2,1,2,0.0,0,5,1,6,0,6,2,0,2022-2023,ligue1
mario lemina,Nice,11,14,7,66.7,12,21,11,13,5,8,20,0,2022-2023,ligue1
donovan leon,Auxerre,0,0,0,,0,0,0,0,0,0,1,0,2022-2023,ligue1
johann lepenant,Lyon,24,27,7,37.2,32,34,28,29,5,24,17,3,2022-2023,ligue1
benjamin leroy,Ajaccio,0,0,0,0.0,0,0,1,0,0,0,16,2,2022-2023,ligue1
leo leroy,Montpellier,24,26,3,54.4,31,38,14,25,2,23,8,0,2022-2023,ligue1
alexandre letellier,Paris S-G,0,0,0,,0,0,0,0,0,0,0,0,2022-2023,ligue1
ruan levine,Ajaccio,1,1,0,,0,2,2,1,0,1,0,0,2022-2023,ligue1
dimitri lienard,Strasbourg,20,18,8,59.6,34,29,16,28,4,24,24,0,2022-2023,ligue1
mateusz lis,Troyes,0,0,0,0.0,0,0,0,1,0,1,3,0,2022-2023,ligue1
bradley locko,Reims,21,4,6,55.6,15,16,20,17,4,13,21,0,2022-2023,ligue1
bradley locko,Brest,2,1,1,66.7,2,3,2,4,0,4,13,0,2022-2023,ligue1
anthony lopes,Lyon,1,0,0,25.0,1,0,3,0,0,0,10,0,2022-2023,ligue1
rony lopes,Troyes,6,15,3,22.6,7,12,9,14,2,12,10,0,2022-2023,ligue1
pau lopez,Marseille,0,0,0,0.0,0,0,0,0,0,0,5,1,2022-2023,ligue1
dion lopy,Reims,22,16,7,37.1,23,24,22,27,3,24,18,0,2022-2023,ligue1
jordan lotomba,Nice,33,24,8,64.6,31,38,32,38,11,27,53,0,2022-2023,ligue1
dejan lovren,Lyon,20,5,0,69.0,20,19,26,20,10,10,70,1,2022-2023,ligue1
jean lucas,Monaco,3,5,1,50.0,6,5,4,2,1,1,2,0,2022-2023,ligue1
castello lukeba,Lyon,27,8,4,67.7,21,23,75,42,24,18,105,1,2022-2023,ligue1
youssouf mchangama,Auxerre,7,12,3,53.8,7,11,15,6,0,6,6,1,2022-2023,ligue1
deiver machado,Lens,18,20,7,61.8,21,26,21,21,4,17,27,0,2022-2023,ligue1
soungoutou magassa,Monaco,2,2,0,50.0,2,1,1,3,0,3,1,0,2022-2023,ligue1
hugo magnetti,Brest,18,23,2,36.5,23,27,25,21,1,20,12,0,2022-2023,ligue1
yohann magnin,Clermont Foot,37,45,7,50.9,54,54,25,50,12,38,46,0,2022-2023,ligue1
lovro majer,Rennes,16,13,5,27.6,8,23,21,21,1,20,5,1,2022-2023,ligue1
jeanvictor makengo,Lorient,5,10,1,30.0,6,8,10,8,5,3,13,1,2022-2023,ligue1
beni makouana,Montpellier,0,1,0,0.0,0,0,0,3,1,2,1,0,2022-2023,ligue1
ruslan malinovskyi,Marseille,3,12,6,38.5,10,11,3,13,1,12,9,0,2022-2023,ligue1
hianga mananga mbock,Brest,0,0,0,0.0,0,0,0,0,0,0,0,0,2022-2023,ligue1
steve mandanda,Rennes,0,0,0,0.0,0,0,0,0,0,0,9,3,2022-2023,ligue1
thomas mangani,Ajaccio,14,15,3,38.3,18,17,24,22,3,19,22,1,2022-2023,ligue1
vito mannone,Lorient,0,0,0,,0,0,0,0,0,0,4,3,2022-2023,ligue1
myziane maolida,Reims,2,5,1,41.7,5,3,2,1,0,1,0,0,2022-2023,ligue1
faitout maouassa,Montpellier,26,20,6,43.9,18,32,20,31,3,28,23,0,2022-2023,ligue1
vincent marchetti,Ajaccio,29,19,7,36.8,25,26,19,23,3,20,31,0,2022-2023,ligue1
guillermo maripan,Monaco,26,20,0,51.5,17,26,38,39,27,12,87,0,2022-2023,ligue1
marquinhos,Paris S-G,18,12,3,69.2,18,25,23,43,27,16,83,2,2022-2023,ligue1
jonas martin,Lille,4,5,0,35.7,5,7,7,3,1,2,3,0,2022-2023,ligue1
gelson martins,Monaco,6,4,5,30.8,4,8,3,4,1,3,2,0,2022-2023,ligue1
hannoah massengo,Auxerre,10,15,2,43.8,7,15,14,12,3,9,7,0,2022-2023,ligue1
yanis massolin,Clermont Foot,1,0,1,0.0,0,1,2,1,0,1,0,0,2022-2023,ligue1
eliot matazo,Monaco,11,13,2,42.3,11,12,15,18,4,14,11,1,2022-2023,ligue1
chrislain matsima,Lorient,0,0,0,,0,0,2,3,3,0,7,0,2022-2023,ligue1
chrislain matsima,Monaco,7,2,2,57.1,4,6,9,5,5,0,16,0,2022-2023,ligue1
jean matteo bahoya,Angers,1,3,3,57.1,4,3,0,4,0,4,0,0,2022-2023,ligue1
azor matusiwa,Reims,30,29,7,59.0,36,41,46,37,11,26,52,0,2022-2023,ligue1
aiman maurer,Clermont Foot,1,1,0,10.0,1,1,3,1,0,1,5,0,2022-2023,ligue1
stephy mavididi,Montpellier,12,8,4,48.1,13,19,4,21,1,20,10,0,2022-2023,ligue1
christian mawissa,Toulouse,1,1,0,33.3,1,0,3,0,0,0,1,0,2022-2023,ligue1
fernand mayembo,Ajaccio,6,2,0,44.4,4,5,11,2,0,2,36,0,2022-2023,ligue1
derek mazousacko,Troyes,0,0,0,0.0,0,0,1,1,0,1,1,0,2022-2023,ligue1
kylian mbappe,Paris S-G,0,5,5,31.3,5,4,5,5,0,5,6,0,2022-2023,ligue1
chancel mbemba,Marseille,24,17,2,71.0,22,26,42,25,12,13,89,0,2022-2023,ligue1
jason mbock,Angers,0,0,0,,0,0,0,0,0,0,0,0,2022-2023,ligue1
nathanael mbuku,Reims,2,0,0,100.0,2,1,0,0,0,0,0,0,2022-2023,ligue1
facundo medina,Lens,16,15,0,37.1,13,20,26,25,9,16,62,1,2022-2023,ligue1
bamo meite,Lorient,13,4,1,43.8,7,8,16,33,23,10,70,0,2022-2023,ligue1
farid el melali,Angers,7,12,2,50.0,11,12,8,16,0,16,7,0,2022-2023,ligue1
birger meling,Rennes,9,12,3,48.0,12,15,23,18,2,16,26,0,2022-2023,ligue1
nuno mendes,Paris S-G,29,12,4,73.2,30,30,17,19,3,16,18,0,2022-2023,ligue1
pedro mendes,Montpellier,0,0,0,,0,0,0,0,0,0,0,1,2022-2023,ligue1
thiago mendes,Lyon,24,21,3,75.0,30,27,47,28,8,20,51,4,2022-2023,ligue1
antoine mendy,Nice,16,5,1,60.0,9,13,2,6,1,5,16,0,2022-2023,ligue1
arial mendy,Clermont Foot,3,0,1,100.0,2,2,4,2,0,2,4,0,2022-2023,ligue1
batista mendy,Angers,34,28,8,69.8,37,30,21,38,6,32,29,2,2022-2023,ligue1
gideon mensah,Auxerre,43,32,5,57.1,44,44,38,33,10,23,41,0,2022-2023,ligue1
quentin merlin,Nantes,19,8,4,47.4,18,19,24,27,4,23,30,0,2022-2023,ligue1
lionel messi,Paris S-G,1,13,12,40.7,11,18,2,11,0,11,0,0,2022-2023,ligue1
amine messoussa,Lille,0,0,0,,0,0,0,0,0,0,0,0,2022-2023,ligue1
arkadiusz milik,Marseille,0,0,1,0.0,0,1,0,0,0,0,2,0,2022-2023,ligue1
takumi minamino,Monaco,5,7,3,20.0,7,8,6,14,0,14,4,0,2022-2023,ligue1
terem moffi,Nice,0,6,6,16.7,2,6,2,3,0,3,5,0,2022-2023,ligue1
terem moffi,Lorient,1,4,3,60.0,3,5,3,11,3,8,10,0,2022-2023,ligue1
mostafa mohamed,Nantes,5,7,6,45.0,9,13,10,23,1,22,33,0,2022-2023,ligue1
florent mollet,Nantes,5,4,5,29.2,7,6,10,12,1,11,11,0,2022-2023,ligue1
marlos moreno,Troyes,2,0,0,66.7,2,2,0,1,1,0,0,0,2022-2023,ligue1
lebo mothiba,Strasbourg,1,0,0,0.0,0,0,0,6,1,5,4,0,2022-2023,ligue1
steve mounie,Brest,1,7,5,35.7,5,5,3,18,7,11,20,0,2022-2023,ligue1
bevic moussitioko,Ajaccio,1,1,1,50.0,1,1,2,5,3,2,8,0,2022-2023,ligue1
samuel moutoussamy,Nantes,27,28,9,34.2,26,34,24,23,2,21,15,0,2022-2023,ligue1
francois mughe,Marseille,0,0,0,,0,0,0,0,0,0,0,0,2022-2023,ligue1
nordi mukiele,Paris S-G,16,6,9,65.5,19,23,14,22,9,13,16,0,2022-2023,ligue1
marshall munetsi,Reims,13,31,14,41.7,20,27,26,37,11,26,41,1,2022-2023,ligue1
yvon mvogo,Lorient,0,0,0,,0,0,2,0,0,0,6,3,2022-2023,ligue1
nathan ngoumou,Toulouse,2,1,0,100.0,1,2,2,2,0,2,0,0,2022-2023,ligue1
youssouf ndayishimiye,Nice,8,5,0,54.5,6,9,12,8,5,3,22,1,2022-2023,ligue1
papa ndiaga yade,Troyes,6,2,2,31.8,7,6,8,10,2,8,10,0,2022-2023,ligue1
neymar,Paris S-G,6,9,7,47.4,9,14,4,7,1,6,1,1,2022-2023,ligue1
ibrahima niane,Angers,1,4,1,16.7,1,2,1,8,2,6,9,0,2022-2023,ligue1
mbaye niang,Auxerre,1,8,4,23.1,3,7,1,22,1,21,20,0,2022-2023,ligue1
rasmus nicolaisen,Toulouse,34,14,0,63.0,29,21,50,58,45,13,152,0,2022-2023,ligue1
arnaud nordin,Montpellier,10,12,4,42.9,12,14,14,19,1,18,7,0,2022-2023,ligue1
riad nouri,Ajaccio,7,10,4,41.4,12,12,15,8,1,7,11,0,2022-2023,ligue1
alexander nubel,Monaco,0,0,0,0.0,0,0,1,0,0,0,10,3,2022-2023,ligue1
gerzino nyamsi,Strasbourg,14,12,2,83.3,10,20,10,19,11,8,63,1,2022-2023,ligue1
wilson odobert,Troyes,10,7,3,36.0,9,14,15,11,0,11,5,0,2022-2023,ligue1
florent ogier,Clermont Foot,20,12,1,56.4,22,16,18,22,13,9,64,1,2022-2023,ligue1
warmed omari,Rennes,14,6,0,50.0,14,11,17,13,7,6,43,1,2022-2023,ligue1
jonas omlin,Montpellier,1,0,0,,0,0,0,0,0,0,8,1,2022-2023,ligue1
ado onaiwu,Toulouse,4,4,3,38.5,5,6,2,5,1,4,5,0,2022-2023,ligue1
jean onana,Lens,8,17,3,45.5,10,17,18,15,5,10,20,0,2022-2023,ligue1
lois openda,Lens,2,6,3,15.4,2,9,2,9,0,9,6,0,2022-2023,ligue1
dango ouattara,Lorient,20,11,10,53.6,15,26,19,24,6,18,21,0,2022-2023,ligue1
zinedine ould khaled,Angers,0,1,0,0.0,0,1,2,0,0,0,0,0,2022-2023,ligue1
azzedine ounahi,Marseille,1,1,0,0.0,0,1,0,1,0,1,0,0,2022-2023,ligue1
azzedine ounahi,Angers,5,13,1,50.0,10,8,15,8,0,8,4,1,2022-2023,ligue1
adam ounas,Lille,4,10,6,61.5,8,11,7,16,0,16,5,0,2022-2023,ligue1
ante palaversa,Troyes,1,0,0,,0,1,1,0,0,0,0,0,2022-2023,ligue1
nicolas pallois,Nantes,51,16,2,60.0,42,44,30,35,18,17,131,2,2022-2023,ligue1
erik palmerbrown,Troyes,31,10,1,54.5,18,27,26,56,29,27,166,1,2022-2023,ligue1
lucas paqueta,Lyon,0,5,0,33.3,1,4,1,2,0,2,3,0,2022-2023,ligue1
leandro paredes,Paris S-G,1,0,0,100.0,1,1,1,2,1,1,0,0,2022-2023,ligue1
dimitri payet,Marseille,2,2,2,27.3,3,4,0,4,0,4,4,0,2022-2023,ligue1
theo pellenard,Auxerre,1,0,0,100.0,1,0,2,3,1,2,2,0,2022-2023,ligue1
timothee pembele,Paris S-G,3,1,1,50.0,2,5,4,2,0,2,2,0,2022-2023,ligue1
patrick pentz,Reims,0,0,0,,0,0,0,0,0,0,1,0,2022-2023,ligue1
nicolas pepe,Nice,14,5,6,44.0,11,13,3,17,0,17,1,0,2022-2023,ligue1
brayann pereira,Auxerre,5,1,0,20.0,1,5,2,2,2,0,8,1,2022-2023,ligue1
danilo pereira,Paris S-G,15,14,3,73.1,19,17,36,26,19,7,59,1,2022-2023,ligue1
mathias pereira lage,Brest,5,14,1,37.9,11,7,14,10,1,9,12,0,2022-2023,ligue1
gaetan perrin,Auxerre,5,6,6,26.7,8,8,10,15,0,15,9,0,2022-2023,ligue1
lucas perrin,Strasbourg,28,14,2,51.0,25,27,36,13,5,8,53,0,2022-2023,ligue1
ronael pierregabriel,Strasbourg,11,12,2,88.2,15,18,9,16,3,13,22,0,2022-2023,ligue1
julien ponceau,Lorient,10,14,4,31.3,10,19,14,27,3,24,12,0,2022-2023,ligue1
ukasz poreba,Lens,2,1,2,66.7,2,4,4,3,0,3,2,0,2022-2023,ligue1
jackson porozo,Troyes,24,7,1,41.9,13,20,33,24,17,7,75,0,2022-2023,ligue1
sanjin prcic,Strasbourg,6,16,5,61.3,19,12,25,22,7,15,22,0,2022-2023,ligue1
mehdi puchherrantz,Ajaccio,0,1,1,50.0,1,2,3,1,0,1,0,0,2022-2023,ligue1
ghjuvanni quilichini,Ajaccio,0,0,0,,0,0,0,0,0,0,1,0,2022-2023,ligue1
ionut radu,Auxerre,0,0,0,,0,0,0,0,0,0,3,3,2022-2023,ligue1
simon ramet,Lille,0,0,0,,0,0,0,0,0,0,0,0,2022-2023,ligue1
adil rami,Troyes,13,5,1,53.1,17,14,25,23,16,7,75,3,2022-2023,ligue1
sergio ramos,Paris S-G,14,18,2,52.3,23,26,34,29,13,16,93,3,2022-2023,ligue1
aaron ramsey,Nice,18,19,10,41.0,16,25,17,25,4,21,18,1,2022-2023,ligue1
lilian raolisoa,Angers,6,3,2,70.0,7,9,3,3,1,2,5,0,2022-2023,ligue1
elba rashani,Clermont Foot,13,19,7,33.3,13,26,21,27,2,25,19,0,2022-2023,ligue1
rafael ratao,Toulouse,29,16,7,37.0,27,36,21,34,0,34,7,0,2022-2023,ligue1
rayan raveloson,Auxerre,21,16,1,69.7,23,23,39,43,12,31,70,0,2022-2023,ligue1
jeff reineadelaide,Troyes,2,1,0,50.0,1,2,2,2,0,2,1,0,2022-2023,ligue1
jeff reineadelaide,Lyon,1,5,2,55.6,5,5,6,4,0,4,0,0,2022-2023,ligue1
alexsandro ribeiro,Lille,24,7,1,67.9,19,18,25,11,2,9,59,1,2022-2023,ligue1
remy riou,Lyon,1,0,0,100.0,1,0,0,0,0,0,3,0,2022-2023,ligue1
renaud ripart,Troyes,14,20,6,36.5,19,23,7,29,2,27,5,0,2022-2023,ligue1
joe rodon,Rennes,9,2,0,40.0,4,7,9,16,12,4,54,1,2022-2023,ligue1
valentin rongier,Marseille,33,47,13,53.2,41,59,54,50,11,39,38,1,2022-2023,ligue1
pablo rosario,Nice,22,20,4,52.9,18,26,23,15,5,10,32,1,2022-2023,ligue1
anthony rouault,Toulouse,54,10,2,51.7,30,37,56,52,26,26,126,4,2022-2023,ligue1
kays ruiz,Auxerre,1,0,0,0.0,0,1,3,2,1,1,0,0,2022-2023,ligue1
fabian ruiz pena,Paris S-G,25,30,7,54.4,43,28,18,24,1,23,23,1,2022-2023,ligue1
halid sabanovic,Angers,7,1,0,75.0,6,6,8,8,2,6,12,0,2022-2023,ligue1
falaye sacko,Montpellier,25,15,6,62.7,32,25,33,43,14,29,75,1,2022-2023,ligue1
wesley said,Lens,1,2,1,33.3,2,1,1,4,0,4,2,0,2022-2023,ligue1
theo sainteluce,Montpellier,8,5,0,50.0,7,11,10,7,2,5,11,0,2022-2023,ligue1
hamza sakhi,Auxerre,22,17,5,52.4,22,22,25,16,1,15,9,0,2022-2023,ligue1
mamadou sakho,Montpellier,4,5,0,60.0,3,5,8,17,12,5,35,1,2022-2023,ligue1
ibrahim salah,Rennes,5,3,0,13.3,2,1,2,3,0,3,0,0,2022-2023,ligue1
amine salama,Angers,3,7,1,16.7,2,9,10,8,2,6,2,0,2022-2023,ligue1
yoann salmier,Troyes,34,12,5,60.0,21,29,39,34,19,15,124,0,2022-2023,ligue1
mama samba balde,Troyes,14,21,11,46.4,13,21,10,30,3,27,13,0,2022-2023,ligue1
brice samba,Lens,1,0,0,50.0,1,0,0,1,0,1,12,2,2022-2023,ligue1
renato sanches,Paris S-G,1,3,4,35.7,5,1,9,13,3,10,4,0,2022-2023,ligue1
alexis sanchez,Marseille,5,16,6,12.5,3,17,5,14,0,14,6,0,2022-2023,ligue1
morgan sanson,Strasbourg,10,16,10,30.4,17,25,22,21,1,20,9,0,2022-2023,ligue1
baptiste santamaria,Rennes,13,23,5,51.2,21,22,21,21,5,16,23,0,2022-2023,ligue1
pablo sarabia,Paris S-G,2,2,1,14.3,1,4,2,3,0,3,0,0,2022-2023,ligue1
amin sarr,Lyon,1,4,4,25.0,1,6,0,2,0,2,4,0,2022-2023,ligue1
malang sarr,Monaco,5,1,0,20.0,1,3,15,11,7,4,29,2,2022-2023,ligue1
mamadou sarr,Lyon,0,0,0,,0,0,0,0,0,0,0,0,2022-2023,ligue1
teji savanier,Montpellier,16,19,11,32.9,23,30,30,30,2,28,12,1,2022-2023,ligue1
kasper schmeichel,Nice,1,0,0,25.0,1,0,1,1,0,1,11,1,2022-2023,ligue1
alidu seidu,Clermont Foot,35,14,3,60.8,31,31,52,28,14,14,50,2,2022-2023,ligue1
matz sels,Strasbourg,4,0,0,100.0,4,3,4,0,0,0,23,0,2022-2023,ligue1
marvin senaya,Strasbourg,0,0,0,0.0,0,0,0,1,0,1,1,0,2022-2023,ligue1
kaj sierhuis,Reims,1,0,2,0.0,0,3,1,3,1,2,2,0,2022-2023,ligue1
vincent sierro,Toulouse,9,9,1,37.9,11,11,4,12,3,9,11,1,2022-2023,ligue1
caio henrique oliveira silva,Monaco,42,28,4,57.9,44,51,26,28,8,20,68,1,2022-2023,ligue1
abdallah sima,Angers,4,15,3,36.8,7,13,4,8,0,8,19,0,2022-2023,ligue1
moses simon,Nantes,6,7,5,46.7,7,9,11,14,1,13,3,0,2022-2023,ligue1
lassine sinayoko,Auxerre,14,12,7,52.5,21,15,18,12,0,12,17,0,2022-2023,ligue1
ibrahima sissoko,Strasbourg,18,17,5,52.4,22,22,10,20,6,14,19,0,2022-2023,ligue1
moussa sissoko,Nantes,16,7,3,66.7,12,16,16,22,5,17,17,0,2022-2023,ligue1
naatan skytta,Toulouse,0,0,0,,0,0,1,0,0,0,0,0,2022-2023,ligue1
islam slimani,Brest,2,2,1,0.0,0,3,1,2,0,2,11,0,2022-2023,ligue1
eduard sobol,Strasbourg,10,6,3,69.2,9,10,8,10,1,9,19,0,2022-2023,ligue1
carlos soler,Paris S-G,6,10,4,52.6,10,12,4,12,4,8,6,0,2022-2023,ligue1
francoisjoseph sollacaro,Ajaccio,0,0,0,,0,0,0,0,0,0,2,2,2022-2023,ligue1
florian sotoca,Lens,11,17,11,37.5,15,19,29,41,2,39,51,0,2022-2023,ligue1
moussa soumano,Ajaccio,0,1,1,0.0,0,2,0,2,0,2,0,0,2022-2023,ligue1
arnaud souquet,Montpellier,13,7,2,78.6,11,16,4,8,3,5,4,0,2022-2023,ligue1
kevin spadanuda,Ajaccio,15,9,5,36.4,12,18,11,18,0,18,5,0,2022-2023,ligue1
djed spence,Rennes,8,2,4,61.1,11,6,4,10,3,7,15,0,2022-2023,ligue1
stijn spierings,Toulouse,37,49,9,42.6,43,67,53,49,11,38,44,0,2022-2023,ligue1
calvin stengs,Nice,1,0,1,50.0,1,2,0,0,0,0,0,0,2022-2023,ligue1
tony strata,Ajaccio,4,0,0,80.0,4,3,1,2,0,2,7,0,2022-2023,ligue1
gabriel suazo,Toulouse,20,15,3,46.0,29,22,22,21,5,16,24,1,2022-2023,ligue1
kamaldeen sulemana,Rennes,1,4,1,20.0,1,3,4,2,0,2,2,0,2022-2023,ligue1
yuito suzuki,Strasbourg,0,0,0,,0,0,0,3,0,3,0,0,2022-2023,ligue1
issiaga sylla,Montpellier,19,8,1,48.4,15,16,32,19,3,16,35,0,2022-2023,ligue1
issiaga sylla,Toulouse,14,9,5,44.1,15,15,38,15,5,10,38,0,2022-2023,ligue1
nicolas tagliafico,Lyon,36,41,14,64.1,50,53,57,45,11,34,47,0,2022-2023,ligue1
waniss taibi,Angers,4,4,1,50.0,2,5,2,1,0,1,2,0,2022-2023,ligue1
flavien tait,Rennes,8,17,5,45.2,19,15,20,16,4,12,12,0,2022-2023,ligue1
montassar talbi,Lorient,40,13,0,62.9,22,25,40,55,34,21,190,3,2022-2023,ligue1
thibault tamas,Montpellier,0,0,0,,0,0,1,0,0,0,0,0,2022-2023,ligue1
florian tardieu,Troyes,19,12,0,38.7,12,20,23,19,4,15,15,0,2022-2023,ligue1
nuno tavares,Marseille,19,24,13,50.0,28,30,15,32,4,28,25,0,2022-2023,ligue1
enzo tchato,Montpellier,14,11,1,59.1,13,17,7,17,2,15,33,0,2022-2023,ligue1
martin terrier,Rennes,7,9,9,54.2,13,11,14,15,2,13,6,0,2022-2023,ligue1
tete,Lyon,8,5,8,52.6,10,10,13,9,0,9,2,0,2022-2023,ligue1
arthur theate,Rennes,17,8,4,56.7,17,19,30,26,14,12,114,3,2022-2023,ligue1
sada thioub,Angers,9,8,2,47.1,8,10,7,13,0,13,5,1,2022-2023,ligue1
adrien thomasson,Strasbourg,8,6,5,30.0,9,9,3,18,0,18,2,0,2022-2023,ligue1
