Player,Squad,Tack_Def_3rd,Tack_Mid_3rd,Tack_Att_3rd,Tkl%,Tkl,TklW,Int,Blocks,Block_Shots,Block_Pass,Clearences,Err,Season,Competition
mathias jrgensen,Brentford,9,8,0,42.9,9,8,16,19,12,7,39,1,2022-2023,premierleague
sasa kalajdzic,Wolves,0,0,0,,0,0,1,0,0,0,0,0,2022-2023,premierleague
boubacar kamara,Aston Villa,25,23,10,48.2,27,25,19,38,12,26,24,3,2022-2023,premierleague
harry kane,Tottenham,1,6,8,33.3,7,12,2,27,7,20,18,0,2022-2023,premierleague
ngolo kante,Chelsea,4,10,2,50.0,4,10,6,11,0,11,2,0,2022-2023,premierleague
michael keane,Everton,5,2,0,62.5,5,4,14,12,7,5,55,1,2022-2023,premierleague
neeskens kebano,Fulham,8,6,3,50.0,9,9,1,14,0,14,8,0,2022-2023,premierleague
thilo kehrer,West Ham,25,14,4,46.7,21,24,34,16,6,10,76,1,2022-2023,premierleague
naby keita,Liverpool,2,3,0,25.0,1,4,2,1,0,1,3,0,2022-2023,premierleague
caoimhin kelleher,Liverpool,0,0,0,,0,0,0,0,0,0,0,0,2022-2023,premierleague
lloyd kelly,Bournemouth,23,9,1,68.4,13,18,26,26,15,11,101,1,2022-2023,premierleague
max kilman,Wolves,26,9,1,53.3,16,20,19,70,42,28,164,1,2022-2023,premierleague
jakub kiwior,Arsenal,6,1,0,62.5,5,5,6,5,3,2,10,0,2022-2023,premierleague
mateusz klich,Leeds United,3,4,5,53.8,7,8,0,4,0,4,1,0,2022-2023,premierleague
robin koch,Leeds United,32,16,5,42.9,24,30,43,44,21,23,152,1,2022-2023,premierleague
ibrahima konate,Liverpool,25,13,0,59.3,16,26,26,12,5,7,61,4,2022-2023,premierleague
ezri konsa,Aston Villa,25,15,2,69.2,18,20,26,41,23,18,120,3,2022-2023,premierleague
kalidou koulibaly,Chelsea,34,8,3,65.0,26,31,29,30,13,17,77,0,2022-2023,premierleague
cheikhou kouyate,Nott'ham Forest,18,8,3,69.2,9,21,10,14,2,12,24,0,2022-2023,premierleague
mateo kovacic,Chelsea,16,14,6,38.9,14,24,19,10,1,9,16,0,2022-2023,premierleague
emil krafth,Newcastle Utd,0,0,0,,0,0,0,0,0,0,0,0,2022-2023,premierleague
rasmus kristensen,Leeds United,35,21,6,55.3,42,35,35,32,14,18,61,0,2022-2023,premierleague
dejan kulusevski,Tottenham,23,7,8,36.4,16,15,13,19,0,19,7,0,2022-2023,premierleague
layvin kurzawa,Fulham,1,1,1,100.0,3,2,2,1,1,0,4,0,2022-2023,premierleague
adam lallana,Brighton,6,2,1,0.0,0,4,2,6,0,6,1,0,2022-2023,premierleague
tariq lamptey,Brighton,6,4,1,71.4,5,6,7,7,3,4,2,0,2022-2023,premierleague
manuel lanzini,West Ham,1,1,0,33.3,2,2,2,2,0,2,0,0,2022-2023,premierleague
aymeric laporte,Manchester City,6,4,1,63.6,7,8,3,10,4,6,30,1,2022-2023,premierleague
juan larios,Southampton,6,1,0,100.0,5,6,3,2,0,2,4,0,2022-2023,premierleague
jamaal lascelles,Newcastle Utd,1,0,0,100.0,1,0,0,3,2,1,17,0,2022-2023,premierleague
romeo lavia,Southampton,27,29,4,39.6,21,35,33,47,11,36,23,1,2022-2023,premierleague
dexter lembikisa,Wolves,0,0,0,,0,0,0,0,0,0,0,0,2022-2023,premierleague
mario lemina,Wolves,22,13,3,52.6,20,24,14,26,8,18,24,1,2022-2023,premierleague
clement lenglet,Tottenham,18,15,5,47.1,16,23,18,26,11,15,68,2,2022-2023,premierleague
bernd leno,Fulham,0,0,0,0.0,0,0,0,0,0,0,18,1,2022-2023,premierleague
jefferson lerma,Bournemouth,23,23,4,44.4,20,30,47,32,15,17,91,2,2022-2023,premierleague
jamal lewis,Newcastle Utd,0,0,0,,0,0,0,0,0,0,0,0,2022-2023,premierleague
rico lewis,Manchester City,9,5,2,54.5,6,9,6,8,4,4,13,1,2022-2023,premierleague
keane lewispotter,Brentford,0,1,0,,0,0,0,5,1,4,2,0,2022-2023,premierleague
victor lindelof,Manchester Utd,10,9,3,52.9,9,17,21,18,9,9,63,1,2022-2023,premierleague
jesse lingard,Nott'ham Forest,2,2,0,14.3,1,4,5,11,0,11,4,0,2022-2023,premierleague
valentino livramento,Southampton,2,0,0,,0,1,2,0,0,0,3,0,2022-2023,premierleague
diego llorente,Leeds United,8,5,0,50.0,4,10,15,6,2,4,24,2,2022-2023,premierleague
hugo lloris,Tottenham,1,0,0,33.3,1,1,1,0,0,0,13,5,2022-2023,premierleague
renan lodi,Nott'ham Forest,38,8,6,50.0,33,39,33,25,6,19,74,0,2022-2023,premierleague
ruben loftuscheek,Chelsea,8,14,3,54.5,12,14,12,15,2,13,23,0,2022-2023,premierleague
sean longstaff,Newcastle Utd,16,20,6,38.5,20,21,16,35,8,27,23,0,2022-2023,premierleague
jamal lowe,Bournemouth,0,0,0,,0,0,0,0,0,0,0,0,2022-2023,premierleague
douglas luiz,Aston Villa,31,32,9,46.0,29,42,40,36,7,29,27,2,2022-2023,premierleague
sasa lukic,Fulham,1,4,3,42.9,3,3,5,6,2,4,3,0,2022-2023,premierleague
lyanco,Southampton,15,9,0,66.7,12,16,20,30,25,5,65,2,2022-2023,premierleague
alexis mac allister,Brighton,22,40,8,47.9,34,39,22,26,2,24,10,1,2022-2023,premierleague
james maddison,Leicester City,25,19,7,38.0,19,26,13,19,1,18,6,1,2022-2023,premierleague
noni madueke,Chelsea,5,4,3,46.2,6,8,4,13,2,11,7,0,2022-2023,premierleague
gabriel magalhaes,Arsenal,29,15,4,66.7,18,30,32,49,26,23,125,3,2022-2023,premierleague
harry maguire,Manchester Utd,6,1,1,80.0,4,6,13,18,11,7,41,0,2022-2023,premierleague
riyad mahrez,Manchester City,8,13,9,33.3,13,14,9,27,1,26,5,0,2022-2023,premierleague
kobbie mainoo,Manchester Utd,0,0,0,,0,0,0,1,1,0,0,0,2022-2023,premierleague
ainsley maitlandniles,Southampton,23,18,4,63.6,28,24,22,28,7,21,45,1,2022-2023,premierleague
tyrell malacia,Manchester Utd,33,12,1,56.0,14,33,25,13,3,10,49,0,2022-2023,premierleague
orel mangala,Nott'ham Forest,16,10,2,41.4,12,20,23,21,7,14,15,0,2022-2023,premierleague
javier manquillo,Newcastle Utd,2,1,0,100.0,2,2,1,1,0,1,1,0,2022-2023,premierleague
sekou mara,Southampton,5,8,1,33.3,3,10,1,11,0,11,5,0,2022-2023,premierleague
solly march,Brighton,16,17,20,28.6,8,31,24,34,3,31,32,0,2022-2023,premierleague
emiliano marcondes,Bournemouth,0,0,0,,0,0,0,0,0,0,1,0,2022-2023,premierleague
marquinhos,Arsenal,0,0,0,,0,0,0,0,0,0,0,0,2022-2023,premierleague
anthony martial,Manchester Utd,0,2,3,25.0,1,3,1,11,2,9,4,0,2022-2023,premierleague
gabriel martinelli,Arsenal,13,12,6,40.9,9,18,9,24,1,23,14,0,2022-2023,premierleague
emiliano martinez,Aston Villa,0,0,0,0.0,0,0,1,0,0,0,23,1,2022-2023,premierleague
lisandro martinez,Manchester Utd,33,18,3,69.8,30,28,33,51,27,24,103,0,2022-2023,premierleague
pape matar sarr,Tottenham,4,2,1,50.0,4,6,6,3,2,1,6,0,2022-2023,premierleague
jeanphilippe mateta,Crystal Palace,2,4,1,33.3,1,1,3,3,1,2,18,0,2022-2023,premierleague
joel matip,Liverpool,12,2,0,47.8,11,8,21,8,3,5,45,3,2022-2023,premierleague
neal maupay,Everton,3,4,4,50.0,2,5,5,8,0,8,0,0,2022-2023,premierleague
kevin mbabu,Fulham,2,1,0,33.3,1,2,3,2,0,2,3,0,2022-2023,premierleague
bryan mbeumo,Brentford,5,13,8,19.0,8,18,13,24,1,23,21,0,2022-2023,premierleague
james mcarthur,Crystal Palace,1,0,0,100.0,1,1,1,2,1,1,2,0,2022-2023,premierleague
alex mccarthy,Southampton,0,0,0,0.0,0,0,1,0,0,0,3,1,2022-2023,premierleague
john mcginn,Aston Villa,27,29,10,47.9,34,36,24,43,4,39,19,0,2022-2023,premierleague
scott mckenna,Nott'ham Forest,7,3,2,60.0,6,7,12,20,14,6,85,1,2022-2023,premierleague
weston mckennie,Leeds United,5,18,7,34.5,10,13,22,22,3,19,26,0,2022-2023,premierleague
dwight mcneil,Everton,35,14,15,41.5,27,41,31,46,7,39,41,0,2022-2023,premierleague
scott mctominay,Manchester Utd,16,10,6,59.1,13,19,14,15,6,9,45,1,2022-2023,premierleague
ben mee,Brentford,28,13,4,54.1,20,24,48,54,42,12,122,2,2022-2023,premierleague
edouard mendy,Chelsea,0,0,0,,0,0,0,0,0,0,3,3,2022-2023,premierleague
nampalys mendy,Leicester City,7,6,0,53.3,8,9,13,20,4,16,2,0,2022-2023,premierleague
chris mepham,Bournemouth,37,8,0,63.3,19,22,30,40,27,13,152,0,2022-2023,premierleague
illan meslier,Leeds United,2,0,0,50.0,2,1,1,0,0,0,30,3,2022-2023,premierleague
alex mighten,Nott'ham Forest,0,0,0,0.0,0,0,0,0,0,0,0,0,2022-2023,premierleague
lewis miley,Newcastle Utd,0,0,0,,0,0,0,1,0,1,0,0,2022-2023,premierleague
luka milivojevic,Crystal Palace,7,4,2,70.0,7,7,12,13,4,9,10,1,2022-2023,premierleague
james milner,Liverpool,11,11,4,44.1,15,16,12,14,2,12,15,0,2022-2023,premierleague
yerry mina,Everton,9,6,0,81.8,9,8,6,7,4,3,28,0,2022-2023,premierleague
tyrone mings,Aston Villa,10,5,0,45.0,9,7,54,40,21,19,163,2,2022-2023,premierleague
tyrick mitchell,Crystal Palace,43,23,5,56.6,30,49,42,48,11,37,78,0,2022-2023,premierleague
kaoru mitoma,Brighton,15,16,13,48.8,20,27,17,25,0,25,10,0,2022-2023,premierleague
aleksandar mitrovic,Fulham,8,4,2,41.7,5,7,3,22,5,17,20,1,2022-2023,premierleague
kieffer moore,Bournemouth,2,9,3,31.3,5,11,1,12,5,7,26,0,2022-2023,premierleague
andrew moran,Brighton,0,0,0,,0,0,0,1,0,1,0,0,2022-2023,premierleague
alex moreno,Aston Villa,15,5,3,36.1,13,14,7,18,3,15,37,2,2022-2023,premierleague
mason mount,Chelsea,6,16,11,51.9,14,19,8,24,6,18,9,0,2022-2023,premierleague
lucas moura,Tottenham,1,3,4,25.0,1,5,2,0,0,0,1,1,2022-2023,premierleague
joao moutinho,Wolves,24,21,6,41.3,19,30,18,22,6,16,20,0,2022-2023,premierleague
divin mubama,West Ham,1,0,0,,0,1,0,0,0,0,0,0,2022-2023,premierleague
mykhailo mudryk,Chelsea,2,4,5,30.8,4,9,0,7,1,6,3,0,2022-2023,premierleague
jacob murphy,Newcastle Utd,3,8,4,40.0,8,7,7,17,0,17,3,0,2022-2023,premierleague
enock mwepu,Brighton,1,6,3,75.0,3,5,1,3,1,2,1,0,2022-2023,premierleague
vitaliy mykolenko,Everton,36,19,3,54.9,28,34,46,50,16,34,99,0,2022-2023,premierleague
keylor navas,Nott'ham Forest,0,0,0,,0,0,1,0,0,0,11,2,2022-2023,premierleague
wilfred ndidi,Leicester City,34,24,3,39.5,17,42,38,32,14,18,48,3,2022-2023,premierleague
reiss nelson,Arsenal,2,1,1,50.0,2,1,0,3,0,3,4,0,2022-2023,premierleague
neto,Bournemouth,3,0,0,100.0,3,1,0,0,0,0,10,3,2022-2023,premierleague
pedro neto,Wolves,4,2,5,41.2,7,6,4,5,1,4,4,0,2022-2023,premierleague
ruben neves,Wolves,31,33,15,42.1,32,43,50,59,22,37,85,1,2022-2023,premierleague
moussa niakhate,Nott'ham Forest,15,3,0,50.0,11,9,19,18,8,10,60,0,2022-2023,premierleague
eddie nketiah,Arsenal,6,2,5,20.0,2,9,1,7,1,6,7,0,2022-2023,premierleague
matheus nunes,Wolves,36,22,9,45.9,28,43,16,35,4,31,35,2,2022-2023,premierleague
darwin nunez,Liverpool,2,4,5,23.5,4,5,3,10,0,10,13,0,2022-2023,premierleague
ethan nwaneri,Arsenal,0,0,0,,0,0,0,1,0,1,0,0,2022-2023,premierleague
christian nrgaard,Brentford,21,29,2,37.5,18,30,34,32,9,23,41,2,2022-2023,premierleague
lewis obrien,Nott'ham Forest,4,11,1,50.0,6,9,5,13,2,11,9,0,2022-2023,premierleague
odeluga offiah,Brighton,1,0,0,0.0,0,1,0,0,0,0,1,0,2022-2023,premierleague
angelo ogbonna,West Ham,7,4,0,50.0,5,4,17,11,7,4,74,1,2022-2023,premierleague
michael olise,Crystal Palace,28,26,4,41.7,25,34,26,46,1,45,17,0,2022-2023,premierleague
robin olsen,Aston Villa,0,0,0,0.0,0,0,0,0,0,0,1,0,2022-2023,premierleague
amadou onana,Everton,24,42,6,71.4,30,43,37,25,6,19,39,0,2022-2023,premierleague
josh onomah,Fulham,1,0,0,,0,0,0,1,0,1,0,0,2022-2023,premierleague
paul onuachu,Southampton,1,1,1,33.3,1,2,0,4,1,3,4,0,2022-2023,premierleague
frank onyeka,Brentford,11,7,1,41.7,10,14,10,16,3,13,16,0,2022-2023,premierleague
mislav orsic,Southampton,1,0,0,,0,1,0,0,0,0,0,0,2022-2023,premierleague
stefan ortega,Manchester City,0,0,0,,0,0,0,0,0,0,0,0,2022-2023,premierleague
dango ouattara,Bournemouth,20,6,2,40.6,13,15,13,20,3,17,29,1,2022-2023,premierleague
alex oxladechamberlain,Liverpool,1,2,2,20.0,1,4,1,5,2,3,4,0,2022-2023,premierleague
david ozoh,Crystal Palace,0,0,0,,0,0,0,0,0,0,0,0,2022-2023,premierleague
joao palhinha,Fulham,59,65,24,52.6,71,83,46,48,5,43,61,2,2022-2023,premierleague
cole palmer,Manchester City,0,3,2,60.0,3,1,1,2,1,1,2,0,2022-2023,premierleague
emerson palmieri,West Ham,9,15,2,50.0,12,14,15,17,4,13,36,0,2022-2023,premierleague
lucas paqueta,West Ham,23,36,12,39.7,27,53,16,41,4,37,31,0,2022-2023,premierleague
thomas partey,Arsenal,20,35,15,48.1,25,40,28,26,5,21,41,1,2022-2023,premierleague
nathan patterson,Everton,32,13,4,53.7,29,24,15,24,4,20,45,0,2022-2023,premierleague
ben pearson,Bournemouth,3,3,1,33.3,1,3,2,4,0,4,6,0,2022-2023,premierleague
facundo pellistri,Manchester Utd,0,1,0,,0,1,0,0,0,0,3,0,2022-2023,premierleague
andreas pereira,Fulham,3,6,9,23.5,8,9,6,21,3,18,8,0,2022-2023,premierleague
ricardo pereira,Leicester City,8,3,0,41.2,7,7,4,8,2,6,20,0,2022-2023,premierleague
ayoze perez,Leicester City,5,4,2,42.1,8,8,2,6,0,6,3,0,2022-2023,premierleague
ivan perisic,Tottenham,25,10,7,57.4,27,24,22,29,7,22,49,1,2022-2023,premierleague
romain perraud,Southampton,23,23,8,53.8,28,33,20,24,6,18,42,0,2022-2023,premierleague
maximo perrone,Manchester City,0,0,0,,0,0,0,1,0,1,0,0,2022-2023,premierleague
cameron peupion,Brighton,0,0,0,,0,0,0,0,0,0,0,0,2022-2023,premierleague
kalvin phillips,Manchester City,3,3,0,20.0,2,4,5,7,3,4,10,0,2022-2023,premierleague
nathaniel phillips,Liverpool,0,2,0,100.0,2,1,2,0,0,0,1,0,2022-2023,premierleague
jordan pickford,Everton,0,0,0,0.0,0,0,4,0,0,0,15,3,2022-2023,premierleague
ethan pinnock,Brentford,33,12,7,75.0,18,28,35,41,31,10,215,2,2022-2023,premierleague
daniel podence,Wolves,13,9,5,18.8,6,17,7,19,0,19,6,0,2022-2023,premierleague
nick pope,Newcastle Utd,1,0,0,33.3,1,0,0,0,0,0,27,2,2022-2023,premierleague
pedro porro,Tottenham,8,15,2,35.9,14,16,15,25,2,23,24,1,2022-2023,premierleague
dennis praet,Leicester City,5,6,1,54.5,6,9,5,12,2,10,6,0,2022-2023,premierleague
isaac price,Everton,0,0,0,0.0,0,0,0,1,1,0,0,0,2022-2023,premierleague
christian pulisic,Chelsea,3,6,2,60.0,3,6,4,8,1,7,4,0,2022-2023,premierleague
aaron ramsdale,Arsenal,1,0,0,100.0,1,1,0,0,0,0,20,6,2022-2023,premierleague
jacob ramsey,Aston Villa,23,35,11,46.4,32,39,23,48,8,40,34,0,2022-2023,premierleague
marcus rashford,Manchester Utd,7,8,5,37.5,9,10,7,31,4,27,14,0,2022-2023,premierleague
david raya,Brentford,0,0,0,0.0,0,0,1,1,0,1,10,3,2022-2023,premierleague
tim ream,Fulham,15,12,3,50.0,13,16,41,45,24,21,116,3,2022-2023,premierleague
nathan redmond,Southampton,0,0,0,,0,0,0,0,0,0,0,0,2022-2023,premierleague
harrison reed,Fulham,17,21,6,31.4,16,27,19,54,12,42,36,0,2022-2023,premierleague
declan rice,West Ham,44,31,4,62.0,31,38,63,45,15,30,58,0,2022-2023,premierleague
chris richards,Crystal Palace,8,1,0,71.4,5,6,8,10,1,9,31,0,2022-2023,premierleague
richarlison,Tottenham,13,5,3,44.4,12,16,5,14,1,13,10,0,2022-2023,premierleague
jairo riedewald,Crystal Palace,2,0,0,0.0,0,1,0,2,0,2,4,0,2022-2023,premierleague
matt ritchie,Newcastle Utd,0,1,0,33.3,1,1,1,0,0,0,0,0,2022-2023,premierleague
andrew robertson,Liverpool,12,16,10,51.2,21,21,18,32,5,27,50,3,2022-2023,premierleague
antonee robinson,Fulham,43,15,4,67.7,44,38,53,49,13,36,83,3,2022-2023,premierleague
joel robles,Leeds United,0,0,0,0.0,0,0,0,0,0,0,2,1,2022-2023,premierleague
marc roca,Leeds United,27,34,5,30.3,20,40,23,34,10,24,24,2,2022-2023,premierleague
marek rodak,Fulham,0,0,0,,0,0,0,0,0,0,1,1,2022-2023,premierleague
rodri,Manchester City,28,28,11,49.1,26,41,33,40,14,26,43,1,2022-2023,premierleague
rodrigo,Leeds United,2,15,7,40.0,8,10,6,16,4,12,21,1,2022-2023,premierleague
mads roerslev,Brentford,19,3,0,48.5,16,12,9,14,5,9,38,0,2022-2023,premierleague
cristian romero,Tottenham,42,24,2,63.0,29,36,44,40,18,22,102,3,2022-2023,premierleague
oriol romeu,Southampton,0,1,0,,0,0,1,1,0,1,1,0,2022-2023,premierleague
cristiano ronaldo,Manchester Utd,1,0,1,50.0,1,2,1,0,0,0,9,0,2022-2023,premierleague
connor ronan,Wolves,0,0,0,,0,0,0,0,0,0,0,0,2022-2023,premierleague
salomon rondon,Everton,0,0,0,,0,0,0,1,1,0,0,0,2022-2023,premierleague
joe rothwell,Bournemouth,7,12,1,33.3,7,13,9,14,3,11,7,0,2022-2023,premierleague
georginio rutter,Leeds United,5,3,2,62.5,5,9,3,5,0,5,3,0,2022-2023,premierleague
jose sa,Wolves,1,0,0,100.0,1,0,0,0,0,0,10,6,2022-2023,premierleague
marcel sabitzer,Manchester Utd,3,8,1,18.2,2,8,8,6,2,4,11,0,2022-2023,premierleague
allan saintmaximin,Newcastle Utd,3,6,1,18.2,2,3,5,4,0,4,2,0,2022-2023,premierleague
bukayo saka,Arsenal,22,15,26,45.5,20,34,14,38,0,38,19,0,2022-2023,premierleague
mohamed salah,Liverpool,4,5,12,38.5,10,12,6,21,0,21,4,0,2022-2023,premierleague
william saliba,Arsenal,23,9,2,83.3,15,20,19,13,10,3,85,4,2022-2023,premierleague
mohammed salisu,Southampton,34,16,2,70.6,24,29,30,56,25,31,122,1,2022-2023,premierleague
albert sambi lokonga,Arsenal,0,0,1,0.0,0,1,5,1,0,1,2,0,2022-2023,premierleague
albert sambi lokonga,Crystal Palace,7,4,2,66.7,8,10,7,8,3,5,10,0,2022-2023,premierleague
davinson sanchez,Tottenham,17,6,1,70.0,14,11,12,16,10,6,41,0,2022-2023,premierleague
robert sanchez,Brighton,1,0,0,,0,0,3,0,0,0,9,2,2022-2023,premierleague
jadon sancho,Manchester Utd,7,5,4,28.6,8,10,7,25,2,23,6,0,2022-2023,premierleague
morgan sanson,Aston Villa,1,1,0,100.0,1,1,0,0,0,0,0,0,2022-2023,premierleague
pablo sarabia,Wolves,4,5,3,40.0,6,6,2,7,0,7,4,0,2022-2023,premierleague
jeremy sarmiento,Brighton,4,1,1,40.0,2,3,1,2,0,2,0,0,2022-2023,premierleague
gianluca scamacca,West Ham,1,3,6,100.0,2,5,4,3,0,3,5,0,2022-2023,premierleague
gustavo scarpa,Nott'ham Forest,3,1,1,40.0,2,2,0,4,0,4,3,0,2022-2023,premierleague
kevin schade,Brentford,7,2,3,50.0,5,8,4,7,0,7,6,0,2022-2023,premierleague
fabian schar,Newcastle Utd,31,13,3,61.5,24,22,52,34,19,15,139,0,2022-2023,premierleague
jeffrey schlupp,Crystal Palace,28,29,9,51.2,22,46,23,39,8,31,38,0,2022-2023,premierleague
nelson semedo,Wolves,48,19,4,51.6,33,42,29,42,15,27,83,2,2022-2023,premierleague
antoine semenyo,Bournemouth,0,0,1,16.7,1,0,2,10,1,9,4,0,2022-2023,premierleague
marcos senesi,Bournemouth,28,22,0,52.3,23,35,43,38,20,18,146,2,2022-2023,premierleague
ryan sessegnon,Tottenham,9,7,0,50.0,6,11,6,8,1,7,17,1,2022-2023,premierleague
luke shaw,Manchester Utd,31,22,2,69.6,32,36,36,51,17,34,55,2,2022-2023,premierleague
jonjo shelvey,Newcastle Utd,1,0,0,0.0,0,0,0,1,0,1,0,0,2022-2023,premierleague
jonjo shelvey,Nott'ham Forest,0,1,1,11.1,1,1,5,7,2,5,10,1,2022-2023,premierleague
bernardo silva,Manchester City,11,25,8,40.0,18,23,16,23,6,17,6,0,2022-2023,premierleague
thiago silva,Chelsea,24,17,0,67.7,21,27,34,38,29,9,111,3,2022-2023,premierleague
ellis simms,Everton,0,0,0,,0,0,0,0,0,0,1,0,2022-2023,premierleague
luis sinisterra,Leeds United,8,9,4,57.9,11,14,8,11,1,10,2,0,2022-2023,premierleague
oliver skipp,Tottenham,18,15,1,48.5,16,17,17,17,8,9,19,1,2022-2023,premierleague
adam smith,Bournemouth,27,19,3,48.3,29,29,25,30,13,17,81,1,2022-2023,premierleague
emile smith rowe,Arsenal,1,0,0,33.3,1,1,0,1,0,1,2,0,2022-2023,premierleague
cedric soares,Arsenal,0,0,0,0.0,0,0,0,1,0,1,1,0,2022-2023,premierleague
cedric soares,Fulham,4,3,1,100.0,3,5,1,3,1,2,5,0,2022-2023,premierleague
dominic solanke,Bournemouth,8,3,4,22.7,5,9,6,26,7,19,46,0,2022-2023,premierleague
manor solomon,Fulham,12,6,2,56.3,9,12,5,8,0,8,3,0,2022-2023,premierleague
tomas soucek,West Ham,41,29,7,48.3,28,37,53,42,17,25,71,3,2022-2023,premierleague
boubakary soumare,Leicester City,29,26,2,52.3,23,34,33,15,4,11,27,1,2022-2023,premierleague
harry souttar,Leicester City,10,5,0,38.9,7,9,12,16,12,4,45,0,2022-2023,premierleague
caglar soyuncu,Leicester City,10,4,0,70.0,7,9,7,9,8,1,30,0,2022-2023,premierleague
djed spence,Tottenham,0,0,0,,0,0,0,0,0,0,0,0,2022-2023,premierleague
jack stacey,Bournemouth,3,1,1,40.0,2,4,5,3,1,2,15,0,2022-2023,premierleague
junior stanislas,Bournemouth,0,0,0,,0,0,0,2,1,1,0,0,2022-2023,premierleague
jay stansfield,Fulham,0,0,0,0.0,0,0,1,4,1,3,1,0,2022-2023,premierleague
jason steele,Brighton,0,0,0,0.0,0,0,0,0,0,0,6,1,2022-2023,premierleague
jack stephens,Southampton,2,0,0,100.0,1,2,1,1,1,0,2,0,2022-2023,premierleague
jack stephens,Bournemouth,10,4,1,60.0,6,11,16,23,16,7,53,0,2022-2023,premierleague
raheem sterling,Chelsea,5,4,9,57.1,8,10,2,17,0,17,5,0,2022-2023,premierleague
john stones,Manchester City,11,8,4,70.0,7,13,9,17,10,7,40,0,2022-2023,premierleague
pascal struijk,Leeds United,43,31,10,63.6,49,57,32,32,12,20,70,1,2022-2023,premierleague
kamaldeen sulemana,Southampton,4,7,4,28.6,4,9,6,16,0,16,6,0,2022-2023,premierleague
crysencio summerville,Leeds United,14,14,2,47.8,11,20,13,20,2,18,11,0,2022-2023,premierleague
sam surridge,Nott'ham Forest,1,3,1,25.0,1,0,0,5,2,3,7,0,2022-2023,premierleague
japhet tanganga,Tottenham,3,0,0,20.0,1,2,2,1,0,1,8,0,2022-2023,premierleague
matt targett,Newcastle Utd,8,3,2,37.5,9,10,9,8,3,5,16,0,2022-2023,premierleague
james tarkowski,Everton,36,13,2,51.3,20,26,51,99,78,21,201,3,2022-2023,premierleague
marcus tavernier,Bournemouth,19,11,3,33.3,11,22,9,25,4,21,23,0,2022-2023,premierleague
tete,Leicester City,5,7,2,28.6,6,8,2,9,0,9,3,0,2022-2023,premierleague
kenny tete,Fulham,41,29,13,74.5,38,46,52,48,17,31,81,1,2022-2023,premierleague
luke thomas,Leicester City,15,5,3,46.9,15,19,27,20,4,16,35,0,2022-2023,premierleague
youri tielemans,Leicester City,27,30,9,37.1,23,39,28,35,8,27,24,1,2022-2023,premierleague
kieran tierney,Arsenal,9,9,2,75.0,12,11,11,8,2,6,25,0,2022-2023,premierleague
harry toffolo,Nott'ham Forest,10,4,3,71.4,10,8,10,16,8,8,33,0,2022-2023,premierleague
takehiro tomiyasu,Arsenal,12,10,5,72.2,13,18,14,7,0,7,15,1,2022-2023,premierleague
james tomkins,Crystal Palace,2,1,1,33.3,1,2,5,3,2,1,19,0,2022-2023,premierleague
ivan toney,Brentford,4,9,10,30.4,7,13,14,24,9,15,36,0,2022-2023,premierleague
adama traore,Wolves,7,4,3,44.4,4,7,3,8,1,7,17,0,2022-2023,premierleague
bertrand traore,Aston Villa,1,0,0,25.0,1,1,2,5,0,5,0,0,2022-2023,premierleague
boubacar traore,Wolves,4,5,3,42.9,3,5,7,4,2,2,1,0,2022-2023,premierleague
mark travers,Bournemouth,0,0,0,,0,0,0,1,0,1,6,0,2022-2023,premierleague
kieran trippier,Newcastle Utd,36,27,8,51.1,46,49,43,45,15,30,84,2,2022-2023,premierleague
leandro trossard,Arsenal,4,2,6,33.3,6,7,6,18,0,18,3,1,2022-2023,premierleague
leandro trossard,Brighton,7,1,2,12.5,1,6,6,17,0,17,1,0,2022-2023,premierleague
kostas tsimikas,Liverpool,10,2,2,62.5,10,9,12,8,1,7,15,0,2022-2023,premierleague
deniz undav,Brighton,2,2,3,25.0,2,4,0,4,1,3,1,0,2022-2023,premierleague
yan valery,Southampton,0,0,0,,0,0,0,1,0,1,3,0,2022-2023,premierleague
virgil van dijk,Liverpool,13,11,3,42.1,8,14,31,24,16,8,138,3,2022-2023,premierleague
raphael varane,Manchester Utd,18,6,0,41.2,7,9,11,24,17,7,91,0,2022-2023,premierleague
jamie vardy,Leicester City,4,2,3,12.5,1,5,2,17,3,14,30,0,2022-2023,premierleague
joel veltman,Brighton,44,14,4,64.9,37,32,19,27,8,19,51,0,2022-2023,premierleague
fabio vieira,Arsenal,3,0,3,60.0,3,4,4,5,0,5,2,0,2022-2023,premierleague
matias vina,Bournemouth,9,8,2,46.7,14,11,4,13,1,12,22,0,2022-2023,premierleague
ruben vinagre,Everton,1,1,0,50.0,1,2,0,0,0,0,1,0,2022-2023,premierleague
carlos vinicius,Fulham,0,2,2,0.0,0,1,0,7,0,7,10,0,2022-2023,premierleague
theo walcott,Southampton,8,4,1,29.6,8,6,9,8,1,7,7,0,2022-2023,premierleague
kyle walker,Manchester City,8,5,0,16.7,4,9,18,12,2,10,22,0,2022-2023,premierleague
kyle walkerpeters,Southampton,34,24,3,51.2,22,32,27,47,8,39,52,0,2022-2023,premierleague
aaron wanbissaka,Manchester Utd,20,17,3,92.0,23,25,22,24,8,16,41,0,2022-2023,premierleague
danny ward,Leicester City,1,0,0,33.3,1,1,0,0,0,0,14,2,2022-2023,premierleague
joel ward,Crystal Palace,30,11,9,73.2,30,36,25,32,16,16,80,1,2022-2023,premierleague
