nombre,club_actual,Posicion,nacido,partidos_jugados,titularidades,minutos_jugados,goles,asistencias,amarillas,rojas,carreras_progresivas,pases_progresivos,Pases_progresivos_recibidos,temporada,liga
facundo buonanotte,leicester city,"FW,MF",2004,31,14,1523,5,2,8,0,39,54,74,2024-2025,premier-league
cameron burgess,ipswich town,DF,1995,18,16,1541,0,2,0,0,2,42,4,2024-2025,premier-league
dan burn,newcastle utd,DF,1992,37,37,3330,1,1,11,0,12,75,14,2024-2025,premier-league
wes burns,ipswich town,"FW,DF",1994,18,12,926,0,1,1,0,38,8,65,2024-2025,premier-league
nathan butleroyedeji,arsenal,FW,2003,1,0,7,0,0,0,0,0,0,0,2024-2025,premier-league
moises caicedo,chelsea,"MF,DF",2001,38,38,3351,1,2,11,0,43,215,37,2024-2025,premier-league
tom cairney,fulham,MF,1991,25,3,628,2,0,3,1,18,53,33,2024-2025,premier-league
jens cajuste,ipswich town,MF,1999,30,25,1959,1,1,2,0,26,59,20,2024-2025,premier-league
riccardo calafiori,arsenal,DF,2002,19,11,983,2,1,4,0,22,54,29,2024-2025,premier-league
dominic calvertlewin,everton,FW,1997,26,19,1609,3,1,2,0,23,20,112,2024-2025,premier-league
diego carlos,aston villa,DF,1993,10,8,830,0,0,1,0,3,34,0,2024-2025,premier-league
fabio carvalho,brentford,"FW,MF",2002,19,3,455,2,1,1,0,9,17,23,2024-2025,premier-league
casemiro,manchester utd,MF,1992,24,18,1494,1,0,5,0,4,84,28,2024-2025,premier-league
kaelan casey,west ham,DF,2004,1,0,1,0,0,0,0,0,0,0,2024-2025,premier-league
matty cash,aston villa,DF,1997,27,24,2070,1,1,7,0,48,42,90,2024-2025,premier-league
eiran cashin,brighton,DF,2001,2,0,20,0,0,0,0,0,6,1,2024-2025,premier-league
timothy castagne,fulham,DF,1995,24,17,1649,0,1,1,0,17,62,67,2024-2025,premier-league
trevoh chalobah,crystal palace,DF,1999,12,12,1060,3,0,1,0,11,34,6,2024-2025,premier-league
trevoh chalobah,chelsea,DF,1999,13,11,910,0,1,2,0,4,37,2,2024-2025,premier-league
conor chaplin,ipswich town,"MF,FW",1997,22,10,857,1,1,2,0,13,29,23,2024-2025,premier-league
youssef chermiti,everton,"FW,MF",2004,4,0,45,0,0,1,0,0,1,6,2024-2025,premier-league
federico chiesa,liverpool,FW,1997,6,1,108,0,0,0,0,3,3,7,2024-2025,premier-league
ben chilwell,crystal palace,DF,1996,8,1,259,1,0,1,0,5,8,15,2024-2025,premier-league
chiquinho,wolves,MF,2000,1,0,7,0,0,0,0,0,0,0,2024-2025,premier-league
hamza choudhury,leicester city,"MF,DF",1997,4,1,131,0,0,0,0,4,3,6,2024-2025,premier-league
ryan christie,bournemouth,MF,1995,29,27,2117,2,3,9,0,34,137,44,2024-2025,premier-league
harry clarke,ipswich town,DF,2001,7,4,379,0,0,3,1,5,14,2,2024-2025,premier-league
jack clarke,ipswich town,"FW,MF",2000,32,12,1181,0,4,2,0,39,44,57,2024-2025,premier-league
nathaniel clyne,crystal palace,"DF,MF",1991,13,5,483,0,0,1,0,6,7,8,2024-2025,premier-league
conor coady,leicester city,DF,1993,22,19,1714,1,0,3,0,3,32,0,2024-2025,premier-league
seamus coleman,everton,DF,1988,5,3,215,0,0,1,0,1,11,7,2024-2025,premier-league
nathan collins,brentford,DF,2001,38,38,3420,2,3,5,0,32,127,18,2024-2025,premier-league
toby collyer,manchester utd,MF,2004,6,0,179,0,0,0,0,0,5,2,2024-2025,premier-league
levi colwill,chelsea,DF,2003,35,35,3149,2,1,9,0,14,131,12,2024-2025,premier-league
lewis cook,bournemouth,"MF,DF",1997,36,32,2978,1,3,8,1,33,158,52,2024-2025,premier-league
maxwel cornet,southampton,FW,1996,2,1,72,0,0,1,0,1,0,5,2024-2025,premier-league
vladimir coufal,west ham,DF,1992,22,11,1067,0,0,5,0,26,39,33,2024-2025,premier-league
woyo coulibaly,leicester city,DF,1999,4,1,109,0,0,1,0,4,3,2,2024-2025,premier-league
aaron cresswell,west ham,DF,1989,18,10,824,0,0,3,0,6,36,4,2024-2025,premier-league
marc cucurella,chelsea,DF,1998,36,33,2988,5,1,10,1,35,118,117,2024-2025,premier-league
jorge cuenca,fulham,DF,1999,8,4,351,0,0,0,0,0,10,0,2024-2025,premier-league
matheus cunha,wolves,"MF,FW",1999,33,29,2597,15,6,4,0,112,144,161,2024-2025,premier-league
patson daka,leicester city,"FW,MF",1998,23,6,736,1,0,0,0,11,8,36,2024-2025,premier-league
diogo dalot,manchester utd,DF,1999,33,31,2814,0,3,5,0,62,103,168,2024-2025,premier-league
mikkel damsgaard,brentford,"MF,FW",2000,38,34,2911,2,10,2,0,73,234,137,2024-2025,premier-league
danilo,nottham forest,"MF,FW",2001,8,5,275,0,0,0,0,2,11,1,2024-2025,premier-league
jayden danns,liverpool,MF,2006,1,0,11,0,0,0,0,0,0,0,2024-2025,premier-league
kevin danso,tottenham,DF,1998,10,9,842,0,0,0,0,11,19,1,2024-2025,premier-league
ben davies,tottenham,DF,1993,17,14,1331,0,0,5,0,14,52,6,2024-2025,premier-league
leif davis,ipswich town,DF,2000,33,32,2743,1,2,5,1,52,59,137,2024-2025,premier-league
craig dawson,wolves,DF,1990,15,10,971,0,0,2,0,6,20,5,2024-2025,premier-league
kevin de bruyne,manchester city,"MF,FW",1991,28,19,1702,4,7,2,0,51,157,150,2024-2025,premier-league
bobby de cordovareid,leicester city,FW,1993,23,9,744,1,2,2,0,14,15,48,2024-2025,premier-league
liam delap,ipswich town,FW,2003,37,32,2593,12,2,12,0,61,30,110,2024-2025,premier-league
sepp van den berg,brentford,DF,2001,31,29,2586,0,0,3,0,12,79,28,2024-2025,premier-league
justin devenny,crystal palace,MF,2003,23,4,507,1,1,1,0,5,21,13,2024-2025,premier-league
kiernan dewsburyhall,chelsea,"MF,FW",1998,13,2,264,0,1,0,0,5,14,11,2024-2025,premier-league
amad diallo,manchester utd,"MF,FW",2002,26,20,1901,8,6,5,0,109,60,200,2024-2025,premier-league
ruben dias,manchester city,DF,1997,27,25,2271,0,0,4,0,43,160,8,2024-2025,premier-league
luis diaz,liverpool,FW,1997,36,28,2399,13,5,2,0,108,110,293,2024-2025,premier-league
tyler dibling,southampton,"FW,MF",2006,33,20,1874,2,0,6,0,69,64,96,2024-2025,premier-league
lucas digne,aston villa,DF,1993,32,28,2351,0,4,4,0,23,57,142,2024-2025,premier-league
issa diop,fulham,DF,1997,21,15,1339,0,0,2,0,6,25,3,2024-2025,premier-league
axel disasi,aston villa,DF,1998,7,5,490,0,0,2,0,10,16,5,2024-2025,premier-league
axel disasi,chelsea,DF,1998,6,4,364,1,0,1,0,6,16,2,2024-2025,premier-league
roman dixon,everton,DF,2004,1,1,90,0,0,0,0,0,0,1,2024-2025,premier-league
nasser djiga,wolves,DF,2002,5,1,66,0,0,0,0,0,3,2,2024-2025,premier-league
matt doherty,wolves,DF,1992,30,25,2109,2,1,6,0,29,79,41,2024-2025,premier-league
jeremy doku,manchester city,"FW,MF",2002,29,16,1516,3,6,1,0,213,69,286,2024-2025,premier-league
nicolas dominguez,nottham forest,"MF,FW",1998,34,23,1963,0,1,9,0,16,83,33,2024-2025,premier-league
patrick dorgu,manchester utd,DF,2004,12,10,842,0,0,3,1,41,34,83,2024-2025,premier-league
alfie dorrington,tottenham,DF,2005,1,0,14,0,0,0,0,0,0,0,2024-2025,premier-league
abdoulaye doucoure,everton,MF,1993,33,31,2564,3,2,5,1,42,82,96,2024-2025,premier-league
cheick doucoure,crystal palace,MF,2000,13,4,452,0,0,1,0,2,19,7,2024-2025,premier-league
flynn downes,southampton,MF,1999,27,25,2151,1,0,12,0,29,66,29,2024-2025,premier-league
tommy doyle,wolves,MF,2001,24,3,488,0,1,1,0,6,40,4,2024-2025,premier-league
radu dragusin,tottenham,DF,2002,16,14,1252,0,0,1,0,7,37,2,2024-2025,premier-league
martin dubravka,newcastle utd,GK,1989,10,10,900,0,0,0,0,0,0,0,2024-2025,premier-league
lewis dunk,brighton,DF,1991,25,23,2083,0,0,5,0,20,142,3,2024-2025,premier-league
jader duran,aston villa,FW,2003,20,4,638,7,0,3,1,7,13,44,2024-2025,premier-league
claudio echeverri,manchester city,FW,2006,1,0,6,0,0,0,0,0,1,1,2024-2025,premier-league
ederson,manchester city,GK,1993,26,26,2320,0,4,4,0,0,2,0,2024-2025,premier-league
george edmundson,ipswich town,DF,1997,1,0,2,0,0,0,0,0,0,0,2024-2025,premier-league
odsonne edouard,crystal palace,"MF,FW",1998,2,1,115,0,0,0,0,3,4,7,2024-2025,premier-league
odsonne edouard,leicester city,FW,1998,4,0,29,0,0,0,0,0,1,2,2024-2025,premier-league
samuel edozie,southampton,"DF,FW",2003,2,0,65,0,0,1,0,6,4,23,2024-2025,premier-league
ronnie edwards,southampton,DF,2003,1,0,12,0,0,0,0,0,0,0,2024-2025,premier-league
anthony elanga,nottham forest,"FW,MF",2002,38,31,2501,6,11,1,0,102,63,229,2024-2025,premier-league
harvey elliott,liverpool,MF,2003,18,2,371,1,2,1,0,10,44,30,2024-2025,premier-league
yunus emre konak,brentford,"FW,MF",2006,10,0,42,0,0,0,0,1,2,2,2024-2025,premier-league
julio enciso,ipswich town,"MF,FW",2004,13,12,869,2,3,3,0,23,28,44,2024-2025,premier-league
julio enciso,brighton,"MF,FW",2004,12,2,294,0,0,0,0,11,14,17,2024-2025,premier-league
wataru endo,liverpool,"MF,DF",1993,20,1,273,0,0,0,0,1,19,8,2024-2025,premier-league
christian eriksen,manchester utd,MF,1992,23,11,1061,1,2,4,0,13,55,29,2024-2025,premier-league
romain esse,crystal palace,MF,2005,7,1,138,1,1,0,0,1,7,14,2024-2025,premier-league
pervis estupinan,brighton,DF,1998,30,26,2402,1,1,5,0,59,132,112,2024-2025,premier-league
evanilson,bournemouth,FW,1999,31,28,2319,10,1,1,1,29,28,99,2024-2025,premier-league
jake evans,leicester city,FW,,4,0,24,0,0,0,0,0,0,1,2024-2025,premier-league
jonny evans,manchester utd,DF,1988,7,3,315,0,0,1,0,3,10,3,2024-2025,premier-league
eberechi eze,crystal palace,"MF,FW",1998,34,31,2588,8,8,1,0,69,97,153,2024-2025,premier-league
ukasz fabianski,west ham,GK,1985,14,13,1160,0,0,2,0,0,0,0,2024-2025,premier-league
wout faes,leicester city,DF,1998,34,30,2815,1,0,4,0,12,86,1,2024-2025,premier-league
abdul fatawu issahaku,leicester city,FW,2004,11,6,579,0,2,0,0,42,17,60,2024-2025,premier-league
joao felix,chelsea,"FW,MF",1999,12,3,369,1,1,2,0,21,26,30,2024-2025,premier-league
evan ferguson,west ham,FW,2004,8,1,156,0,0,0,0,1,1,7,2024-2025,premier-league
evan ferguson,brighton,FW,2004,13,2,246,1,0,0,0,2,1,9,2024-2025,premier-league
bruno fernandes,manchester utd,MF,1994,36,35,3018,8,10,5,2,77,325,129,2024-2025,premier-league
mateus fernandes,southampton,MF,2004,36,34,2909,2,4,8,0,76,145,108,2024-2025,premier-league
enzo fernandez,chelsea,MF,2001,36,32,2947,6,7,8,0,60,212,126,2024-2025,premier-league
mark flekken,brentford,GK,1993,37,37,3275,0,2,1,0,0,0,0,2024-2025,premier-league
phil foden,manchester city,"MF,FW",2000,28,20,1777,7,2,2,0,50,103,128,2024-2025,premier-league
wesley fofana,chelsea,DF,2000,14,14,1172,0,0,7,0,19,32,4,2024-2025,premier-league
carlos forbs,wolves,"MF,FW",2004,10,1,239,0,0,2,0,10,8,28,2024-2025,premier-league
fraser forster,tottenham,GK,1988,7,7,630,0,0,0,0,0,0,0,2024-2025,premier-league
matheus franca,crystal palace,"MF,FW",2004,4,0,55,1,0,0,0,4,3,4,2024-2025,premier-league
ryan fraser,southampton,"FW,DF",1994,8,4,306,0,0,0,1,10,8,18,2024-2025,premier-league
tyler fredricson,manchester utd,DF,2005,2,2,165,0,0,0,0,2,8,0,2024-2025,premier-league
niclas fullkrug,west ham,FW,1993,18,6,790,3,2,2,0,7,14,31,2024-2025,premier-league
cody gakpo,liverpool,FW,1999,35,23,1935,10,4,5,0,59,52,278,2024-2025,premier-league
idrissa gana gueye,everton,MF,1989,37,35,3063,0,3,9,0,27,145,27,2024-2025,premier-league
andres garcia,aston villa,"DF,MF",2003,7,5,318,0,0,0,0,26,15,28,2024-2025,premier-league
alejandro garnacho,manchester utd,"MF,FW",2004,36,23,2199,6,2,3,0,141,56,290,2024-2025,premier-league
james garner,everton,"MF,DF",2001,21,17,1594,0,1,5,0,15,50,30,2024-2025,premier-league
tyrique george,chelsea,FW,2006,8,1,183,1,1,1,0,9,3,22,2024-2025,premier-league
morgan gibbswhite,nottham forest,MF,2000,34,34,2803,7,8,11,1,69,164,136,2024-2025,premier-league
billy gilmour,brighton,MF,2001,2,1,98,0,0,0,0,2,11,2,2024-2025,premier-league
ben godfrey,ipswich town,DF,1998,3,2,159,0,0,1,0,2,4,1,2024-2025,premier-league
martial godo,fulham,"FW,DF",2003,2,0,24,0,0,0,0,2,3,6,2024-2025,premier-league
michael golding,leicester city,MF,2006,1,0,1,0,0,0,0,0,0,0,2024-2025,premier-league
joao gomes,wolves,MF,2001,36,35,2974,3,1,11,1,59,165,76,2024-2025,premier-league
rodrigo gomes,wolves,"DF,FW",2003,25,7,810,2,0,0,0,23,27,81,2024-2025,premier-league
toti gomes,wolves,DF,1999,31,30,2614,0,1,7,0,27,86,18,2024-2025,premier-league
diego gomez,brighton,MF,2003,16,4,516,1,0,0,0,8,27,23,2024-2025,premier-league
joe gomez,liverpool,DF,1997,9,6,519,0,0,1,0,5,35,2,2024-2025,premier-league
nicolas gonzalez,manchester city,MF,2002,11,9,760,1,0,3,0,9,50,11,2024-2025,premier-league
anthony gordon,newcastle utd,"FW,MF",2001,34,28,2434,6,5,2,0,121,98,214,2024-2025,premier-league
ryan gravenberch,liverpool,MF,2002,37,37,3160,0,4,6,1,70,181,55,2024-2025,premier-league
archie gray,tottenham,"DF,MF",2006,28,19,1751,0,0,1,0,7,40,17,2024-2025,premier-league
jack grealish,manchester city,"FW,MF",1995,20,7,721,1,1,3,0,69,52,118,2024-2025,premier-league
jacob greaves,ipswich town,DF,2000,25,25,2205,1,0,5,0,11,69,11,2024-2025,premier-league
brajan gruda,brighton,"MF,FW",2004,21,8,687,1,4,0,0,22,26,57,2024-2025,premier-league
albert grnbaek,southampton,"FW,MF",2001,4,2,143,0,0,0,0,1,1,3,2024-2025,premier-league
goncalo guedes,wolves,"MF,FW",1996,29,10,995,2,4,1,0,41,40,79,2024-2025,premier-league
marc guehi,crystal palace,DF,2000,34,34,3059,3,2,9,1,22,134,10,2024-2025,premier-league
luis guilherme,west ham,"MF,FW",2006,12,1,150,0,0,0,0,4,5,16,2024-2025,premier-league
bruno guimaraes,newcastle utd,MF,1997,38,38,3271,5,6,7,0,64,271,96,2024-2025,premier-league
marc guiu,chelsea,FW,2006,3,0,73,0,0,0,0,0,0,3,2024-2025,premier-league
ilkay gundogan,manchester city,MF,1990,33,25,2223,1,6,1,0,64,127,96,2024-2025,premier-league
malo gusto,chelsea,DF,2003,32,19,1862,0,1,4,0,50,119,85,2024-2025,premier-league
josko gvardiol,manchester city,DF,2002,37,36,3277,5,0,2,0,91,264,121,2024-2025,premier-league
erling haaland,manchester city,FW,2000,31,31,2736,22,3,2,0,24,20,124,2024-2025,premier-league
lewis hall,newcastle utd,DF,2004,27,24,2189,0,4,3,0,41,123,80,2024-2025,premier-league
ali al hamadi,ipswich town,FW,2002,11,0,134,0,0,3,0,4,3,14,2024-2025,premier-league
marcus harness,ipswich town,MF,1996,2,0,45,0,0,0,0,0,2,1,2024-2025,premier-league
jack harrison,everton,FW,1996,34,24,2076,1,0,0,0,73,51,127,2024-2025,premier-league
taylor harwoodbellis,southampton,DF,2002,34,32,2825,1,0,9,0,29,125,9,2024-2025,premier-league
kai havertz,arsenal,"FW,MF",1999,23,21,1875,9,3,5,0,35,61,113,2024-2025,premier-league
ayden heaven,manchester utd,DF,2006,4,2,170,0,0,1,0,1,7,1,2024-2025,premier-league
jan paul van hecke,brighton,DF,2000,34,33,2958,1,1,8,1,55,228,5,2024-2025,premier-league
hwang heechan,wolves,"MF,FW",1996,21,5,661,2,0,0,0,15,12,42,2024-2025,premier-league
dean henderson,crystal palace,GK,1997,38,38,3420,0,0,3,0,0,0,0,2024-2025,premier-league
rico henry,brentford,DF,1997,5,0,99,0,0,0,0,0,4,5,2024-2025,premier-league
mads hermansen,leicester city,GK,2000,27,27,2385,0,0,1,0,0,1,0,2024-2025,premier-league
son heungmin,tottenham,FW,1992,30,24,2110,7,9,1,0,96,111,265,2024-2025,premier-league
james hill,bournemouth,DF,2002,10,6,448,0,1,1,0,3,16,8,2024-2025,premier-league
jack hinshelwood,brighton,"MF,DF",2005,26,22,1842,5,2,5,0,19,68,54,2024-2025,premier-league
george hirst,ipswich town,FW,1999,26,5,661,3,1,3,0,9,13,31,2024-2025,premier-league
mason holgate,everton,"FW,DF",1996,1,0,6,0,0,0,0,0,0,0,2024-2025,premier-league
harry howell,brighton,FW,2008,1,0,7,0,0,0,0,0,0,3,2024-2025,premier-league
callum hudsonodoi,nottham forest,"FW,MF",2000,31,25,2194,5,2,2,0,130,71,189,2024-2025,premier-league
will hughes,crystal palace,MF,1995,33,24,2108,0,3,11,0,20,87,27,2024-2025,premier-league
dean huijsen,bournemouth,DF,2005,32,26,2427,3,2,10,0,41,132,10,2024-2025,premier-league
omari hutchinson,ipswich town,"MF,FW",2003,31,30,2583,3,2,5,0,97,75,159,2024-2025,premier-league
rasmus hjlund,manchester utd,FW,2003,32,23,2004,4,0,2,0,28,18,101,2024-2025,premier-league
igor,brighton,DF,1998,13,10,961,0,0,4,0,9,49,1,2024-2025,premier-league
danny ings,west ham,"FW,MF",1992,15,1,284,1,2,0,0,6,5,29,2024-2025,premier-league
tim iroegbunam,everton,MF,2003,18,5,574,0,1,4,0,8,15,9,2024-2025,premier-league
andy irving,west ham,MF,2000,10,1,166,0,0,2,0,0,9,4,2024-2025,premier-league
alexander isak,newcastle utd,FW,1999,34,34,2756,23,6,1,0,83,88,217,2024-2025,premier-league
alex iwobi,fulham,"FW,MF",1996,38,35,2981,9,6,1,0,144,213,246,2024-2025,premier-league
nicolas jackson,chelsea,FW,2001,30,28,2220,10,5,7,1,47,38,129,2024-2025,premier-league
reece james,chelsea,"DF,MF",1999,19,12,1063,1,1,1,0,7,64,12,2024-2025,premier-league
vitaly janelt,brentford,MF,1998,32,27,2254,1,3,3,0,17,80,38,2024-2025,premier-league
vitezslav jaros,liverpool,GK,2001,1,0,12,0,0,0,0,0,0,0,2024-2025,premier-league
daniel jebbison,bournemouth,FW,2003,16,0,119,1,0,1,0,4,3,16,2024-2025,premier-league
mathias jensen,brentford,MF,1996,24,8,862,0,2,2,0,6,61,27,2024-2025,premier-league
gabriel jesus,arsenal,FW,1997,17,6,608,3,0,4,0,15,19,57,2024-2025,premier-league
raul jimenez,fulham,FW,1991,38,30,2494,12,3,4,0,35,62,125,2024-2025,premier-league
kim jisoo,brentford,DF,2004,3,0,30,0,0,0,0,0,2,0,2024-2025,premier-league
joao pedro,brighton,"FW,MF",2001,27,23,1948,10,6,4,1,66,78,128,2024-2025,premier-league
joelinton,newcastle utd,"MF,FW",1996,29,29,2393,4,3,10,0,40,116,110,2024-2025,premier-league
ben johnson,ipswich town,"DF,FW",2000,23,14,1354,1,2,5,1,16,27,33,2024-2025,premier-league
brennan johnson,tottenham,FW,2001,33,24,2177,11,3,5,0,60,71,197,2024-2025,premier-league
sam johnstone,wolves,GK,1993,7,7,630,0,0,0,0,0,0,0,2024-2025,premier-league
curtis jones,liverpool,"MF,DF",2001,33,19,1712,3,3,3,1,30,117,79,2024-2025,premier-league
jorginho,arsenal,MF,1991,15,9,704,0,0,5,0,12,48,6,2024-2025,premier-league
diogo jota,liverpool,FW,1996,26,14,1196,6,3,2,0,37,34,88,2024-2025,premier-league
james justin,leicester city,DF,1998,36,34,2912,2,2,6,0,39,91,96,2024-2025,premier-league
filip jrgensen,chelsea,GK,2002,6,6,540,0,0,0,0,0,0,0,2024-2025,premier-league
ferdi kadioglu,brighton,"DF,MF",1999,6,5,385,1,0,1,0,1,15,27,2024-2025,premier-league
