nombre,club_actual,Posicion,nacido,partidos_jugados,titularidades,minutos_jugados,goles,asistencias,amarillas,rojas,carreras_progresivas,pases_progresivos,Pases_progresivos_recibidos,temporada,liga
maxence caqueret,como,MF,2000,18,15,1087,2,3,4,0,15,76,46,2024-2025,serie-a
andrea carboni,monza,DF,2001,26,25,2191,0,1,5,0,9,51,32,2024-2025,serie-a
franco carboni,venezia,DF,2003,8,3,226,0,0,2,0,2,6,11,2024-2025,serie-a
marco carnesecchi,atalanta,GK,2000,34,34,3060,0,0,1,0,0,0,0,2024-2025,serie-a
cesare casadei,torino,MF,2003,15,13,1017,1,1,1,0,14,36,12,2024-2025,serie-a
nicolo casale,bologna,DF,1998,15,9,900,0,1,1,0,3,29,2,2024-2025,serie-a
nicolo casale,lazio,DF,1998,2,2,135,0,0,0,0,0,6,0,2024-2025,serie-a
federico cassa,atalanta,"MF,FW",2006,2,0,14,0,0,0,0,1,1,2,2024-2025,serie-a
valentin castellanos,lazio,FW,1998,29,28,2384,10,3,9,1,27,66,149,2024-2025,serie-a
santiago castro,bologna,FW,2004,36,27,2294,8,4,7,0,17,39,136,2024-2025,serie-a
gaetano castrovilli,monza,MF,1997,12,7,596,0,0,0,0,10,24,28,2024-2025,serie-a
gaetano castrovilli,lazio,"MF,FW",1997,9,1,148,0,0,0,0,5,10,6,2024-2025,serie-a
danilo cataldi,fiorentina,MF,1994,24,22,1712,3,0,1,0,18,90,16,2024-2025,serie-a
zeki celik,roma,DF,1997,31,27,2256,0,2,5,0,28,106,93,2024-2025,serie-a
alberto cerri,como,FW,1996,5,0,87,0,0,0,0,0,0,11,2024-2025,serie-a
gabriel charpentier,parma,FW,1999,10,0,271,1,2,1,0,6,7,16,2024-2025,serie-a
walid cheddira,napoli,FW,1998,1,0,12,0,0,0,0,0,1,1,2024-2025,serie-a
leandro chichizola,parma,GK,1990,1,1,90,0,0,0,0,0,1,0,2024-2025,serie-a
samuel chukwueze,milan,"FW,MF",1999,26,9,925,3,2,0,0,48,36,116,2024-2025,serie-a
aaron ciammaglichella,torino,MF,2005,1,0,1,0,0,0,0,0,0,0,2024-2025,serie-a
giuseppe ciocci,cagliari,GK,2002,1,0,9,0,0,0,0,0,0,0,2024-2025,serie-a
alessandro circati,parma,DF,2003,6,6,540,0,0,1,0,1,10,0,2024-2025,serie-a
alphadjo cisse,hellas verona,"FW,MF",2006,2,0,9,0,0,0,0,0,1,0,2024-2025,serie-a
patrick ciurria,monza,"MF,DF",1995,21,12,1111,1,1,1,0,19,27,52,2024-2025,serie-a
saul coco,torino,DF,1999,32,32,2845,2,0,10,0,17,70,3,2024-2025,serie-a
lorenzo colombo,empoli,"FW,MF",2002,37,26,2233,6,2,5,1,27,48,116,2024-2025,serie-a
andrea colpani,fiorentina,"FW,MF",1999,24,17,1432,2,1,1,0,37,57,129,2024-2025,serie-a
florinel coman,cagliari,"FW,MF",1998,9,2,263,1,0,2,0,5,5,22,2024-2025,serie-a
pietro comuzzo,fiorentina,DF,2005,32,23,2110,1,0,5,0,14,75,12,2024-2025,serie-a
francisco conceicao,juventus,"FW,MF",2002,26,12,1340,3,3,5,1,95,35,143,2024-2025,serie-a
diego coppola,hellas verona,DF,2003,34,33,2927,2,0,10,0,4,48,3,2024-2025,serie-a
maxwel cornet,genoa,"FW,MF",1996,7,2,246,2,1,0,0,8,4,26,2024-2025,serie-a
joaquin correa,inter,"FW,MF",1994,19,6,731,2,2,3,0,22,42,45,2024-2025,serie-a
alberto costa,juventus,DF,2003,9,3,357,0,1,3,0,8,8,25,2024-2025,serie-a
lassana coulibaly,lecce,MF,1996,38,30,2667,1,0,3,0,21,93,49,2024-2025,serie-a
woyo coulibaly,parma,DF,1999,14,12,1084,0,1,1,1,36,41,23,2024-2025,serie-a
bryan cristante,roma,MF,1995,30,23,2045,4,2,8,0,25,145,41,2024-2025,serie-a
domen crnigoj,venezia,MF,1995,8,1,136,0,0,0,0,4,4,6,2024-2025,serie-a
juan cuadrado,atalanta,"DF,MF",1988,23,7,832,0,2,3,0,41,64,90,2024-2025,serie-a
patrick cutrone,como,FW,1998,33,23,2047,7,4,1,0,53,31,155,2024-2025,serie-a
wylan cyprien,parma,MF,1995,2,0,28,0,0,0,0,1,2,0,2024-2025,serie-a
danilo dambrosio,monza,DF,1988,20,12,1095,0,1,2,1,10,34,16,2024-2025,serie-a
lucas da cunha,como,MF,2001,36,30,2613,3,2,4,0,63,154,85,2024-2025,serie-a
samuel dahl,roma,"DF,MF",2000,2,0,43,0,0,0,0,1,2,4,2024-2025,serie-a
thijs dallinga,bologna,FW,2000,31,11,1154,3,2,1,0,9,17,84,2024-2025,serie-a
maat daniel caprini,fiorentina,FW,2006,1,0,7,0,0,0,0,0,1,3,2024-2025,serie-a
flavius daniliuc,hellas verona,DF,2001,18,9,1004,0,0,0,0,8,38,8,2024-2025,serie-a
danilo,juventus,DF,1991,12,6,581,0,1,2,0,16,45,7,2024-2025,serie-a
matteo darmian,inter,DF,1989,29,20,1781,3,2,3,0,14,45,102,2024-2025,serie-a
juan david cabal,juventus,DF,2001,7,6,460,0,0,0,0,14,17,19,2024-2025,serie-a
keinan davis,udinese,FW,1998,23,10,1066,2,1,2,0,26,22,77,2024-2025,serie-a
pawe dawidowicz,hellas verona,"DF,MF",1995,26,24,1845,0,0,7,1,10,39,3,2024-2025,serie-a
charles de ketelaere,atalanta,"MF,FW",2001,36,25,2070,7,7,1,0,108,140,211,2024-2025,serie-a
mattia de sciglio,empoli,DF,1992,16,7,769,1,0,0,0,4,18,7,2024-2025,serie-a
lorenzo de silvestri,bologna,DF,1988,18,13,1060,1,0,1,0,4,46,30,2024-2025,serie-a
koni de winter,genoa,DF,2002,25,23,2135,3,0,6,0,10,56,10,2024-2025,serie-a
alessandro deiola,cagliari,MF,1995,29,16,1432,2,1,6,0,11,40,36,2024-2025,serie-a
enrico del prato,parma,DF,1999,34,32,2947,4,0,8,0,8,81,31,2024-2025,serie-a
fisayo delebashiru,lazio,"MF,FW",2001,20,12,947,3,1,0,0,23,26,57,2024-2025,serie-a
ali dembele,torino,DF,2004,15,4,388,1,0,4,1,8,12,8,2024-2025,serie-a
michele di gregorio,juventus,GK,1997,33,33,2970,0,0,0,0,0,0,0,2024-2025,serie-a
giovanni di lorenzo,napoli,DF,1993,37,37,3330,3,2,6,0,50,224,163,2024-2025,serie-a
boulaye dia,lazio,"MF,FW",1996,35,27,2177,9,3,2,0,23,51,114,2024-2025,serie-a
assane diao,como,"FW,MF",2005,15,14,1252,8,1,2,0,50,36,116,2024-2025,serie-a
federico dimarco,inter,"DF,FW",1997,32,28,2140,4,7,3,0,47,83,232,2024-2025,serie-a
berat djimsiti,atalanta,DF,1993,34,32,2640,1,2,6,0,32,109,42,2024-2025,serie-a
dodo,fiorentina,DF,1998,34,34,3025,0,4,8,0,143,128,193,2024-2025,serie-a
benjamin dominguez,bologna,FW,2003,24,16,1281,3,2,0,0,50,32,123,2024-2025,serie-a
patrick dorgu,lecce,"DF,FW",2004,21,21,1840,3,1,2,1,68,54,117,2024-2025,serie-a
alberto dossena,como,DF,1998,23,20,1825,0,2,1,1,4,36,1,2024-2025,serie-a
issa doumbia,venezia,MF,2003,24,10,939,0,0,0,0,12,22,29,2024-2025,serie-a
anastasios douvikas,como,FW,1999,13,6,580,2,2,1,0,8,6,36,2024-2025,serie-a
artem dovbyk,roma,FW,1997,32,27,2418,12,2,0,0,24,16,175,2024-2025,serie-a
ondrej duda,hellas verona,MF,1994,28,27,2395,1,3,12,1,23,117,26,2024-2025,serie-a
denzel dumfries,inter,"DF,FW",1996,28,19,1865,7,2,4,0,55,51,173,2024-2025,serie-a
alfred duncan,venezia,MF,1993,16,12,957,0,0,2,0,11,53,12,2024-2025,serie-a
paulo dybala,roma,"FW,MF",1993,24,16,1417,6,3,2,0,41,79,122,2024-2025,serie-a
enzo ebosse,udinese,DF,1999,2,0,90,0,0,1,0,0,5,0,2024-2025,serie-a
tyronne ebuehi,empoli,"DF,MF",1995,4,0,74,0,0,0,0,3,4,3,2024-2025,serie-a
ederson,atalanta,MF,1999,37,32,2881,4,1,5,1,40,216,79,2024-2025,serie-a
kingsley ehizibue,udinese,DF,1995,33,30,2498,0,1,5,0,54,55,116,2024-2025,serie-a
jeff ekhator,genoa,"FW,MF",2006,24,6,769,1,1,1,0,4,14,51,2024-2025,serie-a
jurgen ekkelenkamp,udinese,MF,2000,34,20,1892,3,2,2,0,34,72,86,2024-2025,serie-a
emmanuel ekong,empoli,"MF,FW",2002,15,0,186,0,0,1,0,8,5,19,2024-2025,serie-a
caleb ekuban,genoa,FW,1994,18,3,555,1,3,1,0,7,8,42,2024-2025,serie-a
mikael ellertsson,venezia,"DF,MF",2002,36,29,2470,2,2,2,0,33,36,92,2024-2025,serie-a
elif elmas,torino,"FW,MF",1999,13,12,1021,4,0,0,0,42,34,58,2024-2025,serie-a
emerson,milan,DF,1999,17,16,1377,0,0,5,0,23,68,71,2024-2025,serie-a
yannik engelhardt,como,"MF,DF",2001,26,11,1164,1,1,4,0,18,54,18,2024-2025,serie-a
martin erlic,bologna,DF,1998,8,5,334,0,0,0,0,4,11,1,2024-2025,serie-a
sebastiano esposito,empoli,"FW,MF",2002,33,27,2331,8,0,1,0,31,93,106,2024-2025,serie-a
estanis,bologna,FW,2003,1,0,9,0,0,0,0,1,0,1,2024-2025,serie-a
nahuel estevez,parma,MF,1995,14,7,657,0,0,3,0,3,30,4,2024-2025,serie-a
giovanni fabbian,bologna,MF,2003,30,9,1023,3,1,2,0,14,17,43,2024-2025,serie-a
alieu fadera,como,"FW,DF",2001,28,20,1644,1,3,2,1,74,36,160,2024-2025,serie-a
nicolo fagioli,fiorentina,MF,2001,15,10,962,1,2,0,0,15,50,19,2024-2025,serie-a
nicolo fagioli,juventus,MF,2001,17,5,571,0,0,4,0,19,41,18,2024-2025,serie-a
wladimiro falcone,lecce,GK,1995,38,38,3420,0,0,2,0,0,0,0,2024-2025,serie-a
davide faraoni,hellas verona,DF,1991,8,3,260,0,0,1,0,2,3,13,2024-2025,serie-a
jacopo fazzini,empoli,MF,2003,20,16,1383,4,1,1,1,34,49,88,2024-2025,serie-a
mattia felici,cagliari,"MF,FW",2001,20,9,925,0,3,1,0,39,19,75,2024-2025,serie-a
joao felix,milan,MF,1999,15,8,760,2,0,3,0,20,40,56,2024-2025,serie-a
lewis ferguson,bologna,MF,1999,16,10,983,1,1,0,0,20,53,26,2024-2025,serie-a
daniel fila,venezia,FW,2002,10,6,492,2,0,3,1,5,8,30,2024-2025,serie-a
alessandro florenzi,milan,FW,1991,1,0,5,0,0,0,0,0,0,0,2024-2025,serie-a
youssouf fofana,milan,MF,1999,35,29,2504,1,6,5,0,44,176,32,2024-2025,serie-a
michael folorunsho,fiorentina,"FW,MF",1998,14,6,650,0,0,5,0,13,21,33,2024-2025,serie-a
michael folorunsho,napoli,"FW,MF",1998,6,0,35,0,0,0,0,0,0,2,2024-2025,serie-a
omari forson,monza,"MF,FW",2004,9,1,223,0,0,0,0,14,10,18,2024-2025,serie-a
davide frattesi,inter,MF,1999,27,9,1158,5,1,1,0,23,31,50,2024-2025,serie-a
morten frendrup,genoa,MF,2001,35,35,3103,2,0,5,0,24,106,29,2024-2025,serie-a
martin frese,hellas verona,DF,1998,11,5,549,0,0,0,0,7,19,12,2024-2025,serie-a
remo freuler,bologna,MF,1992,37,37,3204,1,2,6,0,39,208,56,2024-2025,serie-a
matteo gabbia,milan,DF,1999,26,24,2152,2,0,4,0,13,74,2,2024-2025,serie-a
tommaso gabellini,torino,FW,2006,1,0,10,0,0,0,0,1,0,0,2024-2025,serie-a
tiago gabriel,lecce,DF,2004,2,0,96,0,0,0,0,0,1,0,2024-2025,serie-a
alessandro gabrielloni,como,"FW,MF",1994,15,0,142,1,1,1,0,5,6,13,2024-2025,serie-a
gianluca gaetano,cagliari,"MF,FW",2000,28,8,1009,2,4,0,0,11,41,82,2024-2025,serie-a
roberto gagliardini,monza,"MF,DF",1994,8,0,180,0,0,1,0,5,11,3,2024-2025,serie-a
antonino gallo,lecce,DF,2000,31,31,2609,0,2,3,1,57,107,110,2024-2025,serie-a
silvere ganvoula mboussy,monza,FW,1996,7,4,326,0,0,0,0,3,4,21,2024-2025,serie-a
federico gatti,juventus,DF,1998,30,26,2195,1,0,2,0,24,73,6,2024-2025,serie-a
david de gea,fiorentina,GK,1990,34,34,3060,0,1,1,0,0,0,0,2024-2025,serie-a
valentin gendrey,lecce,DF,2000,2,2,180,0,0,0,0,7,5,4,2024-2025,serie-a
daniele ghilardi,hellas verona,DF,2003,24,21,2029,0,0,7,1,16,57,7,2024-2025,serie-a
lautaro gianetti,udinese,DF,1993,15,11,878,1,0,4,0,0,19,3,2024-2025,serie-a
samuel gigot,lazio,DF,1993,15,7,683,2,0,2,0,7,12,5,2024-2025,serie-a
mario gila,lazio,DF,2000,32,31,2741,1,0,8,0,48,157,12,2024-2025,serie-a
billy gilmour,napoli,MF,2001,26,13,1177,0,1,0,0,11,67,18,2024-2025,serie-a
santiago gimenez,milan,FW,2001,14,7,669,5,2,3,1,13,6,38,2024-2025,serie-a
gvidas gineitis,torino,MF,2004,30,15,1430,3,1,5,0,15,36,43,2024-2025,serie-a
ben godfrey,atalanta,DF,1998,1,0,23,0,0,0,0,0,1,1,2024-2025,serie-a
saba goglichidze,empoli,DF,2004,33,29,2539,0,1,3,1,12,45,9,2024-2025,serie-a
edoardo goldaniga,como,DF,1993,32,28,2532,1,0,12,1,20,81,8,2024-2025,serie-a
pierluigi gollini,genoa,GK,1995,7,7,630,0,0,1,0,0,0,0,2024-2025,serie-a
nicolas gonzalez,juventus,"FW,MF",1998,26,23,1750,3,2,3,0,35,69,123,2024-2025,serie-a
robin gosens,fiorentina,DF,1994,31,28,2434,5,5,6,0,31,102,91,2024-2025,serie-a
lucas gournadouath,roma,MF,2003,6,2,229,0,0,2,0,4,9,9,2024-2025,serie-a
alberto grassi,empoli,MF,1995,28,27,2203,1,0,8,0,18,74,24,2024-2025,serie-a
matteo guendouzi,lazio,MF,1999,37,37,3270,1,3,7,0,89,316,64,2024-2025,serie-a
frederic guilbert,lecce,DF,1994,31,31,2435,0,1,3,2,48,88,45,2024-2025,serie-a
albert gumundsson,fiorentina,"FW,MF",1997,24,16,1273,6,1,2,0,35,37,59,2024-2025,serie-a
emmanuel gyasi,empoli,"DF,FW",1994,37,37,3217,2,1,5,0,22,53,108,2024-2025,serie-a
christian gytkjr,venezia,FW,1990,29,6,754,2,1,0,0,3,5,52,2024-2025,serie-a
nicolas haas,empoli,MF,1996,10,2,287,0,0,1,0,2,9,2,2024-2025,serie-a
saad el haddad,venezia,MF,2005,3,0,30,0,0,0,0,1,1,6,2024-2025,serie-a
antoine hainaut,parma,"DF,FW",2002,25,10,1206,2,0,4,0,22,34,37,2024-2025,serie-a
mohamed haj,parma,MF,2005,15,3,453,1,2,4,0,6,13,28,2024-2025,serie-a
ridgeciano haps,venezia,DF,1993,25,14,1369,1,1,3,0,26,52,47,2024-2025,serie-a
abdou harroui,hellas verona,"MF,FW",1998,10,5,463,1,2,1,0,23,21,34,2024-2025,serie-a
liam henderson,empoli,MF,1996,36,27,2337,0,4,10,0,18,108,54,2024-2025,serie-a
mario hermoso,roma,DF,1995,8,2,251,0,0,2,1,3,14,5,2024-2025,serie-a
theo hernandez,milan,DF,1997,33,30,2696,4,3,4,1,93,132,148,2024-2025,serie-a
hernani,parma,MF,1994,25,15,1327,3,3,7,0,29,78,40,2024-2025,serie-a
isak hien,atalanta,DF,1999,30,27,2327,0,0,10,0,7,51,3,2024-2025,serie-a
emil holm,bologna,DF,2000,21,12,1137,1,1,3,0,29,49,43,2024-2025,serie-a
mats hummels,roma,DF,1988,14,11,915,0,0,1,0,4,26,1,2024-2025,serie-a
elseid hysaj,lazio,DF,1994,11,4,424,0,3,2,1,4,14,18,2024-2025,serie-a
arijon ibrahimovic,lazio,MF,2005,1,0,8,0,0,0,0,0,0,0,2024-2025,serie-a
jay idzes,venezia,DF,2000,35,35,3127,1,0,5,0,15,84,15,2024-2025,serie-a
jonathan ikone,como,FW,1998,13,5,540,2,0,1,0,23,17,55,2024-2025,serie-a
jonathan ikone,fiorentina,"FW,MF",1998,14,1,334,0,0,0,0,12,13,39,2024-2025,serie-a
ivan ilic,torino,MF,2001,19,9,920,1,0,4,0,24,45,41,2024-2025,serie-a
samuel ilingjunior,bologna,"FW,MF",2003,7,0,118,1,0,0,0,5,7,27,2024-2025,serie-a
alessio iovine,como,"DF,FW",1991,10,3,387,0,0,2,0,9,6,8,2024-2025,serie-a
gustav isaksen,lazio,FW,2001,37,29,2210,4,2,5,0,95,46,249,2024-2025,serie-a
ardian ismajli,empoli,DF,1996,29,29,2508,0,0,3,0,3,38,1,2024-2025,serie-a
armando izzo,monza,DF,1992,30,28,2435,1,1,12,0,12,72,12,2024-2025,serie-a
fellipe jack,como,DF,2006,7,1,171,0,0,2,0,2,8,1,2024-2025,serie-a
ali jasim,como,"FW,DF",2004,2,0,10,0,0,0,0,1,1,1,2024-2025,serie-a
gaby jean,lecce,DF,2000,19,16,1388,0,0,0,0,8,42,3,2024-2025,serie-a
