nombre,club_actual,Posicion,nacido,partidos_jugados,titularidades,minutos_jugados,goles,asistencias,amarillas,rojas,carreras_progresivas,pases_progresivos,Pases_progresivos_recibidos,temporada,liga
bryan mbeumo,brentford,FW,1999,25,22,1960,9,6,2,0,74,88,195,2023-2024,premier-league
james mcatee,sheffield utd,"MF,FW",2002,30,20,1822,3,3,2,0,56,51,110,2023-2024,premier-league
james mcatee,manchester city,MF,2002,1,0,1,0,0,0,0,0,0,0,2023-2024,premier-league
oliver mcburnie,sheffield utd,FW,1996,21,15,1280,6,3,7,2,6,30,60,2023-2024,premier-league
james mcconnell,liverpool,MF,2004,3,0,4,0,0,0,0,0,1,0,2023-2024,premier-league
john mcginn,aston villa,"MF,FW",1994,35,35,2999,6,4,9,1,59,189,84,2023-2024,premier-league
scott mckenna,nottham forest,DF,1996,5,5,416,0,0,0,0,1,10,0,2023-2024,premier-league
dwight mcneil,everton,"MF,FW",1999,35,33,2892,3,6,2,0,80,114,147,2023-2024,premier-league
scott mctominay,manchester utd,"MF,FW",1996,32,18,1901,7,1,2,0,29,64,47,2023-2024,premier-league
ben mee,brentford,DF,1989,16,15,1272,2,0,1,1,11,49,9,2023-2024,premier-league
hannibal mejbri,manchester utd,"MF,FW",2003,5,1,133,1,0,1,0,2,6,10,2023-2024,premier-league
teden mengi,luton town,DF,2002,30,28,2469,1,0,3,0,15,54,1,2023-2024,premier-league
chris mepham,bournemouth,DF,1997,10,6,617,0,1,2,0,4,25,1,2023-2024,premier-league
lewis miley,newcastle utd,MF,2006,17,14,1202,1,3,1,0,14,53,54,2023-2024,premier-league
james milner,brighton,"DF,MF",1986,15,11,773,0,2,3,0,11,69,73,2023-2024,premier-league
tyrone mings,aston villa,DF,1993,1,1,30,0,0,0,0,0,0,0,2023-2024,premier-league
tyrick mitchell,crystal palace,"DF,MF",1999,37,37,3204,2,3,6,0,32,94,159,2023-2024,premier-league
kaoru mitoma,brighton,FW,1997,19,15,1486,3,4,4,0,121,64,239,2023-2024,premier-league
aleksandar mitrovic,fulham,FW,1994,1,0,33,0,0,0,0,0,1,0,2023-2024,premier-league
jakub moder,brighton,"MF,DF",1999,17,6,618,0,0,2,0,10,23,26,2023-2024,premier-league
gonzalo montiel,nottham forest,DF,1997,14,8,801,0,2,5,0,9,28,32,2023-2024,premier-league
kieffer moore,bournemouth,"FW,MF",1992,8,0,108,1,0,0,0,2,4,15,2023-2024,premier-league
mikey moore,tottenham,MF,2007,2,0,4,0,0,0,0,2,1,2,2023-2024,premier-league
alex moreno,aston villa,DF,1993,21,11,1031,2,0,2,0,32,24,83,2023-2024,premier-league
carlton morris,luton town,"FW,MF",1995,38,32,2862,11,4,4,0,37,56,120,2023-2024,premier-league
mason mount,manchester utd,"MF,FW",1999,14,5,516,1,0,2,0,9,21,34,2023-2024,premier-league
divin mubama,west ham,FW,2004,5,0,80,0,0,0,0,0,0,5,2023-2024,premier-league
mykhailo mudryk,chelsea,FW,2001,31,18,1576,5,2,5,0,92,45,139,2023-2024,premier-league
rodrigo muniz,fulham,FW,2001,26,18,1593,9,1,1,0,8,19,76,2023-2024,premier-league
daniel munoz,crystal palace,"DF,MF",1996,16,16,1439,0,4,4,0,25,38,80,2023-2024,premier-league
finley munroe,aston villa,MF,2005,1,0,4,0,0,0,0,0,0,0,2023-2024,premier-league
arijanet muric,burnley,GK,1998,10,10,900,0,0,0,0,0,1,0,2023-2024,premier-league
murillo,nottham forest,DF,2002,32,32,2789,0,2,5,0,22,89,7,2023-2024,premier-league
alex murphy,newcastle utd,"DF,FW",2004,2,0,13,0,0,0,0,0,1,0,2023-2024,premier-league
jacob murphy,newcastle utd,"FW,DF",1995,21,14,1189,3,7,1,0,33,52,113,2023-2024,premier-league
vitaliy mykolenko,everton,DF,1999,28,28,2469,2,0,1,0,14,55,68,2023-2024,premier-league
marvelous nakamba,luton town,MF,1994,13,13,1130,0,0,5,0,1,36,5,2023-2024,premier-league
michael ndiweni,newcastle utd,FW,2003,1,0,1,0,0,0,0,0,0,0,2023-2024,premier-league
reiss nelson,arsenal,FW,1999,15,1,268,0,0,1,0,9,5,26,2023-2024,premier-league
zack nelson,luton town,"MF,DF",2004,2,0,7,0,0,0,0,0,0,0,2023-2024,premier-league
neto,bournemouth,GK,1989,32,32,2880,0,0,5,0,0,0,0,2023-2024,premier-league
pedro neto,wolves,"FW,MF",2000,20,18,1516,2,9,4,0,98,54,149,2023-2024,premier-league
moussa niakhate,nottham forest,DF,1996,21,15,1460,1,0,5,1,13,39,6,2023-2024,premier-league
eddie nketiah,arsenal,FW,1999,27,10,1082,5,2,3,0,22,20,77,2023-2024,premier-league
christopher nkunku,chelsea,"FW,MF",1997,11,2,443,3,0,0,0,10,19,35,2023-2024,premier-league
rhys norringtondavies,sheffield utd,DF,1999,5,2,110,0,0,1,0,3,2,6,2023-2024,premier-league
oliver norwood,sheffield utd,MF,1991,27,16,1440,1,0,8,0,3,73,10,2023-2024,premier-league
matheus nunes,wolves,MF,1998,2,2,179,0,0,2,1,7,8,9,2023-2024,premier-league
matheus nunes,manchester city,MF,1998,17,7,661,0,2,0,0,28,34,58,2023-2024,premier-league
darwin nunez,liverpool,FW,1999,36,22,2047,11,8,9,0,58,54,206,2023-2024,premier-league
ethan nwaneri,arsenal,FW,2007,1,0,14,0,0,0,0,2,2,1,2023-2024,premier-league
christian nrgaard,brentford,MF,1994,31,30,2505,2,1,8,0,15,161,42,2023-2024,premier-league
mark omahony,brighton,FW,2005,3,1,63,0,0,1,0,0,0,0,2023-2024,premier-league
dara oshea,burnley,DF,1999,33,32,2892,3,4,5,1,32,122,10,2023-2024,premier-league
michael obafemi,burnley,"FW,MF",2000,2,0,20,0,0,0,0,0,0,3,2023-2024,premier-league
wilson odobert,burnley,"MF,FW",2004,29,25,2098,3,2,3,0,102,58,123,2023-2024,premier-league
odeluga offiah,brighton,DF,2002,4,1,128,0,0,0,0,9,4,9,2023-2024,premier-league
chiedozie ogbene,luton town,"MF,DF",1997,30,20,1995,4,1,1,0,127,53,150,2023-2024,premier-league
angelo ogbonna,west ham,DF,1988,11,7,635,0,0,1,0,2,4,0,2023-2024,premier-league
michael olakigbe,brentford,"DF,FW",2004,8,0,59,0,0,0,0,10,4,17,2023-2024,premier-league
michael olise,crystal palace,"FW,MF",2001,19,14,1275,10,6,0,0,68,78,134,2023-2024,premier-league
robin olsen,aston villa,GK,1990,5,4,405,0,0,0,0,0,0,0,2023-2024,premier-league
andrew omobamidele,nottham forest,DF,2002,11,8,783,0,0,2,0,1,8,0,2023-2024,premier-league
amadou onana,everton,MF,2001,30,23,2091,2,0,5,0,21,107,39,2023-2024,premier-league
andre onana,manchester utd,GK,1996,38,38,3420,0,0,5,0,1,5,0,2023-2024,premier-league
ryan one,sheffield utd,FW,2006,1,0,8,0,0,0,0,1,0,0,2023-2024,premier-league
tyler onyango,everton,MF,2003,1,0,1,0,0,0,0,0,0,0,2023-2024,premier-league
fred onyedinma,luton town,"DF,MF",1996,8,4,407,0,0,1,0,9,6,21,2023-2024,premier-league
frank onyeka,brentford,MF,1998,26,11,1161,1,2,8,0,17,33,39,2023-2024,premier-league
divock origi,nottham forest,FW,1995,20,6,606,0,1,1,0,19,14,41,2023-2024,premier-league
stefan ortega,manchester city,GK,1992,9,5,635,0,0,0,0,0,0,0,2023-2024,premier-league
ben osborn,sheffield utd,"DF,MF",1994,24,14,1367,0,2,3,0,16,55,44,2023-2024,premier-league
gabriel osho,luton town,DF,1998,21,21,1846,2,0,3,0,10,37,4,2023-2024,premier-league
william osula,sheffield utd,FW,2003,21,9,786,0,0,4,0,7,2,41,2023-2024,premier-league
dango ouattara,bournemouth,"FW,DF",2002,30,12,1229,1,2,3,0,47,35,90,2023-2024,premier-league
david ozoh,crystal palace,"MF,DF",2005,9,0,156,0,0,1,0,2,4,3,2023-2024,premier-league
joao palhinha,fulham,MF,1995,33,31,2699,4,1,13,0,8,97,14,2023-2024,premier-league
cole palmer,chelsea,"FW,MF",2002,33,29,2607,22,11,7,0,117,197,195,2023-2024,premier-league
cole palmer,manchester city,MF,2002,1,0,11,0,0,0,0,0,0,0,2023-2024,premier-league
emerson palmieri,west ham,DF,1994,36,35,3137,1,2,10,0,59,125,124,2023-2024,premier-league
lucas paqueta,west ham,"FW,MF",1997,31,31,2622,4,6,10,0,34,187,116,2023-2024,premier-league
ben parkinson,newcastle utd,FW,2005,1,0,25,0,0,0,0,0,0,0,2023-2024,premier-league
thomas partey,arsenal,"MF,DF",1993,14,9,788,0,0,3,0,15,72,10,2023-2024,premier-league
nathan patterson,everton,DF,2001,20,9,1005,0,2,4,0,17,38,39,2023-2024,premier-league
myles peartharris,brentford,"DF,MF",2002,3,0,13,0,0,0,0,2,1,1,2023-2024,premier-league
sydie peck,sheffield utd,MF,2004,1,0,10,0,0,0,0,0,0,0,2023-2024,premier-league
facundo pellistri,manchester utd,"FW,MF",2001,9,1,172,0,1,0,0,6,6,31,2023-2024,premier-league
andreas pereira,fulham,MF,1996,37,34,2613,3,7,6,0,56,138,125,2023-2024,premier-league
ivan perisic,tottenham,FW,1989,5,0,103,0,1,2,0,15,9,17,2023-2024,premier-league
ore petrovic,chelsea,GK,1999,23,22,1987,0,0,2,0,0,1,0,2023-2024,premier-league
kalvin phillips,west ham,MF,1995,8,3,309,0,0,3,1,3,19,4,2023-2024,premier-league
kalvin phillips,manchester city,MF,1995,4,0,93,0,0,0,0,7,7,3,2023-2024,premier-league
jaden philogene bidace,aston villa,FW,2002,1,0,4,0,0,0,0,2,0,1,2023-2024,premier-league
jordan pickford,everton,GK,1994,38,38,3420,0,0,5,0,1,6,0,2023-2024,premier-league
ethan pinnock,brentford,DF,1993,29,28,2521,2,0,1,0,11,61,16,2023-2024,premier-league
nick pope,newcastle utd,GK,1992,15,15,1345,0,0,1,0,0,0,0,2023-2024,premier-league
pedro porro,tottenham,DF,1999,35,35,3089,3,7,3,0,57,194,158,2023-2024,premier-league
jarell quansah,liverpool,DF,2003,17,13,1190,2,0,1,0,13,67,1,2023-2024,premier-league
ionut radu,bournemouth,GK,1997,2,2,180,0,0,0,0,0,0,0,2023-2024,premier-league
jesurun rak sakyi,crystal palace,"MF,FW",2002,6,0,136,0,0,0,0,7,2,18,2023-2024,premier-league
aaron ramsdale,arsenal,GK,1998,6,6,540,0,0,0,0,0,2,0,2023-2024,premier-league
aaron ramsey,burnley,"MF,FW",2003,14,5,527,0,0,1,0,8,8,17,2023-2024,premier-league
jacob ramsey,aston villa,"FW,MF",2001,16,8,853,1,1,2,0,33,28,69,2023-2024,premier-league
marcus rashford,manchester utd,FW,1997,33,26,2271,7,2,2,0,95,65,185,2023-2024,premier-league
david raya,arsenal,GK,1995,32,32,2880,0,0,2,0,0,2,0,2023-2024,premier-league
tim ream,fulham,DF,1987,18,17,1503,1,0,4,1,11,65,3,2023-2024,premier-league
nathan redmond,burnley,"FW,MF",1994,12,0,142,0,0,1,0,7,8,22,2023-2024,premier-league
harrison reed,fulham,MF,1995,27,15,1325,0,2,6,0,10,56,40,2023-2024,premier-league
sergio reguilon,manchester utd,DF,1996,9,4,412,0,0,3,0,11,27,38,2023-2024,premier-league
sergio reguilon,brentford,DF,1996,16,14,1118,0,4,4,1,34,38,40,2023-2024,premier-league
gio reyna,nottham forest,"FW,MF",2002,9,2,235,0,1,0,0,3,12,14,2023-2024,premier-league
rodrigo ribeiro,nottham forest,"MF,FW",2005,4,0,17,0,0,0,0,2,2,1,2023-2024,premier-league
declan rice,arsenal,MF,1999,38,37,3225,7,8,5,0,75,278,64,2023-2024,premier-league
chris richards,crystal palace,"DF,MF",2000,26,23,2094,1,1,3,0,1,43,1,2023-2024,premier-league
richarlison,tottenham,FW,1997,28,18,1491,11,4,3,0,26,38,106,2023-2024,premier-league
jairo riedewald,crystal palace,"MF,FW",1996,9,2,235,0,0,0,0,3,10,3,2023-2024,premier-league
matt ritchie,newcastle utd,"FW,MF",1989,13,0,128,1,0,1,0,5,8,13,2023-2024,premier-league
connor roberts,burnley,DF,1995,14,8,823,0,1,5,1,6,38,13,2023-2024,premier-league
andrew robertson,liverpool,DF,1994,23,18,1693,3,2,2,0,63,140,130,2023-2024,premier-league
antonee robinson,fulham,DF,1997,37,37,3265,0,6,6,0,99,129,194,2023-2024,premier-league
jack robinson,sheffield utd,DF,1993,34,31,2885,1,1,10,0,8,63,14,2023-2024,premier-league
rodri,manchester city,MF,1996,34,34,2931,8,9,8,1,76,376,55,2023-2024,premier-league
jay rodriguez,burnley,FW,1989,21,7,822,2,1,0,0,2,17,28,2023-2024,premier-league
mads roerslev,brentford,DF,1999,34,22,1985,1,2,1,0,18,43,90,2023-2024,premier-league
morgan rogers,aston villa,"MF,FW",2002,11,8,638,3,1,3,0,22,28,30,2023-2024,premier-league
cristian romero,tottenham,DF,1998,33,33,2790,5,0,7,1,32,179,8,2023-2024,premier-league
joe rothwell,bournemouth,MF,1995,11,3,386,0,0,0,0,6,20,3,2023-2024,premier-league
pelly ruddock mpanzu,luton town,MF,1993,27,11,1101,0,0,1,0,10,34,15,2023-2024,premier-league
jose sa,wolves,GK,1993,35,35,3037,0,1,1,0,0,1,0,2023-2024,premier-league
dominic sadi,bournemouth,FW,2003,1,0,1,0,0,0,0,0,0,0,2023-2024,premier-league
bukayo saka,arsenal,FW,2001,35,35,2919,16,9,4,0,155,126,508,2023-2024,premier-league
mohamed salah,liverpool,FW,1992,32,28,2534,18,10,2,0,98,147,341,2023-2024,premier-league
william saliba,arsenal,DF,2001,38,38,3420,2,1,4,0,16,157,6,2023-2024,premier-league
albert sambi lokonga,luton town,MF,1999,17,16,1303,1,3,4,0,29,72,13,2023-2024,premier-league
davinson sanchez,tottenham,DF,1996,1,0,77,0,0,1,0,0,2,0,2023-2024,premier-league
robert sanchez,chelsea,GK,1997,16,16,1433,0,0,2,0,0,1,0,2023-2024,premier-league
jadon sancho,manchester utd,"FW,MF",2000,3,0,79,0,0,0,0,10,4,5,2023-2024,premier-league
ibrahim sangare,nottham forest,MF,1997,17,13,1035,0,0,6,0,5,44,7,2023-2024,premier-league
andrey santos,nottham forest,MF,2004,1,0,8,0,0,0,0,0,0,0,2023-2024,premier-league
pablo sarabia,wolves,"MF,FW",1992,30,20,1745,4,7,5,0,41,109,137,2023-2024,premier-league
dane scarlett,tottenham,FW,2004,4,0,22,0,0,0,0,0,1,4,2023-2024,premier-league
kevin schade,brentford,"FW,MF",2001,11,3,333,2,1,0,0,8,9,23,2023-2024,premier-league
fabian schar,newcastle utd,DF,1991,36,35,3054,4,1,5,0,28,133,20,2023-2024,premier-league
jeffrey schlupp,crystal palace,"FW,MF",1992,29,17,1352,2,2,1,0,20,33,52,2023-2024,premier-league
alex scott,bournemouth,MF,2003,23,11,1014,1,1,3,0,24,50,35,2023-2024,premier-league
matz sels,nottham forest,GK,1992,16,16,1440,0,0,1,0,0,0,0,2023-2024,premier-league
nelson semedo,wolves,"DF,MF",1993,36,36,3084,0,1,10,1,103,138,150,2023-2024,premier-league
antoine semenyo,bournemouth,FW,2000,33,25,2105,8,2,6,0,89,64,188,2023-2024,premier-league
marcos senesi,bournemouth,DF,1997,31,26,2242,4,5,13,0,31,127,4,2023-2024,premier-league
luke shaw,manchester utd,DF,1995,12,12,959,0,0,6,0,10,45,30,2023-2024,premier-league
james shea,luton town,GK,1991,1,0,15,0,0,0,0,0,0,0,2023-2024,premier-league
bernardo silva,manchester city,"MF,FW",1994,33,29,2578,6,9,8,0,140,177,260,2023-2024,premier-league
fabio silva,wolves,FW,2002,8,3,264,0,0,2,0,5,10,13,2023-2024,premier-league
thiago silva,chelsea,DF,1984,31,28,2527,3,1,4,0,2,102,5,2023-2024,premier-league
luis sinisterra,bournemouth,"FW,MF",1999,20,7,699,2,2,0,0,51,38,85,2023-2024,premier-league
oliver skipp,tottenham,"MF,DF",2000,21,5,707,0,0,3,0,8,37,25,2023-2024,premier-league
adam smith,bournemouth,DF,1991,28,25,2150,0,2,6,0,24,89,28,2023-2024,premier-league
emile smith rowe,arsenal,MF,2000,13,3,353,0,1,0,0,11,23,18,2023-2024,premier-league
cedric soares,arsenal,DF,1991,3,0,62,0,0,0,0,0,3,6,2023-2024,premier-league
dominic solanke,bournemouth,FW,1997,38,37,3325,19,3,3,0,52,60,184,2023-2024,premier-league
manor solomon,tottenham,FW,1999,5,2,199,0,2,1,0,17,11,44,2023-2024,premier-league
tomas soucek,west ham,MF,1995,37,34,2870,7,2,7,0,7,86,39,2023-2024,premier-league
vinicius souza,sheffield utd,MF,1999,36,29,2668,1,0,3,0,8,66,21,2023-2024,premier-league
jason steele,brighton,GK,1990,17,17,1530,0,0,0,0,0,0,0,2023-2024,premier-league
raheem sterling,chelsea,"FW,MF",1994,31,22,1978,8,4,7,0,120,78,242,2023-2024,premier-league
john stones,manchester city,"DF,MF",1994,16,12,1064,1,0,2,0,16,57,24,2023-2024,premier-league
thomas strakosha,brentford,GK,1995,2,1,135,0,0,0,0,0,0,0,2023-2024,premier-league
dominik szoboszlai,liverpool,MF,2000,33,25,2104,3,2,1,0,75,152,160,2023-2024,premier-league
matt targett,newcastle utd,DF,1995,3,1,78,0,0,1,0,1,2,0,2023-2024,premier-league
james tarkowski,everton,DF,1992,38,38,3419,1,1,11,0,15,130,20,2023-2024,premier-league
jimi tauriainen,chelsea,FW,2004,1,0,1,0,0,0,0,0,0,0,2023-2024,premier-league
nuno tavares,nottham forest,DF,2000,8,5,457,0,0,2,0,14,24,12,2023-2024,premier-league
marcus tavernier,bournemouth,FW,1999,30,25,2118,3,4,3,0,79,84,171,2023-2024,premier-league
charlie taylor,burnley,DF,1993,28,25,2331,1,1,8,0,36,82,81,2023-2024,premier-league
kenny tete,fulham,DF,1995,14,10,867,1,0,2,0,20,54,38,2023-2024,premier-league
luke thomas,sheffield utd,DF,2001,12,11,917,0,0,3,0,8,33,22,2023-2024,premier-league
youri tielemans,aston villa,"MF,FW",1997,32,17,1622,2,6,3,0,23,128,46,2023-2024,premier-league
jurrien timber,arsenal,DF,2001,2,1,71,0,0,2,0,0,8,5,2023-2024,premier-league
harry toffolo,nottham forest,DF,1995,23,15,1459,1,3,3,0,10,42,34,2023-2024,premier-league
takehiro tomiyasu,arsenal,DF,1998,22,10,1149,2,1,2,1,17,72,37,2023-2024,premier-league
james tomkins,crystal palace,DF,1989,4,0,10,0,0,0,0,0,1,0,2023-2024,premier-league
sandro tonali,newcastle utd,MF,2000,8,5,438,1,0,2,0,11,19,21,2023-2024,premier-league
ivan toney,brentford,FW,1996,17,16,1450,4,2,5,0,23,40,98,2023-2024,premier-league
pau torres,aston villa,DF,1997,29,27,2464,2,0,1,0,42,128,16,2023-2024,premier-league
andros townsend,luton town,"MF,FW",1991,27,14,1210,1,3,1,0,47,35,71,2023-2024,premier-league
james trafford,burnley,GK,2002,28,28,2520,0,0,2,0,0,6,0,2023-2024,premier-league
adama traore,fulham,"FW,MF",1996,17,1,377,2,3,2,0,29,16,48,2023-2024,premier-league
benie traore,sheffield utd,"FW,MF",2002,8,3,387,0,0,0,0,7,9,14,2023-2024,premier-league
bertrand traore,aston villa,"DF,FW",1995,2,0,11,0,0,0,0,0,0,0,2023-2024,premier-league
boubacar traore,wolves,MF,2001,24,7,819,0,0,4,0,9,29,15,2023-2024,premier-league
mark travers,bournemouth,GK,1999,4,4,360,0,0,0,0,0,0,0,2023-2024,premier-league
mike tresor,burnley,"FW,MF",1999,16,3,420,0,0,0,0,15,10,31,2023-2024,premier-league
kieran trippier,newcastle utd,DF,1990,28,26,2236,1,10,5,0,34,157,128,2023-2024,premier-league
leandro trossard,arsenal,"FW,MF",1994,34,18,1649,12,1,2,0,66,76,155,2023-2024,premier-league
auston trusty,sheffield utd,DF,1998,32,28,2572,0,0,4,0,10,40,15,2023-2024,premier-league
kostas tsimikas,liverpool,DF,1996,13,8,679,0,3,0,0,24,31,73,2023-2024,premier-league
matt turner,nottham forest,GK,1994,17,17,1530,0,0,2,0,0,0,0,2023-2024,premier-league
destiny udogie,tottenham,DF,2002,28,28,2391,2,3,7,1,83,155,138,2023-2024,premier-league
lesley ugochukwu,chelsea,MF,2004,12,3,301,0,0,2,0,8,17,3,2023-2024,premier-league
enes unal,bournemouth,"FW,MF",1997,16,2,328,2,2,1,0,4,7,28,2023-2024,premier-league
virgil van dijk,liverpool,DF,1991,36,36,3177,2,2,3,1,32,200,7,2023-2024,premier-league
raphael varane,manchester utd,DF,1993,22,16,1375,1,0,2,0,16,59,2,2023-2024,premier-league
alejo veliz,tottenham,FW,2003,8,0,50,1,0,1,0,0,1,3,2023-2024,premier-league
joel veltman,brighton,DF,1992,27,17,1588,1,1,4,0,24,85,54,2023-2024,premier-league
micky van de ven,tottenham,DF,2001,27,27,2339,3,0,5,0,19,108,9,2023-2024,premier-league
bart verbruggen,brighton,GK,2002,21,21,1890,0,0,3,0,0,3,0,2023-2024,premier-league
guglielmo vicario,tottenham,GK,1996,38,38,3420,0,0,2,0,0,3,0,2023-2024,premier-league
fabio vieira,arsenal,"MF,FW",2000,11,2,297,1,2,0,1,12,15,30,2023-2024,premier-league
carlos vinicius,fulham,FW,1995,13,2,315,2,0,2,0,3,3,13,2023-2024,premier-league
vitinho,burnley,"DF,MF",1999,32,26,2314,0,2,1,0,59,66,110,2023-2024,premier-league
odysseas vlachodimos,nottham forest,GK,1994,5,5,450,0,0,0,0,0,1,0,2023-2024,premier-league
kyle walker,manchester city,DF,1990,32,30,2767,0,4,2,0,74,157,172,2023-2024,premier-league
aaron wanbissaka,manchester utd,DF,1997,22,20,1780,0,2,4,0,30,77,54,2023-2024,premier-league
joel ward,crystal palace,DF,1989,26,23,1980,0,1,4,0,16,66,14,2023-2024,premier-league
james wardprowse,west ham,MF,1994,37,34,3001,7,7,4,0,18,144,63,2023-2024,premier-league
lewis warrington,everton,FW,2002,1,0,1,0,0,0,0,0,0,0,2023-2024,premier-league
deivid washington,chelsea,"DF,FW",2005,2,0,13,0,0,0,0,0,0,1,2023-2024,premier-league
ollie watkins,aston villa,FW,1995,37,37,3217,19,13,4,0,62,55,214,2023-2024,premier-league
adam webster,brighton,DF,1995,15,13,1144,0,0,2,0,16,80,2,2023-2024,premier-league
danny welbeck,brighton,"FW,MF",1990,29,21,1693,5,1,4,0,32,44,100,2023-2024,premier-league
timo werner,tottenham,FW,1996,13,10,809,2,3,1,0,79,41,124,2023-2024,premier-league
adam wharton,crystal palace,MF,2004,16,15,1297,0,3,2,0,14,79,10,2023-2024,premier-league
ethan wheatley,manchester utd,FW,2006,3,0,16,0,0,0,0,0,0,1,2023-2024,premier-league
ben white,arsenal,DF,1997,37,35,2988,4,4,8,0,44,192,162,2023-2024,premier-league
joe white,newcastle utd,MF,2002,4,0,13,0,0,1,0,2,3,3,2023-2024,premier-league
neco williams,nottham forest,DF,2001,26,18,1637,0,1,4,0,48,47,86,2023-2024,premier-league
willian,fulham,FW,1988,31,24,2053,4,2,1,0,92,153,181,2023-2024,premier-league
joe willock,newcastle utd,MF,1999,9,5,419,1,0,0,0,16,17,26,2023-2024,premier-league
callum wilson,newcastle utd,FW,1992,20,9,991,9,1,3,0,11,9,77,2023-2024,premier-league
harry wilson,fulham,FW,1997,35,16,1620,4,6,6,0,41,60,130,2023-2024,premier-league
yoane wissa,brentford,FW,1996,34,29,2493,12,3,7,0,45,48,150,2023-2024,premier-league
chris wood,nottham forest,FW,1991,31,20,1812,14,1,0,0,16,30,76,2023-2024,premier-league
cauley woodrow,luton town,"FW,MF",1994,24,2,427,1,1,2,0,7,6,22,2023-2024,premier-league
joe worrall,nottham forest,DF,1997,7,5,439,0,0,0,1,0,8,1,2023-2024,premier-league
yehor yarmoliuk,brentford,MF,2004,27,6,688,0,0,2,0,13,35,36,2023-2024,premier-league
ryan yates,nottham forest,MF,1997,35,21,1992,1,1,6,0,18,73,37,2023-2024,premier-league
ashley young,everton,"DF,MF",1985,31,27,2280,0,0,7,1,40,82,61,2023-2024,premier-league
illia zabarnyi,bournemouth,DF,2002,37,37,3330,1,0,5,0,24,109,1,2023-2024,premier-league
nicolo zaniolo,aston villa,"FW,MF",1999,25,9,839,2,0,7,0,35,30,60,2023-2024,premier-league
anass zaroury,burnley,"FW,MF",2000,6,1,152,0,0,0,1,2,2,12,2023-2024,premier-league
oleksandr zinchenko,arsenal,DF,1996,27,20,1722,1,2,2,0,40,229,58,2023-2024,premier-league
kurt zouma,west ham,DF,1994,33,32,2838,3,0,3,0,7,53,1,2023-2024,premier-league
martin degaard,arsenal,MF,1998,35,35,3091,8,10,2,0,91,344,202,2023-2024,premier-league
