nombre,club_actual,Posicion,nacido,partidos_jugados,titularidades,minutos_jugados,goles,asistencias,amarillas,rojas,carreras_progresivas,pases_progresivos,Pases_progresivos_recibidos,temporada,liga
kike barja,osasuna,"FW,MF",1997,15,3,315,0,1,3,0,22,4,39,2024-2025,laliga
enzo barrenechea,valencia,MF,2001,30,26,2191,1,2,6,0,21,126,16,2024-2025,laliga
ander barrenetxea,real sociedad,"MF,FW",2001,30,14,1263,1,3,6,0,43,48,152,2024-2025,laliga
pablo barrios,atletico madrid,MF,2003,31,28,2330,1,4,4,1,29,142,69,2024-2025,laliga
thierno barry,villarreal,FW,2002,35,25,2323,11,4,4,0,44,27,124,2024-2025,laliga
marc bartra,betis,DF,1991,25,23,2099,2,1,2,0,7,68,1,2024-2025,laliga
aboubacar bassinga,las palmas,MF,2005,1,0,4,0,0,0,0,0,0,0,2024-2025,laliga
augusto batalla,rayo vallecano,GK,1996,32,32,2880,0,0,6,0,0,2,0,2024-2025,laliga
rafael bauza,espanyol,MF,2005,5,2,183,0,0,1,0,1,7,3,2024-2025,laliga
sheraldo becker,real sociedad,"FW,MF",1995,22,11,995,2,1,1,1,51,23,110,2024-2025,laliga
donny van de beek,girona,MF,1997,26,16,1421,2,2,5,0,17,45,85,2024-2025,laliga
luken beitia,real sociedad,DF,2004,1,0,8,0,0,0,0,0,0,0,2024-2025,laliga
ismael bekhoucha,getafe,"MF,DF",2004,5,0,69,0,0,2,0,1,1,1,2024-2025,laliga
hector bellerin,betis,DF,1995,9,6,580,0,2,1,0,3,24,22,2024-2025,laliga
jude bellingham,real madrid,MF,2003,31,29,2488,9,8,5,1,74,199,143,2024-2025,laliga
fran beltran,celta vigo,MF,1999,34,29,2421,2,1,3,0,28,152,29,2024-2025,laliga
carlos benavidez,alaves,MF,1998,18,6,487,1,1,3,0,4,26,5,2024-2025,laliga
iker benito,osasuna,"FW,MF",2002,2,0,37,0,0,0,0,2,0,4,2024-2025,laliga
yuri berchiche,athletic club,DF,1990,30,22,2044,0,2,5,0,43,161,66,2024-2025,laliga
alex berenguer,athletic club,"FW,MF",1995,36,28,2339,6,7,5,0,65,78,216,2024-2025,laliga
marc bernal,barcelona,MF,2007,3,3,242,0,0,2,0,0,8,2,2024-2025,laliga
juan bernat,villarreal,"DF,MF",1993,10,1,212,0,1,0,0,4,8,23,2024-2025,laliga
juan bernat,getafe,"MF,DF",1993,14,9,699,0,1,0,0,2,14,36,2024-2025,laliga
juan berrocal,getafe,DF,1999,19,11,1063,0,0,8,1,1,25,1,2024-2025,laliga
antonio blanco,alaves,MF,2000,35,32,2727,0,1,11,1,13,146,19,2024-2025,laliga
daley blind,girona,DF,1990,34,31,2780,0,2,2,0,71,272,61,2024-2025,laliga
adama boiro,athletic club,"DF,FW",2002,18,13,1101,0,0,3,0,25,46,36,2024-2025,laliga
enzo boyomo,osasuna,DF,2001,34,33,2987,2,0,5,0,16,111,7,2024-2025,laliga
enzo boyomo,valladolid,DF,2001,3,3,270,0,0,0,0,1,7,0,2024-2025,laliga
darko brasanac,leganes,MF,1992,30,15,1617,1,2,4,0,6,43,53,2024-2025,laliga
tajon buchanan,villarreal,MF,1999,13,4,416,1,2,2,0,19,5,45,2024-2025,laliga
ante budimir,osasuna,FW,1991,38,34,2952,21,4,4,0,23,24,134,2024-2025,laliga
manu bueno,sevilla,"MF,FW",2004,9,1,140,1,0,0,0,2,5,5,2024-2025,laliga
endika bujan,athletic club,FW,2003,1,0,7,0,0,0,0,1,0,0,2024-2025,laliga
pau cabanes,villarreal,"MF,FW",2005,10,0,163,1,0,0,0,10,11,33,2024-2025,laliga
pau cabanes,alaves,"MF,FW",2005,6,2,188,0,0,1,0,15,5,15,2024-2025,laliga
leandro cabrera,espanyol,DF,1991,33,32,2869,4,2,4,1,9,69,6,2024-2025,laliga
fernando calero,espanyol,"DF,MF",1995,21,6,715,1,0,1,0,0,17,2,2024-2025,laliga
eduardo camavinga,real madrid,"MF,DF",2002,19,11,1102,1,2,2,0,26,61,31,2024-2025,laliga
sergio camello,rayo vallecano,FW,2001,23,14,1134,3,2,2,0,20,27,68,2024-2025,laliga
jose campana,las palmas,MF,1993,25,15,1189,0,3,5,0,11,87,15,2024-2025,laliga
peio canales,athletic club,"MF,FW",2005,8,2,259,0,0,0,0,6,6,11,2024-2025,laliga
antonio candela,valladolid,DF,2000,12,12,906,0,0,1,0,16,22,29,2024-2025,laliga
sergi canos,valencia,"MF,FW",1997,17,2,370,0,1,3,0,7,9,47,2024-2025,laliga
dani cardenas,rayo vallecano,GK,1997,6,6,540,0,0,0,0,0,0,0,2024-2025,laliga
irvin cardona,espanyol,"FW,MF",1997,16,5,606,1,1,1,0,14,15,43,2024-2025,laliga
marc cardona,las palmas,"FW,DF",1995,11,0,132,0,0,2,0,2,3,12,2024-2025,laliga
sergi cardona,villarreal,DF,1999,35,34,2945,1,7,11,0,52,77,198,2024-2025,laliga
johnny cardoso,betis,MF,2001,28,24,2144,3,1,4,0,19,71,28,2024-2025,laliga
jose carlos gonzalez,las palmas,DF,2006,1,0,11,0,0,0,0,0,0,1,2024-2025,laliga
carmona,sevilla,DF,2002,35,35,2942,0,0,11,0,45,109,57,2024-2025,laliga
sergio carreira,celta vigo,"MF,DF",2000,23,19,1656,0,4,1,0,39,53,140,2024-2025,laliga
dani carvajal,real madrid,DF,1992,8,7,609,1,0,1,0,13,27,48,2024-2025,laliga
william carvalho,betis,MF,1992,14,6,484,0,0,1,0,5,45,10,2024-2025,laliga
marc casado,barcelona,MF,2003,23,20,1611,1,3,4,1,12,107,24,2024-2025,laliga
catena,osasuna,DF,1994,35,35,3074,1,3,11,0,9,89,4,2024-2025,laliga
maximiliano caufriez,valencia,DF,1997,1,1,90,0,0,0,0,0,1,0,2024-2025,laliga
dani ceballos,real madrid,MF,1996,23,15,1215,0,0,4,0,42,150,17,2024-2025,laliga
franco cervi,celta vigo,"FW,MF",1994,7,4,273,0,0,1,0,3,14,21,2024-2025,laliga
raul chasco,valladolid,DF,2003,2,1,130,0,0,0,0,1,3,2,2024-2025,laliga
pep chavarria,rayo vallecano,"DF,FW",1998,34,28,2585,0,1,3,0,59,114,133,2024-2025,laliga
walid cheddira,espanyol,FW,1998,22,5,640,1,1,3,0,8,12,34,2024-2025,laliga
chema,real madrid,MF,2005,2,0,12,0,0,0,0,0,0,0,2024-2025,laliga
julian chicco,leganes,"MF,DF",1998,14,2,302,0,1,0,0,8,16,7,2024-2025,laliga
chiquinho,mallorca,"MF,FW",2000,8,1,146,0,0,2,0,4,1,12,2024-2025,laliga
andreas christensen,barcelona,DF,1996,5,2,254,0,0,3,0,1,15,1,2024-2025,laliga
jasper cillessen,las palmas,GK,1989,27,27,2335,0,0,1,0,0,0,0,2024-2025,laliga
pathe ciss,rayo vallecano,"MF,DF",1994,33,25,2140,4,1,12,0,19,128,12,2024-2025,laliga
seydouba cisse,leganes,MF,2001,34,31,2435,3,1,3,1,26,110,42,2024-2025,laliga
silvi clua,girona,MF,2005,4,2,163,0,0,0,0,4,3,3,2024-2025,laliga
eray comert,valladolid,"DF,MF",1998,25,21,1779,0,0,6,0,9,48,5,2024-2025,laliga
santi comesana,villarreal,MF,1996,35,30,2560,4,2,7,0,39,154,58,2024-2025,laliga
diego conde,villarreal,GK,1998,22,22,1962,0,1,2,0,0,0,0,2024-2025,laliga
tomas conechny,alaves,"FW,MF",1998,22,9,847,1,0,8,0,14,23,61,2024-2025,laliga
copete,mallorca,DF,1999,25,16,1528,0,0,6,0,10,47,2,2024-2025,laliga
iker cordoba,valencia,DF,2005,2,0,15,0,0,0,0,0,1,1,2024-2025,laliga
angel correa,atletico madrid,"FW,MF",1995,31,3,805,4,1,3,1,30,25,85,2024-2025,laliga
thierry correia,valencia,DF,1999,11,9,768,0,0,1,0,16,44,48,2024-2025,laliga
coba da costa,getafe,"MF,FW",2002,19,12,1006,1,1,4,0,46,16,83,2024-2025,laliga
logan costa,villarreal,DF,2001,32,28,2587,2,1,3,0,25,116,10,2024-2025,laliga
samu costa,mallorca,MF,2000,32,31,2649,0,2,10,1,24,116,69,2024-2025,laliga
thibaut courtois,real madrid,GK,1992,30,30,2700,0,0,1,0,0,0,0,2024-2025,laliga
juan cruz armada,osasuna,DF,1992,25,19,1492,0,0,4,0,9,53,12,2024-2025,laliga
juan cruz,leganes,"FW,MF",2000,34,26,2257,5,4,2,0,59,66,131,2024-2025,laliga
pau cubarsi,barcelona,DF,2007,35,29,2618,0,3,3,0,26,191,6,2024-2025,laliga
cucho,betis,FW,1999,15,14,1139,5,1,0,0,27,34,82,2024-2025,laliga
arnaut danjuma,villarreal,FW,1997,3,3,200,2,0,1,0,4,1,17,2024-2025,laliga
arnaut danjuma,girona,"FW,MF",1997,25,15,1335,2,0,2,0,91,41,185,2024-2025,laliga
sergi darder,mallorca,"MF,FW",1993,38,34,2744,2,6,4,0,37,142,83,2024-2025,laliga
rodrigo de paul,atletico madrid,MF,1994,34,23,2106,3,5,7,0,85,231,64,2024-2025,laliga
mouctar diakhaby,valencia,DF,1996,13,7,653,2,0,0,0,5,14,2,2024-2025,laliga
assane diao,betis,FW,2005,10,2,277,1,2,0,0,9,1,27,2024-2025,laliga
moussa diarra,alaves,DF,2000,26,20,1866,0,0,6,0,12,70,31,2024-2025,laliga
brahim diaz,real madrid,"FW,MF",1999,31,16,1385,4,2,0,0,39,74,110,2024-2025,laliga
daniel diaz,real sociedad,MF,2006,1,0,10,0,0,0,0,0,0,0,2024-2025,laliga
pedro diaz,rayo vallecano,MF,1998,26,12,1211,3,0,2,0,27,62,49,2024-2025,laliga
diego,leganes,FW,2000,28,13,1195,3,0,2,0,9,16,49,2024-2025,laliga
stole dimitrievski,valencia,GK,1993,4,4,360,0,0,1,0,0,0,0,2024-2025,laliga
yan diomande,leganes,"MF,FW",2006,10,6,545,2,1,1,0,37,16,64,2024-2025,laliga
alvaro djalo,athletic club,FW,1999,17,7,659,1,0,2,0,22,13,60,2024-2025,laliga
djene,getafe,"DF,MF",1991,31,31,2548,0,0,10,1,18,74,21,2024-2025,laliga
marko dmitrovic,leganes,GK,1992,32,32,2880,0,0,0,0,0,1,0,2024-2025,laliga
marc domenech,mallorca,"FW,MF",2006,10,3,303,0,0,0,0,1,4,21,2024-2025,laliga
carlos dominguez,celta vigo,DF,2001,19,13,1181,0,0,1,0,15,66,4,2024-2025,laliga
israel dominguez,sevilla,FW,2003,1,0,18,0,0,0,0,0,0,0,2024-2025,laliga
sergi dominguez,barcelona,DF,2005,3,2,172,0,0,1,0,0,13,1,2024-2025,laliga
anastasios douvikas,celta vigo,FW,1999,20,6,700,3,1,2,0,6,6,43,2024-2025,laliga
domingos duarte,getafe,DF,1995,22,21,1859,1,0,4,2,3,47,3,2024-2025,laliga
duk,leganes,"MF,FW",2000,10,1,179,0,0,1,0,10,3,21,2024-2025,laliga
pablo duran,celta vigo,"FW,MF",2001,27,15,1394,4,4,3,0,24,30,124,2024-2025,laliga
hugo duro,valencia,FW,1999,31,25,2166,11,2,5,0,13,28,88,2024-2025,laliga
chidera ejuke,sevilla,FW,1998,25,9,966,2,1,0,0,75,38,101,2024-2025,laliga
aritz elustondo,real sociedad,DF,1994,22,16,1457,0,0,2,1,17,51,4,2024-2025,laliga
adri embarba,rayo vallecano,"FW,MF",1992,35,18,1607,1,1,4,0,47,45,114,2024-2025,laliga
endrick,real madrid,FW,2006,22,3,363,1,0,1,0,12,8,32,2024-2025,laliga
alfonso espino,rayo vallecano,DF,1992,16,9,833,0,1,4,0,10,39,29,2024-2025,laliga
dario essugo,las palmas,MF,2005,27,25,1938,1,0,11,2,18,76,8,2024-2025,laliga
etienne etoo,rayo vallecano,FW,2002,2,0,40,0,0,0,0,0,0,1,2024-2025,laliga
karl etta,villarreal,"MF,FW",2003,4,0,37,1,0,0,0,0,0,0,2024-2025,laliga
edu exposito,espanyol,MF,1996,19,12,1045,0,2,3,0,23,64,41,2024-2025,laliga
abde ezzalzouli,betis,"FW,MF",2001,32,23,1984,2,2,2,0,117,68,215,2024-2025,laliga
ansu fati,barcelona,FW,2002,6,3,233,0,0,1,0,7,6,32,2024-2025,laliga
nabil fekir,betis,MF,1993,2,2,180,0,1,0,0,9,10,18,2024-2025,laliga
kiko femenia,villarreal,DF,1991,28,27,2227,0,1,7,0,52,112,44,2024-2025,laliga
aitor fernandez,osasuna,GK,1991,1,1,90,0,0,0,0,0,0,0,2024-2025,laliga
alvaro fernandez,sevilla,GK,1998,9,8,747,0,0,2,0,0,0,0,2024-2025,laliga
pelayo fernandez,rayo vallecano,DF,2003,2,1,98,0,0,1,0,0,1,0,2024-2025,laliga
roberto fernandez,espanyol,FW,2002,19,18,1497,6,0,1,0,7,17,50,2024-2025,laliga
valery fernandez,mallorca,"MF,FW",1999,18,1,309,2,0,1,0,2,5,14,2024-2025,laliga
andre ferreira,valladolid,GK,1996,6,6,540,0,0,0,0,0,0,0,2024-2025,laliga
mateo flores,betis,MF,2004,6,1,153,0,0,1,0,0,9,2,2024-2025,laliga
pablo fornals,betis,"MF,FW",1996,26,22,1827,2,0,2,0,32,146,85,2024-2025,laliga
hector fort,barcelona,DF,2006,17,5,585,0,0,2,0,14,26,33,2024-2025,laliga
dimitri foulquier,valencia,DF,1993,32,25,2299,0,1,6,0,48,97,66,2024-2025,laliga
juan foyth,villarreal,DF,1998,19,17,1517,1,0,4,0,13,65,11,2024-2025,laliga
fran,real madrid,GK,2005,1,1,90,0,0,0,0,0,0,0,2024-2025,laliga
alejandro frances,girona,DF,2002,18,13,1173,0,0,2,0,18,63,21,2024-2025,laliga
enric franquesa,leganes,"DF,FW",1997,12,7,616,1,0,1,0,11,12,30,2024-2025,laliga
jorge de frutos,rayo vallecano,"FW,MF",1997,36,30,2495,6,3,3,1,77,44,201,2024-2025,laliga
dario fuentes,sevilla,DF,2003,1,0,5,0,0,1,0,0,0,0,2024-2025,laliga
manuel fuster,las palmas,"FW,MF",1997,28,8,1003,2,1,2,0,23,71,75,2024-2025,laliga
javi galan,atletico madrid,DF,1994,25,21,1784,0,3,8,0,52,54,107,2024-2025,laliga
inigo ruiz de galarreta,athletic club,MF,1993,26,18,1477,0,4,5,0,27,137,39,2024-2025,laliga
conor gallagher,atletico madrid,MF,2000,32,19,1633,3,3,2,0,24,64,64,2024-2025,laliga
facundo garces,alaves,DF,1999,10,7,678,0,0,2,0,3,12,3,2024-2025,laliga
alvaro garcia,rayo vallecano,"FW,MF",1992,36,28,2559,4,5,4,0,68,71,245,2024-2025,laliga
eric garcia,barcelona,"DF,MF",2001,29,14,1566,2,3,4,0,18,109,22,2024-2025,laliga
fran garcia,real madrid,DF,1999,31,24,2171,0,2,0,0,78,119,177,2024-2025,laliga
gonzalo garcia,real madrid,"FW,DF",2004,3,0,56,0,1,0,0,0,0,3,2024-2025,laliga
joan garcia,espanyol,GK,2001,38,38,3420,0,0,2,0,0,1,0,2024-2025,laliga
pablo garcia,betis,FW,2006,3,0,38,0,0,0,0,2,0,8,2024-2025,laliga
ruben garcia,osasuna,"FW,MF",1993,36,30,2413,5,5,2,0,37,112,157,2024-2025,laliga
unai garcia,osasuna,DF,1992,3,1,65,0,0,0,0,0,3,0,2024-2025,laliga
yarek gasiorowski,valencia,DF,2005,15,9,947,0,0,1,0,9,38,0,2024-2025,laliga
gavi,barcelona,"MF,FW",2004,26,14,1085,1,1,4,0,13,77,42,2024-2025,laliga
paulo gazzaniga,girona,GK,1992,36,36,3195,0,0,4,0,0,0,0,2024-2025,laliga
bryan gil,girona,"FW,MF",2001,25,21,1721,3,3,4,0,76,74,210,2024-2025,laliga
dani gomez,valencia,FW,1998,14,5,532,2,0,0,0,3,6,24,2024-2025,laliga
moi gomez,osasuna,"MF,FW",1994,26,6,796,0,0,1,0,13,49,16,2024-2025,laliga
sergi gomez,espanyol,DF,1992,12,6,664,0,0,1,0,0,8,1,2024-2025,laliga
sergio gomez,real sociedad,"MF,DF",2000,37,31,2738,2,5,4,0,43,93,154,2024-2025,laliga
unai gomez,athletic club,"MF,FW",2003,32,14,1284,1,3,1,0,19,23,49,2024-2025,laliga
fabio gonzalez,las palmas,MF,1997,2,0,53,0,0,0,0,0,6,0,2024-2025,laliga
peter gonzalez,getafe,"MF,FW",2002,17,2,477,0,0,1,0,8,6,33,2024-2025,laliga
urko gonzalez,espanyol,MF,2001,17,16,1374,0,2,2,0,18,62,8,2024-2025,laliga
urko gonzalez,real sociedad,MF,2001,1,1,45,0,0,1,0,0,1,0,2024-2025,laliga
andoni gorosabel,athletic club,DF,1996,20,17,1485,0,2,5,0,17,51,59,2024-2025,laliga
jose gragera,espanyol,MF,2000,10,7,569,0,0,0,0,1,14,3,2024-2025,laliga
dominik greif,mallorca,GK,1997,31,31,2790,0,0,1,0,0,0,0,2024-2025,laliga
antoine griezmann,atletico madrid,"FW,MF",1991,38,29,2469,8,7,2,0,46,143,177,2024-2025,laliga
florian grillitsch,valladolid,MF,1995,13,7,623,0,0,1,0,9,38,7,2024-2025,laliga
vicente guaita,celta vigo,GK,1987,34,34,3060,0,0,0,0,0,1,0,2024-2025,laliga
sergi guardiola,rayo vallecano,FW,1991,16,1,362,0,0,1,0,2,3,22,2024-2025,laliga
nemanja gudelj,sevilla,"MF,DF",1991,31,27,2493,1,1,6,0,14,64,5,2024-2025,laliga
javier guerra,valencia,MF,2003,36,31,2581,3,3,5,0,50,137,84,2024-2025,laliga
ander guevara,alaves,MF,1997,33,20,1947,0,1,3,0,14,112,19,2024-2025,laliga
pape gueye,villarreal,MF,1999,34,26,2224,4,0,6,2,36,156,69,2024-2025,laliga
hugo guillamon,valencia,MF,2000,12,4,364,0,0,2,0,0,15,5,2024-2025,laliga
carlos guirao,betis,MF,2003,2,2,110,0,0,0,0,1,2,2,2024-2025,laliga
arda guler,real madrid,"MF,FW",2005,28,14,1250,3,4,1,0,34,93,86,2024-2025,laliga
gerard gumbau,rayo vallecano,MF,1994,22,7,849,0,1,4,0,2,41,21,2024-2025,laliga
jon guridi,alaves,"MF,FW",1995,33,27,2080,3,1,6,0,27,79,90,2024-2025,laliga
gorka guruzeta,athletic club,FW,1996,36,21,1840,7,2,2,0,8,31,64,2024-2025,laliga
miguel gutierrez,girona,"DF,MF",2001,29,29,2458,1,5,4,0,63,103,199,2024-2025,laliga
munir el haddadi,leganes,"FW,MF",1995,25,10,862,4,0,1,1,11,29,42,2024-2025,laliga
sebastien haller,leganes,FW,1994,8,5,404,0,0,0,0,3,4,14,2024-2025,laliga
henrique,valladolid,DF,1994,5,4,352,0,0,0,0,2,12,4,2024-2025,laliga
javi hernandez,leganes,DF,1998,31,27,2389,2,1,6,0,40,80,90,2024-2025,laliga
aridane hernandez,rayo vallecano,DF,1989,14,11,1025,0,0,1,0,2,38,0,2024-2025,laliga
jorge herrando,osasuna,DF,2001,18,15,1366,1,0,3,0,7,38,1,2024-2025,laliga
ander herrera,athletic club,MF,1989,8,2,273,0,0,2,0,2,16,5,2024-2025,laliga
sergio herrera,osasuna,GK,1993,37,37,3330,0,0,5,0,0,2,0,2024-2025,laliga
yangel herrera,girona,MF,1998,29,27,2257,4,3,10,1,31,110,99,2024-2025,laliga
juan herzog,las palmas,DF,2003,19,15,1315,0,0,1,0,0,27,1,2024-2025,laliga
omar el hilali,espanyol,DF,2003,36,36,3153,0,2,11,0,35,84,61,2024-2025,laliga
roger hinojo,espanyol,DF,2005,1,0,9,0,0,0,0,1,0,2,2024-2025,laliga
dinko horkas,las palmas,GK,1999,13,11,1085,0,0,1,0,0,2,0,2024-2025,laliga
pablo ibanez,osasuna,MF,1998,28,13,1294,1,1,4,0,21,51,31,2024-2025,laliga
stanis idumbo,sevilla,"FW,MF",2005,14,3,284,1,1,0,0,10,8,20,2024-2025,laliga
iglesias,getafe,DF,1998,37,32,2888,0,1,4,0,32,84,67,2024-2025,laliga
borja iglesias,celta vigo,FW,1993,37,24,1952,11,3,2,0,22,28,108,2024-2025,laliga
kelechi iheanacho,sevilla,FW,1996,9,5,400,0,0,0,0,6,5,17,2024-2025,laliga
isco,betis,MF,1992,22,17,1547,9,8,5,0,38,152,112,2024-2025,laliga
diego iturralde,sevilla,FW,2003,1,1,37,0,0,0,0,0,0,1,2024-2025,laliga
ivan jaime pajuelo,valencia,MF,2000,9,2,297,0,0,0,0,8,15,14,2024-2025,laliga
karl jakob hein,valladolid,GK,2002,31,31,2790,0,0,0,0,0,0,0,2024-2025,laliga
adnan januzaj,las palmas,"MF,FW",1995,18,5,598,2,1,5,0,24,41,58,2024-2025,laliga
mikel jauregizar,athletic club,MF,2003,34,25,2244,2,1,4,1,14,118,31,2024-2025,laliga
john joe,getafe,"MF,FW",2003,4,0,48,0,0,1,0,1,0,6,2024-2025,laliga
jofre,espanyol,"MF,FW",2001,37,26,2165,3,3,5,0,65,48,156,2024-2025,laliga
frenkie de jong,barcelona,MF,1997,26,9,1143,2,2,3,0,36,120,24,2024-2025,laliga
joan jordan,alaves,MF,1994,25,15,1414,5,2,4,0,7,104,35,2024-2025,laliga
