"comp_name","country","season_start_year","squad","player_num","player_name","player_position","player_dob","player_age","player_nationality","current_club","player_height_mtrs","player_foot","date_joined","joined_from","contract_expiry","player_market_value_euro","player_url","Season"
"Ligue 2","France",2024,"AS Saint-Étienne","22","Zuriko Davitashvili","Left Winger",NA,24,"Georgia","AS Saint-Étienne","1.75","right",NA,"FC Girondins Bordeaux",NA,1e+07,"https://www.transfermarkt.com/zuriko-davitashvili/profil/spieler/427572","2024-2025"
"Ligue 2","France",2024,"AS Saint-Étienne","11","Ben Old","Left Winger",NA,22,"New Zealand","AS Saint-Étienne","1.73","left",NA,"Wellington Phoenix",NA,7e+05,"https://www.transfermarkt.com/ben-old/profil/spieler/617021","2024-2025"
"Ligue 2","France",2024,"AS Saint-Étienne","-","Mathieu Cafaro","Right Winger",NA,28,"France","Paris FC","1.75","right",NA,"Standard Liège",NA,2500000,"https://www.transfermarkt.com/mathieu-cafaro/profil/spieler/399383","2024-2025"
"Ligue 2","France",2024,"AS Saint-Étienne","20","Augustine Boakye","Right Winger",NA,24,"Ghana","AS Saint-Étienne","1.78","left",NA,"Wolfsberger AC",NA,2500000,"https://www.transfermarkt.com/augustine-boakye/profil/spieler/579263","2024-2025"
"Ligue 2","France",2024,"AS Saint-Étienne","-","Ayman Aiki","Right Winger",NA,20,"France","SC Bastia",NA," ",NA,"AS Saint-Étienne B",NA,4e+05,"https://www.transfermarkt.com/ayman-aiki/profil/spieler/986261","2024-2025"
"Ligue 2","France",2024,"AS Saint-Étienne","32","Lucas Stassin","Centre-Forward",NA,20,"Belgium","AS Saint-Étienne","1.83","right",NA,"KVC Westerlo",NA,1.8e+07,"https://www.transfermarkt.com/lucas-stassin/profil/spieler/655012","2024-2025"
"Ligue 2","France",2024,"AS Saint-Étienne","7","Irvin Cardona","Centre-Forward",NA,27,"Malta","AS Saint-Étienne","1.85","right",NA,"FC Augsburg",NA,2500000,"https://www.transfermarkt.com/irvin-cardona/profil/spieler/342226","2024-2025"
"Ligue 2","France",2024,"AS Saint-Étienne","9","Ibrahim Sissoko","Centre-Forward",NA,29,"Mali","VfL Bochum","1.92","right",NA,"FC Sochaux-Montbéliard",NA,1800000,"https://www.transfermarkt.com/ibrahim-sissoko/profil/spieler/484888","2024-2025"
"Ligue 2","France",2024,"AS Saint-Étienne","63","Djylian N'Guessan","Centre-Forward",NA,16,"France","AS Saint-Étienne",NA,"right",NA,"AS Saint-Étienne B",NA,8e+05,"https://www.transfermarkt.com/djylian-nguessan/profil/spieler/1200419","2024-2025"
"Ligue 2","France",2024,"AS Saint-Étienne","25","Ibrahima Wadji","Centre-Forward",NA,30,"Senegal","Turan-Tovuz IK","1.75","right",NA,"Qarabağ FK",NA,7e+05,"https://www.transfermarkt.com/ibrahima-wadji/profil/spieler/364232","2024-2025"
"Ligue 2","France",2024,"AS Saint-Étienne","-","Jibril Othman","Centre-Forward",NA,21,"Tunisia","AS Saint-Étienne B","1.83"," ",NA,NA,NA,1e+05,"https://www.transfermarkt.com/jibril-othman/profil/spieler/782632","2024-2025"
"Ligue 1","France",2024,"Le Havre AC","30","Arthur Desmas","Goalkeeper",NA,31,"France","Without Club","1.96","right",NA,"Clermont Foot 63",NA,1200000,"https://www.transfermarkt.com/arthur-desmas/profil/spieler/379869","2024-2025"
"Ligue 1","France",2024,"Le Havre AC","1","Mathieu Gorgelin","Goalkeeper",NA,34,"France","Without Club","1.87","left",NA,"Olympique Lyon",NA,3e+05,"https://www.transfermarkt.com/mathieu-gorgelin/profil/spieler/60543","2024-2025"
"Ligue 1","France",2024,"Le Havre AC","-","Alex Teixeira","Goalkeeper",NA,18,"France","AC Le Havre B",NA," ",NA,NA,NA,NA,"https://www.transfermarkt.com/alex-teixeira/profil/spieler/1119876","2024-2025"
"Ligue 1","France",2024,"Le Havre AC","-","Gabriel Guri","Goalkeeper",NA,19,"Albania","Without Club","1.87"," ",NA,NA,NA,NA,"https://www.transfermarkt.com/gabriel-guri/profil/spieler/1160273","2024-2025"
"Ligue 1","France",2024,"Le Havre AC","93","Arouna Sangante","Centre-Back",NA,23,"Senegal","Le Havre AC","1.89","right",NA,"AC Le Havre B",NA,8e+06,"https://www.transfermarkt.com/arouna-sangante/profil/spieler/768380","2024-2025"
"Ligue 1","France",2024,"Le Havre AC","6","Étienne Youté Kinkoué","Centre-Back",NA,23,"France","Le Havre AC","1.96","right",NA,"Olympiacos Piraeus B",NA,7e+06,"https://www.transfermarkt.com/etienne-youte-kinkoue/profil/spieler/639712","2024-2025"
"Ligue 1","France",2024,"Le Havre AC","4","Gautier Lloris","Centre-Back",NA,29,"France","Le Havre AC","1.91","left",NA,"AJ Auxerre",NA,3e+06,"https://www.transfermarkt.com/gautier-lloris/profil/spieler/249636","2024-2025"
"Ligue 1","France",2024,"Le Havre AC","-","Yoann Salmier","Centre-Back",NA,32,"French Guiana","Clermont Foot 63","1.88","right",NA,"ESTAC Troyes",NA,8e+05,"https://www.transfermarkt.com/yoann-salmier/profil/spieler/351843","2024-2025"
"Ligue 1","France",2024,"Le Havre AC","-","Stephan Zagadou","Centre-Back",NA,16,"France","Le Havre AC",NA,"right",NA,"AC Le Havre U19",NA,NA,"https://www.transfermarkt.com/stephan-zagadou/profil/spieler/1228317","2024-2025"
"Ligue 1","France",2024,"Le Havre AC","-","Christopher Operi","Left-Back",NA,28,"Cote d'Ivoire","Basaksehir FK","1.83","left",NA,"KAA Gent",NA,3800000,"https://www.transfermarkt.com/christopher-operi/profil/spieler/469976","2024-2025"
"Ligue 1","France",2024,"Le Havre AC","97","Fodé Ballo-Touré","Left-Back",NA,28,"Senegal","Without Club","1.82","left",NA,"Milan Futuro",NA,1200000,"https://www.transfermarkt.com/fode-ballo-toure/profil/spieler/296422","2024-2025"
"Ligue 1","France",2024,"Le Havre AC","18","Yanis Zouaoui","Left-Back",NA,27,"France","Le Havre AC","1.83","left",NA,"FC Martigues",NA,8e+05,"https://www.transfermarkt.com/yanis-zouaoui/profil/spieler/691841","2024-2025"
"Ligue 1","France",2024,"Le Havre AC","32","Timothée Pembélé","Right-Back",NA,22,"France","Sunderland AFC","1.83","right",NA,"Sunderland AFC",NA,2500000,"https://www.transfermarkt.com/timothee-pembele/profil/spieler/538998","2024-2025"
"Ligue 1","France",2024,"Le Havre AC","7","Loïc Nego","Right-Back",NA,34,"Hungary","Le Havre AC","1.81","right",NA,"Videoton FC Fehérvár",NA,7e+05,"https://www.transfermarkt.com/loic-nego/profil/spieler/122840","2024-2025"
"Ligue 1","France",2024,"Le Havre AC","17","Oualid El Hajjam","Right-Back",NA,34,"Morocco","Le Havre AC","1.81","right",NA,"ESTAC Troyes",NA,3e+05,"https://www.transfermarkt.com/oualid-el-hajjam/profil/spieler/283127","2024-2025"
"Ligue 1","France",2024,"Le Havre AC","23","Junior Mwanga","Defensive Midfield",NA,22,"France","RC Strasbourg Alsace","1.84","both",NA,"RC Strasbourg Alsace",NA,6e+06,"https://www.transfermarkt.com/junior-mwanga/profil/spieler/1011200","2024-2025"
"Ligue 1","France",2024,"Le Havre AC","-","Oussama Targhalline","Defensive Midfield",NA,23,"Morocco","Feyenoord Rotterdam","1.86","right",NA,"Olympique Marseille",NA,4e+06,"https://www.transfermarkt.com/oussama-targhalline/profil/spieler/667965","2024-2025"
"Ligue 1","France",2024,"Le Havre AC","94","Abdoulaye Touré","Defensive Midfield",NA,31,"Guinea","Le Havre AC","1.88","right",NA,"Genoa CFC",NA,3e+06,"https://www.transfermarkt.com/abdoulaye-toure/profil/spieler/181382","2024-2025"
"Ligue 1","France",2024,"Le Havre AC","19","Rassoul Ndiaye","Defensive Midfield",NA,23,"Senegal","Le Havre AC","1.79","right",NA,"FC Sochaux-Montbéliard",NA,2e+06,"https://www.transfermarkt.com/rassoul-ndiaye/profil/spieler/662242","2024-2025"
"Ligue 1","France",2024,"Le Havre AC","25","Aloïs Confais","Defensive Midfield",NA,28,"France","Ethnikos Achnas","1.74","right",NA,"Olympiakos Nicosia",NA,150000,"https://www.transfermarkt.com/alois-confais/profil/spieler/292820","2024-2025"
"Ligue 1","France",2024,"Le Havre AC","-","Mathéo Bodmer","Defensive Midfield",NA,21,"France","Football Bourg-en-Bresse Péronnas 01","1.79","right",NA,NA,NA,50000,"https://www.transfermarkt.com/matheo-bodmer/profil/spieler/770438","2024-2025"
"Ligue 1","France",2024,"Le Havre AC","-","Daren Mosengo","Defensive Midfield",NA,18,"France","Le Havre AC",NA,"right",NA,"AC Le Havre B",NA,NA,"https://www.transfermarkt.com/daren-mosengo/profil/spieler/1119880","2024-2025"
"Ligue 1","France",2024,"Le Havre AC","8","Yassine Kechta","Central Midfield",NA,23,"Morocco","Le Havre AC","1.74","left",NA,"AC Le Havre B",NA,5e+06,"https://www.transfermarkt.com/yassine-kechta/profil/spieler/667967","2024-2025"
"Ligue 1","France",2024,"Le Havre AC","14","Daler Kuzyaev","Central Midfield",NA,32,"Russia","Without Club","1.82","right",NA,"Zenit St. Petersburg",NA,3500000,"https://www.transfermarkt.com/daler-kuzyaev/profil/spieler/279570","2024-2025"
"Ligue 1","France",2024,"Le Havre AC","34","Mahamadou Diawara","Central Midfield",NA,20,"France","Olympique Lyon","1.87","left",NA,"Olympique Lyon",NA,2e+06,"https://www.transfermarkt.com/mahamadou-diawara/profil/spieler/1053147","2024-2025"
"Ligue 1","France",2024,"Le Havre AC","-","Hernâni Mendes Vaz","Central Midfield",NA,20,"Portugal","Without Club",NA," ",NA,NA,NA,NA,"https://www.transfermarkt.com/hernani-mendes-vaz/profil/spieler/1033405","2024-2025"
"Ligue 1","France",2024,"Le Havre AC","-","Guy-Noël Zohouri","Central Midfield",NA,18,"Cote d'Ivoire","Le Havre AC","1.88","right",NA,"AC Le Havre B",NA,NA,"https://www.transfermarkt.com/guy-noel-zohouri/profil/spieler/1119877","2024-2025"
"Ligue 1","France",2024,"Le Havre AC","44","Ismaïl Bouneb","Attacking Midfield",NA,19,"France","Le Havre AC","1.82","right",NA,"Valenciennes FC U19",NA,50000,"https://www.transfermarkt.com/ismail-bouneb/profil/spieler/986286","2024-2025"
"Ligue 1","France",2024,"Le Havre AC","21","Antoine Joujou","Left Winger",NA,22,"France","FC Famalicão","1.89","right",NA,"Parma Calcio 1913",NA,2e+06,"https://www.transfermarkt.com/antoine-joujou/profil/spieler/1028162","2024-2025"
"Ligue 1","France",2024,"Le Havre AC","45","Issa Soumaré","Left Winger",NA,24,"Senegal","Le Havre AC","1.82","right",NA,"Beerschot VA",NA,2e+06,"https://www.transfermarkt.com/issa-soumare/profil/spieler/568698","2024-2025"
"Ligue 1","France",2024,"Le Havre AC","-","Kandet Diawara","Left Winger",NA,25,"Guinea","1.FC Magdeburg","1.8","right",NA,"APOEL Nicosia",NA,4e+05,"https://www.transfermarkt.com/kandet-diawara/profil/spieler/575319","2024-2025"
"Ligue 1","France",2024,"Le Havre AC","10","Josué Casimir","Right Winger",NA,23,"Guadeloupe","AJ Auxerre","1.78","right",NA,"AC Le Havre B",NA,4e+06,"https://www.transfermarkt.com/josue-casimir/profil/spieler/763182","2024-2025"
"Ligue 1","France",2024,"Le Havre AC","-","Emmanuel Sabbi","Right Winger",NA,27,"United States","Vancouver Whitecaps FC","1.78","right",NA,"Odense Boldklub",NA,1500000,"https://www.transfermarkt.com/emmanuel-sabbi/profil/spieler/381187","2024-2025"
"Ligue 1","France",2024,"Le Havre AC","-","Samuel Grandsir","Right Winger",NA,28,"France","Without Club","1.7","right",NA,"Los Angeles Galaxy",NA,8e+05,"https://www.transfermarkt.com/samuel-grandsir/profil/spieler/432772","2024-2025"
"Ligue 1","France",2024,"Le Havre AC","70","Ruben Londja","Right Winger",NA,19,"Switzerland","FC Sion U21","1.93","left",NA,"FC Lausanne-Sport II",NA,NA,"https://www.transfermarkt.com/ruben-londja/profil/spieler/927369","2024-2025"
"Ligue 1","France",2024,"Le Havre AC","46","Ilyes Housni","Centre-Forward",NA,20,"Morocco","Paris Saint-Germain Espoirs","1.72","right",NA,"Paris Saint-Germain",NA,1500000,"https://www.transfermarkt.com/ilyes-housni/profil/spieler/825437","2024-2025"
"Ligue 1","France",2024,"Le Havre AC","-","Steve Ngoura","Centre-Forward",NA,20,"France","Cercle Brugge ","1.93","right",NA,"AC Le Havre B",NA,8e+05,"https://www.transfermarkt.com/steve-ngoura/profil/spieler/923838","2024-2025"
"Ligue 1","France",2024,"Le Havre AC","99","Ahmed Hassan","Centre-Forward",NA,32,"Egypt","Al-Ettifaq FC","1.91","right",NA,"Rio Ave FC",NA,8e+05,"https://www.transfermarkt.com/ahmed-hassan/profil/spieler/184816","2024-2025"
"Ligue 1","France",2024,"Le Havre AC","28","André Ayew","Centre-Forward",NA,35,"Ghana","Without Club","1.75","left",NA,"Without Club",NA,6e+05,"https://www.transfermarkt.com/andre-ayew/profil/spieler/45403","2024-2025"
"Ligue 1","France",2024,"Le Havre AC","9","Yann Kitala","Centre-Forward",NA,27,"DR Congo","Without Club","1.86","left",NA,"FC Sochaux-Montbéliard",NA,4e+05,"https://www.transfermarkt.com/yann-kitala/profil/spieler/395677","2024-2025"
"Ligue 1","France",2024,"Le Havre AC","20","Elysée Logbo","Centre-Forward",NA,21,"France","Le Havre AC","1.88","left",NA,"AC Le Havre U19",NA,4e+05,"https://www.transfermarkt.com/elysee-logbo/profil/spieler/770407","2024-2025"
"Ligue 1","France",2024,"Le Havre AC","-","Enzo Kana-Biyik","Centre-Forward",NA,18,"France","FC Lausanne-Sport","1.89","right",NA,NA,NA,NA,"https://www.transfermarkt.com/enzo-kana-biyik/profil/spieler/1194813","2024-2025"
"Ligue 2","France",2024,"Montpellier HSC","40","Benjamin Lecomte","Goalkeeper",NA,34,"France","Fulham FC","1.86","left",NA,"AS Monaco",NA,1500000,"https://www.transfermarkt.com/benjamin-lecomte/profil/spieler/127181","2024-2025"
"Ligue 2","France",2024,"Montpellier HSC","16","Dimitry Bertaud","Goalkeeper",NA,27,"DR Congo","Without Club","1.8","right",NA,"Montpellier HSC B",NA,1e+06,"https://www.transfermarkt.com/dimitry-bertaud/profil/spieler/371816","2024-2025"
"Ligue 2","France",2024,"Montpellier HSC","1","Belmin Dizdarevic","Goalkeeper",NA,23,"Bosnia-Herzegovina","FK Velez Mostar","1.89","right",NA,"FK Sarajevo",NA,1e+05,"https://www.transfermarkt.com/belmin-dizdarevic/profil/spieler/483007","2024-2025"
"Ligue 2","France",2024,"Montpellier HSC","27","Becir Omeragic","Centre-Back",NA,23,"Switzerland","Montpellier HSC","1.87","right",NA,"FC Zürich",NA,4500000,"https://www.transfermarkt.com/becir-omeragic/profil/spieler/507344","2024-2025"
"Ligue 2","France",2024,"Montpellier HSC","2","Bamo Meïté","Centre-Back",NA,23,"Cote d'Ivoire","Olympique Marseille","1.84","right",NA,"Olympique Marseille",NA,4e+06,"https://www.transfermarkt.com/bamo-meite/profil/spieler/807165","2024-2025"
"Ligue 2","France",2024,"Montpellier HSC","4","Kiki Kouyaté","Centre-Back",NA,28,"Mali","Royal Antwerp FC","1.92","right",NA,"FC Metz",NA,3e+06,"https://www.transfermarkt.com/kiki-kouyate/profil/spieler/211637","2024-2025"
"Ligue 2","France",2024,"Montpellier HSC","5","Modibo Sagnan","Centre-Back",NA,26,"Mali","Caykur Rizespor","1.87","left",NA,"FC Utrecht",NA,3e+06,"https://www.transfermarkt.com/modibo-sagnan/profil/spieler/524925","2024-2025"
"Ligue 2","France",2024,"Montpellier HSC","6","Christopher Jullien","Centre-Back",NA,32,"Guadeloupe","Montpellier HSC","1.96","right",NA,"Celtic FC",NA,1e+06,"https://www.transfermarkt.com/christopher-jullien/profil/spieler/201737","2024-2025"
"Ligue 2","France",2024,"Montpellier HSC","47","Yaël Mouanga","Centre-Back",NA,19,"France","Montpellier HSC","1.83"," ",NA,"Montpellier HSC B",NA,6e+05,"https://www.transfermarkt.com/yael-mouanga/profil/spieler/970364","2024-2025"
"Ligue 2","France",2024,"Montpellier HSC","52","Nikola Maksimović","Centre-Back",NA,33,"Serbia","Without Club","1.93","right",NA,"Without Club",NA,3e+05,"https://www.transfermarkt.com/nikola-maksimovic/profil/spieler/124715","2024-2025"
"Ligue 2","France",2024,"Montpellier HSC","-","Craig Mamilo","Centre-Back",NA,18,"France","Montpellier HSC B",NA," ",NA,NA,NA,NA,"https://www.transfermarkt.com/craig-mamilo/profil/spieler/1191479","2024-2025"
"Ligue 2","France",2024,"Montpellier HSC","3","Issiaga Sylla","Left-Back",NA,31,"Guinea","Asteras Aktor","1.8","left",NA,"FC Toulouse",NA,1500000,"https://www.transfermarkt.com/issiaga-sylla/profil/spieler/220878","2024-2025"
"Ligue 2","France",2024,"Montpellier HSC","21","Lucas Mincarelli","Left-Back",NA,21,"France","Montpellier HSC","1.79","left",NA,"Montpellier HSC B",NA,9e+05,"https://www.transfermarkt.com/lucas-mincarelli/profil/spieler/982393","2024-2025"
"Ligue 2","France",2024,"Montpellier HSC","17","Théo Sainte-Luce","Left-Back",NA,26,"France","Montpellier HSC","1.76","left",NA,"Nîmes Olympique",NA,8e+05,"https://www.transfermarkt.com/theo-sainte-luce/profil/spieler/537127","2024-2025"
"Ligue 2","France",2024,"Montpellier HSC","29","Enzo Tchato","Right-Back",NA,22,"Cameroon","Montpellier HSC","1.82","right",NA,"Montpellier HSC B",NA,2500000,"https://www.transfermarkt.com/enzo-tchato/profil/spieler/842338","2024-2025"
"Ligue 2","France",2024,"Montpellier HSC","77","Falaye Sacko","Right-Back",NA,30,"Mali","Neftchi PFK","1.8","right",NA,"Vitória Guimarães SC",NA,1500000,"https://www.transfermarkt.com/falaye-sacko/profil/spieler/364857","2024-2025"
"Ligue 2","France",2024,"Montpellier HSC","-","Wilfried Ndollo Bille","Right-Back",NA,20,"Cameroon","Montpellier HSC B","1.72"," ",NA,NA,NA,2e+05,"https://www.transfermarkt.com/wilfried-ndollo-bille/profil/spieler/1203026","2024-2025"
"Ligue 2","France",2024,"Montpellier HSC","13","Joris Chotard","Defensive Midfield",NA,23,"France","Stade Brestois 29","1.79","right",NA,"Montpellier HSC B",NA,6e+06,"https://www.transfermarkt.com/joris-chotard/profil/spieler/624037","2024-2025"
"Ligue 2","France",2024,"Montpellier HSC","19","Rabby Nzingoula","Defensive Midfield",NA,19,"France","RC Strasbourg Alsace","1.83","right",NA,"RC Strasbourg Alsace",NA,2500000,"https://www.transfermarkt.com/rabby-nzingoula/profil/spieler/1068110","2024-2025"
"Ligue 2","France",2024,"Montpellier HSC","-","Birama Touré","Defensive Midfield",NA,33,"Mali","Manisa FK","1.83","right",NA,"Without Club",NA,8e+05,"https://www.transfermarkt.com/birama-toure/profil/spieler/229853","2024-2025"
"Ligue 2","France",2024,"Montpellier HSC","-","Gabriel Barès","Defensive Midfield",NA,24,"Switzerland","KAS Eupen","1.87","left",NA,"FC Lausanne-Sport",NA,3e+05,"https://www.transfermarkt.com/gabriel-bares/profil/spieler/484743","2024-2025"
"Ligue 2","France",2024,"Montpellier HSC","-","Abdoulaye Camara","Defensive Midfield",NA,16,"France","Udinese Calcio","1.86","right",NA,NA,NA,NA,"https://www.transfermarkt.com/abdoulaye-camara/profil/spieler/1210116","2024-2025"
"Ligue 2","France",2024,"Montpellier HSC","22","Khalil Fayad","Central Midfield",NA,21,"Morocco","Montpellier HSC","1.72","right",NA,"Montpellier HSC B",NA,3e+06,"https://www.transfermarkt.com/khalil-fayad/profil/spieler/782630","2024-2025"
