"comp_name","country","season_start_year","squad","player_num","player_name","player_position","player_dob","player_age","player_nationality","current_club","player_height_mtrs","player_foot","date_joined","joined_from","contract_expiry","player_market_value_euro","player_url","Season"
"Ligue 1","France",2024,"RC Lens","-","Kembo Diliwidi","Left Winger",NA,19,"France","Quevilly - Rouen Métropole","1.8","right",NA,"RC Lens B",NA,50000,"https://www.transfermarkt.com/kembo-diliwidi/profil/spieler/1160813","2024-2025"
"Ligue 1","France",2024,"RC Lens","25","Jeremy Agbonifo","Right Winger",NA,19,"Sweden","FC Basel 1893","1.78","left",NA,"BK Häcken",NA,5e+06,"https://www.transfermarkt.com/jeremy-agbonifo/profil/spieler/1057820","2024-2025"
"Ligue 1","France",2024,"RC Lens","-","Hervé Boua Dié","Right Winger",NA,19,"France","Valenciennes FC B",NA,"right",NA,NA,NA,NA,"https://www.transfermarkt.com/herve-boua-die/profil/spieler/1160086","2024-2025"
"Ligue 1","France",2024,"RC Lens","8","M'Bala Nzola","Centre-Forward",NA,28,"Angola","Pisa Sporting Club","1.85","left",NA,"ACF Fiorentina",NA,6e+06,"https://www.transfermarkt.com/mbala-nzola/profil/spieler/354814","2024-2025"
"Ligue 1","France",2024,"RC Lens","9","Martín Satriano","Centre-Forward",NA,24,"Uruguay","RC Lens","1.87","right",NA,"Inter Milan",NA,5e+06,"https://www.transfermarkt.com/martin-satriano/profil/spieler/640109","2024-2025"
"Ligue 1","France",2024,"RC Lens","22","Wesley Saïd","Centre-Forward",NA,30,"France","RC Lens","1.71","right",NA,"FC Toulouse",NA,3e+06,"https://www.transfermarkt.com/wesley-said/profil/spieler/182916","2024-2025"
"Ligue 1","France",2024,"RC Lens","19","Goduine Koyalipou","Centre-Forward",NA,25,"Central African Republic","Levante UD","1.84","right",NA,"CSKA Sofia",NA,2500000,"https://www.transfermarkt.com/goduine-koyalipou/profil/spieler/525140","2024-2025"
"Ligue 1","France",2024,"RC Lens","7","Florian Sotoca","Centre-Forward",NA,34,"France","RC Lens","1.87","right",NA,"Grenoble Foot 38",NA,2e+06,"https://www.transfermarkt.com/florian-sotoca/profil/spieler/354726","2024-2025"
"Ligue 1","France",2024,"RC Lens","36","Rémy Labeau Lascary","Centre-Forward",NA,22,"France","RC Lens","1.84","right",NA,"RC Lens B",NA,2e+06,"https://www.transfermarkt.com/remy-labeau-lascary/profil/spieler/917778","2024-2025"
"Ligue 1","France",2024,"RC Lens","-","Rayan Fofana","Centre-Forward",NA,19,"France","RC Lens","1.8","right",NA,"RC Lens U19",NA,50000,"https://www.transfermarkt.com/rayan-fofana/profil/spieler/1160814","2024-2025"
"Ligue 1","France",2024,"RC Lens","-","Gabin Capuano","Centre-Forward",NA,19,"France","RC Lens Espoir ",NA,"both",NA,NA,NA,50000,"https://www.transfermarkt.com/gabin-capuano/profil/spieler/1179130","2024-2025"
"Ligue 2","France",2024,"Stade Reims","94","Yehvann Diouf","Goalkeeper",NA,25,"Senegal","OGC Nice","1.88","right",NA,"ESTAC Troyes",NA,1.2e+07,"https://www.transfermarkt.com/yehvann-diouf/profil/spieler/448632","2024-2025"
"Ligue 2","France",2024,"Stade Reims","20","Alexandre Olliero","Goalkeeper",NA,29,"France","Stade Reims","1.93","right",NA,"Pau FC",NA,2e+05,"https://www.transfermarkt.com/alexandre-olliero/profil/spieler/395602","2024-2025"
"Ligue 2","France",2024,"Stade Reims","16","Ludovic Butelle","Goalkeeper",NA,42,"France","Olympique Charleville Prix Ardenne Mét.","1.88","left",NA,"Red Star FC",NA,1e+05,"https://www.transfermarkt.com/ludovic-butelle/profil/spieler/12029","2024-2025"
"Ligue 2","France",2024,"Stade Reims","-","Emmanuel Agbadou","Centre-Back",NA,28,"Cote d'Ivoire","Wolverhampton Wanderers","1.92","right",NA,"KAS Eupen",NA,2e+07,"https://www.transfermarkt.com/emmanuel-agbadou/profil/spieler/683895","2024-2025"
"Ligue 2","France",2024,"Stade Reims","2","Joseph Okumu","Centre-Back",NA,28,"Kenya","Stade Reims","1.9","right",NA,"KAA Gent",NA,7e+06,"https://www.transfermarkt.com/joseph-okumu/profil/spieler/453376","2024-2025"
"Ligue 2","France",2024,"Stade Reims","21","Cédric Kipré","Centre-Back",NA,28,"Cote d'Ivoire","Ipswich Town","1.93","right",NA,"West Bromwich Albion",NA,3e+06,"https://www.transfermarkt.com/cedric-kipre/profil/spieler/364827","2024-2025"
"Ligue 2","France",2024,"Stade Reims","31","Malcolm Jeng","Centre-Back",NA,20,"Sweden","Stade Reims","1.9","left",NA,"IK Sirius",NA,2e+06,"https://www.transfermarkt.com/malcolm-jeng/profil/spieler/1126894","2024-2025"
"Ligue 2","France",2024,"Stade Reims","92","Abdoul Koné","Centre-Back",NA,20,"France","Stade Reims","1.92","right",NA,"Stade Reims B",NA,4e+05,"https://www.transfermarkt.com/abdoul-kone/profil/spieler/1130445","2024-2025"
"Ligue 2","France",2024,"Stade Reims","-","Kobi Henry","Centre-Back",NA,21,"United States","Real Salt Lake City","1.87","right",NA,NA,NA,1e+05,"https://www.transfermarkt.com/kobi-henry/profil/spieler/746830","2024-2025"
"Ligue 2","France",2024,"Stade Reims","-","Mohamed Ali Diadié","Centre-Back",NA,20,"Mauritania","Stade Reims",NA,"right",NA,"Stade Reims B",NA,NA,"https://www.transfermarkt.com/mohamed-ali-diadie/profil/spieler/1069037","2024-2025"
"Ligue 2","France",2024,"Stade Reims","18","Sergio Akieme","Left-Back",NA,27,"Spain","Stade Reims","1.75","left",NA,"UD Almería",NA,7e+06,"https://www.transfermarkt.com/sergio-akieme/profil/spieler/355627","2024-2025"
"Ligue 2","France",2024,"Stade Reims","-","Thibault De Smet","Left-Back",NA,27,"Belgium","Paris FC","1.83","left",NA,"Sint-Truidense VV",NA,2500000,"https://www.transfermarkt.com/thibault-de-smet/profil/spieler/340177","2024-2025"
"Ligue 2","France",2024,"Stade Reims","55","Nhoa Sangui","Left-Back",NA,19,"France","Paris FC","1.78","left",NA,"Stade de Reims U19",NA,2500000,"https://www.transfermarkt.com/nhoa-sangui/profil/spieler/955281","2024-2025"
"Ligue 2","France",2024,"Stade Reims","23","Aurélio Buta","Right-Back",NA,28,"Portugal","Eintracht Frankfurt","1.72","right",NA,"Eintracht Frankfurt",NA,5e+06,"https://www.transfermarkt.com/aurelio-buta/profil/spieler/258039","2024-2025"
"Ligue 2","France",2024,"Stade Reims","3","Hiroki Sekine","Right-Back",NA,22,"Japan","Stade Reims","1.87","right",NA,"Kashiwa Reysol",NA,1200000,"https://www.transfermarkt.com/hiroki-sekine/profil/spieler/1137808","2024-2025"
"Ligue 2","France",2024,"Stade Reims","-","Maxime Busi","Right-Back",NA,25,"Belgium","Stade Reims","1.82","right",NA,"Parma Calcio 1913",NA,1e+06,"https://www.transfermarkt.com/maxime-busi/profil/spieler/570817","2024-2025"
"Ligue 2","France",2024,"Stade Reims","-","Gabriel Moscardo","Defensive Midfield",NA,19,"Brazil","SC Braga","1.85","right",NA,"Paris Saint-Germain",NA,8e+06,"https://www.transfermarkt.com/gabriel-moscardo/profil/spieler/1086636","2024-2025"
"Ligue 2","France",2024,"Stade Reims","24","Mory Gbane","Defensive Midfield",NA,24,"Cote d'Ivoire","Stade Reims","1.88","right",NA,"Gil Vicente FC",NA,4e+06,"https://www.transfermarkt.com/mory-gbane/profil/spieler/717585","2024-2025"
"Ligue 2","France",2024,"Stade Reims","72","Amadou Koné","Defensive Midfield",NA,20,"Cote d'Ivoire","NEOM SC","1.78","left",NA,"Stade Reims B",NA,4e+06,"https://www.transfermarkt.com/amadou-kone/profil/spieler/1178474","2024-2025"
"Ligue 2","France",2024,"Stade Reims","-","Mohamed Bamba","Defensive Midfield",NA,20,"Cote d'Ivoire","Gil Vicente FC","1.88","left",NA,NA,NA,3e+06,"https://www.transfermarkt.com/mohamed-bamba/profil/spieler/1178475","2024-2025"
"Ligue 2","France",2024,"Stade Reims","-","Marshall Munetsi","Central Midfield",NA,29,"Zimbabwe","Wolverhampton Wanderers","1.88","right",NA,"Orlando Pirates",NA,1.5e+07,"https://www.transfermarkt.com/marshall-munetsi/profil/spieler/414908","2024-2025"
"Ligue 2","France",2024,"Stade Reims","6","Valentin Atangana","Central Midfield",NA,19,"France","Stade Reims","1.76","right",NA,"Stade Reims B",NA,1e+07,"https://www.transfermarkt.com/valentin-atangana/profil/spieler/923759","2024-2025"
"Ligue 2","France",2024,"Stade Reims","8","Yaya Fofana","Central Midfield",NA,21,"Cote d'Ivoire","Stade Reims","1.8","right",NA,"Stade Reims B",NA,4e+06,"https://www.transfermarkt.com/yaya-fofana/profil/spieler/1044893","2024-2025"
"Ligue 2","France",2024,"Stade Reims","10","Teddy Teuma","Central Midfield",NA,31,"Malta","Stade Reims","1.76","left",NA,"Union Saint-Gilloise",NA,3e+06,"https://www.transfermarkt.com/teddy-teuma/profil/spieler/409153","2024-2025"
"Ligue 2","France",2024,"Stade Reims","30","John Patrick","Central Midfield",NA,21,"Ireland","Stade Reims","1.92","right",NA,"Getafe CF B",NA,1200000,"https://www.transfermarkt.com/john-patrick/profil/spieler/841121","2024-2025"
"Ligue 2","France",2024,"Stade Reims","-","Martin Adeline","Central Midfield",NA,21,"France","ESTAC Troyes","1.8","right",NA,"Stade Reims B",NA,7e+05,"https://www.transfermarkt.com/martin-adeline/profil/spieler/814976","2024-2025"
"Ligue 2","France",2024,"Stade Reims","-","Zabi","Central Midfield",NA,18,"Cote d'Ivoire","Stade Reims","1.91","right",NA,"Stade Reims B",NA,1e+05,"https://www.transfermarkt.com/zabi/profil/spieler/1363293","2024-2025"
"Ligue 2","France",2024,"Stade Reims","14","Reda Khadra","Attacking Midfield",NA,23,"Germany","Stade Reims","1.75","right",NA,"Brighton & Hove Albion",NA,2e+06,"https://www.transfermarkt.com/reda-khadra/profil/spieler/405686","2024-2025"
"Ligue 2","France",2024,"Stade Reims","87","Ange Martial Tia","Attacking Midfield",NA,18,"Mali","Stade Reims","1.78"," ",NA,"Stade Reims B",NA,3e+05,"https://www.transfermarkt.com/ange-martial-tia/profil/spieler/1132634","2024-2025"
"Ligue 2","France",2024,"Stade Reims","17","Keito Nakamura","Left Winger",NA,24,"Japan","Stade Reims","1.8","right",NA,"LASK",NA,8e+06,"https://www.transfermarkt.com/keito-nakamura/profil/spieler/405397","2024-2025"
"Ligue 2","France",2024,"Stade Reims","9","Mohamed Daramy","Left Winger",NA,23,"Denmark","Stade Reims","1.8","right",NA,"Ajax Amsterdam",NA,4e+06,"https://www.transfermarkt.com/mohamed-daramy/profil/spieler/574385","2024-2025"
"Ligue 2","France",2024,"Stade Reims","67","Mamadou Diakhon","Left Winger",NA,19,"France","Club Brugge KV","1.8","right",NA,"Stade Reims B",NA,3e+06,"https://www.transfermarkt.com/mamadou-diakhon/profil/spieler/1054839","2024-2025"
"Ligue 2","France",2024,"Stade Reims","-","Ike Orazi","Left Winger",NA,18,"Ireland","Stade Reims","1.76","right",NA,"Stade Reims B",NA,1e+05,"https://www.transfermarkt.com/ike-orazi/profil/spieler/1073032","2024-2025"
"Ligue 2","France",2024,"Stade Reims","7","Junya Ito","Right Winger",NA,32,"Japan","KRC Genk","1.76","right",NA,"KRC Genk",NA,6e+06,"https://www.transfermarkt.com/junya-ito/profil/spieler/348791","2024-2025"
"Ligue 2","France",2024,"Stade Reims","22","Oumar Diakité","Centre-Forward",NA,21,"Cote d'Ivoire","Stade Reims","1.85","right",NA,"Red Bull Salzburg",NA,6e+06,"https://www.transfermarkt.com/oumar-diakite/profil/spieler/847279","2024-2025"
"Ligue 2","France",2024,"Stade Reims","12","Jordan","Centre-Forward",NA,29,"United States","Stade Reims","1.91","right",NA,"1.FC Union Berlin",NA,3e+06,"https://www.transfermarkt.com/jordan/profil/spieler/355369","2024-2025"
"Ligue 2","France",2024,"Stade Reims","-","Amine Salama","Centre-Forward",NA,24,"France","Stade Reims","1.92","right",NA,"Angers SCO",NA,1500000,"https://www.transfermarkt.com/amine-salama/profil/spieler/980576","2024-2025"
"Ligue 2","France",2024,"Stade Reims","-","Adama Bojang","Centre-Forward",NA,21,"The Gambia","Stade Reims","1.91","right",NA,"Steve Biko FC",NA,1e+06,"https://www.transfermarkt.com/adama-bojang/profil/spieler/1111912","2024-2025"
"Ligue 2","France",2024,"Stade Reims","-","Hafiz Umar Ibrahim","Centre-Forward",NA,19,"Nigeria","Stade Reims","1.9","left",NA,"Stade Reims B",NA,5e+05,"https://www.transfermarkt.com/hafiz-umar-ibrahim/profil/spieler/1237306","2024-2025"
"Ligue 2","France",2024,"Stade Reims","-","Pape Sissoko","Centre-Forward",NA,19,"Mali","Debreceni VSC",NA,"right",NA,"Stade Reims B",NA,1e+05,"https://www.transfermarkt.com/pape-sissoko/profil/spieler/1228320","2024-2025"
"Ligue 1","France",2024,"FC Toulouse","50","Guillaume Restes","Goalkeeper",NA,20,"France","FC Toulouse","1.88","left",NA,"Toulouse FC B",NA,2e+07,"https://www.transfermarkt.com/guillaume-restes/profil/spieler/912902","2024-2025"
"Ligue 1","France",2024,"FC Toulouse","16","Kjetil Haug","Goalkeeper",NA,27,"Norway","FC Toulouse","1.91","right",NA,"Vålerenga Fotball Elite",NA,6e+05,"https://www.transfermarkt.com/kjetil-haug/profil/spieler/328770","2024-2025"
"Ligue 1","France",2024,"FC Toulouse","-","Álex Domínguez","Goalkeeper",NA,26,"Spain","FC Toulouse","1.87","left",NA,"UD Las Palmas",NA,3e+05,"https://www.transfermarkt.com/alex-dominguez/profil/spieler/524937","2024-2025"
"Ligue 1","France",2024,"FC Toulouse","40","Justin Lacombe","Goalkeeper",NA,22,"France","Valenciennes FC","1.92","right",NA,"Toulouse FC B",NA,NA,"https://www.transfermarkt.com/justin-lacombe/profil/spieler/854988","2024-2025"
"Ligue 1","France",2024,"FC Toulouse","-","Mathys Niflore","Goalkeeper",NA,18,"France","USL Dunkerque","1.92","right",NA,"Toulouse FC B",NA,NA,"https://www.transfermarkt.com/mathys-niflore/profil/spieler/1075580","2024-2025"
"Ligue 1","France",2024,"FC Toulouse","-","Logan Costa","Centre-Back",NA,24,"Cape Verde","Villarreal CF","1.9","right",NA,"Stade Reims",NA,1.8e+07,"https://www.transfermarkt.com/logan-costa/profil/spieler/484988","2024-2025"
"Ligue 1","France",2024,"FC Toulouse","4","Charlie Cresswell","Centre-Back",NA,22,"England","FC Toulouse","1.9","right",NA,"Leeds United",NA,1e+07,"https://www.transfermarkt.com/charlie-cresswell/profil/spieler/597659","2024-2025"
"Ligue 1","France",2024,"FC Toulouse","3","Mark McKenzie","Centre-Back",NA,26,"United States","FC Toulouse","1.84","right",NA,"KRC Genk",NA,6e+06,"https://www.transfermarkt.com/mark-mckenzie/profil/spieler/429259","2024-2025"
"Ligue 1","France",2024,"FC Toulouse","2","Rasmus Nicolaisen","Centre-Back",NA,28,"Denmark","FC Toulouse","1.91","left",NA,"FC Midtjylland",NA,4500000,"https://www.transfermarkt.com/rasmus-nicolaisen/profil/spieler/283227","2024-2025"
"Ligue 1","France",2024,"FC Toulouse","29","Jaydee Canvot","Centre-Back",NA,18,"France","FC Toulouse","1.88","right",NA,"Toulouse FC B",NA,4e+06,"https://www.transfermarkt.com/jaydee-canvot/profil/spieler/1006411","2024-2025"
"Ligue 1","France",2024,"FC Toulouse","6","Ümit Akdağ","Centre-Back",NA,21,"Romania","Alanyaspor","1.92","left",NA,"Alanyaspor",NA,6e+05,"https://www.transfermarkt.com/umit-akdag/profil/spieler/958647","2024-2025"
"Ligue 1","France",2024,"FC Toulouse","-","Dayann Methalie","Centre-Back",NA,19,"France","FC Toulouse","1.86","left",NA,"Toulouse FC B",NA,NA,"https://www.transfermarkt.com/dayann-methalie/profil/spieler/1191444","2024-2025"
"Ligue 1","France",2024,"FC Toulouse","17","Gabriel Suazo","Left-Back",NA,27,"Chile","Sevilla FC","1.78","left",NA,"CSD Colo-Colo",NA,4e+06,"https://www.transfermarkt.com/gabriel-suazo/profil/spieler/385105","2024-2025"
"Ligue 1","France",2024,"FC Toulouse","26","Ylies Aradj","Left-Back",NA,20,"France","Stade Lavallois","1.79","left",NA,"Toulouse FC B",NA,NA,"https://www.transfermarkt.com/ylies-aradj/profil/spieler/923758","2024-2025"
"Ligue 1","France",2024,"FC Toulouse","12","Warren Kamanzi","Right-Back",NA,24,"Norway","FC Toulouse","1.77","right",NA,"Tromsø IL",NA,2e+06,"https://www.transfermarkt.com/warren-kamanzi/profil/spieler/794758","2024-2025"
"Ligue 1","France",2024,"FC Toulouse","19","Djibril Sidibé","Right-Back",NA,32,"France","FC Toulouse","1.83","right",NA,"AEK Athens",NA,1e+06,"https://www.transfermarkt.com/djibril-sidibe/profil/spieler/161869","2024-2025"
"Ligue 1","France",2024,"FC Toulouse","23","Cristian Cásseres Jr.","Central Midfield",NA,25,"Venezuela","FC Toulouse","1.76","right",NA,"New York Red Bulls",NA,6e+06,"https://www.transfermarkt.com/cristian-casseres-jr-/profil/spieler/467632","2024-2025"
"Ligue 1","France",2024,"FC Toulouse","8","Vincent Sierro","Central Midfield",NA,29,"Switzerland","Al-Shabab FC","1.85","right",NA,"BSC Young Boys",NA,4e+06,"https://www.transfermarkt.com/vincent-sierro/profil/spieler/280387","2024-2025"
"Ligue 1","France",2024,"FC Toulouse","20","Niklas Schmidt","Central Midfield",NA,27,"Germany","FC Toulouse","1.84","both",NA,"SV Werder Bremen",NA,1800000,"https://www.transfermarkt.com/niklas-schmidt/profil/spieler/275249","2024-2025"
"Ligue 1","France",2024,"FC Toulouse","21","Miha Zajc","Central Midfield",NA,30,"Slovenia","GNK Dinamo Zagreb","1.78","right",NA,"Fenerbahce",NA,1500000,"https://www.transfermarkt.com/miha-zajc/profil/spieler/149829","2024-2025"
"Ligue 1","France",2024,"FC Toulouse","22","Rafik Messali","Right Midfield",NA,22,"Algeria","FC Toulouse","1.77","right",NA,"Toulouse FC B",NA,8e+05,"https://www.transfermarkt.com/rafik-messali/profil/spieler/883865","2024-2025"
"Ligue 1","France",2024,"FC Toulouse","15","Aron Dønnum","Left Midfield",NA,27,"Norway","FC Toulouse","1.78","left",NA,"Standard Liège",NA,4e+06,"https://www.transfermarkt.com/aron-donnum/profil/spieler/476836","2024-2025"
"Ligue 1","France",2024,"FC Toulouse","-","Naatan Skyttä","Attacking Midfield",NA,23,"Finland","1.FC Kaiserslautern","1.74","left",NA,"Ilves Tampere",NA,3e+06,"https://www.transfermarkt.com/naatan-skytta/profil/spieler/567309","2024-2025"
"Ligue 1","France",2024,"FC Toulouse","-","Denis Genreau","Attacking Midfield",NA,26,"Australia","Without Club","1.75","right",NA,"Macarthur FC",NA,8e+05,"https://www.transfermarkt.com/denis-genreau/profil/spieler/470618","2024-2025"
"Ligue 1","France",2024,"FC Toulouse","-","Edhy Zuliani","Attacking Midfield",NA,20,"Algeria","Pau FC","1.75","left",NA,"Toulouse FC B",NA,50000,"https://www.transfermarkt.com/edhy-zuliani/profil/spieler/944427","2024-2025"
"Ligue 1","France",2024,"FC Toulouse","11","Mathis Saka","Attacking Midfield",NA,18,"France","FC Toulouse","1.72","right",NA,"Toulouse FC U19",NA,50000,"https://www.transfermarkt.com/mathis-saka/profil/spieler/986310","2024-2025"
"Ligue 1","France",2024,"FC Toulouse","10","Yann Gboho","Left Winger",NA,24,"France","FC Toulouse","1.78","right",NA,"Cercle Brugge ",NA,8e+06,"https://www.transfermarkt.com/yann-gboho/profil/spieler/463613","2024-2025"
"Ligue 1","France",2024,"FC Toulouse","-","Ilyas Azizi","Left Winger",NA,17,"France","FC Toulouse","1.73","right",NA,"Toulouse FC U19",NA,NA,"https://www.transfermarkt.com/ilyas-azizi/profil/spieler/1200417","2024-2025"
"Ligue 1","France",2024,"FC Toulouse","7","Zakaria Aboukhlal","Right Winger",NA,25,"Morocco","Torino FC","1.79","both",NA,"AZ Alkmaar",NA,1.2e+07,"https://www.transfermarkt.com/zakaria-aboukhlal/profil/spieler/393238","2024-2025"
"Ligue 1","France",2024,"FC Toulouse","80","Shavy Babicka","Right Winger",NA,25,"Gabon","Red Star Belgrade","1.79","right",NA,"Aris Limassol",NA,2500000,"https://www.transfermarkt.com/shavy-babicka/profil/spieler/916920","2024-2025"
"Ligue 1","France",2024,"FC Toulouse","31","Noah Edjouma","Right Winger",NA,19,"France","FC Toulouse","1.82","right",NA,"Toulouse FC B",NA,8e+05,"https://www.transfermarkt.com/noah-edjouma/profil/spieler/1078326","2024-2025"
"Ligue 1","France",2024,"FC Toulouse","-","Mamady Bangré","Right Winger",NA,24,"Burkina Faso","Grenoble Foot 38","1.71","left",NA,"Toulouse FC B",NA,5e+05,"https://www.transfermarkt.com/mamady-bangre/profil/spieler/817180","2024-2025"
"Ligue 1","France",2024,"FC Toulouse","9","Frank Magri","Centre-Forward",NA,25,"Cameroon","FC Toulouse","1.78","right",NA,"SC Bastia",NA,3e+06,"https://www.transfermarkt.com/frank-magri/profil/spieler/807689","2024-2025"
"Ligue 1","France",2024,"FC Toulouse","13","Joshua King","Centre-Forward",NA,33,"Norway","Al-Khaleej FC","1.8","right",NA,"Fenerbahce",NA,1800000,"https://www.transfermarkt.com/joshua-king/profil/spieler/91059","2024-2025"
"Ligue 1","France",2024,"FC Nantes","1","Alban Lafont","Goalkeeper",NA,26,"Cote d'Ivoire","Panathinaikos FC","1.96","right",NA,"ACF Fiorentina",NA,3e+06,"https://www.transfermarkt.com/alban-lafont/profil/spieler/357117","2024-2025"
"Ligue 1","France",2024,"FC Nantes","16","Anthony Lopes","Goalkeeper",NA,34,"Portugal","FC Nantes","1.84","left",NA,"Olympique Lyon",NA,1200000,"https://www.transfermarkt.com/anthony-lopes/profil/spieler/60561","2024-2025"
"Ligue 1","France",2024,"FC Nantes","30","Patrik Carlgren","Goalkeeper",NA,33,"Sweden","FC Nantes","1.89","right",NA,"Randers FC",NA,6e+05,"https://www.transfermarkt.com/patrik-carlgren/profil/spieler/190280","2024-2025"
"Ligue 1","France",2024,"FC Nantes","50","Hugo Barbet","Goalkeeper",NA,23,"France","FC Versailles 78","1.89","right",NA,"EA Guingamp",NA,50000,"https://www.transfermarkt.com/hugo-barbet/profil/spieler/677820","2024-2025"
"Ligue 1","France",2024,"FC Nantes","44","Nathan Zézé","Centre-Back",NA,20,"France","NEOM SC","1.9","left",NA,"FC Nantes B",NA,1.5e+07,"https://www.transfermarkt.com/nathan-zeze/profil/spieler/923832","2024-2025"
"Ligue 1","France",2024,"FC Nantes","24","Saïdou Sow","Centre-Back",NA,22,"Guinea","RC Strasbourg Alsace","1.87","right",NA,"RC Strasbourg Alsace",NA,6e+06,"https://www.transfermarkt.com/saidou-sow/profil/spieler/807128","2024-2025"
"Ligue 1","France",2024,"FC Nantes","21","Jean-Charles Castelletto","Centre-Back",NA,30,"Cameroon","Al-Duhail SC","1.86","both",NA,"Stade Brestois 29",NA,3500000,"https://www.transfermarkt.com/jean-charles-castelletto/profil/spieler/182875","2024-2025"
"Ligue 1","France",2024,"FC Nantes","-","Jean-Kévin Duverne","Centre-Back",NA,27,"Haiti","FC Nantes","1.86","right",NA,"Stade Brestois 29",NA,2500000,"https://www.transfermarkt.com/jean-kevin-duverne/profil/spieler/344864","2024-2025"
"Ligue 1","France",2024,"FC Nantes","4","Nicolas Pallois","Centre-Back",NA,37,"France","Stade Reims","1.89","left",NA,"FC Girondins Bordeaux",NA,4e+05,"https://www.transfermarkt.com/nicolas-pallois/profil/spieler/139279","2024-2025"
"Ligue 1","France",2024,"FC Nantes","-","Sékou Doucouré","Centre-Back",NA,20,"France","FC Nantes","1.87","right",NA,"FC Nantes B",NA,50000,"https://www.transfermarkt.com/sekou-doucoure/profil/spieler/825438","2024-2025"
"Ligue 1","France",2024,"FC Nantes","-","Enzo Mongo","Centre-Back",NA,20,"France","FC Nantes B","1.85"," ",NA,NA,NA,NA,"https://www.transfermarkt.com/enzo-mongo/profil/spieler/1119455","2024-2025"
"Ligue 1","France",2024,"FC Nantes","3","Nicolas Cozza","Left-Back",NA,26,"France","FC Nantes","1.78","left",NA,"VfL Wolfsburg",NA,3500000,"https://www.transfermarkt.com/nicolas-cozza/profil/spieler/485965","2024-2025"
"Ligue 1","France",2024,"FC Nantes","98","Kelvin Amian","Right-Back",NA,27,"France","FC Nantes","1.8","right",NA,"Spezia Calcio",NA,2500000,"https://www.transfermarkt.com/kelvin-amian/profil/spieler/344072","2024-2025"
"Ligue 1","France",2024,"FC Nantes","18","Fabien Centonze","Right-Back",NA,29,"France","FC Nantes","1.82","right",NA,"FC Metz",NA,1800000,"https://www.transfermarkt.com/fabien-centonze/profil/spieler/384859","2024-2025"
"Ligue 1","France",2024,"FC Nantes","11","Marcus Coco","Right-Back",NA,29,"Guadeloupe","Without Club","1.84","right",NA,"EA Guingamp",NA,1200000,"https://www.transfermarkt.com/marcus-coco/profil/spieler/353365","2024-2025"
"Ligue 1","France",2024,"FC Nantes","-","Mathieu Acapandié","Right-Back",NA,20,"Madagascar","FC Nantes B","1.82","right",NA,NA,NA,NA,"https://www.transfermarkt.com/mathieu-acapandie/profil/spieler/944355","2024-2025"
"Ligue 1","France",2024,"FC Nantes","8","Johann Lepenant","Defensive Midfield",NA,22,"France","FC Nantes","1.76","right",NA,"Olympique Lyon",NA,6e+06,"https://www.transfermarkt.com/johann-lepenant/profil/spieler/585973","2024-2025"
"Ligue 1","France",2024,"FC Nantes","5","Pedro Chirivella","Defensive Midfield",NA,28,"Spain","Panathinaikos FC","1.78","right",NA,"Liverpool FC U23",NA,5e+06,"https://www.transfermarkt.com/pedro-chirivella/profil/spieler/242273","2024-2025"
"Ligue 1","France",2024,"FC Nantes","-","Jean-Philippe Gbamin","Defensive Midfield",NA,29,"Cote d'Ivoire","FC Metz","1.86","right",NA,"USL Dunkerque",NA,2e+06,"https://www.transfermarkt.com/jean-philippe-gbamin/profil/spieler/182894","2024-2025"
"Ligue 1","France",2024,"FC Nantes","13","Francis Coquelin","Defensive Midfield",NA,34,"France","FC Nantes","1.77","right",NA,"Without Club",NA,9e+05,"https://www.transfermarkt.com/francis-coquelin/profil/spieler/74869","2024-2025"
"Ligue 1","France",2024,"FC Nantes","6","Douglas Augusto","Central Midfield",NA,28,"Brazil","FC Krasnodar","1.73","left",NA,"PAOK Thessaloniki",NA,6e+06,"https://www.transfermarkt.com/douglas-augusto/profil/spieler/393621","2024-2025"
"Ligue 1","France",2024,"FC Nantes","59","Dehmaine Tabibou","Central Midfield",NA,20,"France","FC Nantes","1.83","left",NA,"FC Nantes B",NA,2e+05,"https://www.transfermarkt.com/dehmaine-tabibou/profil/spieler/1004619","2024-2025"
"Ligue 1","France",2024,"FC Nantes","66","Louis Leroux","Attacking Midfield",NA,19,"France","FC Nantes","1.84","left",NA,"FC Nantes U19",NA,4e+06,"https://www.transfermarkt.com/louis-leroux/profil/spieler/1119456","2024-2025"
"Ligue 1","France",2024,"FC Nantes","25","Florent Mollet","Attacking Midfield",NA,33,"France","Without Club","1.75","right",NA,"FC Schalke 04",NA,1200000,"https://www.transfermarkt.com/florent-mollet/profil/spieler/222859","2024-2025"
"Ligue 1","France",2024,"FC Nantes","27","Moses Simon","Left Winger",NA,29,"Nigeria","Paris FC","1.68","right",NA,"Levante UD",NA,1.2e+07,"https://www.transfermarkt.com/moses-simon/profil/spieler/274862","2024-2025"
"Ligue 1","France",2024,"FC Nantes","62","Herba Guirassy","Left Winger",NA,18,"France","FC Nantes","1.86","right",NA,"FC Nantes U19",NA,1e+06,"https://www.transfermarkt.com/herba-guirassy/profil/spieler/1119453","2024-2025"
"Ligue 1","France",2024,"FC Nantes","-","Adel Mahamoud","Left Winger",NA,22,"Comoros","FC Nantes","1.83","right",NA,"FC Nantes B",NA,50000,"https://www.transfermarkt.com/adel-mahamoud/profil/spieler/952436","2024-2025"
