Player,Liga,Pos,Squad,Height,Value
akim zedadka,Ligue 1,Right-Back,LOSC Lille,1.74,700000.0
morgan costarelli,Ligue 1,Right-Back,LOSC Lille,1.7,
ngalayel mukau,Ligue 1,Defensive Midfield,LOSC Lille,1.86,15000000.0
nabil bentaleb,Ligue 1,Defensive Midfield,LOSC Lille,1.87,6000000.0
benjamin andre,Ligue 1,Defensive Midfield,LOSC Lille,1.8,5000000.0
ugo raghouber,Ligue 1,Defensive Midfield,LOSC Lille,1.88,4000000.0
lilian baret,Ligue 1,Defensive Midfield,LOSC Lille,1.68,
ayyoub bouaddi,Ligue 1,Central Midfield,LOSC Lille,1.86,28000000.0
andre gomes,Ligue 1,Central Midfield,LOSC Lille,1.9,6000000.0
ethan mbappe,Ligue 1,Central Midfield,LOSC Lille,1.8,5000000.0
angel gomes,Ligue 1,Attacking Midfield,LOSC Lille,1.68,20000000.0
hakon arnar haraldsson,Ligue 1,Attacking Midfield,LOSC Lille,1.78,18000000.0
remy cabella,Ligue 1,Attacking Midfield,LOSC Lille,1.72,2500000.0
osame sahraoui,Ligue 1,Left Winger,LOSC Lille,1.7,12000000.0
aaron malouda,Ligue 1,Left Winger,LOSC Lille,1.83,150000.0
younes lachaab,Ligue 1,Left Winger,LOSC Lille,1.76,50000.0
soriba diaoune,Ligue 1,Left Winger,LOSC Lille,,
edon zhegrova,Ligue 1,Right Winger,LOSC Lille,1.8,25000000.0
jonathan david,Ligue 1,Centre-Forward,LOSC Lille,1.78,45000000.0
matias fernandezpardo,Ligue 1,Centre-Forward,LOSC Lille,1.88,15000000.0
chuba akpom,Ligue 1,Centre-Forward,LOSC Lille,1.83,7000000.0
andrej ilic,Ligue 1,Centre-Forward,LOSC Lille,1.89,4000000.0
mohamed bayo,Ligue 1,Centre-Forward,LOSC Lille,1.87,2800000.0
lucas perri,Ligue 1,Goalkeeper,Olympique Lyon,1.97,10000000.0
anthony lopes,Ligue 1,Goalkeeper,Olympique Lyon,1.84,1200000.0
remy descamps,Ligue 1,Goalkeeper,Olympique Lyon,1.96,1200000.0
justin bengui,Ligue 1,Goalkeeper,Olympique Lyon,1.9,400000.0
lassine diarra,Ligue 1,Goalkeeper,Olympique Lyon,1.9,50000.0
matthias da silva,Ligue 1,Goalkeeper,Olympique Lyon,,
moussa niakhate,Ligue 1,Centre-Back,Olympique Lyon,1.9,15000000.0
duje caletacar,Ligue 1,Centre-Back,Olympique Lyon,1.93,7000000.0
adryelson,Ligue 1,Centre-Back,Olympique Lyon,1.82,3500000.0
clinton mata,Ligue 1,Centre-Back,Olympique Lyon,1.8,3500000.0
warmed omari,Ligue 1,Centre-Back,Olympique Lyon,1.88,3000000.0
abner,Ligue 1,Left-Back,Olympique Lyon,1.81,7000000.0
nicolas tagliafico,Ligue 1,Left-Back,Olympique Lyon,1.71,6000000.0
ainsley maitlandniles,Ligue 1,Right-Back,Olympique Lyon,1.8,12000000.0
sael kumbedi,Ligue 1,Right-Back,Olympique Lyon,1.75,7000000.0
teo barisic,Ligue 1,Right-Back,Olympique Lyon,1.85,
orel mangala,Ligue 1,Defensive Midfield,Olympique Lyon,1.78,18000000.0
tanner tessmann,Ligue 1,Defensive Midfield,Olympique Lyon,1.88,6000000.0
nemanja matic,Ligue 1,Defensive Midfield,Olympique Lyon,1.94,2000000.0
paul akouokou,Ligue 1,Defensive Midfield,Olympique Lyon,1.81,800000.0
mathys de carvalho,Ligue 1,Defensive Midfield,Olympique Lyon,1.83,
maxence caqueret,Ligue 1,Central Midfield,Olympique Lyon,1.74,16000000.0
corentin tolisso,Ligue 1,Central Midfield,Olympique Lyon,1.81,12000000.0
jordan veretout,Ligue 1,Central Midfield,Olympique Lyon,1.77,4000000.0
mahamadou diawara,Ligue 1,Central Midfield,Olympique Lyon,1.87,2000000.0
thiago almada,Ligue 1,Attacking Midfield,Olympique Lyon,1.71,25000000.0
malick fofana,Ligue 1,Left Winger,Olympique Lyon,1.69,30000000.0
said benrahma,Ligue 1,Left Winger,Olympique Lyon,1.72,10000000.0
wilfried zaha,Ligue 1,Left Winger,Olympique Lyon,1.8,5000000.0
rayan cherki,Ligue 1,Right Winger,Olympique Lyon,1.77,45000000.0
ernest nuamah,Ligue 1,Right Winger,Olympique Lyon,1.78,15000000.0
georges mikautadze,Ligue 1,Centre-Forward,Olympique Lyon,1.76,22000000.0
gift orban,Ligue 1,Centre-Forward,Olympique Lyon,1.78,10000000.0
alexandre lacazette,Ligue 1,Centre-Forward,Olympique Lyon,1.75,6000000.0
mama balde,Ligue 1,Centre-Forward,Olympique Lyon,1.76,4000000.0
alejandro gomes rodriguez,Ligue 1,Centre-Forward,Olympique Lyon,1.76,100000.0
enzo molebe,Ligue 1,Centre-Forward,Olympique Lyon,,100000.0
djordje petrovic,Ligue 1,Goalkeeper,RC Strasbourg Alsace,1.94,20000000.0
robin risser,Ligue 1,Goalkeeper,RC Strasbourg Alsace,1.93,1500000.0
alaa bellaarouch,Ligue 1,Goalkeeper,RC Strasbourg Alsace,1.89,400000.0
karljohan johnsson,Ligue 1,Goalkeeper,RC Strasbourg Alsace,1.88,300000.0
mamadou sarr,Ligue 1,Centre-Back,RC Strasbourg Alsace,1.94,20000000.0
ismael doukoure,Ligue 1,Centre-Back,RC Strasbourg Alsace,1.83,18000000.0
abakar sylla,Ligue 1,Centre-Back,RC Strasbourg Alsace,1.88,10000000.0
andrew omobamidele,Ligue 1,Centre-Back,RC Strasbourg Alsace,1.88,8000000.0
saidou sow,Ligue 1,Centre-Back,RC Strasbourg Alsace,1.87,6000000.0
yoni gomis,Ligue 1,Centre-Back,RC Strasbourg Alsace,1.86,700000.0
amadou cisse,Ligue 1,Centre-Back,RC Strasbourg Alsace,,
sacha lung,Ligue 1,Centre-Back,RC Strasbourg Alsace,,
caleb wiley,Ligue 1,Left-Back,RC Strasbourg Alsace,1.8,8000000.0
eduard sobol,Ligue 1,Left-Back,RC Strasbourg Alsace,1.86,900000.0
thomas delaine,Ligue 1,Left-Back,RC Strasbourg Alsace,1.8,600000.0
guela doue,Ligue 1,Right-Back,RC Strasbourg Alsace,1.87,18000000.0
marvin senaya,Ligue 1,Right-Back,RC Strasbourg Alsace,1.81,1800000.0
karol fila,Ligue 1,Right-Back,RC Strasbourg Alsace,1.83,600000.0
junior mwanga,Ligue 1,Defensive Midfield,RC Strasbourg Alsace,1.84,6000000.0
rabby nzingoula,Ligue 1,Defensive Midfield,RC Strasbourg Alsace,1.83,2500000.0
pape diong,Ligue 1,Defensive Midfield,RC Strasbourg Alsace,1.93,800000.0
andrey santos,Ligue 1,Central Midfield,RC Strasbourg Alsace,1.8,35000000.0
habib diarra,Ligue 1,Central Midfield,RC Strasbourg Alsace,1.78,20000000.0
valentin barco,Ligue 1,Central Midfield,RC Strasbourg Alsace,1.7,12000000.0
samir el mourabet,Ligue 1,Central Midfield,RC Strasbourg Alsace,1.86,50000.0
diego moreira,Ligue 1,Left Midfield,RC Strasbourg Alsace,1.79,18000000.0
sebastian nanasi,Ligue 1,Left Midfield,RC Strasbourg Alsace,1.78,18000000.0
felix lemarechal,Ligue 1,Attacking Midfield,RC Strasbourg Alsace,1.8,10000000.0
tidiane diallo,Ligue 1,Attacking Midfield,RC Strasbourg Alsace,1.76,
oscar perea,Ligue 1,Left Winger,RC Strasbourg Alsace,1.74,2000000.0
nordine kandil,Ligue 1,Left Winger,RC Strasbourg Alsace,1.67,1000000.0
rayane messi,Ligue 1,Left Winger,RC Strasbourg Alsace,1.75,800000.0
jeremy sebas,Ligue 1,Left Winger,RC Strasbourg Alsace,1.87,700000.0
dilane bakwa,Ligue 1,Right Winger,RC Strasbourg Alsace,1.8,25000000.0
samuel amoameyaw,Ligue 1,Right Winger,RC Strasbourg Alsace,1.74,4000000.0
abdoul ouattara,Ligue 1,Right Winger,RC Strasbourg Alsace,1.8,1200000.0
ghianny kodia,Ligue 1,Right Winger,RC Strasbourg Alsace,,
emanuel emegha,Ligue 1,Centre-Forward,RC Strasbourg Alsace,1.96,25000000.0
milos lukovic,Ligue 1,Centre-Forward,RC Strasbourg Alsace,1.84,5000000.0
sekou mara,Ligue 1,Centre-Forward,RC Strasbourg Alsace,1.83,5000000.0
moise sahi dion,Ligue 1,Centre-Forward,RC Strasbourg Alsace,1.75,1000000.0
zoumana diallo,Ligue 1,Centre-Forward,RC Strasbourg Alsace,1.85,
brice samba,Ligue 1,Goalkeeper,Stade Rennais FC,1.87,12000000.0
dogan alemdar,Ligue 1,Goalkeeper,Stade Rennais FC,1.92,1500000.0
gauthier gallon,Ligue 1,Goalkeeper,Stade Rennais FC,1.87,800000.0
steve mandanda,Ligue 1,Goalkeeper,Stade Rennais FC,1.87,500000.0
geoffrey lembet,Ligue 1,Goalkeeper,Stade Rennais FC,1.86,100000.0
leo ostigard,Ligue 1,Centre-Back,Stade Rennais FC,1.83,10000000.0
lilian brassier,Ligue 1,Centre-Back,Stade Rennais FC,1.86,10000000.0
anthony rouault,Ligue 1,Centre-Back,Stade Rennais FC,1.86,10000000.0
jeremy jacquet,Ligue 1,Centre-Back,Stade Rennais FC,1.9,10000000.0
alidu seidu,Ligue 1,Centre-Back,Stade Rennais FC,1.73,9000000.0
christopher wooh,Ligue 1,Centre-Back,Stade Rennais FC,1.91,6000000.0
mikayil faye,Ligue 1,Centre-Back,Stade Rennais FC,1.83,6000000.0
warmed omari,Ligue 1,Centre-Back,Stade Rennais FC,1.88,3000000.0
abdelhamid ait boudlal,Ligue 1,Centre-Back,Stade Rennais FC,1.9,500000.0
adrien truffert,Ligue 1,Left-Back,Stade Rennais FC,1.76,15000000.0
mahamadou nagida,Ligue 1,Left-Back,Stade Rennais FC,1.76,800000.0
lorenz assignon,Ligue 1,Right-Back,Stade Rennais FC,1.81,9000000.0
hans hateboer,Ligue 1,Right-Back,Stade Rennais FC,1.87,2500000.0
azor matusiwa,Ligue 1,Defensive Midfield,Stade Rennais FC,1.73,8000000.0
baptiste santamaria,Ligue 1,Defensive Midfield,Stade Rennais FC,1.83,7000000.0
seko fofana,Ligue 1,Central Midfield,Stade Rennais FC,1.85,10000000.0
ismael kone,Ligue 1,Central Midfield,Stade Rennais FC,1.88,9000000.0
jordan james,Ligue 1,Central Midfield,Stade Rennais FC,1.82,8000000.0
djaoui cisse,Ligue 1,Central Midfield,Stade Rennais FC,1.88,8000000.0
benjamin bourigeaud,Ligue 1,Central Midfield,Stade Rennais FC,1.78,7000000.0
glen kamara,Ligue 1,Central Midfield,Stade Rennais FC,1.78,5000000.0
naouirou ahamada,Ligue 1,Central Midfield,Stade Rennais FC,1.83,3500000.0
joelemmanuel coulibaly,Ligue 1,Central Midfield,Stade Rennais FC,,
albert grnbk,Ligue 1,Attacking Midfield,Stade Rennais FC,1.81,11000000.0
ayanda sishuba,Ligue 1,Attacking Midfield,Stade Rennais FC,1.69,1500000.0
jota,Ligue 1,Left Winger,Stade Rennais FC,1.76,8000000.0
kazeem olaigbe,Ligue 1,Left Winger,Stade Rennais FC,1.78,5000000.0
ludovic blas,Ligue 1,Right Winger,Stade Rennais FC,1.8,18000000.0
mousa tamari,Ligue 1,Right Winger,Stade Rennais FC,1.78,6000000.0
carlos andres gomez,Ligue 1,Right Winger,Stade Rennais FC,1.71,4000000.0
amine gouiri,Ligue 1,Centre-Forward,Stade Rennais FC,1.81,30000000.0
arnaud kalimuendo,Ligue 1,Centre-Forward,Stade Rennais FC,1.75,22000000.0
kyogo furuhashi,Ligue 1,Centre-Forward,Stade Rennais FC,1.7,9000000.0
mohamed kader meite,Ligue 1,Centre-Forward,Stade Rennais FC,1.92,5000000.0
henrik meister,Ligue 1,Centre-Forward,Stade Rennais FC,1.92,2800000.0
alan do marcolino,Ligue 1,Centre-Forward,Stade Rennais FC,1.94,100000.0
wilson samake,Ligue 1,Centre-Forward,Stade Rennais FC,1.82,100000.0
henrick do marcolino,Ligue 1,Striker,Stade Rennais FC,,
marcin bulka,Ligue 1,Goalkeeper,OGC Nice,1.99,20000000.0
maxime dupe,Ligue 1,Goalkeeper,OGC Nice,1.88,900000.0
teddy boulhendi,Ligue 1,Goalkeeper,OGC Nice,1.85,50000.0
bartosz zelazowski,Ligue 1,Goalkeeper,OGC Nice,1.93,
laurenzo monteiro,Ligue 1,Defender,OGC Nice,1.85,
youssouf ndayishimiye,Ligue 1,Centre-Back,OGC Nice,1.83,12000000.0
moise bombito,Ligue 1,Centre-Back,OGC Nice,1.9,10000000.0
mohamed abdelmonem,Ligue 1,Centre-Back,OGC Nice,1.83,4000000.0
dante,Ligue 1,Centre-Back,OGC Nice,1.88,500000.0
amidou doumbouya,Ligue 1,Centre-Back,OGC Nice,1.82,200000.0
melvin bard,Ligue 1,Left-Back,OGC Nice,1.73,15000000.0
ali abdi,Ligue 1,Left-Back,OGC Nice,1.83,3000000.0
yael nandjou,Ligue 1,Left-Back,OGC Nice,1.85,150000.0
iliesse salhi,Ligue 1,Left-Back,OGC Nice,,50000.0
mousslim youssouf,Ligue 1,Left-Back,OGC Nice,1.66,
jordan lotomba,Ligue 1,Right-Back,OGC Nice,1.77,6500000.0
jonathan clauss,Ligue 1,Right-Back,OGC Nice,1.78,5000000.0
antoine mendy,Ligue 1,Right-Back,OGC Nice,1.87,2500000.0
pablo rosario,Ligue 1,Defensive Midfield,OGC Nice,1.85,8000000.0
baptiste santamaria,Ligue 1,Defensive Midfield,OGC Nice,1.83,7000000.0
everton,Ligue 1,Defensive Midfield,OGC Nice,,
hicham boudaoui,Ligue 1,Central Midfield,OGC Nice,1.75,15000000.0
tanguy ndombele,Ligue 1,Central Midfield,OGC Nice,1.81,7000000.0
morgan sanson,Ligue 1,Central Midfield,OGC Nice,1.8,5000000.0
daouda traore,Ligue 1,Central Midfield,OGC Nice,1.88,250000.0
issiaga camara,Ligue 1,Central Midfield,OGC Nice,1.7,200000.0
djibril coulibaly,Ligue 1,Central Midfield,OGC Nice,1.73,
tom louchet,Ligue 1,Right Midfield,OGC Nice,1.78,2500000.0
rares ilie,Ligue 1,Attacking Midfield,OGC Nice,1.86,1800000.0
jeremie boga,Ligue 1,Left Winger,OGC Nice,1.72,10000000.0
sofiane diop,Ligue 1,Left Winger,OGC Nice,1.75,10000000.0
billal brahimi,Ligue 1,Left Winger,OGC Nice,1.83,1800000.0
mohamedali cho,Ligue 1,Right Winger,OGC Nice,1.82,15000000.0
badredine bouanani,Ligue 1,Right Winger,OGC Nice,1.77,7000000.0
evann guessand,Ligue 1,Centre-Forward,OGC Nice,1.88,25000000.0
terem moffi,Ligue 1,Centre-Forward,OGC Nice,1.88,15000000.0
youssoufa moukoko,Ligue 1,Centre-Forward,OGC Nice,1.79,10000000.0
gaetan laborde,Ligue 1,Centre-Forward,OGC Nice,1.81,6000000.0
victor orakpo,Ligue 1,Centre-Forward,OGC Nice,1.94,400000.0
fares bousnina,Ligue 1,Centre-Forward,OGC Nice,1.83,150000.0
bernard nguene,Ligue 1,Centre-Forward,OGC Nice,1.78,100000.0
brice samba,Ligue 1,Goalkeeper,RC Lens,1.87,12000000.0
mathew ryan,Ligue 1,Goalkeeper,RC Lens,1.84,2500000.0
herve koffi,Ligue 1,Goalkeeper,RC Lens,1.86,1200000.0
denis petric,Ligue 1,Goalkeeper,RC Lens,1.86,100000.0
roman karolewicz,Ligue 1,Goalkeeper,RC Lens,,
adam delplace,Ligue 1,Goalkeeper,RC Lens,,
ilan jourdren,Ligue 1,Goalkeeper,RC Lens,1.88,
abdukodir khusanov,Ligue 1,Centre-Back,RC Lens,1.86,35000000.0
kevin danso,Ligue 1,Centre-Back,RC Lens,1.9,25000000.0
facundo medina,Ligue 1,Centre-Back,RC Lens,1.84,25000000.0
juma bah,Ligue 1,Centre-Back,RC Lens,1.95,6000000.0
malang sarr,Ligue 1,Centre-Back,RC Lens,1.83,5000000.0
jonathan gradit,Ligue 1,Centre-Back,RC Lens,1.8,4000000.0
nidal celik,Ligue 1,Centre-Back,RC Lens,1.92,1800000.0
ismaelo ganiou,Ligue 1,Centre-Back,RC Lens,1.85,1000000.0
kyllian antonio,Ligue 1,Centre-Back,RC Lens,1.83,300000.0
souleymane sagnan,Ligue 1,Centre-Back,RC Lens,1.87,
jhoanner chavez,Ligue 1,Left-Back,RC Lens,1.82,3500000.0
deiver machado,Ligue 1,Left-Back,RC Lens,1.8,3000000.0
massadio haidara,Ligue 1,Left-Back,RC Lens,1.79,1500000.0
oscar lenne,Ligue 1,Left-Back,RC Lens,,
przemyslaw frankowski,Ligue 1,Right-Back,RC Lens,1.75,7000000.0
ruben aguilar,Ligue 1,Right-Back,RC Lens,1.72,3500000.0
tom pouilly,Ligue 1,Right-Back,RC Lens,1.8,800000.0
hamzat ojediran,Ligue 1,Defensive Midfield,RC Lens,1.8,1800000.0
nampalys mendy,Ligue 1,Defensive Midfield,RC Lens,1.68,1800000.0
andy diouf,Ligue 1,Central Midfield,RC Lens,1.87,15000000.0
neil el aynaoui,Ligue 1,Central Midfield,RC Lens,1.85,15000000.0
david da costa,Ligue 1,Attacking Midfield,RC Lens,1.68,6000000.0
angelo fulgini,Ligue 1,Attacking Midfield,RC Lens,1.82,5000000.0
adrien thomasson,Ligue 1,Attacking Midfield,RC Lens,1.75,5000000.0
anass zaroury,Ligue 1,Left Winger,RC Lens,1.76,8000000.0
kembo diliwidi,Ligue 1,Left Winger,RC Lens,1.8,50000.0
jeremy agbonifo,Ligue 1,Right Winger,RC Lens,1.78,5000000.0
herve boua die,Ligue 1,Right Winger,RC Lens,,
mbala nzola,Ligue 1,Centre-Forward,RC Lens,1.85,6000000.0
martin satriano,Ligue 1,Centre-Forward,RC Lens,1.87,5000000.0
wesley said,Ligue 1,Centre-Forward,RC Lens,1.71,3000000.0
goduine koyalipou,Ligue 1,Centre-Forward,RC Lens,1.84,2500000.0
florian sotoca,Ligue 1,Centre-Forward,RC Lens,1.87,2000000.0
remy labeau lascary,Ligue 1,Centre-Forward,RC Lens,1.84,2000000.0
rayan fofana,Ligue 1,Centre-Forward,RC Lens,1.8,50000.0
gabin capuano,Ligue 1,Centre-Forward,RC Lens,,50000.0
guillaume restes,Ligue 1,Goalkeeper,FC Toulouse,1.88,20000000.0
kjetil haug,Ligue 1,Goalkeeper,FC Toulouse,1.87,600000.0
alex dominguez,Ligue 1,Goalkeeper,FC Toulouse,1.87,300000.0
justin lacombe,Ligue 1,Goalkeeper,FC Toulouse,1.92,
mathys niflore,Ligue 1,Goalkeeper,FC Toulouse,1.92,
logan costa,Ligue 1,Centre-Back,FC Toulouse,1.9,18000000.0
charlie cresswell,Ligue 1,Centre-Back,FC Toulouse,1.9,10000000.0
mark mckenzie,Ligue 1,Centre-Back,FC Toulouse,1.84,6000000.0
rasmus nicolaisen,Ligue 1,Centre-Back,FC Toulouse,1.91,4500000.0
jaydee canvot,Ligue 1,Centre-Back,FC Toulouse,1.88,4000000.0
umit akdag,Ligue 1,Centre-Back,FC Toulouse,1.92,600000.0
dayann methalie,Ligue 1,Centre-Back,FC Toulouse,1.86,
gabriel suazo,Ligue 1,Left-Back,FC Toulouse,1.78,4000000.0
ylies aradj,Ligue 1,Left-Back,FC Toulouse,1.79,
warren kamanzi,Ligue 1,Right-Back,FC Toulouse,1.77,2000000.0
djibril sidibe,Ligue 1,Right-Back,FC Toulouse,1.83,1000000.0
cristian casseres jr,Ligue 1,Central Midfield,FC Toulouse,1.76,6000000.0
vincent sierro,Ligue 1,Central Midfield,FC Toulouse,1.85,4000000.0
niklas schmidt,Ligue 1,Central Midfield,FC Toulouse,1.84,1800000.0
miha zajc,Ligue 1,Central Midfield,FC Toulouse,1.78,1500000.0
rafik messali,Ligue 1,Right Midfield,FC Toulouse,1.77,800000.0
aron dnnum,Ligue 1,Left Midfield,FC Toulouse,1.78,4000000.0
naatan skytta,Ligue 1,Attacking Midfield,FC Toulouse,1.74,3000000.0
denis genreau,Ligue 1,Attacking Midfield,FC Toulouse,1.75,800000.0
edhy zuliani,Ligue 1,Attacking Midfield,FC Toulouse,1.75,50000.0
mathis saka,Ligue 1,Attacking Midfield,FC Toulouse,1.72,50000.0
yann gboho,Ligue 1,Left Winger,FC Toulouse,1.78,8000000.0
ilyas azizi,Ligue 1,Left Winger,FC Toulouse,,
zakaria aboukhlal,Ligue 1,Right Winger,FC Toulouse,1.79,12000000.0
shavy babicka,Ligue 1,Right Winger,FC Toulouse,1.79,2500000.0
noah edjouma,Ligue 1,Right Winger,FC Toulouse,1.82,800000.0
mamady bangre,Ligue 1,Right Winger,FC Toulouse,1.71,500000.0
frank magri,Ligue 1,Centre-Forward,FC Toulouse,1.78,3000000.0
joshua king,Ligue 1,Centre-Forward,FC Toulouse,1.8,1800000.0
alban lafont,Ligue 1,Goalkeeper,FC Nantes,1.96,3000000.0
anthony lopes,Ligue 1,Goalkeeper,FC Nantes,1.84,1200000.0
patrik carlgren,Ligue 1,Goalkeeper,FC Nantes,1.89,600000.0
hugo barbet,Ligue 1,Goalkeeper,FC Nantes,1.89,50000.0
nathan zeze,Ligue 1,Centre-Back,FC Nantes,1.9,15000000.0
saidou sow,Ligue 1,Centre-Back,FC Nantes,1.87,6000000.0
jeancharles castelletto,Ligue 1,Centre-Back,FC Nantes,1.86,3500000.0
jeankevin duverne,Ligue 1,Centre-Back,FC Nantes,1.86,2500000.0
nicolas pallois,Ligue 1,Centre-Back,FC Nantes,1.89,400000.0
sekou doucoure,Ligue 1,Centre-Back,FC Nantes,1.87,50000.0
enzo mongo,Ligue 1,Centre-Back,FC Nantes,1.85,
nicolas cozza,Ligue 1,Left-Back,FC Nantes,1.78,3500000.0
kelvin amian,Ligue 1,Right-Back,FC Nantes,1.8,2500000.0
fabien centonze,Ligue 1,Right-Back,FC Nantes,1.82,1800000.0
mathieu acapandie,Ligue 1,Right-Back,FC Nantes,1.82,
johann lepenant,Ligue 1,Defensive Midfield,FC Nantes,1.76,6000000.0
pedro chirivella,Ligue 1,Defensive Midfield,FC Nantes,1.78,5000000.0
jeanphilippe gbamin,Ligue 1,Defensive Midfield,FC Nantes,1.86,2000000.0
francis coquelin,Ligue 1,Defensive Midfield,FC Nantes,1.77,900000.0
douglas augusto,Ligue 1,Central Midfield,FC Nantes,1.73,6000000.0
dehmaine tabibou,Ligue 1,Central Midfield,FC Nantes,1.83,200000.0
louis leroux,Ligue 1,Attacking Midfield,FC Nantes,1.84,4000000.0
florent mollet,Ligue 1,Attacking Midfield,FC Nantes,1.75,1200000.0
moses simon,Ligue 1,Left Winger,FC Nantes,1.68,12000000.0
marcus coco,Ligue 1,Left Winger,FC Nantes,1.84,1200000.0
herba guirassy,Ligue 1,Left Winger,FC Nantes,1.86,1000000.0
adel mahamoud,Ligue 1,Left Winger,FC Nantes,1.83,50000.0
sorba thomas,Ligue 1,Right Winger,FC Nantes,1.85,3500000.0
matthis abline,Ligue 1,Centre-Forward,FC Nantes,1.82,18000000.0
mostafa mohamed,Ligue 1,Centre-Forward,FC Nantes,1.85,5000000.0
meschack elia,Ligue 1,Centre-Forward,FC Nantes,1.73,4000000.0
tino kadewere,Ligue 1,Centre-Forward,FC Nantes,1.83,2500000.0
ignatius ganago,Ligue 1,Centre-Forward,FC Nantes,1.76,2000000.0
plamedi nsingi,Ligue 1,Centre-Forward,FC Nantes,1.89,
marco bizot,Ligue 1,Goalkeeper,Stade Brestois 29,1.93,3000000.0
gregoire coudert,Ligue 1,Goalkeeper,Stade Brestois 29,1.92,500000.0
noah jauny,Ligue 1,Goalkeeper,Stade Brestois 29,1.94,
soumaila coulibaly,Ligue 1,Centre-Back,Stade Brestois 29,1.91,8000000.0
brendan chardonnet,Ligue 1,Centre-Back,Stade Brestois 29,1.81,6000000.0
abdoulaye ndiaye,Ligue 1,Centre-Back,Stade Brestois 29,1.95,4000000.0
julien le cardinal,Ligue 1,Centre-Back,Stade Brestois 29,1.84,2000000.0
achraf dari,Ligue 1,Centre-Back,Stade Brestois 29,1.88,1500000.0
paris irie,Ligue 1,Centre-Back,Stade Brestois 29,1.86,
raphael le guen,Ligue 1,Centre-Back,Stade Brestois 29,1.96,
bradley locko,Ligue 1,Left-Back,Stade Brestois 29,1.8,9000000.0
massadio haidara,Ligue 1,Left-Back,Stade Brestois 29,1.79,1500000.0
jordan amavi,Ligue 1,Left-Back,Stade Brestois 29,1.76,1500000.0
justin bourgault,Ligue 1,Left-Back,Stade Brestois 29,1.85,800000.0
luck zogbe,Ligue 1,Right-Back,Stade Brestois 29,1.78,2500000.0
kenny lala,Ligue 1,Right-Back,Stade Brestois 29,1.78,2000000.0
pierre leesmelou,Ligue 1,Defensive Midfield,Stade Brestois 29,1.85,6000000.0
edimilson fernandes,Ligue 1,Defensive Midfield,Stade Brestois 29,1.87,3000000.0
jonas martin,Ligue 1,Defensive Midfield,Stade Brestois 29,1.84,600000.0
hamidou makalou,Ligue 1,Defensive Midfield,Stade Brestois 29,1.64,300000.0
mahdi camara,Ligue 1,Central Midfield,Stade Brestois 29,1.76,9000000.0
hugo magnetti,Ligue 1,Central Midfield,Stade Brestois 29,1.8,6000000.0
hiangaa mbock,Ligue 1,Central Midfield,Stade Brestois 29,1.86,400000.0
kamory doumbia,Ligue 1,Attacking Midfield,Stade Brestois 29,1.7,4000000.0
noan geraux,Ligue 1,Attacking Midfield,Stade Brestois 29,,
abdallah sima,Ligue 1,Left Winger,Stade Brestois 29,1.88,9000000.0
ibrahim salah,Ligue 1,Left Winger,Stade Brestois 29,1.86,3000000.0
mathias pereira lage,Ligue 1,Left Winger,Stade Brestois 29,1.8,2500000.0
axel camblan,Ligue 1,Left Winger,Stade Brestois 29,1.74,500000.0
leo botz,Ligue 1,Left Winger,Stade Brestois 29,,
romain del castillo,Ligue 1,Right Winger,Stade Brestois 29,1.72,7000000.0
romain faivre,Ligue 1,Right Winger,Stade Brestois 29,1.8,6000000.0
ibrahim yayiya kante,Ligue 1,Right Winger,Stade Brestois 29,,
mama balde,Ligue 1,Centre-Forward,Stade Brestois 29,1.76,4000000.0
ludovic ajorque,Ligue 1,Centre-Forward,Stade Brestois 29,1.96,4000000.0
jeremy le douaron,Ligue 1,Centre-Forward,Stade Brestois 29,1.89,3000000.0
saliou diop,Ligue 1,Centre-Forward,Stade Brestois 29,1.87,50000.0
donovan leon,Ligue 1,Goalkeeper,AJ Auxerre,1.87,1000000.0
theo de percin,Ligue 1,Goalkeeper,AJ Auxerre,1.85,300000.0
