Player,Pos,Squad,Height,Value,Season,Competition
mikayil faye,Centre-Back,FC Barcelona,1.83,10000000.0,2023-2024,laliga
inigo martinez,Centre-Back,FC Barcelona,1.82,5000000.0,2023-2024,laliga
alejandro balde,Left-Back,FC Barcelona,1.75,40000000.0,2023-2024,laliga
marcos alonso,Left-Back,FC Barcelona,1.88,2000000.0,2023-2024,laliga
jules kounde,Right-Back,FC Barcelona,1.8,45000000.0,2023-2024,laliga
joao cancelo,Right-Back,FC Barcelona,1.82,25000000.0,2023-2024,laliga
hector fort,Right-Back,FC Barcelona,1.85,10000000.0,2023-2024,laliga
marc casado,Defensive Midfield,FC Barcelona,1.72,2500000.0,2023-2024,laliga
oriol romeu,Defensive Midfield,FC Barcelona,1.83,2000000.0,2023-2024,laliga
pau prim,Defensive Midfield,FC Barcelona,1.79,500000.0,2023-2024,laliga
gavi,Central Midfield,FC Barcelona,1.73,90000000.0,2023-2024,laliga
pedri,Central Midfield,FC Barcelona,1.74,80000000.0,2023-2024,laliga
frenkie de jong,Central Midfield,FC Barcelona,1.81,70000000.0,2023-2024,laliga
ilkay gundogan,Central Midfield,FC Barcelona,1.8,15000000.0,2023-2024,laliga
sergi roberto,Central Midfield,FC Barcelona,1.78,2500000.0,2023-2024,laliga
unai hernandez,Central Midfield,FC Barcelona,1.71,800000.0,2023-2024,laliga
aleix garrido,Central Midfield,FC Barcelona,1.7,500000.0,2023-2024,laliga
fermin lopez,Attacking Midfield,FC Barcelona,1.74,30000000.0,2023-2024,laliga
raphinha,Left Winger,FC Barcelona,1.76,50000000.0,2023-2024,laliga
ansu fati,Left Winger,FC Barcelona,1.78,25000000.0,2023-2024,laliga
abde ezzalzouli,Left Winger,FC Barcelona,1.77,9000000.0,2023-2024,laliga
angel alarcon,Left Winger,FC Barcelona,1.75,300000.0,2023-2024,laliga
lamine yamal,Right Winger,FC Barcelona,1.8,90000000.0,2023-2024,laliga
joao felix,Second Striker,FC Barcelona,1.81,30000000.0,2023-2024,laliga
ferran torres,Centre-Forward,FC Barcelona,1.84,30000000.0,2023-2024,laliga
vitor roque,Centre-Forward,FC Barcelona,1.74,30000000.0,2023-2024,laliga
robert lewandowski,Centre-Forward,FC Barcelona,1.85,15000000.0,2023-2024,laliga
marc guiu,Centre-Forward,FC Barcelona,1.87,7500000.0,2023-2024,laliga
pau victor,Centre-Forward,FC Barcelona,1.84,1500000.0,2023-2024,laliga
alex remiro,Goalkeeper,Real Sociedad,1.91,25000000.0,2023-2024,laliga
gaizka ayesa,Goalkeeper,Real Sociedad,1.85,300000.0,2023-2024,laliga
unai marrero,Goalkeeper,Real Sociedad,1.89,300000.0,2023-2024,laliga
aitor fraga,Goalkeeper,Real Sociedad,,200000.0,2023-2024,laliga
robin le normand,Centre-Back,Real Sociedad,1.87,40000000.0,2023-2024,laliga
igor zubeldia,Centre-Back,Real Sociedad,1.81,22000000.0,2023-2024,laliga
jon pacheco,Centre-Back,Real Sociedad,1.84,15000000.0,2023-2024,laliga
aritz elustondo,Centre-Back,Real Sociedad,1.8,5000000.0,2023-2024,laliga
jon martin,Centre-Back,Real Sociedad,1.87,2000000.0,2023-2024,laliga
kieran tierney,Left-Back,Real Sociedad,1.8,12000000.0,2023-2024,laliga
aihen munoz,Left-Back,Real Sociedad,1.75,8000000.0,2023-2024,laliga
javi galan,Left-Back,Real Sociedad,1.72,7000000.0,2023-2024,laliga
diego rico,Left-Back,Real Sociedad,1.83,1500000.0,2023-2024,laliga
hamari traore,Right-Back,Real Sociedad,1.75,6000000.0,2023-2024,laliga
jon aramburu,Right-Back,Real Sociedad,1.76,2500000.0,2023-2024,laliga
alvaro odriozola,Right-Back,Real Sociedad,1.76,2500000.0,2023-2024,laliga
inaki ruperez,Right-Back,Real Sociedad,,150000.0,2023-2024,laliga
martin zubimendi,Defensive Midfield,Real Sociedad,1.81,50000000.0,2023-2024,laliga
urko gonzalez de zarate,Defensive Midfield,Real Sociedad,1.89,1200000.0,2023-2024,laliga
mikel merino,Central Midfield,Real Sociedad,1.89,50000000.0,2023-2024,laliga
benat turrientes,Central Midfield,Real Sociedad,1.81,20000000.0,2023-2024,laliga
jon ander olasagasti,Central Midfield,Real Sociedad,1.76,1200000.0,2023-2024,laliga
brais mendez,Attacking Midfield,Real Sociedad,1.84,40000000.0,2023-2024,laliga
arsen zakharyan,Attacking Midfield,Real Sociedad,1.83,18000000.0,2023-2024,laliga
pablo marin,Attacking Midfield,Real Sociedad,1.78,1500000.0,2023-2024,laliga
jon magunazelaia,Attacking Midfield,Real Sociedad,1.8,1000000.0,2023-2024,laliga
ander barrenetxea,Left Winger,Real Sociedad,1.75,20000000.0,2023-2024,laliga
sheraldo becker,Left Winger,Real Sociedad,1.8,10000000.0,2023-2024,laliga
martin merquelanz,Left Winger,Real Sociedad,1.76,600000.0,2023-2024,laliga
takefusa kubo,Right Winger,Real Sociedad,1.73,50000000.0,2023-2024,laliga
mohamedali cho,Right Winger,Real Sociedad,1.82,10000000.0,2023-2024,laliga
robert navarro,Right Winger,Real Sociedad,1.78,6000000.0,2023-2024,laliga
alex sola,Right Winger,Real Sociedad,1.78,4000000.0,2023-2024,laliga
alberto dadie,Right Winger,Real Sociedad,1.7,250000.0,2023-2024,laliga
mikel oyarzabal,Centre-Forward,Real Sociedad,1.81,45000000.0,2023-2024,laliga
umar sadiq,Centre-Forward,Real Sociedad,1.91,10000000.0,2023-2024,laliga
andre silva,Centre-Forward,Real Sociedad,1.86,6000000.0,2023-2024,laliga
jon karrikaburu,Centre-Forward,Real Sociedad,1.83,2500000.0,2023-2024,laliga
carlos fernandez,Centre-Forward,Real Sociedad,1.85,1500000.0,2023-2024,laliga
bryan fiabema,Centre-Forward,Real Sociedad,1.83,300000.0,2023-2024,laliga
jan oblak,Goalkeeper,Atlético de Madrid,1.88,28000000.0,2023-2024,laliga
ivo grbic,Goalkeeper,Atlético de Madrid,1.95,3500000.0,2023-2024,laliga
horatiu moldovan,Goalkeeper,Atlético de Madrid,1.86,2500000.0,2023-2024,laliga
antonio gomis,Goalkeeper,Atlético de Madrid,1.91,150000.0,2023-2024,laliga
sergio mestre,Goalkeeper,Atlético de Madrid,1.93,50000.0,2023-2024,laliga
mario hermoso,Centre-Back,Atlético de Madrid,1.84,25000000.0,2023-2024,laliga
jose maria gimenez,Centre-Back,Atlético de Madrid,1.85,22000000.0,2023-2024,laliga
caglar soyuncu,Centre-Back,Atlético de Madrid,1.85,10000000.0,2023-2024,laliga
axel witsel,Centre-Back,Atlético de Madrid,1.86,3500000.0,2023-2024,laliga
stefan savic,Centre-Back,Atlético de Madrid,1.87,2500000.0,2023-2024,laliga
cesar azpilicueta,Centre-Back,Atlético de Madrid,1.78,2000000.0,2023-2024,laliga
gabriel paulista,Centre-Back,Atlético de Madrid,1.85,2000000.0,2023-2024,laliga
marco moreno,Centre-Back,Atlético de Madrid,1.91,400000.0,2023-2024,laliga
ilias kostis,Centre-Back,Atlético de Madrid,1.88,300000.0,2023-2024,laliga
reinildo mandava,Left-Back,Atlético de Madrid,1.8,9000000.0,2023-2024,laliga
javi galan,Left-Back,Atlético de Madrid,1.72,7000000.0,2023-2024,laliga
nahuel molina,Right-Back,Atlético de Madrid,1.75,28000000.0,2023-2024,laliga
javier bonar,Right-Back,Atlético de Madrid,1.8,500000.0,2023-2024,laliga
arthur vermeeren,Defensive Midfield,Atlético de Madrid,1.8,25000000.0,2023-2024,laliga
rodrigo de paul,Central Midfield,Atlético de Madrid,1.8,30000000.0,2023-2024,laliga
pablo barrios,Central Midfield,Atlético de Madrid,1.81,25000000.0,2023-2024,laliga
koke,Central Midfield,Atlético de Madrid,1.76,12000000.0,2023-2024,laliga
saul niguez,Central Midfield,Atlético de Madrid,1.84,7500000.0,2023-2024,laliga
aitor gismera,Central Midfield,Atlético de Madrid,1.82,250000.0,2023-2024,laliga
sergio guerrero,Central Midfield,Atlético de Madrid,1.74,200000.0,2023-2024,laliga
marcos llorente,Right Midfield,Atlético de Madrid,1.84,30000000.0,2023-2024,laliga
thomas lemar,Attacking Midfield,Atlético de Madrid,1.71,10000000.0,2023-2024,laliga
samuel lino,Left Winger,Atlético de Madrid,1.77,30000000.0,2023-2024,laliga
rodrigo riquelme,Left Winger,Atlético de Madrid,1.74,25000000.0,2023-2024,laliga
yannick carrasco,Left Winger,Atlético de Madrid,1.81,14000000.0,2023-2024,laliga
marcos paulo,Left Winger,Atlético de Madrid,1.86,2000000.0,2023-2024,laliga
salim el jebari,Left Winger,Atlético de Madrid,1.78,1000000.0,2023-2024,laliga
vitolo,Left Winger,Atlético de Madrid,1.84,100000.0,2023-2024,laliga
rayane belaid,Left Winger,Atlético de Madrid,1.75,,2023-2024,laliga
angel correa,Right Winger,Atlético de Madrid,1.71,18000000.0,2023-2024,laliga
alex calatrava,Right Winger,Atlético de Madrid,1.75,200000.0,2023-2024,laliga
joao felix,Second Striker,Atlético de Madrid,1.81,30000000.0,2023-2024,laliga
antoine griezmann,Centre-Forward,Atlético de Madrid,1.76,25000000.0,2023-2024,laliga
alvaro morata,Centre-Forward,Atlético de Madrid,1.89,16000000.0,2023-2024,laliga
memphis depay,Centre-Forward,Atlético de Madrid,1.78,10000000.0,2023-2024,laliga
adrian nino,Centre-Forward,Atlético de Madrid,1.84,500000.0,2023-2024,laliga
abde raihani,Centre-Forward,Atlético de Madrid,1.87,300000.0,2023-2024,laliga
paulo gazzaniga,Goalkeeper,Girona FC,1.95,4000000.0,2023-2024,laliga
toni fuidias,Goalkeeper,Girona FC,1.95,300000.0,2023-2024,laliga
juan carlos,Goalkeeper,Girona FC,1.87,200000.0,2023-2024,laliga
eric garcia,Centre-Back,Girona FC,1.82,20000000.0,2023-2024,laliga
santiago bueno,Centre-Back,Girona FC,1.9,8000000.0,2023-2024,laliga
daley blind,Centre-Back,Girona FC,1.8,3000000.0,2023-2024,laliga
david lopez,Centre-Back,Girona FC,1.85,2500000.0,2023-2024,laliga
juanpe,Centre-Back,Girona FC,1.9,1000000.0,2023-2024,laliga
bernardo espinosa,Centre-Back,Girona FC,1.92,550000.0,2023-2024,laliga
eric monjonell,Centre-Back,Girona FC,1.87,200000.0,2023-2024,laliga
antal yaakobishvili,Centre-Back,Girona FC,1.93,,2023-2024,laliga
miguel gutierrez,Left-Back,Girona FC,1.8,25000000.0,2023-2024,laliga
yan couto,Right-Back,Girona FC,1.68,25000000.0,2023-2024,laliga
arnau martinez,Right-Back,Girona FC,1.82,10000000.0,2023-2024,laliga
ibrahima kebe,Defensive Midfield,Girona FC,1.86,500000.0,2023-2024,laliga
selvi clua,Defensive Midfield,Girona FC,1.89,,2023-2024,laliga
aleix garcia,Central Midfield,Girona FC,1.73,25000000.0,2023-2024,laliga
yangel herrera,Central Midfield,Girona FC,1.84,25000000.0,2023-2024,laliga
jhon solis,Central Midfield,Girona FC,1.86,3000000.0,2023-2024,laliga
enric garcia,Central Midfield,Girona FC,,,2023-2024,laliga
ivan martin,Attacking Midfield,Girona FC,1.78,15000000.0,2023-2024,laliga
pablo torre,Attacking Midfield,Girona FC,1.73,3000000.0,2023-2024,laliga
borja garcia,Attacking Midfield,Girona FC,1.75,800000.0,2023-2024,laliga
ricard artero,Attacking Midfield,Girona FC,1.81,,2023-2024,laliga
toni villa,Left Winger,Girona FC,1.72,1500000.0,2023-2024,laliga
alex almansa,Left Winger,Girona FC,1.86,,2023-2024,laliga
juan arango,Left Winger,Girona FC,1.75,,2023-2024,laliga
jastin garcia,Left Winger,Girona FC,1.8,,2023-2024,laliga
savinho,Right Winger,Girona FC,1.76,50000000.0,2023-2024,laliga
viktor tsygankov,Right Winger,Girona FC,1.78,30000000.0,2023-2024,laliga
portu,Right Winger,Girona FC,1.67,3500000.0,2023-2024,laliga
valery fernandez,Right Winger,Girona FC,1.82,2500000.0,2023-2024,laliga
iker almena,Right Winger,Girona FC,1.77,,2023-2024,laliga
manu vallejo,Second Striker,Girona FC,1.67,1500000.0,2023-2024,laliga
artem dovbyk,Centre-Forward,Girona FC,1.89,35000000.0,2023-2024,laliga
cristhian stuani,Centre-Forward,Girona FC,1.84,1800000.0,2023-2024,laliga
carles garrido,Centre-Forward,Girona FC,1.83,50000.0,2023-2024,laliga
unai simon,Goalkeeper,Athletic Bilbao,1.9,30000000.0,2023-2024,laliga
julen agirrezabala,Goalkeeper,Athletic Bilbao,1.87,5000000.0,2023-2024,laliga
alex padilla,Goalkeeper,Athletic Bilbao,1.9,200000.0,2023-2024,laliga
dani vivian,Centre-Back,Athletic Bilbao,1.84,25000000.0,2023-2024,laliga
aitor paredes,Centre-Back,Athletic Bilbao,1.85,22000000.0,2023-2024,laliga
yeray alvarez,Centre-Back,Athletic Bilbao,1.82,8000000.0,2023-2024,laliga
unai egiluz,Centre-Back,Athletic Bilbao,1.86,100000.0,2023-2024,laliga
yuri berchiche,Left-Back,Athletic Bilbao,1.81,1800000.0,2023-2024,laliga
imanol garcia de albeniz,Left-Back,Athletic Bilbao,1.77,1200000.0,2023-2024,laliga
inigo lekue,Right-Back,Athletic Bilbao,1.8,3000000.0,2023-2024,laliga
oscar de marcos,Right-Back,Athletic Bilbao,1.82,1500000.0,2023-2024,laliga
hugo rincon,Right-Back,Athletic Bilbao,1.83,250000.0,2023-2024,laliga
mikel vesga,Defensive Midfield,Athletic Bilbao,1.91,4000000.0,2023-2024,laliga
peru nolaskoain,Defensive Midfield,Athletic Bilbao,1.86,1000000.0,2023-2024,laliga
benat prados,Central Midfield,Athletic Bilbao,1.8,15000000.0,2023-2024,laliga
inigo ruiz de galarreta,Central Midfield,Athletic Bilbao,1.75,5000000.0,2023-2024,laliga
ander herrera,Central Midfield,Athletic Bilbao,1.82,2000000.0,2023-2024,laliga
dani garcia,Central Midfield,Athletic Bilbao,1.8,1800000.0,2023-2024,laliga
mikel jauregizar,Central Midfield,Athletic Bilbao,1.77,800000.0,2023-2024,laliga
oihan sancet,Attacking Midfield,Athletic Bilbao,1.88,35000000.0,2023-2024,laliga
unai gomez,Attacking Midfield,Athletic Bilbao,1.83,6000000.0,2023-2024,laliga
iker muniain,Attacking Midfield,Athletic Bilbao,1.69,5000000.0,2023-2024,laliga
raul garcia,Attacking Midfield,Athletic Bilbao,1.84,1500000.0,2023-2024,laliga
nico williams,Left Winger,Athletic Bilbao,1.81,60000000.0,2023-2024,laliga
alex berenguer,Left Winger,Athletic Bilbao,1.75,12000000.0,2023-2024,laliga
inaki williams,Right Winger,Athletic Bilbao,1.86,25000000.0,2023-2024,laliga
adu ares,Right Winger,Athletic Bilbao,1.83,2000000.0,2023-2024,laliga
aingeru olabarrieta,Right Winger,Athletic Bilbao,1.82,500000.0,2023-2024,laliga
gorka guruzeta,Centre-Forward,Athletic Bilbao,1.88,18000000.0,2023-2024,laliga
asier villalibre,Centre-Forward,Athletic Bilbao,1.82,2500000.0,2023-2024,laliga
javi marton,Centre-Forward,Athletic Bilbao,1.81,500000.0,2023-2024,laliga
filip jrgensen,Goalkeeper,Villarreal CF,1.92,20000000.0,2023-2024,laliga
iker alvarez,Goalkeeper,Villarreal CF,1.9,800000.0,2023-2024,laliga
pepe reina,Goalkeeper,Villarreal CF,1.88,600000.0,2023-2024,laliga
matteo gabbia,Centre-Back,Villarreal CF,1.85,8000000.0,2023-2024,laliga
yerson mosquera,Centre-Back,Villarreal CF,1.88,6000000.0,2023-2024,laliga
jorge cuenca,Centre-Back,Villarreal CF,1.9,6000000.0,2023-2024,laliga
eric bailly,Centre-Back,Villarreal CF,1.87,3000000.0,2023-2024,laliga
stefan lekovic,Centre-Back,Villarreal CF,1.92,1800000.0,2023-2024,laliga
aissa mandi,Centre-Back,Villarreal CF,1.86,1800000.0,2023-2024,laliga
raul albiol,Centre-Back,Villarreal CF,1.9,1500000.0,2023-2024,laliga
antonio espigares,Centre-Back,Villarreal CF,1.87,500000.0,2023-2024,laliga
abraham del moral,Centre-Back,Villarreal CF,1.83,100000.0,2023-2024,laliga
alfonso pedraza,Left-Back,Villarreal CF,1.84,5000000.0,2023-2024,laliga
alberto moreno,Left-Back,Villarreal CF,1.71,1800000.0,2023-2024,laliga
carlos romero,Left-Back,Villarreal CF,1.74,1500000.0,2023-2024,laliga
juan foyth,Right-Back,Villarreal CF,1.87,15000000.0,2023-2024,laliga
adria altimira,Right-Back,Villarreal CF,1.7,2000000.0,2023-2024,laliga
kiko femenia,Right-Back,Villarreal CF,1.74,1400000.0,2023-2024,laliga
daniel budesca,Right-Back,Villarreal CF,1.83,,2023-2024,laliga
etienne capoue,Defensive Midfield,Villarreal CF,1.89,1500000.0,2023-2024,laliga
francis coquelin,Defensive Midfield,Villarreal CF,1.77,1500000.0,2023-2024,laliga
santi comesana,Central Midfield,Villarreal CF,1.88,6000000.0,2023-2024,laliga
ramon terrats,Central Midfield,Villarreal CF,1.81,4000000.0,2023-2024,laliga
dani parejo,Central Midfield,Villarreal CF,1.82,2500000.0,2023-2024,laliga
manu trigueros,Central Midfield,Villarreal CF,1.78,1500000.0,2023-2024,laliga
dani requena,Central Midfield,Villarreal CF,1.86,400000.0,2023-2024,laliga
denis suarez,Attacking Midfield,Villarreal CF,1.76,1500000.0,2023-2024,laliga
alex baena,Left Winger,Villarreal CF,1.74,40000000.0,2023-2024,laliga
goncalo guedes,Left Winger,Villarreal CF,1.79,15000000.0,2023-2024,laliga
diego collado,Left Winger,Villarreal CF,1.83,800000.0,2023-2024,laliga
yeremy pino,Right Winger,Villarreal CF,1.72,30000000.0,2023-2024,laliga
ilias akhomach,Right Winger,Villarreal CF,1.75,15000000.0,2023-2024,laliga
bertrand traore,Right Winger,Villarreal CF,1.81,9000000.0,2023-2024,laliga
alexander srloth,Centre-Forward,Villarreal CF,1.95,25000000.0,2023-2024,laliga
gerard moreno,Centre-Forward,Villarreal CF,1.8,10000000.0,2023-2024,laliga
ben brereton diaz,Centre-Forward,Villarreal CF,1.85,8000000.0,2023-2024,laliga
alex fores,Centre-Forward,Villarreal CF,1.79,1500000.0,2023-2024,laliga
jose luis morales,Centre-Forward,Villarreal CF,1.8,1500000.0,2023-2024,laliga
jorge pascual,Centre-Forward,Villarreal CF,1.87,1000000.0,2023-2024,laliga
giorgi mamardashvili,Goalkeeper,Valencia CF,1.97,35000000.0,2023-2024,laliga
jaume domenech,Goalkeeper,Valencia CF,1.85,800000.0,2023-2024,laliga
cristian rivero,Goalkeeper,Valencia CF,1.88,200000.0,2023-2024,laliga
vicent abril,Goalkeeper,Valencia CF,1.87,,2023-2024,laliga
cristhian mosquera,Centre-Back,Valencia CF,1.91,30000000.0,2023-2024,laliga
yarek gasiorowski,Centre-Back,Valencia CF,1.91,15000000.0,2023-2024,laliga
cenk ozkacar,Centre-Back,Valencia CF,1.9,4000000.0,2023-2024,laliga
mouctar diakhaby,Centre-Back,Valencia CF,1.92,2000000.0,2023-2024,laliga
gabriel paulista,Centre-Back,Valencia CF,1.85,2000000.0,2023-2024,laliga
cesar tarrega,Centre-Back,Valencia CF,1.94,1500000.0,2023-2024,laliga
ruben iranzo,Centre-Back,Valencia CF,1.82,300000.0,2023-2024,laliga
jose gaya,Left-Back,Valencia CF,1.72,25000000.0,2023-2024,laliga
jesus vazquez,Left-Back,Valencia CF,1.82,3000000.0,2023-2024,laliga
thierry correia,Right-Back,Valencia CF,1.76,6000000.0,2023-2024,laliga
dimitri foulquier,Right-Back,Valencia CF,1.83,2500000.0,2023-2024,laliga
pepelu,Defensive Midfield,Valencia CF,1.86,22000000.0,2023-2024,laliga
hugo guillamon,Defensive Midfield,Valencia CF,1.78,8000000.0,2023-2024,laliga
javi guerra,Central Midfield,Valencia CF,1.87,20000000.0,2023-2024,laliga
ali fadal,Central Midfield,Valencia CF,1.8,100000.0,2023-2024,laliga
javi navarro,Central Midfield,Valencia CF,,25000.0,2023-2024,laliga
andre almeida,Attacking Midfield,Valencia CF,1.76,15000000.0,2023-2024,laliga
selim amallah,Attacking Midfield,Valencia CF,1.85,1500000.0,2023-2024,laliga
pablo gozalbez,Attacking Midfield,Valencia CF,1.71,800000.0,2023-2024,laliga
martin tejon,Attacking Midfield,Valencia CF,1.65,100000.0,2023-2024,laliga
sergi canos,Left Winger,Valencia CF,1.77,2500000.0,2023-2024,laliga
marco camus,Left Winger,Valencia CF,1.81,300000.0,2023-2024,laliga
diego lopez,Right Winger,Valencia CF,1.72,14000000.0,2023-2024,laliga
fran perez,Right Winger,Valencia CF,1.76,8000000.0,2023-2024,laliga
peter federico,Right Winger,Valencia CF,1.8,3000000.0,2023-2024,laliga
david otorbi,Right Winger,Valencia CF,1.8,500000.0,2023-2024,laliga
hugo gonzalez,Right Winger,Valencia CF,1.77,300000.0,2023-2024,laliga
hugo duro,Centre-Forward,Valencia CF,1.77,16000000.0,2023-2024,laliga
roman yaremchuk,Centre-Forward,Valencia CF,1.91,3500000.0,2023-2024,laliga
alberto mari,Centre-Forward,Valencia CF,1.83,1500000.0,2023-2024,laliga
mario dominguez,Centre-Forward,Valencia CF,1.75,200000.0,2023-2024,laliga
joselu perez,Centre-Forward,Valencia CF,1.83,100000.0,2023-2024,laliga
bono,Goalkeeper,Sevilla FC,1.95,9000000.0,2023-2024,laliga
rjan nyland,Goalkeeper,Sevilla FC,1.92,1400000.0,2023-2024,laliga
marko dmitrovic,Goalkeeper,Sevilla FC,1.89,900000.0,2023-2024,laliga
alberto flores,Goalkeeper,Sevilla FC,1.87,300000.0,2023-2024,laliga
matias arbol,Goalkeeper,Sevilla FC,1.84,100000.0,2023-2024,laliga
rafael romero,Goalkeeper,Sevilla FC,1.9,,2023-2024,laliga
loic bade,Centre-Back,Sevilla FC,1.91,14000000.0,2023-2024,laliga
kike salas,Centre-Back,Sevilla FC,1.88,10000000.0,2023-2024,laliga
marcao,Centre-Back,Sevilla FC,1.85,4000000.0,2023-2024,laliga
federico gattoni,Centre-Back,Sevilla FC,1.83,3500000.0,2023-2024,laliga
tanguy nianzou,Centre-Back,Sevilla FC,1.91,3000000.0,2023-2024,laliga
sergio ramos,Centre-Back,Sevilla FC,1.84,2500000.0,2023-2024,laliga
xavi sintes,Centre-Back,Sevilla FC,1.9,200000.0,2023-2024,laliga
adria pedrosa,Left-Back,Sevilla FC,1.72,6000000.0,2023-2024,laliga
marcos acuna,Left-Back,Sevilla FC,1.72,4000000.0,2023-2024,laliga
diego hormigo,Left-Back,Sevilla FC,1.82,200000.0,2023-2024,laliga
oso,Left-Back,Sevilla FC,1.83,200000.0,2023-2024,laliga
juanlu sanchez,Right-Back,Sevilla FC,1.86,15000000.0,2023-2024,laliga
gonzalo montiel,Right-Back,Sevilla FC,1.75,10000000.0,2023-2024,laliga
jesus navas,Right-Back,Sevilla FC,1.7,2500000.0,2023-2024,laliga
dario benavides,Right-Back,Sevilla FC,1.78,150000.0,2023-2024,laliga
boubakary soumare,Defensive Midfield,Sevilla FC,1.88,14000000.0,2023-2024,laliga
lucien agoume,Defensive Midfield,Sevilla FC,1.85,6000000.0,2023-2024,laliga
nemanja gudelj,Defensive Midfield,Sevilla FC,1.87,3500000.0,2023-2024,laliga
fernando,Defensive Midfield,Sevilla FC,1.83,2000000.0,2023-2024,laliga
djibril sow,Central Midfield,Sevilla FC,1.84,9000000.0,2023-2024,laliga
oliver torres,Central Midfield,Sevilla FC,1.75,6000000.0,2023-2024,laliga
joan jordan,Central Midfield,Sevilla FC,1.85,3500000.0,2023-2024,laliga
ivan rakitic,Central Midfield,Sevilla FC,1.84,3500000.0,2023-2024,laliga
manu bueno,Central Midfield,Sevilla FC,1.78,300000.0,2023-2024,laliga
lulo dasilva,Central Midfield,Sevilla FC,1.89,150000.0,2023-2024,laliga
alberto collado,Central Midfield,Sevilla FC,,,2023-2024,laliga
hannibal,Attacking Midfield,Sevilla FC,1.83,9000000.0,2023-2024,laliga
stanis idumbo,Attacking Midfield,Sevilla FC,1.71,800000.0,2023-2024,laliga
miguel capitas,Attacking Midfield,Sevilla FC,1.75,200000.0,2023-2024,laliga
