Player,Pos,Squad,Height,Value,Season,Competition
wesley said,Centre-Forward,RC Lens,1.71,4000000.0,2023-2024,ligue-1
florian sotoca,Centre-Forward,RC Lens,1.87,3000000.0,2023-2024,ligue-1
ibrahima balde,Centre-Forward,RC Lens,1.85,300000.0,2023-2024,ligue-1
matz sels,Goalkeeper,RC Strasbourg Alsace,1.88,7000000.0,2023-2024,ligue-1
alaa bellaarouch,Goalkeeper,RC Strasbourg Alsace,1.89,2000000.0,2023-2024,ligue-1
matthieu dreyer,Goalkeeper,RC Strasbourg Alsace,1.88,150000.0,2023-2024,ligue-1
alexandre pierre,Goalkeeper,RC Strasbourg Alsace,1.9,100000.0,2023-2024,ligue-1
abakar sylla,Centre-Back,RC Strasbourg Alsace,1.88,12000000.0,2023-2024,ligue-1
ismael doukoure,Centre-Back,RC Strasbourg Alsace,1.83,10000000.0,2023-2024,ligue-1
gerzino nyamsi,Centre-Back,RC Strasbourg Alsace,1.94,4500000.0,2023-2024,ligue-1
lucas perrin,Centre-Back,RC Strasbourg Alsace,1.88,3000000.0,2023-2024,ligue-1
saidou sow,Centre-Back,RC Strasbourg Alsace,1.87,2500000.0,2023-2024,ligue-1
steven baseya,Centre-Back,RC Strasbourg Alsace,1.9,50000.0,2023-2024,ligue-1
eduard sobol,Left-Back,RC Strasbourg Alsace,1.86,1500000.0,2023-2024,ligue-1
thomas delaine,Left-Back,RC Strasbourg Alsace,1.8,1000000.0,2023-2024,ligue-1
maxime bastian,Left-Back,RC Strasbourg Alsace,1.84,600000.0,2023-2024,ligue-1
elies araar fernandez,Left-Back,RC Strasbourg Alsace,1.76,,2023-2024,ligue-1
frederic guilbert,Right-Back,RC Strasbourg Alsace,1.78,4000000.0,2023-2024,ligue-1
marvin senaya,Right-Back,RC Strasbourg Alsace,1.81,2000000.0,2023-2024,ligue-1
karol fila,Right-Back,RC Strasbourg Alsace,1.83,700000.0,2023-2024,ligue-1
junior mwanga,Defensive Midfield,RC Strasbourg Alsace,1.84,7000000.0,2023-2024,ligue-1
ibrahima sissoko,Defensive Midfield,RC Strasbourg Alsace,1.93,6000000.0,2023-2024,ligue-1
jeaneudes aholou,Defensive Midfield,RC Strasbourg Alsace,1.86,800000.0,2023-2024,ligue-1
rabby nzingoula,Defensive Midfield,RC Strasbourg Alsace,1.83,300000.0,2023-2024,ligue-1
habib diarra,Central Midfield,RC Strasbourg Alsace,1.78,18000000.0,2023-2024,ligue-1
jeanricner bellegarde,Central Midfield,RC Strasbourg Alsace,1.72,15000000.0,2023-2024,ligue-1
andrey santos,Central Midfield,RC Strasbourg Alsace,1.8,15000000.0,2023-2024,ligue-1
jessy deminguet,Central Midfield,RC Strasbourg Alsace,1.78,1200000.0,2023-2024,ligue-1
sanjin prcic,Central Midfield,RC Strasbourg Alsace,1.81,1200000.0,2023-2024,ligue-1
samir el mourabet,Central Midfield,RC Strasbourg Alsace,1.86,,2023-2024,ligue-1
tidiane diallo,Attacking Midfield,RC Strasbourg Alsace,1.76,,2023-2024,ligue-1
jeremy sebas,Left Winger,RC Strasbourg Alsace,1.87,500000.0,2023-2024,ligue-1
aboubacar ali,Left Winger,RC Strasbourg Alsace,1.83,150000.0,2023-2024,ligue-1
tom saettel,Left Winger,RC Strasbourg Alsace,1.67,100000.0,2023-2024,ligue-1
angelo,Right Winger,RC Strasbourg Alsace,1.8,15000000.0,2023-2024,ligue-1
dilane bakwa,Right Winger,RC Strasbourg Alsace,1.8,10000000.0,2023-2024,ligue-1
emanuel emegha,Centre-Forward,RC Strasbourg Alsace,1.96,12000000.0,2023-2024,ligue-1
moise sahi dion,Centre-Forward,RC Strasbourg Alsace,1.75,2000000.0,2023-2024,ligue-1
lebo mothiba,Centre-Forward,RC Strasbourg Alsace,1.82,1500000.0,2023-2024,ligue-1
kevin gameiro,Centre-Forward,RC Strasbourg Alsace,1.72,700000.0,2023-2024,ligue-1
mohamed bechikh,Centre-Forward,RC Strasbourg Alsace,1.83,150000.0,2023-2024,ligue-1
patrick ouotro,Centre-Forward,RC Strasbourg Alsace,1.82,,2023-2024,ligue-1
guillaume restes,Goalkeeper,FC Toulouse,1.88,18000000.0,2023-2024,ligue-1
alex dominguez,Goalkeeper,FC Toulouse,1.87,300000.0,2023-2024,ligue-1
thomas himeur,Goalkeeper,FC Toulouse,1.92,50000.0,2023-2024,ligue-1
justin lacombe,Goalkeeper,FC Toulouse,1.92,50000.0,2023-2024,ligue-1
logan costa,Centre-Back,FC Toulouse,1.9,12000000.0,2023-2024,ligue-1
christian mawissa,Centre-Back,FC Toulouse,1.84,9000000.0,2023-2024,ligue-1
anthony rouault,Centre-Back,FC Toulouse,1.86,7000000.0,2023-2024,ligue-1
rasmus nicolaisen,Centre-Back,FC Toulouse,1.91,6000000.0,2023-2024,ligue-1
moussa diarra,Centre-Back,FC Toulouse,1.85,2000000.0,2023-2024,ligue-1
kevin keben,Centre-Back,FC Toulouse,1.87,500000.0,2023-2024,ligue-1
nicolas wasbauer,Centre-Back,FC Toulouse,,,2023-2024,ligue-1
gabriel suazo,Left-Back,FC Toulouse,1.78,3500000.0,2023-2024,ligue-1
oliver zanden,Left-Back,FC Toulouse,1.83,800000.0,2023-2024,ligue-1
ylies aradj,Left-Back,FC Toulouse,1.79,,2023-2024,ligue-1
mikkel desler,Right-Back,FC Toulouse,1.84,3000000.0,2023-2024,ligue-1
warren kamanzi,Right-Back,FC Toulouse,1.77,2000000.0,2023-2024,ligue-1
stijn spierings,Central Midfield,FC Toulouse,1.88,4500000.0,2023-2024,ligue-1
vincent sierro,Central Midfield,FC Toulouse,1.85,4000000.0,2023-2024,ligue-1
cristian casseres jr,Central Midfield,FC Toulouse,1.76,4000000.0,2023-2024,ligue-1
niklas schmidt,Central Midfield,FC Toulouse,1.84,3000000.0,2023-2024,ligue-1
kleri serber,Central Midfield,FC Toulouse,1.72,250000.0,2023-2024,ligue-1
noah lahmadi,Central Midfield,FC Toulouse,1.78,50000.0,2023-2024,ligue-1
rafik messali,Right Midfield,FC Toulouse,1.77,,2023-2024,ligue-1
aron dnnum,Left Midfield,FC Toulouse,1.78,3500000.0,2023-2024,ligue-1
fares chaibi,Attacking Midfield,FC Toulouse,1.83,18000000.0,2023-2024,ligue-1
denis genreau,Attacking Midfield,FC Toulouse,1.75,1500000.0,2023-2024,ligue-1
cesar gelabert,Attacking Midfield,FC Toulouse,1.82,1500000.0,2023-2024,ligue-1
naatan skytta,Attacking Midfield,FC Toulouse,1.74,400000.0,2023-2024,ligue-1
edhy zuliani,Attacking Midfield,FC Toulouse,,,2023-2024,ligue-1
yann gboho,Left Winger,FC Toulouse,1.78,4000000.0,2023-2024,ligue-1
ibrahim cissoko,Left Winger,FC Toulouse,1.88,1500000.0,2023-2024,ligue-1
zakaria aboukhlal,Right Winger,FC Toulouse,1.79,10000000.0,2023-2024,ligue-1
shavy babicka,Right Winger,FC Toulouse,1.79,2000000.0,2023-2024,ligue-1
mamady bangre,Right Winger,FC Toulouse,1.71,800000.0,2023-2024,ligue-1
noah edjouma,Right Winger,FC Toulouse,1.82,50000.0,2023-2024,ligue-1
thijs dallinga,Centre-Forward,FC Toulouse,1.9,18000000.0,2023-2024,ligue-1
frank magri,Centre-Forward,FC Toulouse,1.78,3000000.0,2023-2024,ligue-1
yanis begraoui,Centre-Forward,FC Toulouse,1.79,900000.0,2023-2024,ligue-1
bonota traore,Centre-Forward,FC Toulouse,1.81,50000.0,2023-2024,ligue-1
yvon mvogo,Goalkeeper,FC Lorient,1.9,3000000.0,2023-2024,ligue-1
alfred gomis,Goalkeeper,FC Lorient,1.96,1000000.0,2023-2024,ligue-1
vito mannone,Goalkeeper,FC Lorient,1.88,200000.0,2023-2024,ligue-1
dominique youfeigane,Goalkeeper,FC Lorient,1.88,150000.0,2023-2024,ligue-1
montassar talbi,Centre-Back,FC Lorient,1.9,7000000.0,2023-2024,ligue-1
isaak toure,Centre-Back,FC Lorient,2.06,7000000.0,2023-2024,ligue-1
bamo meite,Centre-Back,FC Lorient,1.84,6000000.0,2023-2024,ligue-1
formose mendy,Centre-Back,FC Lorient,1.91,4500000.0,2023-2024,ligue-1
nathaniel adjei,Centre-Back,FC Lorient,1.91,2500000.0,2023-2024,ligue-1
julien laporte,Centre-Back,FC Lorient,1.85,2000000.0,2023-2024,ligue-1
loris mouyokolo,Centre-Back,FC Lorient,1.94,300000.0,2023-2024,ligue-1
aurelien pelon,Centre-Back,FC Lorient,1.86,,2023-2024,ligue-1
enzo genton,Centre-Back,FC Lorient,1.88,,2023-2024,ligue-1
benjamin mendy,Left-Back,FC Lorient,1.85,2000000.0,2023-2024,ligue-1
darlin yongwa,Left-Back,FC Lorient,1.77,1500000.0,2023-2024,ligue-1
gino caoki,Left-Back,FC Lorient,1.78,50000.0,2023-2024,ligue-1
vincent le goff,Left-Back,FC Lorient,1.77,,2023-2024,ligue-1
gedeon kalulu,Right-Back,FC Lorient,1.79,3500000.0,2023-2024,ligue-1
igor silva,Right-Back,FC Lorient,1.73,1000000.0,2023-2024,ligue-1
dembo sylla,Right-Back,FC Lorient,1.75,700000.0,2023-2024,ligue-1
laurent abergel,Defensive Midfield,FC Lorient,1.7,3000000.0,2023-2024,ligue-1
tiemoue bakayoko,Defensive Midfield,FC Lorient,1.89,2000000.0,2023-2024,ligue-1
bonke innocent,Defensive Midfield,FC Lorient,1.78,1000000.0,2023-2024,ligue-1
carmel mabanza,Defensive Midfield,FC Lorient,1.87,,2023-2024,ligue-1
imran louza,Central Midfield,FC Lorient,1.78,7000000.0,2023-2024,ligue-1
jeanvictor makengo,Central Midfield,FC Lorient,1.77,6000000.0,2023-2024,ligue-1
ayman kari,Central Midfield,FC Lorient,1.76,4000000.0,2023-2024,ligue-1
quentin boisgard,Central Midfield,FC Lorient,1.74,700000.0,2023-2024,ligue-1
arthur avom,Central Midfield,FC Lorient,1.73,,2023-2024,ligue-1
romain faivre,Right Midfield,FC Lorient,1.8,15000000.0,2023-2024,ligue-1
panos katseris,Right Midfield,FC Lorient,1.87,2500000.0,2023-2024,ligue-1
theo le bris,Left Midfield,FC Lorient,1.7,2000000.0,2023-2024,ligue-1
julien ponceau,Attacking Midfield,FC Lorient,1.7,3500000.0,2023-2024,ligue-1
royce openda,Left Winger,FC Lorient,,50000.0,2023-2024,ligue-1
badredine bouanani,Right Winger,FC Lorient,1.77,5000000.0,2023-2024,ligue-1
joel mvuka,Right Winger,FC Lorient,1.76,3500000.0,2023-2024,ligue-1
eli junior kroupi,Centre-Forward,FC Lorient,1.79,15000000.0,2023-2024,ligue-1
mohamed bamba,Centre-Forward,FC Lorient,1.85,6000000.0,2023-2024,ligue-1
bamba dieng,Centre-Forward,FC Lorient,1.78,4000000.0,2023-2024,ligue-1
aiyegun tosin,Centre-Forward,FC Lorient,1.79,3000000.0,2023-2024,ligue-1
ibrahima kone,Centre-Forward,FC Lorient,1.9,2500000.0,2023-2024,ligue-1
adrian grbic,Centre-Forward,FC Lorient,1.88,1200000.0,2023-2024,ligue-1
pablo pagis,Centre-Forward,FC Lorient,1.8,1000000.0,2023-2024,ligue-1
sirine doucoure,Centre-Forward,FC Lorient,1.95,1000000.0,2023-2024,ligue-1
bassirou ndiaye,Centre-Forward,FC Lorient,1.81,500000.0,2023-2024,ligue-1
alban lafont,Goalkeeper,FC Nantes,1.96,9000000.0,2023-2024,ligue-1
remy descamps,Goalkeeper,FC Nantes,1.96,1500000.0,2023-2024,ligue-1
hugo barbet,Goalkeeper,FC Nantes,1.89,150000.0,2023-2024,ligue-1
denis petric,Goalkeeper,FC Nantes,1.86,100000.0,2023-2024,ligue-1
nathan zeze,Centre-Back,FC Nantes,1.9,5000000.0,2023-2024,ligue-1
eray comert,Centre-Back,FC Nantes,1.83,4000000.0,2023-2024,ligue-1
jeankevin duverne,Centre-Back,FC Nantes,1.86,3500000.0,2023-2024,ligue-1
jeancharles castelletto,Centre-Back,FC Nantes,1.86,3500000.0,2023-2024,ligue-1
bastien meupiyou,Centre-Back,FC Nantes,1.91,800000.0,2023-2024,ligue-1
nicolas pallois,Centre-Back,FC Nantes,1.89,600000.0,2023-2024,ligue-1
junior diaz,Centre-Back,FC Nantes,1.93,400000.0,2023-2024,ligue-1
yannis mbemba,Centre-Back,FC Nantes,1.94,100000.0,2023-2024,ligue-1
robin voisine,Centre-Back,FC Nantes,1.88,,2023-2024,ligue-1
enzo mongo,Centre-Back,FC Nantes,1.85,,2023-2024,ligue-1
quentin merlin,Left-Back,FC Nantes,1.74,10000000.0,2023-2024,ligue-1
nicolas cozza,Left-Back,FC Nantes,1.78,3500000.0,2023-2024,ligue-1
jaouen hadjam,Left-Back,FC Nantes,1.85,2000000.0,2023-2024,ligue-1
hugo boutsingkham,Left-Back,FC Nantes,1.73,200000.0,2023-2024,ligue-1
ronael pierregabriel,Right-Back,FC Nantes,1.77,3500000.0,2023-2024,ligue-1
fabien centonze,Right-Back,FC Nantes,1.82,3000000.0,2023-2024,ligue-1
kelvin amian,Right-Back,FC Nantes,1.8,2500000.0,2023-2024,ligue-1
pedro chirivella,Defensive Midfield,FC Nantes,1.78,7000000.0,2023-2024,ligue-1
lamine diack,Defensive Midfield,FC Nantes,1.86,1200000.0,2023-2024,ligue-1
mathis oger,Defensive Midfield,FC Nantes,1.82,,2023-2024,ligue-1
douglas augusto,Central Midfield,FC Nantes,1.73,6000000.0,2023-2024,ligue-1
samuel moutoussamy,Central Midfield,FC Nantes,1.76,3000000.0,2023-2024,ligue-1
moussa sissoko,Central Midfield,FC Nantes,1.87,1200000.0,2023-2024,ligue-1
mohamed achi,Central Midfield,FC Nantes,1.81,200000.0,2023-2024,ligue-1
dehmaine tabibou,Central Midfield,FC Nantes,1.83,50000.0,2023-2024,ligue-1
florent mollet,Attacking Midfield,FC Nantes,1.75,1800000.0,2023-2024,ligue-1
moses simon,Left Winger,FC Nantes,1.68,12000000.0,2023-2024,ligue-1
benie traore,Left Winger,FC Nantes,1.72,4000000.0,2023-2024,ligue-1
marcus coco,Left Winger,FC Nantes,1.84,1500000.0,2023-2024,ligue-1
adel mahamoud,Left Winger,FC Nantes,1.83,100000.0,2023-2024,ligue-1
marquinhos,Right Winger,FC Nantes,1.75,7000000.0,2023-2024,ligue-1
adson,Right Winger,FC Nantes,1.71,4500000.0,2023-2024,ligue-1
abdoul kader bamba,Right Winger,FC Nantes,1.77,900000.0,2023-2024,ligue-1
stredair appuah,Right Winger,FC Nantes,1.85,500000.0,2023-2024,ligue-1
mostafa mohamed,Centre-Forward,FC Nantes,1.85,10000000.0,2023-2024,ligue-1
matthis abline,Centre-Forward,FC Nantes,1.82,6000000.0,2023-2024,ligue-1
ignatius ganago,Centre-Forward,FC Nantes,1.76,3000000.0,2023-2024,ligue-1
tino kadewere,Centre-Forward,FC Nantes,1.83,2500000.0,2023-2024,ligue-1
joeloic affamah,Centre-Forward,FC Nantes,1.75,100000.0,2023-2024,ligue-1
marco bizot,Goalkeeper,Stade Brestois 29,1.93,4000000.0,2023-2024,ligue-1
gregoire coudert,Goalkeeper,Stade Brestois 29,1.92,400000.0,2023-2024,ligue-1
yan marillat,Goalkeeper,Stade Brestois 29,1.83,150000.0,2023-2024,ligue-1
lilian brassier,Centre-Back,Stade Brestois 29,1.86,12000000.0,2023-2024,ligue-1
brendan chardonnet,Centre-Back,Stade Brestois 29,1.81,8000000.0,2023-2024,ligue-1
achraf dari,Centre-Back,Stade Brestois 29,1.88,2000000.0,2023-2024,ligue-1
christophe herelle,Centre-Back,Stade Brestois 29,1.91,1500000.0,2023-2024,ligue-1
julien le cardinal,Centre-Back,Stade Brestois 29,1.84,1500000.0,2023-2024,ligue-1
josue escartin,Centre-Back,Stade Brestois 29,1.93,150000.0,2023-2024,ligue-1
tommy le verge,Centre-Back,Stade Brestois 29,1.93,,2023-2024,ligue-1
bradley locko,Left-Back,Stade Brestois 29,1.8,12000000.0,2023-2024,ligue-1
jordan amavi,Left-Back,Stade Brestois 29,1.76,1200000.0,2023-2024,ligue-1
antonin cartillier,Left-Back,Stade Brestois 29,1.76,200000.0,2023-2024,ligue-1
kenny lala,Right-Back,Stade Brestois 29,1.78,3000000.0,2023-2024,ligue-1
luck zogbe,Right-Back,Stade Brestois 29,1.78,100000.0,2023-2024,ligue-1
pierre leesmelou,Defensive Midfield,Stade Brestois 29,1.85,10000000.0,2023-2024,ligue-1
jonas martin,Defensive Midfield,Stade Brestois 29,1.84,1000000.0,2023-2024,ligue-1
mahdi camara,Central Midfield,Stade Brestois 29,1.78,10000000.0,2023-2024,ligue-1
hugo magnetti,Central Midfield,Stade Brestois 29,1.8,7000000.0,2023-2024,ligue-1
hiangaa mbock,Central Midfield,Stade Brestois 29,1.86,700000.0,2023-2024,ligue-1
kamory doumbia,Attacking Midfield,Stade Brestois 29,1.7,5000000.0,2023-2024,ligue-1
karamoko dembele,Attacking Midfield,Stade Brestois 29,1.67,900000.0,2023-2024,ligue-1
adrien lebeau,Attacking Midfield,Stade Brestois 29,1.75,300000.0,2023-2024,ligue-1
billal brahimi,Left Winger,Stade Brestois 29,1.83,3000000.0,2023-2024,ligue-1
mathias pereira lage,Left Winger,Stade Brestois 29,1.8,2500000.0,2023-2024,ligue-1
axel camblan,Left Winger,Stade Brestois 29,1.74,500000.0,2023-2024,ligue-1
djibril konte,Left Winger,Stade Brestois 29,1.82,50000.0,2023-2024,ligue-1
romain del castillo,Right Winger,Stade Brestois 29,1.72,10000000.0,2023-2024,ligue-1
martin satriano,Centre-Forward,Stade Brestois 29,1.87,7000000.0,2023-2024,ligue-1
steve mounie,Centre-Forward,Stade Brestois 29,1.89,6000000.0,2023-2024,ligue-1
jeremy le douaron,Centre-Forward,Stade Brestois 29,1.89,5000000.0,2023-2024,ligue-1
arthur desmas,Goalkeeper,Le Havre AC,1.96,2500000.0,2023-2024,ligue-1
mohamed kone,Goalkeeper,Le Havre AC,1.86,500000.0,2023-2024,ligue-1
mathieu gorgelin,Goalkeeper,Le Havre AC,1.87,200000.0,2023-2024,ligue-1
paul argney,Goalkeeper,Le Havre AC,1.86,150000.0,2023-2024,ligue-1
arouna sangante,Centre-Back,Le Havre AC,1.89,10000000.0,2023-2024,ligue-1
etienne youte kinkoue,Centre-Back,Le Havre AC,1.96,7000000.0,2023-2024,ligue-1
gautier lloris,Centre-Back,Le Havre AC,1.91,3000000.0,2023-2024,ligue-1
yoann salmier,Centre-Back,Le Havre AC,1.88,1500000.0,2023-2024,ligue-1
yoni gomis,Centre-Back,Le Havre AC,1.86,50000.0,2023-2024,ligue-1
aliou thiare,Centre-Back,Le Havre AC,1.97,,2023-2024,ligue-1
christopher operi,Left-Back,Le Havre AC,1.83,4000000.0,2023-2024,ligue-1
cheick doumbia,Left-Back,Le Havre AC,1.75,50000.0,2023-2024,ligue-1
loic nego,Right-Back,Le Havre AC,1.81,900000.0,2023-2024,ligue-1
oualid el hajjam,Right-Back,Le Havre AC,1.81,800000.0,2023-2024,ligue-1
abdoulaye toure,Defensive Midfield,Le Havre AC,1.88,3000000.0,2023-2024,ligue-1
oussama targhalline,Defensive Midfield,Le Havre AC,1.86,2500000.0,2023-2024,ligue-1
rassoul ndiaye,Defensive Midfield,Le Havre AC,1.79,2500000.0,2023-2024,ligue-1
nolan mbemba,Defensive Midfield,Le Havre AC,1.81,350000.0,2023-2024,ligue-1
alois confais,Defensive Midfield,Le Havre AC,1.74,250000.0,2023-2024,ligue-1
matheo bodmer,Defensive Midfield,Le Havre AC,1.79,,2023-2024,ligue-1
daler kuzyaev,Central Midfield,Le Havre AC,1.82,8000000.0,2023-2024,ligue-1
yassine kechta,Central Midfield,Le Havre AC,1.74,5000000.0,2023-2024,ligue-1
simon ebonog,Central Midfield,Le Havre AC,1.8,100000.0,2023-2024,ligue-1
nabil alioui,Attacking Midfield,Le Havre AC,1.75,3200000.0,2023-2024,ligue-1
mokrane bentoumi,Attacking Midfield,Le Havre AC,1.69,50000.0,2023-2024,ligue-1
antoine joujou,Left Winger,Le Havre AC,1.89,1500000.0,2023-2024,ligue-1
issa soumare,Left Winger,Le Havre AC,1.82,800000.0,2023-2024,ligue-1
kandet diawara,Left Winger,Le Havre AC,1.8,400000.0,2023-2024,ligue-1
josue casimir,Right Winger,Le Havre AC,1.78,3000000.0,2023-2024,ligue-1
emmanuel sabbi,Right Winger,Le Havre AC,1.78,2500000.0,2023-2024,ligue-1
samuel grandsir,Right Winger,Le Havre AC,1.7,1500000.0,2023-2024,ligue-1
mohamed bayo,Centre-Forward,Le Havre AC,1.87,5000000.0,2023-2024,ligue-1
andre ayew,Centre-Forward,Le Havre AC,1.75,1000000.0,2023-2024,ligue-1
elysee logbo,Centre-Forward,Le Havre AC,1.88,800000.0,2023-2024,ligue-1
steve ngoura,Centre-Forward,Le Havre AC,1.93,400000.0,2023-2024,ligue-1
guillaume dietsch,Goalkeeper,FC Metz,1.84,600000.0,2023-2024,ligue-1
alexandre oukidja,Goalkeeper,FC Metz,1.84,500000.0,2023-2024,ligue-1
marcaurele caillard,Goalkeeper,FC Metz,1.92,200000.0,2023-2024,ligue-1
fali cande,Centre-Back,FC Metz,1.84,2500000.0,2023-2024,ligue-1
christophe herelle,Centre-Back,FC Metz,1.91,1500000.0,2023-2024,ligue-1
sadibou sane,Centre-Back,FC Metz,1.82,800000.0,2023-2024,ligue-1
aboubacar lo,Centre-Back,FC Metz,1.87,300000.0,2023-2024,ligue-1
ismael traore,Centre-Back,FC Metz,1.84,250000.0,2023-2024,ligue-1
albin demouchy,Centre-Back,FC Metz,1.86,50000.0,2023-2024,ligue-1
charles divialle,Centre-Back,FC Metz,1.93,,2023-2024,ligue-1
matthieu udol,Left-Back,FC Metz,1.78,2500000.0,2023-2024,ligue-1
kevin van den kerkhof,Right-Back,FC Metz,1.9,3000000.0,2023-2024,ligue-1
koffi kouao,Right-Back,FC Metz,1.73,1500000.0,2023-2024,ligue-1
maxime colin,Right-Back,FC Metz,1.8,900000.0,2023-2024,ligue-1
sofiane alakouch,Right-Back,FC Metz,1.75,500000.0,2023-2024,ligue-1
habib maiga,Defensive Midfield,FC Metz,1.81,2500000.0,2023-2024,ligue-1
danley jean jacques,Defensive Midfield,FC Metz,1.82,2000000.0,2023-2024,ligue-1
kevin ndoram,Defensive Midfield,FC Metz,1.84,1500000.0,2023-2024,ligue-1
warren tchimbembe,Defensive Midfield,FC Metz,1.8,300000.0,2023-2024,ligue-1
lamine camara,Central Midfield,FC Metz,1.73,10000000.0,2023-2024,ligue-1
arthur atta,Central Midfield,FC Metz,1.89,1000000.0,2023-2024,ligue-1
jean nguessan,Central Midfield,FC Metz,1.77,800000.0,2023-2024,ligue-1
joseph nduquidi,Central Midfield,FC Metz,1.87,800000.0,2023-2024,ligue-1
sami lahssaini,Central Midfield,FC Metz,1.77,400000.0,2023-2024,ligue-1
ablie jallow,Right Midfield,FC Metz,1.66,2000000.0,2023-2024,ligue-1
youssef maziz,Attacking Midfield,FC Metz,1.75,1500000.0,2023-2024,ligue-1
cheikh sabaly,Left Winger,FC Metz,1.68,2000000.0,2023-2024,ligue-1
papa amadou diallo,Left Winger,FC Metz,1.82,1000000.0,2023-2024,ligue-1
didier lamkel ze,Left Winger,FC Metz,1.89,1000000.0,2023-2024,ligue-1
maidine douane,Left Winger,FC Metz,1.77,200000.0,2023-2024,ligue-1
joel asoro,Right Winger,FC Metz,1.76,1500000.0,2023-2024,ligue-1
malick mbaye,Right Winger,FC Metz,1.73,500000.0,2023-2024,ligue-1
georges mikautadze,Centre-Forward,FC Metz,1.76,15000000.0,2023-2024,ligue-1
oscar estupinan,Centre-Forward,FC Metz,1.82,4000000.0,2023-2024,ligue-1
simon elisor,Centre-Forward,FC Metz,1.85,1000000.0,2023-2024,ligue-1
benjamin tetteh,Centre-Forward,FC Metz,1.93,1000000.0,2023-2024,ligue-1
ibou sane,Centre-Forward,FC Metz,1.79,300000.0,2023-2024,ligue-1
