Player,Squad,Pass_cmp,Pass_cmp%,Pass_Short,Pass_cmp_Short%,Pass_Medium,Pass_cmp_Medium%,pass_Long,Pass_cmp_Long%,xAG,xA,A-xAG,Pass_cmp_Att_3rd,PPA,CrsPA,Season,Competition
fisnik asllani,Hoffenheim,37,58.7,43,65.1,7,71.4,0,,0.2,0.1,-0.2,1,0,0,2022-2023,bundesliga
mehmet aydin,Schalke 04,178,63.6,112,78.6,105,68.6,35,42.9,0.8,0.3,-0.8,13,5,3,2022-2023,bundesliga
ayman azhil,Leverkusen,0,,0,,0,,0,,0.0,0.0,0.0,0,0,0,2022-2023,bundesliga
sardar azmoun,Leverkusen,162,65.6,130,68.5,56,73.2,20,75.0,2.5,1.4,-1.5,23,9,0,2022-2023,bundesliga
sanoussy ba,RB Leipzig,0,,0,,0,,0,,0.0,0.0,0.0,0,0,0,2022-2023,bundesliga
mitchel bakker,Leverkusen,764,78.9,505,87.7,328,78.7,93,50.5,2.0,1.3,0.0,36,14,2,2022-2023,bundesliga
ridle baku,Wolfsburg,1216,78.4,563,86.3,719,82.5,202,59.9,4.1,5.0,-1.1,116,37,14,2022-2023,bundesliga
aymen barkok,Mainz 05,181,68.6,119,77.3,91,70.3,20,70.0,0.9,1.2,0.1,18,7,1,2022-2023,bundesliga
leandro barreiro martins,Mainz 05,379,68.0,285,79.3,170,69.4,44,36.4,2.2,1.3,0.8,48,5,1,2022-2023,bundesliga
gil bastiao dias,Stuttgart,120,69.0,77,74.0,61,85.2,13,38.5,0.7,0.5,-0.7,7,7,1,2022-2023,bundesliga
maximilian bauer,Augsburg,551,72.7,208,85.1,342,84.8,178,41.6,0.4,0.2,0.6,30,2,0,2022-2023,bundesliga
oliver baumann,Hoffenheim,1068,75.4,239,100.0,493,99.2,670,49.4,0.0,0.1,0.0,28,1,0,2022-2023,bundesliga
timo baumgartl,Union Berlin,257,81.3,102,95.1,145,91.0,63,41.3,0.1,0.2,0.9,20,4,2,2022-2023,bundesliga
julian baumgartlinger,Augsburg,189,82.9,88,86.4,99,86.9,28,78.6,0.1,0.5,-0.1,15,8,1,2022-2023,bundesliga
christoph baumgartner,Hoffenheim,610,66.7,449,75.7,257,73.2,86,54.7,4.3,4.3,-1.3,70,35,4,2022-2023,bundesliga
noah joel sarenren bazee,Augsburg,1,50.0,2,50.0,0,,0,,0.1,0.0,-0.1,0,0,0,2022-2023,bundesliga
ihlas bebou,Hoffenheim,246,66.7,208,75.5,88,68.2,25,52.0,1.0,1.4,-1.0,11,5,0,2022-2023,bundesliga
sheraldo becker,Union Berlin,387,59.4,271,67.5,220,63.6,85,55.3,5.6,5.6,1.4,20,44,30,2022-2023,bundesliga
kevin behrens,Union Berlin,283,58.6,249,64.7,145,61.4,28,67.9,1.3,1.6,-0.3,31,26,1,2022-2023,bundesliga
stefan bell,Mainz 05,945,75.7,419,85.0,519,87.3,260,47.7,0.6,0.8,0.4,67,9,1,2022-2023,bundesliga
karim bellarabi,Leverkusen,37,64.9,31,77.4,23,56.5,2,0.0,0.0,0.0,0.0,4,0,0,2022-2023,bundesliga
jude bellingham,Dortmund,1342,81.7,694,87.2,590,86.3,233,72.5,4.0,4.9,0.0,194,45,3,2022-2023,bundesliga
ramy bensebaini,Gladbach,1192,78.2,658,90.3,576,83.0,203,47.3,2.3,2.7,-1.3,81,30,3,2022-2023,bundesliga
mergim berisha,Augsburg,161,47.1,120,60.0,125,52.8,55,30.9,2.7,2.8,1.3,20,10,3,2022-2023,bundesliga
ermin bicakcic,Hoffenheim,68,70.8,27,88.9,47,74.5,19,47.4,0.0,0.0,0.0,6,1,0,2022-2023,bundesliga
tom bischof,Hoffenheim,84,69.4,55,78.2,36,72.2,16,50.0,0.7,0.8,-0.7,9,4,1,2022-2023,bundesliga
leonardo bittencourt,Werder Bremen,579,73.1,360,87.8,278,76.3,82,36.6,2.7,2.4,-0.7,44,26,5,2022-2023,bundesliga
janis blaswich,RB Leipzig,988,86.5,249,99.6,593,99.2,292,50.3,0.0,0.0,0.0,11,0,0,2022-2023,bundesliga
daley blind,Bayern Munich,87,87.0,33,90.9,55,90.9,9,77.8,0.1,0.3,-0.1,8,1,0,2022-2023,bundesliga
kevinprince boateng,Hertha BSC,185,73.4,114,78.9,86,76.7,34,67.6,0.2,0.3,-0.2,19,2,0,2022-2023,bundesliga
jeanpaul boetius,Hertha BSC,303,72.0,158,80.4,154,76.0,68,60.3,0.7,0.9,-0.7,38,10,1,2022-2023,bundesliga
yvandro borges sanches,Gladbach,8,88.9,2,100.0,4,75.0,1,100.0,0.0,0.0,0.0,0,1,1,2022-2023,bundesliga
sebastiaan bornauw,Wolfsburg,1062,86.1,367,88.8,701,92.3,147,58.5,0.1,0.3,-0.1,67,0,0,2022-2023,bundesliga
rafael borre,Eint Frankfurt,294,69.7,223,79.8,129,68.2,25,56.0,1.9,1.8,0.1,16,8,2,2022-2023,bundesliga
julian brandt,Dortmund,1053,77.0,662,88.1,368,77.2,204,58.8,9.2,7.8,-1.2,60,40,9,2022-2023,bundesliga
fabian bredlow,Stuttgart,510,85.7,114,100.0,280,99.3,199,58.8,0.0,0.0,0.0,6,0,0,2022-2023,bundesliga
josip brekalo,Wolfsburg,103,69.6,65,87.7,41,75.6,20,55.0,0.4,0.4,0.6,10,4,0,2022-2023,bundesliga
john brooks,Hoffenheim,624,80.7,241,90.0,370,87.3,141,55.3,0.0,0.1,0.0,25,1,0,2022-2023,bundesliga
moritz broschinski,Bochum,29,58.0,30,66.7,11,63.6,3,66.7,0.0,0.1,0.0,2,0,0,2022-2023,bundesliga
cedric brunner,Schalke 04,779,67.3,373,85.0,510,72.2,221,38.9,1.5,2.2,-1.5,46,26,18,2022-2023,bundesliga
jacob bruun larsen,Hoffenheim,62,70.5,55,76.4,20,80.0,5,20.0,0.4,0.4,-0.4,5,2,0,2022-2023,bundesliga
lee buchanan,Werder Bremen,179,67.0,93,79.6,107,72.0,61,42.6,0.8,0.6,-0.8,16,5,2,2022-2023,bundesliga
marius bulter,Schalke 04,439,57.6,332,77.7,230,55.2,94,39.4,4.6,4.6,-3.6,42,44,23,2022-2023,bundesliga
delano burgzorg,Mainz 05,40,72.7,34,82.4,7,100.0,2,50.0,0.1,0.2,0.9,1,2,0,2022-2023,bundesliga
jonathan burkardt,Mainz 05,71,65.1,46,80.4,32,71.9,14,57.1,1.1,1.6,0.9,3,9,2,2022-2023,bundesliga
oliver burke,Werder Bremen,53,65.4,50,64.0,18,83.3,4,25.0,0.3,0.1,-0.3,4,3,0,2022-2023,bundesliga
aurelio buta,Eint Frankfurt,576,75.4,391,85.2,264,76.1,62,46.8,3.3,2.3,-1.3,35,20,12,2022-2023,bundesliga
anthony caci,Mainz 05,815,71.5,360,84.4,461,74.0,262,57.3,2.6,2.3,-1.6,85,29,15,2022-2023,bundesliga
kerim calhanoglu,Schalke 04,30,71.4,16,87.5,15,66.7,8,75.0,0.2,0.2,-0.2,0,2,1,2022-2023,bundesliga
daniel caligiuri,Augsburg,107,64.5,57,82.5,71,59.2,29,44.8,0.4,0.3,-0.4,10,4,0,2022-2023,bundesliga
emre can,Dortmund,1153,89.5,483,92.3,586,93.0,158,77.2,1.3,1.4,-0.3,111,7,1,2022-2023,bundesliga
joao cancelo,Bayern Munich,713,82.8,430,93.3,308,82.5,87,56.3,2.3,2.8,1.7,55,21,6,2022-2023,bundesliga
irvin cardona,Augsburg,36,48.6,32,68.8,21,38.1,10,20.0,0.1,0.1,-0.1,4,1,0,2022-2023,bundesliga
koen casteels,Wolfsburg,1220,77.0,172,99.4,552,98.6,858,58.6,0.7,0.1,0.3,40,0,0,2022-2023,bundesliga
julian chabot,Köln,975,82.3,359,89.1,635,88.2,171,52.0,2.0,0.8,0.0,45,0,0,2022-2023,bundesliga
timothy chandler,Eint Frankfurt,36,59.0,20,40.0,25,72.0,10,80.0,0.0,0.1,0.0,7,0,0,2022-2023,bundesliga
fabio chiarodia,Werder Bremen,15,68.2,6,50.0,9,88.9,5,80.0,0.0,0.0,0.0,3,0,0,2022-2023,bundesliga
oliver christensen,Hertha BSC,777,63.8,132,100.0,353,98.0,727,41.1,0.0,0.1,0.0,13,0,0,2022-2023,bundesliga
darko churlinov,Stuttgart,0,,0,,0,,0,,0.0,0.0,0.0,0,0,0,2022-2023,bundesliga
tolga cigerci,Hertha BSC,326,77.6,169,86.4,185,81.1,43,51.2,0.3,0.5,0.7,23,2,1,2022-2023,bundesliga
david colina,Augsburg,41,57.7,34,73.5,18,50.0,12,41.7,0.1,0.1,-0.1,3,2,1,2022-2023,bundesliga
kingsley coman,Bayern Munich,640,79.4,406,88.4,269,81.0,78,61.5,5.5,6.5,-0.5,26,44,17,2022-2023,bundesliga
danny da costa,Mainz 05,372,61.3,181,77.3,298,64.1,85,31.8,1.0,1.3,1.0,37,21,8,2022-2023,bundesliga
soumaila coulibaly,Dortmund,45,97.8,11,100.0,34,100.0,0,,0.0,0.0,0.0,3,0,0,2022-2023,bundesliga
tanguy coulibaly,Stuttgart,98,69.5,70,87.1,40,72.5,13,38.5,0.5,0.7,-0.5,8,4,1,2022-2023,bundesliga
nicolas cozza,Wolfsburg,33,75.0,19,84.2,15,93.3,9,33.3,0.0,0.0,0.0,3,0,0,2022-2023,bundesliga
moanes dabbur,Hoffenheim,204,71.1,173,77.5,69,71.0,12,41.7,2.2,2.2,-0.2,14,8,0,2022-2023,bundesliga
finn dahmen,Mainz 05,185,66.1,32,100.0,87,100.0,160,40.6,0.0,0.0,0.0,10,0,0,2022-2023,bundesliga
mahmoud dahoud,Dortmund,213,82.2,103,86.4,93,97.8,45,66.7,0.5,0.2,-0.5,25,1,0,2022-2023,bundesliga
muhammed damar,Hoffenheim,52,80.0,34,88.2,21,90.5,2,0.0,0.2,0.1,-0.2,5,1,0,2022-2023,bundesliga
marton dardai,Hertha BSC,225,59.5,91,72.5,162,74.1,115,33.0,0.2,0.2,-0.2,19,2,0,2022-2023,bundesliga
vladimir darida,Hertha BSC,8,66.7,6,83.3,3,66.7,1,0.0,0.0,0.0,0.0,0,0,0,2022-2023,bundesliga
alphonso davies,Bayern Munich,1361,86.9,786,91.7,600,90.3,116,65.5,3.7,4.3,0.3,110,39,5,2022-2023,bundesliga
thomas delaney,Hoffenheim,110,67.9,57,78.9,63,81.0,32,40.6,0.0,0.1,0.0,8,0,0,2022-2023,bundesliga
kerem demirbay,Leverkusen,827,77.4,446,89.0,360,84.4,193,48.7,3.0,4.0,0.0,70,13,5,2022-2023,bundesliga
ermedin demirovic,Augsburg,268,50.3,255,58.8,154,53.9,35,28.6,3.5,3.1,0.5,29,17,5,2022-2023,bundesliga
sepp van den berg,Schalke 04,277,82.9,89,85.4,176,92.6,61,57.4,0.1,0.1,-0.1,16,0,0,2022-2023,bundesliga
moussa diaby,Leverkusen,741,73.9,516,82.9,292,77.4,94,56.4,8.2,7.0,-0.2,46,52,15,2022-2023,bundesliga
abdou diallo,RB Leipzig,323,84.8,139,92.1,174,90.2,60,60.0,0.1,0.3,-0.1,25,4,0,2022-2023,bundesliga
justin diehl,Köln,2,100.0,2,100.0,0,,0,,0.0,0.0,0.0,0,0,0,2022-2023,bundesliga
florian dietz,Köln,39,51.3,40,67.5,20,35.0,5,40.0,0.3,0.5,-0.3,4,0,0,2022-2023,bundesliga
junior dina ebimbe,Eint Frankfurt,366,72.5,235,81.7,189,75.7,49,40.8,1.4,1.3,-0.4,37,8,2,2022-2023,bundesliga
eren dinkci,Werder Bremen,50,64.9,37,73.0,26,69.2,7,57.1,0.6,1.2,-0.6,1,2,0,2022-2023,bundesliga
ritsu doan,Freiburg,437,69.9,329,79.3,168,74.4,52,59.6,3.2,4.0,0.8,44,28,5,2022-2023,bundesliga
danilho doekhi,Union Berlin,756,79.2,353,86.7,433,86.1,128,50.8,0.4,0.7,0.6,69,4,0,2022-2023,bundesliga
kasper dolberg,Hoffenheim,55,69.6,41,80.5,24,58.3,1,100.0,0.4,0.3,-0.4,3,2,0,2022-2023,bundesliga
niklas dorsch,Augsburg,140,76.5,69,81.2,84,81.0,25,56.0,0.1,0.3,-0.1,7,2,0,2022-2023,bundesliga
dion drena beljo,Augsburg,159,63.6,141,66.7,73,63.0,8,62.5,1.7,0.9,0.3,11,4,1,2022-2023,bundesliga
dominick drexler,Schalke 04,325,65.3,215,74.0,154,71.4,57,50.9,2.1,1.6,0.9,30,20,9,2022-2023,bundesliga
marvin ducksch,Werder Bremen,583,61.0,390,75.4,288,59.0,198,40.9,5.5,6.0,0.5,42,21,6,2022-2023,bundesliga
ondrej duda,Köln,208,74.6,115,84.3,101,81.2,37,54.1,0.7,0.8,-0.7,28,5,1,2022-2023,bundesliga
julien duranville,Dortmund,11,64.7,5,100.0,8,50.0,1,100.0,0.3,0.5,-0.3,0,3,3,2022-2023,bundesliga
maximilian eggestein,Freiburg,660,76.4,435,81.6,282,84.8,56,64.3,1.7,1.9,0.3,83,18,2,2022-2023,bundesliga
lilian egloff,Stuttgart,42,57.5,39,74.4,16,68.8,5,20.0,0.4,0.8,-0.4,3,3,0,2022-2023,bundesliga
kingsley ehizibue,Köln,15,62.5,10,80.0,6,50.0,6,66.7,0.0,0.0,0.0,1,1,0,2022-2023,bundesliga
julian eitschberger,Hertha BSC,1,100.0,1,100.0,0,,0,,0.0,0.0,0.0,0,0,0,2022-2023,bundesliga
chidera ejuke,Hertha BSC,227,77.7,152,83.6,82,80.5,31,74.2,1.3,0.9,1.7,28,10,1,2022-2023,bundesliga
nico elvedi,Gladbach,1967,91.5,749,94.0,1140,94.9,209,75.1,0.3,0.5,-0.3,50,1,0,2022-2023,bundesliga
wataru endo,Stuttgart,1170,79.2,606,82.2,599,85.6,191,68.1,4.7,3.9,-0.7,138,28,1,2022-2023,bundesliga
arne engels,Augsburg,397,64.1,217,78.3,207,75.8,149,41.6,2.2,1.9,0.8,45,9,3,2022-2023,bundesliga
tjark ernst,Hertha BSC,26,74.3,7,100.0,10,100.0,18,50.0,0.0,0.0,0.0,0,0,0,2022-2023,bundesliga
kimberly ezekwem,Freiburg,6,75.0,3,100.0,4,75.0,1,0.0,0.0,0.0,0.0,1,0,0,2022-2023,bundesliga
ralf fahrmann,Schalke 04,304,68.8,41,97.6,135,97.8,264,49.6,0.0,0.1,0.0,18,0,0,2022-2023,bundesliga
ohis felix uduokhai,Augsburg,558,76.0,225,83.1,361,87.3,120,41.7,0.3,0.4,0.7,34,2,0,2022-2023,bundesliga
edimilson fernandes,Mainz 05,832,69.9,323,88.5,456,81.6,352,44.6,1.3,2.0,1.7,67,14,5,2022-2023,bundesliga
kilian fischer,Wolfsburg,223,81.7,120,90.8,109,83.5,31,61.3,0.4,0.3,-0.4,19,4,4,2022-2023,bundesliga
mark flekken,Freiburg,1035,70.5,97,95.9,506,98.4,856,51.8,0.3,0.3,-0.3,58,3,0,2022-2023,bundesliga
florian flick,Schalke 04,129,69.7,82,78.0,63,79.4,25,44.0,0.0,0.1,0.0,13,0,0,2022-2023,bundesliga
emil forsberg,RB Leipzig,422,81.2,300,86.3,145,85.5,32,62.5,2.3,2.6,1.7,47,21,1,2022-2023,bundesliga
philipp forster,Bochum,394,72.2,251,86.9,169,72.2,86,47.7,3.4,2.9,3.6,51,16,6,2022-2023,bundesliga
timothy fosumensah,Leverkusen,93,78.2,69,89.9,34,79.4,9,22.2,0.3,0.2,-0.3,2,2,1,2022-2023,bundesliga
raphael framberger,Augsburg,33,51.6,27,81.5,19,47.4,10,0.0,0.0,0.1,0.0,2,1,0,2022-2023,bundesliga
bartol franjic,Wolfsburg,61,77.2,36,91.7,27,77.8,7,57.1,0.1,0.1,0.9,6,1,0,2022-2023,bundesliga
oscar fraulo,Gladbach,10,62.5,6,100.0,6,66.7,4,0.0,0.0,0.0,0.0,0,0,0,2022-2023,bundesliga
michael frey,Schalke 04,127,57.2,129,62.8,49,67.3,12,33.3,1.8,1.3,1.2,14,5,2,2022-2023,bundesliga
marco friedl,Werder Bremen,1407,81.3,468,93.2,784,88.3,424,61.3,0.4,1.6,-0.4,114,18,6,2022-2023,bundesliga
marvin friedrich,Gladbach,830,86.0,301,93.4,517,93.0,125,51.2,0.5,0.6,-0.5,21,1,0,2022-2023,bundesliga
jeremie frimpong,Leverkusen,982,79.7,768,89.1,302,76.2,69,43.5,6.2,6.3,0.8,39,27,11,2022-2023,bundesliga
chris fuhrich,Stuttgart,552,78.4,342,87.7,236,82.6,78,55.1,4.8,3.5,-2.8,43,21,3,2022-2023,bundesliga
angelo fulgini,Mainz 05,188,79.0,139,88.5,69,69.6,15,40.0,0.8,0.4,0.2,13,10,1,2022-2023,bundesliga
niclas fullkrug,Werder Bremen,581,62.5,457,70.7,271,61.6,91,64.8,3.6,3.4,1.4,48,27,1,2022-2023,bundesliga
cristian gamboa,Bochum,458,67.0,206,83.0,271,70.1,178,51.7,0.5,0.7,-0.5,57,14,9,2022-2023,bundesliga
silvere ganvoula mboussy,Bochum,49,56.3,48,66.7,27,55.6,6,16.7,0.5,0.2,-0.5,8,5,0,2022-2023,bundesliga
dario gebuhr,Eint Frankfurt,10,76.9,4,100.0,6,83.3,1,100.0,0.0,0.0,0.0,2,0,0,2022-2023,bundesliga
dennis geiger,Hoffenheim,697,81.8,325,90.2,351,87.2,127,62.2,2.7,3.4,0.3,74,15,1,2022-2023,bundesliga
yannick gerhardt,Wolfsburg,503,74.6,313,85.9,246,78.5,63,47.6,2.2,2.0,1.8,63,13,3,2022-2023,bundesliga
niko gieelmann,Union Berlin,496,66.7,265,82.6,288,66.7,146,52.7,1.7,1.9,0.3,36,22,11,2022-2023,bundesliga
rafa gikiewicz,Augsburg,846,73.4,137,97.8,417,98.3,593,50.6,0.0,0.1,0.0,23,1,0,2022-2023,bundesliga
matthias ginter,Freiburg,1566,82.3,506,86.2,1006,89.8,350,61.7,0.9,1.5,0.1,122,12,1,2022-2023,bundesliga
jamie gittens,Dortmund,104,73.2,90,80.0,28,71.4,9,22.2,0.7,1.0,0.3,9,5,0,2022-2023,bundesliga
serge gnabry,Bayern Munich,693,79.4,516,85.9,229,84.3,68,54.4,5.3,4.8,-0.3,49,33,5,2022-2023,bundesliga
jacek goralski,Bochum,31,79.5,17,82.4,12,100.0,6,50.0,0.1,0.0,-0.1,0,0,0,2022-2023,bundesliga
leon goretzka,Bayern Munich,826,81.6,515,88.3,354,81.9,72,62.5,2.3,2.5,-0.3,80,19,0,2022-2023,bundesliga
mario gotze,Eint Frankfurt,1130,74.0,724,85.8,496,75.8,161,44.7,5.3,6.7,-4.3,90,44,10,2022-2023,bundesliga
jeffrey gouweleeuw,Augsburg,1036,70.0,381,79.0,647,84.9,392,44.9,2.1,1.5,-1.1,102,14,1,2022-2023,bundesliga
ryan gravenberch,Bayern Munich,326,87.4,202,90.1,130,91.5,20,80.0,0.5,0.8,-0.5,34,9,0,2022-2023,bundesliga
michael gregoritsch,Freiburg,297,54.9,290,61.4,145,55.2,28,50.0,3.0,2.6,1.0,28,16,1,2022-2023,bundesliga
leo greiml,Schalke 04,160,81.2,46,89.1,111,91.0,37,45.9,0.1,0.1,-0.1,10,1,0,2022-2023,bundesliga
vincenzo grifo,Freiburg,977,73.1,538,85.3,474,78.1,256,48.0,5.5,6.2,-0.5,82,46,4,2022-2023,bundesliga
lennart grill,Union Berlin,147,68.7,24,100.0,69,98.6,120,45.8,0.0,0.0,0.0,10,0,0,2022-2023,bundesliga
christian gro,Werder Bremen,695,80.8,426,86.2,317,82.6,59,69.5,0.5,0.7,0.5,63,10,3,2022-2023,bundesliga
brajan gruda,Mainz 05,2,50.0,3,33.3,0,,1,100.0,0.1,0.0,-0.1,0,1,1,2022-2023,bundesliga
ilia gruev,Werder Bremen,673,86.3,338,90.2,328,91.5,81,66.7,0.8,1.0,-0.8,53,9,2,2022-2023,bundesliga
carlos gruezo,Augsburg,199,72.1,80,78.8,110,80.0,70,57.1,0.3,0.4,-0.3,25,6,0,2022-2023,bundesliga
raphael guerreiro,Dortmund,1495,82.6,956,91.4,550,84.7,171,45.6,7.6,7.8,4.4,135,54,11,2022-2023,bundesliga
josuha guilavogui,Wolfsburg,678,84.2,253,85.8,423,89.8,109,68.8,0.4,1.0,-0.4,63,6,0,2022-2023,bundesliga
serhou guirassy,Stuttgart,329,73.4,243,84.0,125,73.6,27,51.9,1.4,1.0,-1.4,20,6,0,2022-2023,bundesliga
peter gulacsi,RB Leipzig,189,87.9,44,100.0,112,100.0,59,55.9,0.0,0.0,0.0,3,0,0,2022-2023,bundesliga
manuel gulde,Freiburg,343,83.3,144,88.9,190,90.5,65,58.5,0.2,0.3,-0.2,24,2,2,2022-2023,bundesliga
robert gumny,Augsburg,533,64.8,317,78.5,327,65.7,129,42.6,0.7,0.9,1.3,30,10,4,2022-2023,bundesliga
christian gunter,Freiburg,996,71.1,534,85.4,517,74.5,231,43.7,5.1,5.3,-1.1,55,36,28,2022-2023,bundesliga
josko gvardiol,RB Leipzig,1914,89.1,632,93.0,1159,94.6,314,69.1,0.6,1.0,-0.6,137,10,1,2022-2023,bundesliga
janik haberer,Union Berlin,489,72.2,339,82.3,202,72.3,55,61.8,2.1,1.4,-1.1,58,14,4,2022-2023,bundesliga
alexander hack,Mainz 05,430,73.4,171,84.2,236,80.9,149,58.4,0.1,0.8,-0.1,35,4,1,2022-2023,bundesliga
andre hahn,Augsburg,33,39.8,25,60.0,26,50.0,17,11.8,0.0,0.0,0.0,7,1,0,2022-2023,bundesliga
amadou haidara,RB Leipzig,684,83.0,406,85.0,310,87.7,72,70.8,1.5,1.3,-0.5,93,14,0,2022-2023,bundesliga
sebastien haller,Dortmund,216,69.9,174,74.7,82,73.2,9,66.7,2.3,1.5,0.7,13,4,0,2022-2023,bundesliga
marcel halstenberg,RB Leipzig,918,78.4,490,88.2,498,83.1,127,48.8,2.1,1.8,-1.1,49,16,5,2022-2023,bundesliga
andreas hancheolsen,Mainz 05,536,71.1,260,83.8,319,78.7,149,41.6,1.2,0.5,1.8,45,4,0,2022-2023,bundesliga
genki haraguchi,Stuttgart,243,80.7,153,87.6,93,84.9,25,64.0,0.7,0.3,1.3,30,2,2,2022-2023,bundesliga
genki haraguchi,Union Berlin,119,74.8,65,78.5,58,81.0,14,71.4,0.3,0.4,-0.3,15,3,0,2022-2023,bundesliga
makoto hasebe,Eint Frankfurt,887,87.6,289,92.7,551,92.7,152,63.8,0.4,0.5,-0.4,51,6,0,2022-2023,bundesliga
thorgan hazard,Dortmund,235,72.5,151,80.1,118,78.0,41,43.9,0.9,0.9,-0.9,17,7,1,2022-2023,bundesliga
jonas hector,Köln,1378,75.3,681,89.4,744,80.1,307,47.2,3.9,4.3,-1.9,86,16,9,2022-2023,bundesliga
dominique heintz,Bochum,269,82.5,108,90.7,158,88.0,53,56.6,0.2,0.7,-0.2,16,8,2,2022-2023,bundesliga
benjamin henrichs,RB Leipzig,1198,77.9,711,87.8,576,83.3,165,46.7,1.8,3.5,0.2,92,31,10,2022-2023,bundesliga
lucas hernandez,Bayern Munich,337,89.4,140,95.0,170,90.0,51,84.3,0.2,0.1,-0.2,29,2,0,2022-2023,bundesliga
patrick herrmann,Gladbach,85,69.7,50,92.0,40,72.5,19,31.6,0.5,0.6,-0.5,7,3,1,2022-2023,bundesliga
piero hincapie,Leverkusen,1480,82.3,822,91.7,707,86.4,199,46.7,1.0,1.1,0.0,66,6,3,2022-2023,bundesliga
adam hlozek,Leverkusen,241,72.6,178,81.5,88,71.6,30,66.7,2.5,1.3,0.5,21,6,0,2022-2023,bundesliga
nicolas hofler,Freiburg,1149,82.9,554,86.3,609,87.7,125,70.4,0.9,0.8,0.1,88,8,0,2022-2023,bundesliga
jonas hofmann,Gladbach,1149,74.5,633,87.4,507,81.5,276,48.6,11.1,10.9,-2.1,66,42,8,2022-2023,bundesliga
philipp hofmann,Bochum,433,58.3,418,64.4,240,54.2,24,62.5,2.7,3.2,-0.7,41,17,0,2022-2023,bundesliga
lucas holer,Freiburg,314,65.0,259,72.6,139,65.5,23,65.2,1.9,2.0,0.1,22,11,1,2022-2023,bundesliga
gerrit holtmann,Bochum,155,57.4,132,78.8,66,53.0,26,26.9,0.8,0.8,0.2,5,8,4,2022-2023,bundesliga
jannes horn,Bochum,15,78.9,7,85.7,7,85.7,0,,0.0,0.0,0.0,0,0,0,2022-2023,bundesliga
lukas hradecky,Leverkusen,792,71.9,176,98.3,385,97.9,535,44.5,0.0,0.1,0.0,10,1,0,2022-2023,bundesliga
timo hubers,Köln,1400,82.3,381,87.7,1010,89.9,274,54.4,0.1,0.6,-0.1,60,4,0,2022-2023,bundesliga
callum hudsonodoi,Leverkusen,206,83.1,128,89.1,78,85.9,30,73.3,0.8,0.9,0.2,18,7,1,2022-2023,bundesliga
