Player,Squad,Pass_cmp,Pass_cmp%,Pass_Short,Pass_cmp_Short%,Pass_Medium,Pass_cmp_Medium%,pass_Long,Pass_cmp_Long%,xAG,xA,A-xAG,Pass_cmp_Att_3rd,PPA,CrsPA,Season,Competition
sergio camello,Rayo Vallecano,207,78.7,151,84.1,73,83.6,9,77.8,2.0,1.1,0.0,12,7,0,2024-2025,laliga
jose campana,Las Palmas,703,84.3,346,91.3,324,87.3,124,65.3,0.9,1.0,2.1,72,12,4,2024-2025,laliga
peio canales,Athletic Club,89,79.5,49,89.8,43,81.4,16,43.8,0.2,0.2,-0.2,6,2,0,2024-2025,laliga
antonio candela,Valladolid,342,77.2,182,92.3,176,76.7,67,44.8,0.8,0.7,-0.8,17,6,6,2024-2025,laliga
sergi canos,Valencia,92,58.2,63,81.0,53,62.3,23,26.1,0.2,0.2,0.8,9,3,3,2024-2025,laliga
dani cardenas,Rayo Vallecano,94,52.5,11,100.0,52,98.1,115,27.8,0.0,0.0,0.0,2,0,0,2024-2025,laliga
irvin cardona,Espanyol,100,62.1,73,76.7,49,63.3,21,28.6,0.6,1.2,0.4,9,11,4,2024-2025,laliga
marc cardona,Las Palmas,38,79.2,24,87.5,15,80.0,3,66.7,0.0,0.1,0.0,4,0,0,2024-2025,laliga
sergi cardona,Villarreal,1126,77.3,632,86.9,593,82.0,159,46.5,5.8,4.6,1.2,62,46,26,2024-2025,laliga
johnny cardoso,Betis,950,85.7,565,90.4,391,89.3,78,67.9,0.9,0.8,0.1,63,4,0,2024-2025,laliga
jose carlos gonzalez,Las Palmas,8,88.9,6,100.0,2,100.0,0,,0.0,0.0,0.0,1,0,0,2024-2025,laliga
carmona,Sevilla,1448,80.5,808,88.2,745,84.4,154,46.8,2.0,0.9,-2.0,99,14,6,2024-2025,laliga
sergio carreira,Celta Vigo,681,76.1,369,86.2,388,79.9,92,52.2,3.1,2.4,0.9,35,24,8,2024-2025,laliga
dani carvajal,Real Madrid,399,86.2,212,92.9,195,87.2,35,74.3,0.2,0.3,-0.2,20,5,0,2024-2025,laliga
william carvalho,Betis,343,86.8,208,92.3,123,91.9,33,66.7,0.2,0.7,-0.2,44,4,0,2024-2025,laliga
marc casado,Barcelona,1221,89.3,706,92.6,500,94.4,94,66.0,1.4,1.8,1.6,138,6,0,2024-2025,laliga
catena,Osasuna,1274,83.8,313,91.4,852,93.8,327,55.7,2.3,1.9,0.7,68,5,1,2024-2025,laliga
maximiliano caufriez,Valencia,11,78.6,3,100.0,7,85.7,4,50.0,0.0,0.0,0.0,0,0,0,2024-2025,laliga
dani ceballos,Real Madrid,1284,94.3,655,97.6,550,96.2,103,79.6,1.6,2.0,-1.6,156,10,0,2024-2025,laliga
franco cervi,Celta Vigo,91,68.9,47,78.7,52,84.6,22,36.4,0.3,0.3,-0.3,12,2,0,2024-2025,laliga
raul chasco,Valladolid,35,60.3,19,78.9,20,65.0,16,43.8,0.0,0.1,0.0,5,1,0,2024-2025,laliga
pep chavarria,Rayo Vallecano,1244,79.7,739,89.2,582,82.0,162,52.5,1.9,1.9,-0.9,75,27,10,2024-2025,laliga
walid cheddira,Espanyol,73,70.9,52,76.9,31,80.6,5,40.0,1.2,0.5,-0.2,3,1,0,2024-2025,laliga
chema,Real Madrid,1,100.0,0,,1,100.0,0,,0.0,0.0,0.0,0,0,0,2024-2025,laliga
julian chicco,Leganés,113,79.0,56,87.5,59,86.4,17,47.1,0.2,0.3,0.8,10,2,0,2024-2025,laliga
chiquinho,Mallorca,22,64.7,15,86.7,9,55.6,7,28.6,0.0,0.1,0.0,0,0,0,2024-2025,laliga
andreas christensen,Barcelona,202,91.8,101,96.0,98,94.9,13,69.2,0.0,0.1,0.0,23,0,0,2024-2025,laliga
jasper cillessen,Las Palmas,683,68.2,149,98.7,347,98.0,501,38.7,0.0,0.0,0.0,15,0,0,2024-2025,laliga
pathe ciss,Rayo Vallecano,999,84.7,482,90.0,506,89.7,135,68.1,1.1,0.8,-0.1,102,8,0,2024-2025,laliga
seydouba cisse,Leganés,972,84.6,518,89.8,444,88.5,124,66.9,1.0,0.9,0.0,86,15,1,2024-2025,laliga
silvi clua,Girona,75,78.9,37,83.8,42,85.7,8,62.5,0.0,0.0,0.0,3,0,0,2024-2025,laliga
eray comert,Valladolid,805,87.7,262,88.9,500,95.4,137,62.8,0.0,0.1,0.0,47,1,0,2024-2025,laliga
santi comesana,Villarreal,1163,84.6,605,89.4,562,89.9,137,65.0,2.0,2.6,0.0,143,30,3,2024-2025,laliga
diego conde,Villarreal,519,81.1,124,99.2,290,97.9,222,49.1,0.2,0.0,0.8,7,1,0,2024-2025,laliga
tomas conechny,Alavés,210,63.8,155,72.3,120,68.3,29,34.5,0.3,0.8,-0.3,14,11,8,2024-2025,laliga
copete,Mallorca,639,83.3,261,90.8,358,90.2,126,57.9,0.0,0.1,0.0,35,4,0,2024-2025,laliga
iker cordoba,Valencia,9,81.8,5,60.0,5,100.0,1,100.0,0.1,0.0,-0.1,1,1,1,2024-2025,laliga
angel correa,Atlético Madrid,206,73.6,157,82.8,68,73.5,19,47.4,2.1,2.2,-1.1,19,10,1,2024-2025,laliga
thierry correia,Valencia,330,74.8,183,87.4,172,79.7,67,46.3,0.3,0.8,-0.3,23,12,3,2024-2025,laliga
coba da costa,Getafe,195,64.4,144,72.2,86,67.4,35,51.4,1.4,1.5,-0.4,14,10,7,2024-2025,laliga
logan costa,Villarreal,1354,87.7,529,94.7,721,93.3,268,61.2,0.6,0.5,0.4,107,6,0,2024-2025,laliga
samu costa,Mallorca,1164,80.7,603,86.6,590,86.1,171,67.8,1.2,1.9,0.8,117,14,5,2024-2025,laliga
thibaut courtois,Real Madrid,848,83.1,164,99.4,530,99.2,324,48.8,0.1,0.0,-0.1,4,0,0,2024-2025,laliga
juan cruz armada,Osasuna,525,78.0,291,89.3,285,78.6,69,43.5,0.0,0.2,0.0,54,2,0,2024-2025,laliga
juan cruz,Leganés,488,68.2,323,82.4,241,70.5,101,37.6,4.1,3.7,-0.1,34,32,14,2024-2025,laliga
pau cubarsi,Barcelona,2434,93.5,867,95.3,1438,96.5,251,77.7,1.6,1.0,1.4,210,4,1,2024-2025,laliga
cucho,Betis,223,71.9,151,77.5,75,70.7,32,71.9,1.5,0.7,-0.5,20,10,1,2024-2025,laliga
arnaut danjuma,Villarreal,23,76.7,15,73.3,12,83.3,2,50.0,0.0,0.0,0.0,1,0,0,2024-2025,laliga
arnaut danjuma,Girona,318,72.6,185,86.5,156,76.3,61,50.8,1.7,2.3,-1.7,17,24,8,2024-2025,laliga
sergi darder,Mallorca,981,75.3,497,88.5,462,79.2,274,54.7,3.7,5.3,2.3,122,33,15,2024-2025,laliga
rodrigo de paul,Atlético Madrid,1449,81.7,807,91.0,618,83.3,261,62.1,5.6,5.8,-0.6,180,58,13,2024-2025,laliga
mouctar diakhaby,Valencia,282,83.9,126,93.7,157,91.1,44,43.2,0.0,0.1,0.0,7,2,0,2024-2025,laliga
assane diao,Betis,49,74.2,43,83.7,8,75.0,2,100.0,1.5,0.6,0.5,2,1,1,2024-2025,laliga
moussa diarra,Alavés,670,80.2,307,90.2,388,86.1,107,47.7,0.1,0.4,-0.1,44,8,3,2024-2025,laliga
brahim diaz,Real Madrid,573,86.8,432,91.0,163,86.5,21,66.7,3.3,2.3,-1.3,56,19,0,2024-2025,laliga
daniel diaz,Real Sociedad,1,33.3,0,,3,33.3,0,,0.0,0.0,0.0,0,0,0,2024-2025,laliga
pedro diaz,Rayo Vallecano,446,78.8,299,89.0,150,86.0,80,40.0,2.1,2.1,-2.1,45,17,2,2024-2025,laliga
diego,Leganés,121,63.0,89,69.7,68,61.8,12,50.0,0.2,0.2,-0.2,8,3,1,2024-2025,laliga
stole dimitrievski,Valencia,68,51.1,6,100.0,37,94.6,90,30.0,0.0,0.0,0.0,3,0,0,2024-2025,laliga
yan diomande,Leganés,166,83.0,112,90.2,69,81.2,6,33.3,0.9,0.9,0.1,4,7,1,2024-2025,laliga
alvaro djalo,Athletic Club,85,66.4,62,80.6,45,57.8,13,61.5,0.9,0.6,-0.9,6,6,4,2024-2025,laliga
djene,Getafe,694,75.6,358,81.8,389,81.0,143,54.5,0.6,0.8,-0.6,78,13,6,2024-2025,laliga
marko dmitrovic,Leganés,470,44.7,56,100.0,171,98.8,818,30.0,0.2,0.1,-0.2,28,0,0,2024-2025,laliga
marc domenech,Mallorca,34,69.4,28,78.6,10,60.0,5,60.0,0.2,0.3,-0.2,0,4,2,2024-2025,laliga
carlos dominguez,Celta Vigo,856,88.5,271,94.8,582,93.1,93,49.5,0.1,0.2,-0.1,64,0,0,2024-2025,laliga
israel dominguez,Sevilla,2,100.0,1,100.0,1,100.0,0,,0.0,0.0,0.0,0,0,0,2024-2025,laliga
sergi dominguez,Barcelona,171,95.0,57,100.0,112,94.6,10,70.0,0.0,0.0,0.0,13,0,0,2024-2025,laliga
anastasios douvikas,Celta Vigo,76,71.0,53,73.6,37,81.1,2,100.0,0.2,0.2,0.8,2,1,0,2024-2025,laliga
domingos duarte,Getafe,497,78.5,141,80.1,330,89.7,154,55.2,0.1,0.1,-0.1,42,0,0,2024-2025,laliga
duk,Leganés,33,62.3,25,84.0,17,64.7,2,0.0,0.7,0.4,-0.7,0,2,1,2024-2025,laliga
pablo duran,Celta Vigo,284,71.0,194,80.9,124,79.0,37,43.2,2.8,1.0,1.2,21,10,3,2024-2025,laliga
hugo duro,Valencia,296,69.2,223,77.1,132,72.7,21,52.4,1.3,0.5,0.7,18,3,0,2024-2025,laliga
chidera ejuke,Sevilla,363,81.6,220,90.5,140,83.6,53,69.8,1.9,1.2,-0.9,18,20,5,2024-2025,laliga
aritz elustondo,Real Sociedad,775,85.4,303,94.4,449,90.4,127,59.1,0.2,0.4,-0.2,58,2,0,2024-2025,laliga
adri embarba,Rayo Vallecano,383,63.9,272,80.1,156,66.7,118,36.4,2.7,2.5,-1.7,23,17,10,2024-2025,laliga
endrick,Real Madrid,59,78.7,37,83.8,23,78.3,7,85.7,0.5,0.2,-0.5,1,2,0,2024-2025,laliga
alfonso espino,Rayo Vallecano,365,74.3,220,90.5,187,74.9,61,32.8,0.6,0.6,0.4,35,6,5,2024-2025,laliga
dario essugo,Las Palmas,812,85.4,415,88.7,396,89.4,104,70.2,0.4,0.7,-0.4,73,8,0,2024-2025,laliga
etienne etoo,Rayo Vallecano,1,20.0,2,50.0,1,0.0,0,,0.0,0.1,0.0,0,0,0,2024-2025,laliga
karl etta,Villarreal,0,0.0,1,0.0,0,,0,,0.0,0.0,0.0,0,0,0,2024-2025,laliga
edu exposito,Espanyol,318,65.6,148,85.8,177,71.2,119,42.0,3.2,2.4,-1.2,36,14,4,2024-2025,laliga
abde ezzalzouli,Betis,542,71.6,454,82.2,191,68.6,37,29.7,2.0,2.1,0.0,42,19,2,2024-2025,laliga
ansu fati,Barcelona,104,83.2,83,91.6,23,78.3,3,33.3,0.2,0.4,-0.2,3,5,0,2024-2025,laliga
nabil fekir,Betis,67,81.7,43,88.4,23,87.0,10,60.0,0.6,0.8,0.4,5,6,2,2024-2025,laliga
kiko femenia,Villarreal,1339,88.9,717,94.7,624,90.1,126,65.1,1.3,2.1,-0.3,108,24,14,2024-2025,laliga
aitor fernandez,Osasuna,29,64.4,0,,10,100.0,35,54.3,0.0,0.0,0.0,1,0,0,2024-2025,laliga
alvaro fernandez,Sevilla,212,65.4,50,100.0,108,99.1,165,33.3,0.1,0.0,-0.1,6,0,0,2024-2025,laliga
pelayo fernandez,Rayo Vallecano,24,85.7,13,92.3,10,80.0,4,100.0,0.0,0.0,0.0,1,0,0,2024-2025,laliga
roberto fernandez,Espanyol,187,72.2,146,82.9,65,63.1,4,100.0,0.6,0.5,-0.6,9,7,0,2024-2025,laliga
valery fernandez,Mallorca,88,88.9,64,87.5,25,92.0,3,100.0,0.0,0.1,0.0,4,2,1,2024-2025,laliga
andre ferreira,Valladolid,138,70.8,19,100.0,77,100.0,98,42.9,0.0,0.0,0.0,1,0,0,2024-2025,laliga
mateo flores,Betis,56,81.2,30,83.3,32,87.5,5,60.0,0.0,0.1,0.0,3,1,1,2024-2025,laliga
pablo fornals,Betis,887,80.0,512,88.3,417,79.9,112,64.3,3.3,2.9,-3.3,93,33,8,2024-2025,laliga
hector fort,Barcelona,448,90.1,272,94.9,161,89.4,18,83.3,0.9,1.3,-0.9,27,3,0,2024-2025,laliga
dimitri foulquier,Valencia,1007,78.9,592,93.6,499,79.4,116,39.7,1.4,2.0,-0.4,77,15,6,2024-2025,laliga
juan foyth,Villarreal,838,87.0,320,93.4,476,91.6,139,63.3,0.3,0.9,-0.3,53,8,2,2024-2025,laliga
fran,Real Madrid,19,95.0,7,100.0,8,100.0,5,80.0,0.0,0.0,0.0,0,0,0,2024-2025,laliga
alejandro frances,Girona,685,84.3,299,90.6,363,93.7,120,58.3,0.3,0.5,-0.3,69,6,3,2024-2025,laliga
enric franquesa,Leganés,158,70.2,88,80.7,93,74.2,26,42.3,0.1,0.1,-0.1,5,2,2,2024-2025,laliga
jorge de frutos,Rayo Vallecano,455,68.3,348,81.0,187,67.9,47,46.8,3.4,2.3,-0.4,22,28,13,2024-2025,laliga
dario fuentes,Sevilla,0,0.0,0,,2,0.0,0,,0.0,0.0,0.0,0,0,0,2024-2025,laliga
